"en_ar_DEEP"	"VerConf"
"المادة (26): العفو أو تخفيف الأحكام"	0
"وستقدم الحكومة خدمة جليلة لنظامها القضائي إذا اتخذت خطوات لإلغاء المرسوم الذي أنشأ المحاكم."	1
"علاوة على ذلك، فإن ما هو واضح بشكل واضح في كل هذا هو المحاولة الإريترية لحمل مجلس الأمن على تنفيذ أوامره عن طريق احتجاز أفراد بعثة الأمم المتحدة في إثيوبيا وإريتريا كرهائن."	1
"الوضع في قبرص (16 تموز/يوليه 1974; 13 حزيران/يونيه 2008)"	0
"وينص البند 2 على أن مقاطعة زيجيانغ \"كانت مسؤولة عن إتمام إجراءات الخروج، بما في ذلك جواز السفر والفحص الطبي وتذكرة العودة بالطائرة\"."	0
"\"غير أن مجلس الأمن يدين بشدة استمرار تجنيد الأطفال واستخدامهم في الصراعات المسلحة في انتهاك للقانون الدولي المنطبق، وقتل الأطفال وتشويههم، والاغتصاب وغيره من أشكال العنف الجنسي، والاختطاف، وحرمان الأطفال من وصول المساعدات الإنسانية، والهجمات على المدارس والجامعات. المستشفيات من قبل أطراف النزاع المسلح."	1
"من المحتمل أن تدخل صادرات الماس الإيفواري إلى سلاسل توريد عملية كيمبرلي، مما يهدد مصداقية نظام شهادات عملية كيمبرلي."	1
"ولكن على الرغم من أن الفريق لا يرى أن المشورة الفنية شبه العسكرية المتاحة على الإنترنت تشكل تهديدا على قدم المساواة مع التدريب في الحياة الواقعية، فإن الإمكانية ستزداد مع تحسن جودة المشورة."	0
"ونظراً لأوجه القصور في الأدلة في هذه المطالبة، لم يكن الفريق مطالباً بالنظر في أي مسائل إضافية إلى تلك التي سبق وصفها في الفقرات من 134 إلى 140 من تقرير الدفعة الأولى من المطالبات هاء/واو."	0
"38 - إن انتشار الأسلحة خارج سلطة الدولة، إلى جانب استمرار وجود ميليشيات مدججة بالسلاح، يشكل مصدر قلق كبير بالنسبة لي على استقرار لبنان."	1
"وتلاحظ اللجنة بقلق المخالفات التي حدثت في مخزونات الأسلحة لدى قوات الدفاع التيمورية على مدى عدة سنوات."	1
"107. وفي 24 تموز/يوليه 2005، تم خرق هذا الاتفاق لأن القوات المسلحة لكوت ديفوار أعدت طائراتها من طراز Mi-24P للقيام بعمليات عسكرية رداً على هجوم مزعوم على أنياما."	1
"وفي الواقع، فإن الافتقار إلى التفاصيل يعني أن النشرات الخاصة المشتركة بين الإنتربول ومجلس الأمن التابع للأمم المتحدة، والتي تمثل الأداة الرئيسية لنشر المعلومات عن الأشخاص المدرجين في القائمة على وكالات إنفاذ القانون، كانت موجودة بالنسبة لـ 309 من أصل 488 اسما مدرجا في القائمة في بداية المراجعة. ; ويبلغ العدد الآن 361 ومن المرجح أن يرتفع."	1
"5 لوازم ومخازن الصيانة – 703,572 دولارًا أمريكيًا"	0
"وقد ارتبط عدد من الشخصيات المحلية بعمليات حركة الشباب في بونتلاند، ولا سيما محمد إسماعيل كينكين ومحمد سعيد \"أتوم\" (انظر الفرع دال أدناه)."	0
"وإذ ندرك أن معظم الدول قد تعهدت بالتزامات قانونية ملزمة بموجب المعاهدات التي هي أطراف فيها، أو تعهدت بالتزامات أخرى تهدف إلى منع انتشار الأسلحة النووية أو الكيميائية أو البيولوجية، واتخذت تدابير فعالة لحصر المواد الحساسة وتأمينها وحمايتها ماديا ، مثل تلك التي تتطلبها اتفاقية الحماية المادية للمواد النووية وتلك التي أوصت بها مدونة قواعد السلوك للوكالة الدولية للطاقة الذرية بشأن سلامة وأمن المصادر المشعة،"	0
"إن التقرير الذي تم الاستشهاد به على نطاق واسع من قبل مجموعة الأزمات الدولية في يونيو 2005 والذي يفيد بأن المروحية التي دمرها الفرنسيون في ياموسوكرو في 6 نوفمبر 2004 كانت غينية، هو تقرير غير صحيح، كما أظهرت المراجعة التي أجرتها المجموعة."	0
"وحتى 1 تشرين الأول/أكتوبر، تم تسجيل 5,849 إيفواريًا كناخبين."	0
"(ز) تسهيل الاستيراد والتصدير بين البلدين."	0
"الموقع: بجانب شركة تصنيع بطاريات نيرو، طريق الشهيد باباي السريع، ساحة نوبونياد، طهران، إيران؛ شارع باسداران، ص.ب. ص.ب 16765، طهران 1835، إيران؛ طريق بابائي السريع - بجانب نيرو إم إف جي، طهران، إيران"	0
"25 - من المتوقع أن تكون بعثة الأمم المتحدة في نيبال بعثة مركزة ومحدودة المدة."	0
"وبينما نستعد لمناقشة تحديات التنمية التي تواجه أفغانستان، فإن الحادث الأخير يسلط الضوء على الصورة القاتمة المتعلقة بالحالة الأمنية."	1
"إن عدم القيام بأي شيء حيال هذه الجماعة الشريرة بذريعة غير حكيمة بأنها لا تشكل أي تهديد للحكومة هو بمثابة تنازل عن المسؤولية الأساسية لأي دولة، وهي ضمان سلامة مواطنيها."	1
"ومن شأن زيادة تطور الحالة في هذا الاتجاه أن يهدد الجهود المبذولة لاستعادة البلد وإعادة بنائه، كما سيهدد على المدى الطويل السلام والاستقرار في جميع أنحاء المنطقة."	1
"ويساورنا القلق من أن نجاح الانتخابات الرئاسية قد يتآكل بسبب عدم إحراز تقدم في تشكيل الحكومة."	1
"تلقت لجنة مكافحة الإرهاب التقرير الخامس المرفق المقدم من المكسيك عملا بالفقرة 6 من القرار 1373 (2001)، فضلا عن رد المكسيك على القرار 1624 (2005) (انظر المرفق)."	0
"ولم يقدموا حتى الآن أي دليل مهم يدعم مواقفهم بشأن هذه القضية."	0
"ويشكل نزع سلاح الميليشيات اهتماما ذا أولوية، وخاصة في الفترة التي تسبق الحملة الانتخابية، مع احتمال حدوث أعمال عنف ذات دوافع سياسية."	1
"428) طلبت اللجنة مراراً وتكراراً من الحكومة تقديم معلومات عن الإجراءات القضائية المتخذة لتقديم مرتكبي الجرائم المزعومة المرتكبة في دارفور إلى العدالة."	1
"وقبل كل شيء، كانت شواغلنا تتعلق بإصرار سلطات بريشتينا على التنفيذ بطريقة أو بأخرى لما يسمى بالاستراتيجية الخاصة بشمال كوسوفو في انتهاك صارخ للقرار 1244 (1999)، الذي يظل المنبر القانوني الدولي الرئيسي للتسوية في كوسوفو."	1
"إذا لم يكن الأمر كذلك، فقد نشهد المزيد من التمزقات العنيفة التي يمكن أن تحدث عندما يطالب الناس بحقوق لن يقنعهم أي قدر من الإكراه بالتخلي عنها."	0
"22 - ترأس فريق التحقيق التابع للجنة محقق رئيسي وضم أربعة محققين، محققتين متخصصتين في العنف ضد المرأة، وأربعة خبراء في الطب الشرعي ومحللين عسكريين."	0
"ويكرر المجلس إدانته الشديدة لهذه الممارسات ويدعو جميع أطراف النزاع المسلح إلى ضمان الحماية الكاملة والفعالة للمرأة، ويشدد على ضرورة وضع حد لإفلات المسؤولين عن العنف الجنساني من العقاب."	1
"إن قرار مجلس الأمن 1373 (2001)، الذي اتخذ في أعقاب الهجمات الشنيعة التي وقعت في الولايات المتحدة في 11 أيلول/سبتمبر 2001، يشكل علامة بارزة في الجهود المبذولة على مستوى الأمم المتحدة."	0
"وسوف ينظم اجتماعات مع فريق المراقبة وخبراء لجنة مجلس الأمن المنشأة عملا بالقرار 1540 (2004) من أجل مناقشة المسائل ذات الاهتمام المشترك وضمان التنسيق المناسب في عملنا."	0
"22 - الحالة في غينيا - بيساو (6 تشرين الثاني/نوفمبر 1998؛ 5 آذار/مارس 2010)."	0
"ويساورنا القلق بشكل خاص إزاء الافتقار إلى التدريب لموظفي الخدمة المدنية من المستوى المتوسط ​​وأوجه القصور الرئيسية التي لا تزال قائمة في المجال القضائي."	1
"ويدين مجلس الأمن جميع انتهاكات القانون الدولي، بما في ذلك القانون الإنساني الدولي وقانون حقوق الإنسان وقانون اللاجئين، المرتكبة ضد المدنيين في حالات النزاع المسلح."	1
"67 - ولا يزال القلق يساورني إزاء استمرار القيود المفروضة على الوصول إلى الخدمات الأساسية، بما في ذلك الرعاية الصحية والمدارس، التي يواجهها المواطنون العاديون في جميع أنحاء شمال مالي."	1
"وتم حفر أكثر من 7000 خندق."	0
"ومن الحالات البارزة الأخيرة كانت مالي، حيث لم يتصرف المجلس بناءً على طلب من الأمين العام لإنشاء فريق خبراء للتحقيق في هوية وأنشطة المتورطين في الجريمة المنظمة عبر الوطنية في مالي والمنطقة دون الإقليمية، مع إمكانية فرض عقوبات عقابية ومستهدفة."	1
"164 - وتحصنت القوات الديمقراطية لتحرير رواندا، حلفاء العقيد ناكاباكا، في مواقع على طول سهل روزيزي وعلى قمم التلال في الغرب، ولا سيما في مناطق سانجي وليفونجي وليميرا."	0
"47. وقد أعربت حكومة جمهورية أفريقيا الوسطى مرارا وتكرارا عن تفضيلها القوي لتلقي المساعدة المباشرة لبناء قدرات قواتها الوطنية، وبدأت اتصالات مع العديد من الشركاء الثنائيين المحتملين."	0
"وإذ يدين على وجه الخصوص العنف الجنسي الذي ترتكبه [الميليشيات والجماعات المسلحة وكذلك عناصر القوات المسلحة وقوات الشرطة الوطنية] وغيرها من أجهزة الأمن والاستخبارات، ويشدد على الحاجة الملحة إلى قيام [الدولة المتضررة]، بالتعاون مع [بعثة حفظ السلام] والجهات الفاعلة الأخرى ذات الصلة، إلى إنهاء هذا العنف وتقديم مرتكبيه، وكذلك كبار القادة الذين يعملون تحت إمرتهم، إلى العدالة، وإذ يدعو الدول الأعضاء إلى المساعدة في هذا الصدد ومواصلة تقديم المساعدة الطبية والإنسانية وغيرها من أشكال المساعدة إلى الضحايا."	1
"في حوالي الساعة 5 مساءً. مرت مركبة بسرعة. أطلق السيد كياك ورجاله النار، مما أدى إلى إصابة القس الذي كان يقود السيارة."	0
"ونحن على قناعة بأن الاختتام السريع لهذه المحادثات، بالتوقيع على اتفاق سلام شامل ونهائي، سيسهل إلى حد كبير الجهود المبذولة لمكافحة الإرهاب والجريمة المنظمة العابرة للحدود الوطنية في منطقتنا."	0
"وبصفتي المدعي العام، سأتعامل مع أي طعن قضائي يقدمه الرئيس البشير وغيره من المشتبه بهم في المحكمة."	1
"وشدد الممثل الخاص على أن النساء يعشن في ظروف يرثى لها دون الحصول على الخدمات الصحية وخدمات العدالة، واعتبر أنه سيكون من الصعب للغاية معالجة مثل هذه الحالة، نظرا، على وجه الخصوص، لثقافة الصمت وغياب مؤسسات التحقيق والملاحقة القضائية. ."	1
"o بتاريخ 29 تشرين الثاني/نوفمبر 2014، ألقت طائرات النظام الحربية برميلين متفجرين على مدرسة وحيد اليوسف في قرية كفرسجنة بإدلب، ما أدى إلى تدمير المدرسة بالكامل. أماكن العبادة"	0
"وتتألف هذه الأحكام الأربعة عشر من 3 إدانات وحكم واحد بالبراءة ورفض 10 قضايا."	0
"حرر في أبيدجان في 2 نيسان/أبريل 2003"	0
"خلال اليومين التاليين، أحضر الصوماليون المحليون مسدسًا تم تثبيته على السطح العلوي للسفينة Alpha Serengeti."	0
"يتم الاحتفاظ فقط بالأصول التي لها قيمة سوقية متاحة بسهولة ويمكن تحويلها بسهولة إلى نقد؛"	0
"وتدين فرنسا بشدة تلك الهجمات وتدعو جميع الأطراف إلى ممارسة أقصى درجات ضبط النفس."	1
"وأحث حماس على الرد بشكل إيجابي على تلك التحذيرات."	1
"ويذكّر مجلس الأمن بمطالبته لجميع الأطراف في أي نزاع مسلح بالامتثال الكامل للالتزامات المنطبقة عليها بموجب القانون الدولي فيما يتصل بحماية المدنيين في النزاعات المسلحة، بما في ذلك الصحفيون والإعلاميون والموظفون المرتبطون بهم."	1
"وهذا لم يمكّن المجلس من متابعة البدائل ضمن الإطار الزمني المتاح."	0
"وهذا يتطلب موقفا واضحا، خاصة - إذا جاز لي أن أتكلم بصراحة - من الولايات المتحدة الأمريكية."	1
"وتعترف حكومتي بعبارات الإدانة والغضب العديدة التي ولّدتها هذه الفظائع. ونحن نقدر بشكل خاص رد فعل مجلس الأمن السريع على هذه الجريمة البشعة."	1
"وفي أثناء المشاورات غير الرسمية التي عقدتها اللجنة في 22 أيار/مايو، قدم منسق فريق الرصد عرضاً شفوياً بشأن التهديد الحالي الذي يشكله تنظيم القاعدة والجماعات التابعة له على السلام والأمن الدوليين."	1
"باء- الخسائر المالية 409-411 77"	0
"يشجع [البعثة]، وفقا لولايتها، وفي حدود المستويات المأذون بها للشرطة المدنية، على مواصلة الجهود الرامية إلى مساعدة الأطراف في [اتفاق السلام] على تعزيز سيادة القانون، وإعادة هيكلة خدمات الشرطة والسجون في جميع أنحاء [البلد المتأثر] ]، وخاصة في الجنوب بسبب عدم تطوير خدمات الشرطة، والمساعدة في تدريب الشرطة المدنية وضباط الإصلاحيات؛"	0
"وتعتقد أوغندا أن إنهاء الإفلات من العقاب هو الرادع الوحيد الموثوق به ضد الجرائم التي تثير قلق المجتمع الدولي."	1
"في ظل تلك الظروف، حيث تتلاقى أوجه عدم المساواة العميقة والإقصاء السياسي والاقتصادي والاجتماعي، تظهر عملية تهدف إلى تغيير النظام السائد وتسعى إلى تغييرات وبدائل اقتصادية وسياسية، مما يسمح بالمشاركة وفتح مساحات ووسائل جديدة للتعبير، مما يعني ضمنا، باختصار، المطالبة بالحقوق الأساسية."	1
"أُعلن عن عمل اللجنة بعد أربعة أشهر من وقوع الجريمة الفعلية، وهو ما يعني أن مرتكبي الجريمة والمتواطئين معهم كان لديهم متسع من الوقت لتدمير الأدلة و/أو التواطؤ مع بعضهم البعض، وتضاءلت القدرة على استدعاء الشهود المحتملين، كما تضاءلت حالات الإغفال السابقة والإغفالات غير المقصودة أو غير المقصودة. لا يمكن التراجع عن الفقدان المتعمد وتدمير الأدلة."	0
"ويؤسفني هذه النتيجة المخيبة للآمال، التي تتناقض بشكل حاد مع الإرادة السياسية الاستثنائية والالتزام بالأصول العسكرية التي أبدتها الدول الأعضاء فيما يتعلق بمكافحة القرصنة."	1
"وطوال تلك الأيام والأسابيع الصعبة، تمكن الزعماء السياسيون والمواطنون في كوسوفو من إدارة وضع غير عادي إلى حد كبير بنضج وبدون أي اضطراب أو عدم استقرار."	0
"ولكن الخطر الجسيم يظل قائماً، وهو أن البلاد سوف تواجه، نتيجة لهذا القرار ـ الذي ينتهك وثائق مؤتمري بون وبرلين ـ موقفاً متفجراً محفوفاً بمقاومة مسلحة جديدة وتفتت داخلي لهياكل السلطة."	1
"لقد كانت القمة الثانية لرؤساء الدول والحكومات بشأن منطقة البحيرات الكبرى حدثا تاريخيا للمنطقة وكذلك للمجتمع الدولي."	0
"\"3 - يهيب بجميع الدول أن تقوم بما يلي:"	0
"وترى حكومتي أنها لا تتعارض مع القانون الدولي فحسب، بل إنها تقوض أيضا مفهوم سيادة القانون، الذي يشكل عنصرا رئيسيا في مكافحة الإرهاب."	1
"9 - وقضت المحكمة المحلية في الأصل بأن الحكومة لم تثبت أن فرع مؤسسة الحرمين في هولندا، المنفصل والمستقل عن المنظمة الدولية، قد دعم الإرهاب."	1
"توصي اللجنة بمحاكمة الأشخاص التالية أسماؤهم فيما يتعلق بحيازة واستخدام ونقل أسلحة الشرطة الوطنية لتيمور - ليشتي بشكل غير قانوني في 8 مايو و/أو 21 مايو: روجيريو لوباتو، أوسيبيو سالسينيا، أنطونيو دا كروز، فيسنتي دا كونسيساو، المعروف أيضًا باسم راي لوس، ماتيوس. دوس سانتوس بيريرا، المعروف أيضًا باسم موركات، ولياندرو لوباتو، المعروف أيضًا باسم جراي هارانا، وأنطونيو لورديس، المعروف أيضًا باسم 55 عامًا، وماركوس دا سيلفا بيداد، المعروف أيضًا باسم لاباداي، وفرانسيسكو وسانتا كروز."	1
"وإذ يدعو الدول إلى العمل معا بشكل عاجل لمنع وقمع أعمال الإرهاب النووي، بما في ذلك من خلال زيادة التعاون والتنفيذ الكامل للاتفاقيات الدولية ذات الصلة، ومن خلال التدابير المناسبة لتعزيز الإطار القانوني القائم بهدف ضمان محاسبة مرتكبي جرائم الإرهاب النووي بشكل فعال،"	0
"أخيرًا، الإجراءات القانونية الواجبة هي مجرد: عملية."	0
"38. وفي قراره 1559 (2004)، دعا مجلس الأمن إلى حل جميع الميليشيات اللبنانية وغير اللبنانية ونزع سلاحها."	1
"رابعا. عبء العمل المتبقي فيما يتعلق بالمعتقلين"	0
"إن هذا النمط المثير للقلق من النشاط يثير قلقا بالغا ويهدد بتقويض سلامة عمليات الأمم المتحدة بشكل خطير."	1
"في جلسة مجلس الأمن 5659، المعقودة في 12 نيسان/أبريل 2007، فيما يتصل بنظر المجلس في البند المعنون \"التهديدات التي يتعرض لها السلام والأمن الدوليان نتيجة للأعمال الإرهابية\"، أدلى رئيس مجلس الأمن بالبيان التالي باسم المجلس:"	0
"الوضع في أفريقيا وآسيا وأوروبا"	0
"إنني أشعر بقلق عميق من أن ممارسة العنف الجنسي ضد الأطفال سوف تقوض احتمالات التعايش السلمي في دارفور لسنوات قادمة."	1
"ويعتبر هذا الوصف أساسيا لأي جهود تبذل لتعزيز التعاون الدولي لمكافحة السمسرة غير المشروعة في الأسلحة الصغيرة."	0
"ومن ثم فإن الموارد والمواعيد النهائية لتقديم التقارير التي تقدمها السلطات المكلفة يجب أن تكون متناسبة مع الولاية. هذة ليست دائما الحالة."	0
"5 - رسالة مؤرخة 11 تموز/يوليه 1960 موجهة من وزير خارجية كوبا إلى رئيس مجلس الأمن (انظر S/7382)."	0
"6 - محمد فرج بن عبدالقادر 30 سنة من سكان الصالحين"	0
"وثائق المطالبة المقدمة من أصحاب المطالبات؛"	0
"\"ويشعر مجلس الأمن بقلق خاص إزاء الهجمات التي يتعرض لها العاملون في المجال الإنساني، في انتهاك لقواعد القانون الدولي."	1
"توفير دورة تدريبية شاملة لجميع ممثلي الدول حول القضايا الإنسانية مع التركيز على الوعي الجنساني."	0
"وفي وقت كتابة هذا التقرير، كانت قوات الدفاع الشعبية الأوغندية تحتل مدرسة أورينا الابتدائية في مقاطعة أديلانغ، بمقاطعة بادر."	0
"يدين بشدة تجنيد واستخدام الأطفال الجنود من قبل أطراف النزاع المسلح في انتهاك للالتزامات الدولية المنطبقة عليها، وقتل الأطفال وتشويههم، والاغتصاب وغيره من أشكال العنف الجنسي التي ترتكب في الغالب ضد الفتيات، والاختطاف والتشريد القسري، وحرمان الأطفال من الوصول إلى المساعدات الإنسانية والهجمات ضد المدارس والمستشفيات وكذلك الاتجار والعمل القسري وجميع أشكال العبودية وجميع الانتهاكات والتجاوزات الأخرى المرتكبة ضد الأطفال المتأثرين بالنزاعات المسلحة."	1
"الزيادة (النقصان) في الفائدة المستحقة الدفع"	0
"8. ونشعر أيضًا بقلق بالغ إزاء تفاقم آفة الإرهاب والتطرف العنيف في منطقة الساحل والصحراء، فضلاً عن الروابط الوثيقة التي تقيمها الجماعات المسلحة الإرهابية مع الجريمة المنظمة العابرة للحدود الوطنية، ولا سيما الاتجار بالمخدرات والبشر وغسل الأموال. والاتجار غير المشروع بالأسلحة."	1
"وإذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة، على النحو المبين في الجزء 1 من الفقرة 7 من منطوق القرار 1542 (2004)،"	0
"ومع ذلك، نشعر بالقلق من أن اتخاذ القرارات الرئيسية قد تم تقويضه حتى الآن بسبب الافتقار إلى توافق الآراء السياسي."	1
"إن الجريمة المنظمة، إلى جانب التطرف، والجذور العميقة في الحياة السياسية والاجتماعية في المنطقة، تهدد أساس المبادئ والقيم التي نحاول غرسها في المؤسسات الجديدة التي تشكلت هناك، مما يجعل جهودنا غير مثمرة."	1
"الاسم الكامل: (بالنص الأصلي وبالخط اللاتيني)"	0
"36 - ويشجع المجلس السلطات البوروندية على العمل مع الممثل الخاص للأمين العام من أجل إنشاء آلية لإنهاء الإفلات من العقاب وتعزيز المصالحة."	0
"6 - يؤكد أنه على استعداد تام لفرض تدابير محددة الهدف ضد الأشخاص الذين تحددهم اللجنة وفقا للفقرات 9 و 11 و 14 من القرار 1572 (2004) الذين تقرر، في جملة أمور، أن يكونوا:"	1
"(ج) المسؤول عن العقبات التي تعترض حرية حركة عملية الأمم المتحدة في كوت ديفوار والقوات الفرنسية التي تدعمها؛"	1
"وهذه علامة أخرى على عودة الوضع إلى طبيعته في شبه جزيرة بريفلاكا."	0
"كما أشيد بشعب بوركينا فاسو على الطريقة المسؤولة التي توصل بها إلى توافق في الآراء بشأن الترتيبات الانتقالية."	0
"المقرر عقدها يوم الأربعاء، 23 كانون الأول/ديسمبر 2009، الساعة 40/10 صباحا"	0
"ولا تدعم أوغندا أي ميليشيا كونغولية كما ادعى الممثل الدائم لجمهورية الكونغو الديمقراطية."	1
"ولا تتوفر معلومات حول مكان وجود الصبي حتى الآن."	0
"3. يقرر إبقاء المسألة قيد نظره."	0
"بعد مرور ما يقرب من عامين على آخر إحاطة بشأن الحالة في منطقة البحيرات الكبرى (المناطق المتضررة من جيش الرب للمقاومة)، عقد المجلس جلسة خاصة في 21 تموز/يوليه 2011 لمناقشة التهديد المستمر الذي يشكله جيش الرب للمقاومة للأمن الإقليمي ."	1
"منذ بداية مهمتها في أكتوبر 2006، قامت فرقة العمل البحرية بالاستعلام عن أكثر من 21980 سفينة في منطقة عملياتها."	0
"وتولى القاضي المخصص الأول منصبه في 1 أيلول/سبتمبر 2003، ووصل ثلاثة قضاة مخصصين آخرين في تشرين الأول/أكتوبر 2003."	0
":: سجل الشركات مفتوح للجمهور؛"	0
"وفيما يلي بعض الأمثلة: 1. المعدات والمستلزمات الطبية"	0
"ونظرا للتهديد الخطير والعالمي الذي لا يزال الإرهاب يمثله، فقد بادرت فرنسا، أثناء رئاستها لمجلس الأمن في كانون الثاني/يناير، إلى عقد اجتماع للمجلس على المستوى الوزاري بشأن مكافحة الإرهاب."	1
"وانطلاقا مما تقدم، ترى وزارة خارجية جورجيا أن انسحاب الاتحاد الروسي من القرار الذي اتخذه مجلس رؤساء دول رابطة الدول المستقلة في 19 كانون الثاني/يناير 1996 يشكل تهديدا خطيرا بزعزعة الاستقرار، ويغير الوضع المحيط بالنزاع بشكل كبير، ويقوض القانون القانوني. الإطار الذي يحدد شكل السلام لرابطة الدول المستقلة في منطقة الصراع."	1
"حدد ما إذا كان نطاق التوريد يتضمن أي عنصر مدرج في قائمة مراجعة البضائع (GRL) أم لا."	0
"وفي الشهر الماضي، واصلت الزيادة في عدد الأشخاص المتأثرين بالنزاع في أزمة دارفور هذا الاتجاه التصاعدي، حيث تم تسجيل 62.000 نازح إضافي داخل البلاد."	1
"وتتركز حركة MPIGO في غرب البلاد، ويتمركزون في Binhouye، وحركة MJP في مان."	0
"المقرر عقدها يوم الأربعاء، 3 تموز/يوليه 2002، الساعة 05/18"	0
"ومن ثم، ترى اللجنة أن هذه الأفعال قد ترقى إلى مستوى الجرائم ضد الإنسانية."	1
"وتوصل رئيس الوزراء السنيورة إلى اتفاق مع أعضاء الوفد الثاني المؤلف من الفصائل الفلسطينية المسلحة التي تتخذ من دمشق مقرا لها، على تشكيل لجنة متابعة لبحث كافة القضايا بما فيها قضية السلاح. وفي 13 تشرين الأول/أكتوبر، قرر مجلس الوزراء اللبناني، بعد أن وافق بالإجماع على موقف رئيس الوزراء، إنشاء هذه اللجنة بهدف حل مسألة الأسلحة الفلسطينية داخل المخيمات عن طريق الحوار."	0
"46 - وعلى أرض الواقع، فإن الوضع معقد ومثير للقلق - وخاصة بالنسبة لطوائف الأقليات."	0
"24 - سيتم تشغيل حساب اللجنة وفقا للنظام المالي والقواعد المالية للأمم المتحدة."	0
"وضع مجموعة من السياسات والمبادئ التوجيهية والإجراءات لتخطيط وتنفيذ ورصد برامج نزع السلاح والتسريح وإعادة الإدماج، والمعروفة باسم المعايير المتكاملة لنزع السلاح والتسريح وإعادة الإدماج، ودمج المنظورات الجنسانية."	0
"الأدلة المعروضة على اللجنة تثبت تورط عضو البرلمان لياندرو إسحاق في الحدث. ونتيجة لهذا الحادث، توفي أحد ضباط الشرطة الوطنية وأصيب جنديان من قوات الدفاع."	0
"ومن المفترض بعد ذلك أن النموذج يصف الخزان بدقة."	0
"وأكرر أنه لا يجوز أبدًا تهديد موظفي الأمم المتحدة أو فرض عقوبات عليهم بسبب قيامهم بعملهم، الذي يستند إلى ميثاق الأمم المتحدة، والذي كلف به مجلس الأمن في هذه الحالة."	1
"صدقت أوكرانيا على التعديل في 3 سبتمبر 2008."	0
"وعلاوة على ذلك، تم تحديد هذه المجالات كأولويات للعديد من كيانات الأمم المتحدة في خطة العمل للفترة 2005-2007."	0
"وينبغي أن يظل الحد من التهديد الذي تشكله الجماعات المسلحة الكونغولية والأجنبية على المدنيين، وإنشاء مؤسسات دولة أقوى وخاضعة للمساءلة، وتعزيز الممارسات الديمقراطية للحد من خطر عدم الاستقرار، هي المعايير الرئيسية التي توجه التخفيض التدريجي لبعثة منظمة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية."	0
"ويشكل رفض أذربيجان الدخول في مفاوضات مباشرة مع الممثلين المنتخبين لناغورني كاراباخ أحد العوائق الرئيسية أمام حل الصراع الذي أشار إليه ممثل أذربيجان."	1
"وإذ يشجب استمرار حركة طالبان في توفير الملاذ الآمن لأسامة بن لادن والسماح له ولآخرين مرتبطين به بإدارة شبكة من معسكرات تدريب الإرهابيين انطلاقا من الأراضي التي تسيطر عليها حركة طالبان واستخدام أفغانستان كقاعدة لرعاية الإرهابيين الدوليين عمليات،"	0
"وبشكل عام، فإن سياسة مهاجمة وقتل وتهجير أفراد بعض القبائل لا تظهر نية محددة لإبادة مجموعة متميزة على أسس عنصرية أو إثنية أو قومية أو دينية، كليًا أو جزئيًا."	1
"ونحث جميع الأطراف على ضبط النفس وتجنب التصرفات أو التصريحات الاستفزازية التي قد تؤدي إلى مزيد من العنف."	1
"ومع ذلك، لا تزال أفغانستان تواجه تحديات في مساعيها لتحقيق الاستقرار والتنمية. ومن بين هذه التحديات الوضع الأمني، وتدهور الوضع الإنساني، وتحديات سيادة القانون وحقوق الإنسان، واستمرار العنف الذي أسفر عن سقوط ضحايا من المدنيين، وهو عدد لا يزال في ازدياد."	1
"ويرى الأمين العام أن وثائق التفويض هذه سليمة."	0
"وكان الجنود على وشك الانتهاء من اغتصاب النساء الخمس، عندما وصلت المجموعة الثانية من النساء التي ذهبت إلى الفاشر لبيع الحطب إلى نفس الموقع."	0
"إن محاولات زعزعة استقرار الوضع الداخلي في لبنان من خلال إجراء اغتيالات سياسية أمر غير مقبول."	1
"ويتضح هذا من خلال الحوادث الأخيرة التي أظهرت عدم انضباط قوات الأمن المتكاملة، ولا سيما مقتل مدني على يد أحد قادة قوات الأمن المتكاملة في فرشانة في 22 آذار/مارس."	1
" حظر العنف ضد الحياة والأشخاص، ولا سيما القتل والتشويه والمعاملة القاسية والتعذيب. الاختفاء القسري؛ والاعتداء على الكرامة الشخصية؛ والاغتصاب، والاستعباد الجنسي، والدعارة القسرية، والحمل القسري، والتعقيم القسري، وأي شكل آخر من أشكال العنف الجنسي."	1
"وعلى أساس موضوعي، عارضت السلطات القضائية الوطنية المطالبين بواحدة أو أكثر من الحجج التالية: أولاً، الحق في التعويض كما هو منصوص عليه في القانون الإنساني الدولي ليس قابلاً للتنفيذ ذاتيًا، إذ إن الدول الأصلية للضحايا هي وحدها التي يحق لها التمتع بهذا الحق بشكل مباشر؛ ثانياً، وجود اتفاقية سلام تمنع المطالبات الفردية."	1
"وإذ يشير إلى مسؤوليات الدول عن إنهاء الإفلات من العقاب ومحاكمة المسؤولين عن أعمال الإبادة الجماعية والجرائم ضد الإنسانية وجرائم الحرب وغيرها من الجرائم الشنيعة المرتكبة ضد المدنيين، وإذ يلاحظ في هذا الصدد مع القلق أنه لم يتم تقديم سوى أعداد محدودة من مرتكبي أعمال العنف الجنسي إلى العدالة، مع الاعتراف بأن أنظمة العدالة الوطنية في حالات النزاع وما بعد النزاع قد تضعف بشكل كبير."	0
"لكننا نشعر بالقلق من أن العنف قد يؤدي إلى بقاء جزء من السكان بعيدا عن مراكز الاقتراع في الجنوب وفي أماكن أخرى."	1
