"en"	"MatConf"
"213. Abdel-Al also has notable connections to a significant weapons store discovered in southern Beirut in July 2005. This weapons store was raided by ISF on 26 July 2005 and five people with close connections to the former Mourabitoun militia were arrested."	1
"PNTL records show that one F2000 fully automatic machine gun and 2,000 rounds of ammunition were signed over to the Minister of the Interior by the PNTL General Commander."	0
"Respect for the property rights of refugees and displaced persons, without adverse distinction on the basis of gender, age or other status."	0
"The Emergency Humanitarian Action Plan for Côte d'Ivoire and its four neighbours (Benin, Ghana, Guinea and Togo) is also underfunded."	0
"Since the start of its mission in October 2006, the Maritime Task Force has hailed and queried more than 21,980 ships in its area of operations."	0
"To be held on Thursday, 9 June 2011, at 10 a.m."	0
"However, the Panel of Experts produced a strong, credible report, and for the first time an international body acknowledged the extent of human rights abuses committed in the last days of Sri Lanka's brutal conflict, when at least 10,000 civilians were killed."	1
"Central Asian States are thus confronted with an acute transnational terrorist threat that requires concerted regional and coordinated responses."	1
"In that battle, soldiers who had been injured were brought to Baram for medical attention."	1
"105. These are a few examples, among multiple testimonies and material evidence, confirming for the Commission that, in practice, the term Janjaweed is being used interchangeably with other terms used to describe militia forces working with the Government."	1
"The Security Council recognizes that development and security are mutually reinforcing and are vital to an effective and comprehensive approach to countering terrorism."	0
"3. Commercial dual-use systems are produced for civilian purposes but can also be used in terrorist attacks."	1
"Fundamental extremism with its manifestations may continue to exist in areas in the east."	1
"23. The redeployment of justice and corrections personnel has not proceeded apace with the refurbishment of infrastructure owing to persisting concerns over their security in areas of northern Mali under the control of armed groups, as well as missing equipment."	1
"Venezuela ratified the Convention on 7 July 1983."	0
":: Bring to justice those who finance, plan, support, facilitate or commit terrorist acts, in particular noting the principle of \"extradite or prosecute\", in accordance with international law, including human rights law"	0
"Natural resources play a central role in the vision of the Government of Liberia for a future of sustainable and equitable growth."	0
"These troops are lightly armed, have poor land mobility, no air capacity and receive minimal logistical and financial support."	1
"During the Committee's informal consultations on 22 May, the Coordinator of the Monitoring Team gave an oral presentation on the current threat to international peace and security posed by AlQaida and its affiliates."	0
"During these arrests, the victims were often badly ill-treated, their belongings stolen, their houses vandalized and, in some instances, they were summarily executed."	1
"As noted above, it has become clear that counter-terrorism measures are most effective when they are implemented in the context of a broad strategy that incorporates attention to the factors that contribute to extremism, including by ensuring that those involved in recruiting for terrorist groups or inciting terrorist acts are prevented or dissuaded from doing so."	0
"94. Since the existence of militias and so-called parallel forces has been ascertained, the President of the Republic and the Government of National Reconciliation have the obligation to take all necessary steps to put an end to their activities."	1
"3. By its resolution 2140 (2014), the Security Council imposed an assets freeze and a travel ban, for an initial period of one year from the date of the adoption of the resolution, on individuals and entities engaging in or providing support for acts that threatened the peace, security or stability of Yemen."	1
"Building the capacity of States to prevent proliferation and respond weapons of mass destruction attacks"	0
"9. Operational change. Complex, simultaneous multi-strike attacks, as illustrated by the Arlit and Agadez attacks in the Niger on 23 May 2013, demonstrate that local Al-Qaida affiliates are seeking to follow Al-Qaida core guidance for \"spectacular\" incidents."	1
"Reaffirming the need to combat by all means, in accordance with the Charter of the United Nations and international law, threats to international peace and security caused by terrorist acts, stressing in this regard the important role the United Nations plays in leading and coordinating this effort,"	0
"Box 4 Red flags of abuse of charitable organizations"	0
"A few private houses are located close to the river, but most on a ridge 500 to 1,000 metres from the river."	0
"Greece introduced a draft resolution regarding the situation in Ethiopia and Eritrea."	0
"Underlining the obligation placed upon all Member States to implement, in full, resolution 1373 (2001), including with regard to any member of the Taliban and the Al-Qaida organization, and any individuals, groups, undertakings and entities associated with the Taliban and the Al-Qaida organization, who have participated in the financing, planning, facilitating and preparation or perpetration of terrorist acts or in supporting terrorist acts, as well as to facilitate the implementation of counter-terrorism obligations in accordance with relevant Security Council resolutions,"	0
"Noting with concern that terrorism continues to pose a serious threat to international peace and security, the enjoyment of human rights, the social and economic development of all Member States, and undermines global stability and prosperity, that this threat has become more diffuse, with an increase, in various regions of the world, of terrorist acts including those motivated by intolerance or extremism, expressing its determination to combat this threat, and stressing the need to ensure that counter-terrorism remains a priority on the international agenda,"	0
"Felten & Guilleaume Kabelwerke GmbH Minimax GmbH"	0
"The Mitsubishi Canter van, which was used as the bomb carrier, entered Lebanon from the Syrian Arab Republic through the Bekaa border and a military \"hot lane\" on 21 January 2005 at 1320 hours. It was driven by a Syrian colonel from the tenth army division."	1
"The decision to conclude the programme was made in March 1998 by a joint WFP/UNHCR food aid assessment mission in consultation with local and national authorities, implementing partners and donors."	0
"- inspections of suspect cargoes to and from Iran in ports and airports (para. 14 of resolution 1929 (2010))"	0
"Another area in which the Executive Directorate sees scope for further work is enhanced integration of human rights approaches into counter-terrorism programmes."	0
"They also called upon the Forces nouvelles to start as soon as possible, before 15 October, without preconditions, the demobilization, disarmament and reintegration process, which they agreed to at Accra. They stressed that all paramilitary and militia groups must also be disarmed."	0
"17. MINURSO continued to enjoy good relations with both the Royal Moroccan Army and the Frente Polisario armed forces."	0
"Yet the Government, as the overall organ responsible for development of policy, also had the responsibility to respond to critical problems within and between the institutions."	0
"3. Over the past six months, the deepening crisis in the Syrian Arab Republic has continued to affect Lebanon, increasing political polarization and concern that the unrest in the Syrian Arab Republic could have negative ramifications for Lebanon's stability."	1
"Pursuant to paragraph 27 of resolution 2160 (2014), the focal point mechanism established in resolution 1730 (2006) may also receive exemption requests submitted by, or on behalf of, a listed individual or entity."	0
"5. During the cold war, United Nations Secretaries-General drew attention to specific cross-border crime issues complicating conflict situations already on the Security Council's agenda."	1
"The fact that the killings committed by the Government and the Janjaweed appear to have been systematically targeted against the Fur, Masalit, Zaghawa and other African tribes on political grounds is indicative of the discriminatory character of the killing and may thus amount to persecution as a crime against humanity."	1
"MONITORING AND ASSESSMENT CLAIMS OF THE KINGDOM OF SAUDI ARABIA 533 - 706 90"	0
"Since they were first purchased in early January 2005 until the time of the explosion, the lines only had calls to each other."	1
"In addition, owing to the high incidence of intermarriage, they can hardly be distinguished in their outward physical appearance from the members of tribes that allegedly attacked them."	1
"Six men were killed and buried in single graves."	1
"The eastern UIR officers were forced to take shelter in the District Administration building. The building was then surrounded by the crowd. Armed with knives, sticks, machetes and rocks, the crowd began to shout death threats against the eastern UIR officers."	1
"in what areas nationally and/or internationally the charity operates; and"	0
"In March 2004, Janjaweed and 150 soldiers reportedly abducted and raped 16 young girls in Kutum, Northern Darfur."	1
"This participant added that the role of the political coordinators had changed dramatically in the last 10 years, becoming a more formalized and institutionalized part of each delegation."	0
"Recalling in this context that the killing of members of an ethnic group with the intention of destroying such a group, in whole or in part, constitutes a crime punishable under international law,"	1
"A number of detainees in the custody of the Moroccan authorities went on a hunger strike from early August to 29 September."	1
"Many States have also moved to strengthen the role and effectiveness of their judiciaries, which are central to guaranteeing a rule-of-law-based response to the terrorism threat."	0
"It should also be recalled that, despite this broad policy base, the vast majority of the members of the two rebel movements came from essentially three tribes, namely, the Fur, the Masalit and the Zaghawa."	1
"56. The police and security forces of the Democratic People's Republic of Korea systematically employ violence and punishments that amount to gross human rights violations in order to create a climate of fear that pre-empts any challenge to the current system of government and to the ideology underpinning it."	1
"The present report discusses various aspects of the issue of small arms, with an emphasis on the negative impact that illicit small arms have on security, human rights and social and economic development, in particular in areas of crisis and in post-conflict situations."	1
"Militias continue to attack, claiming they are not part of any agreement. The Government has not stopped them."	1
"The Security Council is particularly concerned at the withdrawal of refugee status from and the consequent ending of assistance to many refugees from the [neighboring State]... The decisions of the [affected State] in this regard may lead to the involuntary return of tens of thousands of people to an area that is neither safe nor prepared to receive them."	0
"Reiterating the obligation of Member States to prevent the movement of terrorists or terrorist groups, in accordance with applicable international law, by, inter alia, effective border controls,"	0
"Second, limited information creates frustration and disaffection among the people responsible for checking the List, on whom effective implementation most depends, increasing the risk that listed names will not be spotted and that the measures may be applied to unintended targets."	1
"70. Under the framework of the Working Group on Tackling the Financing of Terrorism of the Counter-Terrorism Implementation Task Force and its global initiative on protecting non-profit organizations from terrorist abuse, the Directorate organized a regional workshop for East African Member States, held in March 2012 in Nairobi. The workshop discussed national practices and identified shortcomings in the oversight of the non-profit organization sector with regard to specific terrorist financing risks."	0
"A total of 54 health facilities in eight governorates were covered (five in the centre and three in the north)."	0
"2. Decides that those previously designated as the Taliban, and other individuals groups, undertakings and entities associated with them, whose names were inscribed in section A (\"Individuals associated with the Taliban\") and section B (\"entities and other groups and undertakings associated with the Taliban\") of the Consolidated List maintained by the Security Council Committee established pursuant to resolution 1267 (1999) concerning Al-Qaida and the Taliban and associated individuals and entities on the date of adoption of this resolution shall no longer be a part of the Consolidated List, but shall henceforth be on the List described in paragraph 1, and decides further that all States shall take the measures set forth in paragraph 1 against these listed individuals, groups, undertakings and entities;"	0
"While Ministry of Health officials are yet to officially declare the region free of yellow fever, the campaign has been effective in largely containing the outbreak."	0
"18. In the finance sector, UNOTIL civilian advisers successfully transferred all line functions being performed within the Treasury to their national counterparts."	0
"67. The Democratic People's Republic of Korea used its land, naval and intelligence forces to conduct abductions and arrests."	1
"One senior Government official, at provincial level, described how an initial Government recruitment of fighting men drew also upon Arab outlaws and, as other reports have described, the recruitment of convicted felons."	1
"The plan outlines six core tasks for my Office:"	0
"39. To that end, the Heads of State and Government agree on the need to review the legal texts in force, particularly the Protocol relating to the Mechanism for Conflict Prevention, Management, Resolution, Peacekeeping and Security, and the Supplementary Protocol on Democracy and Good Governance, in order to reflect best practices in respect of presidential terms of office."	0
"The largest and deadliest of these incidents was the unprovoked attack by tribal militia on the Aro Sharow internally displaced person camp and the villages of Gosmino and Ardja in the Kulbus area of Western Darfur near the border with Chad, which took place on 28 September."	1
"They attacked the local office of the National Security and Intelligence Service, setting it alight, and then proceeded to shoot at the Sudan Telecommunications office."	1
"He informed President Lahoud and General Ghazali about the blast at the time of its occurrence [witness statement]."	1
"The Operation will also work with the Facilitator to encourage the parties to agree on an effective arrangement for the control of the weapons placed under storage, in keeping with the supervisory role entrusted to UNOCI and the Licorne force under the Ouagadougou Agreement."	0
"Currently, some 47 non-State armed groups \"are believed to have held, or be holding\", man-portable air defence systems."	1
"Very few States have comprehensively updated their legal framework to include specific counter-terrorism laws."	0
"In order to implement the ninth programme of work more efficiently, and for the work of the experts to be more clearly and effectively directed, the Committee will operate a system of working groups, open to all members of the Committee established pursuant to resolution 1540 (2004). The working groups will focus on important and recurring issues."	0
"As regime airstrikes have barraged civilian areas, Syrian armed forces have deployed sieges on entire cities."	1
"This would not affect the conclusion of the Commission that the Government of the Sudan has not pursued a policy of genocide in Darfur."	0
"o On 18 November 2014, regime helicopters dropped 2 barrel bombs on Maar Shmarien, killing 6 civilians, including 4 children and 2 women."	1
"- Permitting a number of Yugoslav and Serb military and police personnel to return to Kosovo and Metohija (para. 4, paras. 6 and 10 of annex 2, and para. 4 of the Military Technical Agreement)."	0
"The European Union now calls on the Government of National Unity to move forward quickly with other aspects of the implementation of the comprehensive peace agreement, including as a first step the establishment of the Assessment and Evaluation Commission to monitor progress on this matter."	0
"Moreover, over 1,000 houses were burned while several cases of destruction, pillage and inhumane treatment were recorded."	1
"Attacks in Afghanistan increasingly show the influence of Al-Qaida methods in Iraq, with suicide bombings and beheadings becoming more commonplace, and the evidence shown on television."	1
"During the attacks Janjaweed are reported to have destroyed utensils, equipment for processing food, water containers and other household items essential for the survival of the inhabitants."	1
"Security sector reform Reiterates the importance of increasing, in a comprehensive framework, the functionality, professionalism and accountability of the [affected country's] security sector through appropriate vetting procedures, training, mentoring, equipping and empowerment efforts, for both women and men, in order to accelerate progress towards the goal of self-sufficient and ethnically balanced [affected country's] security forces providing security and ensuring the rule of law throughout the country."	0
"13. Stresses the need to ensure that all international efforts are geared towards the strengthening of MISCA and the mobilization of the necessary resources in its favour, to enable it to effectively discharge its mandate and pave the way for the possible deployment of a UN peacekeeping operation, in conformity with the relevant provisions of resolution 2127 (2013)."	0
"The situation in Guinea-Bissau (6 November 1998; 22 May 2013)"	0
"Regular PNTL officers had only their weapons."	1
"The victim population was watched over by guards who used the whips they carried to control and humiliate them."	1
"Other soldiers started to beat the other four women, including the witness."	1
"The third was intended to rehabilitate the police station in south Gaalkacyo, which serves as the centre of counter-piracy investigations in Galmudug."	0
"Terrorist networks forged in the conflicts of today could pose a threat for decades to come."	1
"As a result of the tear gas and the shouting and the shooting by the security forces, the crowd became panicked and disorderly."	1
"I write with reference to my letter of 2 December 2003 (S/2003/1151)."	0
"Many of them reported similar stories of being taken by ISF, handcuffed, blindfolded, stripped and detained for a period of time while being questioned about Mr. Abu Adass and his affiliations with Islamic groups; most reported that they shared with their interrogators their view that Mr. Abu Adass was a loner and introvert who did not have the intelligence to be capable of committing such a crime."	1
"On Burundi, the mission had called on the armed groups to cease all hostilities, and to commence negotiations for a ceasefire without further delay."	0
"I therefore gave careful consideration to the question of submitting a written proposal."	0
"(b) Address deficiencies in the criminalization of terrorist financing and the freezing of terrorist assets, and strengthen the monitoring of the non-profit sector and alternative remittance systems;"	0
"248. Many of the ground and air attacks on villages resulted in the indiscriminate killing of civilians."	1
"Al-Qaida terrorism now comprises three distinct but interlinked groups: first, the old leadership whose names are well known; second, the fighters who attended the camps in Afghanistan and graduated as experienced terrorists; and third, a new and growing generation of supporters who may never have left their countries of residence but have embraced the core elements of the Al-Qaida message."	1
"Incentive payments to staff (SAR 3,562,429);"	0
"64. The issue of small arms cannot be addressed with arms control measures only. It is an integral part of a wider spectrum, in which conflict, security, armed violence, crime, trade, human rights, health and development intersect."	1
"5. Just as Al-Qaida will remain a residual threat for some time in Afghanistan, so too will it continue to have some impact on the rest of the world."	1
"Finally, much of the source information relevant to Mr. Abu Adass's fate points to the Syrian Arab Republic and Syrian officials, as well as certain Lebanese officials. While it is true that little of this source information has been independently corroborated, it is significant that no information points to any other entity as being involved in his disappearance or that he was a suicide bomber."	1
"VIII. Travel ban 116. The Monitoring Team continues to regard the travel ban as an important sanctions measure against Al-Qaida and the Taliban, but notes the ingenuity shown by terrorists who attempt to cross national borders undetected."	1
"45. In addition, MINUSTAH documented the killing of children in Cité Soleil and other poor districts during exchanges of fire between gangs and the Haitian National Police, and the continued use of sexual violence against children."	1
"27. By the end of the reporting period, UNMIK police strength was approaching 4,400 officers from 53 countries, representing more than 90 per cent of the total authorized strength for the Mission."	1
"Real property (SAR 9,360,486)"	0
"Daily newspapers like Fraternité Matin and Notre Voie which are close to the Front populaire ivoirien political party publish nationalist messages and incitement to total war."	1
":: Providing a comprehensive perspective on and ensuring that security and development efforts at the country level are targeted to address the root causes of conflict."	0
"(e) Law on State Control and Verification (2003);"	0
"In particular, I welcome the development by the member States of the Commission and Benin of a regional counter-terrorism strategy, and urge that the joint efforts to address the threat of Boko Haram be pursued in a manner consistent with international human rights standards."	0
"Subsequently, he was killed in Syria."	1
"26. During the reporting period, MINUSMA documented a number of exactions committed by MDSF, including excessive use of force that resulted in extrajudicial killings. On 3 October, in Gao town, prison guards shot an unarmed detainee who was surrendering after a failed prison escape attempt. On 16 November, also in Gao town, a soldier of the Malian armed forces opened fire indiscriminately in a public place, which resulted in the death of one man and injury to five others."	1
"\"The Security Council underlines the need to bring perpetrators, organizers, financiers and sponsors of this reprehensible act of terrorism to justice, and urges all States, in accordance with their obligations under international law and resolution 1373 (2001) and consistent with resolution 1624 (2005), to cooperate actively with the Algerian authorities in this regard."	0
"WHICH THE SECURITY COUNCIL IS SEIZED AND ON THE STAGE REACHED IN THEIR CONSIDERATION"	0
"On 19 November, the Council adopted a presidential statement (S/PRST/2014/23) setting out practical steps for the effective implementation of resolutions 2170 (2014) and 2178 (2014). Specifically, the presidential statement included steps towards improving information-sharing between States so as to prevent travel, recruitment and financing of terrorists. It identified emerging funding streams of ISIL and the Al-Nusra Front, which required greater vigilance by Member States to ensure adherence to international obligations. It also identified effective strategies and enhanced cooperation to stop the spread of violent extremism in communities, with the intent of better positioning the United Nations to tackle the causes of terrorism and violent extremism, by (a) enhancing coordination between States, (b) delivering more effective capacity-building, (c) improving coordination between United Nations counter-terrorism entities and field missions and (d) enhancing the efforts of Member States and the United Nations, including its strategic communications, to counter violent extremist ideologies that are conducive to terrorism."	0
"The involvement of Government forces in some of the attacks is an extremely negative development."	1
"It is to be hoped that the sides will be able to reach a high level reconfirmation of their commitments to the non-resumption of hostilities and to the safe and dignified return of internally displaced persons and refugees."	0
"59. In my previous reports, I noted that the mandated construction projects in support of DIS operations, including the drilling of water wells for police stations, were unlikely to be completed before 31 December 2010."	0
"At the same time, once in motion, these Courts lack their own enforcement mechanisms and need the Council's continued engagement and support."	0
"a A rough schematic of the floor plan for the cascade hall at the uranium enrichment centrifuge facility (Building 4) in Yongbyon, as at 12 November 2010."	0
"Having done so, he won confirmation by the National Assembly of the Republika Srpska on 29 November."	0
"Article 80 of the Penal Code reads as follows:"	0
"Equally, listed groups need to be able to use force to support their objectives, and in the areas where they are most active, there appears to be no shortage of arms and explosives."	1
"He put forward key questions to guide the discussion on the role of the Council in ensuring accountability, including the following: what lessons can be learned, and what good practices identified, from the Council's efforts to ensure criminal responsibility? What are the challenges that confront the various fact-finding mechanisms? How can reparations be given greater prominence in the achievement of accountability? What additional steps might the Council take to ensure accountability for violations in armed conflict?"	0
"46. Since the last mandate ended, in mid-March 2005, the relationship between TFG and the opposition has seriously worsened, making the likelihood of a severe military confrontation between the two highly likely."	1
"Since some tribes did not have traditional land allotted to them, and with the conflict over natural resources growing, there was a systematic attempt to evict tribes viewed as \"non-Salvation\" from their land."	1
"63. To that end, the Security Council may wish to consider taking firm action against those who attempt to obstruct the implementation of these and other key provisions of the Pretoria Agreement, notably through the imposition of the targeted sanctions envisaged under Security Council resolution 1572 (2004)."	1
"Recalling its previous resolutions on international terrorism and the threat it poses to Afghanistan, in particular its resolutions 1267 (1999), 1333 (2000), 1363 (2001), 1373 (2001), 1390 (2002), 1452 (2002), 1455 (2003), 1526 (2004), 1566 (2004), 1617 (2005), 1624 (2005), 1699 (2006), 1730 (2006), 1735 (2006), 1822 (2008), 1904 (2009), 1988 (2011), 1989 (2011), and the relevant statements of its President,"	0
"The situation in Cyprus (16 July 1974; 13 June 2008)"	0
"As the fighting intensified, F-FDTL reinforced their positions in the hills by sending a navy vessel into Tibar Bay."	1
"The potential for international attacks by AQAP persists, but for now the impact of AQAP activities is mainly felt in Yemen."	1
"Reports of abuse suffered by women include but are not limited to rape."	1
"19. In Libya the collapse of State control following the fall of the Qaddafi regime in 2011, coupled with ineffective border control and a stockpile of arms and weapons, led to the development of a major illicit arms market in the country which fuelled existing conflict internally as well as in the greater Sahel region."	1
"But to an extent Al-Qaida has managed to recover from the loss of Afghanistan as a training base for terrorism by exploiting the situation in Iraq."	1
"The only issue upon which the participants agree is that there was no discussion about weapons."	0
"In some cases, one organization may assume this to be its prerogative, and the United Nations is considered to be an option of \"last resort\"."	0
"I have the honour to inform you that I have received from the Government of Pakistan a request that I establish an international commission in connection with the assassination on, 27 December 2007, of the former Prime Minister of Pakistan, Mohtarma Benazir Bhutto."	0
"The military fired mortars at unarmed civilians."	1
"Internal coordination and information-exchange in most States is conducted at the policy level, and \"cascaded\" down to the operational level manually and through personal contacts, rather than electronically."	0
"Among them was one 15-year-old boy who had been arrested in Nyala, Northern Darfur, in November 2004 when he was returning home from work."	1
"o On 2 November 2014, Syrian regime warplanes targeted Um Twyena, killing 5 people."	1
"\"The Security Council reiterates its call to all parties to armed conflict, including non-State parties, to comply fully with the provisions of the Charter of the United Nations and with rules and principles of international law, in particular, international humanitarian law, and as applicable, human rights and refugee law, and to implement fully the relevant decisions of the Security Council."	0
"The certificates were to be issued by the officials responsible for auditing the public finances of the relevant Member States."	0
"Acting under Chapter VII of the Charter of the United Nations,"	0
"That is why we condemn terrorism."	0
"The following sections provide a description of the Commission's factual findings in relation to the patterns of attacks on civilians in the three Darfur States."	1
"The PNTL General Commander removed weapons from the PNTL National Armoury without the knowledge of the armoury officer. On 23 March 60 Steyr weapons and 50 boxes of ammunition were sent to the URP compound at Alieu. On 15 April 10 Steyr weapons and ammunition were sent to the Liquiça police station."	1
"Council members expressed concern about the increase in piracy, maritime armed robbery and reports of hostage-taking in the Gulf of Guinea and the damaging impact of such activity on security, trade and economic activities in the subregion."	1
"59. The storage area should be secured by a locking system and the physical presence of guards. By doing this, irregularities and pilferage can be prevented."	0
"8. While Al-Qaida as an organization has not developed and its core leaders have been unable to focus their supporters on key operational issues or guide them towards specific action, Al-Qaida as a movement has continued to flourish, inspired by a general message of resistance to actual or perceived injustice."	1
"25. Recognizing the particular need to coordinate its work with the Counter-Terrorism Committee Executive Directorate and other relevant bodies in areas where States may feel overburdened by requests for information from the Security Council, the Team developed a common strategy with the Executive Directorate and the experts who support the Committee established pursuant to resolution 1540 (2004) to address the problems faced by States that are yet to submit reports required by the three Committees."	0
"24. Law and order problems continue to contribute to the fragile security situation in some areas of Katanga where the Transitional Government has not established effective security mechanisms for the protection of civilians."	1
"The specific procedures are as follows:"	0
"At the request of the President, the United Nations Mission for Ebola Emergency Response (UNMEER) established a small office in Bamako, which became operational on 26 November, under the leadership of an Ebola crisis manager to support the Government in containing the Ebola outbreak and bolstering its preparedness. On 13 December, the last known Ebola patient was released from the hospital."	0
"24. Any UN Class 1.3 solid propellant with a theoretical specific impulse of more than 230 s for non-halogenised, 250 s for non-metallized and 266 s for metallized compositions."	0
"Article 26: Pardon or Commutation of Sentences"	0
"They expressed concern at the extensive use of the Internet by Al-Qaida and its associates, at the irresponsibility of some media outlets in their coverage of sensitive issues and at terrorist use of satellite telephones."	1
"evidence of Australian permanent residence; and"	0
"161. Furthermore, in 1995, in its judgement in Tadić (Interlocutory Appeal) the Appeals Chamber of the International Tribunal for the Former Yugoslavia held that the main body of international humanitarian law also applied to internal conflicts as a matter of customary law, and that in addition serious violations of such rules constitute war crimes."	0
"While Turabi's role in and influence on JEM remains unclear, after an initial release following two years' detention in October 2003, he reportedly admitted that his party has links with JEM."	0
"When asked to provide further details, victims report that the Janjaweed attackers are from Arab tribes and, in most instances, attacked on horseback or on camels and were armed with automatic weapons of various types."	1
"In closing, Lieutenant General Singha explained that since March 2012 UNDOF has experienced fighting between opposition groups and the Syrian Army in the area of separation, which is a clear violation of the mandate."	1
"Relevant regulations have been in place since March 2005."	0
"73. The situation in Georgia (8 October 1992; 15 June 2009)."	0
"52. The State has also used deliberate starvation as a means of control and punishment in detention facilities."	1
"4. Throughout the period of its mandate, the Monitoring Group kept the Security Council Committee established pursuant to resolution 751 (1992) informed of its activities by submitting progress reports every two weeks through the United Nations Secretariat and by providing a midterm briefing at United Nations Headquarters in New York in July 2005."	0
"Special Representative Kobler informed the Council about several attacks perpetrated by the Allied Democratic Forces that took place between 5 and 18 October, which caused the death of more than 40 civilians and hundreds of internally displaced persons near Beni town, in the eastern part of the Democratic Republic of the Congo."	1
"Done in Addis Ababa, Ethiopia, 4 July 2011"	0
"All locations are situated in predominantly Christian neighbourhoods."	0
"In the immediate aftermath of the explosion, security, military and civil defence organs as well as the Red Cross rushed to the crime scene to perform their duties."	1
"The Syrian security forces had committed a number of violations of international human rights and humanitarian law. Some of those violations might amount to war crimes and crimes against humanity."	1
"Southern Africa's natural resources, cross-border crime and the availability of small arms in the context of past conflicts make the subregion potentially vulnerable to money-launderers, international criminals, drug dealers and terrorist groups."	1
"Participants in the national dialogue recommended that the Government work with its partners to seek appropriate ways and means to guarantee the regular payment of outstanding scholarships, pensions, and salaries."	0
"Although the Government made some progress according to the plan of action, namely the deployment of police forces, they did not implement their commitment to stay out of areas under the control of the armed movements."	1
"In terms of the challenges to implementation, we believe that sustainable development cannot be achieved without institutions based on good governance or the necessary resources, which will be available only if security and stability prevail."	0
"However, in Port-au-Prince, a marked rise in violence and criminality, including kidnappings, generated serious public anxiety in May and June."	1
"Most present-day conflicts are fought mainly with small arms and light weapons."	1
"All these acts of incitement to hatred and war create tension within the Ivoirian community."	1
"10. Stresses the urgent need to implement fully and immediately this resolution with respect to foreign terrorist fighters, underscores the particular and urgent need to implement this resolution with respect to those foreign terrorist fighters who are associated with ISIL, ANF and other cells, affiliates, splinter groups or derivatives of Al-Qaida, as designated by the Committee, and expresses its readiness to consider designating, under resolution 2161 (2014), individuals associated with Al-Qaida who commit the acts specified in paragraph 6 above;"	0
"The Prosecution case commenced on 17 January and closed on 25 February 2011."	0
"The commission also noted that the Democratic People's Republic of Korea had abducted, or otherwise forcibly caused to disappear, well over 200,000 persons from China, Japan, the Republic of Korea and other countries, including after the end of the Korean War."	1
"Interactions with civil society illustrated that MONUSCO's mandate and capacity were not clearly understood by the population. There was a perception among local populations that only the intervention brigade could take robust action to protect civilians, which is not accurate."	1
":: 22 August 2005, three persons are injured in an explosion in a garage near the Promenade Hotel in the Al-Zalqa area north of Beirut."	1
"\"The Security Council recalls that the International Criminal Court's arrest warrants for Joseph Kony, Okot Odhiambo, and Dominic Ongwen on charges of, inter alia, war crimes and crimes against humanity, including murder, rape and the enlistment of children through abduction have yet to be enforced, and calls upon all States to cooperate with the Ugandan authorities and the International Criminal Court in order to implement those warrants, and to bring to justice those responsible for the atrocities."	1
"19. Decides to remain seized of the matter."	0
"\"The situation in the Central African Republic"	0
"In addition to the 12 individuals on the List recorded as dead, the Team is aware of 7 others who have been reported as dead by their State of residence or citizenship either to the Committee, the Team or INTERPOL, and a further 13 whose deaths have been reported in open sources but not yet notified officially to the Committee or to the Team."	1
"Fifty centres have been made operational by co-locating them with existing team sites, including 11 newly constructed centres."	0
"The following are examples of indicators that fall within this domain:"	0
"Access by air is also limited."	0
"Deeply concerned by the increasing number of victims, including children, caused by acts of terrorism motivated by intolerance or extremism in various regions of the world,"	1
"It covers the period from 24 March 1999 to 23 September 1999."	0
"It was prompted to do so by the need to ensure that Security Council action against Al-Qaida and the Taliban remained relevant to the threat and that the targets of the sanctions were sufficiently well identified to allow Member States to take the required action against them."	1
"However, the remainder of the line pipe ordered by SCOP had already been produced."	0
"The semi-annual declarations were due on 15 January and 15 July 1999."	0
"(a) Visit of the Team of Experts to Abidjan"	0
"In October 1980, FACI put into service six Dassault/Dornier Alpha Jet CI light attack and training aircraft."	1
"Case 11, Mondher ben Mohsen ben Ali al-Baazaoui (Status: delisted)"	0
"A scuffle ensued, leading to police being called to the scene and tear gas being sprayed."	1
"Taking note of the report of the Secretary-General on the protection of civilians of 29 May 2009 (S/2009/277) and its annex on constraints on humanitarian access, which identify the core challenges to the effective protection of civilians, namely enhancing compliance with international law; enhancing compliance by non-State armed groups with their obligations under international law; enhancing protection through more effective and better resourced United Nations peacekeeping and other relevant missions; enhancing humanitarian access; and enhancing accountability for violations,"	0
"Acting under Chapter VII of the Charter of the United Nations,"	0
"77. All available evidence suggest that the initial shootings in the morning of 25 March that provided the spark for the explosion was the result of coordinated action by the security forces which resulted in the death of more than 100 civilians."	1
"68. On 31 December 2011, the mandate of UNIOGBIS will expire."	0
"The conflict has lasted more than half a century and cannot be addressed overnight."	1
"Law No. 42 of 31 December 1975"	0
"In August, pursuant to an agreement between the Government and the Chadian armed opposition group Mouvement pour la démocratie et la justice au Tchad (MDJT) concluded earlier in 2010, 58 children, including 10 girls, were reunited with their families."	0
"(f) Encouraging it, with the support of the United Nations:"	0
"On 30 August, the Council issued a statement to the press on piracy and maritime armed robbery in the Gulf of Guinea."	1
"13. The progress of the last 10 years has resulted in a weakening of certain terrorist networks that have plagued the international community since September 2001."	1
"Annex to the guidelines of the Committee"	0
"(a) Victims who have sustained significant bodily injury or impairment of physical or mental health as a result of serious crimes;"	1
"544. The Commission has identified 14 Janjaweed who are suspected of having committed an international crime under the notion of joint criminal enterprise."	1
"Market stalls in Taibessi were burned again the following day and an off-duty PNTL member in the area was attacked."	1
