"en_ar_DEEPL"	"VerCoop"
"تعرض عمال الإغاثة الإنسانية للمضايقات والاعتداءات المتكررة خلال حوادث اللصوصية."	0
"وبناءً على ذلك، أجرى الفريق تعديلات لمراعاة أوجه القصور هذه في الأدلة."	0
"بحلول 31 يناير/كانون الثاني، كان 1,402 من أصحاب حقوق الملكية قد أدرجوا ممتلكاتهم في المخطط."	0
"استمرت المناقشات والمفاوضات بشأن ضمان المساءلة عن الجرائم بموجب القانون الدولي لسنوات في بوروندي، بما في ذلك مع الأمم المتحدة."	1
"ومن المأمول أن يسود تفاهم مشترك حول آليات توزيع الغذاء وعدم حدوث المزيد من الانقطاعات في المستقبل."	0
"ونظراً لحجم وضخامة الحوادث المتعلقة بالنزاع في دارفور، فإن إثبات الوقائع وجمع عناصر الإثبات الموثوقة لتحديد هوية الجناة المشتبه بهم هي مهام صعبة لا ينبغي الاستخفاف بها."	1
"288. وإحدى الطرق التي قد ترغب الدول من خلالها في أخذ جميع هذه المسائل في الاعتبار على نحو أكمل هي إدماجها في استراتيجيات وطنية شاملة ومتكاملة لمكافحة الإرهاب تشمل الاهتمام بالعوامل التي تؤدي إلى الأنشطة الإرهابية."	0
"23. تؤكد الهيئة من جديد تصميمها على مواصلة مكافحة الآثار الضارة لتغير المناخ."	1
"وقد لاحظ مجلس الأمن في قراره 2154 (2014)، الذي اتخذه في 8 أيار/مايو 2014، مع بالغ التقدير كيف أنقذ النقيب مباي دياغني من بعثة الأمم المتحدة لتقديم المساعدة إلى رواندا والسنغال، وهو أعزل من السلاح وفي مواجهة خطر شديد، المئات، بل ربما الآلاف من الروانديين من الموت أثناء الإبادة الجماعية التي وقعت في عام 1994."	1
"104. إليزابيث بالمر من قناة CBS News الأمريكية، 11 كانون الثاني/يناير."	0
"يلاحظ، في هذا الصدد، أن بعثات حفظ السلام المتعددة الأبعاد يمكن أن يكلفها مجلس الأمن بأمور منها: (د) توفير الاستجابة السريعة في مجال الإجراءات المتعلقة بالألغام، فضلا عن الخدمات الاستشارية والتدريب المصممة خصيصا لتلبية احتياجات السلطات الوطنية، بناء على طلبها، بهدف التمكين من الحد من المخاطر، ومساعدة الضحايا، وإزالة الألغام، وإدارة المخزونات والتخلص منها;"	1
"يشجع [البعثة] على تعزيز تفاعلها مع السكان المدنيين لزيادة الوعي والفهم بشأن ولايتها وأنشطتها وجمع معلومات موثوقة عن انتهاكات القانون الإنساني الدولي وانتهاكات حقوق الإنسان المرتكبة ضد المدنيين."	1
"ما نسعى إليه هو وضع عادل يمكن لجميع الأطراف احتضانه."	0
"13. يقرر إبقاء المسألة قيد نظره."	0
"بالإضافة إلى النظر في القائمة، يدرس الفريق تنفيذ تدابير العقوبات الثلاثة: تجميد الأصول، وحظر السفر وحظر الأسلحة."	0
"(ب) تشجيع الدول على تزويد الموظفين المعنيين بالتدريب اللازم لتنفيذ الإطار القانوني لمكافحة الإرهاب، في مجالات مثل التحقيق والملاحقة القضائية وإصدار الأحكام وتسليم المجرمين؛"	0
"وإذ يلاحظ مع القلق استمرار التهديد الذي يشكله تنظيم القاعدة وسائر من يرتبط به من أفراد وجماعات ومؤسسات وكيانات مرتبطة به على السلام والأمن الدوليين، وإذ يؤكد من جديد تصميمه على التصدي لجميع جوانب ذلك التهديد، وإذ يأخذ في الاعتبار مداولات اللجنة المنشأة عملا بالقرار 1267 بشأن توصية فريق الرصد المنشأ عملا بالقرار 1267 الواردة في تقريره الحادي عشر المقدم إلى اللجنة المنشأة عملا بالقرار 1267 بأن تعامل الدول الأعضاء حركة طالبان المدرجة أسماؤها في القائمة وأفراد تنظيم القاعدة والكيانات المرتبطة به المدرجة أسماؤها في القائمة وكياناته معاملة مختلفة,"	1
"ومع ذلك، يبدو أن المؤسسات المالية وغيرها من الجهات المعنية بالتنفيذ ليست على علم بذلك حتى الآن، ويوصي الفريق بأن تجد اللجنة والدول سبلاً للفت الانتباه إلى ذلك على نطاق أوسع."	1
"وأكد أعضاء المجلس من جديد دعمهم للجهود التي يبذلها المبعوث الخاص لإشراك الطرفين بهدف التغلب على الجمود الحالي في عملية السلام. ودعوا الطرفين إلى استكشاف سبل دفع عملية ترسيم الحدود إلى الأمام."	1
"(ب) مخطط تديره وكالة أو كيان حكومي آخر على غرار (أ);"	0
"وينص اتفاق الجزائر في الفقرة 1 من المادة 1 على أن \"يمتنع الطرفان عن استخدام القوة أو التهديد باستخدامها\"."	1
"وأقر أحد المتحدثين بأن عمل المجلس قد تغير بشكل كبير على مدى السنوات الـ 15 الماضية، وأشار إلى أن الاتجاه كان نحو مزيد من الانفتاح."	1
"27. وفقا للفقرة 13 من قرار مجلس الأمن 1822 (2008)، وبالتنسيق مع الدول صاحبة اقتراح الإدراج في القائمة، بدأ الفريق في صياغة موجزات سردية لأسباب الإدراج في القائمة لجميع القيودات المدرجة فيها."	1
"ومن المتوقع أن يتفاقم الوضع الغذائي بشكل أكبر في عام 2005 بسبب ضعف حصاد المحاصيل في سبتمبر/أيلول/أكتوبر/تشرين الأول 2004."	0
"خلال الفترة المشمولة بالتقرير، تم الانتهاء من وضع اللمسات الأخيرة على اللمحة العامة الأولية لتقييم المخاطر في كوسوفو وبدأت عملية تقييم المخاطر في جميع المناطق."	0
"مجلس جامعة الدول العربية على المستوى الوزاري,"	0
"5. وبينما كان الماويون يستعدون لنقل قواتهم إلى معسكرات التجميع، انخرطوا في حملة تجنيد بلغت ذروتها في تشرين الثاني/نوفمبر 2006."	0
"24. يوجه المديرية التنفيذية للجنة مكافحة الإرهاب إلى زيادة التعاون مع اللجان المنشأة عملا بالقرارات 1267 (1999) و 1989 (2011) و 1988 (2011) و 1373 (2001) و 1540 (2004) وأفرقة الخبراء التابعة لكل منها;"	1
"وإذ يسلّم بأهمية العدالة الانتقالية في تعزيز المصالحة الدائمة بين جميع سكان [الدولة المتضررة] وإذ يرحب بعملية المشاورات الوطنية بشأن إنشاء آليات العدالة الانتقالية ...."	1
"13. يشجع الإنتربول على تكثيف جهودها فيما يتعلق بالتهديد الذي يشكله المقاتلون الإرهابيون الأجانب، والتوصية بتوفير موارد إضافية أو توفيرها لدعم وتشجيع التدابير الوطنية والإقليمية والدولية لرصد ومنع عبور المقاتلين الإرهابيين الأجانب، مثل توسيع نطاق استخدام النشرات الخاصة للإنتربول لتشمل المقاتلين الإرهابيين الأجانب;"	1
"وقد تتعلق هذه الإجراءات بـ (أ) التوعية والتوجيه في القطاع الخاص؛ (ب) الإشراف على المؤسسات الخيرية؛ (ج) إجراءات الإنفاذ لضمان امتثال المؤسسات الخيرية لمتطلبات مكافحة غسل الأموال وتمويل الإرهاب؛ (د) المشاركة الدولية. هاء - الأعمال التجارية والمهن غير المالية"	1
"تتطلع اللجنة إلى استمرار هذا الدعم الاحترافي الرفيع المستوى."	1
"1. الممتلكات الملموسة الأخرى 185-216 44"	0
"16. يقرر إبقاء المسألة قيد نظره."	0
"ويزعم أن إبراهيم محمد ك. كان قد حضر معسكرات التدريب التابعة لتنظيم القاعدة حتى تشرين الثاني/نوفمبر 2001، ثم مكث في أفغانستان لأكثر من عام في أفغانستان حيث قاتل قوات الولايات المتحدة، وكان خلال هذه الفترة على اتصال بأعضاء رفيعي المستوى في تنظيم القاعدة. وقد أقنعوه بالعودة إلى أوروبا، حيث منحته وثيقة سفره الألمانية حرية كبيرة في التنقل لتجنيد مهاجمين انتحاريين."	0
"في 3 أيار/مايو، وبناءً على دعوة من رئيس المجلس الاقتصادي والاجتماعي، حضر رئيس المجلس الاجتماع الرفيع المستوى للمجلس الاقتصادي والاجتماعي لتقييم عمل فريقيه الاستشاريين المخصصين المعنيين بالبلدان الخارجة من الصراع (بوروندي وغينيا - بيساو)."	1
"جدول ملخص لوزارة التربية والتعليم"	0
"7. عدم كفاءة آليات إعادة الممتلكات."	0
"\"ويكرر مجلس الأمن تأكيد دعمه لإنشاء مجموعة أساسية للحفاظ على تعبئة المجتمع الدولي، وزيادة التشاور بين أصحاب المصلحة الرئيسيين لتعزيز تنسيق وفعالية المساعدة المقدمة إلى هايتي، والمساهمة في تحديد استراتيجية إنمائية طويلة الأجل تهدف إلى تعزيز السلام والاستقرار الدائمين في ذلك البلد."	1
"36. يشجع جميع الدول الأعضاء، ولا سيما الدول التي تقترح إدراج أسماء في القائمة ودول الإقامة أو الجنسية، على أن تقدم إلى اللجنة معلومات إضافية عن هوية الأفراد والجماعات والمؤسسات والكيانات المدرجة أسماؤهم في القائمة وغيرها من المعلومات، مشفوعة بالوثائق الداعمة، بما في ذلك آخر المستجدات عن الحالة التشغيلية للكيانات والجماعات والمؤسسات المدرجة أسماؤها في القائمة، وعن تنقل الأفراد المدرجة أسماؤهم في القائمة أو سجنهم أو وفاتهم وغير ذلك من الأحداث الهامة، حالما تتوافر هذه المعلومات؛"	1
"يُظهر الهجوم الذي وقع في سبتمبر 2013 على مركز ويست جيت للتسوق في نيروبي قدرات حركة الشباب حتى بعد أن خسرت الأرض في الصومال."	0
"وإذ يؤكد من جديد ضرورة التصدي بكل الوسائل، وفقا لميثاق الأمم المتحدة والقانون الدولي، للأخطار التي تهدد السلام والأمن الدوليين من جراء الأعمال الإرهابية، مشددا في هذا الصدد على الدور الهام الذي تضطلع به الأمم المتحدة في قيادة هذا الجهد وتنسيقه,"	1
"يدين بشدة تجنيد الأطفال واستخدامهم كجنود من قبل أطراف النزاع المسلح في انتهاك للالتزامات الدولية المنطبقة عليهم وجميع الانتهاكات والتجاوزات الأخرى المرتكبة ضد الأطفال في النزاعات المسلحة."	1
"\"ويرحب مجلس الأمن بحرارة بقرار الأمين العام جعل عمل الأمم المتحدة على تعزيز سيادة القانون والعدالة الانتقالية في مجتمعات الصراع ومجتمعات ما بعد الصراع أولوية لما تبقى من فترة ولايته."	1
"ثامناً. 116 - حظر السفر. لا يزال فريق الرصد يعتبر حظر السفر تدبيرا هاما من تدابير الجزاءات المفروضة على تنظيم القاعدة وحركة طالبان، ولكنه يلاحظ البراعة التي يبديها الإرهابيون الذين يحاولون عبور الحدود الوطنية دون أن يتم اكتشافهم."	0
"1. ظهور مصطلح الجنجويد"	0
"وقد وضعت ثلاث دول إطاراً قانونياً يتناول متطلبات الأمن البحري ونفذت جزئياً المعايير الدولية الإلزامية لأمن الموانئ والسفن وفقاً للمدونة الدولية لأمن السفن والمرافق المرفئية."	1
"وإذ يلاحظ أن الحالة في جمهورية الكونغو الديمقراطية لا تزال تشكل تهديدا للسلم والأمن الدوليين في المنطقة،"	0
"مكان وتاريخ الميلاد: 1980"	0
"وصادق السودان أيضاً على اتفاقية منظمة العمل الدولية رقم 182 بشأن حظر أسوأ أشكال عمل الأطفال والإجراءات الفورية للقضاء عليها، والتي تحظر التجنيد القسري أو الإجباري للأطفال لاستخدامهم في النزاعات المسلحة."	0
"1. طلب مجلس الأمن، في بيانه الرئاسي المؤرخ 4 أيلول/سبتمبر (PRST/2008/33)، إلى الأمين العام أن يحدد الدول التي يمكن أن تساهم بالموارد المالية والأفراد والمعدات والخدمات اللازمة للقوة المتعددة الجنسيات في الصومال وأن يتصل بها."	1
"ينبغي نقل أنشطة بناء القدرات وأنشطة تحقيق الاستقرار طويلة الأجل إلى الفريق القطري، قدر الإمكان، في المجالات التي يتمتع فيها بميزة نسبية."	1
"حتى الآن، تميل المعلومات الواردة إلى تأكيد وجهة نظرها بأن تقديم أمثلة على تمويل الإرهاب قد يكون له مساوئ أكثر من السماح للمصرفيين ذوي الخبرة بالاعتماد على معرفتهم وفطرتهم لما يبدو غريباً."	0
"ويقوم الفريق بتنسيق خطط سفره بشكل روتيني مع المديرية التنفيذية للجنة مكافحة الإرهاب، وقد قدم إحاطات لكل من المديرية التنفيذية للجنة مكافحة الإرهاب والخبراء الذين يدعمون لجنة القرار 1540 (2004) في زياراته إلى الدول الأعضاء والمنظمات الدولية. ويتطلع الفريق إلى أول زيارة مشتركة له إلى إحدى الدول الأعضاء مع المديرية التنفيذية للجنة مكافحة الإرهاب في شباط/فبراير 2006، ويتوقع أن يصبح هذا الأمر أمرا متزايدا."	1
"645. قررت اللجنة حجب أسماء هؤلاء الأشخاص عن الجمهور. ويستند هذا القرار إلى ثلاثة أسباب رئيسية هي: (أ) أهمية مبادئ الإجراءات القانونية الواجبة واحترام حقوق المشتبه فيهم؛ (ب) عدم تخويل اللجنة سلطات التحقيق أو الملاحقة القضائية؛ (ج) الحاجة الماسة إلى ضمان حماية الشهود من المضايقات أو التخويف المحتمل."	1
"ومما لا شك فيه أن جميع هذه التدابير قد ساعدت بلا شك في زيادة الوعي وتطوير الفهم المشترك ومواجهة خطر التحريض وتهديده."	1
"أولاً، من المهم أن نأخذ بعين الاعتبار رغبتين مشروعتين متساويتين: من جهة، مطلب الأقليات بالعيش في أمان، والحصول على نفس الفرص للتنمية الاقتصادية، والحصول على نفس فرص الحصول على الخدمات الاجتماعية والتعليم وممارسة حق العودة؛ ومن جهة أخرى، إرادة أغلبية السكان في ممارسة حقها في تقرير المصير."	0
"أولاً، حثت مجلس الأمن على إعطاء حقوق الإنسان مزيداً من الاعتراف والأهمية في قراراته وبياناته الرئاسية."	1
"وإذ يؤكد من جديد قراره 1373 (2001) المؤرخ 28 أيلول/سبتمبر 2001، وإذ يكرر تأكيد دعمه للجهود الدولية الرامية إلى استئصال الإرهاب وفقا لميثاق الأمم المتحدة،"	1
"وقد أعرب الأفارقة بوضوح شديد عن قلقهم بشأن الوضع في زيمبابوي."	0
"المقرر عقدها يوم الجمعة، 12 كانون الأول/ديسمبر 2003، الساعة 35/1 بعد الظهر"	0
"تقرير الأمين العام عن إدارة الأمم المتحدة الانتقالية في تيمور الشرقية (S/2002/432 و Add.1)."	0
"تدعو الدول التي لم تصدق بعد على الصكوك الرئيسية للقانون الإنساني الدولي وقانون حقوق الإنسان وقانون اللاجئين الدولي إلى النظر في التصديق عليها، وإلى اتخاذ التدابير التشريعية والقضائية والإدارية المناسبة لتنفيذ هذه الصكوك على الصعيد المحلي، مع الاستفادة من المساعدة التقنية، حسب الاقتضاء، من المنظمات الدولية ذات الصلة، بما فيها اللجنة الدولية للصليب الأحمر وهيئات الأمم المتحدة."	1
"وحتى 2 شباط/فبراير 2010، لم يرد سوى 27 رداً فقط."	0
"18. لا يزال الاقتصاد الإيفواري يعاني من الآثار السلبية للأزمة."	0
"وفيما يتعلق ببوروندي، دعت البعثة الجماعات المسلحة إلى وقف جميع الأعمال العدائية وبدء مفاوضات لوقف إطلاق النار دون مزيد من التأخير."	1
"(هـ) مختلف مهام الرصد والتحقق;"	0
"وقد اجتمعت مجموعات العمل، التي تألفت حتى الآن من أطراف اتفاق السلام الشامل حصريًا، في 9 و10 آب/أغسطس وواصلت اجتماعاتها بشكل متقطع منذ ذلك الوقت."	1
"6. يطالب جميع الدول وأطراف النـزاعات المسلحة بالتنفيذ الكامل لجميع قرارات مجلس الأمن ذات الصلة والتعاون التام في هذا الصدد مع بعثات الأمم المتحدة لحفظ السلام والأفرقة القطرية في متابعة وتنفيذ هذه القرارات;"	1
"وإذ يشدد على أهمية قيام الدول الأعضاء بتحديد أسماء الدول الأعضاء عملا بالقرارات ذات الصلة والتنفيذ الصارم للتدابير القائمة كتدبير وقائي هام في مكافحة النشاط الإرهابي,"	0
"3. واعتبر المشاركون أن هذه الأحداث، بسبب خطورتها، تؤكد ضرورة وإلحاح التعجيل بالأعمال التحضيرية للحوار الشامل بين الماليين بما يمهد الطريق لمصالحة حقيقية بين الماليين ولإحلال السلام والأمن والاستقرار الدائم في البلد."	1
"وينبغي أن يكون الدعم مشروطا بإحراز السلطات الكونغولية تقدما نحو إنشاء سلسلة إمداد فعالة داخل القوات المسلحة لجمهورية الكونغو الديمقراطية. وينبغي أن يقترن ذلك ببذل جهود لتعزيز مساءلة القوات المسلحة لجمهورية الكونغو الديمقراطية واحترامها لحقوق الإنسان."	1
":: :: ودعا بعض أعضاء مجلس الأمن الدول الأعضاء التي لم تصبح بعد أطرافا في الاتفاقيات والبروتوكولات التي تم التفاوض بشأنها تحت رعاية الأمم المتحدة والمتعلقة بمكافحة الإرهاب إلى أن تفعل ذلك."	1
":: هناك حاجة إلى مزيد من الاتساق في إنشاء آليات تقصي الحقائق وولاياتها."	1
"كان الاجتماع عبارة عن جلسة أسئلة وأجوبة إلى حد كبير، حيث ردت اللجنة الثلاثية على مداخلات أعضاء مجموعة العمل."	1
"وإذ يشير إلى اعتماد القرار 2122، وإذ يؤكد من جديد عزمه على زيادة اهتمامه بقضايا المرأة والسلام والأمن في جميع مجالات العمل المواضيعية ذات الصلة المدرجة في جدول أعماله، بما في ذلك الأخطار التي تهدد السلام والأمن الدوليين بسبب الأعمال الإرهابية،"	1
":: بناء وإعادة تأهيل مرافق المياه والصرف الصحي في كل مقاطعة (الاستراتيجية المؤقتة للحد من الفقر)"	0
"6. كنت أدرك أنه كان هناك الكثير من الفجر الكاذب."	0
"قُتل مدنيان، وأصيب أربعة أشخاص بجروح من أسلحة نارية، وأصيب شخصان بجروح خطيرة أخرى."	0
"ورحب أعضاء المجلس بالبرامج التدريبية التي نظمها ممثل الأمين العام ومكتب الأمم المتحدة لدعم بناء السلام في جمهورية أفريقيا الوسطى لتعريف الشرطة والقوات المسلحة في جمهورية أفريقيا الوسطى بسبل تعزيز احترام حقوق الإنسان والقانون الإنساني الدولي."	1
"ومنذ بداية المأزق السياسي الذي أعقب انتخابات 29 مارس/آذار، أعرب الأمين العام عن قلقه إزاء العملية الانتخابية وأعمال العنف ذات الدوافع السياسية."	0
"كما أشيد بالبلدان المساهمة بقوات وشرطة في بعثة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية."	1
"وبسبب تصاعد أعمال العنف، تم إغلاق كارني في الفترة ما بين 15 و20 مايو/أيار وأعيد فتحها بشكل متقطع فقط منذ ذلك الحين."	0
"اعتادت تركيا على اختلاق الأعذار والذرائع الواهية لتبرير عملياتها العدوانية."	0
"- القرار 1373 (2001) المؤرخ 28 أيلول/سبتمبر 2001;"	0
"ومن أجل تنفيذ برنامج العمل التاسع بمزيد من الكفاءة، ولكي يكون عمل الخبراء موجها بشكل أوضح وأكثر فعالية، ستعمل اللجنة بنظام الأفرقة العاملة المفتوحة لجميع أعضاء اللجنة المنشأة عملا بالقرار 1540 (2004). وستركز الأفرقة العاملة على المسائل الهامة والمتكررة."	1
"(أ) مشروع الرميثة للري والصرف الصحي"	0
"23. ومنذ وصوله إلى نيروبي في 27 أيار/مايو 2005، أكد ممثلي الخاص للقادة في المنطقة دون الإقليمية وغيرهم ضرورة اتباع نهج منسق تجاه القادة الصوماليين وحثهم على الدخول في حوار والامتناع عن العمل العسكري لحل الخلافات داخل المؤسسات الاتحادية الانتقالية. وفي 10 حزيران/يونيه، التقى في كمبالا بالرئيس الأوغندي يويري موسيفيني، وفي 29 حزيران/يونيه أجرى محادثات مع الرئيس الجيبوتي إسماعيل عمر جيله والأمين التنفيذي للهيئة الحكومية الدولية المعنية بالتنمية في جيبوتي."	1
"11. يوجه اللجنة إلى التعاون مع لجان الجزاءات الأخرى ذات الصلة التابعة لمجلس الأمن، ولا سيما اللجنة المنشأة عملا بالقرار 1988 (2011)؛"	1
"كما ناقش الرئيس عباس ورئيس الوزراء السنيورة إقامة حوار لبناني - فلسطيني حول الرعاية الاجتماعية والاقتصادية والأمن وتمثيل اللاجئين الفلسطينيين في لبنان."	1
"كما تلقت اللجنة وتحققت من العديد من الحوادث الإضافية التي تنطوي على اعتداءات على المدنيين استنادًا إلى المعلومات والأدلة التي تلقتها خلال فترة عملها."	0
"وقد أشارت الطبعة الأولى التي صدرت في عام 2002 إلى أن العجز في مجال الحرية في العالم العربي يقوض التنمية البشرية ويشكل أحد أكثر مظاهر تأخر التنمية السياسية إيلامًا."	0
"32. يشجع الدول الأعضاء، عند رفع التجميد عن أصول فرد متوفى أو كيان أُبلغ أو تأكد أنه لم يعد له وجود نتيجة لرفع اسمه من القائمة، على أن تتذكر الالتزامات المنصوص عليها في القرار 1373 (2001)، وأن تمنع على وجه الخصوص استخدام الأصول التي رُفع عنها التجميد لأغراض إرهابية؛"	1
":: تتطلب الصناعة تشريعات أوضح وموحدة ومنسقة، لا سيما فيما يتعلق بقوائم مراقبة الصادرات، لتيسير الامتثال دون إعاقة إجراءات العمل"	0
"وفي حوالي الساعة 30/12 بعد الظهر، تحدث كل من السيد مالك والعقيد ريس، كبير مستشاري التدريب العسكري، الذي كان قد استمع أيضا إلى الاتصالات اللاسلكية، على حدة مع الممثل الخاص للأمين العام. وطلب كلا الرجلين الإذن بالتدخل ومُنحا الإذن بالتدخل."	1
"وكما ذُكر في مكان آخر من هذا التقرير، فإن عدداً قليلاً جداً من الضحايا قدموا شكاوى رسمية بشأن الجرائم المرتكبة ضدهم أو ضد أسرهم بسبب انعدام الثقة في نظام العدالة."	0
"12. يؤكد أن معاهدة عدم انتشار الأسلحة النووية تعترف في مادتها الرابعة بالحق غير القابل للتصرف للأطراف في المعاهدة في تطوير بحوث وإنتاج واستخدام الطاقة النووية للأغراض السلمية دون تمييز وبما يتفق مع المادتين الأولى والثانية، ويشير في هذا السياق إلى المادة الثالثة من معاهدة عدم الانتشار والمادة الثانية من النظام الأساسي للوكالة الدولية للطاقة الذرية;"	1
"كان هذا مهمًا لأن المجلس، من خلال أعماله، ينشئ التزامات بموجب القانون الدولي، وبالتالي يجب أن يكون قادرًا على إنفاذها."	0
"إن بعض الادعاءات التي ظهرت في الصحافة تستند إلى مجرد تكهنات، ومن المهم أن يتم التحقيق بالهدوء الذي يتطلبه هذا النوع من الحالات."	0
"واستشهدت إحدى الدول بخطة واسعة النطاق لمكافحة التطرف، تم اعتمادها في عام 2006، والتي تهدف إلى مكافحة التطرف مع حماية القيم الديمقراطية في الوقت نفسه."	1
"والآن بعد أن أصبحت الوساطة والأنشطة ذات الصلة بارزة للغاية في تجارة الأسلحة الدولية، فمن الأهمية بمكان أن تسن الدول قوانين وأنظمة فعالة لتنظيم هذا النطاق الواسع من السمسرة في الأسلحة في الوقت الحاضر."	1
"S/RES/2113 (2013)، الفقرة 16 من المنطوق"	0
"28. وبناء على طلب من المجلس، واصل فريق الرصد تنظيم اجتماعات إقليمية مع رؤساء ونواب رؤساء أجهزة الاستخبارات والأمن لمناقشة كيفية تكييف نظام الجزاءات مع التغيرات التي طرأت على التهديد الذي يشكله الإرهاب المرتبط بتنظيم القاعدة."	1
"وتم الاتفاق على أن الصومال والمنطقة والمجتمع الدولي بحاجة إلى التركيز بشكل أكبر على بناء القدرات في مجال مكافحة القرصنة وتعظيم المكاسب التي حققتها القوات البحرية."	1
":: توضيح الإعلان الذي أصدرته إيران بشأن مرافق التخصيب الإضافية."	0
"18. وتدعو استراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب إلى تعزيز الحوار والتسامح والتفاهم بين الحضارات والثقافات والشعوب والأديان وإلى وضع برامج تثقيفية وبرامج توعية عامة ذات صلة."	1
"(ب) تشمل الاستثمارات الأوراق المالية القابلة للتداول في السوق وغيرها من الصكوك القابلة للتداول التي تقتنيها المنظمة لتحقيق دخل."	0
"- معاهدة الحظر الشامل للتجارب النووية، المصدق عليها في 11 يوليو 2003;"	0
"إن الجرائم الدولية مثل الجرائم ضد الإنسانية وجرائم الحرب التي ارتكبت في دارفور قد لا تقل خطورة وبشاعة عن جرائم الإبادة الجماعية."	1
"وتنفذ التدابير المتعلقة بمراقبة الحدود والأمن الداخلي وإنفاذ القانون تنفيذا كاملا في معظم الدول، رغم أن عددا قليلا منها لم يبلغ عن معلومات كافية تسمح بإجراء تقييم في بعض الفئات الفرعية. 139. التوصيات ذات الأولوية هي: (أ) التشجيع على اتخاذ خطوات لتحسين القدرة على تجميد الأموال والأصول المرتبطة بالإرهاب دون إبطاء في معظم الدول، وحماية قطاعها غير الربحي من إساءة استخدام تمويل الإرهاب;"	1
"وأخيراً، شددت الجلسة على ضرورة الانفتاح على إنشاء آليات مبتكرة والعمل على إنشاء أنظمة شاملة ومتداعمة تربط بين المحكمة الجنائية الدولية وأي محكمة مختلطة محتملة في المستقبل والهيئات الوطنية وكذلك المحاكمات الجنائية وبرامج التعويضات."	1
"قد يكون عدد الحالات أعلى من ذلك بكثير."	0
"وقد تم تجنيد بعض هؤلاء الأطفال في الجيش الماوي في انتهاك لاتفاق السلام الشامل، في حين تم تجنيد البعض الآخر في منظمات تابعة للحزب الشيوعي النيبالي الماوي. وأُطلق سراح نحو 30 في المائة من هؤلاء الأطفال بعد بضعة أيام قضوها مع الحزب الشيوعي النيبالي الماوي في حين تبين لاحقاً أن نحو 20 في المائة منهم كانوا في معسكرات الجيش الماوي."	0
"تحث الدول الأعضاء على ضمان زيادة تمثيل المرأة على جميع مستويات صنع القرار في المؤسسات والآليات الوطنية والإقليمية والدولية لمنع نشوب النزاعات وإدارتها وحلها."	1
"وإذ يؤكد من جديد قراره 1540 (2004) وضرورة أن تنفذ جميع الدول التدابير الواردة فيه تنفيذا كاملا، وإذ يهيب بجميع الدول الأعضاء والمنظمات الدولية والإقليمية أن تتعاون بنشاط مع اللجنة المنشأة عملا بذلك القرار، بما في ذلك في سياق الاستعراض الشامل على النحو المطلوب في القرار 1810 (2008)،"	0
"وقد أعادت البعثة تقييم التزاماتها التشغيلية في ضوء التعزيزات المحدودة المأذون بها بموجب القرار."	0
"وعلمت اللجنة أيضا بالتقدم المحرز نحو إمكانية تعيين ميسرين إقليميين للمنظمات الإقليمية الأخرى، ولا سيما رابطة الدول المستقلة ورابطة أمم جنوب شرق آسيا (آسيان)."	1
"وإذ ترحب بنتائج مجلس السلام الاستشاري الذي عقد في 6 حزيران/يونيو 2010، والذي شارك فيه 1600 مندوب أفغاني يمثلون قطاعاً عريضاً من جميع المجموعات العرقية والدينية الأفغانية والمسؤولين الحكوميين وعلماء الدين وزعماء القبائل والمجتمع المدني واللاجئين الأفغان المقيمين في إيران وباكستان، ناقشوا وضع حد لانعدام الأمن ووضعوا خطة لتحقيق سلام دائم في البلاد,"	1
"وقرر المجلس، في جلسته 5921، المعقودة في 23 حزيران/يونيه 2008، دعوة ممثل زمبابوي للاشتراك، دون أن يكون له حق التصويت، في مناقشة البند المعنون:"	0
"ووفقًا لأقواله، فقد كان في مكتبه عندما سمع الانفجار، لكنه اعتقد أن الضجيج كان نتيجة لمرور المقاتلات الجوية الإسرائيلية عبر حاجز الصوت."	0
"وإذ يرحب بالتقدم المستمر الذي أحرزته بوروندي نحو تحقيق السلام والاستقرار والتنمية، وإذ يشدد على ضرورة أن تواصل منظومة الأمم المتحدة والمجتمع الدولي، بما في ذلك المؤسسات المالية الدولية وشركاء بوروندي في التنمية، دعمهم لتوطيد السلام والتنمية الطويلة الأجل في بوروندي،"	0
"88. شجع رئيس مجلس الأمن في رسالته التي دعا فيها غير الأعضاء إلى المشاركة في الجلسة الختامية جميع المتكلمين على تقديم تقييمات صريحة ومركزة لدور المجلس في معالجة أي من المواضيع المذكورة أعلاه أو جميعها، بحيث يمكن أن تكون المداخلات بمثابة أدلة مفيدة لعمل المجلس في المستقبل."	1
"وترى اللجنة بالطبع أن جميع الأشخاص، بمن فيهم المتهمون بجرائم خطيرة، ينبغي اعتبارهم أبرياء إلى أن تثبت إدانتهم بعد محاكمة عادلة."	0
"القوات الديمقراطية لتحرير رواندا"	0
"زيادة التكاليف: تكاليف إعادة التوجيه (رحلات الخطوط الجوية الإيرانية)"	0
"38. يوعز إلى اللجنة أن تحدد الحالات المحتملة لعدم الامتثال للتدابير عملا بالفقرة 1 أعلاه وأن تحدد مسار العمل المناسب بشأن كل حالة، ويطلب إلى الرئيس أن يقدم تقارير مرحلية عن عمل اللجنة بشأن هذه المسألة في تقارير دورية إلى المجلس عملا بالفقرة 46 أدناه؛"	0
