"ar_en_TRANSFORMERS"	"VerCoop"
"This is the essence of CÃ´te d &apos; Ivoire &apos; s human traditions, a society with a strong democratic spirit that yearns for the rule of law and respect for the human rights of all, without distinction as to nationality or origin."	1
"12. Requests in particular that MONUC share with the Group of Experts its information, in particular on the support received by armed groups, the recruitment and use of children and the targeting of women and children in situations of armed conflict;"	0
"The Council regularly reiterates, recalls and reiterates its demand for States to implement the arms embargo, as the implementation of the embargo continues to pose significant challenges."	0
"Discussions and negotiations on ensuring accountability for crimes under international law, including with the United Nations, have continued in Burundi for years."	1
"The Commission is deeply disturbed that all attacks on villages, the killing of civilians, rape, looting and forced displacement continued during the Commission &apos; s mandate, and considers that urgent action should be taken to stop these violations."	0
"The recovery of such deposits depends on obtaining an export permit for the plant, vehicles or equipment concerned."	0
"Reaffirms that ending impunity is essential for societies in conflict or recovering from conflict to reconcile with the past with attacks committed against civilians affected by armed conflict and to prevent such attacks in the future, draws attention to the full range of justice and reconciliation mechanisms that can be considered, including national, international and mixed criminal tribunals and truth and reconciliation commissions, and notes that such mechanisms can promote not only individual responsibility for serious crimes, but also peace, truth, reconciliation and the rights of victims;"	1
"14. Decides that Member States, in order to prevent Al-Qaida and other individuals, groups, undertakings and entities associated with it from acquiring, handling, storing, using or seeking to acquire all types of explosives, whether military, civilian or improvised, as well as raw materials and components that may be used in the manufacture of improvised explosive devices or non-conventional weapons, including (but not limited to) chemical agents, explosive wires or toxins, shall take appropriate measures with a view to encouraging vigilance on the part of their nationals, persons under their jurisdiction and companies established on their territories or under their jurisdiction that participate in the production, sale, supply, purchase, transport and storage of such materials, including the issuance of good practices in this regard; and further encourages Member States to exchange information, establish partnerships and develop national strategies and capacity to combat improvised explosive devices;"	0
"43. As the demonstration was scheduled to end at 1 p.m. on Friday, 28 April, it was clear that there had been a significant change in the situation of the masses gathered in front of the Government Palace since the early morning."	0
"Algeria, Angola, Benin, Brazil, Chile, China, France, Pakistan, Philippines, Russian Federation, Spain."	0
"139. The Group has also initiated discussions with other expert groups to examine the possibility of new approaches to reporting by States to the three Committees and ways to establish more efficient information-sharing systems."	1
"For this reason, it is necessary to establish effective, permanent and comprehensive mechanisms for regional cooperation in the areas of law enforcement, border security, mutual legal assistance and extradition."	1
"The lists are available on the Committee's website."	0
"Executive Directors discuss, on an exceptional basis, issues relating to the situation of women in various conflict-stricken areas, including gender-based violence, sexual exploitation and abuse."	0
"Relations between Sierra Leone and Liberia"	0
"(c) Promoting strong internal controls on weapons and explosives."	1
"9. Invites States that have not yet done so to consider ratifying international humanitarian, human rights and refugee law instruments and to take appropriate legislative, judicial and administrative measures to fulfil their obligations under those instruments;"	1
"S/RES/1674 (2006), op.24"	0
":: Report to the Committee after each meeting. Each working group will be chaired by a member of the Committee and supported, as necessary, by staff of the Office for Disarmament Affairs, expert staff of the Committee established pursuant to resolution 1540 (2004) and the secretariat of the Committee."	1
"Stresses the importance of safe and unhindered access for humanitarian personnel to civilians in armed conflict, calls upon the parties concerned, including neighbouring States, to cooperate fully with the United Nations Humanitarian Coordinator and United Nations agencies in providing such access, invites States and the Secretary-General to share with him information on the deliberate denial of such access in violation of international law and where such denial may constitute a threat to international peace and security, and in this regard expresses its readiness to consider such information and to take appropriate steps as appropriate."	1
"The Mission &apos; s four strategic priorities are to build institutions and capacity at the management level; to combat organized crime and corruption; to achieve financial sustainability and sustainability; and to strengthen police independence and accountability."	1
"My delegation strongly condemns those acts of violence and extends its condolences to the family of the deceased pediatrician."	0
"There are also some small groups with little or no links to other groups."	0
"(a) To call upon parties to armed conflict to comply with their obligations under international humanitarian law, to take all steps required to protect civilians and to facilitate the rapid and unimpeded passage of relief consignments, equipment and personnel,"	1
"35. Decides, with a view to assisting the Committee in fulfilling its mandate, that the Monitoring Team of the 1267 Committee established pursuant to paragraph 7 of resolution 1526 (2004) shall also support the Committee for a period of 36 months, the mandate of which is contained in annex A to the present resolution, and requests the Secretary-General to make all necessary arrangements to that end;"	1
"The Council reaffirms the importance of addressing the needs of women in peacebuilding and their participation in the development and implementation of post-conflict strategies."	1
"At the request of the President, the United Nations Ebola Emergency Response Mission established a small office in Bamako, which became operational on 26 November, led by an Ebola Crisis Manager to support the Government in containing the outbreak and enhancing its preparedness, and on 13 December, the last known Ebola virus patients were allowed to leave the hospital."	1
"1. In the statement by its President of 4 September 2008 (PRST/2008/33 S/), the Security Council requested the Secretary-General to identify and approach States that could contribute the necessary financial resources, personnel, equipment and services for the establishment of a multinational force for Somalia."	1
"The Security Council recognizes the need for continued engagement of humanitarian agencies with all parties to armed conflicts for humanitarian purposes, including activities aimed at ensuring respect for international humanitarian law."	1
"(c) Encourage the establishment of procedures to ensure that asylum-seekers and refugees do not commit terrorist acts."	1
"28. On the basis of a proposal by the Executive Directorate, the Committee will consider a communication strategy aimed at enhancing the clarity of the role and activities of the Committee and the Executive Directorate in the area of counter-terrorism."	1
"Noting with concern the continuing threat to international peace and security posed by Al-Qaida, Usama bin Laden and the Taliban and other individuals, groups, undertakings and entities associated with them, and reaffirming its determination to address all aspects of that threat,"	0
":: The Agency needs to be able to confirm a satisfactory solution on all the issues identified in the annex to document GOV/2011/65 before it considers that they are no longer outstanding issues and report back to the Board of Governors."	0
":: Prohibiting the opening or operation of accounts using false, false or incorrect names;"	0
"On 16 November 2014, the regime &apos; s warplanes targeted the city of Ma &apos; ara Egyptian with a missile, killing five people, including one child and one woman, as well as destroying residential buildings."	0
"(f) A medical unit of 13 from Germany;"	0
"I have the honour to transmit to you a letter dated 28 October 2005 addressed to you by His Excellency Mr. Isaias Afwerki, President of the State of Eritrea, concerning the peace process to end the border conflict between Eritrea and Ethiopia."	1
"Reaffirming its resolution 1373 (2001) of 28 September 2001, and reiterating its support for international efforts to eliminate terrorism, in accordance with the Charter of the United Nations,"	1
"Member States should continue to give serious consideration to including or enabling the recruitment of individuals working to provide training to Al-Qaida affiliates."	1
"Support women &apos; s organizations in communities where peacekeepers are deployed, with a view to raising awareness of HIV/AIDS and promoting community-based prevention strategies."	1
"The political concentration camps are witnessing unspeakable atrocities similar to the horrors of the concentration camps established by totalitarian States during the twentieth century."	0
"Liechtenstein 21 July 2005 S/AC.47/2005/12"	0
"Security Council thematic meeting on counter-terrorism"	1
"It encourages communities to conduct self-monitoring and to address polarized views without government intervention as a more sustainable means of preventing extremism within communities."	1
"It also called for an immediate cessation of all acts of violence and urged all parties to exercise maximum restraint and refrain from reprisals, including attacks against State institutions."	1
"I am pleased to note that the Council has recognized the importance of increased coordination and information-sharing among those involved in monitoring the arms embargo."	1
"The Prosecutor regretted that the security situation in Libya had worsened, that political instability had intensified and that the current climate was therefore not conducive to bridging the impunity gap in Libya."	0
"The overall energy supply at the network level has not improved, and the overall level of reliance on the network has also declined owing to continued deterioration and increased demand during the peak period during the summer months."	0
"(c) To support the efforts of the Government of [the affected country] to ensure the protection of civilians from violations of international humanitarian law and human rights violations, including all forms of sexual and gender-based violence, the promotion and protection of human rights and the fight against impunity, including through the implementation of the \"zero tolerance policy\" established by the Government in cases of breaches of discipline and violations of human rights and humanitarian law committed by members of the security forces, in particular newly integrated personnel;"	1
"During 2007, the list was transmitted three times, in February, June and October (SCA/07 (2)), SCA/2/07 (8) and SCA/2/07 (22))."	0
"(b) Cosmetics (approximately 160,000 yen) in October 2008."	0
"Just yesterday, the Prime Minister of Georgia announced a detailed plan to resolve the conflict in another separatist region of Georgia, the Tskhinvali region/former South Ossetia."	1
"(see S/2000/40/Add.8)"	0
"In particular, four States have introduced measures to suppress terrorist recruitment."	1
"Address: Jabalia refugee camp near Al-Fakhura School"	0
":: Consultations were held with several partners, including the World Bank, the African Development Bank, the Islamic Development Bank, Arab funds and banks, the European Union and the United Nations, who recognized the importance of the priority investment programme and expressed their commitment to assist the Group of Five in financing the programme and in establishing a permanent secretariat; they commended the potential of the Group of Five and the strong leadership of their heads of State, as demonstrated by their outstanding approach to the main challenges facing the Sahel region, particularly in the areas of security and development."	1
"To be held on Friday, 14 October 2011, at 10.15 a.m."	0
"The three missions are also seeking to increase their cooperation with regard to the rental of a high-capacity passenger aircraft for troop rotations; the establishment of a regional procurement office staffed by staff from the three missions; and the improvement of the MONUC facility in Entebbe, Uganda, which already provides services to MONUC, ONUB and UNMIS to ensure that troops are accommodated during the transit process and constitutes the main point of entry for shipments to all three missions, among other tasks."	1
"With regard to lean gas, the Foundation uses two categories of prices."	0
"20. Although the Committee intends to address the issue of cooperation with relevant international and regional organizations in greater depth in April 2007, it supports the Monitoring Team &apos; s recommendation that representatives of such organizations be invited, on a case-by-case basis, to meet with the Committee for a mutually beneficial exchange of views."	1
"I welcome the steps taken by the African Union and the affected LRA countries to define a coordinated strategy in dealing with armed groups and to improve the protection of civilians."	1
"The Group also visited the police checkpoint in Niangoloko and examined the \"mobility register\" but did not observe any irregularities; some rifles and handguns were confiscated."	1
"13. During the reporting period, the Committee received 14 requests for exemption from the embargo on the supply of non-lethal military equipment pursuant to paragraph 3 of resolution 1356 (2001), for exemption from the arms embargo pursuant to paragraph 11 (b) of resolution 1772 (2007) and for notification pursuant to paragraph 6 of resolution 1744 (2007)."	1
"Although I will reach out to those States that have not yet responded to my appeal for voluntary contributions for the establishment of a multinational force and will touch upon your continued assistance in identifying a State that can serve as the lead nation, I would like to present to the Council the attached proposals on alternative options (see annex)."	1
"Meanwhile, resources are being mobilized, with the support of UNOCI, UNICEF and WFP, for the rehabilitation and reintegration of a total of 511 child soldiers, including 204 girls released and handed over to UNICEF by the Forces nouvelles leadership."	0
"633. Project expenditures have been adjusted to take into account the adjustments in annex III, as well as further adjustments, including:"	0
"Decides that [the mission] shall have the following mandate: protection and security (a) protection of civilians... - revision of the comprehensive strategy for the protection of civilians and coordination with the United Nations protection of civilians strategy, in liaison with the United Nations country team, in order to take into account new realities on the ground and the special needs of vulnerable groups, taking measures to prevent gender-based violence, pursuant to resolutions 1960 (2010) and 1882 (2009), to work closely with humanitarian agencies, in particular with regard to areas of tension and the return of displaced persons, to collect and identify information on potential threats to civilians, as well as reliable information on violations of international humanitarian and human rights law, to inform the Ivorian authorities, as appropriate, and to take appropriate action in accordance with the United Nations system-wide protection strategy in coordination with the protection strategy of [the mission],"	1
"In doing so, the process has developed the concept of action towards quantifiable results, in the area of the link between small arms and development."	0
"Completed by Act No. 23 of 1976"	0
"(iv) To issue and update, on a regular basis and at least once a month, a calendar of awareness-raising events or similar activities, covering periods of at least six months to come, including information on other activities of States and relevant international, regional and subregional organizations, the Counter-Terrorism Committee, the Committee established pursuant to resolution 1267 (1999) and other United Nations bodies;"	1
"Like the question of the links between drug trafficking and terrorism, piracy has been placed on the Council &apos; s agenda through conflict situations that were already on it, with African situations - particularly Somalia and the Gulf of Guinea - at the centre of them."	0
"In the past six months, a nationwide national intelligence system has been developed, and considerable efforts have been made to make it effective and to ensure its functioning through all police entities and agencies in Bosnia and Herzegovina."	0
"\"The Security Council encourages the continued involvement of relevant regional and subregional organizations in the peaceful settlement of disputes, as appropriate, including through conflict prevention, confidence-building measures and mediation efforts, and stresses the importance of harnessing in this regard the existing and potential capacities of regional and subregional organizations."	1
":: Recommend concrete options to enhance the Council &apos; s use of various tools to reduce the negative impact of terrorist groups &apos; involvement in cross-border crime on its conflict resolution efforts, and support States in their efforts to strengthen border control and efforts to combat cross-border crime."	1
"On 24 November, the Council received a 90-day report from the Chairperson of the Committee established pursuant to resolution 1591 (2005) concerning the Sudan, Ambassador Maria Cristina Perceval (Argentina), who updated the Council on the Committee &apos; s activities during the reporting period, including her engagement with Member States in the region to identify information gaps and report on capacity-building needs to enhance the implementation of the sanctions measures."	1
"77. This section is briefly addressed to various groups that are active in the armed conflict in Darfur."	1
"In particular, wider vacancy announcements should be considered by targeting professional associations and changing the wording of job and language requirements."	1
"Report of the Secretary-General on the United Nations Stabilization Mission in Haiti (S/2008/586)."	0
"Stressing in this context the importance of further progress by the Government of [the affected country] in ending impunity, strengthening judicial institutions, the rule of law and respect for human rights within [the affected country], including the human rights of women and girls, and in rebuilding and reforming the prison sector in [the affected country],"	1
"2. A chart showing the Gulf of La UniÃ³n and the island of Conejo, which is part of the Guascoran sector, which was confirmed to be subject to the sovereignty of Honduras by the Judgment of the International Court of Justice of 11 September 1992, reaffirmed by the Judgment of 18 December 2003, which ruled that the applicant for review by El Salvador concerning the Guascoran sector was inadmissible."	0
"They suggested that more networks be established or existing networks linked and emphasized the importance of face-to-face meetings and peer dialogue, and recommended that the 'Wiesbaden process &apos; be taken into account in this regard."	1
"I have the honour to inform you that I have received from the Government of Pakistan a request to establish an international commission on the assassination of former Prime Minister Benazir Bhutto of Pakistan on 27 December 2007."	1
"Calls upon parties to armed conflict to undertake and implement specific commitments to combat sexual violence with specific time frames, including, inter alia, clear chain of command orders prohibiting sexual violence and the prohibition of sexual violence in codes of conduct and manuals of military operations in the field or their equivalent, and calls upon those parties to undertake and implement specific commitments to investigate alleged abuses in a timely manner to hold perpetrators accountable;"	1
"II. Activities of the Ad Hoc Working Group in 2014"	0
"As a result, some members of the Committee who did not have information on one name and were not part of the consultations might feel marginalized in the decision-making process; but although there might be a more open exchange of views in the Committee &apos; s meetings, all members had the option, often exercised, to request more details that they considered relevant."	1
"Easy borders continue to pose a challenge to effective border control, and regional approaches and best practices (e.g. community policing) should be developed to address those challenges."	0
"(o) Nkosazana Dlamini-Zuma, Chairperson of the African Union Commission."	0
"A combination of double-border, tri-boundary and multi-boundary quantities of house arrest has been foreseen."	0
"Other losses - USD 14,359,998"	0
"These activities are part of an ongoing dialogue between the United Nations Rule of Law and Security Programme and the Transitional Federal Government on mine-related issues and support for the operations that will ensure that the Government is aware of the existence of the relevant international legal instruments and considers possible participation in them."	1
"Ambassador Zahir Tanin, Permanent Representative of Afghanistan to the United Nations, underlined the emerging international consensus on a transition strategy and called for greater international support for the Afghan security forces."	1
"This budget includes significant reductions in capital and operational costs, including the discontinuation of some allowances."	0
"97. In conclusion, I would like to express my appreciation for the dedicated service of my Special Representative for the Sudan, Haile Menkerios, as well as all military, police and civilian personnel serving in UNMIS."	1
"(b) To contribute to the improvement of the security conditions under which humanitarian assistance is provided and to assist in the voluntary return of refugees and internally displaced persons;"	0
"Greece submitted a draft resolution on the situation in Ethiopia and Eritrea."	0
"Members of the Commission emphasized that history showed that States that committed such crimes against their people had always been a source of instability and insecurity for their neighbours."	0
"Non-proliferation (29 March 2006; 10 December 2008)."	0
"\"The Security Council invites the Secretary-General to continue to transmit to it relevant information and analysis whenever he considers that such information or analysis would contribute to improving his work on the protection of civilians in armed conflict and to include, on an ongoing basis and as appropriate, in his written reports to the Council on matters before it, observations relating to the protection of civilians in armed conflict."	1
"The provisions of Act No. 656/2002 on preventing and combating money-laundering are in line with the provisions of Directive No. 2001/97/EC of the European Parliament and Council of 4 December 2001, amending Council Directive No. 91/308/EEC on preventing the use of the financial system for money-laundering."	1
"Indeed, the number of persons on the list for the provision of military equipment or training to listed groups is small, and the Team recommends that the Committee take additional measures to clarify the scope of the arms embargo."	1
"It urges the State party to redouble its efforts to provide security for the civilian population on its territory, including foreigners granted asylum."	1
"(a) To ensure the widest possible dissemination of information on international humanitarian, human rights and refugee law,"	1
"Requests the Secretary-General to provide Member States with guidelines and training materials on the protection, rights and special needs of women, as well as on the importance of the inclusion of women in all peacekeeping and peacebuilding measures, invites Member States to include these elements and HIV/AIDS awareness training in their national training programmes for military and civilian police personnel in preparation for deployment; and also requests the Secretary-General to ensure that civilian personnel serving in peacekeeping operations receive similar training."	1
"At the 5303rd meeting of the Security Council, held on 10 November 2005, in connection with the Council's consideration of the item entitled \"Threats to international peace and security caused by terrorist acts,\" the President of the Security Council made the following statement on behalf of the Council:"	1
"In this context, the Security Council welcomes the decision of the African Union summit in Sirte on 3 July to increase the strength of AMISOM to the level authorized by its mandate and its call on African Union member States to provide the necessary military and police personnel."	1
"Officials presented the Government &apos; s view and policies on the conflict in Darfur."	1
"Stressing that a comprehensive and coordinated return of refugees and displaced persons throughout the region continues to be crucial for the achievement of lasting peace,"	1
"The Council also expressed its intention to consider, when establishing, amending or reviewing the mandate of the relevant sanctions regimes, the inclusion of provisions relating to parties to armed conflict engaged in activities in violation of applicable international law relating to the rights and protection of children in armed conflict."	1
"Adequate and timely resources are needed to sustain processes that are supposed to be long and complex."	0
"145. However, the Monitoring Group received a response on the merits from the Government of Yemen (annex XVI), dated 30 September 2006."	0
"The report should also identify the contributions that the Council could make to the effective implementation of existing humanitarian law and should examine whether there were any significant gaps in existing legal norms, by reviewing recent reports on the matter."	1
"During its recent visit to Damascus from 10 to 15 December 2014, the Declaration Assessment Team continued to interview key members of the Syrian chemical weapons programme, held technical meetings with the National Authority of the Syrian Arab Republic and visited two sites."	0
"9. The Mwanza talks of 14 May 2000 between the Presidents of Rwanda and Uganda, who agreed to demilitarization, followed."	1
"In particular, I urge the Abkhaz side to fulfil its previous commitments, to allow the opening of a human rights sub-office in Gali, to allow local youth to receive instruction in their Georgian mother tongue and to accept the deployment of UNOMIG police officers in the Gali district."	1
"During 2007, 324 changes were made to the existing entries on the List, and 15 amendments have been made so far in 2008."	0
"While this recommendation is primarily aimed at future listings, the Committee may wish to provide specific and targeted guidance to States where such transfers have been known to have already taken place."	1
"12. Convention on the Marking of Plastic Explosives for the Purpose of Detection, signed at Montreal on 1 May 1991; ratified by the Czech Republic on 18 December 1991; entered into force on 21 June 1998."	0
"Request 5, Tarek bin al-Bashir bin Amara al-Shara &apos; i (Status: delisted)"	0
"25. Requests all Member States, and in particular the Government of Afghanistan, to inform the Committee of any information received indicating that there is a need to consider applying the provisions of paragraph 1 of this resolution to an individual, group, undertaking or entity who has been delisted, and further requests the Government of Afghanistan to submit to the Committee an annual report on the status of individuals who have reportedly been reconciled and removed from the list by the Committee in the previous year;"	1
"609. The Commission &apos; s recommendation that the Security Council refer the situation to the International Criminal Court is based on the correct assumption that the Sudanese courts are unwilling and unable to prosecute the perpetrators of the numerous international crimes committed in Darfur since 2003."	1
"2. The situation in the Middle East"	0
"As the United Nations Support Mission in Afghanistan (UNAMA), we would be irresponsible if we did not appeal to the international community, the Government of Pakistan, the Government of Afghanistan and its national forces to end that situation, particularly on the southern border."	0
"2. The Bureau of the Committee consisted of Zeid Ra &apos; ad Zeid Al-Hussein (Jordan) as Chairman, followed by Dinah Qawar (Jordan) as Chairman, the representatives of Luxembourg and Rwanda serving as Vice-Chairmen."	0
"Article 33 clearly indicates that a member of the security services can, under the umbrella of the law, torture or even kill a suspect if his or her actions are carried out in the course of his or her duties."	0
"(d) To provide any other form of support for their work or activities;"	0
"1. First series of questions"	0
"29. It was recognized that, within the framework of its activities, the Committee should continue to raise awareness about multilateral treaties whose objective was to prevent the proliferation or elimination of weapons of mass destruction so that they could contribute to their universalization."	1
"They noted that Somalia would continue to require substantial capacity-building assistance to ensure that pirate gangs could not return to peak levels."	0
"26. In addition to the reports on its visits, the Team submitted approximately 15 papers in response to requests from the Committee, addressing issues such as the reporting strategy of Member States; listed individuals believed to have died; exemptions from the travel ban; cooperation with INTERPOL; humanitarian exemptions; possible cases of non-compliance; views of the private financial sector in the sanctions regime; the checklist; working with international and regional organizations; the use of the Internet for terrorist purposes; and a table of experiences of Member States in implementing sanctions."	1
"If the Tribunal adds to its responsibilities an entire new area of compensation law, the Tribunal will not only have to develop a new jurisprudence in that case, but also have to expand its staffing significantly and develop new regulations and procedures for the valuation of claims."	0
"\"The Security Council invites the Secretary-General to redouble his efforts to ensure that the monitoring and reporting mechanism is strengthened to implement resolution 1882 (2009) in order to allow for the acceleration of awareness-raising activities and the operationalization of measures to address all violations and abuses against children, inter alia, by ensuring that all relevant United Nations agencies effectively assist in the collection of accurate, objective, reliable and verifiable information on rape and other forms of sexual violence committed against children, as well as by ensuring synergies between relevant United Nations entities, both at Headquarters and at the country level, and avoiding overlapping of functions as required by resolutions 1882 (2009) and 1888 (2009)."	1
"The city council elected in October selected a moderate Croatian component as the first single mayor of Mostar."	0
"Decides that [the mission] shall have the following mandate in the order of priority set out below: protection of civilians (g) support the efforts of the Government with international partners and neighbouring countries, with a view to creating conditions conducive to the safe, voluntary and dignified return of internally displaced persons and refugees, or voluntary local integration or resettlement."	0
":: The Committee will attach great importance to coordination with experts of other relevant subsidiary bodies of the Security Council in preparing visits and streamlining reporting procedures."	1
"Urges all parties concerned, including Member States, United Nations entities and financial institutions, to support the development and strengthening of the capacities of national institutions and local civil society networks for the defence, protection and rehabilitation of children affected by armed conflict, so as to ensure the sustainability of local child protection initiatives."	1
"Prime Minister GÃ©rard Latorty requested the Provisional Electoral Council to review this timetable, with the support of UNMIK, taking into account the constitutional requirement for the swearing-in of the President-elect on 7 February 2006, and to make changes if necessary."	1
"To be held on Thursday, 23 June 2011, at 3.15 p.m."	0
"The Secretary-General had received a request from East Timor to become a Member of the United Nations, and looked forward to the Council's consideration of that request."	1
"About 44 per cent of the load was transferred from Ceyhan in Turkey."	0
"Lebanese forces intervened on several occasions to control demonstrations and to prevent demonstrators from approaching the Blue Line."	0
"Note verbale dated 5 January 1998 from the Permanent Mission"	0
"We have contacted many of its officials at various levels to urge them to take resolute and immediate steps to disarm, arrest and hand them over to MONUC to bring them to justice for the crimes against humanity they have committed over the years."	1
"(p) To cooperate with other relevant Security Council sanctions committees, in particular the Committee established pursuant to resolution 1267 (1999);"	1
"I wish you all a blessed anniversary of independence."	0
"To be held on Thursday, 15 January 2004, at 3 p.m."	0
"Recalling the presidential statement of the Security Council of 9 May 2011 (S/PRST/2011/9), in which the Council notes that Osama bin Laden will no longer be able to commit acts of terrorism,"	0
"We haven't heard a single word; where is this credibility? I hope you don't evaporate over the rest of the state."	0
"The shareholders of the company must be announced."	0
"Each organ is headed by a full-time or permanent Chairman, who is common to both branches."	0
"The lines between underdevelopment, instability, vulnerability, crisis, conflict and war are becoming increasingly blurry, and the prevention and resolution of contemporary conflicts and peace-building require multidimensional measures."	1
"It is recognized that the Committee should take into account all international codes, standards and best practices relevant to the implementation of resolution 1373 (2001), while monitoring implementation by States."	1
"73. Changes need to be made to the mechanism for submitting reasons, whether de-listing or de-listing, to ensure timely implementation and substantive content that properly reflects the independent reviewer &apos; s analysis and findings."	1
"S/2004/396 and Corr.1"	0
"The workshop represented an important opportunity to examine ways to further facilitate the implementation of the resolution, including aspects relating to the submission of reports by all States and to full implementation."	1
"The Group is aware of 15 cases filed in five Member States, as well as before the European Court of Justice, challenging the implementation by Member States of certain aspects of sanctions."	1
"17. The Office of Information and Management will continue to expand and update the Committee &apos; s website and increase the number of electronic links available to United Nations websites and other entities with counter-terrorism mandates."	0
"What we seek is the situation that all parties can accept."	0
"Another speaker reiterated that due consideration should be given to Member States directly involved in or specifically affected by the conflict, by giving them the opportunity to make a formal statement."	1
"The Analytical Support and Sanctions Monitoring Team established pursuant to Security Council resolution 1526 (2004) concerning Al-Qaida and the Taliban and associated individuals and entities, whose mandate was extended by Security Council resolutions 1617 (2005) and 1735 (2006), has the honour to transmit to you its seventh report in accordance with resolution 1735 (2006)."	1
"The Council is considering the possibility of using the International Fact-Finding Commission established in accordance with article 90 of Additional Protocol I to the Geneva Conventions."	1
"4. Subparagraph 1 (c) of EC-M-33/DEC.1 requires the Syrian Arab Republic to complete the elimination of all its chemical weapons materials and equipment in the first half of 2014."	1
"Individuals born before 25 May 1988 or recruited after 25 May 2006 had to be demobilized immediately as required by the Comprehensive Peace Agreement."	0
"Reiterating the commitment of Member States to prevent the movement of terrorist groups, including through effective border controls, and, in this context, to urgently exchange information and improve cooperation among competent authorities to prevent the entry into and exit from their territories of terrorists and terrorist groups, to supply terrorists with weapons and to provide financing that would support terrorists,"	1
"\"The Security Council stresses the need to address the root causes of the conflict in the eastern Democratic Republic of the Congo in a sustainable manner and reiterates its support for the implementation of the commitments under the Peace, Security and Cooperation Framework for the Democratic Republic of the Congo and the region, which is essential for lasting peace and security in the Great Lakes region."	1
"Convention on the Physical Protection of Nuclear Material, 1979;"	0
"13. Urges Member States to promote the widest possible awareness of the Al-Qaida Sanctions List, including among relevant local agencies, the private sector and the general public, to ensure the effective implementation of the measures in paragraph 1; and encourages Member States to urge their corporate and property registration departments and other public and private sector registrations to regularly examine their existing databases, including, but not limited to, those containing information on legal and/or access ownership, to ensure that they do not contain names on the Al-Qaida Sanctions List;"	1
"However, the Panel does not consider this to be a flaw in the material provided because the Civil Engineering Institute does not seek compensation for loss of profits or other losses that require the Panel to deduct future payments."	0
"(e) To submit a comprehensive programme of work to the Committee for review and approval, as appropriate, in which the Monitoring Team details the activities envisaged to fulfil its responsibilities, including the proposed travel, in close coordination with the Counter-Terrorism Committee Executive Directorate and the 1540 Committee Group of Experts, in order to avoid duplication and enhance synergies;"	1
"45. The Government of Nepal should ensure that adequate measures are in place to protect child victims and witnesses, as well as children accused of having committed crimes in the context of conflict, as well as involve children in any transitional justice activities to ensure access to their experiences during the conflict."	1
"6. Encourages greater efficiency and savings, provided that this does not affect the operational capacity of the Force;"	0
"The mandate of the Unit remains under the leadership of two interim governors."	0
"Urging [the affected State], in coordination with the international community, to undertake comprehensive police, judicial and prison reform, to protect and promote human rights and fundamental freedoms and to end impunity."	1
"In another case, that Court once again considered the various elements of a targeted attack against the civilian population as part of the definition of crimes against humanity."	1
"The members of the Council stressed that UNMEE had been established at the invitation of both parties and stood ready to assist them in implementing the Algiers Agreements."	1
"42. The Chairman of the Security Council Committee established pursuant to resolution 1540 (2004) participated, together with the Chairman of the Security Council Committee established pursuant to resolution 1373 (2001), in the twelfth meeting of heads of special security operations, security agencies and law enforcement organizations in the area of counter-terrorism, organized by the Federal Security Service of the Russian Federation."	1
"First, according to United Nations estimates, there are 1.65 million internally displaced persons in Darfur and more than 200,000 refugees from Darfur are from neighbouring Chad."	0
"32. The constitutional process for Somalia has accelerated."	0
"5. Mr. Rajiva Bhushan Sinha (India)"	0
"Reaffirms its condemnation of all incitements to violence against civilians in situations of armed conflict, further reaffirms the need for individuals who incite or cause such violence to be brought to justice and, when authorizing the deployment of missions, expresses its readiness to consider steps, where appropriate, in response to media broadcasts of incitement to genocide, crimes against humanity and serious violations of international humanitarian law."	1
"\"The Security Council reaffirms the obligation of all Member States to settle disputes and settle disputes in accordance with the Charter of the United Nations and calls upon the international community to assist, as appropriate, in the efforts of regional and subregional organizations to resolve disputes peacefully and to prevent and resolve conflicts in accordance with the Charter of the United Nations and relevant Security Council resolutions."	1
"108. Property belonging to press groups and radio channels was damaged:"	0
"The Executive Directorate will also continue its constructive dialogue with Member States through meetings at United Nations Headquarters, visits, workshops and videoconferences with officials in the capitals concerned, with a view to informing the Committee on the implementation by Member States of relevant elements of resolutions on counter-terrorism, including updates of preliminary implementation assessments, new steps taken to combat terrorism and new developments related to facilitating the provision of technical assistance."	1
"He replied that the war had set aside the basic requirements of the rule of law and that one of the problems they had encountered in particular was the absence of judges in the face of the progress of the armies."	0
"Following this exchange, the Group discussed the matter with the Committee and opened similar programmes to other States in order to expand its research."	1
"63. UNDP has established two trust funds to facilitate the mobilization and coordination of financial assistance in support of the implementation of operations under the Ouagadougou Agreement. The first, which provides support to recovery programmes, has received voluntary contributions of $8.4 million in addition to pledges of $12.4 million."	0
"The Council urges the United Nations Organization Stabilization Mission in the Democratic Republic of the Congo (MONUSCO), the United Nations Integrated Peacebuilding Office in the Central African Republic (BINUCA), the United Nations Mission in South Sudan (UNMISS) and other United Nations actors in the LRA-affected region to continue to work with regional forces and non-governmental organizations to encourage defections and support disarmament, demobilization, repatriation, resettlement and reintegration efforts throughout the LRA-affected area."	1
"To be held on Tuesday, 15 February 2005, at 1.05 p.m."	0
"25. Calls upon all States to exercise responsibility in the management and minimization of the use of highly enriched uranium for civilian purposes, both technically and economically, including through the promotion of the conversion of nuclear research reactors and the production of isotopes towards the use of low enriched uranium fuel types and targets;"	1
