"es"	"VerCoop"
"Además, la información y las pruebas proporcionadas eran insuficientes para respaldar la afirmación de que el margen de beneficios habría sido del 15%."	0
"c) La Comisión tendrá atribuciones para determinar el lugar y las modalidades a los efectos de entrevistar funcionarios sirios u otras personas de esa nacionalidad que considere pertinentes a la investigación;"	1
"f) Acogió con agrado y subrayó la importancia de que la Dirección Ejecutiva estuviera lista para participar intensivamente en todas las actividades que se emprendan con arreglo a la Estrategia global de las Naciones Unidas contra el terrorismo y brindarles apoyo, incluso en el marco del Equipo Especial sobre la ejecución de la lucha contra el terrorismo, creado para asegurar la coordinación y coherencia generales de las actividades de lucha contra el terrorismo en el sistema de las Naciones Unidas."	1
"El Grupo de la categoría \"C\" determinó las pérdidas que podían pertenecer a esta subcategoría."	0
"El Consejo insta al [Estado afectado] a que siga dando asilo a todos los refugiados cualquiera sea su origen."	1
"El Consejo de Seguridad exhorta al Sudán y al Chad a que respeten y apliquen plenamente sus compromisos mutuos, en particular los contraídos en el Acuerdo de Doha de 3 de mayo de 2009 y el Acuerdo de Dakar de 13 de marzo de 2008, a que entablen conversaciones constructivas con el grupo de contacto de Dakar y acojan los buenos oficios de Libia y de Qatar para normalizar sus relaciones, cooperen para poner fin a las actividades transfronterizas de los grupos armados y refuercen las medidas dirigidas a reprimir el tráfico ilícito de armas en la región, incluso mediante el establecimiento de una eficaz vigilancia conjunta de las fronteras."	1
"b) Hechos respecto de los cuales puede imputarse responsabilidad individual"	0
"El Comité se esfuerza por asegurar que la Lista consolidada sea dinámica y responda a la amenaza cambiante que plantean Al-Qaida y los talibanes."	1
":: Será creado mediante una resolución de la Asamblea General y estará sujeto a la autoridad de la Asamblea."	0
"El Consejo considera que la ampliación de las actividades relacionadas con el imperio de la ley es fundamental para las estrategias de consolidación de la paz en las sociedades que han sufrido conflictos y pone de relieve la función que incumbe al respecto a la Comisión de Consolidación de la Paz."	1
"La Misión está examinando junto con algunos líderes de los combatientes rwandeses y con el Gobierno de Transición las modalidades técnicas de repatriación, y ha publicado la decisión adoptada por el Gobierno de Rwanda de no enjuiciar a ningún ex combatiente que tuviera 14 años o menos durante el genocidio de 1994."	1
"11. Subraya que las organizaciones internacionales y regionales especializadas tienen una importante función que desempeñar en el fomento de la comprensión de la amenaza terrorista, y en la facilitación de la cooperación internacional en la esfera de la lucha contra el terrorismo, especialmente mediante la prestación de asistencia técnica y asistencia conexa, según se solicite."	1
"También visitó el campamento de refugiados de El-Aaiún."	1
"No todos los Estados han recogido en su derecho interno el principio aut dedere aut judicare (extraditar o enjuiciar) de conformidad con los instrumentos internacionales de lucha contra el terrorismo."	0
"Además, las instalaciones eran básicas, sin espacios adecuados para los niños."	0
"La Unión Democrática y Popular de Côte d'Ivoire exige que se esclarezcan tales hechos y se haga justicia."	1
"Al concertar esos acuerdos en nombre de sus \"movimientos\" respectivos los dirigentes de cada movimiento asumieron plena responsabilidad por la conducta de sus combatientes."	0
"B. Normas vinculantes para los rebeldes El Movimiento y Ejército de Liberación del Sudán y el Movimiento Justicia e Igualdad, al igual que todos los insurgentes que han adquirido un cierto grado de organización, estabilidad y control efectivo del territorio, poseen personalidad jurídica internacional y, por lo tanto, son vinculantes para ellos las normas pertinentes del derecho internacional consuetudinario sobre los conflictos armados internos a que se hace referencia en los párrafos anteriores. Es probable que esto también sea cierto del Movimiento Nacional de Reforma y Desarrollo."	1
":: El seguimiento de la cuestión no terminaría si se extinguiese el mandato de la UNAMI en el futuro;"	0
"A pesar de la derrota militar del M23, los grupos armados congoleños y extranjeros, incluidas las Fuerzas Democráticas Aliadas (FDA), las Fuerzas Democráticas de Liberación de Rwanda (FDLR) y los numerosos grupos Mayi Mayi, siguen constituyendo una amenaza para la población civil y la estabilidad y el desarrollo del este de la República Democrática del Congo y la región de los Grandes Lagos."	0
"Desde entonces, ocurrieron dos acontecimientos importantes, a saber, el traslado, el 31 de octubre de 2009, de los ocho detenidos condenados hasta la fecha por el Tribunal a Rwanda, donde cumplirán sus condenas, y el paso, el 16 de noviembre de 2009, de la administración de las instalaciones de detención del Tribunal al Gobierno de Sierra Leona."	0
"La inspección financiera de las organizaciones benéficas por parte de la Junta de inspección de finanzas ha sido especialmente intensa durante el período de 1997 a 2002, y se ha reducido desde entonces."	0
"El Consejo de Seguridad reitera su llamamiento a todas las partes en los conflictos armados, incluidas las partes no estatales, para que cumplan cabalmente las disposiciones de la Carta de las Naciones Unidas y las normas y principios del derecho internacional, en particular y en cuanto sean aplicables el derecho internacional humanitario y el relativo a los derechos humanos y los refugiados, y para que apliquen plenamente las decisiones pertinentes del Consejo de Seguridad."	1
"Hasta la fecha, 22.656 personas (3.075 familias) se han preinscrito en el campamento El Aaiun."	0
"Ha ganado relieve gracias al predicador populista Anwar al-Aulaqi (QI.A.283.10) que, a diferencia de los altos jefes, ha podido establecer contacto con grupos de jóvenes y reclutar a numerosos adeptos."	0
"Los días 6 al 9 de febrero, el Reino Unido organizó en Wilton Park una conferencia sobre Somalia."	0
"El Consejo de Seguridad reitera su firme condena de todas las violaciones del derecho internacional aplicable cometidas contra mujeres y niñas en conflictos armados y situaciones posteriores a conflictos, incluidas la violencia sexual y basada en el género y los asesinatos y las mutilaciones, e insta a que todas las partes pongan fin a tales actos totalmente y con efecto inmediato."	0
"a) Analizar la evolución de los riesgos y amenazas;"	0
"El Consejo de Seguridad reconoce la necesidad de que en su propia labor se preste una atención más sistemática al cumplimiento de los compromisos sobre las mujeres, la paz y la seguridad con el fin de que mejore la intervención de las mujeres en la prevención y solución de los conflictos y en la consolidación de la paz, así como de que se siga integrando la perspectiva de género apropiada en los mandatos de las misiones pertinentes de mantenimiento de la paz de las Naciones Unidas y en otros ámbitos temáticos pertinentes de la paz y la seguridad."	1
"Una vez implementadas, las medidas contribuirían considerablemente a aumentar la capacidad de Somalia para llevar a cabo operaciones de lucha contra la piratería frente a sus costas."	1
"El Consejo de Seguridad destaca la necesidad de abordar de forma sostenible las causas profundas del conflicto en la parte oriental de la República Democrática del Congo y reitera su apoyo al cumplimiento de los compromisos contraídos en virtud del Marco de Paz, Seguridad y Cooperación para la República Democrática del Congo y la Región, que es esencial para lograr una paz y una seguridad duraderas en la región de los Grandes Lagos."	1
"El equipo de Darfur occidental estuvo integrado por dos investigadores y un analista militar, y contó con el apoyo de uno o dos expertos forenses, según las necesidades."	0
"La finalidad de esa iniciativa era aumentar la seguridad en la región, reforzar la Alianza del Valle del Juba y reconciliar al General \"Morgan\" y la Alianza, que durante años han estado luchando por el control de territorios en el Valle del Juba."	0
"A juicio del Equipo, una de las ventajas más fuertes del Comité es que funciona por consenso, y la adopción de los procedimientos de votación del Consejo de Seguridad en el Comité menoscabaría una importante práctica de trabajo."	1
"Los Estados de la subregión vigilan sus puntos débiles en lo que a tráfico de armas se refiere y han establecido marcos normativos a fin de tipificar como delito el tráfico ilícito y controlar la producción, venta y transferencia de armas y explosivos."	0
"El Consejo de Seguridad reafirma el papel esencial que desempeñan las mujeres en la prevención y solución de los conflictos, las negociaciones de paz, la consolidación y el mantenimiento de la paz, la respuesta humanitaria y la reconstrucción después de los conflictos, reafirma además la importancia de la prevención de la violencia sexual y la protección frente a ella en los conflictos armados y las situaciones posteriores a conflictos y destaca la necesidad de que las Naciones Unidas y las organizaciones regionales y subregionales procuren asegurar la plena integración de la mujer y de la perspectiva de género en todas las actividades relacionadas con la paz y la seguridad que emprendan las Naciones Unidas y las organizaciones regionales y subregionales, incluso desarrollando la capacidad necesaria para ello."	1
"a) En el lugar de los hechos reinó el caos no sólo durante las primeras horas después de la explosión, en que la prioridad consistió en apagar el incendio, salvar a los heridos y localizar a los desaparecidos, sino lamentable e innecesariamente durante mucho más tiempo;"	0
"Los intentos fallidos de Aiman Muhammad Rabi al-Zawahiri de mediar en los conflictos internos entre Al-Qaida y Jabhat al Nusra (una entidad afiliada a Al-Qaida en el Iraq), así como las continuas luchas en el seno de Al-Shabaab ponen de manifiesto los límites de la autoridad de Al-Zawahiri."	0
"h) Presentarle, por conducto del Comité, un informe de mitad de período dentro de los 90 días siguientes a su establecimiento;"	1
"10. Reitera la importancia de que todos los Estados determinen, y en caso necesario adopten, procedimientos adecuados para aplicar plenamente todos los aspectos de las medidas descritas en el párrafo 1, insta encarecidamente a todos los Estados Miembros a que pongan en práctica las normas internacionales completas incorporadas en las cuarenta recomendaciones revisadas sobre la lucha contra el blanqueo de dinero y la financiación del terrorismo y la proliferación formuladas por el Grupo de Acción Financiera, en particular la recomendación 6 relativa a las sanciones financieras selectivas que se refieren al terrorismo y la financiación del terrorismo;"	0
"El Consejo de Seguridad recuerda también los horrendos ataques terroristas que tuvieron lugar el 11 de septiembre de 2001 en Nueva York, Washington, D.C. y Pennsylvania, y los numerosos ataques perpetrados por la red en todo el mundo."	0
"En esa resolución, el Consejo pedía al Secretario General que estableciera en la Secretaría (Subdivisión de Órganos Subsidiarios del Consejo de Seguridad) un punto focal administrativo para recibir las solicitudes de personas y entidades que figuran en las listas de sanciones."	1
"En el artículo 21, párrafo 2, del anexo de la resolución 1757 (2007) del Consejo de Seguridad se establece que si al terminar su mandato actual el Tribunal Especial no ha finalizado sus actividades, \"el Acuerdo se prorrogará para que pueda culminar su labor en el plazo o los plazos que determine el Secretario General en consulta con el Gobierno [del Líbano] y el Consejo de Seguridad\"."	1
"El 5 de septiembre de 2011, la Comisión de Inscripción de Partidos Políticos convocó un seminario sobre la reforma legal, durante el que los participantes examinaron el mandato de la Comisión y recomendaron, entre otras cosas, la revisión de la Ley de partidos políticos de 2002 con el fin de otorgar a la Comisión autoridad legal para exigir el cumplimiento del código de conducta de los partidos políticos."	1
"El Representante Especial puso de relieve el importante progreso político, en particular en el proceso de formación del Estado y acogió favorablemente el proceso de reconciliación y de establecimiento de las administraciones provisionales en curso."	1
"La llegada a Kosovo oriental de 5.000 albaneses étnicos internamente desplazados procedentes del valle de Presevo tuvo repercusiones en las comunidades minoritarias que viven en esa región."	0
"Los dhows, que operan regularmente en la ruta entre Somalia y los puertos viejo y nuevo de Mombasa, transportan café, té, etc. a Somalia y carga general, pescado, etc. a Kenya."	0
"6. Garantizar un reparto justo y equilibrado de los recursos nacionales e internacionales para ofrecer a todas las partes del país perspectivas tangibles de bienestar;"	0
"En la nota del Ministerio de la Federación de Rusia se propone que los Estados miembros de la Comunidad de Estados Independientes adopten medidas análogas y se retiren del régimen de restricciones impuesto contra Abjasia en 1996."	1
"En mayo habrá otra oportunidad para que 400 miembros puedan inscribirse y se interrumpiría la inscripción durante el resto del año."	0
"Ello no afectaría a la conclusión de la Comisión de que el Gobierno del Sudán no ha aplicado una política de genocidio en Darfur."	1
"Hasta la fecha el Consejo no ha solicitado que el Secretario General informe al Consejo sobre sus esfuerzos, como se le invitó a hacerlo en declaraciones de la Presidencia de 2009 y 2010, encaminados a incorporar la cuestión del tráfico de drogas como factor en las estrategias de prevención de conflictos, el análisis de los conflictos, la evaluación y la planificación de las misiones integradas y el apoyo a la consolidación de la paz."	1
"Igualmente preocupantes resultan las informaciones respecto del aumento de las tensiones entre los partidos del Gobierno y de la oposición en el marco de cuestiones que son decisivas para el futuro Kosovo, así como la persistencia de elementos dispuestos a recurrir a la violencia."	0
"El Consejo de Seguridad destaca la importancia de que se preste asistencia a los Estados Miembros para la promoción de la participación plena y en pie de igualdad de las mujeres en los procesos electorales y las reformas constitucionales posteriores a los conflictos."	1
"El Consejo de Seguridad reitera que poner fin a la impunidad es fundamental para la reconciliación nacional en Haití."	1
"v) A fin de asistir al Gobierno en la ejecución de su programa y consolidar y fortalecer los mecanismos existentes de seguimiento, se establecerá un Grupo de Trabajo Internacional a nivel ministerial, que se reunirá una vez por mes en Côte d'Ivoire a fin de evaluar, supervisar y seguir de cerca el proceso de paz, incluida la hoja de ruta acordada en Pretoria y cualesquiera otros acuerdos subsiguientes, indicando el grado de cooperación de las partes y otros agentes interesados, su respeto por los compromisos contraídos y, en caso necesario, cualquier actitud que pueda entorpecer la conclusión satisfactoria del proceso de paz y reconciliación en Côte d'Ivoire, y para formular las recomendaciones apropiadas al Consejo de Paz y Seguridad de la Unión Africana y al Consejo de Seguridad de las Naciones Unidas."	0
":: 14 de febrero de 2005: Rafik Hariri y otras 22 personas mueren en una explosión masiva en una zona costanera del centro de Beirut."	0
"c) Alentar a los Estados a mejorar la seguridad de las fronteras en los puntos de ingreso para prevenir el traslado ilegal transfronterizo de personas, carga, y armas y explosivos, así como el transporte físico transfronterizo de dinero y otros instrumentos al portador. América del Sur"	1
"2. La situación en Côte d'Ivoire."	0
"La existencia de opiniones divergentes en la Unión Africana y las Naciones Unidas a este respecto complicará cualquier proceso de transición."	0
"Se está revisando la Ley contra la corrupción."	0
"En cumplimiento del artículo 15 del reglamento provisional del Consejo de Seguridad, el Secretario General comunica que ha recibido del Representante Permanente del Reino Unido de Gran Bretaña e Irlanda del Norte ante las Naciones Unidas una carta de fecha 15 de julio de 2013 en que se indica que el Sr. Christopher Hunter ha sido nombrado representante suplente del Reino Unido de Gran Bretaña e Irlanda del Norte en el Consejo de Seguridad."	0
"13. Alienta a INTERPOL a que intensifique sus esfuerzos con respecto a la amenaza que plantean los combatientes terroristas extranjeros y a que recomiende o establezca recursos adicionales para apoyar y alentar la adopción de medidas nacionales, regionales e internacionales para vigilar y prevenir el tránsito de combatientes terroristas extranjeros, como la ampliación de la utilización de las Notificaciones Especiales de INTERPOL de modo que incluyan a los combatientes terroristas extranjeros;"	1
"Insta a los Estados Miembros a que velen por que aumente la representación de la mujer en todos los niveles de adopción de decisiones de las instituciones y mecanismos nacionales, regionales e internacionales de prevención, gestión y solución de conflictos."	1
"Además, una mayor coordinación e interoperabilidad entre esas organizaciones, así como la elaboración y el intercambio de estrategias comunes, políticas operacionales y prácticas recomendadas en la gestión civil de las crisis, permitirían aumentar la eficacia y la coherencia en la gestión de las crisis."	1
"El Grupo destacó que la labor inmediata consistía en popularizar el Documento de Doha para asegurar que fuera aceptado por la población de Darfur y persuadir a los grupos armados restantes de que lo firmaran."	1
"El personal será remunerado por las Naciones Unidas y prestará servicios en las condiciones establecidas aplicables al personal con nombramientos de plazo fijo."	0
"Solicita al Secretario General que vele por que: a) se siga vigilando la situación de los niños, incluida la estrecha cooperación con las instancias encargadas de su protección, y refiriéndose a ella en los informes mencionados en el [párrafo pertinente]; y b) continúe el diálogo con las partes en el conflicto para formular y ejecutar planes de acción con plazos destinados a poner fin al reclutamiento y la utilización de niños soldados y otras violaciones del derecho internacional humanitario y de las normas internacionales de derechos humanos cometidas contra niños;"	1
"En las reuniones internacionales, el Equipo ha tenido la posibilidad de examinar la sensibilización de los Estados respecto del régimen de sanciones sin que hubiera preparación."	1
"En conclusión, y coincidiendo con la mayoría de los informes de otras fuentes al respecto, la Comisión comprobó que la mayoría de los actos de saqueo fueron perpetrados por los Janjaweed y, en algunos casos, por las fuerzas del Gobierno."	0
"Sin embargo, la supervisión de estos organismos generalmente se centra en esferas diferentes de la lucha contra el terrorismo y su financiación."	0
"Algunos miembros del Consejo mencionaron con preocupación el hecho de que todavía no hubieran avanzado las investigaciones de crímenes cometidos por los rebeldes."	1
"La Autoridad expresa su agradecimiento a la Unión Africana y a las Naciones Unidas por la asistencia multifacética que han prestado a las iniciativas emprendidas en la región para alcanzar una solución pacífica."	1
"40. Acoge con beneplácito la presentación periódica de información por parte del Gobierno del Afganistán sobre el contenido de la Lista y los efectos de las sanciones selectivas en lo que concierne a contrarrestar las amenazas a la paz, la estabilidad y la seguridad del Afganistán y a apoyar la iniciativa de reconciliación dirigida por el Afganistán;"	1
"Acoge con beneplácito el compromiso de luchar contra el flagelo del terrorismo internacional, expresado por los Estados, entre otras ocasiones, en los debates de las sesiones plenarias de la Asamblea General celebradas del 1° al 5 de octubre de 2001, exhorta a todos los Estados a adherirse cuanto antes a los convenios y protocolos internacionales pertinentes relativos al terrorismo, y alienta a los Estados Miembros a avanzar en esta dirección,"	1
"Sírvase indicar si las posiciones pertinentes del Código Penal de China se aplican en todas las circunstancias siguientes:"	0
"i) Intensificar su cooperación con las organizaciones internacionales, regionales y subregionales y establecer modalidades operativas con cada una de ellas, que tengan en cuenta las diferencias existentes entre sus capacidades y mandatos, entre ellas intercambios a nivel operativo, exposiciones informativas al Comité y de este, y mejores acuerdos de intercambio de información;"	1
"Suspensión y reanudación de las operaciones de identificación"	0
"Las notificaciones fueron redactadas de conformidad con el párrafo 24 del 18º informe \"E4\"."	0
"Algunos reiteraron la necesidad de una coordinación más estrecha entre las entidades de las Naciones Unidas de lucha contra el terrorismo."	1
"Mayor conocimiento por parte de las refugiadas de sus derechos y opciones legales y mayor apoyo a su disposición."	1
"En los pequeños pueblos mineros situados fuera de las principales ciudades operan veintenas de negociantes y, según el Centre d'Expertise, Evaluation et Certification (CEEC), en Mbuji Mayi se cuentan por centenares."	0
"El Consejo de Seguridad sigue profundamente preocupado por las devastadoras consecuencias humanitarias, políticas y económicas de los conflictos armados; y hace hincapié en la imperiosa necesidad política y moral de prevenir el estallido y la escalada de los conflictos armados y las crisis humanitarias, así como en el beneficio que ello supone para la paz y el desarrollo y para las relaciones amistosas entre todos los Estados."	0
"A. Categoría D6 (pérdida de ingresos): indemnizaciones"	0
"Recordando la aprobación de la resolución 2122 (2013) y reafirmando su intención de prestar mayor atención a las cuestiones relativas a las mujeres, la paz y la seguridad en todas las esferas temáticas pertinentes de que se ocupa, en particular las amenazas a la paz y la seguridad internacionales causadas por actos terroristas,"	1
"Una solución parcial podría consistir en imponer limitaciones de tiempo para comunicar los motivos. Esto sería coherente con el proceso de la Oficina del Ombudsman en general, a lo largo de todo el cual rigen plazos estrictos."	1
"Esto ayudará a facilitar las disposiciones respecto de la detención, el enjuiciamiento y el período posterior a la condena de los delincuentes de alto riesgo de conformidad con las normas internacionales de derechos humanos."	1
"El aumento de la protección de los civiles en los conflictos armados constituye una parte fundamental de la labor del Consejo de Seguridad de las Naciones Unidas en lo que respecta al mantenimiento de la paz y la seguridad."	1
"Todos los Estados son partes en el Convenio sobre la financiación del terrorismo, han promulgado leyes relativas al blanqueo de dinero y a la lucha contra la financiación del terrorismo y han establecido unidades de inteligencia financiera inscritas en el Grupo Egmont."	0
"El Programa de Asistencia Técnica para Investigaciones Criminales Internacionales y el programa CARDS de la Comisión Europea han acordado formar instructores de policía local para que éstos puedan instruir a su vez tanto a especialistas como a directores de rango superior."	0
":: Habría que examinar maneras innovadoras de establecer sistemas amplios que se refuercen mutuamente que vincularan a la Corte Penal Internacional, cualesquiera tribunales híbridos futuros y los organismos nacionales, así como los procedimientos penales y los programas de reparaciones."	1
"El Consejo de Seguridad exhorta además al Gobierno de la República Democrática del Congo a que siga aplicando su plan de acción para prevenir y poner fin al reclutamiento y la utilización de niños, así como para prevenir y poner fin a todos los actos de violencia sexual contra los niños por las FARDC."	0
"Expresando su preocupación por todas las violaciones y abusos de los derechos humanos, el Consejo exhorta a las autoridades libias a investigar y hacer comparecer ante la justicia a los autores de tales actos, incluidos los cometidos contra los niños."	1
"Con el fin de reinstaurar una estabilidad real, es necesario un planteamiento detallado y de gran alcance, que incluya un conjunto amplio de herramientas jurídicas, políticas e internacionales."	0
"Poniendo de relieve que el diálogo entre el Comité establecido en virtud de la resolución 1267 (1999) (\"el Comité\") y los Estados Miembros es fundamental para que las medidas se apliquen plenamente,"	1
"Actualmente, se cree que unos 47 grupos armados no estatales han estado o están en posesión de MANPADS."	0
"El Comité formuló recomendaciones en los ámbitos de la seguridad, la ayuda humanitaria, la mejora de la estructura social, los servicios y el desarrollo, la instalación de puestos de policía con medios logísticos adecuados para dar una respuesta rápida a las crisis y decomisar las armas que estuvieran en poder de quienes no debieran tenerlas."	1
"El Equipo ha seguido promoviendo la labor del Comité mediante exposiciones en la Facultad de Derecho de la Universidad de Columbia, y en deliberaciones con instituciones académicas en el campo de la lucha contra el terrorismo, como el Cuarto Proyecto de Evaluación de la lucha contra el terrorismo, el Instituto Watson de la Universidad de Brown, y otras instituciones de enseñanza terciaria."	1
"Muchos de los ataques terrestres y aéreos contra las aldeas provocaron la matanza indiscriminada de civiles."	0
"El Consejo de Seguridad reafirma que el terrorismo en todas sus formas y manifestaciones constituye una de las amenazas más graves a la paz y la seguridad y que todos los actos de terrorismo son criminales e injustificables, independientemente de su motivación, de cuándo se hayan cometido y de quiénes sean los perpetradores."	1
"Cuando los efectivos internacionales comenzaron a detener a personas, el escaso personal del sector judicial celebró las audiencias preliminares y los interrogatorios a los detenidos."	0
"El Consejo de Seguridad expresa su intención de considerar, al establecer o renovar el mandato de los comités de sanciones pertinentes, la inclusión de disposiciones relativas a las partes que vulneran el derecho internacional aplicable a los derechos y la protección de los niños en los conflictos armados."	1
"El Movimiento Árabe de Azawad (MAA), la Coordinadora de Movimientos y Fuerzas Patrióticas de Resistencia (CM-FPR) y la Coalición del Pueblo para Azawad (CPA), en su calidad de partes en el Acuerdo Preliminar para la Celebración de Elecciones Presidenciales y Conversaciones de Paz Inclusivas en Malí, firmado el 18 de junio de 2013 en Uagadugú;"	1
"1.16 ¿Dispone Mauricio de tecnología para detectar documentos de viaje falsificados?"	0
"La Unión Europa también manifestó apoyo a la declaración de mi Representante Especial de 8 de septiembre de 2005, en que se subrayaba que no podía darse una solución militar a los problemas a que se enfrentaban las instituciones federales de transición."	1
"El juicio de 37 exfuncionarios del antiguo régimen, incluidos Saif al-Islam Al-Qadhafi y Abdullah al-Senussi, se inició en Trípoli el 24 de marzo."	0
"Que se celebrará el lunes 7 de febrero de 2011, a las 10.00 horas"	0
"Todo ello requiere una lucha sumamente decidida contra arraigados actores no estatales, cuya existencia representa una amenaza y un obstáculo para el pleno ejercicio de la soberanía del Estado afgano."	0
"En la 5764ª sesión del Consejo de Seguridad, celebrada el 22 de octubre de 2007, en relación con el examen del tema titulado \"Amenazas a la paz y la seguridad internacionales causadas por actos terroristas\", el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:"	1
"También exhortaron a las Forces Nouvelles a que empezaran lo antes posible, antes del 15 de octubre, y sin condiciones previas, el proceso de desmovilización, desarme y reintegración que acordaron en Accra, e hicieron hincapié en que todos los grupos paramilitares y de milicias también debían ser desarmados."	1
"Estos documentos se pueden consultar en el sitio web del Comité."	0
"En consecuencia, insto a Vuestra Excelencia a que vele por la aplicación del Capítulo VII de la Carta de las Naciones Unidas de conformidad con el Acuerdo de Argel, que lleva su firma, pues Etiopía ha mantenido y sigue manteniendo su posición intransigente desde hace casi dos años."	1
"De conformidad con el apartado c) del párrafo 1 del documento EC-M-33/DEC.1, la República Árabe Siria debía concluir la eliminación de todo el material y el equipo relacionados con las armas químicas durante el primer semestre de 2014."	1
"La comunidad internacional se había cansado de lo que, con o sin razón, consideraba que eran dos estructuras lentas, enormes y costosas que, según algunos, tenían una relevancia cuestionable para los más afectados por los crímenes."	0
"Los recursos que pueden ser objeto de saqueo, en particular aquellos a los que pueden acceder directamente los líderes de los militantes (en lugar de hacerlo por medio de su cadena de mando), pueden prolongar los conflictos creando problemas de disciplina que dificultan que los dirigentes impongan una solución a sus seguidores."	0
"Dijo que las fuerzas armadas de Côte d'Ivoire recibían instrucción de forma habitual sobre derecho internacional humanitario, y que la protección de la población civil formaba parte de la doctrina del ejército nacional."	1
"y) Celebrar consultas con los representantes de las organizaciones internacionales pertinentes, como la Asociación de Transporte Aéreo Internacional (IATA), la Organización de Aviación Civil Internacional (OACI) y la Organización Mundial de Aduanas (OMA), para promover el conocimiento y el cumplimiento de las medidas relativas a la prohibición de viajar y el embargo de armas;"	1
"En situaciones posteriores a conflictos también los retos que afrontan las mujeres siguen siendo enormes."	0
"La Fuerza sigue aumentando su capacidad antidisturbios con objeto de estar mejor preparada para hacer frente a cualquier resurgimiento de la violencia."	0
"b) Solucionar las deficiencias en la tipificación como delito de la financiación del terrorismo e incluirlo como delito determinante del blanqueo de dinero, así como las relativas a la congelación de activos de terroristas, previéndose en particular la existencia de salvaguardias suficientes e incluyéndose exenciones humanitarias en los procedimientos de congelación;"	1
"b) Trabajar con los Estados y la Subdivisión de Prevención del Terrorismo de la UNODC a fin de promover las mejores prácticas y facilitar la creación de capacidad y la capacitación de los miembros de la judicatura, los organismos encargados de hacer cumplir la ley y otros funcionarios públicos competentes con respecto a los procedimientos de solicitud y prestación de asistencia en las investigaciones penales y en la asistencia judicial y la extradición;"	1
"Protocolo complementario II del Convenio Europeo sobre cooperación judicial en materia penal;"	0
"Subrayando la necesidad de intensificar la lucha contra el terrorismo en el plano nacional y de reforzar, bajo los auspicios de las Naciones Unidas, la cooperación internacional efectiva en esta esfera basada en el respeto de los principios de la Carta de las Naciones Unidas y las normas del derecho internacional, incluido el respeto del derecho internacional humanitario y de los derechos humanos,"	0
"La indicación que dan a sus seguidores es que ataquen donde puedan y cuando puedan."	0
"Insta encarecidamente a los Estados Miembros a que proporcionen toda la información pertinente al Ombudsman, incluida toda información confidencial pertinente, cuando proceda, alienta a los Estados Miembros a proporcionar información pertinente de manera oportuna, acoge con beneplácito los acuerdos concertados a nivel nacional por algunos Estados Miembros con la Oficina del Ombudsman para facilitar el intercambio de información confidencial, alienta a los Estados Miembros a seguir cooperando a este respecto, en particular mediante la concertación de acuerdos con la Oficina del Ombudsman para facilitar el intercambio de información de ese tipo, y confirma que el Ombudsman debe cumplir todas las restricciones relativas a la confidencialidad que impongan a dicha información los Estados Miembros que la suministren;"	1
"La misión recordará que el Consejo está dispuesto a respaldar a las autoridades de transición en su lucha contra la impunidad en la República Democrática del Congo."	1
"En la declaración de su presidencia del 4 de septiembre (S/PRST/2008/33), el Consejo de Seguridad pidió al Secretario General que buscara Estados que pudieran aportar los recursos financieros, el personal, el equipo y los servicios necesarios para una fuerza multinacional para Somalia y se pusiera en contacto con ellos."	1
"Un tercer orador, indicó que, si no hubiera espíritu de colaboración entre los miembros permanentes y los elegidos, el Consejo se encontraría constantemente sin poder avanzar, puesto que, para ser aprobadas, las resoluciones debían ser aprobadas por nueve votos."	1
"11. Encomienda al Comité que coopere con los demás comités de sanciones del Consejo de Seguridad, en particular con el establecido en virtud de la resolución 1988 (2011); Inclusión en la Lista"	1
"Anexo MISIÓN DE LAS NACIONES UNIDAS EN LA REPÚBLICA CENTROAFRICANA:"	0
"Los países sahelianos están logrando progresos en sus capacidades de lucha contra el terrorismo."	0
"Para que los posibles autores de solicitudes entiendan claramente ese proceso y sepan qué medidas se tomarán y para asegurar una aplicación uniforme, se han elaborado prácticas y procedimientos y se ha difundido información sobre ellos para explicar en forma más concreta el proceso."	1
":: Participará plenamente en actos y seminarios regionales que contribuyan a la sensibilización y promuevan la aplicación de la resolución 1540 (2004) y aumentará sus esfuerzos por concienciar a los parlamentarios y otras instancias decisorias de alto nivel"	1
"El Consejo de Seguridad alienta a las organizaciones regionales y subregionales pertinentes a que sigan participando en el arreglo pacífico de las controversias, según proceda, incluso mediante actividades de prevención de conflictos, fomento de la confianza y mediación, y subraya la importancia de aprovechar la capacidad actual y potencial de las organizaciones regionales y subregionales a este respecto."	1
"En la 5052ª sesión del Consejo de Seguridad, celebrada el 6 de octubre de 2004, en relación con el examen realizado por el Consejo de los temas titulados \"La justicia y el Estado de derecho: el papel de las Naciones Unidas\" y \"La reconciliación nacional después de los conflictos: el papel de las Naciones Unidas\", el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:"	1
"Sin embargo, las tensiones entre comunidades siguen siendo elevadas en algunas regiones, y se han producido varios ataques."	0
"Los guardias del Servicio de Inteligencia de Fronteras están directamente al mando de los oficiales del Servicio de Inteligencia Militar de la división en que estén destinados y sujetos además a la cadena de mando ordinaria de las fuerzas armadas."	0
