"","en_ar_DEEP","MatCoop"
"929","32. تم تحديد عدة أنواع من المفسدين ووضع استراتيجيات للتعامل معها.",0
"930","(ب) المعدات القادرة على تحديد حجم الجسيمات الناتجة إلى أقل من 400 ميكرون.",0
"931","11 - قدم الفريق العامل 3 التابع لفريق الاتصال المعني بالقرصنة قبالة سواحل الصومال مبادئ توجيهية مؤقتة بشأن التدابير المتعلقة برفاهية البحارة وأسرهم المتضررين من القرصنة قبالة سواحل الصومال إلى المنظمة البحرية الدولية حتى يمكن استخدامها كإطار مرجعي. في التعامل مع رفاهية البحارة المتضررين من القرصنة في أجزاء أخرى من العالم.",1
"932","كانت كلتا الطائرتين غير مسلحتين في السابق وتم استخدامهما كطائرة عرض، وتم إعادة تصديرهما ظاهريًا لنفس الغرض. ووصلوا إلى كوت ديفوار في عام 2004.",0
"933","خسارة الممتلكات الشخصية (033 969 ريالاً سعودياً)",0
"934","وسوف يؤدي التقدم في هذا المجال إلى تمكين مراكز الأمن العام في جمهورية صربسكا وإدارة الشرطة في وزارة الداخلية في اتحاد البوسنة والهرسك من العمل باستخدام منهجية مالية محسنة في العام المقبل.",1
"935","(ج) تخطيط البعثة طوال دورة البعثة بأكملها بما في ذلك التخطيط الانتقالي.",0
"936","وخلال هذه الفترة، أجرى تحقيقات في مواقع مستهدفة محددة، مثل مخيمات المشردين داخليا والقرى المدمرة، وكذلك مع جهات اتصال جيش تحرير السودان والمسؤولين الحكوميين.",1
"937","20 - ولم يبدأ بعد برنامج الخدمة المدنية المقرر، الذي يهدف إلى استيعاب 000 20 من المقاتلين السابقين و 000 20 من الشباب المعرضين للخطر.",1
"938","""ويعرب مجلس الأمن عن بالغ قلقه إزاء الأثر الإنساني للصراع على الشعب الأنغولي.",0
"939","أما العامل الثالث فهو الحضور الضعيف للشرطة. أما العامل الرابع فهو تدخل الجهات الأجنبية في الوضع في دارفور.",0
"940","يتجلى هذا الصراع على السلطة بطرق مختلفة ويهدف إلى مناشدة مختلف القوى الاجتماعية داخل المجتمع المدني والرأي العام من أجل الحصول على دعم أو تأثير شعبي إضافي.",1
"941","50 - وقد قامت أربع دول بوضع استراتيجيات وإنشاء هياكل مؤسسية لمكافحة الإرهاب. وتقوم وكالات إنفاذ القانون في هذه الدول بتنسيق بعض أنشطتها في مجال مكافحة الإرهاب.",1
"942","ويواصل القادة السياسيون وقادة المجتمع المدني في هايتي المطالبة بتوافق وطني في المجالات الرئيسية، مثل الميزانية الوطنية، والتعليم، وأولويات الإنعاش والتنمية، والانتخابات، والإصلاح الدستوري.",0
"943","وتم تكبد نفقات إدارية بلغ مجموعها 32 مليون دولار في فترة السنتين المنتهية في 31 كانون الأول/ديسمبر 2005، مقابل 73 مليون دولار في فترة السنتين المنتهية في 31 كانون الأول/ديسمبر 2003.",0
"944","ودول المنطقة دون الإقليمية متنبهة لمواطن ضعفها أمام الاتجار بالأسلحة، وقد وضعت أطرا تشريعية لتجريم الاتجار غير المشروع ومراقبة إنتاج الأسلحة والمتفجرات وبيعها ونقلها.",1
"945","324) شهدت اللجنة وفريقها أدلة وافرة على النزوح وأجرت عدداً كبيراً من المقابلات مع النازحين داخلياً في دارفور واللاجئين في تشاد.",1
"946","وأكدت شركة ناشيونال أن صاحب العمل قد شهد بأن مبلغ 977 36 دولاراً أمريكياً مستحق الدفع.",0
"947","أما المشروع الثالث فكان يهدف إلى إعادة تأهيل مركز الشرطة في جنوب جالكايو، والذي يعمل كمركز لتحقيقات مكافحة القرصنة في غالمودوغ.",1
"948","وقد يستمر التطرف الأساسي بمظاهره في مناطق الشرق.",0
"949","وكما يوضح الوضع في منطقة بيني، فإن الجهود المبذولة لتحييد الجماعات المسلحة المنتشرة والتي تتمتع بدعم الشبكات الإجرامية المحلية وعناصر القوات المسلحة لجمهورية الكونغو الديمقراطية تستغرق بعض الوقت لتترجم إلى نتائج ملموسة.",1
"950","30 مارس 1999 القرار 1232 (1999)",0
"951","إن مجلس جامعة الدول العربية على المستوى الوزاري،",0
"952","وهناك آليات تشريعية أخرى قيد الإعداد.",0
"953","ومع ذلك، لم تجد اللجنة أي دليل على أن هذه الجرائم كانت واسعة النطاق أو منهجية بما يكفي لتشكل جريمة ضد الإنسانية.",1
"954","وذكر الأمين العام أن تغير المناخ حقيقي ويتسارع بطريقة خطيرة.",0
"955","وكبديل لذلك، يمكن وضع هذا التفسير كقاعدة افتراضية في مقدمة القائمة نفسها، مما سيكون له ميزة إمكانية قراءته بعد ذلك على أنه ينطبق على القوائم الحالية والمستقبلية.",0
"956","12 - وفي الوقت نفسه، تم إحراز المزيد من التقدم نحو إنشاء ""خلية دمج الاستخبارات"" في إطار الآلية الثلاثية. وفي 16 و 17 آب/أغسطس، قام وفد من الولايات المتحدة، برفقة ضباط عسكريين روانديين وأوغنديين وكونغوليين، بزيارة كيسنغاني لتقييم التقدم المحرز نحو إنشائها.",1
"957","وقال إن القوات المسلحة الإيفوارية تتلقى بانتظام تعليمات بالقانون الإنساني الدولي وأن حماية المدنيين جزء من عقيدة الجيش الإيفواري.",0
"958","المقرر عقدها يوم الثلاثاء 14 أكتوبر 2014 الساعة 10 صباحا",0
"959","الشطب 25 - يوعز إلى اللجنة بأن تقوم على وجه السرعة بإزالة الأفراد والكيانات، على أساس كل حالة على حدة، ممن لم يعودوا يستوفون معايير الإدراج المبينة في الفقرة 2 أعلاه، ويطلب إلى اللجنة أن تولي الاعتبار الواجب لطلبات شطب الأفراد الذين تصالحوا ، وفقا للبيان الصادر عن مؤتمر كابول في 20 يوليو 2010 بشأن حوار جميع أولئك الذين ينبذون العنف، وألا تكون لهم أي صلة بالمنظمات الإرهابية الدولية، بما في ذلك تنظيم القاعدة، وأن يحترموا الدستور، بما في ذلك أحكامه المتعلقة بحقوق الإنسان، ولا سيما حقوق المرأة، ونحن على استعداد للمشاركة في بناء أفغانستان ينعم بالسلام، وكما هو مبين بمزيد من التفصيل في مبادئ ونتائج مؤتمر بون الذي انعقد في 5 كانون الأول/ديسمبر 2011 بدعم من حكومة أفغانستان والمجتمع الدولي؛",1
"960","29 - الحالة في أنغولا (انظر S/25070/Add.4, 10, 17, 22, 23, 28, 37, 44 و50؛ S/1994/20/Add.5, 10, 21, 25, 31, 35، 38، 42، 43 و48؛ S/1995/40/Add.5، 9، 14، 18، 31، 40 و50؛ 49؛ S/1997/40/Add.4، 8، 11، 12، 15، 26، 29، 34، 39 و43؛ 26، 32، 37، 41، 48، 51 و52؛ S/1999/25/Add.1، 2، 7، 17، 19، 29، 33 و40؛ 14 و15 و29؛ S/2001/15/Add.4، 8، 16، 38، 42، 46 و51؛ و 32 و 41 و 49 و 50).",0
"961","2 - في حالة الصواعق، الكمية والصنف والعلامة التجارية وغيرها من البيانات التعريفية لكل مادة.",0
"962","24 - كانت فترة إدارة الأمم المتحدة الانتقالية في تيمور الشرقية فترة تغييرات كبيرة.",1
"963","ومع ذلك، فقد تضمنت أيضًا عبارات مهمة بشأن منع إساءة استخدام القوات المسلحة لجمهورية الكونغو الديمقراطية وسوء انضباطها.",0
"964","48 - وواصل مكتب الأمم المتحدة المشترك لحقوق الإنسان تقديم الدعم لإنشاء وتشغيل العيادات القانونية التي تعالج قضايا العنف الجنسي؛ وقد بدأت تسع من العيادات، التي تديرها منظمات غير حكومية محلية، عملها منذ يناير/كانون الثاني. وفي 21 آذار/مارس، بدأ مكتب الأمم المتحدة المشترك لحقوق الإنسان وشرطة بعثة منظمة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية، بالشراكة مع بعثة شرطة الاتحاد الأوروبي، تدريبًا لمدة شهرين للمدربين على تقنيات التحقيق في جرائم العنف الجنسي في الكونغو السفلى لـ 50 ضابطًا من الشرطة القضائية.",1
"965","[تؤكد] الحاجة الملحة إلى تنفيذ إصلاح شامل لقطاع الأمن وتحقيق نزع السلاح والتسريح وإعادة الإدماج للجماعات المسلحة [الوطنية]، حسب الاقتضاء، ونزع السلاح والتسريح والإعادة إلى الوطن وإعادة التوطين وإعادة الإدماج (DDRRR) الجماعات المسلحة الأجنبية من أجل تحقيق الاستقرار على المدى الطويل في [البلد المتضرر]، مع الأخذ في الاعتبار الحاجة إلى تهيئة الظروف الأمنية لضمان التنمية الاقتصادية المستدامة، والتشديد على أهمية المساهمة التي يقدمها الشركاء الدوليون في هذه المجالات.",1
"966","وإذ تؤكد ضرورة تكثيف مكافحة الإرهاب على المستوى الوطني وتعزيز التعاون الدولي الفعال في هذا المجال، تحت رعاية الأمم المتحدة، على أساس مبادئ ميثاق الأمم المتحدة وقواعد القانون الدولي، بما في ذلك احترام القانون الإنساني الدولي وحقوق الإنسان،",1
"967","شركة نفط الجنوب – 100.000.000 دولار",0
"968","(أ) إيجاد سبل لتكثيف وتسريع تبادل المعلومات العملياتية، وخاصة فيما يتعلق بأعمال أو تحركات الأشخاص الإرهابيين أو الشبكات الإرهابية؛ وثائق سفر مزورة أو مزورة؛ الاتجار بالأسلحة أو المتفجرات أو المواد الحساسة؛ واستخدام تقنيات الاتصالات من قبل الجماعات الإرهابية؛ والتهديد الذي يشكله امتلاك الجماعات الإرهابية لأسلحة الدمار الشامل؛",1
"969","377- يحظر التعذيب والمعاملة القاسية بموجب المادة 3 المشتركة بين اتفاقيات جنيف.",1
"970","وأنشأت وزارة العدل خلية متخصصة في إعادة نشر العدالة والمؤسسات الإصلاحية، بمساعدة تقنية مقدمة من عملية الأمم المتحدة في كوت ديفوار، لتسهيل عملية إعادة نشر الشرطة ونظم العدالة والسجون.",1
"971","أطلقت تركيا مشروع الوحدة الوطنية لمعالجة عدم المساواة الاجتماعية والاقتصادية في المجتمع التركي، والتي يُزعم أنها تغذي المعارضة الكردية وتجنيد حزب العمال الكردستاني.",1
"972","وسأعود إلى المجلس بشأن هذه المسألة في الوقت المناسب.",0
"973","تم إدخال الأسماء والتفاصيل من القائمة الموحدة في ""قائمة المراقبة"" في نظام معلومات مكتب الهجرة الوطني التابع لـ Garda.",0
"974","(ج) منع التوريد أو البيع أو النقل المباشر أو غير المباشر لهؤلاء الأفراد والجماعات والمؤسسات والكيانات من أراضيها أو من قبل رعاياها خارج أراضيها، أو باستخدام السفن أو الطائرات التي ترفع علمها، للأسلحة والأعتدة ذات الصلة بجميع أنواعها. بما في ذلك الأسلحة والذخيرة، والمركبات والمعدات العسكرية، والمعدات شبه العسكرية، وقطع الغيار اللازمة لما سبق ذكره، والمشورة الفنية أو المساعدة أو التدريب المتعلقة بالأنشطة العسكرية؛ ويشير إلى أنه يتعين على جميع الدول تنفيذ التدابير المتعلقة بالأفراد والكيانات المدرجة أسماؤهم في القائمة؛",1
"975","في عام 1974، ظهرت مجموعة أصغر سنًا وأفضل تعليمًا، والتي وصلت تدريجيًا إلى أعلى المناصب في جميع مجالات المنظمة.",0
"976","يطلب إلى الأمين العام أن يضمن حصول موظفي الأمم المتحدة المشاركين في أنشطة صنع السلام وحفظ السلام وبناء السلام على التدريب المناسب في مجال القانون الإنساني الدولي وقانون حقوق الإنسان وقانون اللاجئين، بما في ذلك الأحكام المتعلقة بالأطفال والجنسين، ومهارات التفاوض والاتصال، والوعي الثقافي والتنسيق المدني العسكري، ويحث الدول والمنظمات الدولية والإقليمية ذات الصلة على ضمان إدراج التدريب المناسب في برامجها للموظفين المشاركين في أنشطة مماثلة.",1
"977","1 - قرر مجلس الأمن، في الفقرة 4 من قراره 1977 (2011)، أن تقدم اللجنة المنشأة عملا بالقرار 1540 (2004) برنامج عمل سنوي إلى المجلس قبل نهاية شهر أيار/مايو من كل عام.",1
"978","وقام جوليا أيضاً بتحويل الأموال إلى بوبي ساربي عبر ويسترن يونيون، عن طريق شقيقه في أبيدجان، جان نويل أدونيس تيكواي.",0
"979","3) إذا كانت المعاملة غير متوافقة مع الوضع المالي أو النشاط التجاري للطرف؛",0
"980","15 - وسيكون من الأهمية بمكان أيضا تزويد البلدان بالوسائل اللازمة لإعادة بناء وتحديث اقتصاداتها.",0
"981","""ويشدد مجلس الأمن على أن التوصل إلى تسوية سياسية شاملة والنشر الناجح للعملية المختلطة للاتحاد الأفريقي والأمم المتحدة في دارفور أمران ضروريان لإعادة إحلال السلام والاستقرار في دارفور.",1
"982","1. القانون الاتحادي رقم 52-FZ المؤرخ 30 آذار/مارس 1999 ""بشأن الصحة والرفاهية الوبائية للسكان""، المادة 40.",0
"983","المقرر عقدها يوم الخميس 12 كانون الثاني/يناير 2012، الساعة 10 صباحا",0
"984","وبالمثل، فيما يتعلق بمتلقي التعويضات، من المهم النظر إلى ما هو أبعد من الضحايا الأفراد والنظر أيضًا في المجتمعات المتضررة.",1
"985","وإنني أدرك تصميم باكستان وجهودها للبحث عن الحقيقة وتقديم جميع الممولين والمنفذين والمنظمين والرعاة والمتآمرين لهذا العمل الإرهابي إلى العدالة حتى تتم محاسبتهم.",0
"986",":: التفكير في الحالات التي تشكل فيها الحالة تهديدا للسلم والأمن الدوليين مما يستدعي الإحالة إلى المحكمة الجنائية الدولية",1
"987","الناتو وجمهورية مولدوفا",0
"988","وكما ذكر أعلاه، أصبح من الواضح أن تدابير مكافحة الإرهاب تكون أكثر فعالية عندما يتم تنفيذها في سياق استراتيجية واسعة النطاق تتضمن الاهتمام بالعوامل التي تساهم في التطرف، بما في ذلك عن طريق ضمان محاكمة المتورطين في تجنيد الجماعات الإرهابية أو الجماعات الإرهابية. منع أو ثني التحريض على الأعمال الإرهابية عن القيام بذلك.",1
"989","2 - يقرر أن تواصل المديرية التنفيذية للجنة مكافحة الإرهاب العمل كبعثة سياسية خاصة بموجب توجيهات السياسة العامة للجنة مكافحة الإرهاب للفترة المنتهية في 31 كانون الأول/ديسمبر 2017، ويقرر كذلك إجراء استعراض مؤقت بحلول 31 كانون الأول/ديسمبر 2015؛",1
"990","ويمكن الوصول إلى هذه الوثائق عبر موقع الإنتربول على شبكة الإنترنت، كما يمكن طباعتها وتوزيعها، إلى جانب معلومات أخرى خاصة بإنفاذ القانون، على المراكز الحدودية التي لا تتوفر فيها اتصالات بالإنترنت.",1
"991","89 - ورغم أن دول المنطقة دون الإقليمية لديها التشريعات والمؤسسات اللازمة لمكافحة تهريب الأشخاص والأسلحة والمتفجرات، فإن التنفيذ العملي لتدابير رصد ومنع التحركات غير المشروعة عبر الحدود غير موجود.",0
"992","ويعتقد أن الإرهابيين في المنطقة يعتمدون في الغالب على الأسلحة التقليدية.",0
"993","نتيجة لتفشي فيروس إيبولا، حولت المؤسسات الأمنية الغينية جهودها نحو احتواء تفشي المرض.",1
"994","ويقوم الفريق بالفعل بإجراء اتصالات مع المكاتب الإقليمية لمكتب شؤون نزع السلاح لتحسين تبادل المعلومات (لا سيما بشأن إدارة مخزونات الذخائر، التي ثبت أنها تمثل مشكلة في الحالة الليبية).",1
"995","ولدى خمس دول تدابير كافية لقمع تجنيد الإرهابيين، في حين لا تملك أربع دول أي تدابير كافية.",1
"996","عدد الدورات التدريبية التي تم إجراؤها؛ تم إنشاء وتنفيذ إجراءات التشغيل الموحدة؛ الأنشطة الترويجية التي تركز على الاستراتيجيات على المستوى القطري لمعالجة العنف القائم على النوع الاجتماعي. ح.١. مواصلة تطوير مدونات قواعد السلوك والإجراءات التأديبية وتنفيذها بالكامل لجميع فئات موظفي الأمم المتحدة والأفراد ذوي الصلة والشركاء لمنع الاستغلال الجنسي والتصدي له وتعزيز آليات الرصد والتحقيق في حالات سوء السلوك المزعوم ومعالجتها بفعالية.",1
"997","يسلّم بالأثر الضار لانتشار الأسلحة، ولا سيما الأسلحة الصغيرة، على أمن المدنيين من خلال تأجيج النزاع المسلح، ويشجع [البعثة] على مواصلة جهودها في تقديم المساعدة إلى حكومة [المنطقة المتضررة] فيما يتعلق بالصراع المسلح. عملية نزع سلاح المدنيين، لا سيما من خلال تعزيز قدرة السلطات المحلية على ردع النزاعات بين الطوائف ورصد مبادرات نزع سلاح المدنيين القسرية في محاولة لتجنب عمليات نزع السلاح التي يمكن أن تؤدي إلى تفاقم انعدام الأمن في [المنطقة المتضررة].",1
"998","47- بذلت الحكومة عدة جهود للوقاية من الأمراض والأمراض ومكافحتها.",1
"999","ب. بعثات الأمم المتحدة إلى المنطقة",0
"1000","14- وواصلت اللجنة وفريق عملها المعني بالمساعدة العمل على تحسين فعالية آلية المساعدة.",1
"1001","يشجع [البعثة] وفريق الأمم المتحدة القطري على مواصلة مساعدة الحكومة على منع تجنيد اللاجئين والأطفال من قبل الجماعات المسلحة والحفاظ على الطابع المدني لمخيمات اللاجئين ومواقع المشردين داخليا، بالتنسيق مع [قوات الأمن الوطنية ] والمجتمع الإنساني.",1
"1002","القرار 1925 (2010)، الفقرة الحادية عشرة من الديباجة.",0
"1003","المنظمات الدولية والإقليمية: أمانة الجماعة الكاريبية، والمفوضية الأوروبية، ودائرة العمل الخارجي الأوروبية، ومنظمة الأمن والتعاون في أوروبا، ومنظمة حظر الأسلحة الكيميائية، وفريق الخبراء التابع للجنة مجلس الأمن المنشأة عملاً بالقرار 1737 (2006)، ومكتب شؤون نزع السلاح التابع للأمانة العامة للأمم المتحدة، واللجنة المنشأة عملاً بالقرار 1540 (2004)، وفريق الخبراء التابع للمنظمة الدولية للشرطة الجنائية، ومنظمة الجمارك العالمية.",1
"1004","وينبغي أن يؤخذ في الاعتبار أنه على الرغم من السماح بحماية أفضل للمدنيين، فإن القدرات مثل تحسين الاستخبارات وقدرات الرد السريع وعوامل التمكين الحاسمة غالبا ما يكون لها آثار كبيرة على الموارد والدعم الميداني أو قد تتطلب مجموعة أوسع من البلدان المساهمة بقوات عسكرية وأفراد شرطة .",1
"1005","وكانت الشاحنات تحمل القوات المسلحة الحكومية، واستخدمت فيما بعد لنقل الممتلكات المنهوبة من القرية.",1
"1006",":: يمكن لمجلس الأمن أن يكون أكثر فعالية في تشجيع الدول على بذل المزيد من الجهود للتحقيق في الانتهاكات الجسيمة للقانون الإنساني الدولي ومقاضاة مرتكبيها. كيف يمكن تقييم ذلك؟ كيف يمكن للمجلس ""تحفيز"" الدول على العمل من أجل مكافحة الإفلات من العقاب؟",0
"1007","وتطبق خمس دول تدابير جزئية لحماية إجراءات اللجوء من إساءة الاستخدام، وقد طبقت دولتان هذه الضوابط بشكل كامل.",1
"1008","64 - ويجب إعادة النظر في شروط وطرائق العودة المنظمة للعديد من اللاجئين البورونديين والكونغوليين في جمهورية تنزانيا المتحدة إلى بلدانهم الأصلية من أجل التمكن من تسريع تدفقات العودة التي لوحظت في الأشهر الأخيرة.",1
"1009","(ج) مشغل دار قمار أو كازينو أو يانصيب؛ و",0
"1010","التدابير التي تضمن حماية واحترام حقوق الإنسان للنساء والفتيات، لا سيما فيما يتعلق بالدستور والنظام الانتخابي والشرطة والقضاء.",1
"1011","ونتيجة لذلك، أشار المراقبون إلى الحاجة إلى تدريب المحامين والموظفين القضائيين وموظفي إنفاذ القانون، فضلا عن أهمية وضع ضمانات موثوقة للاستقلال عن الضغوط والترهيب التي يمكن أن يمارسها أفراد العشائر والطوائف العرقية.",1
"1012","وينبغي للدول أن تتبنى نهجا شاملا في رفض الملاذ الآمن، حيث يلزم اتخاذ العديد من التدابير المترابطة لضمان الفعالية. وتشمل هذه التدابير التشريعية وإنفاذ القانون ومراقبة الحدود والتدابير المتعلقة باللاجئين واللجوء.",1
"1013","ولم يتم توجيه اتهامات رسمية إليهم.",0
"1014","واختتم الجنرال موجيس عرضه بالتحذير من أنه مع حلول موسم الجفاف، زاد خطر تجدد الأعمال العدائية، ولهذا السبب زادت قوة الأمم المتحدة الأمنية المؤقتة في أبيي من دورياتها، لكنه أكد أنه بدون الحوار لن يكون من الممكن منع تدهور الوضع في مرحلة ما.",0
"1015","وتلقت اللجنة أيضاً أدلة موثوقة تشير إلى أن صفوف الجنجويد تضم مقاتلين من البلدان المجاورة، وفي المقام الأول من تشاد والجماهيرية العربية الليبية.",1
"1016","جودة القائمة وعملية الإدراج والشطب",0
"1017",":: إجراء مزيد من الفحص في المجالات التي كشف فيها الفحص الأولي للتقارير عن وجود فجوات في المعلومات أو التنفيذ فيما يتصل بجميع جوانب القرار الذي يشمل جميع التدابير المطلوبة، لكل نوع من الأسلحة، أو وسائل إيصالها، والمواد المتعلقة بها، بما في ذلك تعديل المصفوفات حيثما كان ذلك مفيداً",1
"1018","يشرفني أن أحيل طيه تقرير لجنة مجلس الأمن المنشأة عملا بالقرار 1521 (2003) بشأن ليبريا، والذي يتضمن وصفا لأنشطة اللجنة في الفترة من 1 كانون الثاني/يناير إلى 31 كانون الأول/ديسمبر 2014. والتقرير الذي وافقت عليه اللجنة، ويقدم وفقا لمذكرة رئيس مجلس الأمن المؤرخة 29 آذار/مارس 1995 (S/1995/234).",1
"1019","وقد أدت الأنظمة الجديدة لأمن الحدود، مثل الفحص المعزز للشحنات وإدخال وثائق السفر المقروءة آليا في معظم الدول، على النحو الذي دعت إليه منظمة الطيران المدني الدولي، إلى تعقيد أنشطة الإرهابيين عبر الوطنية بشكل كبير.",1
"1020","وقد استحدثت ثلاث دول إجراءات تحظر تسليم الأفراد الذين قد يواجهون خطر التعذيب أو الاضطهاد.",1
"1021","وكان الهدف من هذه الممارسة هو تقليل الخسائر المحتملة للأسلحة في عمليات قوة المهام البحرية.",1
"1022","إن التقرير المعروض علينا يجعل من الصعب قراءته، ولكنه يشكل أيضا تحديا.",0
"1023","رسالة مؤرخة 14 تشرين الأول/أكتوبر 2005 موجهة من الأمين العام والممثل السامي للسياسة الخارجية والأمنية المشتركة للاتحاد الأوروبي إلى الأمين العام. ووفقا لأحكام قرار مجلس الأمن 1575 (2004)، أرفق النص الثالث - التقرير الشهري عن أنشطة البعثة العسكرية للاتحاد الأوروبي في البوسنة والهرسك (EUFOR).",1
"1024","العنوان: مخيم جباليا للاجئين بالقرب من مدرسة الفاخورة",0
"1025","وأجرى الفريق أيضا مناقشات متكررة مع فريق الخبراء المنشأ لدعم اللجنة المنشأة عملا بالقرار 1540 (2004) لضمان وجود تآزر مناسب بين عمل الفريق بشأن حظر الأسلحة وعمل خبراء القرار 1540 بشأن عدم الانتشار. أسلحة الدمار الشامل إلى الجهات الفاعلة من غير الدول.",0
"1026","ورغم أن المبادرة جاءت استجابة لنمو الاتجار بالمخدرات والجريمة المنظمة العابرة للحدود الوطنية في غرب أفريقيا، فإن وحدات مكافحة الجريمة العابرة للحدود الوطنية ستعمل كمراكز اندماج لإنفاذ القانون لدعم القدرات التحليلية والتقنية الوطنية والإقليمية للاستجابة للتهديدات العابرة للحدود الوطنية.",1
"1027","أزهري حسين، أشهر صانع قنابل في الجماعة الإسلامية حتى وفاته في تشرين الثاني/نوفمبر 2005، قام، بالإضافة إلى عدد غير معروف من الطلاب العاديين، بتدريب عدة مدربين آخرين ما زالوا طلقاء وقادرين على نقل معارفهم إلى الخلايا في جميع أنحاء البلاد. جنوب شرق آسيا.",1
"1028","""ويرحب مجلس الأمن بإنشاء آلية مراقبة وطنية من جانب رئيس جمهورية الكونغو الديمقراطية جوزيف كابيلا، وفقا لما طلبه إطار مجلس السلم والأمن والقرار 2098 (2013)، ويدعو رئيس جمهورية الكونغو الديمقراطية إلى ضمان الشفافية والشمول في هذه الآلية.",0
"1029","ويولى اهتمام خاص لقطاع الأمن. يتم أيضًا فحص تصرفات الحكومة والرئيس ومكتب الأمم المتحدة في تيمور - ليشتي.",1
"1030","البعثة الدائمة لليابان لدى الأمم المتحدة",0
"1031","وعملت فرق الأمن اللبنانية (الشرطة والجيش) جنبًا إلى جنب مع فريق الأمن التابع للمفوضية لضمان سلامة وأمن الموظفين والمباني.",1
"1032","وفي قمتها في عام 2013، أعلنت مجموعة الثماني ""رفضها القاطع"" لتمويل الإرهاب من خلال دفع الفدية.",0
"1033","إن هذا الهجوم، الذي وقع في يوم حفل إعادة تسعة من حفظة السلام التابعين لبعثة الأمم المتحدة المتكاملة المتعددة الأبعاد لتحقيق الاستقرار في مالي (مينوسما) من النيجر، وحضره هيرفي لادسوس، وكيل الأمين العام للأمم المتحدة لعمليات حفظ السلام، هو عمل استفزازي ارتكبه إرهابيون يسعون إلى زرع الخوف وبث الرعب في نفوسهم. فوضى في صفوف البعثة.",0
"1034","ثم هاجموا مركز الشرطة وقتلوا شرطيين واستولوا على أسلحة وذخائر.",0
"1035","وإذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة،",0
"1036","يطلب من الأمين العام أن يضع مبادئ توجيهية واستراتيجيات فعالة لتعزيز قدرة عمليات الأمم المتحدة لحفظ السلام ذات الصلة، بما يتفق مع ولاياتها، على حماية المدنيين، بما في ذلك النساء والفتيات، من جميع أشكال العنف الجنسي، وأن يدرج بشكل منهجي في تقاريره المكتوبة إلى الأمين العام مجلس حالات النزاع ملاحظاته بشأن حماية النساء والفتيات وتوصياته في هذا الصدد.",1
"1037","وستتركز الخبرة في مجال إنفاذ القانون ضمن فرقة عمل مخصصة ومستقلة.",1
"1038","دمج المنظور الجنساني في تصميم وتنفيذ التقييمات البيئية في مرحلة ما بعد الصراع.",1
"1039","450. هناك عدد من العيوب الخطيرة التي تمنع نظام العدالة في السودان من التصرف بسرعة وبشكل مناسب لمعالجة الانتهاكات.",0
"1040","43. وترحب اللجنة بقيام مديريتها التنفيذية بقيادة العمل الذي تم تنفيذه في إطار فريق العمل المعني بتنفيذ مكافحة الإرهاب لإعداد مجموعة من الأدوات والمعايير والممارسات الجيدة الدولية والإقليمية لمراقبة الحدود فيما يتصل بمكافحة الإرهاب والعمل على وضع إطار للإدارة المنسقة لمخاطر أمن الحدود.",1
"1041","30 - يقرر أن تركز ولاية البعثة في البداية على المهام ذات الأولوية التالية:",0
"1042","o في 29 تشرين الثاني/نوفمبر 2014، أطلقت طائرات النظام الحربية قذيفتين على المسجد النووي في مدينة الرقة، مما أدى إلى مقتل 11 شخصا، من بينهم طفل، وإصابة 16 آخرين.",0
"1043","29- يقرر إبقاء المسألة قيد نظره.",0
"1044","وأدى عدد من الاتصالات إلى مجرد تبادل وجهات النظر و/أو بيانات الوقائع.",1
"1045","وفيما يتعلق بأفريقيا، تناول المجلس الوضع الخطير على الحدود بين رواندا وجمهورية الكونغو الديمقراطية، واستعرض المأزق السياسي المستمر بين إثيوبيا وإريتريا، وقيم تنفيذ حظر الأسلحة المفروض على الصومال، وعزز الجهود الرامية إلى إحياء العملية السياسية المتوقفة في كوت ديفوار.",1
"1046","وخلال هذه المناقشات، أكد الوفد الصيني دائما على وجهة النظر القائلة بأن قضية دارفور تنطوي على عملية سياسية، ونشر قوات حفظ السلام، والتنمية الاقتصادية، والمساعدة الإنسانية، والعدالة. إنه أمر معقد للغاية ويتطلب حكمة سياسية هائلة لإيجاد حل شامل يضمن تحقيق السلام والعدالة.",0
"1047","33 - اعتمدت جميع دول الجنوب الأفريقي بعض التدابير التشريعية وغيرها من التدابير ذات الصلة لمكافحة الإرهاب.",1
"1048","(ب) حل جميع الميليشيات اللبنانية وغير اللبنانية ونزع سلاحها؛",1
"1049","65 - وينبغي أن تكون خريطة الطريق لخروج البعثة مصحوبة بجهود مكثفة من جانب المجتمع الدولي لتعزيز التعاون الإقليمي من أجل التقليل إلى أدنى حد من أي تهديدات ومخاطر خارجية لعملية توطيد السلام في جمهورية الكونغو الديمقراطية. ثامنا. الملاحظات",1
"1050","ودعا القيادة الصومالية إلى تكثيف الجهود لتنفيذ خريطة الطريق والالتزام بالموعد النهائي للانتقال في آب/أغسطس 2012.",1
"1051","ويتم إجراء عمليات محددة لجمع الأسلحة والذخائر التي تم تسليمها طوعًا، بموجب شروط العفو، أو في عمليات أكثر توجيهًا إذا لزم الأمر.",1
