"ar_en_DEEPL"	"MatConf"
"It is expected to start supplying electricity in December 2015."	0
"The Commission also recommends that of the persons who received F-FDTL weapons on 24 and 25 May, only those who subsequently used these weapons in criminal activities should be prosecuted."	1
"Fighting crime, particularly organized crime and corruption, has proven to be a daunting task for the Kosovo Police Service (KPS) and the judiciary."	1
"To be held on Tuesday, May 22, 2007, at 10 a.m."	0
"Instead, states should establish a clear, complete, and consistent legal framework that identifies terrorist acts as serious criminal offenses, criminalizes such acts according to their seriousness, and assists courts in bringing terrorists to justice."	0
"Category 0 - Nuclear materials, facilities and equipment"	0
"The term âJanjaweed,â in particular, was widely used by victims of the attacks to describe their attackers."	1
"This does not give the council the opportunity to seriously pursue alternatives within the available timeframe."	0
"It states that these children were orphaned as a result of the conflict and are being cared for by the SLA."	1
"Include gender concerns in needs assessment and resource allocation in post-conflict reconstruction."	0
"195. The next series of video footage shows the UAV operating in Darfur on August 27 and 28, 2008."	0
"Since the beginning of the year, UNHCR has reached 434,645 people in 91 besieged and hard-to-reach areas."	0
"1 x 600,000 CHF = 600,000 CHF"	0
"Identifying potential perpetrators of international crimes"	1
"\"Report of the Secretary-General on the United Nations Integrated Mission in Timor-Leste (S/2008/26)\"."	0
"Second, the lack of information causes frustration and exasperation among those responsible for verifying the list on which effective implementation most relies, increasing the risk that listed names will go undetected and measures may be applied to unintended targets."	1
"Reuters news agency, journalist Mariam Qaraouni -- January 19, 2012"	0
"The Brazilian government is closely following the Haitian government's efforts to undertake institutional reforms."	0
"On November 5, 2014, regime warplanes carried out five airstrikes targeting Kansafra town in Idlib countryside."	1
":: Using the presence of a civilian or other protected individual Using the presence of a civilian or other protected individual to render certain points, areas or military forces immune from military operations."	1
"Implementation of the Joint Statement of April 2, 2009"	0
"10. Further requests the working group established in accordance with paragraph 9 to consider the possibility of establishing an international fund to compensate victims of terrorist acts and their families, which could be financed through voluntary contributions and may consist in part of assets seized from terrorist organizations, their members and sponsors, and to submit its recommendations thereon to the Council."	0
"This is because the Security Council's sanctions regime, which remains the only truly global mechanism for global action against the twin threats posed by Al-Qaida and the Taliban, continues to suffer from two major weaknesses: The limitations of the Consolidated List and the lack of participation by Member States."	1
"The use of lethal violence in such situations must respect the principles of distinction and proportionality, and violations must be held accountable."	1
"14. Invites the Secretary-General to bring to the attention of the Council situations where refugees and internally displaced persons are increasingly vulnerable to harassment or where their camps are increasingly exposed to infiltration by armed elements and where such situations may constitute a threat to international peace and security and, in this regard, expresses its readiness to consider such situations and to take appropriate steps, as necessary, to help create a secure environment for civilians endangered by conflict, including by providing support to concerned States in this regard, and recalls in this regard its resolution 1208 (1999) of 19 November 1998."	1
"Theo Van Boven, former Special Rapporteur of the Subcommission on Prevention of Discrimination and Protection of Minorities, in one of his observations referred to this provision as âmore elaborate and specific, with respect to the right of victims to obtain reparation, than any previous international human rights conventionâ."	0
"The High Representative/Special Representative has made it clear that in view of the failure of the Republika Srpska authorities, particularly its Ministry of Interior, to arrest persons accused of war crimes, and the failure of Bosnia and Herzegovina to join the North Atlantic Treaty Organization (NATO) Peace Partnership, the Commission will be tasked with making recommendations for a single, effective police structure for the whole of Bosnia and Herzegovina."	0
"50. The Team has learned that 15 lawsuits have been filed around the world against the implementation by Member States of some aspects of the United Nations sanctions against Al-Qaida and the Taliban."	1
"The first half of January 2014 was relatively calm and then the security situation, particularly in Bangui, deteriorated in the second half of January 2014."	0
"29. All reporting States believe that they have effective protections in place against listed individuals or entities possessing weapons, but only 38 Member States reported that they had made changes to their existing laws and regulations to incorporate arms embargo measures; 106 States did not refer to the Consolidated List when describing their regulatory processes."	0
"79. Available evidence shows that the vast majority of the bodies still in the morgue awaiting autopsy have gunshot wounds."	1
"A total of 393 people were killed in these massacres, including 93 children and 48 women, or 36 percent of all victims, indicating a deliberate policy of targeting women and children."	1
"79. The mission asked about reports of a mass grave in BouakÃ© containing the remains of dozens of executed members of the gendarmerie."	1
"There are laws regulating the activities of charitable and non-profit organizations, but not all countries have reviewed their legal frameworks to prevent the NPO sector from being used to finance terrorism."	1
"Annex IV - Annex to the Committee's guidelines"	0
"In that resolution, the Council requested the Secretary-General to establish within the Secretariat (Security Council Subsidiary Organs Branch) an administrative focal point to receive requests from listed individuals and entities."	0
"It demands that rebel armed groups cease violence immediately, and calls on all parties to return to dialogue within the framework of the Sirte Agreement of October 25, 2007."	1
"(a) If his act results in serious bodily harm."	1
"Water pumps and wells were destroyed, food preparation containers were smashed, and trees and crops were burned and cut down both in villages and in the valleys, a major source of water for the rural population."	1
"He replied that the war had set aside the basic requirements of the rule of law and that one of the issues they faced in particular was the absence of judges in the face of advancing armies."	1
"This was confirmed at the plenary session of the Committee of Experts on the Evaluation of Anti-Money Laundering in Strasbourg on December 16, 2001."	0
"24. Urges the International Working Group, which will receive periodic reports from the Mediation Group and the Sanctions Committee established by resolution 1572 (2004) of 15 November 2004, to assess, monitor and closely follow progress on the issues mentioned in paragraphs 14 to 18 above."	0
"As stated in the relevant case law, âthe issue of liability for the commission of a crime other than the crime agreed upon in the joint plan arises, according to the circumstances of the case, only if (a) it was foreseeable that such a crime would be committed by a member of the group, and (b) the accused voluntarily took such a riskâ."	1
"The Committee removed five names from the list in January 2010 and another five in July 2010, two of which were deceased individuals and the rest were individuals considered to have reconciled with the Afghan government."	0
"2. Decides to terminate immediately the embargo on the sale or supply to Sierra Leone of petroleum and petroleum products referred to in paragraph 6 of resolution 1132 (1997)."	0
"(k) In the light of past expenditures by the leadership, military and security services, reprioritize and allocate available resources, where necessary, to ensure freedom from hunger and other basic minimum standards for citizens, including those in the armed forces."	0
"The Malaysian judge died."	0
"2. Identity papers and travel documents"	0
"It is reasonable to assume that the police presence was more for political reasons than for protection."	1
"The conflict is also a media war (fabrication and disinformation)."	1
"Two states missed the deadline set by the International Civil Aviation Organization (ICAO) for the introduction of machine-readable travel documents."	0
"It is essential to investigate the whereabouts of the missing persons and hold those responsible accountable."	0
"(c) Encourage States to increase the exchange of information among regional border control authorities and to strengthen border security at points of entry to prevent the illegal cross-border movement of people, goods and weapons/explosives."	0
"104. However, organizing the commonly available materials that a trained terrorist can use to make an explosive device is a more difficult task."	1
"(a) The crime scene was in a state of chaos not only during the first few hours after the explosion, when the main focus was on putting out the fire, rescuing the injured and searching for the missing, but also, unfortunately, during a much longer period, unnecessarily."	1
"25. Calls upon all States to manage responsibly the use of highly enriched uranium for civilian purposes and to minimize its use to the extent technically and economically feasible, including through the conversion of nuclear research reactors and radioisotope production processes to low-enriched uranium fuels and targets."	0
"450. There are a number of serious flaws that prevent Sudan's judicial system from working quickly and properly to address abuses."	1
"(d) To declare and implement an immediate moratorium on the imposition and application of death sentences, followed without undue delay by the abolition of the death penalty in law and in practice."	0
"20. Sub-clause 43.3 states:"	0
"134. The Team has discussed areas of cooperation with the OSCE Counter-Terrorism Action Unit, the CIS Regional Office for Central Asia and the Regional Anti-Terrorist Structure of the Shanghai Cooperation Organization, and has initiated contacts with other regional organizations such as the Organization of American States, which has established the Inter-American Committee against Terrorism, and the African Union, which has established a counter-terrorism centre in Algeria."	0
"Similarly, pursuant to Order No. 206/1735 of February 18, 2005, the Unit Command handed us a written authorization from that authority, No. 36/2005 of February 18, 2005, ordering us to keep the cars of the Hariri convoy inside the barracks, to cover them with tents and to place them under guard."	1
"208. The Committee provided the Commission with a list of the number of casualties sustained and the number of weapons stolen during the period from January 2003 to November 2004. With regard to the army, it claimed that 937 personnel had been killed, 2,264 injured and 629 missing, and that 934 weapons had been stolen. Regarding the police, the Commission claimed that 685 police were killed, 500 were injured, 62 were missing, and 1,247 weapons were stolen. With regard to the security and intelligence apparatus, it claimed that 64 officers were killed, 1 officer was injured, 26 were missing, and 91 weapons were stolen."	1
"Violations such as deliberate attacks on civilians, indiscriminate attacks on civilians and civilian objects, attacks on villages where rebels were hiding or sheltering resulting in extensive civilian casualties, mass executions and forced displacement of civilians from their homes were widespread and systematic and constitute crimes against humanity."	1
"Calls upon [the affected State], with the assistance of the international community, to continue to work towards a fair and transparent justice system, including the reconstruction and reform of the prison system, with a view to strengthening the rule of law throughout the country and eradicating impunity."	0
"To be held on Wednesday, November 30, 2005, at 10.45 a.m."	0
"The force continues to improve its crowd control and riot control capabilities to be better prepared for a resurgence of violence."	1
"Without these baseline assessments and agreed-upon goals, it is difficult to define the scope and dimensions of the issue, develop effective projects and monitor progress."	0
"The mission plans and prepares military operations against the FDLR, taking into account the group's dispersal and infiltration into the local population."	1
"6. In Mali, terrorists have nearly destroyed the infrastructure of the State, affecting the stability of the country and the entire region. Al-Qaida in the Islamic Maghreb, the Group for Unity and Jihad in West Africa and Ansar Dine continue to operate in northern Mali, with implications for neighbouring countries. They have jeopardized the presence and activities of the United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA)."	1
"Finally, most of the sourced information relating to the fate of Mr. Abu Adass refers to the Syrian Arab Republic and Syrian officials as well as certain Lebanese officials. While it is true that very little of this sourced information has been independently verified, it is important to note that there is no information suggesting that any entity was complicit in his disappearance or that he was a suicide bomber."	1
"389. In conclusion, the Commission found that, according to the majority of incidents reported by all sources, most of the looting was the work of the Janjaweed and a few were the work of Government forces."	1
"47. Listed groups associated with Al-Qaida and the Taliban continue to raise funds through legal means, such as donations and legitimate businesses, as well as illegally through kidnapping for ransom, extortion, drug trafficking and illegal taxation."	1
"The Ministry of Transportation (Air Division) is the competent authority to verify air traffic. The Ministry of Transportation declares that air traffic from Iran to Belgium is almost non-existent."	0
"5. The framework is based on the premise that the leadership and implementation of the peace process must be in the hands of the people of Darfur and the parties to the conflict, with the United Nations, the African Union and international partners playing a facilitating role."	0
"As security forces fired tear gas and gunfire, the crowd went into panic and chaos."	1
"22. Decides to remain seized of the matter."	0
"The center currently has 544 Forces nouvelles and national defense and security personnel, out of an authorized strength of a maximum of 568, including mixed police units."	1
"The shelling of areas around the village was apparently done to facilitate the looting and destruction of the village by the Janjaweed and government armed forces operating on the ground."	1
"In some cases, IDPs were prevented from accessing their livestock and crops located nearby, due to the threat of Janjaweed attacks outside the camps."	0
"In the immediate aftermath of the explosion, security, military and civil defense agencies as well as the Red Cross rushed to the scene to perform their duties."	1
"95. The structure and organization of the Syrian and Lebanese intelligence services in Lebanon at the time of the explosion, including reporting systems, reveal the extent of their overwhelming influence on daily life in Lebanon."	1
"173. The Group was gratified to note that a number of countries have suspended or halted the export of military goods and services to CÃ´te d'Ivoire."	1
"All of these developments have had a significant impact on the progress and results achieved across the entire spectrum of peace, security, reconciliation, and stabilization."	1
"From the foregoing, it is clear that 317 remains were recovered from Iraqi territory, 232 remains of Kuwaiti prisoners were identified from Iraqi territory (the remaining four prisoners were identified from Sobhan cemetery in Kuwait), 43 remains with their genetic characteristics were returned to the Iraqi authorities, 35 remains were merged and 7 remains were amortized (as shown in annex table 7). Therefore, the competent authorities in the State of Kuwait do not have any remains of the remains that were brought from Iraqi territory at all. For your information."	1
"2. Inventory at KNPC facilities 329 - 338 89"	0
"23. Six children were killed and 44 others were injured by improvised explosive devices from the conflict."	1
"Major operations may have been carried out less frequently than Al-Qaida leaders would like, but the arrest or killing of terrorist suspects linked to Al-Qaida in more than 40 countries around the world since the Team's last report in November 2006 (S/2007/132) suggests a significant amount of planning for terrorist operations."	1
"61. The extent to which state institutions, the police and the national army are present and functioning in these areas varies considerably."	1
"Finally, we would like to thank the Italian delegation for preparing a draft presidential statement on Afghanistan."	0
"72. Much has been said about the financing of terrorism through drugs, including in international conventions and Security Council resolutions."	0
"However, the commission has sufficient information to prove that attacks on the life and physical integrity of detainees were committed during the incidents investigated by the commission."	1
"Conduct research to discover the causes of gender disparity in early warning mechanisms, and develop indicators that take into account the results of that research."	0
"9. This was followed by the Mwanza talks held on 14 May 2000 between the Presidents of Rwanda and Uganda, who agreed to demilitarization."	0
"On November 23, 2014, regime warplanes fired two missiles at the Harwil Mosque in the Al-Aradi neighborhood of Deir Ezzor city, causing damage to the mosque and nearby homes."	1
"As of the end of this reporting period, a total of 37% of the DF effluent delivered by the MV Cape Ray on August 30 and 31, 2014 had already been destroyed."	1
"However, the effectiveness of controls could be significantly enhanced through increased police patrols and the acquisition of detection equipment, especially given the porous nature of borders in the subregion."	1
"24. With the assistance of its Executive Directorate, the Committee arranged special events with Member States and international and regional organizations on a number of topical issues of common interest, including combating terrorism through the use of new communication and information technologies."	0
"One of those arrested was reportedly the driver and escort of Majed Hamdan, the brother of Mustafa Hamdan, who runs a company that provided security for the St. George Hotel."	1
"7. Kanramsboa Felician (United States of America)."	0
"Incidents of detention of the civilian population, accompanied by arbitrary executions, as well as civilian deaths as a result of indiscriminate air attacks by government forces, have also been reported."	1
"Reiterating its call on the parties and States in the region to cooperate more fully with the United Nations and with each other, and to enhance their engagement in order to end the current impasse and make progress towards a political solution."	0
"In each case, two fundamental rights, the right to property and the right of movement, are being restricted for reasons that are very likely to stem from the unlawful continuation of the Security Council's sanctions measures."	1
"The transfer of functions lacks a strategic framework and takes the form of a transfer of individual responsibilities without sufficient consideration of the comparative advantage and capacity of the country team, the role of the government, changing needs on the ground, logistical challenges and the overall reconfiguration of the UN presence."	0
"Of the 168 children, 135 were abducted for recruitment purposes, while 33 were abducted to participate in cultural and political programs or for other reasons."	1
"Terrorist networks formed in today's conflicts could pose a threat for decades to come."	1
"The country's economy has shown considerable resilience to the global downturn to date, but there are signs of a slowdown in some sectors of the economy, including mining and non-traditional exports, i.e. products other than coffee and cocoa."	0
"Some countries have begun to recognize this by developing comprehensive national counterterrorism strategies that go beyond traditional law enforcement to engage multiple social actors."	0
"The Special Representative called on the Council to provide continued support to UNODC in its efforts to curb threats to security in the region, such as the Lord's Resistance Army, piracy in the Gulf of Guinea, small arms trafficking, and the potentially destabilizing effects of the return of many economic migrants from crisis areas (e.g. Libya)."	1
"Tensions along the border could turn into serious violence during the migration period in the Abyei region, from which neither side has fully withdrawn."	0
"7. KFOR continues operations to prevent ethnic violence, protect heritage sites and remain vigilant to deter potential threats against international organizations and military bases."	0
"The town of Kulbus was a military target, as evidenced by the camp there."	1
"On November 2, 2014, regime forces ambushed Lahuna village, killing 13 people."	1
"Many Sudanese were imprisoned or forced into exile after the coup."	1
"As set out in Article 7(2)(d) of the Statute of the International Criminal Court, which can be used to identify customary international law on the issue, the prohibition refers to the deportation or forcible transfer of population and the forcible removal of persons concerned from the area in which they are lawfully present, by expulsion or any other coercive act, without grounds permitted by international law."	1
"Expressing concern at continuing reports, including those contained in [the relevant report of the Secretary-General], of human rights abuses and violations of international humanitarian law, including against women and children, as well as reports of increased incidents of sexual violence, particularly by armed men, emphasizing the importance of investigating these alleged violations and abuses by all parties, regardless of their political status or affiliation [. Reiterating that those responsible for such violations must be held accountable and brought to justice regardless of their political affiliation, while respecting the rights of persons in detention, and [...] urging the Government to increase and accelerate its efforts to combat impunity"	0
"3. Commercial dual-use systems are produced for civilian purposes but can also be used in terrorist attacks."	1
"Terrorists using the Internet to obtain instructions for making explosives"	1
"Recalling its previous resolutions on the situation in Iraq."	0
"The High Commissioner expressed her concern about the continued prevalence of violations and the prevailing culture of impunity throughout the country, particularly in the zone of confidence, and the erosion of the rule of law in areas under the control of the government and the Forces Nouvelles."	0
"In addition, the second in a series of internally produced documentaries by the outreach program, \"Crimes before the ICTY: Prijedor\"."	0
"On November 5, 2014, regime forces targeted Hazrama Elementary School in Rif Dimashq, injuring a child."	1
"In paragraph 3 (d) of resolution 1587 (2005), the Security Council requested the Monitoring Group to continue to refine and update information on the draft list of names of individuals and entities who violate the measures implemented by Member States in accordance with resolution 733 (1992) inside and outside Somalia, and their active supporters, which the Council may require for possible future measures, and to present such information to the Committee established pursuant to resolution 751 (1992), when and how the Committee deems appropriate."	0
"236. The exact number of villages burned and destroyed has not been counted, but several sources have estimated the extent of the destruction through oral reports, site inspections and other evidence."	1
"Since its inception in January 2003, the Kimberley Process has aimed to stop the trade in conflict diamonds by ensuring that all rough diamonds traded between its participants (42 states and the European Community) are accompanied by a valid Kimberley Process certificate."	1
"At the request of the President, UNMEER established a small office in Bamako, which became operational on November 26, led by an Ebola crisis manager to support the Government in containing the outbreak and enhancing its preparedness. On December 13, the last known Ebola patients were allowed to leave the hospital."	0
"However, since this was not the work of individuals but of a highly organized group, it is highly likely that fraud, corruption, and money laundering motivated the involvement of individuals."	1
"12. The situation in Burundi (October 25, 1993; May 17, 2011)."	0
"More than 20 women and young girls were reportedly raped during attacks by government forces and Janjaweed in March 2004 in Korma, North Darfur."	1
"Central African region (S/PRST/2013/6)"	0
"13. As of May 19, 2012, 54 cascades had been installed in three of the eight units in Production Hall A, 52 of which Iran had declared were being fed with UF6."	0
"Robotovo and Madhi Real Estate District/Veliko Robotovo"	0
"For example, the nuclear industry responded to increased scrutiny and fears of terrorists gaining access to weapons of mass destruction after the September 11, 2001 attacks and proactively addressed nonproliferation concerns."	1
"3. Decides to remain seized of the matter."	0
"Mr. Christopher Greenwood (United Kingdom of Great Britain and Northern Ireland)"	0
"The UK established a criminal law task force that trained judges to hear counter-narcotics cases in Kabul where 65 cases were filed resulting in 15 convictions and sentences ranging from 3 years to 9 years."	1
"The Special Representative of the Secretary-General stated that the humanitarian situation in Somalia is deteriorating due to famine, resulting in widespread deaths and displacement."	1
"Regular area control, cordon and search operations have resulted in the arrest of a number of militia members and the seizure of illegal weapons and ammunition, as well as reducing the margin of maneuverability for militia groups."	1
"As of September 30, 2014, 37 sailors were still being held hostage by Somali pirates."	1
"The deadline was not met. On February 20, 2008, President Gbagbo signed a decree formally establishing a working group to develop such a framework."	0
"They seek these weapons because they are small and make it possible for terrorists to safely attack from a distance and cause significant damage."	1
"The report adopted by the Special Committee on 10 March 2000 (A/54/839) contains a number of recommendations relevant to aspects of the report of the Secretary-General on the protection of civilians in armed conflict (S/1999/957), which may provide the following guidance."	0
"Similar to the issue of links between drug trafficking and terrorism, the issue of piracy was placed on the Council's agenda by conflict situations that were already on it, with African cases - notably Somalia and the Gulf of Guinea - taking center stage."	1
"19 - Customer Account Control and Protection Act, Chapter 44."	0
"âEmphasizing that global peace and security are indivisible and taking into account the interdependence and interrelatedness of the world, the Security Council reaffirms that terrorism in all its forms and manifestations constitutes one of the most serious threats to international peace and security and that any acts of terrorism are criminal and unjustifiable, regardless of their motivation, wherever and by whomever committed."	0
"Re-recruitment is itself a grave violation, but it also severely undermines the ability of programs to function and undermines the ability of children to feel confident in their rehabilitation process without being harassed."	1
"Detainees live in near total darkness for most of the day and night, for months at a time."	1
"âThe Security Council reiterates that ending impunity is essential for national reconciliation in Haiti."	0
"The use of cash couriers is recognized as one of the main means of moving illicit funds, money laundering and terrorist financing."	1
"The common objective element (knowledge of the systematic nature of forced displacement) lies in the fact that the displacement clearly amounts to a government policy that has been pursued by the relevant government authorities and the Janjaweed."	1
"In estimating the refining margin losses that occurred in 1994, the Corporation uses projected market prices adjusted for relevant spreads."	0
":: A consular certificate issued by the Nicaraguan Embassy in the country of origin: Consular certificate issued by the Nicaraguan Embassy in the country of origin."	0
"The team then inspected all of the site's warehouses."	0
"At the same time, multiple al-Qaeda affiliates are emerging, often independently, with generational, geographic, ethnic, structural, and operational changes."	1
"12. The two sides have come close to reaching a point of convergence on the core issues in the chapter on economics."	0
"In some recent cases, such as those in CÃ´te d'Ivoire and Libya, the Council welcomed the commissions of inquiry established by the Human Rights Council. This has shown how closely linked concrete actions to promote peace and security are to the protection of human rights."	0
"The median date of the Ministry of Tourism and Antiquities' claim is April 16, 1991."	0
"They also emphasized that the timely election of Lebanon's new president is a crucial step in ensuring the country's stability."	0
"Establishing support networks for victims of gender-based violence."	0
"To be held on Wednesday, January 12, 2005, at 10 a.m."	0
"Traveling by land or air can be risky."	0
"262. The Panel has identified a new mining operation along both banks of the Bandama River, in an area known as Bakale."	0
"On the basis of the material it has seen and the meetings it has held, the Mission is convinced that the conflict has had serious human rights implications."	1
"For example, the commission found that the term Janjaweed was used on numerous occasions, by victims and by members of the authorities, to describe specific men who were said to have led attacks on villages where civilians were killed and rapes were committed."	1
"There are also widespread and confirmed allegations that some Janjaweed members have been integrated into the police."	1
"43. As the demonstration was scheduled to end at 1 p.m. on Friday, April 28, it was clear that there had been a significant change in the mood of the crowd gathered in front of the Government Palace since early in the morning."	1
"177. The courts and constitutionally constituted structures are still evolving and the system still relies heavily on international staff to carry out its core functions."	0
"The letter included an indication that the Committee is considering the recommendations in the report with a view to improving the sanctions measures and their implementation."	0
"This option would have the advantage of capitalizing on the willingness of member states to dedicate robust naval capabilities to address land-based threats."	0
"10. Directs CTED to provide access to information contained in national counter-terrorism surveys and assessments, subject to the consent of the Member States concerned, and further directs CTED to provide access to information on regional counter-terrorism capacities, subject to the consent of the Committee as appropriate."	0
"A team of nine inspectors left the Canal Hotel in Baghdad at 2.30 a.m. and arrived at the Institute of Technology in the Zafaraniyah area of Baghdad."	0
"There is no favorable environment for the \"hawala\" process."	0
"66. In one such incident, in Abobo, in the area known as PK 18, police and masked members of special units, or so-called parallel forces, forcibly arrested six young men living in the same area at 11 p.m. on March 25."	1
"Lescomplekt asserts that its joint venture partner owes it three separate amounts."	0
"Security Council Committee established pursuant to resolution 1718 (2006) Sanctions List"	1
"3. Soraya Makki Alkhodr Toto"	0
"72. What happened on March 25 and 26 were indiscriminate killings of innocent civilians and gross violations of human rights."	1
"The situation in the Middle East (July 18, 1960; March 12, 2012)"	0
"Cells, branches or affiliated groups are now forced to operate independently and self-finance their activities."	1
"1. The first group: A group of six inspectors left the Canal Hotel in Baghdad at 8.30 a.m. and went to the Mustansiriyah University Faculty of Medicine, located in the Qadisiyah quarter of Baghdad."	0
"They have their own country, their own institutions and their own constitution, and they are capable of doing it themselves."	0
"Progress can be hampered by competing agendas of international actors, parallel initiatives, and regional countries' support for non-signatory movements, undermining attempts to convince them to join the peace process."	1
"As the representative of Algeria just pointed out, the draft resolution that was not adopted contained a clear condemnation of all terrorist attacks against civilians as well as all acts of violence and destruction."	0
"- With regard to paragraphs 46, 48 and 49 on the arms embargo and border control, the truth is that arms smuggling is from Lebanon to Syria. Everyone knows that certain groups in Lebanon are involved in attempts to destabilize Syria by supplying armed terrorist groups in Syria with weapons and funds to undermine Syria's stability."	1
"These five persons are those listed in annex II to resolution 1803 (2008)."	0
"The victim stated that she knew 19 of the women who were raped but there were many others. She believes there were 50 victims in total."	1
"The general proposals are contained in annex I entitled \"Summary of general proposals\" (\"Summary\")."	0
"Meanwhile, parliamentarians from the SLPP and MPDC boycotted the opening of parliament, protesting, among other things, the ban on political processions and rallies following the September 9 political violence in Bo."	1
"As long as countries do not require listed individuals to abide by the travel ban, they will consider circumventing the ban to be a low-risk endeavor."	1
"This power struggle manifests itself in different forms and aims to attract different national forces within civil society and public opinion in order to gain additional popular support or influence."	0
"(a) Reiterating its call upon parties to armed conflict listed in the annexes to the report of the Secretary-General on children and armed conflict that have not yet prepared and implemented action plans to halt the recruitment and use of children in violation of applicable international law to do so without further delay."	0
"To request the Secretariat to provide updates on the issue of potential duplicate awards in categories A and C for further consideration by the Working Group at its future meetings, to keep the issue on the agenda of the next session of the Governing Council, and to approve the Secretariat's request to extend the contracts of five staff members until December 31, 2005, to support the forensic accounting experts and to implement any recommendations that may be made regarding potential duplicate awards."	0
"At the same time, the threat posed by the Taliban has been resurrected."	1
"54. The Hyderabad Question (September 16, 1948; May 24, 1949)."	0
"To be held on Wednesday, 31 October 2007, at 3.35 p.m."	0
"To be held on Monday, September 11, 2006, at 11 a.m."	0
"It is not yet time to change the international management of this school."	0
"134. JEM is led by Khalil Ibrahim, a former minister of state who sided with Hassan al-Turabi when the latter formed the National People's Congress in 2000."	0
"Church of St. Nikola, Sredski/Sredska, Prizren/Prizren"	0
"645. The Commission has decided to withhold the names of these persons from the public domain. This decision is based on three main reasons: (a) the importance of the principles of fair trial and respect for the rights of suspects; (b) the fact that the Commission has not been granted investigative or charging authority; and (c) the vital need to ensure that witnesses are protected from possible harassment or intimidation."	0
"The meeting was called to order at 10:10 a.m."	0
"Condemning the continuing illicit flow of arms within and into the Democratic Republic of the Congo, and declaring its determination to continue to monitor closely the implementation of the arms embargo and other measures specified in its resolution 1807 (2008)."	1
"Increased costs: Re-routing (Aseman Airlines flights)"	0
"We provide basic training (e.g., weapons training, discipline, ....) which may take two weeks or so, depending on the individual's readiness."	1
"Among the 57 civilians killed were five children (two of whom died under torture) and 51 rebel fighters."	1
"But these soldiers are lightly armed, have poor ground mobility, no air capabilities, and receive minimal logistical and financial support."	1
"Initially, Rafidain Bank would transfer the amount to Polytechna as soon as approval was obtained."	0
"These countries also face significant challenges due to cross-border refugee flows."	1
"The inter-ethnic situation in Kosovo remains relatively calm, but unstable."	1
"Hansen Weah, Augustine Toyah, and the role of Liberian parishes"	0
"The Council also expresses its concern at continued reports of attacks by the Lord's Resistance Army in the Central African Republic, in areas extending westward to Bangassou, as well as in the Democratic Republic of the Congo."	1
"However, widespread strikes and blockades by armed and unarmed political groups, parties and political groups have disrupted humanitarian activities and access to health and education services mostly in the Terai region."	1
"In most cases of ground attacks, men were directly targeted for killing, and in some cases there was evidence of efforts by perpetrators to spare women's lives."	1
"The appeal process was then finalized."	0
"They were also deprived of their liberty and right to freedom of movement within the DPRK, their right to be recognized as a person before the law, and their right not to be subjected to torture and other cruel, inhuman or degrading treatment."	1
"485. It is disappointing that the committees limited themselves to the crime of rape and did not address cases where other forms of sexual assault, including attempted rape, occurred."	1
"There are currently some 47 non-state armed groups âbelieved to have had or still haveâ MANPADS."	1
"Many were killed and more than 100 people were injured."	1
"The project was left unfinished."	0
"Indeed, the principle of joint criminal enterprise is more important in international criminal law than in most national legal systems, given that most international crimes (crimes against humanity, genocide, and most war crimes) are crimes whose ultimate criminal consequences can only be achieved with the participation of several persons."	1
"I condemn in the strongest terms the disgraceful attacks targeting people who are supporting the Somali people in the fight against organized crime, which is hampering the development of their country."	0
"On 16 December, the Chairman of the Security Council Committee established pursuant to resolution 1591 (2005) concerning the Sudan and Permanent Representative of Colombia, NÃ©stor Osorio, reported to the Council on 90 days of the Committee's work."	0
"These considerations do not apply in the case of Petrolube."	0
"AQIM's arsenal may now include advanced anti-aircraft weapons from Libya, although it is unlikely that these weapons are still operational."	0
"Women and children, especially girls, have been affected by violence and emerging conflicts caused by the proliferation of militias and armed groups, in some cases linked to violent extremism, while many protracted conflicts remain unresolved."	1
"81. Briefing by the Chairman of the African Union (May 31, 2006; May 31, 2006)."	0
"58. As I have already pointed out, there is no optimal choice among these options."	0
"94. Since the existence of militias and parallel forces has been confirmed, it is the duty of the President of the Republic and the Government of National Reconciliation to take all necessary steps to put an end to their activities."	1
"The victim, who was raped 14 times over a one-week period, provided the following information:"	1
"This has undermined international efforts to facilitate the restoration of peace in Afghanistan."	1
"The violence that erupted in the Gali region is a logical consequence of the escalating situation of gross violations of the rights of peaceful citizens by the Abkhaz regime, which encourages the smuggling of weapons and drugs."	1
"(h) Laws on the use of symbols (including denominational symbols) and on public holidays."	0
"The geographic locations of the sectors will be as follows:"	0
"3. Eritrea did not receive any \"larger scale operational map\"."	0
"He also referred to the attack on the base of the United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA) in Kidal on October 7."	1
"Women and children accounted for 22 percent of the casualties."	1
"19. During the period under review, UNOWA provided good offices to strengthen democratic processes and institutions throughout the region, in particular in Guinea and Togo."	0
"Recalling its previous resolutions on international terrorism and the threat it poses to Afghanistan, in particular its resolutions 1267 (1999), 1333 (2000), 1363 (2001), 1373 (2001), 1390 (2002), 1452 (2002), 1455 (2003), 1526 (2004), 1566 (2004), 1617 (2005), 1624 (2005), 1699 (2006), 1730 (2006), 1735 (2006), 1822 (2008), 1904 (2009), 1988 (2011), 1989 (2011) and the relevant statements of its President."	0
"Citizens are rewarded for informing on other citizens suspected of committing these âcrimes.â"	1
