"ar_en_DEEP"	"VerConf"
"55. In mid-November, the United Nations Humanitarian Coordinator in Kosovo published the results of a humanitarian risk survey, which showed that about 42,000 families may need fuelwood and charcoal and that about 6,000 families may need emergency temporary winter shelter."	0
"Last Sunday, on the occasion of the twenty-first anniversary of the Hamas movement, Hamas leader Haniyeh refused to allow President Abbas to remain in office until the internal division was resolved."	1
"It also emphasizes blocking and stopping websites that contain extremist materials, and regulating problems that arise in this field."	0
"Unfortunately, these warnings were not heeded."	1
"But we are concerned that the violence could cause a portion of the population to stay away from polling sites in the south and elsewhere."	1
"âThe Security Council reiterates its readiness, in accordance with its relevant resolutions, to impose sanctions on entities and individuals who provide shelter, financing, facilities, support, organization or training to groups or individuals or incite them to commit acts of violence or terrorist acts against other States or their nationals in Somalia or in the region, as well as on all other regional networks, groups, institutions, entities and individuals who have not severed all ties with Al-Qaeda and its associated groups, including Al-Qaeda in the Islamic Maghreb, the Movement for Oneness and Jihad in West Africa, and the Ansar Dine Movement, in accordance with resolution 2083 (2012). )."	1
"It reaffirmed the Secretary-General's condemnation of any use of chemical weapons by any party to the Syrian conflict, and reiterated his call for the perpetrators of any such acts to be brought to justice."	1
"10. On 7 September, the High-level Working Group between the Government of Chad and the United Nations held its third meeting to assess the situation on the ground with regard to the protection of civilians and the implementation of the measures adopted by the Government in order to implement the tasks contained in paragraph 4 of resolution 1923 (2010)."	0
"After being raped, some women's clothes were not returned to them and they were forced to remain naked."	0
"Recalling its resolution 2133 (2014) and the publication by the Global Counter-Terrorism Forum of the âAlgeria Memorandum on Best Practices for the Prevention of Abductions of Persons for Ransom and Deprivation of their Profitâ by terrorists, and strongly condemning incidents of kidnappings of persons and hostage-taking committed by terrorist groups for any purpose , including for the purpose of raising funds or extracting political concessions, Expressing its determination to prevent kidnappings and hostage-taking committed by terrorist groups, and to ensure the safe release of hostages without paying ransom or making political concessions, in accordance with applicable international law, and calling upon All States should work to prevent terrorists from benefiting directly or indirectly from ransom payments or political concessions, and to ensure the safe release of hostages, and reaffirming the need for all States to cooperate closely during incidents of kidnapping and hostage-taking committed by terrorist groups ,"	1
"My delegation believes that to prevent new outbreaks of violence and to stabilize northern Kosovo, it remains essential that the reconciliation process be accompanied by policies aimed at ensuring social and economic stability among the communities in a non-discriminatory manner."	1
"68. Officials' opinions differ on the effectiveness of terrorist training materials available on the Internet, as theoretical guidance, no matter how complete and accurate, requires some degree of practical training or practical experience to help overcome operational obstacles."	0
"Emphasizing that the development and maintenance of fair and effective criminal justice systems should be a fundamental pillar of any strategy to combat terrorism and transnational organized crime,"	1
"The Financial Intelligence Unit shares information with its counterparts abroad, both directly and through law enforcement channels."	0
"Security Council resolution 1564 (2004), operative paragraph 12"	0
"I expressed the deep concern of the Council and the Secretary-General about the recent increase in tensions between North and South, as well as the continued lack of progress on Abyei and other post-Comprehensive Peace Agreement issues."	1
"19 - Two countries have criminalized the financing of terrorism, while five other countries have introduced some legal provisions to address this issue."	0
"2. Decides that the Executive Directorate will continue to operate as a special political mission under the policy guidance of the Counter-Terrorism Committee, for the period ending 31 December 2010. Further decides to conduct an interim review by 30 June 2009 and to consider comprehensively the work of The Executive Directorate before the end of its term;"	0
"The report underscores the alarming picture of the situation in the Sahel region and the related security, economic and humanitarian concerns."	1
"(c) Organization of the Jordanian Afghans (Hashaika):"	0
"Cash mutual funds do not invest in financial derivatives, asset-backed products, mortgage-backed products or equity products;"	0
"The non-profit sector is perhaps the most vulnerable to terrorist financing and the most difficult to regulate and monitor."	1
"22 - The situation in Guinea-Bissau (6 November 1998; 26 July 2012)."	0
"42 - The situation between Eritrea and Ethiopia (26 June 1998; 15 February 2008)."	0
"They see the Kosovo Serbs as tools of the Belgrade authorities and thus as part of the threat that continues to threaten their future."	1
"It seems that real change is more likely to come from popular protests, rather than from secretly planned violence."	0
"âStressing that peace and security in the world are an indivisible whole, and taking into account the interconnectedness and interdependence of the world, the Security Council reaffirms that terrorism in all its forms and manifestations represents one of the gravest threats to international peace and security and that any acts of terrorism They are criminal acts and cannot be justified, regardless of their motives, wherever and by whomever they are committed."	1
"The arguments of the Armenian side are surprising, especially since they were mentioned in the Security Council, which in 1993 adopted a series of four resolutions condemning the use of force against Azerbaijan and the occupation of its territories, and demanding the immediate, complete and unconditional withdrawal of the Armenian occupation forces from all occupied territories of Azerbaijan (Resolutions 822) 1993), 853 (1993), 874 (1993) and 884 (1993)."	1
"These meetings provide the Committee with valuable information on the implementation of the sanctions regime and on the threat posed by Al-Qaida and its associates, and provide a forum for intelligence and security officials in various countries to engage with each other and with the Group and exchange information."	1
"Taking note of the work undertaken by the Global Counter-Terrorism Forum, in particular its issuance of several framework documents and good practices in areas including countering violent extremism, criminal justice, kidnapping for ransom, support to victims of terrorism, and community-oriented policing, as a complement to the work undertaken In those areas, the United Nations counter-terrorism entities, and encouraging the Executive Directorate to continue its interaction with the Global Forum in the context of its work with Member States to promote the full implementation of resolutions 1373 (2001) and 1624 (2005),"	0
"In the current situation, which is an extremely difficult situation, we call on both Israelis and Palestinians to prevent escalation of the conflict and to begin implementing their obligations under the road map, in order to revive the prospects for peace."	1
"Therefore, it does not necessarily contain a summary of all the reasons the Committee is considering for listing the name in question."	0
"He also stressed the risk of the conflict intensifying with the resumption of the migration season, elections, and the lack of dialogue."	1
"This key remaining provision of the resolution has yet to be implemented, and it is a reaffirmation of a decision that the Lebanese unanimously agreed to abide by in the Taif Agreement concluded in 1989, in the wake of the civil war."	1
"Guinea-Bissau is one of the countries where the program will be implemented on a pilot basis."	0
"The government's armed forces later confiscated the village residents' weapons."	0
"Notes that the protection of civilians requires a coordinated response among all relevant components of the Mission, and encourages [the Mission] to strengthen interaction, under the authority of the Special Representative of the Secretary-General, between its civilian and military components at all levels and among actors working in the humanitarian field, in order to unify expertise in the field of Protection of civilians."	0
"During the closed consultations that followed, Council members expressed their support for the United Nations Support Mission in Libya, and noted the efforts made by the interim government to achieve stability."	0
"The repercussions of Khalil Ibrahim's death on the Darfur peace process will only become clear with time."	0
"During the Committee's informal consultations on 22 May, the coordinator of the Monitoring Group made an oral presentation on the current threat posed by Al-Qaida and its associates to international peace and security."	1
"The end-user certificate was proven to be an original document after being examined by a forensic expert."	0
"Likewise, the Security Council condemns terrorism in all its forms and manifestations, regardless of its form or who commits it."	1
"This person shall inform the Money Laundering Prevention Office."	0
"(e) The Committee attaches great importance to coordination with experts from other subsidiary bodies of the Security Council concerned with counter-terrorism in preparing for visits and in simplifying reporting procedures;"	0
"Another witness reported that Faisal Al-Rashid insisted one day after the assassination that the case had been solved and that the perpetrator of the crime was Mr. Abu Adass as a suicide bomber and that Mr. Abu Adassâs body was still at the crime scene."	0
"Reaffirming that terrorism in all its forms and manifestations constitutes one of the most serious threats to international peace and security and that any terrorist acts are criminal and unjustified, whatever their motives, the times of their commission, and whoever their perpetrators,"	1
"Prime Minister Najib Mikati and members of his government continue to exercise their duties on an interim basis."	0
"The Group also considers the growing international concern regarding terrorist use of the Internet, and provides views on this issue and all its monitoring activities."	1
"It also demonstrated how differently the danger is viewed, even by neighboring countries."	1
"Given that many financial intelligence units in South Asia have only recently been established, priority attention is given to developing their capabilities."	0
"That decision, although members of the Coalition Armed Forces were expressly excluded from the jurisdiction of the United Nations Compensation Commission, authorized the payment of compensation for prisoner-of-war claims by Coalition soldiers for loss or injury resulting from ill-treatment in violation of international humanitarian law."	0
"The information we have received indicates that the Special Envoy has already begun searching for new arrangements to accommodate and appease Ethiopia regarding its non-compliance with the provisions of the Algiers Agreement and its rejection of the Boundary Commissionâs decision."	1
"216 - Based on the findings reached by the committee and the Lebanese investigation so far, and on the basis of the material and documentary evidence collected, and the evidence reached so far, there is consistent evidence indicating Syrian and Lebanese involvement in this terrorist act."	1
"Establishing common beneficiary standards and registration lists will ensure a coordinated system for beneficiaries receiving food and/or cash."	0
"Recognizing the need for civilian and military leaders, in accordance with the principle of command responsibility, to demonstrate commitment and political will to prevent sexual violence, combat impunity and enforce the principle of accountability, and that failure to do so could suggest that acts of sexual violence during conflict are tolerable,"	0
"States should refrain from obstructing humanitarian actors in their efforts to engage non-State armed groups for humanitarian purposes, including activities aimed at promoting respect for international humanitarian law."	1
"He was not satisfied with his observations at the crime scene, but was hopeful that the situation would improve the next day, since responsibilities had been distributed at the meeting held earlier."	1
"However, I remain concerned about continued restrictions on the freedom of movement of United Nations military observers seeking to visit units, headquarters and fortified points of the parties for verification purposes."	1
"We urge Israel to stop its military raids in Gaza."	1
"Guangdong Metals and Minerals Import & Export Corporation"	0
"The International Cooperation Review Group of the Financial Action Task Force on Money-Laundering reported in June 2009 that six States of the subregion had gaps in the areas of anti-money-laundering and combating the financing of terrorism."	1
"At this moment, Qassam rocket fire is still being deliberately directed from Gaza against the civilian population, targeting and terrorizing innocent civilians as they sleep in their bedrooms, sit in their living rooms, or take their children to school."	1
"Unresolved ethnic and border disputes have resulted in conflicts that undermine efforts to develop a coherent regional approach to combating terrorism."	1
"39. On 10 April 2013, I sent a letter to the Ministers of Foreign Affairs of Morocco and the Sahrawi Arab Democratic Republic."	0
"(b) Encouraging States to take measures to protect the non-profit sector from abuse through terrorist financing;"	0
"The Non-Proliferation Security Initiative Committee is an expert committee co-chaired by the Ministry of Foreign Affairs and the Hungarian Trade Licensing Office."	0
"All 18 countries that reported arms exports and imports have taken steps to regulate the production, sale and transfer of weapons and explosives."	0
"Such assistance should aim to establish a tripartite national authority that could assume responsibility for monitoring the implementation of any rules and regulations agreed upon and established for the well-being of more than a million people gathered in the Gulf, and for the economic development of the three coastal States with a view to facilitating international maritime trade."	0
"(b) Damaging or depleting forest resources;"	0
"Condemns all attacks directed against United Nations peacekeepers and humanitarian personnel, regardless of the perpetrators, and stresses that those involved in such attacks must be brought to justice."	1
"Of the five invoices, four were dated 1985 or earlier. Only one invoice was dated 1989."	0
"Based on the above, the Ministry of Foreign Affairs of Georgia considers that the withdrawal of the Russian Federation from the decision taken by the Council of Heads of State of the Commonwealth of Independent States on 19 January 1996 represents a serious threat of destabilization, significantly changes the situation surrounding the conflict, and undermines the legal framework, which defines The peace formula set by the League for the conflict zone."	1
"Sawt Al-Ahrar Algerian newspaper, Algerian journalist Omar Dalal - dated February 25, 2012"	0
"(a) Send another technical assessment mission to the area as soon as possible;"	0
"But we are concerned that a key factor in decision-making is being undermined by the lack of political consensus."	1
"9. This was followed by the Mwanza talks of 14 May 2000 between the Presidents of Rwanda and Uganda, who agreed to demilitarization."	0
"While the response by some to the Committee is slow, the number of those keen to participate in its work is increasing, whether by submitting names or promoting views on identifying new areas in which Security Council sanctions or other measures can help stem the flows of recruits and reduce the chances of More attacks by terrorists linked to Al-Qaeda and the Taliban."	0
"The Secretary-General considers that these credentials are complete."	0
"58. Since the establishment of the Counter-Terrorism Trust Fund, the Executive Directorate has become more efficient in managing contributions in support of its activities."	0
"Commending the progress made to date by the Counter-Terrorism Committee, established by the Security Council, pursuant to paragraph 6 of resolution 1373 (2001) and acting under Chapter VII of the Charter, in carrying out its important responsibility of monitoring the implementation of that resolution,"	1
"Major General Mogis concluded his presentation by warning that the approaching dry season increases the risk of renewed hostilities, which is why UNISFA has increased the number of patrols, but he stressed that if there is no dialogue, it will not be possible to prevent the situation from deteriorating at some point."	1
"Uganda believes that ending impunity is the only credible deterrent against crimes of grave concern to the international community."	1
"I urge Lebanese leaders to resume and accelerate their discussions on developing a national defense strategy, and to achieve tangible progress therein. The end result of this process must be that there are no weapons without the consent of the Government of Lebanon and no authority other than the authority of the Government of Lebanon."	1
"Condemns the use of [the national radio and television station] and other media to incite discrimination, hostility, hatred and violence, including against the [relevant United Nations mission], as well as acts of intimidation and violence against journalists and calls for the lifting of all restrictions on the exercise of the right to freedom of expression in [ country in question];"	1
"This was a thorny issue as there was a lack of trust between some police officers in various locations."	1
"President Abbas also told me that âthe illegal transfer of large quantities of weapons to refugee camps by some Palestinian groups threatens Lebanon and does not serve the Palestinian cause.â"	1
"Let's be frank: these reports from the press, human rights groups and civilians on the ground raise serious concerns about the nature and scope of the conflict."	1
"We should acknowledge our great concern about the situation in Afghanistan."	1
"Members expressed concern about the security situation and stressed that unless it is addressed quickly and effectively, the return to normalcy may be halted, thus undermining the efforts made by the authorities to achieve stability."	1
"âThe Security Council expresses its concern that aircraft or other means of transport departing from territory controlled by ISIS and the Al-Nusra Front could be used to transport gold or other valuable items and economic resources to be sold on international markets, or to transport weapons and equipment for use by ISIS. The Islamic State in Iraq and the Levant and the Al-Nusra Front, and notes that individuals or entities participating in these activities may be entitled to inclusion on the sanctions list by the committee emanating from Resolutions 1267 and 1989; It expresses its concern at reports that items of archaeological, historical, cultural and religious importance are being illegally transported outside the territories controlled by the Islamic State in Iraq and the Levant and the Al-Nusra Front, from which the two groups may derive revenues, and calls on Member States to take appropriate measures to prevent This is illegal business activity; In this regard, all states are required to work so that no funds, financial assets, or economic resources are made available, directly or indirectly, to the benefit of the Islamic State in Iraq and the Levant, the Al-Nusra Front, and other individuals, groups, institutions, and entities associated with Al-Qaeda; It is hoped that the Al-Qaida Sanctions Committee will consider in depth the relevant recommendations regarding new measures to discourage such activities as contained in the report prepared by the Analytical Support and Implementation Monitoring Team of the Al-Qaida Sanctions pursuant to resolution 2170, with a view to further discouraging activities that carried out by these groups."	1
"Military forces in some States were alleged to have committed summary or extrajudicial killings, in violation of the laws of war and human rights law."	0
"Almost half of the applications were received from individuals not represented by lawyers and the Ombudsman is currently taking steps to ensure that no applicant who is not represented by a lawyer is disadvantaged."	0
"Finally, the question of the circumstances in which a peacekeeping operation is authorized to use force, ranging from self-defense to peace enforcement and deterrent peacekeeping, and how this fits into the implementation of the operation's civilian protection mandate, needs to be addressed."	0
"This remains a source of constant concern to us."	1
"4 - Calls upon all States not party to the Treaty on the Non-Proliferation of Nuclear Weapons to accede to the Treaty as non-nuclear-weapon States with a view to achieving the universality of the Treaty at an early date, and to abide by its provisions pending accession;"	0
"Viet Nam is deeply concerned about the alarming deterioration of the security and humanitarian situation in the eastern part of the Democratic Republic of the Congo."	1
"This is despite the repeated condemnation of these inhumane acts by Security Council Resolutions 1820 (2008), 1888 (2009) and 1960 (2010), which have become a source of hope for millions of women and girls victims around the world."	1
"On 14 September, following the Security Council's adoption of resolution 1546 (2004), the Special Representative of the Secretary-General, Ashraf Jahangir Qazi, as well as the Permanent Representative of the United States, Ambassador John Danfort, briefed the Security Council on the activities of the United Nations Assistance Mission in Iraq and the multinational force, respectively."	0
"In the letter, the Committee drew attention to the principle of command and superior responsibility stipulated in international criminal law, and urged the Supreme Commander to prevent and suppress crimes against humanity, and to ensure that perpetrators are prosecuted and brought to justice."	1
"The Security Council's current attempts to shift blame onto Eritrea are unjustified, neither legally nor politically."	1
"Elsewhere, along the Blue Line, violations threaten to destabilize fragile stability."	1
"They point out that Ethiopia's failure to allow full border demarcation to proceed, as well as the continued and increasing restrictions on the mission's work, raise serious questions about the mission's viability."	1
"29- Decides to remain seized of the matter."	0
"Over the past month, the number of conflict-affected individuals in the Darfur crisis has continued to rise, with an additional 62,000 internally displaced persons recorded."	1
"Steps need to be taken to adequately suppress terrorist financing."	1
"(i) Expeditiously establish a United Nations radio station and strengthen United Nations information, media, awareness-raising and training activities in CÃ´te d'Ivoire, in particular matters relating to human rights, so as to encourage a climate of mutual respect and tolerance among all groups in Country;"	0
"We should not underestimate the seriousness of the threat posed by the destabilizing activities of Al-Qaeda and the Taliban in Afghanistan."	1
"The Democratic People's Republic of Korea categorically rejects the human rights resolution fabricated against the Republic based on machinations, lies and disinformation and taken under the coercion of the United States and other hostile countries in a tyrannical and arbitrary manner."	1
"However, detainees were subjected to serious attacks on their lives and physical integrity."	0
"These positions are considered indirect participation in obscuring the positions of the Syrian government regarding what is happening on its territory, and irresponsible incitement to violence in all its forms, which would give international cover for the terrorist acts carried out by armed groups against the interests of the Syrian people and government."	1
"In order to continue this struggle, it is imperative that the international community make a greater contribution and pay more attention to this important aspect of the fight against terrorism."	1
"However, the possibility of a complete collapse of law and order, in addition to the collapse of the fragile economy and the disintegration of Palestinian institutions of self-government, remains."	1
"By committing itself to interacting with and sharing information with other members of the expanded membership as part of its core responsibilities, the Council can hope to improve the long-standing attitudes towards it held by the general membership."	0
"The government did not accept recruits from all tribes."	1
"Mr. Christopher Greenwood (United Kingdom of Great Britain and Northern Ireland)"	0
"We urgently call on them to increase their support for the collective initiatives that our States will take, within the framework of the Nouakchott Process, in order to address the threat that terrorism, violent extremism and transnational organized crime pose to international peace and security."	1
"In this context, the European Union reminds Israel of its commitment to ensuring full and safe access to humanitarian organizations, including the United Nations Relief and Works Agency for Palestine Refugees in the Near East."	1
"8. It is recommended that the United Nations take the following urgent specific steps to facilitate the continued and strengthened presence of the Mission in Somalia:"	1
"3- Other expenses 142-152 35"	0
"It may be recalled that the Government of Eritrea, in its letter dated 28 February 2012 (S/2012/126), had urged the Security Council to assume its responsibilities and take appropriate measures against these countless acts of illegal aggression and occupation."	1
"See also, for example, Presidential Statement S/PRST/2013/2, (2013) paras. 13 and 14; Security Council resolution 2109 (2013), operative paragraph 13; Security Council resolution 2076 (2012), operative paragraph 11; Security Council resolution 2075 (2012), operative paragraph 13; Security Council resolution 2063 (2012), preambular paragraph 12; Security Council resolution 2053 (2012), operative paragraph 26; Security Council resolution 2047 (2012), operative paragraph 11; Security Council resolution 2032 (2011), operative paragraph 9; Security Council resolution 2014 (2011), operative paragraph 10; Security Council resolution 2010 (2011), preambular paragraph 13; Security Council resolution 2003 (2011), operative paragraph 15; Security Council resolution 1828 (2008), operative paragraph 7; Security Council resolution 1814 (2008), operative paragraph 12; Security Council resolution 1794 (2007), operative paragraph 17; Security Council resolution 1778 (2007), operative paragraph 17; Security Council resolution 1769 (2007), operative paragraph 14; Security Council resolution 1674 (2006), operative paragraphs 8 and 22; Security Council resolution 1574 (2004), operative paragraph 11; Security Council resolution 1565 (2004), operative paragraphs 20 and 21; Security Council resolution 1545 (2004), operative paragraph 12; Security Council resolution 1533 (2004), operative paragraph 5; Security Council resolution 1509 (2003), preambular paragraph 6 and operative paragraph 8; Security Council resolution 1502 (2003), operative paragraph 4; Security Council resolution 1497 (2003), operative paragraph 11; Security Council resolution 1493 (2003), operative paragraph 12."	0
"The session opened at 10:16."	0
"Several Council members stressed that resolution 2118 (2013) had not yet been fully implemented and that the Council should continue to vigilantly monitor efforts to eliminate the chemical weapons program in the Syrian Arab Republic until this was actually achieved, as well as to end the use of chemical weapons in violation of the provisions of the resolution 2118 (2013)."	1
"In most countries, internal coordination and information exchange take place at the policy level and \"graduate\" up to the executive level using manual means and personal communications rather than electronic means."	0
"56 - It is encouraging that progress has not stopped in the four priority areas assigned to the Mission. Progress includes dialogue initiatives on critical national issues, further progress in resuming the National Police to assume basic responsibilities for maintaining security, and the issuance of a package of security-related legislation. National, development of the strategic development plan and the strategic plan for the justice sector in Timor-Leste."	1
"Moreover, there are procedural obstacles that limit victims' recourse to justice."	0
"We could go on to mention widespread poverty, problems in natural resource management, thousands of refugees and internally displaced persons, thousands more former combatants awaiting reintegration, unreformed security sectors, extensive human rights violations, and many other threats that are likely to fueling a new conflict."	1
"18. These trends are evident in many contemporary conflict situations on the Council's agenda."	1
"They also reiterated their deep concern about the problems of terrorism, piracy, hostage-taking and the dire humanitarian situation. In this context, they stressed the need for all relevant Security Council resolutions to be implemented expeditiously, including by the transitional federal institutions, as appropriate."	1
"Furthermore, Article 15 bis does not address the situation in which two judges hearing the same case are not re-elected."	0
"Moreover, the restriction imposed by Eritrea has a significant impact on the security and operations of United Nations peacekeeping personnel, to the point that continuing to station them in small sites in isolated areas, representing 18 out of 40 sites, has become unsustainable and is no longer feasible at the level of Processes."	0
"For example, many people gathered in Delej after fleeing their villages, following continuous attacks on villages in the area for months."	0
"Likewise, the commission was unable to verify claims by some key eyewitnesses that bodies were secretly removed from the morgue to reduce the official death toll in connection with the march."	1
"Bagosura ICTR-98-41-Ar73 (OTP)"	0
"1 - Condemns and condemns in the strongest terms the terrorist acts committed by the Islamic State in Iraq and the Levant and its violent extremist ideology, and its continued gross, systematic and widespread violations of human rights and international humanitarian law;"	1
"Bus fares from Baghdad to Amman Jordan visa fees"	0
"International partners and human rights defenders unanimously condemned the government's decision to expel the Director of the United Nations Joint Human Rights Office following the publication of a human rights report on violations allegedly committed by police during Operation Likofi."	1
"Under Section 7 of the Immigration Act, no one except its citizens has an automatic right to enter Singapore."	0
"The resolution reiterates the importance of fulfilling those obligations and stresses that neither party should undertake any activity that conflicts with those obligations under the roadmap or prejudges final status negotiations."	1
"However, despite increased interest and recent positive developments in this area, many challenges remain in the field with regard to implementation, in particular challenges related to the continued lack of clarity regarding the concept and operationalization of the protection of civilians, internal and external coordination mechanisms, and early warning and rapid response. , providing support to host government security forces, force capabilities, and providing resources."	1
"It is neither wise nor appropriate to allow Eritrea to contemplate the success of its attempt to blackmail the Security Council by taking the mission's personnel hostage."	0
"Remaining deeply concerned about the threat posed by terrorism and the risks of the possession, development, trade or use of nuclear, chemical and biological weapons and their means of delivery by non-State actors;"	1
":: February 14, 2005, Rafik Hariri and 22 others were killed in a huge explosion off the waterfront in central Beirut."	0
"At the 6043rd meeting of the Security Council, on 9 December 2008, the President of the Security Council, on behalf of the Council, made the following statement in relation to the Councilâs consideration of the item entitled âThreats to international peace and security caused by terrorismâ:"	0
"But how can this be achieved when the two agreements and the authority of the law continue to be disdained? When our land remains occupied by force and our people are displaced from their cities and villages? In fact, how can all possible arrangements of mutual benefit and normalization begin when sovereign territories are neither respected nor demarcated?"	0
"Recent incidents of indiscipline in the Integrated Security Detachment have made this clear, in particular the allegation that an Integrated Security Detachment commander killed a civilian in Farshana on 22 March."	1
"âThe Security Council stresses the urgent need to strengthen the military and police institutions in Libya."	1
"Given the limited jurisdiction of the Serious Crimes Unit and the failure of the Indonesian ad hoc court process, additional remedial measures may be required to achieve justice."	1
"Council members unanimously expressed concern about the current state of the peace process and expressed their hope that the Group of Friends of the Secretary-General at its next meeting would be able to move this situation forward. Other issues"	0
"They therefore resolved to give full support to the outcomes of the round table meeting on Côte d'Ivoire held in Linas Marcoussy from 15 to 24 January 2003."	0
"Combined with fanaticism and deep roots in the political and social life of the region, organized crime threatens the very foundation of principles and values ​​that we are trying to instill in the new institutions formed there, and thus our efforts are in vain."	1
"(b) Islamic Republic of Iran: US$ 9,821,393;"	0
"(b) Inclusion of all parties to ensure the participation of all stakeholders;"	0
"As you know, on December 12, 2000, I witnessed the signing of the agreement between the Government of the State of Eritrea and the Government of the Federal Democratic Republic of Ethiopia, which took place in Algiers in an official ceremony hosted by President Abdelaziz Bouteflika."	0
"The Israeli people, who had hoped that Israel's withdrawal from Lebanon - approved by this Council six years ago - would bring security along its northern border, found themselves exposed to continuous missile attacks from Hezbollah, which day after day reach deeper into Israeli territory."	1
"It was stated that information exchange improves the process of assessing business opportunities from a proliferation risk perspective. Therefore, information exchange is in the interest of all private sector actors and benefits companies with fewer resources, such as small and medium-sized enterprises."	0
"These capabilities will be in addition to the units included in the strong support group."	0
"We call on the Palestinian Authority to do everything in its power to stop these attacks."	1
"3- Bank accounts and securities - $1,701,496"	0
"He presents a new message accompanied by video recordings in which Mustafa Abu Al-Yazid, known as Sheikh Saeed, the head of Al-Qaeda in Afghanistan, appears, accompanied by leaders from the Taliban movement. and excerpts from bin Ladenâs letters; And on television news topics; With audio clips of distinguished heads of state and government, including many from Arab countries; and to officials from the CIA; and officials from NATO; counter-terrorism experts; Muslim clerics; And scientists; And journalists; And lawyers; And Western supporters of Al-Qaeda."	1
"This strategy focuses on how the state's defenses against terrorism can be directed to protect sensitive infrastructure facilities and citizens, and how the state can deal with terrorist attacks to mitigate their effects, assist their victims, and restore public order."	0
"We condemn in particular any attempt to force the Mission into any kind of so-called joint governance, as well as any interference with the unilateral powers of the Special Representative."	1
"It calls for adherence to international law and for all parties to implement their obligations and the road map in order to achieve the vision of two states living side by side in peace and security."	1
"Therefore, it limited itself to collecting reliable information about people who may be suspected of being responsible for committing crimes in Darfur."	0
"We can only express concern about the deteriorating security situation in areas that were previously relatively calm."	1
"I also say today what I said on January 31. (See session S/PV.6710). It is unacceptable to prevent the Council from assuming its responsibilities."	1
"The Commission also established that the government armed forces, the State Security Service and military intelligence are responsible for the unlawful imprisonment and detention of civilians."	1
"8 - Storage location for imported materials."	0
"The semi-annual notifications were due on 15 January and 15 July 1999."	0
"A complete lack of transparency to the public would undermine the fairness and credibility of the entire mechanism."	1
"To this end, I note that the Lebanese leaders have resumed the national dialogue, whose main mandate is to develop a national defense strategy that would address the important issue of weapons outside the control of the State, after the events of May 2008."	0
"Second - Dissolution of the government of Charles Taylor in Liberia"	0
"I am particularly concerned about the instability that could arise if the political and socio-economic situation continues to deteriorate."	1
"Irregular movement of weapons within security forces"	0
"2 - A diagram showing the Bay of La Union and the Island of Conejo, which is an annex to the GoascorÃ¡n Strip, which was confirmed as being under Honduras' sovereignty by the International Court of Justice's ruling of 11 September 1992, which was again confirmed by the ruling of 18 December 2003, which ruled that the petition for reconsideration submitted by El Salvador regarding the GoascorÃ¡n Strip was inadmissible."	1
"Indeed, the lack of details indicated that special notifications between INTERPOL and the UN Security Council, which are the main tool for providing information on listed persons to law enforcement agencies, existed for 309 of the 488 names at the beginning of the review; The number now stands at 361 names and is likely to increase."	1
"The team documented three main sources of revenue leakage: loss of customs duties, loss of tax revenue on oil imports, and loss of revenue from iron ore sales."	0
"54. The âlike-mindedâ States suggested that the Committee change its decision-making procedures to allow for a majority vote rather than consensus when considering removing an entry from the list after the review period, which they proposed to reduce to two years."	0
"Convention on the Physical Protection of Nuclear Material (16 February 2004)"	0
"Noting with concern the changing nature of the threat posed by Al-Qaeda, Osama bin Laden, the Taliban and other associated individuals, groups, institutions and entities, in particular the methods they adopt in promoting terrorist ideologies,"	1
"He knows that this support or resources will be used, or intends for them to be used, for the following purposes:"	0
"In describing this unfortunate incident, the President stressed that it was malicious, unacceptable, and entailed potential violence in the upcoming 2012 elections."	1
"The weak presence of UNHCR in the camps and among refugees also constitutes another obstacle placed by the country of asylum in the way of this institution carrying out its mandate."	1
"6. During the period from 18 February to 13 March, the Royal Moroccan Army carried out a series of pre-planned military exercises in the vicinity of Aoussard, in which some 1,200 soldiers from infantry, cavalry and artillery units actually stationed within the Aoussard sub-sector participated."	0
"âThe Security Council reaffirms the commitment of all Member States to settle differences and resolve disputes in accordance with the Charter of the United Nations, and calls upon the international community to provide assistance, as appropriate, in the efforts of regional and subregional organizations to settle disputes by peaceful means and to prevent the outbreak of conflicts and settle them in accordance with the Charter of the United Nations.â and relevant Security Council resolutions."	0
"With regard to the disarmament, demobilization and reintegration of former combatants, the parties agreed that the Chiefs of Staff of the National Armed Forces of CÃ´te d'Ivoire and the Forces Nouvelles would hold a meeting on 7 July to finalize the timetable for the disarmament, demobilization and reintegration process scheduled to begin by the end of July."	0
"China should raise with the Supreme Leader of the Democratic People's Republic of Korea and other high-level authorities the issues of kidnapping and killing of children entitled to Chinese citizenship, forced abortions imposed on repatriates, and other human rights violations targeting repatriates from China."	0
"Requests the Secretary-General to develop effective guidelines and strategies to strengthen the capacities of relevant United Nations peacekeeping operations, in accordance with their mandates, to protect civilians, including women and girls, from all forms of sexual violence, and to include them on a regular basis in his written reports To the Council on Conflict Situations, its observations regarding the protection of women and girls and its recommendations in this regard;"	0
"They said: Why do you live here, you are slaves."	1
"On another level, the General Secretariat addressed the permanent delegation of the African Union to the League of Arab States in this regard, Memorandum No. 647/5 dated 1/30/2008."	0
"We were prevented from even condemning the violence and supporting a peace plan drawn up by Syria's neighbors."	1
