"en_ar_GOOGLE"	"VerConf"
"(س) إبقاء المسألة قيد النظر."	0
"وهذا ما حدا بمجلس الأمن إلى أن يقرر، في قراره 1556 (2004)، أن الصراع في السودان يشكل تهديدا للسلم والأمن الدوليين والاستقرار في المنطقة، وأن يدعو الحكومة بموجب الفصل السابع من ميثاق الأمم المتحدة. الأمم المتحدة إلى الوفاء فورا بالالتزامات الواردة في البيان المشترك."	1
"(د) منع من يمولون الأعمال الإرهابية أو يخططون لها أو يسهلونها أو يرتكبونها من استخدام أراضيهم لتلك الأغراض ضد دول أخرى أو ضد مواطنيها؛"	0
"(ب) العمل مع الدول وفرع منع الإرهاب التابع لمكتب الأمم المتحدة المعني بالمخدرات والجريمة من أجل الترويج لأفضل الممارسات وتيسير بناء القدرات والتدريب لأعضاء السلطة القضائية ووكالات إنفاذ القانون وغيرهم من موظفي الخدمة المدنية المعنيين في مجال إجراءات طلب وإنفاذ القانون. تقديم المساعدة في التحقيقات الجنائية والمساعدة القانونية المتبادلة ومسائل تسليم المجرمين؛"	0
"ويجب اتخاذ خطوات لقمع تمويل الإرهاب بشكل مناسب."	1
"بعد ذلك، سعى المدعون العامون الهولنديون إلى حظر المؤسسة وحلها والإفراج عن أي رصيد دائن في الحساب المصرفي للمنظمة إلى الدولة، لكن المحكمة قضت بأن الحكومة لم تثبت أن فرع مؤسسة الحرمين في هولندا، منفصل ومنفصل عن المنظمة الدولية، كان يدعم الإرهاب. وقال ممثلو الادعاء الهولنديون إنهم يعتزمون استئناف حكم المحكمة، وكذلك الحصول على مزيد من المعلومات حول مؤسستي الحرمين والعقيل من الولايات المتحدة."	1
"ويخضع نصف الأعضاء للتجديد كل ثلاث سنوات."	0
"3. دوافع اغتيال رفيق الحريري"	0
"الاحتياطيات وأرصدة الصناديق، بداية الفترة"	0
"وهذا الصراع هو أيضًا حرب معلومات (التلاعب والتضليل)."	0
"ومع ذلك، فإننا نشعر بالقلق إزاء التطورات الأخيرة، التي شهدت توترات متزايدة بين أفراد المجتمعات المحلية وقوات القوة الدولية للمساعدة الأمنية."	1
"&quot;ويدعو مجلس الأمن بوروندي إلى منع تقديم أي دعم من أراضيها إلى الجماعات المسلحة في جمهورية الكونغو الديمقراطية."	1
"فمن ناحية، كان هناك من اعتبر أنه من الطبيعي أن تحدد الدولة متطلبات المواطنة أو الجنسية، ومن ناحية أخرى، كان هناك من استنكر استغلال هذا المفهوم باعتباره السبب وراء الأزمة في كوت ديفوار. ديفوار."	1
"ورغم أن القوات الحكومية ربما لم تشارك في معظم الحوادث في التدمير، فإن تواطؤها في الهجمات التي تم خلالها التدمير ووجودها في مكان التدمير يكفي لجعلها مسؤولة بشكل مشترك عن التدمير."	0
"وتم التعرف بوضوح على بقايا الصواريخ التي أطلقتها المروحيات."	0
"ومع ذلك، فإن المعلومات المتعلقة بمستوى تنفيذ اللائحة نادرة."	1
"كما أنها ستضع الأساس لآلية فعالة لمراقبة الأسلحة النارية، والتي يمكن أن تساعد السلطات على إدارة حيازة الأسلحة."	0
"وإنني أحث الزعماء اللبنانيين على استئناف وتسريع مناقشاتهم بشأن وضع استراتيجية دفاعية وطنية وتحقيق تقدم ملموس. والنتيجة النهائية لهذه العملية يجب أن تكون عدم وجود أسلحة دون موافقة الحكومة اللبنانية، ولا سلطة غير سلطة الحكومة اللبنانية."	1
"إن الافتقار إلى المشاركة في تلك المؤسسات من شأنه أن يحول دون إحراز تقدم بشأن القضايا الملموسة المتعلقة بالإدارة العامة، ولن يفعل شيئا لتحسين صورة كوسوفو على المستوى الدولي."	1
"لقد أدنت الهجوم الإرهابي على السفارة الهندية في كابول."	1
"وأشار الرئيس إلى القلق المستمر لدى بعض البلدان بشأن نطاق المنطقة عالية المخاطر."	1
"ثانيا. التطورات السياسية والعسكرية والاجتماعية"	0
"يدين بأشد العبارات جميع أشكال العنف الجنسي وغيره من أشكال العنف المرتكبة ضد المدنيين في الصراعات المسلحة، ولا سيما النساء والأطفال، ويتعهد بضمان أن تستخدم جميع عمليات دعم السلام جميع التدابير الممكنة لمنع هذا العنف ومعالجة آثاره حيثما حدث مكان."	1
"في 7 كانون الأول/ديسمبر، استمع المجلس إلى إحاطتين قدمهما رئيس المحكمة الدولية ليوغوسلافيا السابقة، تيودور ميرون، ورئيسة المحكمة الجنائية الدولية لرواندا، خالدة رشيد خان. وسلطوا الضوء على مساهمات تلك المحاكم في القانون الجنائي الدولي، لكنهم حذروا من أن محدودية الموارد، وعدم تعاون الدول في المجالات الحيوية، والتحديات المستمرة في مجال التوظيف، تهدد نجاح إنجاز عملهم."	1
"كما قررنا إجراء مناقشتين مواضيعيتين بشأن منع نشوب الصراعات والأطفال في الصراعات المسلحة، في 20 و 26 تموز/يوليه على التوالي."	0
"وتصفها القوات المسلحة لكوت ديفوار رسميا بأنها طائرات &quot;استطلاع&quot;، على الرغم من أن الفريق لاحظ أن إحدى الطائرات لديها نقاط صلبة أضيفت تحت أجنحتها، والتي تم تكييفها لمحاولة حمل ذخائر بمواصفات غير تابعة لحلف شمال الأطلسي لأغراض العمل العسكري."	0
"ويبدو أن جميع الدول تقوم بفحص المسافرين عند الوصول والمغادرة، ولكن في حالة تسع دول، فإن طبيعة البيانات المستخدمة لفحص الأفراد غير واضحة."	0
"إن الحدود الطويلة والمفتوحة إلى حد كبير والتي يتعذر الوصول إليها تجعل الإدارة الفعالة للحدود صعبة للغاية وتسهل أنشطة الجماعات الإجرامية والجماعات الإرهابية عبر الوطنية."	1
"في بعض الحالات، يتم تحديد ترتيب التحدث عن طريق استخدام ورقة التسجيل؛"	0
"تختلف التهديدات الإرهابية لهذه المنطقة إلى حد ما في الأصل والطبيعة، لكن آثارها متشابهة."	1
"وإذ يؤكد من جديد أن الإرهاب بجميع أشكاله ومظاهره يشكل أحد أخطر التهديدات التي يتعرض لها السلام والأمن الدوليان وأن أي أعمال إرهابية تعتبر إجرامية وغير مبررة بغض النظر عن دوافعها ومتى ارتكبت وأيا كان مرتكبها،"	1
"(د) تنفيذ حظر السفر (القسم الرابع من التوجيهات)"	0
"ورغم أن هذا يعتبر بناء، إلا أن المفاوضات المباشرة دون شروط مسبقة، والتي من المتوقع أن يقدم فيها الطرفان مقترحات إقليمية وأمنية في غضون 90 يوما، لم تعقد بعد."	1
"إن حماية المدنيين التزام تم تجاهله لفترة طويلة في الصومال."	1
"ونحن ندين الهجمات الصاروخية الإرهابية المتكررة على أهداف مدنية إسرائيلية."	1
"● تم تعديل ميثاق منظمة التحرير الفلسطينية في 14 كانون الأول/ديسمبر 1998."	0
"المساءلة [تحث] حكومة [البلد المتأثر] على ضمان التنفيذ الكامل لـ &quot;سياسة عدم التسامح مطلقًا&quot; فيما يتعلق بالانضباط وانتهاكات حقوق الإنسان، بما في ذلك العنف الجنسي والعنف القائم على نوع الجنس، التي ترتكبها عناصر من [المسلحين] ويحث كذلك على إجراء تحقيق شامل في جميع التقارير المتعلقة بهذه الانتهاكات، بدعم من [البعثة]، وتقديم جميع المسؤولين عنها إلى العدالة من خلال عملية قوية ومستقلة."	1
"هناك زخم عبر كافة أطياف الحكومة لمعالجة بعض القضايا الاجتماعية والاقتصادية الأكثر رسوخا في البلاد: البطالة، والبنية التحتية المتهالكة، والفساد، والفقر، وتكاليف الحكم غير المتناسبة."	0
"ويجب أن يكون المنظور الجنساني جزءًا من إصلاح وتدريب جميع قوات الأمن."	1
"وأمر الرئيس غوسماو مقدمي الالتماس بالعودة إلى مركز تدريب قوات الدفاع في ميتينارو والمشاركة في لجنة تحقيق ستنظر في الادعاءات المثارة في الالتماس."	1
"(أ) إرسال بعثة تقييم تقني أخرى إلى المنطقة في أقرب وقت ممكن؛"	0
"ب- قتل الأطفال وتشويههم"	0
"تم توجيه بعض التهديدات ضد موظفي البرنامج."	1
"والحياة الاقتصادية والاجتماعية في البلاد في حالة من الفوضى. كوت ديفوار تزحف على طول الطريق."	0
"نواب الرئيس: أذربيجان والبرتغال والمملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية"	0
"وشهد شهر سبتمبر خروقات من الجانبين، وهجمات وهجمات مضادة، وأعمال انتقامية وانتقامية."	0
"&quot;ويشدد مجلس الأمن على أن جميع المدنيين المتضررين من الصراعات المسلحة، بمن فيهم أولئك الذين يتكبدون خسائر نتيجة لأفعال مشروعة بموجب القانون الدولي، يستحقون المساعدة والاعتراف احتراما لكرامتهم المتأصلة كبشر."	1
"إننا ندين بشدة الهجمات الإجرامية التي تواصل جماعة بوكو حرام الإرهابية ارتكابها في شمال نيجيريا وفي البلدان المجاورة."	1
"3 - وستواصل اللجنة اتباع نهج أكثر استراتيجية وشفافية في عملها وستسعى إلى إبراز عملها داخل مجتمع الأمم المتحدة الأوسع ومجتمع مكافحة الإرهاب."	0
"96 - وأبلغ العميد رواك اللجنة بأنه على علم بعدم وجود قانون محدد يسمح بتسليح &quot;جنود الاحتياط&quot;. وذكر أنه مفوض بذلك من قبل وزير الدفاع بعد أن قدم الاقتراح."	0
"تمت تغطية إجمالي 54 مرفقًا صحيًا في ثماني محافظات (خمسة في الوسط وثلاثة في الشمال)."	0
"وفي هذا الصدد، تلقيت رسالة مؤرخة 6 كانون الأول/ديسمبر 2007 من الممثل الدائم للمغرب لدى الأمم المتحدة (S/2007/714) وأخرى مؤرخة 12 كانون الأول/ديسمبر 2007 من وزير الخارجية والتعاون المغربي (S/2007/ 731، المرفق)، ويزعم كل منهما حدوث انتهاكات لشروط الاتفاقات العسكرية التي تم التوصل إليها في عام 1991."	1
"412. إن اختطاف الأشخاص خلال هجمات الجنجويد واحتجازهم في المعسكرات التي يديرها الجنجويد، بدعم وتواطؤ من القوات المسلحة الحكومية، يعد بمثابة انتهاكات جسيمة لحقوق الإنسان، وحالات اختفاء قسري."	0
"والأسوأ من ذلك أن أنشطة هذه الجماعات الإرهابية تشكل تهديدا خطيرا لجهود البعثات الدولية لبناء السلام وحفظ السلام، على سبيل المثال في الصومال ومالي."	1
"ويحدونا الأمل في أن تتعافى اليابان من هذه المآسي في أقرب وقت ممكن."	0
"ومع حصول مهربي الوقود على أرباح تزيد على 100 في المائة، فإن لشبكات التهريب مصلحة خاصة في إطالة أمد الصراع."	0
"وتبعاً لظروف كل حالة، يمكن بالتالي الاشتباه في هؤلاء الأفراد، بموجب مبدأ العمل الإجرامي المشترك، بارتكاب جرائم ضد الإنسانية مثل قتل المدنيين والتهجير القسري وجرائم الحرب المتمثلة في الهجمات العشوائية على المدنيين وتدمير الممتلكات. أعيان مدنية."	1
"وشددنا على العواقب المأساوية التي خلفتها مثل هذه الرسائل في الآونة الأخيرة في أماكن أخرى من القارة."	1
"الدول مدعوة إلى فحص البصمات الواردة في النسخ المقيدة من الإشعارات من خلال قواعد بيانات الشرطة الخاصة بها للتحقق من التطابقات داخل أنظمتها الخاصة (القسم سادسا، جيم، الفقرة 80)"	0
"1. يشجب ويدين بأشد العبارات الأعمال الإرهابية التي يقوم بها تنظيم داعش وأيديولوجيته المتطرفة العنيفة، واستمرار انتهاكاته الجسيمة والمنهجية والواسعة النطاق لحقوق الإنسان وانتهاكات القانون الإنساني الدولي؛"	1
"١ - يغطي هذا التقرير المقدم من لجنة مجلس الأمن المنشأة عملا بالقرارين 751 (1992) و 1907 (2009) بشأن الصومال وإريتريا الفترة من 1 كانون الثاني/يناير إلى 31 كانون الأول/ديسمبر 2014."	0
"وأكد أحد المشاركين أن الوقت قد حان للقيام بما هو أكثر من مجرد الكلام عن هدف الوقاية."	0
"ويرى وفدي أنه من أجل منع اندلاع أعمال عنف جديدة وعدم الاستقرار في شمال كوسوفو، يظل من الضروري أن تكون عملية المصالحة مصحوبة بسياسات تهدف إلى ضمان الاستقرار الاجتماعي والاقتصادي للطوائف في بيئة غير تمييزية. طريقة."	1
"وستعقد جلستها العامة السابعة عشرة في دبي، الإمارات العربية المتحدة، بالتوازي مع مؤتمر الإمارات العربية المتحدة الرابع لمكافحة القرصنة، في الأسبوع الأخير من تشرين الأول/أكتوبر 2014."	0
"ولم تتحقق نتائج ملحوظة إلا في منطقة الالتقاط 6، حيث تقترب النسبة المئوية للأقليات من هدف الـ 10 في المائة الذي حدده الممثل الخاص."	0
"المقرر عقدها يوم الثلاثاء، 13 أيلول/سبتمبر 2005، الساعة 15/10 صباحا"	0
"وبالنسبة لاثنتين من السفن، قدمت الشركة الوطنية الإيرانية للناقلات مشارط الإيجار وفواتير وإثباتات دفع تبلغ قيمتها 307 195 دولاراً من دولارات الولايات المتحدة."	0
"الحالة في أنغولا (انظر S/25070/Add.4، 10، 17، 22، 23، 28، 37، 44 و50؛ S/1994/20/Add.5، 10، 21، 25، 31، 35، 38، 42، 43 و48؛ S/1995/40/Add.5، 9، 14، 18، 31، 40 و50؛ S/1997/40/Add.4، 8، 11، 12، 15، 26، 29، 34، 39 و43، S/1998/44/Add.4، 11، 17، 20، 23، 25، 26؛ 32، 37، 41، 48، 51 و52؛ S/1999/25/Add.1، 2، 7، 17، 19، 29، 33 و40؛ 15 و29؛ وS/2001/15/Add.4، و8، و16، و38، و42، و46، و51؛ وانظر أيضًا S/19420/Add.51؛ الإضافات 12 و27 و37 و40 و43 و48 و51)"	0
"وقد أعرب التقرير الأخير للأمين العام عن القرارين 1559 (2004) و 1701 (2006) بوضوح عن أهمية نزع سلاح حزب الله وإنهاء تهريب الأسلحة عبر الحدود اللبنانية السورية."	1
"وفي هذا الصدد، أشار مشارك آخر إلى ارتفاع تكاليف عمليات حفظ السلام، وأعرب عن أسفه لافتقار المجلس إلى الخبرة العسكرية."	1
"ولا تنفذ أي دولة تدابير كافية لحماية المنظمات غير الربحية من تمويل الإرهاب."	1
"وفي وقت ما بين الساعة 15/13 والساعة 30/13، أبلغه المقدم أحمد الأسير بوقوع الانفجار وباستهداف موكب السيد الحريري."	1
"ونحن نتحدى أي شخص أن يقول إنه يوجد الآن اندلاع واحد للعنف أو المعركة في أي مكان في السودان."	1
"وينطبق هذا بشكل خاص على المجال السياسي والوضع الأمني."	0
"ورغم أهمية منع الإرهابيين من تنفيذ هجماتهم، فمن الواضح أنه لا يمكن هزيمة الإرهاب من خلال التدابير الأمنية وحدها، وأن العديد من أعضاء المجتمع الدولي يتطلعون إلى مجلس الأمن لاتخاذ تدابير تحد من الوسائل التي يمكن بها لتنظيم القاعدة أن يستغل هذه التدابير. تنشر رسالتها وكذلك تروج للبرامج التي تهدف إلى تقويضها."	1
"قرار مجلس الأمن 1325 (2000)، الفقرة 15 من المنطوق"	0
"&quot;ويرحب مجلس الأمن بأن التدابير الفعالة لمكافحة القرصنة من خلال زيادة المبادرات الوطنية والثنائية والمتعددة الأطراف فضلا عن آليات التعاون الإقليمية قد أدت إلى انخفاض كبير في عدد الهجمات الناجحة المرتبطة بالقرصنة في مناطق مختلفة، ويسلم بالحاجة إلى لمواصلة الجهود الرامية إلى اتخاذ تدابير مكافحة القرصنة هذه لأن هذه المكاسب يمكن عكسها طالما أن الظروف على الشاطئ مواتية لنشاط القراصنة في البحر."	0
"شير محمد عباس ستانيكزاي ابن بادشاه خان (TI.S.67.01)"	0
"السيد تشوركين (الاتحاد الروسي) (تكلم بالروسية): يسعدنا أن نرحب بكم، سيدي الرئيس، في قاعة مجلس الأمن."	0
"قانون المراقبة الخاصة للأجانب"	0
"وحتى 2 شباط/فبراير 2010، لم يكن قد ورد سوى 27 رداً."	0
"&quot;ويعرب مجلس الأمن عن إدانته الشديدة لهذه المحاولة الرامية إلى زعزعة استقرار المؤسسات اللبنانية، وفي هذه الحالة بالذات، القوات المسلحة اللبنانية."	1
"كما أقامت المديرية التنفيذية علاقات قوية بشكل خاص مع بعض المنظمات الإقليمية ودون الإقليمية، ولا سيما الجماعة الكاريبية، ولجنة البلدان الأمريكية لمكافحة الإرهاب في الأمريكتين التابعة لمنظمة الدول الأمريكية، والمركز الأفريقي للدراسات والبحوث المتعلقة بالإرهاب، والاتحاد الأفريقي. والجماعة الاقتصادية لدول غرب أفريقيا، والهيئة الحكومية الدولية المعنية ببرنامج بناء القدرات الإنمائية لمكافحة الإرهاب (ICPAT)، والجماعة الإنمائية للجنوب الأفريقي في أفريقيا؛ وفي أوروبا، ومجلس أوروبا، والاتحاد الأوروبي، ومنظمة الأمن والتعاون في أوروبا؛ منتدى جزر المحيط الهادئ في المحيط الهادئ؛ وبنك التنمية الآسيوي ورابطة دول جنوب شرق آسيا في آسيا."	0
"وإذ يكرر دعمه الكامل للجهود الرامية إلى التوصل إلى حل شامل وشامل للصراع في دارفور، ومع مراعاة اتفاق سلام دارفور، وضرورة استكمال العملية السياسية، ووضع حد لأعمال العنف والانتهاكات في دارفور،"	0
"وهذا التفسير تبرره المبادئ الأساسية للقانون الجنائي الدولي، التي تنص على أن المسؤولية الجنائية الفردية تنشأ عندما يرتكب شخص ما جريمة مادية، وكذلك عندما ينخرط في أشكال أو طرائق أخرى من السلوك الإجرامي."	0
"لا شك أن الإرهاب يمثل أحد أخطر التهديدات التي يتعرض لها السلام والأمن الدوليان ويظل سببا رئيسيا للقلق ليس بالنسبة للدول الأفريقية فحسب، بل للمجتمع الدولي برمته."	1
"ويدين الاتحاد الأوروبي هذا العنف الذي يرتكبه الماويون، والذي سبب معاناة ومشقة كبيرة للشعب النيبالي."	1
"وإذ يؤكد عزمه على اتخاذ الإجراءات المناسبة والفعالة ضد أي تهديد للسلم والأمن الدوليين ناجم عن انتشار الأسلحة النووية والكيميائية والبيولوجية ووسائل إيصالها، وفقا لمسؤولياته الأساسية، على النحو المنصوص عليه في ميثاق الأمم المتحدة،"	0
"12 - الحالة في بوروندي (25 تشرين الأول/أكتوبر 1993؛ 10 أيار/مايو 2010)."	0
"نائبا الرئيس: كوستاريكا وفييت نام"	0
"والاتصالات، باستثناء الهواتف الفضائية والخلوية الخاصة والوصلات اللاسلكية، غير موجودة."	0
"أ. جمع ومعالجة بيانات الأجانب الذين يدخلون أو يغادرون أراضي إندونيسيا؛"	0
"وبالإضافة إلى عواقبه المباشرة، فإن الهجوم على آرو شارو والقرى المجاورة يشكل مصدراً خطيراً للقلق لأنه قد يشير إلى بداية الاستهداف المتعمد للسكان النازحين داخلياً من قبل الميليشيات وعدم قدرة القوات الحكومية أو عدم رغبتها في توفير حماية فعالة لهم. المخيمات والقرى التي يقيم فيها النازحون داخليا."	1
"وعلى الرغم من توقف القتال، إلا أن التوترات ظلت مرتفعة ولا يمكن استبعاد وقوع مزيد من الاشتباكات."	0
"ويتعرض الجمهور لهذه المواد الخطرة بشكل يومي من خلال الهواء والغذاء والماء والمنتجات الاستهلاكية."	0
"رسالة مؤرخة 13 أيار/مايو 2008 موجهة من رئيس لجنة مجلس الأمن المنشأة عملا بالقرار 1267 (1999) بشأن تنظيم القاعدة وحركة الطالبان وما يرتبط بهما من أفراد وكيانات إلى"	0
"إن نقل الصلاحيات في مثل هذه المجالات الحساسة لا يمكن أن ينجح دون وجود سياسة صارمة للرقابة والتدخل والعقوبات."	0
"ومن شأن تأجيل عملية تحديد المركز في المستقبل أن يعزز هذا الإرهاق ويضعف قدرة المجتمع الدولي على إجراء هذه العملية."	0
"وتثبت الأدلة أن ستة من جنود قوات الدفاع يشتبه بشكل معقول في ارتكابهم جرائم قتل."	1
"لقد أثبت النظام القضائي السوداني للأسف أنه غير قادر أو غير راغب في التحقيق مع مرتكبي جرائم الحرب والجرائم ضد الإنسانية المزعومين في دارفور ومحاكمتهم."	1
"على سبيل المثال، في أكتوبر/تشرين الأول وديسمبر/كانون الأول 2003، هاجمت حركة العدل والمساواة كلبس في غرب دارفور كما هو موضح أعلاه، حيث نهبت المحلات التجارية في السوق."	0
"ويساورنا القلق إزاء تدهور مستويات معيشة الناس نتيجة للصعوبات التي واجهها البلد في عام 2008، وخاصة نتيجة لأزمة الغذاء العالمية والأضرار التي سببتها الأعاصير التي ضربت الجزيرة."	1
"فبدلاً من قافلة واحدة تضم حوالي 80 إلى 100 شاحنة يوميًا، منذ يناير 2011، تتعامل منظمة التعاون الإسلامي مع قافلة واحدة تضم حوالي 50 إلى 100 شاحنة أسبوعيًا."	0
"إننا جميعا نشعر بقلق بالغ إزاء تدهور الحالة الأمنية في كوت ديفوار، كما قد يكون المجلس قد رأى ذلك في بياني الذي أدليت به في وقت سابق اليوم."	1
"(د) المواجهة المسلحة بين جنود قوات الدفاع الوطنية وضباط الشرطة الوطنية في مقر الشرطة الوطنية في 25 أيار/مايو، والتي أسفرت عن العديد من الإصابات ومقتل جندي واحد من قوات الدفاع، هو بوري."	1
"علاوة على ذلك، فإن الفجوة بين مواقف الرئيس غباغبو وحزبه الحاكم من جهة، ومواقف قوى المعارضة من جهة أخرى، لا تزال واسعة."	1
"إن الأقليات، وخاصة الأقلية الصربية، تتحمل التزاماً أساسياً بالمشاركة الكاملة في البحث عن الحلول من خلال اغتنام كافة الفرص المتاحة للمشاركة في مؤسسات كوسوفو."	0
"96. جمال مبارك موناس الموناس"	0
"&quot;المملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية (السفير مارك ليال غرانت)، رئيس مشارك للبعثة"	0
"ومن الأهمية بمكان أن تتم مقاضاة حالات العنف المنزلي والاعتداء الجنسي رسميًا وفقًا للقانون الجنائي الجديد."	1
"وكانت البروتوكولات تُرسل يومياً إلى العميد عازار وإلى قائد الجيش العميد ميشال سليمان."	0
"وإذا لم تتمكن الدول من تنفيذ القرارات التي اتخذها المجلس بموجب الفصل السابع من ميثاق الأمم المتحدة دون مخالفة قوانينها، فإن المجتمع العالمي سيفقد القدرة على اتخاذ إجراءات منسقة ضد التهديدات التي يتعرض لها السلام والأمن الدوليان."	1
"إن مثل هذه الإجراءات تقوض الأسس الهشة للدولة الأفغانية وتعوق تحقيق الاستقرار على المدى الطويل."	0
"وشدد الأمين العام المساعد، لدى تقديمه للتقرير، على خطر تدهور الوضع الأمني، على الرغم من الهدوء السائد في المنطقة، ولا سيما نتيجة لإدراج السلطات السودانية أبيي كمنطقة انتخابية للانتخابات الرئاسية. لعام 2015."	1
"وتنتقل المهارات والأساليب التقنية بشكل متزايد من إحدى الجماعات التابعة لتنظيم القاعدة إلى أخرى، مما يدعم مستوى من الابتكار يزيد من التهديد."	1
"ولذلك، نحث أعضاء المجلس وفريق الأصدقاء على إبداء رأي إيجابي بشأن توصيات الأمين العام هذه."	1
"علاوة على ذلك، ترى شيلي أن الفقرة 2 من منطوق مشروع القرار تتضمن إدانة الهجمات الانتحارية ضد المدنيين فقط."	1
"وأوضح أن العملية الانتقالية استغرقت وقتا، وشدد على ضرورة العمل السياسي المشترك ضد جماعات المعارضة المسلحة التي تهدد العملية السلمية."	0
"ومن المؤسف أن القيادة الفلسطينية الحالية أظهرت أنها غير قادرة على أن تكون شريكاً في السلام بقدر ما هي غير قادرة على عرض الإصلاح والحكم الديمقراطي على شعبها."	1
"وقد تخرج في عام 2012 ما مجموعه 13 طالبا، ليصل إجمالي عدد الخريجين منذ عام 1992 إلى 84."	0
"18 - وناقش الفريق في تقريره الرابع عشر خطر الهجمات التي تشنها حركة الشباب ضد الحكومات الإقليمية والمجتمع الدولي (S/2013/467، الفقرة 10)، وهي الجماعة التابعة لتنظيم القاعدة في شرق أفريقيا والتي يوجد مقرها في الصومال."	1
"وخلال تلك الفترة، تغير إلى حد كبير التهديد الذي يشكله تنظيم القاعدة وحركة الطالبان والمرتبطون بهما ونظام الجزاءات التي فرضها مجلس الأمن ضدهما."	1
"ثالثا، في العديد من الحالات، اعترف مجلس الأمن بالانتهاكات الخطيرة لحقوق الإنسان والقانون الإنساني الدولي باعتبارها تهديدات محتملة للسلام والأمن."	1
"&quot;ويدين مجلس الأمن مقتل مدنيين أبرياء وانتهاكات حقوق الإنسان في شرق جمهورية الكونغو الديمقراطية، ويدعو إلى إجراء تحقيقات كاملة في مثل هذه الحوادث."	1
"الدعوة إلى امتثال أطراف النزاع المسلح بشكل صارم للقانون الإنساني الدولي المعمول به، بما في ذلك الحظر المفروض على:"	1
"ومع ذلك، غالبًا ما لا يتم الكشف والوقاية الفعالة على الحدود بسبب عدم كفاية تطبيق مؤشرات المخاطر ومعايير الاستهداف؛ وغياب تبادل المعلومات والتعاون من جانب مسؤولي الجمارك وإدارات إنفاذ القانون والهجرة ووحدات الاستخبارات المالية؛ ونقص الموارد البشرية والمادية المخصصة."	1
"وعلاوة على ذلك، يدعو المجلس الفريق العامل إلى التنفيذ الكامل لمجموعة أدواته (S/2006/724)، وذلك بوسائل منها القيام بزيارة قطرية محددة في غضون سنة واحدة، لدراسة الحالة المشار إليها في مرفقات تقرير الأمين العام. التقرير من أجل أداء ولايتها بشكل أفضل وتعزيز قدرتها على حماية الأطفال المتأثرين بالنزاعات المسلحة."	0
"وأدين أيضا تجاهل حزب الله المتهور لرغبات الحكومة اللبنانية المنتخبة ولمصالح الشعب اللبناني والمنطقة ككل."	1
"يدين استخدام [قناة التلفزيون الوطنية] ووسائل الإعلام الأخرى للتحريض على التمييز والعداء والكراهية والعنف، بما في ذلك ضد [بعثة الأمم المتحدة ذات الصلة]، فضلا عن أعمال الترهيب والعنف ضد الصحفيين، ويدعو إلى رفع جميع القيود المفروضة بشأن ممارسة الحق في حرية التعبير في [البلد المتأثر]؛"	1
"وبينما اتخذ زعماء المنطقة إجراءات جريئة لمكافحة تلك الآفة، نشأت الأزمة الليبية وأدت إلى تفاقم الوضع."	0
"وفي هذا السياق، سأقول كلمة حول قرار المجلس الذي صدر مؤخرًا بشأن اليمن، والذي يمثل إدانة طال انتظارها لانتهاكات الحكومة اليمنية."	1
"ومن الواضح أن القضية العامة المتعلقة بتوزيع الأسلحة قد أثارها الوزير راموس هورتا."	1
"العقارات - 8,528,168 دولار أمريكي"	0
"375. يحظر عدد من الصكوك الدولية لحقوق الإنسان استخدام التعذيب."	0
"ألمانيا وكازاخستان والإمارات العربية المتحدة"	0
"65 - وينبغي أن تكون خريطة الطريق لخروج البعثة مصحوبة بجهود مكثفة من جانب المجتمع الدولي لتعزيز التعاون الإقليمي من أجل التقليل إلى أدنى حد من أي تهديدات ومخاطر خارجية لعملية توطيد السلام في جمهورية الكونغو الديمقراطية. ثامنا. الملاحظات"	0
"يشدد على مسؤولية جميع الأطراف والجماعات المسلحة في [البلد المتضرر] في اتخاذ الخطوات المناسبة لحماية السكان المدنيين في البلد، بما يتفق مع القانون الإنساني الدولي وقانون حقوق الإنسان وقانون اللاجئين، ولا سيما عن طريق تجنب أي عمليات عشوائية أو مفرطة استخدام القوة في المناطق المأهولة بالسكان."	1
"8. تبدأ اللجنة أنشطتها في التاريخ الذي يحدده الأمين العام، والذي سيتم إبلاغه رسميًا إلى حكومة باكستان."	0
"28- ويُقال إن السيد حسن قد حظي باستقبال حار لدى عودته إلى مقديشو من نيروبي في 30 تموز/يوليه."	0
"&quot;ويطلب مجلس الأمن إلى الأمين العام أن يدعم الجهود الرامية إلى تعبئة الموارد اللازمة لتنفيذ نتائج مؤتمر قمة ياوندي، وتعزيز القدرات الوطنية والإقليمية، بالتشاور الوثيق مع دول خليج غينيا والمنظمات الإقليمية ذات الصلة والجهات الأخرى كيانات الأمم المتحدة."	0
"وأتذكر جيدًا أيضًا مدى عدم شعبية الحديث مع الإسرائيليين عن حدود عام 1967، وكان من غير المتصور تقريبًا لفترة طويلة اقتراح إخلاء المستوطنات الإسرائيلية."	1
"يشرفني أن أحيل طيه تقرير لجنة مجلس الأمن المنشأة عملا بالقرار 2048 (2012) بشأن غينيا - بيساو، الذي يتضمن وصفا للأنشطة التي اضطلعت بها اللجنة في الفترة من 1 كانون الثاني/يناير إلى 31 كانون الأول/ديسمبر 2014."	0
"ويجب على السلطات الأفغانية والمجتمع الدولي أن يوضحوا أن هذا السلوك غير مقبول."	1
