"en_es_DEEPL"	"MatConf"
"I. Estado del Consejo 2011: balance y perspectivas"	0
"A lo largo del año pasado, nada menos que el 94% de las 982 supuestas operaciones antiterroristas del régimen sirio se dirigieron contra fuerzas moderadas de la oposición."	1
"Se abre la sesión a las 17.10 horas."	0
"Este conflicto es también una guerra de información (manipulación y desinformación)."	1
"En el párrafo 3 de esa resolución, el Consejo me pidió que restableciera, en consulta con el Comité establecido en virtud de la resolución 751 (1992) relativa a Somalia, en un plazo de 30 días a partir de la fecha de aprobación de la resolución, y por un período de seis meses, el Grupo de Supervisión a que se hace referencia en el párrafo 3 de la resolución 1558 (2004) para que cumpliera el mandato establecido en los apartados a) a i) del párrafo 3 de la resolución 1630 (2005)."	0
"Se presentaron declaraciones de dos empleados de KISR para explicar esta deficiencia probatoria."	0
"Foto 27: Graffiti en Juhor Al-Dik: \"Sangre = Vida --> Y la vida es buena...\"."	0
"El Estado ha impuesto restricciones descaradamente discriminatorias a las mujeres en un intento de mantener el estereotipo de género de la mujer coreana pura e inocente."	1
"También ha informado al Consejo sobre la situación humanitaria en las zonas controladas por los grupos armados, que sigue siendo precaria, especialmente en la región de Luhansk."	1
"45. Además, la MINUSTAH documentó el asesinato de niños en Cité Soleil y otros distritos pobres durante intercambios de disparos entre bandas y la Policía Nacional de Haití, y el uso continuado de la violencia sexual contra los niños."	1
"Subrayando la necesidad de que los presuntos autores de delitos contra los niños en situaciones de conflicto armado comparezcan ante la justicia a través de los sistemas nacionales de justicia y, cuando proceda, de los mecanismos internacionales de justicia y de los tribunales y cortes penales mixtos, a fin de poner fin a la impunidad,"	1
"44. Se ha avanzado en el ámbito de la privatización de las empresas públicas."	0
"11. La verificación mediante inspecciones in situ puede variar en frecuencia y grado de intrusión."	0
"Un grupo de expertos, establecido en virtud de la resolución 1929 (2010), actúa bajo la dirección del Comité y le presta asistencia en la ejecución de su mandato."	0
"El Teniente General Ahmed recordó al Consejo que los Comandantes de las Fuerzas están al mando de más de 90.000 soldados de un total de 105.000 uniformados y que es probable que esta cifra aumente en el próximo periodo."	1
"La MINURCAT ha llevado a cabo varias misiones, entre ellas al Sudeste Asiático (Indonesia, Malasia, Filipinas y Singapur), África (Burkina Faso, Ghana y Nigeria), Oriente Próximo (Arabia Saudí, Emiratos Árabes Unidos y Yemen) y a Estados individuales como Marruecos y Estados Unidos."	0
"A 13 de octubre de 2014, 37 marinos seguían secuestrados por piratas somalíes."	1
"Además, hay una serie de grupos armados palestinos que operan en el país dentro y fuera de los campos de refugiados."	1
"28. Declara su determinación de vigilar de cerca cualquier situación que implique la proliferación de armas nucleares, sus sistemas vectores o material conexo, incluso hacia o por agentes no estatales, tal como se definen en la resolución 1540 (2004), y, según proceda, adoptar las medidas que sean necesarias para garantizar el mantenimiento de la paz y la seguridad internacionales;"	1
"La persona que, con el fin de secuestrar una aeronave con destino a un país extranjero, se apodere del control de dicha aeronave o, sin permiso, utilice una aeronave que le haya sido confiada, será castigada con una pena de prisión de tres a diez años o con el decomiso de sus bienes."	1
"Esa noche, un oficial de la PNTL del este hizo un anuncio por radio en el que culpaba al comandante general Martins y al subcomandante Babo de la muerte del oficial de la UIR."	0
"Además, el examen proporcionó datos útiles sobre el impacto del régimen de sanciones, mostrando qué personas y entidades se ven más -y menos- afectadas por él, ya sea porque geográficamente escapan al ejercicio del control del Estado o porque otros factores socavan su aplicación."	1
"El Equipo también participa activamente en el Foro Mundial contra el Terrorismo."	0
"\"El Consejo de Seguridad observa que este año se cumple el decimoquinto aniversario del examen progresivo por el Consejo de Seguridad de la protección de los civiles en los conflictos armados como cuestión temática y reconoce la necesidad permanente de que el Consejo de Seguridad y los Estados Miembros sigan reforzando la protección de los civiles en los conflictos armados."	0
"El régimen detuvo a unas 47 personas que, al parecer, habían sido reclutadas a la fuerza para unirse a las fuerzas del régimen."	1
"Varios incidentes ocurridos durante el período que abarca el informe indican roces entre la fuerza de mantenimiento de la paz de la CEI y la parte georgiana, incluida la detención de camiones de la fuerza de mantenimiento de la paz de la CEI (véase párr. 17), la detención temporal de un soldado de la fuerza de mantenimiento de la paz de la CEI, la instalación de contadores de electricidad en los puestos de control de la fuerza de mantenimiento de la paz de la CEI y una manifestación de protesta por la presencia de la fuerza de mantenimiento de la paz de la CEI en Georgia."	1
"Entre 1901 y 1965, las Islas Cook fueron un territorio no autónomo de Nueva Zelanda."	0
"13. Insta a la comunidad internacional a que preste apoyo y asistencia para que los Estados puedan cumplir sus responsabilidades en materia de protección de los refugiados y otras personas protegidas por el derecho internacional humanitario;"	0
"(c) Remite desde el Comité toda la información sobre la decisión facilitada al Defensor del Pueblo de conformidad con el apartado 14 anterior."	0
"También auditará los atrasos internos acumulados entre 2000 y 2006 y los pagos de algunos de estos atrasos entre 2006 y 2007."	0
"Después de un conflicto, la rendición de cuentas es fundamental para ayudar a un país o una sociedad a reconciliarse consigo mismos y a las comunidades a seguir adelante."	0
"La eficacia de las unidades de lucha contra la delincuencia organizada transnacional de Malí sigue viéndose considerablemente obstaculizada por la escasez de recursos, a pesar de la ubicación conjunta de una célula de lucha contra la delincuencia organizada transnacional de la Policía de las Naciones Unidas con sus homólogos malienses."	1
"El programa de la jornada completa del 16 de noviembre incluyó cuatro sesiones de mesa redonda que se centraron en los siguientes temas:"	0
"El Consejo expresa asimismo su preocupación por los continuos informes de ataques del ERS en la República Centroafricana, hasta el oeste de Bangassou, así como en la República Democrática del Congo."	1
"Armas de fuego caseras. Cócteles molotov. Cohetes improvisados fabricados en talleres metalúrgicos."	1
"Y SOBRE LA FASE ALCANZADA EN SU EXAMEN"	0
"Se aplazaron las cuestiones de una región única de Darfur y de un Vicepresidente para Darfur."	0
"La dependencia de fuentes de financiación impredecibles significa que no hay garantías de que se disponga de capacidades esenciales, lo que, a su vez, puede invalidar las hipótesis de planificación."	0
"Por lo tanto, volveré a informar al Consejo sobre este asunto a su debido tiempo."	0
"Al parecer, su objetivo es proyectar una imagen de supuesta amenaza a Kosovo y Metohija por parte de Serbia."	0
"Esta interpretación se justifica por los principios básicos del derecho penal internacional, que establecen que la responsabilidad penal individual surge cuando una persona comete materialmente un delito, así como cuando participa en otras formas o modalidades de conducta delictiva."	1
"Una cuarta atacante no consiguió detonar su bomba y fue detenida unos días después."	1
"Aunque los distintos cálculos de pérdidas parecen, a primera vista, del mismo orden de magnitud, los detalles y explicaciones de cada cálculo revelan, al compararlos, una serie de incoherencias importantes."	0
"Se abre la sesión a las 10.55 horas."	0
"16. Reitera a todos los Estados la importancia de proponer al Comité los nombres de los miembros de la organización Al-Qaida y de los talibanes o asociados con Usamah bin Ladin y de otras personas, grupos, empresas y entidades asociados con ellos para su inclusión en la lista del Comité, a menos que hacerlo comprometa las investigaciones o las medidas de aplicación de la ley;"	0
"Como se aclara en el artículo 7 (2) (d) del Estatuto de la Corte Penal Internacional, que puede considerarse que codifica el derecho internacional consuetudinario en la materia, por deportación o traslado forzoso de población se entiende el desplazamiento forzoso de las personas afectadas mediante la expulsión u otros actos coercitivos de la zona en la que se encuentran legalmente, sin motivos permitidos por el derecho internacional."	1
"A tal efecto, recuerdo que los dirigentes libaneses volvieron a convocar el Diálogo Nacional tras los sucesos de mayo de 2008, cuyo principal mandato era elaborar una estrategia de defensa nacional que abordara la cuestión crítica de las armas fuera del control del Estado."	0
"Muchos de ellos relataron historias similares de haber sido capturados por las FDI, esposados, con los ojos vendados, desnudados y detenidos durante un periodo de tiempo mientras eran interrogados sobre el Sr. Abu Adass y sus afiliaciones con grupos islámicos; la mayoría informó de que compartían con sus interrogadores su opinión de que el Sr. Abu Adass era un solitario e introvertido que no tenía la inteligencia necesaria para ser capaz de cometer semejante delito."	1
"Este desagradable incidente político fue duramente condenado en un comunicado de prensa emitido inmediatamente después del incidente por la Oficina del Presidente Ernest Bai Koroma, y en muchos comunicados de prensa posteriores por otros grupos de interés político, incluidos los partidos APC y PMDC, la Comisión Independiente de Medios de Comunicación, la Comisión de Registro de Partidos Políticos (PPRC) y la Campaña por el Buen Gobierno."	0
"Según la Red Siria de Derechos Humanos, en noviembre el régimen sirio mató a seis activistas de los medios de comunicación, uno de los cuales murió torturado en un centro de detención del régimen sirio, e hirió a otros cinco."	1
"Aunque el régimen de sanciones puede obligar a algunos talibanes a permanecer en zonas remotas, y el Equipo observa que ésta puede ser una de las razones por las que los talibanes de alto rango desean que se eliminen sus nombres, el objetivo preventivo de las medidas no se ha alcanzado en gran medida."	1
"Sin embargo, en Puerto Príncipe, un marcado aumento de la violencia y la criminalidad, incluidos los secuestros, generó una gran ansiedad pública en mayo y junio."	1
"Los agentes regulares de la PNTL sólo tenían sus armas."	1
"67. En conclusión, deseo dar las gracias a mi Representante Especial, Ameerah Haq, por su liderazgo, y a todo el personal de la UNMIT y del equipo de las Naciones Unidas en el país por sus continuos esfuerzos en apoyo del pueblo de Timor-Leste para promover las causas de la paz, la estabilidad y el desarrollo."	0
"En el caso del peligro público (artículo 179 del Código Penal), también es delito preparar tales actos (por ejemplo, obtener componentes y construir un artefacto explosivo con el fin de cometer un atentado según el artículo 2, apartado 1, del Convenio), incluso si el delincuente aún no ha intentado cometer realmente el acto."	1
"\"El Consejo de Seguridad reafirma además la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas. El Consejo recuerda a los Estados que deben velar por que las medidas que adopten para combatir el terrorismo se ajusten a todas las obligaciones que les incumben en virtud del derecho internacional, en particular las normas internacionales de derechos humanos, el derecho de los refugiados y el derecho humanitario."	0
"El Consejo de Seguridad recuerda su exigencia de que todas las partes en un conflicto armado cumplan plenamente las obligaciones que les incumben en virtud del derecho internacional relativas a la protección de los civiles en los conflictos armados, incluidos los periodistas, los profesionales de los medios de comunicación y el personal asociado."	0
"No proliferación/República Islámica de Irán"	0
"También informó de que la Fuerza de las Naciones Unidas de Observación de la Separación (FNUOS) seguía observando fuertes enfrentamientos entre las fuerzas armadas sirias y miembros armados de la oposición, así como ataques aéreos de las fuerzas armadas sirias, dentro de la zona de separación y la zona de limitación."	1
"A partir de entonces, esos oficiales permanecieron bajo su mando y fueron armados con armas Steyr."	1
"A continuación se analizan los conceptos de planificación, orden, instigación y complicidad en un delito."	1
"- Ministerio del Petróleo: 19 cajas que contienen 83.156 documentos;"	0
"Por nuestra parte, vinculamos la cuestión de la legitimidad directamente a la celebración de las elecciones, cuyos preparativos están en curso en el Organismo Conjunto de Gestión Electoral."	0
"Dos de ellos resultaron heridos, pero lograron sobrevivir gracias a la asistencia prestada por la Cruz Roja."	1
"El Consejo espera con interés la reunión de seguimiento de la aplicación que se celebrará en Puerto Príncipe los días 22 y 23 de septiembre, teniendo en cuenta las prioridades definidas por el Marco de Cooperación Provisional del Gobierno haitiano."	0
"Seguridad del personal de las Naciones Unidas"	0
"Desde el inicio de su misión, en octubre de 2006, el Grupo Operativo Marítimo ha interceptado e interrogado a unos 30.500 buques."	0
"Destacados periodistas han sido detenidos arbitrariamente por denunciar cuestiones de derechos humanos, constitucionales y de Estado de derecho."	1
"Los sitios van desde los creados para promocionar a personas concretas, como Shamil Basayev en Chechenia, o grupos, como Lashkar-E-Tayyiba en Pakistán, hasta los que pretenden justificar el terrorismo relacionado con Al Qaeda en general, como Voice of Jihad, u ofrecer adiestramiento terrorista, como Al-Battar."	1
"21. A mediados de noviembre, se produjo una escalada de enfrentamientos armados entre las fuerzas de seguridad serbias y el autodenominado Ejército de Liberación de Presevo, Medveda y Bujanovac (UCPMB) en la zona de seguridad terrestre."	1
"Se produjo una refriega que obligó a llamar a la policía y a lanzar gases lacrimógenos."	1
"9. Decide que el Comité 1540 siga intensificando sus esfuerzos para promover la plena aplicación por todos los Estados de la resolución 1540 (2004), mediante su Programa de Trabajo, que incluye la recopilación y el examen general de la información sobre el estado de la aplicación por los Estados de la resolución 1540 (2004), así como los esfuerzos de los Estados en materia de divulgación, diálogo, asistencia y cooperación; y que aborda en particular todos los aspectos de los párrafos 1, 2 y 3 de dicha resolución, lo que abarca a) la rendición de cuentas, b) la protección física, c) los controles fronterizos y los esfuerzos de aplicación de la ley y d) los controles nacionales de las exportaciones y los transbordos, incluidos los controles del suministro de fondos y servicios, como la financiación, a dichas exportaciones y transbordos; e incluye, según sea necesario, prioridades específicas para su trabajo, teniendo en cuenta su revisión anual sobre la aplicación de la resolución 1540 (2004), preparada con la asistencia del grupo de expertos antes del final de cada mes de diciembre;"	0
"Producción de arroz y maíz al 70% (120.000 Tm) de los niveles de 1997"	0
"Un total de 12 Estados han adoptado medidas para regular la producción, venta y transferencia de armas y explosivos, aunque sólo 2 las han aplicado plenamente."	0
"El Consejo de Seguridad insta al Gobierno de la RDC a que acelere la investigación de las violaciones masivas cometidas en noviembre de 2012 por elementos de las FARDC en Minova y lleve a los autores ante la justicia."	1
"Entre los muertos se encontraban: 4 profesores, 1 médico, 1 enfermera, 3 estudiantes universitarios, 1 ingeniero, 1 atleta, 1 abogado, 1 activista de los medios de comunicación, 1 mujer y 2 individuos de la misma familia."	1
"Se abre la sesión a las 18.10 horas."	0
"El juicio contra el general Sanogo sigue en fase de instrucción; sigue investigándose el homicidio de 16 predicadores en un campamento de las fuerzas armadas malienses en Diabaly en septiembre de 2012; se investiga la ejecución sumaria de tres tuaregs en Djébock (región de Gao) en febrero de 2014, y cuatro soldados de las fuerzas armadas malienses siguen detenidos."	1
"De los 17 acusados en relación con el atentado contra el Primer Ministro, 13 fueron condenados a penas de prisión de nueve años y cuatro meses, mientras que un acusado fue condenado a 10 años y ocho meses. El 14 de junio, el Tribunal de Apelación confirmó las condenas."	1
"El Panel estimó en primer lugar los beneficios que NIOC podría haber obtenido en un escenario de no invasión."	0
"Oyó gritar a otras chicas y pensó que también las estaban violando."	1
"El primer juez ad litem tomó posesión de su cargo el 1 de septiembre de 2003, y otros tres jueces ad litem llegaron en octubre de 2003."	0
"a) si con el acto descrito en el apartado 1 causa lesiones corporales graves a al menos dos personas o la muerte, o"	1
"96. Los Estados de la subregión de Asia Occidental han sufrido un gran número de atentados terroristas. Han adoptado importantes medidas correctoras, incluido el refuerzo de su legislación antiterrorista."	1
"Tras un prolongado enfrentamiento con la multitud, el subcomandante Babo desarmó a seis agentes de la UIR del este y les quitó los chalecos antibalas. Fueron escoltados hasta los vehículos que les esperaban."	1
"Sin embargo, es necesario tomar más medidas para tipificar como delito la fabricación, posesión y tráfico ilícitos de armas pequeñas y ligeras, así como de explosivos."	1
"(i) Asesinato por fuerzas gubernamentales y/o milicias"	1
"S/RES/1325 (2000), op. 9"	0
"Las circunstancias de los asesinatos siguen sin estar claras."	1
"121. Los combatientes del MPCI se han instalado en varios edificios públicos."	1
"La \"precisión\" incluye la no linealidad, la histéresis y la repetibilidad a temperatura ambiente."	0
"En septiembre de 2005, tras una intensa presión pública e internacional, tres oficiales del Ejército de Nepal fueron juzgados en consejo de guerra y condenados a seis meses de prisión por no seguir los procedimientos adecuados al deshacerse del cadáver de Maina Sunuwar."	1
"Fuente: Hansueli Krapf (vía Wikimedia Commons) y Google Earth."	0
"V. Situación humanitaria, recuperación y retorno"	0
"Internet ha ayudado a Al Qaeda a conseguir una mayor repercusión pública de las relativamente pocas operaciones que ha podido ejecutar y, al hacerlo, ha anulado algunos aspectos del efecto previsto del embargo."	1
"o El 8 de noviembre de 2014, aviones de combate del régimen atacaron los alrededores del hospital Shahid Wasim Hasimou de Idlib, causando daños en el hospital."	1
"(b) China State Construction Engineering Corporation: 30.785.130 USD;"	0
"2) proveedores de servicios de transferencia de efectivo;"	0
"Actuando por estos motivos en virtud del Capítulo VII de la Carta de las Naciones Unidas,"	0
"Suministro de instrumentos de detección portátiles, actualizados y de alta sensibilidad."	0
"En el asunto Jelisić, la Sala de Apelaciones señaló que \"en cuanto a la prueba de la intención específica, ésta puede inferirse, a falta de pruebas explícitas directas, de una serie de hechos y circunstancias, como el contexto general, la perpetración de otros actos culpables dirigidos sistemáticamente contra el mismo grupo, la magnitud de las atrocidades cometidas, la selección sistemática de las víctimas por su pertenencia a un grupo determinado o la repetición de actos destructivos y discriminatorios\"."	1
"Número de formaciones impartidas; procedimientos normalizados de trabajo creados y aplicados; actividades de promoción centradas en las estrategias nacionales para abordar la violencia de género. H.1. Seguir elaborando y aplicando plenamente códigos de conducta y procedimientos disciplinarios para todas las categorías de personal de las Naciones Unidas, personal conexo y asociados a fin de prevenir la explotación sexual y responder a ella, y mejorar los mecanismos de supervisión e investigar y abordar eficazmente los casos de presunta conducta indebida."	0
"CARTA DE FECHA 17 DE DICIEMBRE DE 1998 DEL REPRESENTANTE PERMANENTE"	0
"Estos están relacionados con los bárbaros ataques de Boko Haram, pero también hay preocupantes denuncias de violaciones de derechos humanos por parte de las fuerzas de seguridad."	1
"17. La MINURSO siguió manteniendo buenas relaciones tanto con el Real Ejército Marroquí como con las fuerzas armadas del Frente Polisario."	0
"Hacia las 5 de la tarde pasó un vehículo a gran velocidad. El Sr. Kiak y sus hombres abrieron fuego, hiriendo al sacerdote que conducía."	1
"Subrayando el papel central de las Naciones Unidas en la lucha mundial contra el terrorismo y acogiendo con beneplácito la aprobación por la Asamblea General de la Estrategia global de las Naciones Unidas contra el terrorismo (A/RES/60/288), de 8 de septiembre de 2006, la institucionalización del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo (CTITF) de conformidad con la resolución 64/235 de la Asamblea General, de 24 de diciembre de 2009, que intensificará los esfuerzos del Equipo Especial para asegurar la coordinación y la coherencia generales de las actividades del sistema de las Naciones Unidas de lucha contra el terrorismo, incluso sobre el terreno, y el llamamiento para que los Estados Miembros participen más en la labor del Equipo Especial (A/64/297),"	0
"45. Tras la llegada de tropas leales al presidente Yusuf y su despliegue al sur de Jawhar, a principios de septiembre siguieron los informes de que el ministro de Comercio, Muse Sudi Yallahow, había enviado a varios \"técnicos\" para reforzar sus fuerzas en Balad, al sur de Jawhar."	1
":: Ley de asistencia mutua en materia penal, 1991."	0
"\"El Consejo de Seguridad toma nota de la decisión de la cumbre de la Unión Africana celebrada en Sirte, en la que se pide al Consejo que imponga sanciones contra quienes, incluida Eritrea, prestan apoyo a los grupos armados dedicados a socavar la paz y la reconciliación en Somalia y la estabilidad regional."	1
"Denuncias de desapariciones y detenciones en las zonas controladas por el MPCI Desapariciones"	1
"También nos preocupa la altísima tasa de desempleo y la pobreza generalizada en el país."	0
"Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,"	0
"También sentará las bases de un mecanismo eficaz de control de armas de fuego, que podría ayudar a las autoridades a gestionar la tenencia de armas."	0
"23. Aunque la situación de seguridad en el norte ha sido relativamente tranquila, el 31 de agosto un miembro del contingente marroquí de la ONUCI fue brutalmente asesinado en Bouaké."	1
"Evidentemente, esto se debe a que los Estados en cuestión han rechazado sus medidas."	0
"319. Es evidente que la destrucción masiva de aldeas por las fuerzas gubernamentales y los Janjaweed no estaba justificada por necesidades militares."	1
"Estos grupos armados están implicados en actividades delictivas, como la explotación ilícita de recursos naturales, el tráfico de armas y municiones, el contrabando y los impuestos ilegales."	1
"El Ministerio de Defensa valoró su pérdida del sistema de fuentes estadounidenses en el coste histórico del sistema, ajustado a la inflación y la depreciación."	0
"Las críticas a la labor del Consejo y del Comité en este ámbito corren el riesgo de empañar todo el régimen de sanciones contra Al Qaeda y los talibanes, y no deben socavar el apoyo universal de que ha gozado hasta ahora."	1
"Un estudio de septiembre de 2005 sobre terroristas nacidos en el extranjero que habían operado en Estados Unidos concluyó que aproximadamente dos tercios habían cometido fraude para entrar o permanecer en el país, y más de un tercio fueron acusados posteriormente de fraude de pasaporte o visado o de hacer declaraciones falsas a un funcionario de inmigración."	1
"El porte de armas fuera de las fuerzas armadas oficiales es imposible de conciliar con la participación en el poder y en el gobierno en una democracia."	1
"Acogiendo con satisfacción los esfuerzos de la Presidencia de la ICGLR en la convocatoria de las Cumbres Extraordinarias de 15 de julio de 2012, 7-8 de agosto de 2012, 8 de septiembre de 2012 y 8 de octubre de 2012 para abordar la situación en el este de la RDC,"	0
"La inversión del sector público cayó más de un 50% en 2005."	0
"Entre ellos se encuentran detenidos mantenidos por el Servicio Nacional de Seguridad e Inteligencia en un lugar secreto de detención en Jartum que la Comisión descubrió e inspeccionó."	1
"No se ha realizado ninguna auditoría financiera."	0
"En la 5052ª sesión del Consejo de Seguridad, celebrada el 6 de octubre de 2004, en relación con el examen por el Consejo de los temas titulados \"Justicia y Estado de derecho: el papel de las Naciones Unidas\" y \"Reconciliación nacional después de los conflictos: el papel de las Naciones Unidas\", el Presidente del Consejo de Seguridad hizo la siguiente declaración en nombre del Consejo:"	0
"El personal de servicio y el pueblo de la RPDC aplastarán el temerario tinglado de los derechos humanos de las fuerzas hostiles con las más duras contraacciones sin precedentes y defenderán con firmeza el régimen socialista, su vida y su alma."	1
"24. También pueden surgir problemas de disciplina similares en la fase posterior al conflicto."	0
"Las tensiones siguen siendo elevadas, especialmente en el noreste de Katanga, donde se han producido varios enfrentamientos entre unidades de las FARDC y grupos Mayi-Mayi. Los días 10 y 11 de agosto, las FARDC intercambiaron disparos con un grupo Mayi-Mayi cerca de la mina de oro de Lunga, a unos 200 kilómetros de Kalemie, y tomaron el control de la zona."	1
"La policía dijo que buscaba a \"Enza\", y preguntó a los hombres si habían participado en la marcha."	1
"285. La Comisión también ha constatado que los rebeldes han matado a civiles, aunque los incidentes y el número de muertos han sido escasos."	1
"La víctima, que ha sido violada 14 veces en el periodo de una semana, proporcionó la siguiente información:"	1
"El artículo 75 del Estatuto establece que la Corte puede dictar una orden directamente contra un condenado en la que se especifiquen las reparaciones apropiadas para las víctimas o con respecto a ellas, incluidas la restitución, la indemnización y la rehabilitación."	1
"El equipo también tomó muestras de un almacén y de todas las unidades de producción de la planta."	0
"4. Gadafi, Muammar Mohammed Abu Minyar"	0
"La República Popular Democrática de Corea utiliza además la propaganda para incitar al odio nacionalista contra los enemigos oficiales del Estado, incluidos Japón, Estados Unidos de América y la República de Corea, y sus nacionales."	1
"Este descenso se ha producido, sobre todo, por la muerte natural de estas personas. ¿Debemos sugerir que se trata de una tendencia positiva y esperar a que desaparezcan antes de que comience el proceso de retorno?"	0
"(a) Hubo un estado de caos en el lugar del crimen no sólo durante las primeras horas posteriores a la explosión, durante las cuales gran parte de la atención se centró en extinguir el incendio, salvar a los heridos y buscar a los desaparecidos, sino lamentable e innecesariamente durante mucho más tiempo."	1
"El plan de estudios examina las cuestiones de derechos humanos que suelen plantearse en las distintas fases del proceso penal en los casos de terrorismo."	0
"A partir de los resultados de las investigaciones de la Comisión y del Líbano realizadas hasta la fecha y sobre la base de las pruebas materiales y documentales recogidas, así como de las pistas seguidas hasta ahora, existen pruebas convergentes que apuntan a la implicación tanto libanesa como siria en este acto terrorista."	1
"Los expertos forenses de la Comisión han podido verificar que algunos de los militares fueron enterrados en las trincheras que existían alrededor del campamento militar, y que todos los civiles fueron enterrados en fosas múltiples en el cementerio de la ciudad."	1
"Se identificaron claramente los restos de cohetes disparados desde helicópteros."	1
"El criterio para medir el éxito de un tribunal mixto debe ser su legado para las personas más afectadas por los crímenes, en este caso en Sierra Leona."	0
"Las operaciones eran aprobadas a nivel del Líder Supremo. La inmensa mayoría de las víctimas fueron desaparecidas forzosamente para obtener mano de obra y otras cualificaciones para el Estado."	1
"Ha habido siete ciclos de este tipo desde el comienzo de la distribución de suministros en el marco del programa hasta febrero de 1998."	0
"86. Las conclusiones de la investigación australiana revelaron: a) que el grupo viajaba a Yedda como parte de una peregrinación religiosa; b) que no se detectó ningún explosivo común orgánico o inorgánico ni ningún residuo posterior a la explosión en ninguna de las muestras tomadas; y c) que ninguna de las personas entrevistadas por las autoridades australianas en relación con esta investigación había participado en el asesinato de Hariri ni tenía conocimiento de que hubiera participado en él. V. La investigación de la Comisión"	0
"Se han logrado algunos avances en el cumplimiento de las condiciones de admisión en el Sistema de Certificación del Proceso de Kimberley."	0
"Demands that all parties immediately cease all forms of violence and human rights abuses against the civilian population in [the affected country], in particular gender-based violence, including rape and other forms of sexual violence ..."	1
"- La Federación Rusa sigue manteniendo ilegalmente su base militar en Gudauta, que opera sin el consentimiento de Georgia y en contra de los compromisos internacionales adquiridos por Rusia;"	1
"Aproximadamente 2 km después del puesto de control, unos 20 soldados vestidos con uniformes de camuflaje se acercaron al grupo de mujeres y les ordenaron que se detuvieran, al tiempo que disparaban algunos tiros."	1
"Hasta ahora, la economía de Costa de Marfil ha mostrado una considerable resistencia a la recesión mundial, pero hay indicios de desaceleración en ciertos sectores económicos, como la minería y las exportaciones no tradicionales, es decir, productos distintos del café y el cacao."	0
"Esto es evidente en los grupos que luchan en Somalia, Yemen, la República Árabe Siria y Nigeria."	1
"158. El Equipo ha seguido promoviendo la labor del Comité mediante presentaciones en la Facultad de Derecho de la Universidad de Columbia y mediante conversaciones con instituciones académicas del ámbito de la lucha contra el terrorismo, como el Proyecto de Evaluación de la Lucha contra el Terrorismo de la Cuarta Libertad, el Instituto Watson de la Universidad de Brown y otras instituciones terciarias."	0
"La milicia maoísta desempeñó diversas funciones durante el conflicto, como la movilización, la propaganda, la actuación como ejército irregular y diversas formas de \"aplicación de la ley\" en zonas bajo control del PCN-Maoísta. Al parecer, cuando se disolvió la milicia maoísta, muchos de sus miembros se unieron a las Juventudes Comunistas del PCN-Maoísta, organización restablecida en diciembre de 2006."	1
"Estas cifras no tienen en cuenta la probable participación de grupos o individuos incluidos en la lista en atentados cuya autoría reivindicaron grupos no incluidos en ella, por ejemplo Tehrik-e-Taliban en Pakistán o Al-Shabaab en Somalia."	1
"Cooperación con el Comité contra el Terrorismo y el Comité establecido en virtud de la resolución 1540 (2004)"	0
"La respuesta a esto, en mi opinión, no es que se deba gastar menos en tribunales mixtos, sino que se debe prestar más atención y financiación a los sistemas nacionales de justicia post-conflicto en su conjunto."	0
"Los días 22 y 23 de julio se registraron de nuevo enfrentamientos en Elwak entre los mismos clanes, que se saldaron con 32 muertos y más de 60 heridos."	1
"2. Decide también que todos los Estados, de conformidad con sus procedimientos nacionales, adopten y hagan cumplir leyes apropiadas y eficaces que prohíban a todos los agentes no estatales la fabricación, la adquisición, la posesión, el desarrollo, el transporte, la transferencia o el empleo de armas nucleares, químicas o biológicas y sus sistemas vectores, en particular con fines de terrorismo, así como las tentativas de realizar cualquiera de las actividades mencionadas, participar en ellas en calidad de cómplices, prestarles asistencia o financiarlas;"	0
"213. Abdel-Al también tiene conexiones notables con un importante almacén de armas descubierto en el sur de Beirut en julio de 2005. Este almacén de armas fue asaltado por las ISF el 26 de julio de 2005 y se detuvo a cinco personas estrechamente relacionadas con la antigua milicia Mourabitoun."	1
"El fiscal expresó su preocupación por las cuestiones no resueltas relativas a las personas detenidas en Libia y el desplazamiento masivo de taherganos."	0
"En su resolución 2154 (2014), aprobada el 8 de mayo de 2014, el Consejo de Seguridad tomó nota con profundo reconocimiento de cómo el capitán Mbaye Diagne, de la Misión de Asistencia de las Naciones Unidas para Ruanda y de Senegal, salvó, desarmado y ante un peligro extremo, a cientos, o tal vez incluso a un millar de ruandeses de la muerte durante el genocidio de 1994."	0
"22. La situación en Guinea-Bissau (6 de noviembre de 1998; 5 de noviembre de 2009)."	0
"Que se celebrará el viernes 11 de octubre de 2002, a las 10.25 horas"	0
"En octubre de 1980, la FACI puso en servicio seis aviones ligeros de ataque y entrenamiento Dassault/Dornier Alpha Jet CI."	1
"631. En particular, la Comisión considera que, en muchos casos, las fuerzas gubernamentales y las milicias bajo su control atacaron a civiles y destruyeron e incendiaron aldeas en Darfur en contra de los principios y normas pertinentes del derecho internacional humanitario."	1
"Las personas repatriadas a la fuerza desde China suelen ser objeto de tortura, detención arbitraria, ejecución sumaria, aborto forzado y otras formas de violencia sexual."	1
