"en_es_DEEP"	"MatCoop"
"En la 6900ª sesión del Consejo de Seguridad, celebrada el 15 de enero de 2013, en relación con el examen por el Consejo del tema titulado \"Amenazas a la paz y la seguridad internacionales causadas por actos terroristas\", el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:"	0
"Por último, se necesita urgentemente un liderazgo afgano para hacer frente a los narcóticos."	0
"La situación en Côte d'Ivoire (véanse S/2002/30/Add.50; y S/2003/40/Add.5, 17, 19, 29, 31, 45, 47 y 48; véase también S/2003/ 40/Add.11 y 44)"	0
"Las disposiciones suizas en materia de inmigración se aplican a la entrada y al tránsito por Liechtenstein."	0
"Apoyo de las Naciones Unidas a los esfuerzos de mediación"	0
"Tomamos nota de las preocupaciones de seguridad que, según Israel, lo obligan a continuar esos sobrevuelos, específicamente las acusaciones de violaciones del embargo de armas establecido de conformidad con la resolución 1701 (2006)."	0
"2. La situación en Timor Oriental"	0
"Anunció que el Secretario General había recibido la solicitud de admisión de Timor Oriental como Miembro de las Naciones Unidas y esperaba con interés que el Consejo la examinara."	0
"27. Debido en parte a la vasta extensión del Sáhara Occidental, no ha sido posible obtener un panorama completo del número de accidentes relacionados con minas y restos explosivos de guerra en el Territorio."	1
"la República Centroafricana y su unidad de guardia, el Equipo de Tareas Regional de la Unión Africana y las fuerzas francesas desplegadas en la República Centroafricana (párr. 54 a)); suministros de equipo militar no letal destinado únicamente a uso humanitario o de protección, y asistencia técnica o capacitación conexas (párr. 54 b)); ropa protectora, incluidos chalecos antibalas y cascos militares, exportados temporalmente a la República Centroafricana por personal de las Naciones Unidas, representantes de los medios de comunicación y trabajadores humanitarios y de desarrollo y personal asociado, únicamente para su uso personal (párr. 54 c)); suministros de armas pequeñas y otros equipos relacionados destinados únicamente a su uso en patrullas internacionales que brindan seguridad en el Área Protegida Trinacional del Río Sangha para defenderse contra la caza furtiva, el contrabando de marfil y armas y otras actividades contrarias a las leyes nacionales de la República Centroafricana o a las obligaciones jurídicas internacionales de la República Centroafricana (párr. 54 d)); suministros de armas y otros equipos letales conexos a las fuerzas de seguridad de la República Centroafricana, destinados únicamente a apoyar o utilizar en el proceso de reforma del sector de la seguridad en la República Centroafricana, según lo aprobado previamente por el Comité (párr. 54 e)) ; u otras ventas o suministro de armas y material conexo, o suministro de asistencia o personal (párr. 54 f))."	1
"Mobiliario y enseres US$ 102.614"	0
"Insta a todos los interesados, según lo dispuesto en el derecho internacional humanitario, incluidos los Convenios de Ginebra y el Reglamento de La Haya, a permitir el acceso pleno y sin obstáculos del personal humanitario a los civiles que necesitan asistencia en situaciones de conflicto armado, y a poner a disposición, en la medida de lo posible, posible, todas las instalaciones necesarias para sus operaciones, y promover la seguridad y la libertad de circulación del personal humanitario y del personal de las Naciones Unidas y asociado y sus bienes."	1
"Misión Permanente del Japón ante las Naciones Unidas"	0
"Adquirir el artículo 215 del proyecto de nueva Constitución"	0
"La representación actual de las minorías en el Servicio de Policía de Kosovo es del 17%, y la representación femenina del 22%."	1
"La misión fue testigo de una espiral ascendente de violencia, en medio de la cual los extremistas atacaron directamente a las fuerzas de paz."	0
"La República de Macedonia pasó a ser parte en el Convenio Europeo de Extradición el 26 de octubre de 1999."	0
"Por supuesto, la rendición de cuentas no consiste sólo en garantizar la responsabilidad penal individual por las violaciones. Se trata también de castigar a quienes han violado la ley; buscar justicia y reparación para las víctimas; impedir que se repitan las violaciones fomentando un cambio en las leyes y políticas; y garantizar una paz y una estabilidad duraderas garantizando que las víctimas tengan algo parecido a justicia por los males que han sufrido."	0
"Otros instrumentos jurídicos internacionales, incluido el Convenio para la Prevención del Terrorismo del Consejo de Europa, han comenzado a considerar cuestiones relacionadas, como la incitación al terrorismo, el reclutamiento y el entrenamiento."	1
"Incorporación del análisis de género en la evaluación de las necesidades posteriores al conflicto y en la capacitación conexa. Se puso a prueba una evaluación de las necesidades posteriores a los conflictos que tiene en cuenta las cuestiones de género."	1
"202. Una cuestión clave en relación con la facilitación de una investigación y enjuiciamiento apropiados de conductas delictivas es garantizar que las personas con información relevante estén dispuestas a presentarse ante las autoridades y, cuando corresponda, a testificar ante los tribunales."	1
"Por el patrón de daños se desprende claramente que se trató de la explosión de una carga de explosivos de gran potencia."	1
"IV. LAS RECLAMACIONES 25 - 76 7"	0
"De manera similar, en términos de destinatarios de reparaciones, era importante mirar más allá de las víctimas individuales y considerar también a las comunidades afectadas."	1
"Turquía ha lanzado el Proyecto de Unidad Nacional para abordar las desigualdades sociales y económicas en la sociedad turca que supuestamente alimentan la disidencia kurda y el reclutamiento del Partido de los Trabajadores Kurdos (PKK)."	1
"Este mecanismo garantizaría que la parte cotizada no controle los activos corporativos y no pueda desviar ingresos para apoyar el terrorismo."	1
"a) Solicitar a la UA que mantenga tropas de la AMISOM en Somalia después de la partida de las fuerzas etíopes y ofrecer la asistencia que se indica a continuación para apoyar el refuerzo de la Misión;"	1
"Las primas de seguro adicionales ascienden a 795.199 dólares, de los cuales 539.623 dólares para los transportistas de crudo y 255.576 dólares para los transportistas de productos."	0
"Bielorrusia, la Federación de Rusia y Ucrania han establecido unidades de inteligencia financiera en pleno funcionamiento. En 2010, Bielorrusia y Ucrania adoptaron enmiendas a sus leyes contra el lavado de dinero y la financiación del terrorismo en materia de identificación de clientes, diligencia debida del cliente, mantenimiento de registros, determinación de beneficiarios reales y transacciones sospechosas, y también ampliaron los criterios de supervisión para las remesas de dinero. a través del sistema postal estatal."	1
"(iv) Decreto (\"Portaria\") 439/94, de 29 de junio: Lista de bienes y tecnologías que pueden afectar los intereses estratégicos nacionales, sujetos a licencia y certificación previa;"	0
"En 2011, el programa CTR construyó laboratorios de referencia seguros para la recolección de patógenos en Azerbaiyán, Ucrania y Kazajstán."	0
"45. La Organización Internacional de Policía Criminal (INTERPOL) emprendió programas de creación de capacidad en materia de lucha contra el terrorismo en la región del Sahel y el Cuerno de África para mejorar el intercambio de información entre los organismos, fortalecer su respuesta operacional integrada en la región y ampliar el uso de su red de comunicaciones seguras, bases de datos y servicios."	1
"Cuatro Estados cuentan con disposiciones jurídicas adecuadas para la represión del reclutamiento de terroristas."	1
"Cuando sea aplicable, se realizarán deducciones por los ahorros de costos generados por la no finalización del desempeño."	0
"Sobre una base ad hoc, los Comités Ejecutivos se ocupan de aquellas cuestiones relacionadas con la situación de las mujeres en diversas zonas afectadas por conflictos, incluida la violencia de género, la explotación y el abuso sexual."	1
"El Centro Jurídico de Kosovo, instituto independiente creado en el marco del pilar de creación de instituciones, también continuó su programa de becas."	1
"19. Con respecto a la prohibición de viajar, de conformidad con el párrafo 10 de la resolución 1807 (2008), el Consejo dispuso exenciones para viajar por motivos de necesidad humanitaria, incluidas obligaciones religiosas, para promover la paz y la reconciliación y la estabilidad nacionales en la región y para el tránsito de personas que regresan al territorio del Estado de su nacionalidad o participan en esfuerzos para llevar ante la justicia a los autores de graves violaciones de los derechos humanos o del derecho internacional humanitario."	1
"S/RES/1925 (2010), op. 11"	0
"Creación urgente de una estación de radio de las Naciones Unidas y mejora de las actividades de información, medios de comunicación, educación y capacitación de las Naciones Unidas en Côte d'Ivoire, especialmente sobre cuestiones relacionadas con los derechos humanos, a fin de fomentar un clima de respeto mutuo y tolerancia entre todas las comunidades grupos en el país;"	1
"408. En lo que respecta al derecho internacional humanitario, el artículo 3 común a los Convenios de Ginebra prohíbe los actos de violencia contra la vida y las personas, incluidos los tratos crueles y la tortura, la toma de rehenes y los atentados contra la dignidad personal, en particular los tratos humillantes y degradantes."	0
"Su competencia fue redefinida en marzo de 2006 por el Reglamento 2006/50 de la UNMIK, que encomendó a la Comisión para Kosovo resolver las reclamaciones directamente relacionadas con el conflicto armado ocurrido entre el 27 de febrero de 1998 y el 20 de junio de 1999 o resultantes de él respecto de bienes inmuebles privados, incluidos los bienes agrícolas y comerciales."	1
"Reclamación reclasificada a pérdida de propiedad tangible, existencias y efectivo."	0
"27 de octubre de 2012-20 de abril de 2013"	0
"Las notificaciones se redactaron de conformidad con el párrafo 24 del decimoctavo informe \"E4\"."	0
"En este sentido, se requerirá flexibilidad durante la implementación para garantizar que el marco se ajuste según sea necesario en respuesta a nuevos desarrollos y cambios en el contexto."	0
"4. En Côte d'Ivoire, el Grupo mantuvo estrechos contactos con las ramas política, policial y militar de la ONUCI."	1
"Decide que [la misión] tendrá el siguiente mandato en este orden de prioridad: Protección de los civiles g) Apoyar los esfuerzos del Gobierno, junto con los socios internacionales y los países vecinos, para crear un entorno propicio al regreso voluntario, seguro y digno de desplazados internos y refugiados, o integración o reasentamiento local voluntario."	1
"Las visitas a Fiji en yates o aviones privados (por ejemplo, para repostar combustible) pueden dar lugar a cuestiones en virtud del párrafo 2 g) de la resolución. ¿Cómo aborda Fiji estas cuestiones?"	0
"Las operaciones de estos grupos también apoyaron los esfuerzos de los talibanes afganos por desestabilizar Afganistán."	0
"Que se celebrará el viernes 28 de marzo de 2003, a las 12.15 horas"	0
"Estas medidas incluirán una mayor labor para aumentar la capacidad del Comité, incluso mediante una mayor cooperación con el Comité de Sanciones contra Al-Qaeda y los talibanes establecido en virtud de la resolución 1267 (1999) y el Comité establecido en virtud de la resolución 1540 (2004)."	1
"En ocho Estados se aplican medidas para prevenir el movimiento transfronterizo ilegal de personas, y nueve vigilan y controlan eficazmente la importación y exportación de armas y explosivos."	1
"2. La situación en Oriente Medio"	0
"DECLARACIÓN DEL PRESIDENTE DEL CONSEJO DE SEGURIDAD"	0
"Si bien la Comisión consideró todos los acontecimientos relevantes para el actual conflicto en Darfur, se centró en particular en los incidentes que ocurrieron desde febrero de 2003, cuando la magnitud, intensidad y consistencia de los incidentes aumentaron notablemente, hasta mediados de enero de 2005, justo antes de que se requiriera a la Comisión. para presentar su informe. 3. Métodos de trabajo"	1
"Por lo tanto, la asignación de tareas que se establece a continuación no puede considerarse exclusiva de uno u otro de los componentes."	0
"c) Estar en contacto con el... Gobierno [del país afectado] y la Oficina del Alto Comisionado de las Naciones Unidas para los Refugiados (ACNUR) en apoyo de sus esfuerzos por reubicar los campamentos de refugiados que se encuentran muy cerca de la frontera, y proporcionar al ACNUR, según disponibilidad y con costos reembolsables, asistencia logística para ese fin;"	1
"Las PDF luchan junto a las fuerzas armadas regulares."	1
"La misión no recibió información precisa sobre el número de personas detenidas por las fuerzas de seguridad."	0
"Además, el pasaporte también debe revocarse si la presencia del titular en el extranjero interfiere gravemente con los intereses y la reputación del país o si la seguridad interna o externa del país estaría en peligro (artículo 25(h) de la CDA)."	0
"b) Abordar las deficiencias en la penalización de la financiación del terrorismo y la congelación de activos terroristas, y fortalecer la supervisión del sector sin fines de lucro y los sistemas de remesas alternativos;"	1
"El compromiso de la comunidad internacional de combatir el terrorismo y la determinación de erradicarlo se han demostrado principalmente mediante la adopción de varios instrumentos jurídicos y el establecimiento de instituciones especializadas."	1
"Ambos Gobiernos son socios esenciales del Comité en su esfuerzo por lograr que el régimen sea más eficaz y esté más centrado en la lucha contra la amenaza, y ofrecieron muchas sugerencias útiles, además de proporcionar al Equipo información detallada sobre los acontecimientos recientes."	1
"50. Se están llevando a cabo investigaciones penales complejas sobre la piratería y las redes delictivas implicadas en ella, centrándose en los dirigentes, los financiadores y los organizadores."	1
"Se identificaron claramente restos de cohetes disparados desde helicópteros."	0
"La entrega de la fase I está prácticamente concluida."	0
"169. Las pruebas que la Comisión tiene ante sí establecen que el Primer Ministro Alkatiri estaba al tanto de las acusaciones de transferencia de armas a civiles al menos el 21 de mayo."	0
"Sin embargo, cabe señalar que, si bien oficialmente se suponía que el ejército seguiría siendo la\" tercera capa \", con un papel predominantemente defensivo, después de la policía y la gendarmería, los helicópteros, así como otras unidades como la marina, fueron ampliamente informó haber sido desplegado."	0
"Además, la obligación internacional debía considerarse cumplida cada vez que, después de la celebración de un tratado de paz, el Estado responsable había acordado pagar al otro Estado o a los otros Estados reparaciones de guerra o una indemnización por los daños causados ​​a los nacionales del adversario, independientemente de que el pago efectivo se hubiera efectuado alguna vez."	1
"Alienta [a la misión], de conformidad con su mandato y dentro de los niveles autorizados de policía civil, a continuar sus esfuerzos para ayudar a las partes en el [acuerdo de paz] a promover el estado de derecho, reestructurar la policía y los servicios penitenciarios en todo [el país afectado ], particularmente en el sur debido a la falta de desarrollo de los servicios policiales, y ayudando en la capacitación de policías civiles y funcionarios penitenciarios;"	1
":: En el cumplimiento de su mandato, el Comité cuenta con la asistencia de la Dirección Ejecutiva del Comité contra el Terrorismo, bajo la orientación normativa del Plenario."	1
"Si dichas cuestiones se resuelven a favor de la Fiscalía, los acusados ​​se declararán culpables de los cargos que se les imputan."	0
"Además, el examen proporcionó datos útiles sobre el impacto del régimen de sanciones, mostrando qué personas y entidades se ven más (y menos) afectadas por él, ya sea porque están geográficamente fuera del ejercicio del control estatal o porque otros factores socavan su implementación. ."	0
"\"El Consejo de Seguridad atribuye gran importancia al papel de la Organización de la Unidad Africana y acoge con satisfacción su decisión de establecer el Grupo Internacional de Personalidades Eminentes encargado de investigar el genocidio en Rwanda y los acontecimientos circundantes (S/1998/461)."	1
"Nueve Estados cuentan con algunas medidas para detectar y prevenir el contrabando de armas y explosivos, pero no está claro con qué eficacia se implementan estas medidas."	1
"18. El Comité, con la contribución de la Dirección Ejecutiva y en estrecha cooperación, según corresponda, con la oficina de apoyo del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo y las entidades pertinentes, así como con otros proveedores de asistencia bilateral y regional, seguirá evaluar las necesidades de asistencia técnica con miras a explorar formas de facilitar la prestación de asistencia a los Estados miembros pertinentes."	1
"En nombre del Comité del Consejo de Seguridad establecido en virtud de la resolución 1373 (2001) relativa a la lucha contra el terrorismo, tengo el honor de presentar al Consejo de Seguridad el informe del Comité para su examen exhaustivo de la labor del Comité y de su Dirección Ejecutiva desde 2011 a 2013 (ver anexo)."	1
"Al mismo tiempo, tras la recuperación de la ciudad por las fuerzas gubernamentales, recibió a unas 11.000 personas desplazadas a las que trató de ayudar lo mejor que pudo."	1
"Reconociendo la importancia de las comunidades locales, el sector privado, la sociedad civil y los medios de comunicación para aumentar la conciencia sobre las amenazas del terrorismo y abordarlas más eficazmente,"	1
"También esperamos que con la diplomacia acumulada aquí podamos hacerlo mejor."	0
"El terrorismo debe entenderse en primer lugar como un delito, injustificable bajo cualquier circunstancia. Sin embargo, también es una manifestación de agravios, articulados de manera inhumana, aborrecible e inaceptable."	0
"29. En colaboración con la Universidad de Seychelles y expertos del Centro, la UNODC diseñó un plan de estudios para policías, guardacostas y otros funcionarios encargados de hacer cumplir la ley que participan en la investigación de la piratería y los delitos marítimos."	1
"C. Apoyo a las personas afectadas por el conflicto"	1
"Estos cambios son actualmente más visibles en las filiales de Al-Qaida en el Norte de África, el Sahel y el Levante."	0
"13. Si bien se sabe que la mayoría de los Estados de la subregión han establecido unidades de aplicación de la ley antiterrorista, sólo tres Estados han establecido estructuras institucionales adecuadas y la coordinación interinstitucional necesaria para abordar las cuestiones de lucha contra el terrorismo."	1
"Mayor representación de las mujeres en los órganos relacionados con los programas. D.3. Proporcionar capacitación sistemática a todas las categorías de personal humanitario en cuestiones de género. Crear conciencia y desarrollar capacidades sobre análisis de género y herramientas participativas del personal humanitario y los socios que trabajan en programas y proyectos de emergencia y rehabilitación."	1
"e) Permitir el establecimiento de periódicos y otros medios de comunicación independientes; permitir a los ciudadanos acceder libremente a Internet, las redes sociales, las comunicaciones internacionales, las emisiones y publicaciones extranjeras, incluida la cultura popular de otros países; y abolir la participación obligatoria en organizaciones de masas y sesiones de adoctrinamiento;"	1
"Mayor rendición de cuentas por las violaciones de derechos humanos, incluida la violencia de género; Se desarrollaron herramientas jurídicas sensibles al género. G.5. Desarrollar y proporcionar programas de apoyo a las víctimas con perspectiva de género, incluidos programas de asistencia jurídica y protección de testigos."	1
"Insta a la comunidad internacional a brindar apoyo y asistencia para permitir que los Estados cumplan con sus responsabilidades en materia de protección de los refugiados y otras personas protegidas por el derecho internacional humanitario."	1
"La situación y el sufrimiento continuos del pueblo palestino siguen siendo una encarnación trágica de las consecuencias de la no aplicación de las resoluciones y de las decisiones del Consejo de Seguridad."	0
"Les hacemos un llamamiento urgente para que aumenten su apoyo a las iniciativas colectivas que nuestros Estados adoptarán, en el marco del Proceso de Nuakchot, para hacer frente a la amenaza que el terrorismo, el extremismo violento y la delincuencia organizada transnacional representan para la paz y la seguridad internacionales."	0
"205. Los Estados de la subregión están muy atentos a las amenazas terroristas que enfrentan y han invertido grandes recursos en la ampliación de los marcos jurídicos, el establecimiento y fortalecimiento de instituciones de lucha contra el terrorismo y esfuerzos para fortalecer las capacidades de los organismos encargados de hacer cumplir la ley y de inteligencia. ."	1
"Cuando comenzó el proceso de recogida de armas, llegaron otros seis vehículos de las Naciones Unidas en los que viajaban oficiales de la UNPOL, incluido el Sr. Malik."	1
"\"El Consejo de Seguridad solicita al Secretario General que refuerce la cooperación entre las Naciones Unidas y los Estados miembros de la Comunidad Económica y Monetaria del África Central (CEMAC) con miras a facilitar y fortalecer las iniciativas encaminadas a abordar la inseguridad transfronteriza en la subregión y lograr poner fin a las violaciones de la integridad territorial de la República Centroafricana por parte de grupos armados."	1
"La UNMIT y el equipo de las Naciones Unidas en el país están prestando apoyo coordinado en todos los aspectos de la aplicación de la ley, incluso al Secretario de Estado para la Promoción de la Igualdad, que dirige la elaboración del plan de aplicación, y a la sociedad civil, a fin de concienciar sobre la ley."	1
"27. En numerosas ocasiones, los miembros del Comité han destacado las funciones complementarias del Comité, del Comité establecido en virtud de la resolución 1373 (2001) sobre la lucha contra el terrorismo y del Comité establecido en virtud de la resolución 1540 (2004) en la lucha contra el terrorismo internacional. y la necesidad de coordinación de actividades e intercambio de información entre ellas."	0
"En particular, se pide a la Dirección Ejecutiva que aliente a los Estados a desarrollar estrategias para contrarrestar la incitación a actos terroristas motivados por el extremismo y la intolerancia."	0
"h) Universidad de Leiden (Países Bajos), Cátedra Sultán de Omán de Estudios Orientales;"	0
"Perspectivas de género integradas en el diseño e implementación de evaluaciones ambientales postconflicto."	1
"Japón cumple con el Anexo 17 del Convenio sobre Aviación Civil Internacional."	0
"En particular, insto a la parte abjasia a que cumpla sus compromisos anteriores y permita la apertura de una suboficina de derechos humanos en Gali, permita la enseñanza de los jóvenes locales en su idioma nativo georgiano y acepte el despliegue de agentes de policía de la UNOMIG en Gali. distrito."	0
"▪ Salah Suliman Ayyash, conductor de 33 años de la organización médica Al Ihya en Rif Dimashq, fue asesinado por fuerzas del régimen cuando intentaba entrar en Zibdeen el 27 de noviembre de 2014."	0
"Pero justo cuando el país entra en un período de escasez de alimentos, que coincide con la temporada de lluvias, el Programa Mundial de Alimentos enfrenta un déficit de financiación de más de 300 millones de dólares."	0
"Además, los ataques de Al-Shabaab y grupos afiliados en Uganda y Kenya han demostrado su alcance y capacidad de reclutamiento en las comunidades somalíes de esos países."	0
"El respeto por los derechos de los demás -incluidos los opositores políticos- tiene que convertirse en la prueba clave para todos aquellos que aspiran a conducir al país hacia la estabilidad, la unidad y la prosperidad."	0
"El Gobierno interpreta que esto se limita a sus zonas económicas exclusivas."	0
"La Comisión también recibió pruebas creíbles de que las filas de los Janjaweed incluyen combatientes de países vecinos, principalmente Chad y la Jamahiriya Árabe Libia."	1
"La participación promedió cerca del 37 por ciento de los votantes registrados en todo el país, aunque hubo disparidades entre distritos."	0
"32. El Comité también agradecería propuestas preparadas en cooperación con expertos de otros órganos subsidiarios del Consejo de Seguridad relacionados con la lucha contra el terrorismo sobre cómo racionalizar la presentación de informes de conformidad con el Documento Final de la Cumbre Mundial 2005 (véase la resolución 60/1 de la Asamblea General)."	0
"En una encuesta realizada en el campo de Mornei, en Darfur occidental, los equipos médicos trataron a unas 20 víctimas de violencia sexual entre abril y junio de 2004."	1
"(b) monitorear e informar sobre la situación de los derechos humanos, en cooperación con la Oficina del Alto Comisionado de las Naciones Unidas para los Derechos Humanos, incluida la situación de los refugiados retornados y las personas desplazadas."	1
"La mayoría de los Estados de las subregiones de Europa occidental, Europa oriental y Asia central y el Cáucaso han introducido una legislación integral contra el terrorismo."	1
"29. Decide seguir ocupándose del asunto."	0
"\"El Consejo de Seguridad pide al Gobierno de Unidad Nacional y Transición que comience a trabajar inmediatamente con el Comité Internacional de Apoyo a la Transición (CIAT) y con la MONUC para establecer mecanismos de coordinación más estrecha, a fin de acelerar la reforma del sector de la seguridad, la adopción de legislación esencial y preparativos electorales."	1
"(i) el Gobierno de San Vicente y las Granadinas, o cualquiera de sus partes constitucionales; o"	0
"Su cultura de gestión está cambiando ahora y hay más delegación de autoridad, mayor transparencia en la toma de decisiones y mayor análisis en la planificación y realización de operaciones."	0
"El Equipo reconoce que existen leyes nacionales e internacionales que limitan el intercambio de información entre Estados, pero la cooperación internacional es esencial para la implementación efectiva del congelamiento de activos."	0
"El 30 de agosto de 2010, el ELPS estableció una Dependencia de Protección Infantil en Bilpham, estado de Equatoria Central, en apoyo de la aplicación del plan de acción de las Naciones Unidas y el ELPS."	1
"Los equipos de seguridad libaneses (policía y ejército) trabajaron en estrecha colaboración con el equipo de seguridad de la Comisión para garantizar la seguridad del personal y las instalaciones."	1
"Recordando sus resoluciones sobre el reclutamiento y la utilización de niños y los conflictos armados,"	0
"Los observadores de la OSCE habían observado combates en curso en muchos lugares de las regiones de Donetsk y Lugansk, con bombardeos de artillería y mortero que a menudo alcanzaban zonas residenciales y causaban bajas entre la población civil."	0
"Esto fue posible en gran parte gracias al liderazgo del Primer Ministro Gusmão, así como a la cooperación de todos los partidos políticos representados en el parlamento, incluida la oposición, quienes demostraron su voluntad de avanzar en una cuestión nacional prioritaria."	1
"12. Observando los avances en la reforma del poder judicial, incluido el establecimiento del Tribunal Constitucional, la Cour de Cassation y el Consejo de Estado previsto en la Constitución, el Ministro de Justicia destacó la importancia de establecer tribunales en cada uno de los 145 territorios para restaurar efectivamente la autoridad del Estado y resolver disputas a nivel local."	1
"El Presidente Al-Bashir tenía la intención de que su promesa del 19 de junio de 2004 de desarmar a los Janjaweed se aplicara sólo a los bandidos, no a las Fuerzas de Defensa Popular, la policía popular u otros miembros de tribus armados por el Estado para luchar contra los rebeldes."	1
"\"El Consejo de Seguridad subraya que una solución política inclusiva y el despliegue exitoso de la UNAMID son esenciales para restablecer la paz y la estabilidad en Darfur."	1
"Los casos involucraban a organizaciones basadas, al menos en parte, en los Estados Unidos (una de las cuales estaba encabezada por un ciudadano estadounidense nacido en Somalia, Garad Nor). Dos de los grupos eran organizaciones benéficas: Benevolence International Foundation y Global Relief Foundation (que cotizaron en bolsa en 2002 junto con varias oficinas en el extranjero)."	0
"47. Además del espectacular aumento de las corrientes de armas hacia Somalia, ambas partes también están distribuyendo muy activamente armas y municiones a sus milicias, equipando a los milicianos con equipo de combate individual, obteniendo y almacenando alimentos, medicinas, combustible y otros artículos de primera necesidad para participar en operaciones sostenidas. combate, organizándose en estructuras de estilo militar, intensificando el reclutamiento y entrenamiento de milicias y diseñando estrategias y planes para derrotar militarmente al otro lado."	0
"10. Del 24 al 28 de octubre de 2011, la División de Asesoramiento Civil Militar de la Fuerza de Kosovo y la Fuerza de Seguridad de Kosovo (KSF) completaron conjuntamente la fase de armonización de su cuarta evaluación conjunta."	1
"Exige que los grupos armados rebeldes cesen inmediatamente la violencia y pide a todas las partes que reanuden el diálogo en el marco del acuerdo de Sirte de 25 de octubre de 2007."	0
"El artículo 19 del Estatuto de la Corte le permite ordenar el decomiso del producto adquirido ilícitamente y disponer su devolución a sus legítimos propietarios o al Estado."	0
"Sra. Ljiljana Alvir, Madres de Vukovar"	0
"Dará voz a los jóvenes al servir como foro que garantice la coherencia de las políticas y promueva el interés de los jóvenes en las políticas gubernamentales."	1
"Una vez más tenemos que afirmar que la violencia que ha estallado en el distrito de Gali es una consecuencia lógica de la escalada de la situación de graves violaciones de los derechos de la población pacífica por parte del régimen abjasio, que incita al contrabando de armas y drogas."	0
"275. La extradición de terroristas también sigue enfrentando muchos obstáculos y no es fácil ni fácil."	1
"El PNUD reunió a varias instituciones para resaltar el papel crucial de los medios de comunicación en el apoyo al proceso electoral."	0
"Siguiendo instrucciones del juez primero de instrucción del Tribunal Militar, y con el visto bueno del director general de las Fuerzas de Seguridad Interior, los coches de la comitiva de Hariri fueron conducidos al cuartel de Helou, una vez fotografiados in situ y grabados en vídeo. La grabación se realizó en presencia del comandante de la segunda secretaría regional de Beirut, el comandante de la segunda brigada de tráfico de Beirut, el comandante del destacamento de Al-Burj y un escuadrón de investigadores criminales, y utilizando las luces proporcionadas por la defensa civil. , según informe nº 144/302 de 14 de febrero de 2005."	1
"H. Otros costos 153 - 156 34"	0
"Esto incluirá el transporte de material electoral desde Bangui a 17 prefecturas y 71 subprefecturas con miras a ayudar a la Autoridad Electoral Nacional en la preparación y organización del registro de votantes, otras operaciones preelectorales y las diferentes elecciones."	0
"Una vez más, se observó a un técnico italiano montando el helicóptero y probando el motor y el rotor una vez finalizado."	0
"En las consultas informales que siguieron a la reunión, el Secretario General Adjunto, acompañado por el personal de la MINUSMA, insistió en que la amenaza era importante, real y sofisticada y que, por lo tanto, había que hacer todo lo posible para proteger al personal de la MINUSMA bajo crecientes amenazas asimétricas. y fortalecer la capacidad operativa de la Misión de conformidad con su mandato."	1
"Además, el propio Consejo ha sentado precedentes importantes, incluido el establecimiento de comisiones de investigación sobre Bosnia, Rwanda y Darfur, que allanaron el camino para los tribunales internacionales para la ex Yugoslavia y Rwanda en 1993 y 1994, respectivamente, y la remisión de la situación en Darfur a la CPI en 2005."	1
"6. La aplicación del embargo de armas se reforzó en la resolución 1945 (2010), cuando el Consejo aclaró las exenciones a esa medida y supeditó la venta o el suministro de armas y material conexo al Sudán no prohibido por el embargo al fin necesario. documentación del usuario."	0
"122. Con el fin de mejorar la capacidad de los funcionarios encargados de hacer cumplir la ley en el Asia meridional para luchar contra el terrorismo y los delitos conexos y, al mismo tiempo, fortalecer la cooperación regional y el intercambio de información entre el personal encargado de hacer cumplir la ley, la Dirección Ejecutiva del Comité contra el Terrorismo ha facilitó una serie de talleres (que comenzaron en noviembre de 2009) destinados a reunir a funcionarios encargados de hacer cumplir la ley, principalmente agentes de policía y fiscales, para compartir experiencias, lecciones aprendidas y mejores prácticas en el manejo de casos relacionados con crímenes internacionales y terrorismo."	1
"36. El Comité siguió examinando una estrategia de divulgación en los medios de comunicación, basada en un documento oficioso preparado por los expertos del Comité. El propósito de esta estrategia es utilizar metódica y eficientemente los recursos de las Naciones Unidas y del Comité para llegar a audiencias más amplias y específicas, incluso mediante la preparación de listas de contactos especializadas para la comunicación electrónica de actualizaciones importantes del Comité."	1
"Unidades especiales de policía prestaron apoyo a las aduanas de la UNMIK y prestaron apoyo a los equipos de operaciones especiales de la policía de la UNMIK."	1
"21. La estrategia revisada prevé tanto la preparación de propuestas de asistencia técnica más específicas, detalladas y sofisticadas como una participación más activa de la Dirección Ejecutiva con los donantes clave, con el fin de lograr una mejor comprensión de sus prioridades y capacidades."	1
"Con excepción de un Estado, que ha proporcionado muy poca información pertinente, todos los Estados del Asia oriental son miembros de varias organizaciones o mecanismos regionales de cooperación internacional en la lucha contra el terrorismo y han tratado de fortalecer esas relaciones."	1
"45. El Comité reafirma su responsabilidad de incluir la aplicación de la resolución 1624 (2005) del Consejo en su diálogo con los Estados Miembros y ayudar a crear capacidad a este respecto, incluso mediante la difusión de mejores prácticas jurídicas y la promoción del intercambio de información."	0
"Petrolube demostró que las máscaras de gas en cuestión no tenían ningún valor residual y habían sido totalmente amortizadas en su contabilidad."	0
"El sitio fue limpiado y asegurado por el Ministerio de Medio Ambiente y Ordenación del Territorio y entregado a la Iglesia Ortodoxa Serbia a finales de septiembre."	0
