"es_en_DEEP"	"MatConf"
"As a land of diverse opportunities, Togo is a transit country with a deep-water port."	0
"However, widespread attacks and blockades by political parties and other armed and unarmed groups have disrupted humanitarian activities and access to health and education services: much of this disruption has occurred in the Terai."	1
"A Somali pirate leader, Mohamed Abdi Hassan, nicknamed \"Afweyne\", was arrested in October 2013 in Brussels. Another top pirate boss, Mohamed Garfanji, was arrested in August 2014 in Mogadishu on charges of illegal possession of weapons and other piracy-related charges."	1
"The proximity of the border with Pakistan provides these forces with manpower, material and shelter."	1
"However, there are other people who are not wanted by any law enforcement agency and who may not have easy access to false documents of sufficient quality to remain undetected if closely examined, but who nevertheless calculate that, given Given the limited personal information recorded about them on the List, it is reasonably certain that they will be able to cross a border post using their real documents without being discovered."	1
"The reason for this was the need to ensure that the Security Council's action against Al-Qaida and the Taliban remained adequate to address the threat they posed, as well as to specify the goals of the sanctions with sufficient clarity so that Member States could take the necessary measures against him."	1
"The ability of the Palestinian Authority to build credible institutions and a security infrastructure capable and willing to combat terrorism and other threats is a key element of Palestinian statehood and a legitimate expectation on the part of Israel."	0
"One speaker attributed this to the sense of frustration and distance that many Member States felt towards the work of the Council."	0
"The Security Council recalls its commitment to enhance strategic oversight of peacekeeping operations, bearing in mind their important role in protecting civilians, reaffirms its support for the efforts of the Secretary-General to review peacekeeping operations and improve their planning and support, and again encourages the intensification of these efforts, in collaboration with troop- and police-contributing countries and other relevant stakeholders."	0
":: June 2, 2005: Journalist Samir Kassir dies when his car explodes in east Beirut."	1
"Both cooperated in controlling security at the most important public events, in repressing political violence and in adopting special security measures in favor of threatened minority communities."	0
"1.1 Energy Licensing Act 1984"	0
"Reiterates the importance of compliance with the relevant provisions of international humanitarian law and international human rights and refugee law and of providing appropriate training in that law, especially with regard to the provisions on children and gender, as well as on negotiation and communications techniques, cultural awareness, civil-military coordination and awareness to prevent HIV/AIDS and other communicable diseases, to personnel involved in peace-making, maintenance and peace-building activities, requests the Secretary-General to issue relevant guidance and ensure that United Nations personnel receive appropriate training, and urges relevant Member States, where necessary and feasible, to provide appropriate instructions and to ensure that they are included the appropriate training courses in the programs for personnel who will participate in similar activities."	0
"Training of the Liberian Armed Forces by the United States"	0
"Judge Mezher accepted the proposal under the following conditions. That the vehicles were filmed at the scene of the event, that they were marked and numbered; They also had to be filmed during transport and once again upon arrival at the Helou barracks, where they had to be covered and guarded 24 hours a day to prevent evidence from being destroyed."	0
"Taking into account the limits of the functions entrusted to it, the Commission has not been able to determine with certainty the number of civilian victims in Darfur."	1
"In a second category are the militias that adopt paramilitary structures and act in parallel to the regular forces, in particular the groups called \"combat forces\", the mujahideen or the fursan (the horsemen)."	1
"Currently, some 47 non-state armed groups are believed to have been or are in possession of MANPADS."	1
"Given the vulnerability of the subregion, more measures are needed to criminalize recruitment."	0
"Therefore, when considering responsibility for the human rights violations perpetrated during the events of March 25 and 26, one must also keep in mind the repercussions of the presidential decree of March 22 and the instructions issued by the commanders of the forces. national navies at the meeting on March 24."	1
"b) Political and military leaders of foreign armed groups operating in the Democratic Republic of the Congo who prevent the disarmament and voluntary repatriation or resettlement of combatants of such groups;"	1
"On 29 May, for the first time since the crisis began in 2012, two aid workers were killed in the Timbuktu region when the vehicle they were traveling in made contact with a remotely controlled improvised explosive device. On November 8 and 9, two vehicles belonging to international non-governmental organizations were kidnapped near MÃ©naka (Gao region)."	1
"My 8 year old sister was also with me and they also raped her, but they did not beat her."	1
"When militias attack jointly with the armed forces, they can be said to act under the effective control of the Government, which corresponds to the notion of control enunciated in the 1999 TadiÄ Appeal case (paras. 98-145)."	1
"Although they report incidents to the police and other government officials, little or no action is taken to arrest those who perpetrate such acts."	1
"Law and order problems continue to affect the precarious security situation in some areas of Katanga where the Transitional Government has not established effective security mechanisms for the protection of civilians."	1
"Transmission of case 8 to the Committee"	0
"In its fourteenth report, the Team examined the threat by Al-Shabaab, an entity affiliated with Al-Qaida in East Africa based in Somalia, to launch attacks against regional Governments and the international community (S/2013/467, para. 10 )."	0
"The explanation of the categories is provided in table II.3 below."	0
"Guinea-Bissau is one of the pilot countries."	0
"c) Cooperate closely to fully implement sanctions against terrorists and their associates, in particular Al-Qaida and the Taliban and their associates, as outlined in resolutions 1267 (1999), 1390 (2002) and 1455 (2003), adopt urgently take measures to prevent them from accessing the financial resources they need to carry out their activities and cooperate fully with the Monitoring Group established pursuant to resolution 1363 (2001);"	1
":: On November 18, 2014, regime helicopters dropped two barrel bombs on Maar Shmarien, killing six civilians, four of whom were children and two were women."	1
"To be held on Friday, March 16, 2001, at 6:40 p.m."	0
"In short, rape is a physical invasion of a sexual nature perpetrated without the consent of the victim, that is, by force or coercion, such as that caused by fear of violence, intimidation, detention or taking advantage of coercive circumstances."	1
"Deploring the continued obstacles that the Government of the Sudan has imposed on the work of the Group of Experts during the course of its mandate, including restrictions on the freedom of movement of the Group of Experts and UNAMID, and limitations on the access of the Group of Experts to areas of armed conflict and areas where violations of human rights and international humanitarian law have allegedly been committed, but noting that interaction between the Government of the Sudan and the Group of Experts has improved,"	0
"East Africa has been a victim of terrorism in the past and the threat of terrorism in the region is high, due to persistent political instability."	1
"7. The situation in Liberia (January 22, 1991; December 19, 2008)."	0
"Those responsible for terrorist acts have been arrested and subsequently brought to justice in several jurisdictions."	1
"In addition to the dramatic increase in the flow of arms into Somalia, both sides are also very active in distributing arms and ammunition to their militias, equipping their men with combat equipment, obtaining and storing food, medicine, fuel and other essential items for sustained combat, organizing themselves into military-type structures, intensifying the recruitment and training of militias, and devising strategies and plans to defeat their adversaries militarily."	1
"On the other hand, the exchange of information on inter-institutional cooperation, application of coercive measures, voluntary implementation planning and chronological data, among other options, was also proposed so that the Committee has better knowledge of implementation measures. adopted at the national level in accordance with the provisions of resolution 1540 (2004)."	0
"Throughout the reporting period, MINUSMA collected documentary evidence of various abuses committed by the FDSM, including excessive use of force that included extrajudicial killings. On October 3, guards at Gao City Jail shot an unarmed prisoner who was surrendering after a failed escape attempt. On November 16, also in the city of Gao, a soldier from the Malian Armed Forces opened indiscriminate fire in a public place, leaving one dead and five wounded."	1
"The repeated attacks against foreign diplomats in Benghazi and Tripoli are proof of this presence."	1
"From 24 to 28 October 2011, the KFOR Civil and Military Advisory Division and the Kosovo Security Force jointly completed the harmonization phase of their fourth joint assessment."	0
"Sierra Leone now has 49 newspapers and 39 radio stations, 32 of which are private."	0
"The program requires ex-combatants to return openly, surrender their weapons, commit to respecting the legitimacy of the Government and the rule of law, and submit to a community oversight mechanism, along with other measures to be agreed upon depending on the circumstances of the case. ."	0
"It also held consultations with members of the diplomatic community and with national and international civil society organizations and non-governmental organizations."	0
":: On November 30, 2014, regime warplanes attacked the Tayma market in Al-Hasaka, injuring two people and destroying seven stalls. Medical centers"	1
"Furthermore, the subregion continues to face challenges related to law enforcement, the rule of law and respect for human rights."	1
"In March 2004, a group of Janjaweed militiamen and 150 soldiers reportedly kidnapped and raped 16 teenage women in Kutum, northern Darfur."	1
"In central regions, unresolved conflicts also continue to affect livelihoods and delay recovery."	1
"At the end of the reporting period, the UNMIK Police consisted of approximately 4,400 officers from 53 countries, representing more than 90 per cent of the total authorized strength."	1
"As will be described in detail below, all available evidence indicates that the initial shooting that triggered the indiscriminate killings on the morning of March 25 was the result of coordinated action by security forces."	1
"Notes, in this regard, that it may entrust multidimensional peacekeeping missions, among others, with the following functions: d) Provide rapid response in mine action, as well as advisory and training services adapted to the needs of national authorities, upon request, with a view to enabling risk reduction, victim assistance, demining and stockpile management and disposal;"	0
"Meanwhile, on August 5 and 22, respectively, the first two formed police units were deployed."	1
"Furthermore, if the names are incorrectly identified, there is a risk that sanctions will be applied to the wrong person."	0
"Encourages troop- and police-contributing countries, in consultation with the Secretary-General, to consider measures they could take to increase the awareness and responsiveness of their personnel involved in United Nations peacekeeping operations. United Nations to protect civilians, including women and children, and prevent sexual violence against women and girls in conflict and post-conflict situations, and to deploy a higher percentage of women in police or peacekeeping forces."	0
"All States in the subregion are members of INTERPOL and have established national central offices."	0
"Meanwhile, a multitude of entities affiliated with Al-Qaida are appearing, often autonomously, in which evident changes of a generational, geographical, ethnic, structural and operational nature can be seen."	1
"There are the following types of permission:"	0
"a) Determinations of the Group in the case of the first series"	0
"In the period from November 25, 1998 to February 26, 1999, 149 inspections were carried out, 56 in the Republika Srpska and 93 in the Federation."	0
"When detained or forcibly repatriated, DPRK officials systematically subject them to persecution, torture, prolonged arbitrary detention and in some cases sexual violence, including during invasive body cavity searches."	1
"Measures that could weaken confidence or damage the outcome of negotiations must be suspended and reversed."	0
"However, for many others the situation remains precarious and ethnically motivated attacks have become more serious, if not more frequent."	1
"It is also noted that the Communist Party of Nepal-Maoist (NCP-Maoist) recruited a considerable number of children before the signing of the ceasefire agreement and transferred them to their cantonments."	1
"The drastic reduction in the number of military contingents could reduce the Mission's prevention capacity and, in a crisis, which his country hoped would not occur, it would be forced to react under operational concepts that were not yet clear, with all the risks that this entailed."	1
"Therefore I carefully considered the possibility of submitting a written proposal."	0
"In resolution 2122 (2013), the Council expresses concern that armed conflict and post-conflict situations exacerbate the vulnerability of women, particularly in relation to forced displacement, as a consequence of inequality in citizenship rights, the biased application of asylum laws based on gender and the obstacles to registering and obtaining identity documents that exist in many situations."	0
"Strong measures will be taken to prevent and combat gender-based violence, including sexual exploitation and abuse."	0
"Noting that it was unclear how many people had been killed in the days of fighting, he said ceasefire monitors at the Intergovernmental Authority on Development (IGAD) had blamed the opposition for starting the conflict."	1
"One civilian died as a result of the confrontation."	1
"In October 1980, FACI put into operation six Dassault/Dornier Alpha Jet CI light combat and training aircraft."	1
"In accordance with the understanding reached in the prior consultations, the President, with the consent of the Council and in accordance with rule 39 of the provisional rules of procedure of the Security Council, extended an invitation to Mr. Jean-Marie Guéhenno, Under-Secretary-General for Security Operations Peace-keeping."	0
"Eighteen people detained in BouakÃ© in connection with these events were transferred to the Korhogo civil prison. In a separate incident on 17 January, 11 people, including two French nationals, allegedly associated with Mr. Coulibaly, were arrested in Abidjan on suspicion of plotting a coup d'Ã©tat. On January 30, the prosecutor of the Abidjan military court issued an international arrest warrant against Mr. Coulibaly, who is accused of conspiring against the State."	1
"The current attempts by the Security Council to blame Eritrea are unjustified, both legally and politically."	0
"In May there will be another opportunity for 400 members to register and registration would be discontinued for the rest of the year."	0
"Currently, one unit contains IR-2m centrifuges, five contain IR-1 centrifuges, and the remaining two contain none."	0
"85. The armed forces are also composed of an operational unit called the Border Intelligence Service, whose main function is to gather information."	0
"Nigeria also saw an escalation in the number of attacks and bombings, particularly in the northeastern states of Borno, Yobe and Adamawa."	1
"They were also unable to explain the export processes."	0
"The Commission also verified numerous other incidents of attacks against civilians, based on information and evidence received in the course of its work."	1
"No financial audit has been carried out."	0
"Based on its own investigations and the pattern of airstrikes it has determined, the Commission is of the opinion that the military is responsible for a large number of indiscriminate airstrikes that caused the death of numerous civilians."	1
"In view of the urgency of the investigation, we sent telegram No. 2065 dated 14 February 2005 to the regional police unit leadership and the commanders of the police units requesting them to conduct all necessary investigations within the jurisdiction of each unit with regard to the bodies that had been brought to the hospitals in each area, in order to enable their relatives to identify them, and to inform me accordingly, thereby enabling me to obtain approval from the relevant authorities to return the bodies to their relatives."	0
"89. Shoreline Maintenance Works & Contracting Company Ahmed Abdullah Alqattan & Partner seeks compensation for accounts receivable relating to a contract signed on 1 February 1990 with the Ministry of Transport and Communications of the Government of Iraq."	0
"Decides hereby, having received the request made by [affected State], to establish an international tribunal for the exclusive purpose of prosecuting those responsible for genocide and other serious violations of international humanitarian law committed in the territory of [affected State] and citizens of [affected State] responsible for genocide and other violations of that nature committed in the territory of neighboring States between [dates]."	1
"The Mitsubishi Canter pickup truck used to transport the bomb entered Lebanon from Syria via the Bekaa border, using a lane reserved for military traffic, on 21 January 2005 at 13:20. It was driven by a Syrian colonel from the 10th Army Division."	1
"Terrorist groups and other non-state armed groups with access to cross-border criminal markets may have fewer incentives to abandon conflicts and reach a political settlement."	1
":: Several members highlighted the need for the international community to collectively dedicate itself to promoting cultural and religious harmony and dialogue, noting that terrorism had no creed, culture or religion."	0
"The Special Coordinator reported that general calm remained in southern Lebanon, although there were some security incidents during the reporting period, including the firing of rockets into Israel from southern Lebanon during the related conflict. with Gaza that had taken place in July and August and two serious security incidents in the Shab'a farms area (Sector East)."	1
"By mid-1975 the relationship between those two parties had deteriorated. On August 11, 1975, the UDT carried out a preventive armed attack against FRETILIN. The counterattack was carried out on August 20, 1975, the date on which the founding of the Armed Forces of National Liberation of East Timor (FALINTIL) is commemorated."	1
"He also visited concerned government structures, such as the main detention center in Abidjan (Maison d'arrÃªt et de correction d'Abidjan (MACA)) and some police stations."	1
"As will be noted later, this determination of Iraq's state responsibility is based on its violation of jus ad bellum (the prohibition on the threat or use of force, set out in Article 2(4) of the Charter) rather than on its violations of jus in bello (violations of international humanitarian law), which are the main area of ââfocus of the Eritrea-Ethiopia Claims Commission's determinations."	1
"We want to ensure that, for its part, Haiti is willing to do so."	0
"The 1988 Law does not regulate the movement of precious metals."	0
"Although the threat from illegal militias in the west will remain low compared to most of Afghanistan, these forces will continue to represent the second most important risk to regional security, after threats related to drugs and delinquency."	1
"He also stole the cattle owned by the locals."	0
"The eastern UIR agents were forced to take refuge in the District Administration building. The building was surrounded by the crowd, who were armed with knives, sticks, machetes and stones, and who began to utter death threats against the agents."	1
"Yemeni officials told the Team that around 30% of kidnappings in Yemen were the work of AQAP."	1
"AQAP's ability to launch international attacks remains, but for now the impact of its activities is largely limited to Yemen."	1
"The current functioning of the police service, the National Police of Timor-Leste (PNTL), and in particular the Defense Force, the Armed Defense Forces of Timor-Leste (F-FDTL), is hampered by the which is considered a lack of legitimacy due to the way in which they were created."	1
"Expresses its deepest condolences and condolences to the victims of this heinous act of terrorism and their families, as well as to the people and Government of Pakistan."	1
"Address: PO Box 16785-195, Tehran, Iran"	0
"The bombing of the surrounding areas appears to have been carried out to facilitate the looting and destruction of the village by Janjaweed militiamen and Government ground forces."	1
"He described the situation at the crime scene as chaotic."	1
"Since November 2004, the Government of CÃ´te d'Ivoire has sought to repair, maintain and reconstitute the FACI, as a political statement that airpower provides the Government with a military advantage not enjoyed by the FN."	1
"(c) Destroy or cause extensive damage to public facilities, transport or telecommunications systems (including information systems), fixed platforms located on the continental shelf, energy and water supply facilities, medical facilities or any other important facilities, public places or public property, with the intent to endanger human life, the safety of a facility, system or site or expose property to the risk of extensive damage;"	1
"I remain concerned that mistrust between the parties, coupled with the continued presence of militias, could lead to tensions, and possibly insecurity and instability within and outside Lebanon."	1
"4. Following the adoption of resolution 1595 (2005), intensive consultations were held on the establishment of the Commission, its members and the logistical support that would be provided to it. On May 26, 2005, a small advance team led by Commissioner Detlev Mehlis arrived in Beirut."	0
"The Team, composed of experts with diplomatic, analytical, judicial, financial, legal and counter-terrorism experience, and supported by a group of prominent United Nations Professional Officers, is committed to achieving this aim."	0
":: The Minister who heads the Prime Minister's Office."	0
"A coherent and comprehensive report of the results and conclusions of the crime scene investigation has been submitted to the Commission."	0
"19. Reiterates the need to further enhance cooperation between the 1540 Committee, the Security Council Committee established pursuant to resolution 1267 (1999) concerning Al-Qaida and the Taliban, and the Security Council Committee established in pursuant to resolution 1373 (2001) on countering terrorism, inter alia, as appropriate, by increasing the exchange of information, coordination on visits to States, within the framework of their respective mandates, technical assistance and other issues relevant to the three committees, and expressing its intention to provide guidance to the committees on areas of common interest in order to better coordinate their activities;"	0
"Compliance Guidelines on Anti-Money Laundering and Terrorist Financing"	1
"Police officers stationed on the bridge felt in danger of being overwhelmed by the confluence of two groups of protesters. They fired two shots into the air and then tried to flee."	1
"Al-Shuruq, Tunisian newspaper; Nuri al-Sal, Tunisian journalist, November 23, 2011"	0
"The challenge now is to build on that platform and make the promise of peace a reality."	0
"In another case, the Janjaweed attacked the village of Mallaga in October 2004, killing 18 men and wounding four men and two women."	1
"Decides to adopt the attached declaration on global action to combat terrorism."	0
"As I noted previously (see S/2010/85, para. 176), the reconfiguration of the UNMIT police should be approached cautiously, taking into account, among other factors, the need to maintain a sufficient presence in all districts and units to carry out monitoring, advisory, training and guidance activities, as well as to provide the necessary support to continue building the capacity and institutional development of the national police."	0
"In my previous reports I noted that mandated construction projects to support DIS operations, including the drilling of water wells for police stations, were unlikely to be completed before 31 December 2010."	0
"s) The prohibition of the imposition of collective punishments;"	1
"c) The person is prohibited from transferring, delivering as collateral or alienating the seized assets and other property assets, except in the manner specified in the order."	0
"The Under-Secretary-General for Human Rights informed the Council that armed groups continued to spread terror among the population in areas under their control, committing massacres, kidnappings, torture, ill-treatment and other serious human rights abuses, including destruction of homes and confiscation of property, and that reports of human rights violations by some volunteer battalions under Government control had continued."	1
"To be held on Thursday, October 24, 2002, at 3:00 p.m."	0
"The Commission has identified 14 members of the Janjaweed militia who are suspected of committing an international crime under the concept of unlawful association."	1
"The Governing Council also held its 11th special session on March 11, 2003 to elect a new President and a new Vice-President of the Council. Germany and Angola were elected by acclamation as President and Vice-President of the Council respectively."	0
"The following sections describe the facts found by the Commission with respect to the series of attacks against civilians in the three states of Darfur."	1
"Each package contained nine basic foodstuffs and weighed 40kg, enough to sustain a family during the month of Ramadan."	0
"Coordination with other international financial institutions is also important."	0
"410. Table 7 below shows the invoice number, description of the equipment, date of the invoice and date of delivery of the equipment to Iraq."	0
"A. Recruitment and use of children by armed forces and armed groups The Task Force on Children and Armed Conflict in Nepal, established pursuant to Security Council resolution 1612 (2005), monitored the recruitment of children by the Maoist army and CPN-Maoist affiliated organizations during the post-ceasefire recruitment campaign that reached its peak in November 2006."	1
"Different factions of the Jantantrik Terai Mukti Morcha, the Madhesi Liberation Tigers (Madhesi Mukti) and other armed groups have engaged in kidnappings, murders, extortion and intimidation."	1
"11. You decide to continue addressing the issue."	0
"16. The situation in the occupied Arab territories (4 May 1976; 13 July 1998)."	0
"Exact figures are not available, but information before the Commission indicates that nine people may have died and that three others suffered gunshot wounds as a result of the violence."	1
"Tragically, the Vice Warden and a guard were killed in the attack, while the Warden and a supervisor were injured."	1
"Effectively responding to the problems faced by refugee and internally displaced women requires a holistic approach that combines prevention strategies, responses and solutions."	0
"The subjective element required (awareness of the systematic nature of the forced displacement) is demonstrated by the fact that this displacement clearly represented a government policy consistently implemented by the competent Government authorities and the Janjaweed militias."	1
"Currently, the country relies heavily on non-governmental organizations, which provide approximately 90% of primary care and hospital services."	0
"More than 2,000 murders were reported to have taken place in Nyakunde and people had fled into the forests."	1
"One agent is killed, another seriously injured."	1
"Likewise, the reduced presence of the High Commissioner in the camps and among the refugees constitutes another impediment established by the host country so that this institution cannot fulfill its mandate."	0
"Conducting research to determine the drivers of gender differences in early warning mechanisms and developing corresponding indicators."	0
"Some Janjaweed militiamen began to pursue them on horseback or camels, while the soldiers remained at the foot of the mountains, from where they fired mortars and machine guns at them when, forced by thirst, they came out of hiding to look for water."	1
"59. Report of Mr. Carl Bildt, Special Envoy of the Secretary-General for the Balkans (see S/2000/40/Add.8 and 24)."	0
"The newly established Mine Action Coordination Center seeks to improve information on and response to mine contamination, increase the safety of United Nations personnel in the field and provide technical and material support to programs of mine-related activities carried out in Western Sahara."	0
"The town of Kulbus could be considered a military objective, given the presence of the military camp."	1
"b) Deposits constituted with securities computed according to their quoted value at the close of the day prior to imposition."	0
"To suspect certain people as perpetrators, it is necessary to determine the international crimes for which they could be held responsible."	1
"The negotiation team has drawn up, among other things, detailed decentralization proposals and a plan for the future governance of Mitrovica."	0
"The situation in the Indo-Pakistani subcontinent (see S/10435, S/10462, S/10471 and S/10479)."	0
"It is not necessary, although it may be useful, to prove that the attack is the result of a policy or plan."	1
"Revolvers: 45, 38, 32, 22 magnum, .357, .41 and .44 caliber"	0
":: On November 30, 2014, regime fighter jets launched a missile on the city of Andan, killing 11 people, including 1 child. Deraa"	1
"Some reports have suggested, and a few have determined, that the type and nature of the transgressions committed by the Government and its militias have elements of the crime of genocide."	1
"At the 5659th meeting of the Security Council, held on 12 April 2007, in connection with the Council's consideration of the item entitled \"Threats to international peace and security caused by terrorist acts\", the President of the Security Council made a statement the following statement on behalf of the Council:"	1
"They then attacked the police station, killing two officers and taking weapons and ammunition."	1
"Although the security situation in the northern part of the country has been relatively calm, on 31 August a member of the UNOCI Moroccan contingent was brutally murdered in BouakÃ©."	1
"Iraq concluded that \"these amounts should be deducted from the sums claimed by the [KIA].\""	0
"Looting by rebels during attacks on villages was also reported in very few cases, particularly in Western Darfur."	1
"Given its importance to the future of Libya, the constitutional process has deservedly received attention from Libyans and the international community alike."	0
"- Locations involved in operations: Destination/Origin/Acquisition Countries; Embarkation/disembarkation ports."	0
"I am pleased to recall that since the Security Council adopted resolution 1559 (2004) on 2 September 2004, a number of its provisions have been implemented: free and fair presidential and parliamentary elections were held, the Syrian Arab Republic withdrew its troops and Lebanese military assets in April 2005 and both countries established full diplomatic relations in 2009."	0
"If these issues are resolved in favor of the Prosecutor's Office, the accused persons will be found guilty of the charges against them."	0
"2) The offender will be punished with a prison sentence of 8 to 15 years, together with the confiscation of property if the court considers it appropriate, or with an exceptional sentence, if the act described in paragraph 1 causes injuries. serious."	1
"The disarmament and arrest of the perpetrators of violent acts is the Council's most important demand and the clearest case of failure by the Government to fulfill its responsibilities."	0
"Official sources have reported that at least three people linked to Al-Qaida included on the list have been killed."	1
"Alternatively, the introduction to the List itself could establish that this interpretation is the normal one, which would have the advantage that it would then apply to persons and entities already included and to those included in the future."	0
"The Mission questioned Government soldiers about rumors that some 70 people, mostly Muslims, had been killed by Government soldiers after they recaptured the city."	1
"By pointing out that the killing of Yemenis would have no consequences, the agreement enshrining immunity has contributed to prolonging the bloodshed."	1
"Ms. Petra Ruffer Lustigova, Permanent Mission of the Czech Republic"	0
"A photograph of this cairn appears in Appendix F."	0
"He also said that the displaced persons camps were used to launch attacks against the Government."	1
"4. You decide to continue dealing with the issue."	0
"I am pleased to report that funds have been secured to establish a law library under the custody of the Rabouni refugees (see S/2007/619, para. 41)."	0
"The Team also actively participates in the Global Counter-Terrorism Forum."	0
"10. Calls upon all States, as another means of addressing this threat, to carry out, in accordance with their national laws and regulations and in accordance with international law, cooperative activities to prevent illicit arms trafficking nuclear, chemical or biological, their delivery systems and related materials;"	0
"In some States, the effective implementation of resolution 1373 (2001) continues to be hampered by vague or overly broad definitions of terrorist offences."	1
"Hon. Mr. Abdullahi Yusuf Ahmed, President of the Republic of Somalia"	0
"The summary executions targeted the Nande ethnic group and the Pygmies, who were forced to flee into the forests for the first time to escape persecution due to their alleged collaboration with the Congolese Coalition for Democracy/Liberation Movement (CCD/Liberation Movement). ML)."	1
"Which will be held on Wednesday, June 15, 2011, at 10:00 a.m."	0
":: Salah Suliman Ayyash, a 33-year-old driver for the Al-Ihya medical organization in Damascus Rural, was killed by regime forces while trying to enter Zibdeen on November 27, 2014."	1
"Five States have adopted appropriate measures to suppress terrorist recruitment, and four have no measures in place."	0
"For example, in October and December 2003, JEM attacked Kulbus in Western Darfur, as described above in the document, and looted market shops."	1
"Only then could this issue be concluded."	0
"In the 15 years since the establishment of the peacekeeping operation in the Democratic Republic of the Congo on 30 November 1999, much progress has been made, as Congolese interlocutors themselves acknowledge: the withdrawal of foreign armed forces, the reunification of the country, the establishment of the Transitional Government and two national elections."	0
"Also causing concern is the rapid deterioration of the economy, aggravated by the continuation of the conflict."	1
"Of the members of the Janjaweed militias identified as perpetrators by the Commission, all are suspected of carrying out indiscriminate attacks against the civilian population, which constitutes a war crime."	1
"Serious clashes also took place between armed factions in the Ain el-Hilweh Palestinian refugee camp, and a school of the United Nations Relief and Works Agency for Palestine Refugees in the Near East was attacked and suffered material damage."	1
"However, tensions between communities remain high in some regions, and several attacks have occurred."	1
"The program will not apply to people considered international criminals or terrorists, such as members of Al-Qaida."	0
"Finally, we must warn that it is not in the interest of international peace and security for the international community, including the Security Council, to use the plight of the Arab peoples for its own interest and to effect a change of regime."	0
"c) The maintenance of the airfields and runways used by MINURCAT in Farchana, Goz, Beida, Bahaï, Iriba, Guéréda and Birao; and"	0
"Deeply concerned by the frequency with which acts of violence are committed in many parts of the world against journalists, media professionals and their associated personnel in armed conflicts, including deliberate attacks in contravention of international humanitarian law,"	1
"Radiation inspection and control unit of the Labor Inspection Department"	0
"The situation along the Lebanese-Syrian border also remains a cause for concern."	0
"The question of proportionality obviously does not arise in cases where there were no armed groups present in the village, since the attack was directed exclusively against the civilian population."	1
"Some progress has been made towards meeting the conditions for admission to the Kimberley Process Certification Scheme."	0
"The remains of projectiles fired from the helicopters could be clearly identified."	1
"Mohammed Deylaf, Financial (Hawiye:Habr Gedir:Ayr:Absiye)"	0
":: The Companies Registry was public;"	0
"Overall, the number of FARDC military operations supported by MONUSCO decreased. From 6 to 15 February, the Mission supported the FARDC operation Mapema Mupya (New Dawn) in the Kanyabayonga area, North Kivu, which aimed to deter armed groups from carrying out activities and increase the protection of civilians."	1
"However, it is unlikely that the FARDC contingents deployed in the province will be able to establish effective and sustained control throughout Katanga and substantially limit the Mayi-Mayi's ability to harass the local population and illegally exploit natural resources. ."	1
"In this regard, it is significant that the Security Council, in its resolution 1963 (2010), encourages the Executive Directorate to discuss with Member States, with their consent, the possible development of comprehensive and integrated national counter-terrorism strategies that include to factors leading to terrorist activity, in accordance with their obligations under international law. Also relevant is the importance attached by resolution 1963 (2010) to the role that regional and subregional organizations can play in combating terrorism, in particular by increasing the capacity of Member States to fully implement resolution 1373 (2001) and facilitating the provision of technical assistance."	0
"However, the truth is that terrorist financing does not follow clear guidelines, particularly when it comes to local cells raising funds to support their own activities."	1
"Awareness-raising activities carried out by the Somalia Monitoring Group"	0
"As we saw in Mali, this can lead to the state being vulnerable to the emergence of civil conflict."	1
"The delivery to FANCI of 22 UAZ-3151 vehicles from Belarus at the fruit terminal in the port of Abidjan on 23 June 2005 demonstrates the ease with which normal import procedures at the port can be bypassed."	0
"The situation between Eritrea and Ethiopia (see documents S/1998/44/Add.25; S/1999/25/Add.3, 5 and 7; S/2000/40/Add.18, 19, 30, 32, 36, 45 and 46; S/2001/15/Add.6, 11, 16, 20, 37 and 46; /40/Add.10; see also documents S/2001/15/Add.37; S/2002/30/Add.10 and 32;"	0
"First, he urged the Security Council to give human rights greater recognition and prominence in its resolutions and presidential statements."	0
"The Security Council recalls its resolution 1645 (2005) and recognizes the important role of the Peacebuilding Commission in promoting and supporting an integrated and coherent approach to peacebuilding, including the promotion of a greater coherence and alignment of partner policies with national peacebuilding strategies and priorities. The Council reiterates its support for the work of the Commission and expresses that it is always ready to draw on its advisory, advocacy and resource mobilization role, including its specific advice on international and national commitment to peacebuilding objectives long-term in countries that appear on the Commission's agenda. The Council further highlights the role of the Peacebuilding Commission in the smooth transition of mandated missions in countries on its agenda, in particular by mobilizing continued international support for critical needs. of national capacity."	0
"Lt. Gen. Ahmed reminded the Council that Force Commanders currently commanded more than 90,000 troops out of a total of 105,000 uniformed personnel, and that number was likely to increase in the foreseeable future."	1
"Some rebel groups have directly impeded humanitarian work by looting cars and trucks and putting pressure on, and even kidnapping, national staff of humanitarian organizations."	1
"II. EVENTS OCCURRED DURING THE PERIOD UNDER REVIEW"	0
"These precautions, established in customary international law, are as follows: any belligerent party must (a) do everything practicable to verify that the objectives it intends to attack are not civilian in nature; b) take all possible precautions in the choice of means and methods of combat to avoid or, at least, reduce as much as possible the number of injuries that could be incidentally caused among the civilian population, as well as damage to property of a nature. civil; c) refrain from deciding on an attack when it is foreseeable that it will incidentally cause death or injury to the civilian population, damage to civilian property, or both, which would be excessive in relation to the concrete and direct military advantage anticipated; d) give due notice and by effective means of any attack that may affect the civilian population, except in the case of an attack by force (as established in article 26 of the Hague Regulations of 1907) or, as stipulated in article 57, paragraph 2 (c), unless circumstances prevent it, that is, when one of the belligerent parties considers that a surprise attack is essential."	0
