"","en_es_GOOGLE","MatConf"
"352","Carta de fecha 29 de enero de 2009 dirigida al Secretario General por el Encargado de Negocios interino de la Misión Permanente de la República Unida de Tanzanía ante las Naciones Unidas",0
"353","La Fuerza sigue mejorando sus capacidades de control de multitudes y disturbios a fin de estar mejor preparada para contrarrestar cualquier resurgimiento de la violencia.",1
"354","57. La FAO también está proporcionando apoyo técnico y jurídico al Gobierno Federal de Somalia para facilitar la adopción de un marco jurídico sólido para la pesca, incluido el establecimiento de una autoridad pesquera federal somalí, dependiente del Ministerio de Pesca y Recursos Marinos.",0
"355","Destacó que la Biblioteca tiene copias de documentos de varias organizaciones internacionales, como la OTAN, y ya alberga algunos materiales públicos del TPIY.",0
"356","Durante 2013, la Lista se transmitió el 8 de abril (SCA/2/13 (13)), el 29 de agosto (SCA/2/13 (26)) y el 30 de octubre (SCA/2/13 (35)) y se transmitirá nuevamente el 31 de diciembre.",0
"357","El control fronterizo exige establecer medidas y prácticas para el control adecuado de los viajeros, refugiados y solicitantes de asilo, el control e inspección eficaces de la carga y el equipaje de los viajeros, y la detección y prevención del contrabando de armas pequeñas y ligeras, así como como efectivo e instrumentos negociables al portador.",0
"358","Los vehículos fueron entregados a Rai Los junto con 31 uniformes de la URP PNTL el 23 de mayo. El 24 de mayo, Rai Los y sus hombres, vestidos con estos uniformes de la URP, participaron en el ataque a los soldados de las F-FDTL que patrullaban.",1
"359","También han sido objeto de graves privaciones de su libertad y de su libertad de circulación dentro de la República Popular Democrática de Corea, se les ha negado el derecho al reconocimiento de su personalidad ante la ley y el derecho a no ser sometidos a torturas ni a otras torturas crueles, inhumanas o trato degradante.",1
"360","Mientras tanto, múltiples afiliados de Al-Qaida están evolucionando, a menudo de forma autónoma, con cambios generacionales, geográficos, étnicos, estructurales y operativos evidentes.",1
"361","Las fechas de la mayoría de los registros de horas extras se omitieron durante la reproducción.",0
"362","&quot;Medios adecuados y flexibles para el apoyo a la paz en la transición y las actividades de gestión de crisis, como la protección de los civiles, incluido el personal humanitario y de las Naciones Unidas, el desarme, la desmovilización y la reintegración de los excombatientes, el fin de la impunidad, la creación de instituciones públicas y la justicia de transición, como así como la promoción y protección de los derechos humanos y la integración de una perspectiva de género son esenciales para garantizar una paz duradera después de un conflicto.",0
"363","Los intentos infructuosos de Aiman Muhammad Rabi al-Zawahiri de mediar en los conflictos internos entre Al-Qaida y Jabhat al-Nusra (una filial de Al-Qaida en el Iraq), así como las persistentes luchas internas dentro de Al-Shabaab, señalan los límites de Al- La autoridad de Zawahiri.",1
"364","Según testigos, los aldeanos huyeron del pueblo en dirección norte, hacia una zona boscosa a unos 5 kilómetros del pueblo.",1
"365","En consecuencia, las redes de tráfico de armas se vieron obligadas a actuar con mayor cuidado en el movimiento de envíos de armas desde Yemen a Somalia a través del Golfo de Adén.",0
"366","El equipo tiene su sede en Bagdad y está formado por seis miembros más un director de oficina.",0
"367","La sentencia en uno de estos casos se dictará en junio, está previsto que dos casos finalicen a finales de este año, dos el próximo año y los cinco restantes en 2012.",0
"368","Ministerio de Educación Superior - Agregado Cultural KWD",0
"369","La manifestación terminó con la oposición lanzando una campaña de desobediencia civil para impedir la aprobación del proyecto de ley. El 30 de octubre, los manifestantes traspasaron las barreras policiales y saquearon el edificio de la Asamblea Nacional.",1
"370","La representación actual de las minorías en el Servicio de Policía de Kosovo es del 17%, y la representación femenina del 22%.",0
"371","Dijo que nadie sabía quién había atacado el helicóptero ya que el incidente ocurrió cerca de Bentiu, donde los grupos armados están muy cerca unos de otros.",1
"372","Como se señaló anteriormente, a estos grupos se les permitió marchar en diciembre de 2003 durante una prohibición previa de manifestaciones.",1
"373","Estaban armados y todos nos apuntaban con sus armas.",1
"374","Los Estados deben garantizar que su legislación y orientación sean lo suficientemente flexibles y sólidas para cubrir nuevas amenazas y mantener su función preventiva.",0
"375","A continuación, se preparan informes sobre cada una de las reclamaciones centrándose en la valoración adecuada de cada una de las pérdidas resarcibles y en la cuestión de si las pruebas presentadas por el reclamante son suficientes de conformidad con el artículo 35(3) de las Normas.",0
"376","Para enmarcar el debate del Consejo en septiembre, el Consejo debería pedir al Secretario General que informe sobre el alcance del problema de los combatientes terroristas extranjeros, su efecto en los conflictos actuales y los esfuerzos de las Naciones Unidas para abordarlo.",1
"377","Tampoco servirá a los intereses de Estados Unidos.",0
"378","Esto es evidente en los grupos que luchan en Somalia, el Yemen, la República Árabe Siria y Nigeria.",1
"379","317. La Comisión no encontró información ni pruebas que indicaran que los grupos rebeldes sean responsables de causar una destrucción generalizada.",0
"380","La Comisión también considera que las restricciones impuestas a la población de desplazados internos en los campamentos, en particular a las mujeres, aterrorizándolas mediante actos de violación o asesinatos o amenazas de violencia contra la vida o la persona por parte de los Janjaweed, equivalen a una privación grave de libertad física en violación de normas del derecho internacional.",1
"381","En la región de Bakool, también en Somalia central, los enfrentamientos de los días 10 y 11 de junio entre milicianos de los clanes Hadamo y Ogaden en la zona de El-Barde provocaron al menos cuatro muertos y diez heridos. El 15 de junio, al menos 16 personas murieron y otras 20 resultaron heridas en enfrentamientos entre milicias rivales por los derechos sobre la tierra y los pastos en la misma zona.",1
"382","Se utilizan ampliamente en conflictos interestatales y son las armas preferidas en guerras civiles y para el terrorismo, la delincuencia organizada y las guerras entre bandas.",1
"383","Que se celebrará el viernes 16 de mayo de 2003, a las 13.25 horas",0
"384","Determinando que la situación en el Afganistán constituye una amenaza a la paz y la seguridad internacionales en la región,",0
"385","Que se celebrará el miércoles 29 de noviembre de 2006, a las 12.45 horas",0
"386","Aunque en la mayoría de los incidentes las fuerzas gubernamentales pueden no haber participado en la destrucción, su complicidad en los ataques durante los cuales se llevó a cabo la destrucción y su presencia en el lugar de la destrucción son suficientes para hacerlas corresponsables de la destrucción.",1
"387","Para abordar ese desafío es esencial adoptar un enfoque integral, bajo la total responsabilidad del Afganistán.",0
"388","87. La planificación de todas las operaciones militares la realiza en Jartum el Comité del Estado Mayor Conjunto.",1
"389","Una serie de cuantiosos pagos de rescates a Al-Qaida y sus afiliados en los últimos años han convertido el secuestro en una táctica fundamental de Al-Qaida.",1
"390","Se informó de nuevas violaciones de mujeres durante los ataques en los alrededores de Miski, Disa y Umm Baru, en Darfur septentrional; y Azeoni, Kornoi, Nertete y Mukjar en Darfur occidental.",1
"391","En este momento, sólo la Presidencia se desempeña a tiempo completo.",0
"392","El mayor y más mortífero de esos incidentes fue el ataque no provocado de milicias tribales contra el campamento de desplazados internos de Aro Sharow y las aldeas de Gosmino y Ardja en la zona de Kulbus en Darfur occidental, cerca de la frontera con el Chad, que tuvo lugar el 28 de septiembre.",1
"393","El presidente Al-Bashir tomó represalias diplomáticas contra la decisión de Kenia y amenazó con sanciones económicas y comerciales.",0
"394","154. Aunque la Comisión recibió información de una fuente de que un socio de confianza del Sr. Hariri había manipulado los dispositivos de interferencia antes de la explosión, la Comisión no ha podido corroborar esta información.",0
"395","Las principales preocupaciones en materia de seguridad están relacionadas con la actividad criminal y las luchas entre facciones.",1
"396","Además, el Fondo Monetario Internacional proporcionó apoyo presupuestario directo por valor de 60 millones de dólares en 2007 en el marco de su asistencia de emergencia después del conflicto y proporcionará lo mismo en 2008, incluso en apoyo de las elecciones y la rehabilitación social.",0
"397","También vale la pena señalar que el Ministro de Asuntos Sociales de Darfur Occidental, que también es Wali Adjunto del Estado de Darfur Occidental, consideró a los aldeanos responsables de la destrucción que provocó su desplazamiento masivo, alegando que permitieron que sus hijos se unieran los rebeldes y utilizar sus propias aldeas para actividades insurgentes.",1
"398","Por último, gran parte de la información fuente pertinente a la suerte del Sr. Abu Adass apunta a la República Árabe Siria y a funcionarios sirios, así como a ciertos funcionarios libaneses. Si bien es cierto que poca de la información de esta fuente ha sido corroborada de forma independiente, es significativo que ninguna información indique que ninguna otra entidad esté involucrada en su desaparición o que fuera un terrorista suicida.",1
"399","No hubo necesidad militar para la destrucción y devastación causada.",1
"400","La comisión trabajó durante dos años, durante los cuales identificó más de 800 lugares de detención, unos 50.000 casos de tortura y 200.000 muertes, y unos 2 millones de personas desplazadas como resultado de la depuración étnica, y llevó a cabo una amplia investigación sobre violaciones sistemáticas, incluidas más de 500 declaraciones juradas de víctimas que identificaron a sus perpetradores.",1
"401","En particular, la Comisión concluyó que las fuerzas y milicias gubernamentales llevaron a cabo ataques indiscriminados, incluidos asesinatos de civiles, torturas, desapariciones forzadas, destrucción de aldeas, violaciones y otras formas de violencia sexual, saqueos y desplazamientos forzados, en todo Darfur.",1
"402","La Comisión ha determinado, además, que las víctimas y otros testigos han identificado a los atacantes de las tres categorías como Janjaweed.",1
"403","Durante el período comprendido entre el 20 de octubre y el 10 de diciembre de 2014, helicópteros del régimen lanzaron un total de 1.125 bombas de barril, matando a 603 civiles, entre ellos 129 niños y 112 mujeres.",1
"404","77. La situación en Myanmar (15 de septiembre de 2006; 13 de julio de 2009).",0
"405","1. La primera reunión consultiva para poner fin a la transición en Somalia se celebró en Mogadiscio del 4 al 6 de septiembre de 2011.",0
"406","7. Exhorta a todos los Estados a actuar estrictamente de conformidad con las disposiciones de esta resolución, sin perjuicio de la existencia de cualesquiera derechos u obligaciones conferidos o impuestos por cualquier acuerdo internacional o cualquier contrato celebrado o cualquier licencia o permiso concedido antes de la fecha de su llegada. en vigor de las medidas impuestas por el párrafo 4 anterior;",0
"407","Como se señalará más adelante, esta conclusión sobre la responsabilidad del Estado del Iraq se basa en su violación del jus ad bellum (la prohibición de la amenaza o el uso de la fuerza en el Artículo 2(4) de la Carta) más que en violaciones del jus in bello. (violaciones del derecho internacional humanitario), que son el foco principal de las determinaciones de la EECC.",1
"408","4 21/T/incl.OVT/90/465 - noviembre de 1990",0
"409","Siete han establecido en su legislación una jurisdicción adecuada para los delitos pertinentes, cinco han adoptado algunas medidas a este respecto y no hay información suficiente con respecto a nueve Estados.",0
"410","103. Es evidente que los terroristas utilizarán las armas más fiables y eficaces que puedan obtener.",1
"411","Además, la obligación internacional debía considerarse cumplida en cualquier momento en que, tras la celebración de un tratado de paz, el Estado responsable hubiera acordado pagar al otro Estado o Estados reparaciones de guerra o indemnización por los daños causados a los nacionales del adversario, independientemente de si alguna vez se realizó el pago real.",0
"412","5. El Consejo de Seguridad prorrogó la suspensión parcial del embargo de armas para el desarrollo de las fuerzas de seguridad del Gobierno Federal de Somalia en dos ocasiones: en la resolución 2142 (2014), por un período de seis meses, y en la resolución 2182 (2014). ), hasta el 30 de octubre de 2015.",1
"413","Además, si bien las víctimas a menudo expresaron falta de confianza en la capacidad y voluntad del Gobierno para protegerlas, a menudo se citó a la policía como una excepción a esta tendencia.",1
"414","Tras su fusión con el Partido Comunista de Nepal-Centro de Unidad (Masal) el 13 de enero de 2009, el PCNM pasó a llamarse Partido Comunista Unificado de Nepal-Maoísta (UCPN-M).",0
"415","El Real Ejército de Marruecos también informó que sus esfuerzos se habían visto obstaculizados por los recursos limitados y la falta de información sobre las zonas contaminadas por minas.",0
"416","66. La gran mayoría de los secuestros y desapariciones forzadas están relacionados con la Guerra de Corea y el movimiento organizado de personas de etnia coreana procedentes del Japón que comenzó en 1959.",1
"417","Del mismo modo, las pérdidas financieras pueden surgir del uso de los fondos recaudados para financiar tipos de pérdidas distintas de las pérdidas de propiedad, como las pérdidas de ingresos del gobierno.",0
"418","Sin embargo, el flujo de inmigrantes y refugiados a través de la región desde zonas de conflicto en Medio Oriente y África continúa planteando un desafío para las autoridades de inmigración.",1
"419","Su participación en el terrorismo abarca una amplia gama de actividades: ataques con bombas, incluidos atentados suicidas, toma de rehenes con resultado de muerte, fabricación de bombas, operaciones de inteligencia terrorista, entrenamiento terrorista, falsificación de documentos y suministro de una variedad de apoyo financiero y material. incluida la financiación y el control de un sitio web utilizado para publicar declaraciones e imágenes relacionadas con Al-Qaida.",1
"420","Parece crucial comprender mejor la interacción entre la protección personal armada y la proyección del poder armado, y centrarse en el desarrollo de medios de vida alternativos y sostenibles para quienes enfrentan el desempoderamiento y la desesperación (véase, por ejemplo, S/2008/183).",0
"421","El Consejo autorizó el despliegue de la Operación de las Naciones Unidas en Burundi (ONUB) con un máximo de 5.650 militares, incluidos 200 observadores y 125 oficiales de estado mayor, hasta 120 policías civiles y el personal civil apropiado. La ONUB, que se desplegará a partir del 1º de junio de 2004 por un período inicial de seis meses, estaría compuesta inicialmente por fuerzas de la Misión Africana en Burundi.",1
"422","Muchos de los presuntos crímenes documentados en Darfur han sido generalizados y sistemáticos. Cumplen todos los umbrales establecidos en el Estatuto.",1
"423","236. No se ha contado el número exacto de aldeas quemadas y destruidas, pero varias fuentes han estimado el alcance de la destrucción mediante relatos verbales, inspecciones de lugares y otras pruebas.",1
"424","Entre ellos se encontraba un muchacho de 15 años que había sido arrestado en Nyala, Darfur del Norte, en noviembre de 2004 cuando regresaba a casa del trabajo.",1
"425","Las mujeres y los niños representaron el 22 por ciento del número de muertos.",1
"426","Todos los participantes hicieron referencia a la conmemoración, el 19 de agosto, del Día Mundial Humanitario.",0
"427","Como señaló el Secretario General, en muchos conflictos, es en gran medida la falta de rendición de cuentas y, peor aún, la falta en muchos casos de expectativa de que se rinda cuentas, lo que permite que prosperen las violaciones.",1
"428","Según informes, en marzo de 2004, Janjaweed y 150 soldados secuestraron y violaron a 16 niñas en Kutum, en el norte de Darfur.",1
"429","La naturaleza y el objeto del procedimiento.",0
"430","Utilizar la presencia de un civil u otra persona protegida para hacer ciertos puntos, áreas o fuerzas militares inmunes a operaciones militares;",1
"431","Además, el modo y el patrón de los vuelos aéreos que precedieron a los ataques no pueden interpretarse en modo alguno como señales de advertencia, ya que claramente formaban parte del ataque.",1
"432","&quot;El Consejo de Seguridad observa los efectos nocivos de la proliferación de armas, en particular de armas pequeñas, en la seguridad de los civiles, incluidos los refugiados y otras poblaciones vulnerables.",1
"433","Su intención y capacidad para planificar ataques quedó evidenciada en Argelia y Níger en 2013.",1
"434","Además, en la medida en que el proceso de sanciones tenga por objeto fomentar un cambio de conducta, una descripción de los hechos que llevaron a la exclusión de la lista podría guiar al Ombudsman en el contexto del diálogo con los peticionarios y proporcionar ejemplos para las personas y entidades incluidas en la lista en general.",1
"435","Sin embargo, mi delegación lamenta observar que la situación de seguridad sigue siendo motivo de preocupación.",0
"436","Un pequeño número no puede implementar las medidas en absoluto y los terroristas pueden violar el embargo de armas a voluntad.",1
"437","Es probable que el debate político se intensifique, y ya se han presentado en los tribunales varias impugnaciones relacionadas con las elecciones.",0
"438","Función oficial: Inspector General de las Fuerzas Armadas",0
"439","El Comité Nacional recomendó que se establecieran comités de investigación judicial que se ocuparan de las siguientes denuncias: ejecuciones extrajudiciales; la captura por grupos árabes de dos aldeas de la tribu Fur en la localidad de Kas; e incidentes en los que se mató y quemó a algunos de los heridos en hospitales de las aldeas de Buram, Meleit y Kelebs.",1
"440","La razón de esto fue la tensa atmósfera política en ese momento: mucha desconfianza hacia el poder judicial libanés y críticas a la forma de llevar a cabo la investigación.",1
"441","Además, la desaparición del Sr. Abu Adass el 16 de enero de 2005 no ha sido explicada de manera coherente con la idea de que sería un terrorista suicida un mes después.",1
"442","Lo impulsó a hacerlo la necesidad de garantizar que las medidas del Consejo de Seguridad contra Al-Qaida y los talibanes siguieran siendo pertinentes para la amenaza y que los objetivos de las sanciones estuvieran suficientemente bien identificados para permitir a los Estados Miembros adoptar las medidas necesarias contra ellos.",1
"443","Pero hasta cierto punto Al-Qaida ha logrado recuperarse de la pérdida del Afganistán como base de entrenamiento para el terrorismo aprovechando la situación en el Iraq.",1
"444","Pueden entrenar reclutas, innovar en su planificación de ataques y llevar a cabo ataques. Lashkar-e-Tayyiba (QE.L.118.05) sigue impartiendo entrenamiento terrorista avanzado, incluso sobre artefactos explosivos improvisados. Al-Qaida en la Península Arábiga (AQAP) (QE.A.129.10) sigue siendo una fuente importante de innovación tecnológica.",1
"445","En resumen, la violación es cualquier invasión física de naturaleza sexual perpetrada sin el consentimiento de la víctima, es decir, mediante fuerza o coerción, como la causada por miedo a la violencia, coacción, detención o aprovechando un entorno coercitivo.",1
"446","Desde su lanzamiento en enero de 2003, este plan ha tenido como objetivo detener el comercio de diamantes de zonas en conflicto garantizando que todos los diamantes en bruto comercializados entre sus participantes (42 Estados y la Comunidad Europea) vayan acompañados de un certificado válido del Proceso de Kimberley.",1
"447","Reafirmando la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas,",0
"448","Despliegue de policía civil internacional calificada y bien capacitada como componente de las operaciones de mantenimiento de la paz, para mejorar la capacidad de las Naciones Unidas y ayudar al Estado anfitrión en la aplicación de la ley. (referencia publicitaria)",0
"449","Existen en gran medida sistemas, procesos y mecanismos para la gestión de estas instituciones y para permitirles cumplir sus funciones definidas en la legislación, incluidas la PNTL y las F-FDTL.",0
"450","Tengo el honor de referirme a la resolución 1606 (2005) del Consejo de Seguridad, de fecha 20 de junio de 2005, en la que el Consejo me pidió que iniciara negociaciones con el Gobierno de Burundi y consultas con todas las partes burundianas interesadas sobre cómo aplicar las recomendaciones contenidas en el informe. de la misión de evaluación (véase S/2005/158) sobre el establecimiento de una Comisión de la Verdad mixta y una Sala Especial dentro del sistema judicial de Burundi. Se me pidió además que informara al Consejo antes del 30 de septiembre sobre los detalles de la implementación, incluidos los costos, las estructuras y el calendario.",0
"451","Informó al presidente Lahoud y al general Ghazali sobre la explosión en el momento en que se produjo [declaración de un testigo].",1
"452","Exhortó a los dirigentes somalíes a intensificar sus esfuerzos para aplicar la hoja de ruta y respetar el plazo de transición de agosto de 2012.",0
"453","Los funcionarios también señalaron que siguen estando disponibles armas pequeñas y ligeras, restos de conflictos anteriores en la región.",1
"454","Han apuntado a varios lugares geográficos para operaciones militares, planeando arrebatárselos a la oposición. Estos lugares incluyen Baidoa, Marka y Mogadishu.",1
"455","La UNMIT y el equipo de las Naciones Unidas en el país, junto con otros asociados, han brindado un apoyo fundamental a esos esfuerzos.",0
"456","Aunque impredecibles, esos cambios demuestran una vieja regla de la política: el fracaso en las reformas conduce a la revolución.",0
"457","Los policías apostados en el puente se sintieron abrumados por la confluencia de los dos grupos de manifestantes. Hicieron dos disparos al aire y luego intentaron huir.",1
"458","Convenio de Ginebra relativo a la protección debida a las personas civiles en tiempo de guerra. 08/12/1949",0
"459","278. La Comisión también observa que los Janjaweed, en varias ocasiones, han atacado y matado específicamente a niños, incluso en Kailek y Surra antes mencionados. La Comisión recibió muchos informes de asesinatos aleatorios y/o selectivos de niños, a veces en circunstancias horribles, como mediante quemaduras o mutilaciones.",1
"460","Si bien la amenaza que plantea Al-Qaida como organización terrorista mundial ha disminuido, la amenaza que plantean sus afiliados y sus ideas contagiosas persiste.",0
"461","1. Oficina de las Naciones Unidas para África Occidental",0
"462","La Unión Europea encomia a la CEDEAO, a su Presidente, el Presidente John Kufour, a su Secretario Ejecutivo, Mohamed Ibn Chambas, y al Mediador General, Abdusalami Abubakar, por sus incansables esfuerzos que han conducido a un resultado exitoso.",0
"463","Aún está sin resolver la cuestión del despliegue total del componente de policía civil de la UNOMIG, por mandato del Consejo de Seguridad.",0
"464","Los soldados, que estaban armados con armas M16 y granadas propulsadas por rifles, fueron entonces objeto de intenso fuego con armas automáticas desde el este. Respondieron con intenso fuego, incluido el lanzamiento de varias granadas, y fueron reforzados por soldados de las F-FDTL durante todo el día.",1
"465","El Iraq concluyó que “esas cantidades deberían deducirse de las sumas reclamadas por el [KIA]”.",0
"466","A la comisión le preocupa que sigan vigentes cuestiones estructurales, incluidas leyes y políticas que violan el derecho a una alimentación adecuada y a no padecer hambre, lo que podría conducir a la recurrencia de hambrunas masivas.",1
"467","Más recientemente, en julio de 2014, Boko Haram llevó a cabo una incursión transfronteriza en Camerún que condujo al secuestro de la esposa del Viceprimer Ministro, Amadou Ali, y a la muerte de otras tres personas.",1
"468","La situación en el Chad, la República Centroafricana y la subregión (27 de agosto de 2007; 4 de febrero de 2008)",0
"469","V. Equipo conjunto de inspección de la UNMOVIC en Bagdad",0
"470","Aunque la junta ejecutiva del Consejo Electoral Provisional se restableció el 9 de agosto de 2005, la institución siguió padeciendo graves deficiencias estructurales y operativas, que han arrojado serias dudas sobre su capacidad para establecer su secretaría completa y cumplir plazos cruciales.",0
"471","El Representante Especial presentó un resumen de los combates que habían estallado en Bentiu, estado de Unity, el 26 de octubre.",1
"472","Las fuerzas del régimen mataron a 231 personas, los extremistas mataron a 3 y los grupos armados mataron a 2.",1
"473","Actualmente, el país depende en gran medida de las organizaciones no gubernamentales, que proporcionan alrededor del 90 por ciento de la atención primaria de salud y los servicios hospitalarios.",0
"474","Profundamente preocupada por el número cada vez mayor de víctimas, incluidos niños, causado por actos de terrorismo motivados por la intolerancia o el extremismo en diversas regiones del mundo,",1
"475","90. También el 8 de mayo de 2006, el Ministro del Interior Lobato ordenó al comandante de la UPF, Antonio da Cruz, que entregara 15 fusiles de asalto semiautomáticos HK33 en su residencia. Estas armas se encontraban entre las 180 armas de fuego HK33 distribuidas legalmente a la UPF.",1
"476","Mientras que a principios de 2003 muy pocos países de África habían ratificado al menos cuatro de los 12 instrumentos jurídicos internacionales contra el terrorismo entonces existentes, la mayoría de los países han ratificado ahora la mayoría.",1
"477","Asimismo, el comando de la unidad nos entregó, mediante auto No. 206/1735 de 18 de febrero de 2005, autorización escrita de dicha parte, Ref. 36/2005, de 18 de febrero de 2005, que incluía la orden de mantener los coches de la comitiva de Hariri dentro del cuartel, cubrirlos con tiendas de campaña y ponerlos bajo vigilancia, lo cual se hizo.",1
"478","Algunos de estos reclutas de la Liga de Jóvenes Comunistas del ejército y la milicia maoístas tienen menos de 18 años.",1
"479","Para estos efectos, se aplican los períodos compensables establecidos en el párrafo.",0
"480","En uno de los incidentes, en la aldea de Korcha-Turgu, temprano en la mañana, en algún momento de agosto de 2003, cientos de árabes Janjaweed atacaron la aldea. Llevaban uniformes militares verdes y montaban a caballo y en camello. Rodearon el pueblo y empezaron a disparar contra hombres y niños.",1
"481","208. El Comité proporcionó a la Comisión cifras de víctimas y de armas robadas entre enero de 2003 y noviembre de 2004. En lo que respecta al ejército, se afirmó que 937 murieron, 2.264 resultaron heridos, 629 desaparecieron y 934 armas fueron robadas. . En cuanto a la policía, se afirmó que 685 personas murieron, 500 resultaron heridas, 62 desaparecieron y 1.247 armas fueron saqueadas. En cuanto al aparato de seguridad e inteligencia, se afirmó que 64 personas murieron, 1 resultó herida, 26 desaparecieron y 91 armas fueron saqueadas.",1
"482","38. El 20 de septiembre, 778 agentes completaron su formación en la Academia de Policía. De ellos, 35 eran mujeres y 148 ex militares.",1
"483","Es necesario intensificar la vigilancia y la identificación de las violaciones del embargo de armas y aplicar sanciones selectivas cuando sea necesario, a fin de reducir los posibles efectos devastadores de esa dinámica en el contexto somalí.",0
"484","&quot;El Consejo de Seguridad reafirma su preocupación por la alarmante situación en la región del Sahel y su compromiso de abordar los complejos desafíos políticos y de seguridad en esta región que están interrelacionados con cuestiones humanitarias y de desarrollo, así como con los efectos adversos de los cambios climáticos y ecológicos.",0
"485","La Declaración compromete a los Estados participantes a apoyar programas para reducir la violencia armada con una perspectiva de desarrollo y derechos humanos.",0
"486","S/RES/1863 (2009), op. 2",0
"487","El posible aumento durante 2013 de la disponibilidad de sistemas portátiles de defensa aérea para los afiliados de Al-Qaida en África, y como resultado del conflicto en la República Árabe Siria, podría representar una amenaza futura.",1
"488","(b) Algimir contra Al Fallatah (africano-africano);",0
"489","Como resultado de los gases lacrimógenos, los gritos y los disparos de las fuerzas de seguridad, la multitud entró en pánico y se desordenó.",1
"490","b) Mejorar su capacidad para congelar fondos y activos terroristas sin demora, mediante el desarrollo de mecanismos nacionales de &quot;congelación&quot; que complementen los marcos regionales;",1
"491","Durante el ataque se utilizaron dos helicópteros artillados y un avión Antonov, posiblemente con fines de reconocimiento.",1
"492","Para garantizar su protección, la MINUSTAH lo llevó a una comisaría de policía. Allí fue posteriormente detenido y acusado por un juez de instrucción de participar en el secuestro y asesinato del Sr. Roche. El 31 de agosto fue trasladado al anexo de la Penitenciaría Nacional, donde siguen encarcelados el Sr. Neptune y el ex Ministro del Interior Jocelerme Privert, mientras la MINUSTAH supervisa su detención y garantiza la seguridad.",1
"493","Los Estados deberían introducir las medidas legales necesarias, como la incautación de fondos, siempre que exista sospecha de blanqueo de dinero o financiación del terrorismo.",1
"494","Sin embargo, cuando los delitos se cometen periódicamente y en gran escala, como parte de un patrón de conducta delictiva, la responsabilidad del superior es más grave.",1
"495","104. La regulación de los materiales comúnmente disponibles con los que un terrorista entrenado podría construir un artefacto explosivo es una tarea más difícil.",1
"496","Además, los grupos armados móviles que dependen del bandidaje tienden a ser más brutales en sus métodos, ya que tienen menos incentivos para conseguir apoyo popular local.",1
"497","La víctima afirmó que conocía a 19 de las mujeres que fueron violadas pero que eran muchas más. Ella creía que eran alrededor de 50 en total.",1
"498","Es importante que la policía sea proyectada y aceptada en la comunidad como el principal organismo encargado de hacer cumplir la ley.",0
"499","Informes inquietantes indican que un número limitado de niños liberados informalmente de acantonamientos han sido reclutados nuevamente por la fuerza por el ejército maoísta o por organizaciones del PCN-M. Durante el período que abarca el informe se documentaron 12 casos.",1
"500","Entre los muertos se encuentran: 4 profesores, 1 médico, 1 enfermera, 3 estudiantes universitarios, 1 ingeniero, 1 deportista, 1 abogado, 1 activista de los medios de comunicación, 1 mujer y 2 personas de una misma familia.",1
"501","Los testigos describieron cómo le arrancaron los ojos a un joven. Una vez cegado, lo obligaron a correr y luego lo mataron a tiros.",1
"502","En 2012 se informó de un total de 1.283 secuestros motivados por el terrorismo, y un solo rehén podría entregar un rescate de siete cifras en manos de terroristas.",1
"503","Exhortando a los Estados a trabajar juntos urgentemente para prevenir y reprimir los actos de terrorismo nuclear, incluso mediante una mayor cooperación y la plena aplicación de los convenios internacionales pertinentes, y mediante medidas apropiadas para reforzar el marco jurídico existente con miras a garantizar que quienes cometan delitos de terrorismo nuclear son efectivamente responsables,",0
"504","Los organismos estatales encargados de hacer cumplir la ley y de seguridad de Bosnia y Herzegovina han estado haciendo esfuerzos por implementar medidas para mejorar la cooperación, y el grupo de trabajo del Tribunal establecido conjuntamente por el Gabinete del Primer Ministro y el Representante Especial/Oficina del Alto Representante de la Unión Europea continúa supervisando la implementación. de esas medidas. El 8 de agosto, el acusado Milan Lukic fue detenido en Argentina, el 25 de agosto Dragan Zelenovic fue detenido en Siberia occidental y el 13 de septiembre Sredoje Lukic se entregó a las autoridades de la República Srpska en Banja Luka.",1
"505","La situación en el Chad, la República Centroafricana y la subregión (S/PRST/2010/29)",0
"506","19. La situación en la República Centroafricana (6 de agosto de 1997; 22 de junio de 2009).",0
"507","En otros lugares, los controles efectivos y la necesidad de evadir la detección han obligado a los grupos a adaptar e improvisar dispositivos a partir de productos que se obtienen más fácilmente.",1
"508","En las regiones centrales, los conflictos no resueltos también siguen afectando los medios de vida y retrasando la recuperación.",1
"509","Todo el equipo ha sido clasificado de conformidad con las normas establecidas por la Asamblea General y se ha puesto a disposición de otras misiones de mantenimiento de la paz una lista del equipo excedente.",1
"510","A. Necesidades actuales 85. Desde que el Consejo de Seguridad impuso medidas a Côte d&#39;Ivoire, el Gobierno ha restringido la adquisición de armas y municiones. Esto se debe a un intenso programa de adquisiciones previo al embargo y al uso limitado de armas y municiones durante el corto período de intenso conflicto armado de 2004.",1
"511","En 2009 y 2010 se produjeron varias incautaciones de grandes cantidades de armas militares en África Occidental (Malí, Nigeria y Senegal).",1
"512","Párrafos adicionales (párrafos 2, 6 y 7)",0
"513","Sin embargo, la Comisión no encontró ninguna prueba de que estos fueran lo suficientemente generalizados o sistemáticos como para constituir un crimen de lesa humanidad.",0
