"en_ar_TRANSFORMERS"	"MatConf"
"كما حذر المستشار الخاص في مناسبات سابقة من أعمال \"المفسدين\" الذين يقوضون المرحلة الانتقالية لليمن ويهددون سلامه وأمنه واستقراره، وقال إن البلد يمر بمنعطف حرج، ووصف تقدم ميليشيا الحوثية التي تتخطى صنعاء وتحتل عدة مبان عامة، وبالإضافة إلى ذلك، أبلغ عن زيادة في هجمات تنظيم القاعدة في شبه الجزيرة العربية، بعضها مرتبط بالحالة السياسية والأمنية العامة، وأعرب عن قلقه إزاء الحالة في جنوب البلد."	1
"وبما أن الغارات الجوية التي شنها النظام قد تسببت في تشريد مناطق مدنية، فقد قامت القوات المسلحة السورية بفرض حصار على مدن بأكملها."	1
"3 - تشير إلى أن الأعمال الإجرامية، بما في ذلك الأعمال المرتكبة ضد المدنيين، بقصد القتل أو إلحاق إصابات بدنية جسيمة أو أخذ الرهائن، بغرض إشاعة حالة من الرعب لدى عامة الجمهور أو مجموعة من الأشخاص أو أشخاص معينين، أو تخويف السكان أو إرغام حكومة أو منظمة دولية على القيام بأي عمل أو الامتناع عن القيام به، يشكل جرائم تدخل في نطاق الاتفاقيات والبروتوكولات الدولية المتعلقة بالإرهاب وتعرفها في تلك الاتفاقيات والبروتوكولات، لا تبررها بأي حال من الأحوال اعتبارات ذات طابع سياسي أو فلسفي أو عقائدي أو عنصري أو إثني أو ديني أو أي طابع مماثل آخر، وتهيب بجميع الدول أن تمنع هذه الأعمال، وأن تكفل، إن لم تمنع، المعاقبة على هذه الأعمال بعقوبات تتفق مع طبيعتها الخطيرة؛"	1
"ويمكن لتجميد الأصول أن يقيد الممولين الإرهابيين، ويحد من إمكانية وصولهم إلى النظام المصرفي الرسمي ويحد من نطاق الشراكة مع الكيانات التجارية المشروعة."	1
"85 - منذ فرض تدابير مجلس الأمن على كوت ديفوار، فرضت الحكومة قيودا على شراء الأسلحة والذخائر، ويرجع ذلك إلى برنامج مكثف للشراء قبل فرض الحظر والاستخدام المحدود للأسلحة والذخائر خلال الفترة القصيرة من النزاع المسلح المكثف في عام 2004."	1
"وقتل أحد ضباط الشرطة الوطنية على يد جندي بعد ذلك بحوالي 30 دقيقة."	1
"87 - تقوم لجنة رؤساء الأركان المشتركة بالتخطيط لجميع العمليات العسكرية في الخرطوم."	1
"187 - وباستثناء حالات قليلة، تفيد التقارير بأن الحوادث قد وقعت دون أي مبرر عسكري فيما يتعلق بأي نشاط محدد لقوات المتمردين، مما عزز التصور العام لدى المراقبين بأن السكان المدنيين قد استهدفوا عن علم وعن عمد لتحقيق أهداف ومصالح مشتركة أو محددة للحكومة والجنجويد."	1
"برنامج عمل لجنة مجلس الأمن المنشأة عملا بالقرار 1540 (2004) للفترة من 1 حزيران/يونيه 2013 إلى 31 أيار/مايو 2014"	0
"3 - وعلى مدى الأشهر الستة الماضية، ظلت الأزمة المتفاقمة في الجمهورية العربية السورية تؤثر على لبنان، مما زاد من حدة الاستقطاب السياسي والقلق من أن القلاقل في الجمهورية العربية السورية يمكن أن تكون لها آثار سلبية على استقرار لبنان."	1
"وقد استغلت المجموعة الحدود التي يسهل اختراقها بين نيجيريا والكاميرون واختطفت مواطنين أجانب في الكاميرون."	1
"34 - يقرر أن يستعرض تنفيذ التدابير المبينة في هذا القرار في غضون ثمانية عشر شهرا وأن يدخل تعديلات، حسب الاقتضاء، لدعم السلام والاستقرار في أفغانستان؛"	0
"(ب) بوتيل النينا (رقم المختصر الكيميائي: 82486-82-6)؛"	0
"وفي حالة تعريض الجمهور للخطر (المادة 179 من القانون الجنائي)، يُعتبر أيضاً من الجرائم التحضير لمثل هذه الأفعال (مثلاً للحصول على مكونات وبناء جهاز متفجر لغرض الهجوم بموجب الفقرة 1 من المادة 2 من الاتفاقية)، حتى وإن لم يكن الجاني قد حاول ارتكاب الفعل فعلاً."	1
"يعاقب بالسجن لمدة تتراوح بين ثلاث وعشر سنوات عن طريق مصادرة الممتلكات كل من يقوم، بهدف اختطاف طائرة إلى بلد أجنبي، بالاستيلاء على تلك الطائرة أو، بدون إذن، باستخدام طائرة عهد بها إليه."	1
"وأعقب ذلك شجار أدى إلى استدعاء الشرطة إلى مكان الحادث ورش الغاز المسيل للدموع."	1
"ونتيجة لذلك، لا توجد أرقام دقيقة لعدد الأسلحة الصغيرة والأسلحة الخفيفة المتداولة حاليا على الصعيد العالمي."	1
"ويدعم مكتب الأمم المتحدة المتكامل وفريق الأمم المتحدة القطري الحكومة في جهودها الرامية إلى تنظيم اجتماع المائدة المستديرة."	0
"3 - تنظيم وهيكل الجنجويد"	0
"ويحدث مزيد من العنف في سوق كومورو، حيث قتل مدني واحد، وأصيب ثمانية أشخاص بإصابات بالأسلحة النارية، وأصيب أربعة أشخاص بإصابات خطيرة أخرى."	1
"وكثيراً ما تؤدي حوادث الأجهزة المتفجرة المرتجلة إلى وقوع عدد كبير من الضحايا المدنيين، وتدمير واسع النطاق للهياكل الأساسية، والتفكك الاقتصادي لمجتمعات محلية بأكملها\"."	1
"وفي هذا الصدد، نطلب بذل كل ما في وسعنا لضمان عقد هذه الاجتماعات مرة كل شهرين، على النحو المتفق عليه، ومشاركة رؤساء دوائر الاستخبارات والأمن شخصيا في هذه الاجتماعات، قدر الإمكان، ونحث جميع أصحاب المصلحة المعنيين، بما في ذلك المركز الأفريقي للدراسات والبحوث المتعلقة بالإرهاب، ووحدة ضم الساحل والاتصال به، ولجنة دوائر الاستخبارات والأمن في أفريقيا، بالتعاون الوثيق مع مفوضية الاتحاد الأفريقي، على مواصلة وتكثيف جهودهم الرامية إلى تبادل الآراء والمساعدة المتبادلة، فضلا عن تنفيذ الجوانب المتبقية من الاستنتاجات التنفيذية لاجتماع رؤساء دوائر الاستخبارات والأمن."	0
"وعندما أتيحت لي الفرصة لمخاطبة المجلس بشأن هذه المسألة في شباط/فبراير (انظر S/PV.5130)، قلت إن حماية طوائف الأقليات، وعودة اللاجئين والمشردين، وحرية التنقل واللامركزية هي مجالات تحتاج إلى اهتمام خاص، بالنظر إلى صلتها المباشرة بهدفنا المشترك المتمثل في كوسوفو الديمقراطية والمتعددة الأعراق."	0
"ولذلك فقد عقدوا العزم على تقديم كل دعم لنتائج اجتماع المائدة المستديرة بشأن كوت ديفوار، الذي عقد في ليناس ماركوسي في الفترة من 15 إلى 24 كانون الثاني/يناير 2003."	0
"3 - يعرب عن قلقه الشديد إزاء تجنيد الأطفال واستخدامهم من جانب القوات [المضادة للحكومة] في [البلد المتضرر]، فضلا عن قتل الأطفال وتشويههم نتيجة للنزاع، ويكرر إدانته الشديدة لتجنيد الأطفال الجنود واستخدامهم في انتهاك للقانون الدولي الساري وجميع الانتهاكات والاعتداءات الأخرى المرتكبة ضد الأطفال في حالات الصراع المسلح، ولا سيما الهجمات على المدارس، واستخدام الأطفال في الهجمات الانتحارية، ويدعو إلى تقديم المسؤولين عنها إلى العدالة."	1
"وإذ تشير إلى إدراج جرائم الحرب والجرائم ضد الإنسانية والإبادة الجماعية في النظامين الأساسيين للمحكمتين الجنائيتين الدوليتين المخصصتين() ونظام روما الأساسي للمحكمة الجنائية الدولية()، وإذ تشدد في هذا الصدد على مبدأ التكامل،"	0
"واحتُجزت الفتيات لمدة ثلاثة أيام، واغتصبن ثم أفرج عنهن."	1
"وأُبلغ عن وقوع المزيد من عمليات اختطاف النساء في المنطقة المحيطة بالجنينة، غرب دارفور."	1
"وبمجرد تحديد المركز المستقبلي، سيتطلب وجود دولي - عسكري ومدني - الموارد اللازمة لإدارة تنفيذ التسوية بطريقة مستقرة ومنظمة."	0
"وكانت ولاية ذلك المكتب، المبينة في الوثيقة S/1999/232، كما يلي:"	0
"23 - لقد كانت منطقة شرق أفريقيا ضحية للإرهاب في الماضي، وهناك مستوى عال من التهديد الإرهابي، بسبب استمرار عدم الاستقرار السياسي."	1
"ويعرب المجلس أيضا عن قلقه إزاء استمرار ورود تقارير عن هجمات جيش الرب للمقاومة في جمهورية أفريقيا الوسطى، حتى غرب بانغاسو، وكذلك في جمهورية الكونغو الديمقراطية."	1
"حاجي شرف الدين من مقاطعة باند تيمور في قندهار*"	0
"الحالة في كوت ديفوار (انظر S/2002/30/Add.50؛ و S/2003/40/Add.5 و 17؛ انظر أيضا S/2003/40/Add.11)"	0
"38 - وفي 20 أيلول/سبتمبر، أكمل 778 ضابطا تدريبهم في أكاديمية الشرطة، منهم 35 امرأة و 148 من العسكريين السابقين."	1
"بعثة مراقبي الأمم المتحدة"	0
"وبالتالي أشار المراقبون إلى الحاجة إلى تدريب المحامين والموظفين القضائيين وموظفي إنفاذ القانون، فضلاً عن أهمية وضع ضمانات موثوقة للاستقلال عن الضغوط والتخويفات التي يمكن أن يمارسها أفراد العشائر والجماعات الإثنية."	0
"ووصف أحد كبار المسؤولين الحكوميين، على مستوى المقاطعات، كيف أن تجنيد الحكومة الأولي للرجال المقاتلين استمد أيضا من الخارجين على القانون العرب، وكما وصفت تقارير أخرى، تجنيد المجرمين المدانين."	1
"وأسفرت السيطرة على المناطق المشتركة المنتظمة وعمليات التطويق والتفتيش عن إلقاء القبض على بعض عناصر الميليشيات والاستيلاء على أسلحة وذخائر غير مشروعة، فضلا عن الحد من غرفة العمليات للمناورة التي تقوم بها جماعات الميليشيات."	1
"68 - وكان مقتل خبيرين من مكتب الأمم المتحدة المعني بالمخدرات والجريمة في 7 نيسان/أبريل 2014، أثناء وجودهما في بعثة لمكافحة القرصنة في الصومال، تذكرة رزينة بالمخاطر التي يواجهها موظفو الأمم المتحدة في عملهم لتحسين حياة الآخرين."	1
"ويشجع مجلس الأمن الدول الأعضاء على وضع استراتيجيات شاملة ومتكاملة لمكافحة الإرهاب."	0
"وتبعا لظروف كل حالة، يمكن بالتالي الاشتباه في أن هؤلاء الأفراد قد ارتكبوا، بموجب مبدأ العمل الإجرامي المشترك، الجرائم ضد الإنسانية المتمثلة في قتل المدنيين واغتصاب المدنيين وتعذيبهم وتشريدهم قسرا وجرائم الحرب المتمثلة في شن هجمات عشوائية على المدنيين وتدمير الأعيان المدنية والنهب."	1
"319 - ومن الواضح أن التدمير الشامل الذي قامت به القوات الحكومية والجنجويد للقرى لم يكن مبررا بالضرورة العسكرية."	1
"وجميع دول المنطقة دون الإقليمية أعضاء في الإنتربول وقد أنشأت مكاتب مركزية وطنية."	0
"حاء - وزارة التعليم 286-331 64"	0
"وفي حزيران/يونيه 2005، استخدمت المحطة الطرفية للفاكهة أيضا لتفريغ 22 مركبة عسكرية من بيلاروس (انظر دراسة الحالة 2)."	1
"وفيما يتعلق بمناقشة التغيير الإجرائي، يوافق الفريق على أن أي إصلاح ينبغي أن يعزز الطابع القانوني للنظام الذي سعى المجلس إلى إرسائه على مدى السنوات الأخيرة، وذلك مثلا بإضافة معايير ”مرتبطة“ على النحو المبين في القرار 1617 (2005) وإدخال موجزات سردية لأسباب الإدراج في القائمة وآليات الاستعراض الواردة في القرار 1822 (2008)."	0
"ويواصل برنامج مكافحة الجريمة البحرية التابع لمكتب الأمم المتحدة المعني بالمخدرات والجريمة دعم دول المنطقة التي تحاكم على القرصنة، بما فيها جمهورية تنزانيا المتحدة وسيشيل وكينيا وموريشيوس."	0
"▪ سميرة أحمد الصالحي، ممرضة عمرها 53 سنة من مخيم اليرموك، ألقت قوات النظام السوري القبض عليها في 11 حزيران/يونيه 2014 بسبب عملها الطبي، وعلمت أسرتها أنها تعرضت للتعذيب حتى الموت داخل مراكز الاحتجاز التابعة للنظام يوم 8 تشرين الثاني/نوفمبر 2014."	1
"وهكذا تواجه دول آسيا الوسطى تهديدا إرهابيا عبر وطني حادا يتطلب استجابات إقليمية منسقة ومتضافرة."	1
"وما يميز هذه الفئة من الجرائم عن فئة جرائم الحرب هو أنها لا تتعلق بانتهاكات معزولة أو متفرقة، بل بانتهاكات يمكن أن تحدث إما في وقت السلم أو في وقت النزاع المسلح، و(ب) تشكل جزءاً من ممارسة واسعة النطاق أو منهجية للفظائع (أو الهجمات) المرتكبة ضد السكان المدنيين."	1
"ولا تزال المناطق الخاضعة لحصار النظام تشهد قصفا يوميا يؤدي إلى مجازر مدنية، دون أي تغطية إعلامية أو اهتمام."	1
"تقديم الاستمارة، بعد النظر فيها، بهدف الحصول على الموافقة عليها وطباعتها"	0
"واتفق أعضاء المجلس على ضرورة معالجة الأسباب الجذرية للصراع وضرورة تنسيق الاستجابة بمشاركة جميع هيئات الأمم المتحدة ذات الصلة."	0
"8 - وفرت الحدود المخترقة والهياكل الضعيفة للدولة في جنوب ليبيا بيئة مواتية لزيادة وجود الجماعات الإرهابية وأنشطتها في منطقة الساحل."	1
"دال - بيان مؤتمر القمة الاستثنائي للجماعة الاقتصادية لدول غرب أفريقيا المعقود على مستوى رؤساء الدول والحكومات (19 كانون الثاني/يناير 2013)."	0
"156 - وقد حملت كلتا الشحنتين في شاحنة كانت تنقل الأطعمة والملابس."	0
"ويجري النظر في اتخاذ برنامج الأمم المتحدة الإنمائي ومفوضية الأمم المتحدة لشؤون اللاجئين ترتيبات لإنشاء وإدارة صندوق استئماني يخلف المفرزة، إذا كانت هذه هي رغبة الحكومة والمانحين المحتملين، إلى أن يتم ضمان الهياكل والقدرات الوطنية اللازمة."	0
"32 - وليس من الممكن في هذه المرحلة توقع جميع الخبرات التي قد يطلب من البعثة دعمها."	0
"(أ) مامادو سيسي (قريب من حزب تجمع الجمهوريين) ورقيب البحرية تارين، اللذين قيل إنهما محتجزان منذ 20 أيلول/سبتمبر 2002؛"	1
"(أ) مستندات المطالبة المقدمة من أصحاب المطالبات؛"	0
"5 - محمد أحمد الشطيوي، من نمر، درعا"	0
"٩٢- ومن ثم، ونظراً للتهديد المتصور الذي تشكله المظاهرة على النظام والنظام العام، أشارت أعلى السلطات في الدولة إلى أنه حتى لو لم يكن هناك مرسوم يحظر المظاهرات العامة، فإنها ما كانت لتسمح بالمسيرة المخطط لها أو تتغاضى عنها."	1
"وكرروا أيضا الإعراب عن قلقهم البالغ إزاء مشاكل الإرهاب والقرصنة وأخذ الرهائن والحالة الإنسانية الأليمة، وشددوا في هذا السياق على ضرورة التنفيذ السريع لجميع قرارات مجلس الأمن ذات الصلة، بما في ذلك من جانب المؤسسات الاتحادية الانتقالية، حسب الاقتضاء."	0
"(ب) مواصلة العمل بالتنسيق والتعاون الوثيقين مع الإنتربول والدول والمنظمات المانحة في تيسير المساعدة التقنية الرامية إلى بناء قدرات أجهزة إنفاذ القانون وفي إيصال المعدات والمرافق إلى الدول المحتاجة؛"	0
"(أ) تشجيع الدول على تعزيز قدرات نظمها الخاصة بمكافحة غسل الأموال وتمويل الإرهاب، مع التركيز بوجه خاص على تنظيم النظم البديلة لتحويل الأموال والمنظمات الخيرية؛"	0
"391- ومما لا شك فيه أن نهب القرى والاستيلاء على المواشي والمحاصيل والسلع المنزلية وغيرها من الممتلكات الشخصية للسكان من جانب القوات الحكومية أو الميليشيات الخاضعة لسيطرتها يعتبر جريمة حرب."	1
"فقد شُرد حوالي 1.8 مليون شخص قسرا وأصبحوا لاجئين أو مشردين داخليا، وهم بحاجة إلى الحماية."	1
"ودعا الممثل الخاص المجلس إلى تقديم الدعم المستمر لجهود المكتب الرامية إلى وقف التهديدات العابرة للحدود التي يتعرض لها الأمن في المنطقة، مثل جيش الرب للمقاومة، والقرصنة في خليج غينيا، والاتجار بالأسلحة الصغيرة، والآثار المزعزعة للاستقرار المحتملة لعودة العديد من المهاجرين الاقتصاديين من المناطق التي تمر بأزمات (مثل ليبيا)."	1
"- في 27 تشرين الثاني/نوفمبر 2014، قتلت قوات النظام السوري سائق سيارة إسعاف صلاح عياش (أبو محمد) في زبدين في غرب الغوطة بينما كان في طريقه إلى مساعدة الجرحى."	1
"حظر العنف ضد الحياة والشخص، ولا سيما القتل والتشويه والمعاملة القاسية والتعذيب؛ وحالات الاختفاء القسري؛ والاعتداء على الكرامة الشخصية؛ والاغتصاب، والاستعباد الجنسي، والبغاء القسري، والحمل القسري، والتعقيم القسري، وأي شكل آخر من أشكال العنف الجنسي."	1
"ومنذ ذلك الحين، رد بلدان (جنوب أفريقيا وزامبيا)."	0
"وفي حين أن عدد معسكرات الاعتقال السياسي والنزلاء قد انخفض بسبب الوفيات وبعض حالات الإفراج، فإن التقديرات تشير إلى أن ما بين 000 80 و 000 120 سجين سياسي محتجزون حاليا في أربعة معسكرات كبيرة من معسكرات الاعتقال السياسي."	1
"فعلى سبيل المثال، أسفرت عمليات جمع الأموال التي قام بها الشتات الصومالي، خلال الأشهر الأخيرة، عن تبرعات، عن طريق نظام الحوالة، تقدر بـ 1.1 مليون دولار من المملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية وما يقدر بـ 000 300 دولار من المجتمعات الصومالية في السويد والنرويج والدانمرك وفنلندا."	0
"ولم تعقد أي دورة لتحديد الهوية في منطقة البعثة في الأسبوعين اللذين يبدأان في ٦ و ٢٧ نيسان/أبريل ١٩٩٨."	0
"يرتبط السيد عريف بتنظيم القاعدة أو بأي خلية أو جماعة منتسبة أو منشقة أو متفرعة عنه من أجل \"المشاركة في تمويل أو تخطيط أو تيسير أو إعداد أو ارتكاب أعمال أو أنشطة من جانب جبهة النصرة لشعب الشام، بالاشتراك مع هذه الجماعة أو باسمها أو باسمها أو لدعمها\" و\"التجنيد لصالح\" جابهت النصرة، المعروف باسم جبهة النصرة لشعب الشام (QE.A.137.14)."	1
"\" ويعرب مجلس الأمن عن بالغ قلقه إزاء عواقب أزمة اللاجئين الناجمة عن الصراع في سوريا، التي لها أثر مزعزع للاستقرار على المنطقة بأسرها."	0
"المقرر عقدها يوم الأربعاء، 17 أيار/مايو 2000، الساعة 00/10"	0
"وكما هو الحال بالنسبة لمسألة الصلات بين الاتجار بالمخدرات والإرهاب، فإن مسألة القرصنة تُدرج في جدول أعمال المجلس من خلال حالات الصراع التي توجد بالفعل هناك، مع بروز الحالات الأفريقية - ولا سيما الصومال وخليج غينيا - بشكل بارز."	1
"وما زلنا نشعر بالقلق لأنه، على الرغم من كل المحاولات الرامية إلى استعادة السلام والأمن، شهدت الجهود الرامية إلى تحقيق الاستقرار في المنطقة الشرقية من جمهورية الكونغو الديمقراطية انتكاسات كبيرة مؤخرا."	0
"ليختنشتاين 21 تموز/يوليه 2005 S/AC.47/2005/12"	0
"ومع ذلك، من غير المقبول أن تذكر إسرائيل شواغلها الأمنية الصحيحة لتبرير التدابير التي تؤثر بشكل عشوائي على شعب بأكمله، في انتهاك للقانون الإنساني الدولي."	0
"وفي معظم حالات الهجمات البرية، كان الرجال مستهدفين مباشرة بالقتل، وفي بعض الحالات هناك أدلة على الجهود التي بذلها الجناة لإنقاذ حياة النساء."	1
"140 - وفي 14 كانون الأول/ديسمبر 2004، بدأت محادثات بين حكومة السودان ووفد من الحركة في نجامينا، بوساطة تشادية، وفي 17 كانون الأول/ديسمبر، وقع الطرفان بروتوكولين، أحدهما بشأن وصول المساعدات الإنسانية والآخر بشأن المسائل الأمنية في منطقة الحرب."	0
"باء - قضايا أخرى تتعلق بالازدواجية 74-77 18"	0
"وأُبلغ مرة أخرى عن حدوث قتال يومي 22 و 23 تموز/يوليه في الواك بين نفس العشائر، مما أسفر عن مقتل 32 شخصا وجرح أكثر من 60 شخصا."	1
"وأُجبر ضباط وحدة الاستجابة السريعة الشرقيون على الاحتماء في مبنى إدارة المقاطعة، ثم أحاط الجمع بالمبنى، وبدأ الجمهور، مسلحا بالسكاكين والعصي والسواطير والصخور، يصيح بتهديدات بالقتل ضد ضباط الوحدة الشرقيين."	1
"وسيتعين الإعلان عن حملة أسهم الشركة."	0
"وأودعت كوبا على الفور جميع صكوك التصديق المطلوبة."	0
"ولم يبلغ أي من شهود العيان عن إطلاق منشورات، أو عن توجيه تحذيرات على الراديو أو عن طريق رؤساء القبائل، أو عن تحليق طائرة منخفضة فوق القرى لتحذير المدنيين من هجوم وشيك."	0
"وهناك أيضا حاجة إلى توخي قدر أكبر من الفعالية في الوقاية من إساءة استخدام المنظمات التي لا تستهدف الربح مع ضمان أن تكون اللوائح التنظيمية متناسبة مع المخاطر وألا تطبق بصورة تعسفية."	0
"وسيعتمد دعم الحركة الاستراتيجية، قدر الإمكان، على قدرات الأمم المتحدة الإقليمية وخطوط الإمداد القائمة؛"	0
"قانون العقوبات: إقليم نظام العقوبات، الفقرة 3 من المادة 5."	0
"وكما سيشار إليه فيما بعد، فإن هذا الاستنتاج بشأن مسؤولية الدولة العراقية يستند إلى انتهاكه لقانون الحرب (حظر التهديد باستعمال القوة أو استعمالها الوارد في المادة 2 (4) من الميثاق) بدلا من انتهاكه لقانون الحرب (انتهاكات القانون الإنساني الدولي)، التي تشكل محور التركيز الرئيسي لقرارات الجماعة الاقتصادية الأوروبية."	1
"الخطر: المواد الكيميائية والبيولوجية والإشعاعية والنووية والمتفجرات، آسيا"	1
"38 - ويشكل انتشار الأسلحة خارج نطاق سلطة الدولة، إلى جانب استمرار وجود ميليشيات مدججة بالسلاح، مصدر قلق كبير بالنسبة لي بالنسبة لاستقرار لبنان."	0
"22 - وقاد فريق التحقيق التابع للجنة كبير المحققين وضم أربعة محققين ومحققتين متخصصتين في العنف الجنساني وأربع خبراء في الطب الشرعي ومحللين عسكريين."	0
"وقد ضعف هذا النظام إلى حد كبير خلال العقد الماضي، فالقوانين التقييدية التي تمنح سلطات واسعة للسلطة التنفيذية قد قوضت بشكل خاص فعالية السلطة القضائية."	0
"وفي 5 تشرين الثاني/نوفمبر 2014، استهدفت قوات النظام مدرسة الهزمة الابتدائية في ريف دمشق، مما أدى إلى إصابة طفل بجروح."	1
"87 - وقد أدت هذه المراقبة غير المباشرة للبيئة البحرية الصومالية إلى إيجاد أو تشجيع ثلاثة مولدات هامة للدخل للإدارات المحلية: (أ) تصدير كميات كبيرة من الفحم التجاري من الصومال، من بين سلع أساسية أخرى، إلى الصومال، و (ب) وصول سفن الصيد الأجنبية إلى الموارد البحرية الصومالية ومصائد الأسماك الصومالية دون قيود، و (ج) انتشار القرصنة."	1
"غير أن الولايات المتحدة أغفلت جميع المقترحات المذكورة أعلاه."	0
"كما أُحرز تقدم هام في مجالي الإدارة العامة وإنفاذ القانون."	0
"(ب) عدم فرض تدابير فعالة لمنع اغتصاب النساء والفتيات الإثيوبيات؛"	1
"وفي معظم الحالات، سمّى الضحايا الجنجويد كمرتكبي أعمال العنف الجنسي؛ غير أن عدة حوادث يُدّعى أنها شملت جنودا حكوميين يعملون مع الجنجويد."	1
"(و) في 9 كانون الثاني/يناير 2007، أدخل المصرف المركزي العملة الجديدة التي تعطي الأولوية في عملية استبدال الجنوب؛"	0
"وهذا من أعلى الأولويات."	0
"82 - وفي متابعة لقرارات مجلس الأمن بشأن الأطفال المتضررين من الصراعات المسلحة، ولا سيما القرار 1612 (2005)، أقيمت شراكة قوية بين الأمم المتحدة والمنظمة غير الحكومية NOVIB الصومال لبدء الإبلاغ والرصد المجتمعيين بشأن انتهاكات حقوق الطفل وحماية الطفل."	0
"الفقرتان الفرعيتان 3 (ب) و 3 (ج) من الفقرة الفرعية 3 (ب) و 3 (ج)"	0
"وكان هذا هو التأجيل الخامس للاقتراع، الذي كان من المقرر أصلا إجراؤه في نيسان/أبريل 2008."	0
"ولا توجد نظم بديلة لتحويل العملات."	0
"وفي 13 تشرين الأول/أكتوبر، وبعد أن وافق مجلس الوزراء اللبناني بالإجماع على موقف رئيس الوزراء، قرر إنشاء هذه اللجنة بهدف حل قضية الأسلحة الفلسطينية داخل المخيمات عن طريق الحوار."	0
"ويتخذ التمييز بين الجنسين أيضا شكل استهداف المرأة بدفع رشاوى أو غرامات."	1
"ولذلك فإن القيادة والسيطرة المركزيتين لعمليات القوات المسلحة أمران ضروريان."	1
"وبدلا من ذلك، ينبغي للدول أن تضع إطارا قانونيا واضحا وكاملا ومتسقا يحدد الأعمال الإرهابية بوصفها أعمالا إجرامية خطيرة، ويعاقب على هذه الأعمال وفقا لخطورتها، ويساعد المحاكم على تقديم الإرهابيين إلى العدالة."	0
"ونقل الشيخ شيخ يوسف إندوهاد أفرادا من الميليشيات من مطار باليدوغلي إلى المواقع الواقعة شمال شرق جوهر."	1
"كما اخترت السيد فاينز لرئاسة فريق الخبراء."	0
"وخلال هذه الاعتقالات، كان الضحايا يتعرضون في كثير من الأحيان لسوء المعاملة الشديدة، وسرقة ممتلكاتهم، وتخريب منازلهم، وفي بعض الحالات، أعدموا بإجراءات موجزة."	1
"وقد أدت النظم الجديدة لأمن الحدود، مثل تحسين فحص الشحنات وإدخال وثائق سفر مقروءة آليا في معظم الدول، على نحو ما دعت إليه منظمة الطيران المدني الدولي، إلى تعقيد أنشطة الإرهابيين عبر الوطنية إلى حد كبير."	0
"عد الأصوات وتجميع النتائج (حتى 6 أيلول/سبتمبر)."	0
"وتشكل إعادة التجنيد في حد ذاتها انتهاكا خطيرا، ولكنها تقوض أيضا بشكل خطير قدرة البرامج على العمل، وثقة الأطفال في إعادة تأهيلهم دون مضايقة."	1
"285 - وفي بعض الدول، لا تزال التعاريف الغامضة أو الفضفاضة للجرائم الإرهابية تشكل تحديا أمام التنفيذ الفعال للقرار 1373 (2001)."	1
"2 - بناء الثقة وتعزيز الاستقرار داخل الدولة المضيفة عن طريق تعزيز الحقيقة والمصالحة من خلال ما يلي:"	0
"(ب) كمية أعلى بكثير من مجموع الكربون العضوي ومجموع الأحماض النوية، أي المواد البيولوجية؛"	0
":: في 9 حزيران/يونيه 2014، كانت هناك 36 حالة مؤكدة من حالات شلل الأطفال."	0
"وتفيد التقارير بأن الجماعة تربطها صلات قوية بتنظيم القاعدة في شبه الجزيرة العربية، وقد وفرت التدريب في الصومال لفرادى الإرهابيين من نيجيريا وبلدان أقرب إلى حدودها."	1
"وفي منطقة الهيران في وسط الصومال، أدى القتال العنيف الذي نشب يومي 7 و 8 حزيران/يونيه بين عشيرة غالجيل وجاجيلي من عشيرة هواية على الأرض والمياه في الجانب الغربي من بليتوين إلى مقتل 36 شخصا وإصابة 70 شخصا."	1
"552- يتضح من عرض الانتهاكات الوارد في الجزء الأول من هذا التقرير أن القوات الحكومية أو الميليشيات الخاضعة لسيطرة الحكومة قد ارتكبت على نطاق واسع انتهاكات خطيرة لحقوق الإنسان والقانون الإنساني."	1
"26 - وفي عدة تصريحات علنية خلال الأشهر الستة الماضية، ذكرت قيادة حزب الله أنها رفعت مستوى قدراتها العسكرية وستسعى إلى مواصلة القيام بذلك في تحد صارخ للقرار 1559 (2004)."	1
"75 - ويعارض النزاع الدائر في دارفور حكومة السودان إزاء مجموعتين منظمتين مسلحتين على الأقل من المتمردين، هما حركة/جيش تحرير السودان وحركة العدل والمساواة."	1
"وقد ثبت أن مكافحة الجرائم الخطيرة، بما في ذلك الجريمة المنظمة والفساد، صعبة على دائرة شرطة كوسوفو ونظام العدالة."	1
"وتشير تقارير مثيرة للقلق إلى أن الجيش الماوي أو منظمات الحزب الشيوعي النيبالي الماوي قد أعادوا قسرا تجنيد عدد محدود من الأطفال الذين أفرج عنهم بصورة غير رسمية من مواقع التجميع، وخلال الفترة المشمولة بالتقرير، تم توثيق 12 حالة."	1
"وتبين الهجمات المتكررة التي يشنها الإرهابيون المرتبطون بالطالبان والقاعدة في أفغانستان أن انتهاكات حظر توريد الأسلحة لا تزال مستمرة على الرغم من برنامج الحكومة لنزع السلاح."	1
"وتحدد المادة 3 المشتركة بين اتفاقيات جنيف والبروتوكول الإضافي الثاني الشرط المسبق لصراع مسلح غير دولي."	0
"7 - تلاحظ أن وسائل التمويل أو الدعم هذه تشمل، على سبيل المثال لا الحصر، استخدام العائدات المتأتية من الجريمة، بما في ذلك زراعة المخدرات وسلائفها وإنتاجها والاتجار بها على نحو غير مشروع؛"	1
