"","ar_en_TRANSFORMERS","VerCoop"
"1139","7. Moving from lower to higher individual family amounts",0
"1140","69. The Heads of State or Government decide to hold their next regular session on 28 May 2015 in Abuja.",0
"1141","Support should be provided to the justice sector reform process, in close partnership with the United Nations country team, and the establishment and strengthening of accountability mechanisms within the security and defence forces should also be supported.",1
"1142","""The Security Council encourages the Regional Task Force to continue its operations against all LRA groups, while working with the United Nations and non-governmental organizations to establish secure sites to receive dissidents and to provide information to assist LRA elements demonstrating their genuine commitment to demobilization and disarmament.",0
"1143","From 3 to 8 July, the Mission organized a training course on the theme ""Women and leadership"" for potential female candidates in the upcoming elections, and on 25 August, the Mission, together with a local non-governmental organization, launched a weekly radio programme to raise the awareness of both female and female candidates.",0
"1144","Uganda values peace and believes that the current instability in the Great Lakes region is a disincentive to development.",1
"1145","4. Throughout its mandate, the Monitoring Group continued to inform the Security Council Committee established pursuant to resolution 751 (1992) of its activities through the submission of biweekly progress reports through the United Nations Secretariat and through a midterm briefing at United Nations Headquarters in New York in July 2005.",1
"1146","53. Although physical protection of civilians from violence remains important, there should be an additional focus on protection through political and civil processes, community reconciliation efforts and an environment of protection in close coordination with the United Nations country team and protection actors.",1
"1147","""The Security Council recalls its resolutions and the statements of its President on post-conflict peacebuilding, in particular statements S/PRST/2009/23, S/PRST/2010/20, S/PRST/2011/2 and S/PRST/2011/4, and reaffirms the crucial importance of peacebuilding as a basis for sustained peace and development in the aftermath of conflict.",1
"1148","Chronic malnutrition in refugee camps was a major health problem, and UNHCR and WFP therefore planned to take corrective measures, including the provision of supplementary food to vulnerable groups.",1
"1149","A date for the meeting has not yet been set.",0
"1150","However, the system continues to face a range of judicial obstacles, albeit before the Committee can prove the effectiveness of the Ombudsman mechanism.",0
"1151","The letter contained an indication that the Committee was considering the recommendations contained in the report with a view to improving the measures taken with regard to sanctions and improving their implementation.",1
"1152","Ambassador Jean-Marc de Sablière (France)",0
"1153","Livestock belonging to the villagers was also stolen.",0
"1154","3. Decides to remain seized of the matter.",0
"1155","Depending on the circumstances of each case, the moral element required by international law is knowledge (i.e. awareness that crimes are being committed or are imminent) and intent (will or will not to take action) or failure at least (awareness that the failure to prevent subordinates' work is likely to have some adverse consequences, and yet disregard this possibility).",0
"1156","Solomon Islands has prepared a draft law on money-laundering which will be submitted to the next session of the National Parliament.",0
"1157","In this regard, the Council commends the efforts made so far by the Central African Republic, the Democratic Republic of the Congo, South Sudan and Uganda to put an end to the threat posed by the Lord &apos; s Resistance Army, and urges the continuation of the efforts of these countries, as well as other countries in the region.",1
"1158","It also refers to the growing problem in Afghanistan, the Afghanistan-Pakistan border area and the continuing threat in North Africa, without any decline in activity elsewhere.",0
"1159","Forum participants initiated a process aimed at identifying elements for a national strategy on women &apos; s participation in conflict resolution.",1
"1160","This legal nature of the prohibition of torture in customary international law has been upheld by the International Criminal Tribunal for the Former Yugoslavia in the Furunja case (paras. 144 and 153-157) and by the House of Lords in the Pinochet case), as confirmed by the United Nations Special Rapporteur on torture).",0
"1161","(b) Publication of the list of persons eligible to vote.",0
"1162","Another State stressed the importance of a community-based approach, noting that families, communities and informed local institutions were the most effective defences against violent extremist ideologies.",1
"1163","36. Africa and Asia and the Pacific account for 53 per cent of abductions recorded worldwide in 2012, an increase from 18 per cent in 2004. The Middle East region accounts for 19 per cent of abductions recorded worldwide in 2012, an increase from 4 per cent in 2008.",0
"1164","All these acts, which incite hatred and war, give rise to tensions within Ivorian society.",0
"1165","UNDOF monitored some 70 small and large tents in the area, housing between 200 and 250 people.",0
"1166","Prior to the oral proceedings, KUFPEC submitted written statements relating to the matter.",0
"1167","While there, he also met with representatives of the Ogaden Liberation Front and the Oromo National Liberation Front, some of whom were militia leaders who had arrived from the State concerned at Dosamarib by plane in April 2005.",1
"1168","The Academy will be an important institution to implement the new training curriculum and support the implementation of the road map for the rebuilding of the civilian police force.",1
"1169","11. Requests the Secretary-General to include in his next report a comprehensive assessment of the disarmament, demobilization and reintegration and disarmament, demobilization, repatriation, resettlement and reintegration programmes of the Mission and, in close coordination with his Special Envoy for the Great Lakes Region, to make recommendations on adjustments that may be needed to increase their effectiveness and resources and to coordinate with the military component of the Mission;",1
"1170","G.2 Development and implementation of strategies and programmes to prevent and respond to gender-based violence in armed conflict. Inter-Agency Standing Committee Task Force on Gender and Humanitarian Assistance (chaired by OCHA and WHO)",0
"1171","It also emphasizes the prohibition and cessation of websites containing extremist materials and the regulation of problems arising in this field.",0
"1172","33. All southern African States have adopted some necessary legislative and other counter-terrorism measures.",0
"1173","""The Security Council reaffirms its primary responsibility for the maintenance of international peace and security in accordance with the Charter of the United Nations and recognizes the primary responsibility of States to eliminate piracy and armed robbery at sea.",1
"1174","28. The Council is determined to consider individual sanctions against violators of the arms embargo on the Democratic Republic of the Congo.",0
"1175","That is important to strengthen the Mission &apos; s capacity to provide genuine protection to the Congolese civilian population, who, as Mr. Doss emphasized, have been the victims of a clear humanitarian disaster and widespread violations of human rights, in particular acts of violence directed against women and children.",0
"1176","The parties to the peace process have yet to make arrangements for the release of children and reintegration programmes that would have enabled children in those forces to benefit from recovery and reintegration measures.",1
"1177","27 October 2012 - 20 April 2013",0
"1178","- Act No. 25/62 of 21 May 1962 regulating dangerous, unhealthy and inappropriate facilities;",0
"1179","However, the Security Council should act not only against the perpetrators but also on behalf of the victims.",1
"1180","78. The Sudanese Armed Forces are conventional armed forces whose mission is to protect and maintain internal security.",1
"1181","The candidate, Dr. Bashar Hafez Al-Assad, obtained 10 million, 319 thousand, and 723 votes, or 88.7 percent of the valid votes. Dr. Hassan Abdullah Al-Nurri received 500,000 and 279 votes, with 4.3 percent of the valid ballots, while Mr. Maher Abd al-Hafiz Hajjar obtained 372,000 and 301 votes, with 3.2 percent of the valid ballots.",0
"1182","At the beginning of 2008, the two groups were reconciled and resumed their partnership, with El as their main base of operations.",0
"1183","The report adopted by the Special Committee on 10 March 2000 (A/54/839) contains a number of recommendations relevant to aspects of the report of the Secretary-General on the protection of civilians in armed conflict (S/1999/957), which could provide the following guidance.",1
"1184","One of the Chairman &apos; s main tasks was also to act as a facilitator and to promote a climate of cooperation within his Committee in order to enable it to move forward.",1
"1185","Appointment of the Vice-Chairmen:",0
"1186","Stresses the need to develop a comprehensive [national] security sector reform strategy that focuses on the professionalization of security sector institutions, including oversight bodies, which helps to ensure coherence and efficiency and avoid duplication of tasks or gaps, while encouraging the Government of [the country concerned] to enter into a new strategic partnership with [the mission] in the area of security sector reform with a view to identifying priorities for each component of the security sector and possible new approaches by [the mission] to supporting [national] authorities in the area of security sector reform in order to build the capacity of military, police, justice and other security institutions, so as to ensure the consolidation of [national] State authorities, and requests the Secretary-General to inform the Council on these priorities and approaches in an annex to his report to be submitted in [date of the report];",1
"1187","""The Security Council recognizes the need for regular monitoring and reporting on progress in the protection of civilians in armed conflict.",1
"1188","Non-wood forest products $20,500 23 million",0
"1189","24. The economy of all States in the subregion is cash-based, which increases the risk of terrorist financing through the physical cross-border movement of currencies and other nominal securities and through informal transfers of funds and transfers through alternative remittance systems.",0
"1190","Chile, Colombia, Paraguay and Peru have enacted legislation granting special investigative powers to law enforcement authorities.",1
"1191","The Internet has helped Al-Qaida to have a greater impact on the public than the relatively few operations that it has been able to implement, thus thwarting some aspects of the intended impact of the embargo.",0
"1192","""The Security Council reiterates its call upon all parties to an armed conflict, including non-State parties, to comply fully with the provisions of the Charter of the United Nations and the rules and principles of international law, in particular international humanitarian law, human rights law and refugees, if applicable, and to implement fully the relevant Security Council resolutions.",1
"1193","For the school year 2006/07, the Ministry of Education estimates that 1,660,000 pupils will be enrolled.",0
"1194","""The Security Council recalls resolutions 1267 (1999), 1989 (2011), 1373 (2001), 1540 (2004) and 1624 (2005), as well as other relevant international counter-terrorism instruments, stresses the need for their full implementation, renews its call upon States to consider becoming parties as soon as possible to all relevant international conventions and protocols and to fully fulfil their obligations under the instruments to which they are parties, notes the recommendation of the Ad Hoc Committee established pursuant to General Assembly resolution 51/210 that more time be devoted to achieving concrete progress on outstanding issues, and decides to recommend to the Sixth Committee at the sixty-ninth session of the General Assembly the establishment of a working group to complete the process on a draft comprehensive convention on international terrorism.",1
"1195","Timor-Leste continues to face important challenges in reducing poverty and creating employment opportunities, particularly for its young population.",0
"1196","''The Security Council highlights the importance of the recommendations of the Financial Action Task Force in supporting the implementation of resolutions 2170 (2014) and 2178 (2014), including its recommendation to States to implement both incoming and outgoing currency declaration/disclosure systems and other measures to address the threat posed by some foreign terrorist fighters and their supporters acting as cash couriers to terrorist organizations.",1
"1197","Security alerts are issued on a regular basis to update staff on the situation and to communicate instructions on the security measures in place.",0
"1198","7. Of course, the United Nations does not have a monopoly on mediation.",0
"1199","UNIFEM, UNFPA, strengthen strategies in post-conflict countries to address the gender dimensions of reconstruction through evaluation and transition mechanisms.",1
"1200","""The Security Council recalls its support for the efforts of the Secretary-General to establish the Special Tribunal for Lebanon as soon as possible as a means of ending impunity in Lebanon and preventing further assassinations in Lebanon.",1
"1201","A few of its members became involved in small-scale lobster fishing by means of capital provided by this regulation.",0
"1202","Expenditure on goods and services continues at lower levels than expected for this period of the year.",0
"1203","4. In a tragic incident on 4 April, an aircraft chartered by MONUSCO crashed as it landed in Kinshasa.",0
"1204","17. The situation in the Great Lakes region (1 November 1996; 25 July 2013).",0
"1205","The members of the Council also stressed the importance of serious engagement of the parties with IGAD in its mediation efforts and respect for the Agreement on Cessation of Hostilities in the search for an early return to peace and stability in South Sudan.",0
"1206","It stresses the importance of building the capacity of an effective and professional national police in Haiti.",0
"1207","Members of this delegation agreed with Prime Minister Seniora to ""initiate the organization of the armed Palestinian presence in the camps in order to ensure security.""",1
"1208","3. The situation in Cyprus (27 December 1963; 24 January 2013).",0
"1209","20. Decides to remain seized of the matter.",0
"1210","(n) To consult with the intelligence and security services of Member States, including through regional forums, with a view to facilitating the exchange of information and enhancing the enforcement of measures;",1
"1211","Many States are also investing in social programmes to improve understanding and prevent radicalization and potential recruitment of terrorists, and to some extent have engaged in counter-terrorism dialogue.",1
"1212","Members of the Council were concerned about reports of an attack by the Congolese armed forces on the province of the Equator, called for an immediate end to the fighting and called on all parties to exercise restraint.",0
"1213","Paragraph 4 of resolution 1624 (2005) emphasized that ""States, when taking any measures to implement paragraphs 1, 2 and 3 of the resolution, must ensure compliance with all their obligations under international law, in particular international human rights law, refugee law and humanitarian law.""",1
"1214","The Union of Islamic Courts has come to fill the void left by the Alliance.",0
"1215","27 June 2002 and Supplement 25 September 2002",0
"1216","In this context, Council members stressed the need to draw lessons from the armed confrontation that followed the presidential elections held in the country in 2010.",0
"1217","The other major success of that group is its survival, but its ranks are declining and, over time, its prominent leaders will be arrested or killed.",0
"1218","39. Victims of trafficking subject to deportation orders continue to receive assistance from the shelter programme managed by the institution-building component.",0
"1219","68. I welcome the progress made in the clearance of mines and explosive remnants of war in Western Sahara.",0
"1220","4. The Security Council, by its resolution 1521 (2003), also established a Committee to oversee the implementation of the measures, and a group of experts was established to provide the Committee with information on the implementation of the measures and the progress made towards meeting the conditions for lifting the sanctions.",0
"1221","""The Security Council urges the Governments of the Democratic Republic of the Congo and Rwanda to respond without delay to the efforts of MONUC under its current mandate to establish, as soon as possible, a joint mechanism to verify their common security situation, including cross-border movements.",1
"1222","92. The Commission of Inquiry recommends that both States and civil society organizations promote opportunities for dialogue and communication between the two peoples in the areas of culture, work, sport, good governance and economic development that provide opportunities for citizens of the Democratic People &apos; s Republic of Korea to exchange information and learn about the experiences of other countries.",1
"1223","The Popular Defence Forces (PDF) are fighting alongside the regular armed forces.",0
"1224","69. As peace talks between the Malian parties continue in Algiers, facilitated by the mediation team led by Algeria, I call on all parties to negotiate in good faith a comprehensive, sustainable and implementable peace agreement that addresses the root causes of the conflict.",1
"1225","The signatories also pledged to conduct an open and fair electoral campaign and to establish a parliamentary committee on corruption during the next session of Parliament.",1
"1226","Thus, the States of that region face a serious transnational terrorist threat that requires concerted and coordinated regional efforts to address.",0
"1227","In addition, he was received in Nouakchott on 14 February by the President of the Republic of Mauritania, Sidi Mohamed Ould Sheikh Abdullah, and met with the Minister for Foreign Affairs and Cooperation, Mohamed Salek Ould Mohamed El Amin, and other senior government officials.",1
"1228","""The Security Council recognizes the need to prevent and suppress the financing of terrorism and terrorist organizations using, inter alia, the proceeds of organized crime, including the illicit production of and trafficking in narcotic drugs and their chemical precursors, and the importance of continued international cooperation to that end.",1
"1229","2. Visa applications and other travel documents",0
"1230",":: Highlighting the importance of the women, peace and security agenda in addressing discrimination, human rights violations and obstacles to the protection and justice of refugees, internally displaced persons and stateless women and girls at all stages of the displacement cycle",1
"1231","Members expressed their readiness to consider, in due course, updated reports on planning for a smooth transition to the Framework for Assistance in Sustainable Development by the end of the mandate of the Office in May 2006.",1
"1232","1. Commends the continued efforts of the African Union, in particular President Olusegun Obasanjo of Nigeria, President Thabo Mbeki of the Republic of South Africa, the African Union Mediator, the Economic Community of West African States and the leaders of the region to promote peace and stability in CÃ´te d &apos; Ivoire, and reiterates its full support for these efforts;",1
"1233","The role of political coordinators had changed significantly in the past 10 years and was becoming a more formal and institutional part of each delegation.",1
"1234","12. Calls upon States to act vigorously and decisively to stem flows of funds, other financial assets and economic resources to individuals and entities on the Al-Qaida Sanctions List, as requested in paragraph 1 (a), taking into account the relevant recommendations of the Financial Action Task Force on Money Laundering, international standards designed to prevent the misuse of non-profit organizations, alternative/informal systems used for the transfer of funds, and in-kind cross-border movement of currencies, while at the same time mitigating the impact of legitimate activities through these means;",1
"1235","2. Weapons of Mass Destruction Act 2005 (Section 9)",0
"1236","The Chairman of the Group, JosÃ© Ramos-Horta, took the lead in the discussions on behalf of the Group, noting that during the early stage of its work the Group would focus on hearing the views of all Member States as contributing collectively to peace and security, with consultations also covering the committees of the General Assembly, regional organizations and troop- and police-contributing countries.",1
"1237","The parties informed the mission that they were convinced that the Ouagadougou Agreement had ended the armed conflict and that the ongoing political crisis could not be resolved through the holding of elections.",1
"1238","The Secretariat-General has submitted this matter to the Council of Ministers of Transport in order to give it priority in dealing with Arab transport issues.",0
"1239","""The Security Council expresses its appreciation to the countries participating in the United Nations Stabilization Mission in Haiti (MINUSTAH) and hopes that those countries that have pledged troops and civilian police will do their utmost to expedite the early deployment of their personnel.",1
"1240","Under this amendment, which is consistent with the provisions of article 5 of the Council of Europe Convention on the Prevention of Terrorism, offenders are liable to 30 years &apos; imprisonment.",0
"1241","However, this process has lost momentum due to a decline in momentum generated by the attacks of 11 September 2001 in the United States of America.",0
"1242","""The Security Council expresses its sincere appreciation to the President and the Prosecutor of the Special Court for Sierra Leone for their briefing to the Security Council on 9 October 2008.",1
"1243","The rapid deterioration of the economic situation, exacerbated by the continuation of the conflict, is also a matter of concern.",0
"1244","It is estimated that more than half a million children have been affected by the ongoing conflict in southern Sudan.",0
"1245","When dealing with the situation in Haiti within the framework of the United Nations, almost all attention is always focused on so-called security issues, which in practice reduces the urgent attention required to the country &apos; s serious structural, economic and social problems.",0
"1246","In conclusion, a presidential statement (S/PRST/2004/16) was adopted, in which the Council called upon Member States to provide political and financial support, as well as civilian and military personnel, to allow the many operations to begin in the best conditions and effectively advance their respective mandates.",0
"1247","(a) Encourage States to strengthen the capacity of their regimes to combat money-laundering and the financing of terrorism, with particular emphasis on regulatoryizing alternative remittance systems and charities;",1
"1248",":: There is a need for a more consistent follow-up to the findings and recommendations of fact-finding mechanisms in order to ensure their effectiveness and credibility and to meet the expectations created by their establishment, particularly among victims.",1
"1249","Law ""On the State Revenue Service""",0
"1250","Conduct a comprehensive training course for all country representatives on humanitarian issues with a focus on gender awareness.",0
"1251","30 March 1999 Resolution 1232 (1999)",0
"1252","With regard to further cooperation, it was suggested that the impact of the INTERPOL network should be increased through, for example, regional mechanisms for the exchange of information with law enforcement officials, as well as enhanced guidance on implementation.",1
"1253","This mechanism ensures that the listed party does not control the assets of the business and is unable to transfer its revenues in support of terrorism.",0
"1254","30. In view of the suspension of multilateral funding, the Government of CÃ´te d &apos; Ivoire is dependent on the cocoa crop to maintain its financial capacity to meet its debts and to pay its civil servants, including the army, and cocoa has an important role to play in financing the Government &apos; s non-budgeted or extrabudgetary military procurement efforts.",0
"1255","4. Syria affirms its unequivocal rejection of any attempt to link a particular religion with terrorism and affirms that terrorism has no faith, culture or religion in conformity with international conventions and the legitimacy of human rights and the principles and purposes of the Charter.",0
"1256","The issue of weapons was specifically referred to during the meeting held on 21 May, as outlined in paragraph 93.",1
"1257","The two leaders have laid the foundations for a sustained dialogue between Lebanon and the Palestinians, which, in my view, represents an important step towards the decisive overcoming of a difficult past and towards the reaffirmation of Lebanon &apos; s sovereignty and political independence.",1
"1258","Council members agreed that the root causes of the conflict needed to be addressed and coordinated responses were needed, involving all relevant United Nations organs.",1
"1259","Incidents of detention of civilian populations, coupled with arbitrary executions, as well as the death of civilians as a result of indiscriminate air attacks by Government forces were also reported.",0
"1260",":: Fully play its part in regional seminars and activities that contribute to raising awareness and promoting the implementation of resolution 1540 (2004) and increase efforts to raise awareness among parliamentarians and other high-level decision makers",1
"1261","During the closed consultations that followed, Council members stressed the importance of further efforts to advance security sector reform and the establishment of democratic and effective national institutions.",1
"1262","""The Security Council reiterates that ending impunity is essential for national reconciliation in Haiti.",1
"1263","10. Invites the Secretary-General to report to the Security Council on opportunities and challenges for cooperation between the United Nations and regional and subregional organizations in the maintenance of international peace and security, and encourages the Secretary-General to explore with international organizations the possibility of concluding agreements to establish a framework for the cooperation of regional organizations with and contributions to United Nations-led peacekeeping operations, taking due account of previously identified guidelines for cooperation between the United Nations and certain regional organizations;",1
"1264","He also visited the refugee camp in Laayoune.",1
"1265","A stronger link between security sector reform and the lifting of the arms embargo, where appropriate, may provide a viable incentive for such reform to succeed, as well as an important factor in preventing the recurrence of conflicts in fragile post-conflict situations.",1
"1266","The soldiers, who were armed with M16 weapons and rifle-propelled grenades, were then subjected to heavy fire from automatic weapons from the east; they responded violently to those fire, including several Bedouin bombs, and were reinforced by soldiers from the armed forces throughout the day.",0
"1267","70. Within the framework of the Counter-Terrorism Implementation Committee working group on countering the financing of terrorism and its global initiative on protecting non-profit organizations from being exploited in terrorism, the Directorate organized a regional workshop for Member States from East Africa in Nairobi in March 2012, which discussed national practices and identified deficiencies in oversight in the non-profit sector of the non-profit organization sector with regard to specific risks in the area of terrorist financing.",1
"1268","12. On 7 December 1998, at 1407 hours, a United States formation dropped a firearm on the Ta &apos; liev area of Ninawa Governorate and exploded in the air.",0
"1269","The United States urges the United Nations and the Haitian National Police to redouble their efforts in vetting students.",0
"1270","73. The situation in Georgia (8 October 1992; 15 June 2009).",0
"1271","To be held on Thursday, 15 June 2006, at 10.10 a.m.",0
"1272","To be held on Friday, 17 October 1999, at 10.45 a.m.",0
"1273","(a) The distinction between combatants and civilians, and the protection of civilians against violence, in particular attacks on life and physical integrity, in particular murder (this rule has been reaffirmed in some agreements concluded by the Government of the Sudan with the rebels);",1
"1274","(c) those contained in document S/2006/815, except for the supply, sale or transfer of items referred to in category II, section 19.A.3.",0
"1275","24. The Committee will consider the information provided by the Executive Directorate that it continues to pay close attention to resolution 1624 (2005) in the context of its dialogue with Member States; working with those Member States, in accordance with their obligations under international law, to develop strategies that include addressing incitement to commit terrorist acts motivated by extremism and intolerance associated with violence; and facilitating technical assistance for the implementation of resolution 1624 (2005).",1
"1276","The Chair took note of the invitation of the country task force on monitoring and reporting to the Working Group to visit South Sudan and suggested that the working group issue a press statement on the meeting, in line with the terms of reference of the group.",1
"1277","9. Operational change. Complex, simultaneous and multiple strikes, such as the Arlette and Agadez attack in Niger on 23 May 2013, indicate that Al-Qaida-affiliated communities are seeking to follow the basic directives of Al-Qaida calling for ""amazing"" incidents.",0
"1278","This attack, which took place at the funeral ceremony of the nine Niger soldiers of the United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA) in the presence of the Under-Secretary-General for United Nations Peacekeeping Operations, HervÃ© Ladsous, is a provocative act by terrorists aimed at creating fear and chaos in the Mission.",0
"1279","All installed centrifuges are IR-1.",0
"1280","""Government case"" (joinder) trial commenced on 5 November 2003.",0
"1281","16. Reiterates the importance of all Member States submitting to the Committee the names of members of Al-Qaida and the Taliban or associated with Usama bin Laden and individuals, groups, undertakings and entities associated with them for inclusion in the Committee &apos; s list, unless to do so would prejudice investigations or enforcement actions;",1
"1282","Note 11 Investigations of the Independent Inquiry Committee",0
"1283","6. Urges States and all parties to armed conflict to make every effort to prevent violations of international humanitarian law against civilians, including journalists, media personnel and associated personnel;",1
"1284","Church of St. Nicola, Sredsky/Sredska, Prizren/Prizren",0
"1285","The document was intended to serve as a leaked report to Mr. Walker, the diplomatic correspondent for The Sunday Times in London.",0
"1286","18. The situation in the occupied Arab territories.",0
"1287",":: The Security Council could be more effective in encouraging States to do more to investigate and prosecute serious violations of international humanitarian law. How can this be assessed? How can the Council ""stimulate"" States to take action on impunity?",1
"1288","95. In the light of the continuing pattern of human rights violations in CÃ´te d &apos; Ivoire over the past years, the international community may also wish to consider the need to establish an independent human rights mechanism of the United Nations Commission on Human Rights (special country rapporteur or independent expert), which could be mandated to report, also to the General Assembly, on progress made in the effective implementation of international human rights norms and their translation into national practices, as well as to end impunity and ensure the rule of law in CÃ´te d &apos; Ivoire.",1
"1289","18. In Beni, both local authorities and civil society called for more effective participation of the UNOMIL force in military operations against the coalition, including through unilateral operations.",1
"1290","5. On 17 July 2006, the Sixth Summit of Heads of State and Government of the Community of Portuguese-speaking Countries (CPLP) was successfully held in Bissau.",0
"1291","""Report of the Secretary-General on the situation in Somalia (S/2008/466).""",0
"1292","The Monitoring Team recommends that the Committee establish minimum standards for the identification of listed individuals and facilitate its de-listing procedures if there is sufficient evidence to consider that the holders have died.",1
"1293","Reiterating its request to the Office of the United Nations High Commissioner for Refugees to continue its consideration of a refugee registration process in the Tindouf refugee camps,",1
"1294","""The Security Council recognizes the important role of the good offices of the Secretary-General and encourages the Secretary-General to continue to use mediation wherever possible to assist in the peaceful resolution of disputes and to work closely and coordinate with relevant regional and subregional organizations in this regard, as appropriate.",1
"1295","The situation in the India/Pakistan subcontinent (see S/10435, S/10462, S/10471 and S/10479).",0
"1296","Developments during the reporting period",0
"1297","Lists containing the names and serial numbers of the weapons have been established, but the recipients have not signed for the weapons.",0
"1298","25. Reiterates its invitation to the Secretary-General to continue to transmit relevant information and analysis on the protection of civilians to the Council, if he considers that such information or analysis may contribute to the resolution of the issues before it, requests him to continue to include, as appropriate, observations on the protection of civilians in armed conflict in his written reports to the Council on matters of which he is seized, and encourages him to continue consultations and to take concrete steps to strengthen the capacities of the United Nations in this regard;",1
"1299","Furthermore, the participants agreed to step up pressure to disarm militias operating in the eastern part of the Democratic Republic of the Congo and to negotiate bilateral treaties for the exchange of criminals from the remaining militia leaders.",1
"1300","""The Security Council takes into account the need to continue to explore with international, regional and subregional organizations and arrangements the exchange of experiences and lessons learned in the areas covered by resolution 1540 (2004) and the availability of programmes that can facilitate the implementation of the resolution and areas in which they can assist, including through the designation of a focal point or coordinator for the implementation of resolution 1540 (2004).",1
"1301","""The Security Council remains deeply concerned about the threats of terrorism and the possibility for non-State actors to acquire, develop, traffic in or use weapons of mass destruction and their means of delivery.",0
"1302","The members of the Council also looked forward to a follow-up meeting of the Ethiopian authorities in The Hague in the near future with a view to determining the modalities for the speedy implementation of the delimitation decision.",1
"1303","A photograph of this marking is contained in appendix F.",0
"1304","Ensure continued dialogue with troop- and police-contributing countries on increasing women &apos; s participation in national contingents, including through the organization of meetings to review best practices in promoting gender balance and gender mainstreaming in the work of uniformed personnel in peacekeeping operations.",1
"1305","At that time, hundreds of thousands of Kosovo Albanians returned to Kosovo and began rebuilding their lives. Most Kosovo Serbs had fled their homes.",0
"1306","The parties shared the contents of the document with their constituencies, including Malian refugees residing in Mauritania and the Niger.",1
"1307","The Government has received revenues in excess of $59,000 from those exports.",0
"1308","They welcomed the courage and commitment of troop- and police-contributing countries to MINUSMA and called for continued bilateral support for the training and equipping of MINUSMA troops and police personnel.",0
"1309","In this regard, in a letter dated 1 August 2008 addressed to the President of the Security Council, the Committee submitted its recommendations to the Security Council on the imposition of measures targeting individuals and entities designated by the Committee.",0
"1310","11. Encourages efforts to ensure the development of peaceful uses of nuclear energy by countries wishing to maintain or develop their capabilities in this area, within a framework that reduces the risk of proliferation of nuclear weapons and adheres to the highest international standards of safeguards, security and safety;",1
"1311","Judgements in the Nchamihigo and Bikindi cases are expected to be delivered in the first half of 2008.",0
"1312","Call upon parties to armed conflict to take appropriate measures to refrain from and prevent acts of sexual violence and to protect all persons from all forms of exposure, including:",1
"1313","The European Union stressed that any Somali national military force should be established within the framework of the national security and stability plan and in line with the statement of the President of the Security Council of 14 July 2005.",1
"1314","Reaffirming also its resolutions 1368 (2001) of 12 September 2001 and 1373 (2001) of 28 September 2001, and reiterating its support for international efforts to eradicate terrorism, in accordance with the Charter of the United Nations,",1
"1315","106. UNOCI also agreed on 21 February 2005 to allow FACI to conduct two ground tests of engines and systems, for one hour on the last Wednesday of each month, of its Mi-24P (TU-VHO) aircraft, which would not be armed and would be outside its hangar at the Abidjan airbase, under the control of UNOCI.",1
"1316","Report of the Secretary-General on the United Nations Stabilization Mission in Haiti (S/2012/128).",0
"1317","Mark Feltmann, director of Daniel Chikron Eastern Europe, used a Lithuanian company to move vehicles from Minsk to the port of Klaipeda in Lithuania.",0
"1318","The Panel has taken note of some of the findings of other panels of Commissioners, as endorsed by the Governing Council, regarding the interpretation of relevant Security Council resolutions and Governing Council decisions.",0
"1319","The international community must assume responsibility for the protection of civilians in Darfur and put an end to the impunity currently prevailing there.",1
"1320","Reaffirming the need to combat by all means, in accordance with the Charter of the United Nations and international law, including applicable international human rights law, refugee law and humanitarian law, threats to international peace and security caused by terrorist acts, and stressing in this regard the important role of the United Nations in leading and coordinating such efforts,",1
"1321","While the measures described in the present report are expected to enhance the Mission &apos; s ability to monitor compliance with the Agreement, the parties have a responsibility to ensure that no violations are committed by their military/security forces.",1
"1322","I have the honour to transmit herewith the concept paper for the meeting of the Security Council on counter-terrorism to be held on 27 September 2010 (see annex).",1
"1323","3. Thoraya McKay El Khader Toto",0
"1324","The UNOCI police component also provides technical support and advice to the integrated command centre on security sector reform.",0
"1325","13. Urges the international community to provide support and assistance to enable States to fulfil their responsibilities with regard to the protection of refugees and other persons protected under international humanitarian law;",1
"1326","Calls upon all parties to the armed conflict in [the country concerned], including elements of [a particular armed group], to issue clear orders prohibiting sexual violence, and also calls upon those parties to make and implement specific commitments to investigate in a timely manner alleged abuses in order to hold perpetrators accountable, consistent with Council resolution 1960 (2010), and to facilitate immediate access to available services for victims of sexual violence;",1
"1327","5. Affirms that the requirements of paragraph 1 (a) above apply to financial and economic resources in all their forms, including, but not limited to, resources used to provide Internet publishing or related services to support those on this list, as well as other individuals, groups, undertakings and entities associated with the Taliban in threatening peace, stability and security in Afghanistan;",1
"1328","(v) Continue dialogue and exchange of information with designated focal points or coordinators on issues related to their contribution to the implementation of resolution 1540 (2004);",1
"1329","(5) The decision of the Supreme Soviet of 5 May 1993 on Ukraine &apos; s participation in the Convention on the Physical Protection of Nuclear Material;",0
"1330","Welcoming and expressing support for the steps taken to conclude nuclear-weapon-free zone treaties, and reaffirming its conviction that the establishment of internationally recognized nuclear-weapon-free zones on the basis of arrangements freely arrived at among the States of the region concerned, in accordance with the guidelines established by the United Nations Disarmament Commission in 1999, supports global and regional peace and security, strengthens the non-proliferation regime and contributes to the achievement of the objectives of nuclear disarmament,",1
"1331","The Counter-Terrorism Committee has received the attached fifth report from Mexico submitted pursuant to paragraph 6 of resolution 1373 (2001), together with an account of the efforts made by Mexico in response to resolution 1624 (2005) (see annex).",0
"1332","20. Sub-condition 43.3 provides that:",0
