"ar_en_DEEP"	"VerCoop"
"6 - Urges States and all parties to the armed conflict to do everything possible to prevent violations of international humanitarian law against civilians, including journalists, media personnel and associated individuals;"	1
"Moreover, the negative impact of the crisis is also evident beyond Libya’s borders and not only on the African continent."	0
"During the ensuing closed consultations, Council members stressed the importance of making additional efforts to advance security sector reform and establish democratic and effective national institutions."	1
"Other listed groups, such as Lashkar-e-Tayyiba (QE.L.118.05), train and recruit themselves in Taliban-controlled areas of Pakistan."	0
"61 - As I look to the future, I call on the parties to the peace process - the Government of Mali and the armed groups represented - to seize the opportunity of the pause in negotiations, to demonstrate their political leadership and to find the compromises necessary to reach an agreement in Algiers."	1
"The Council requests the Secretary-General to continue to provide and disseminate guidance on responding to sexual violence in order to include it in the pre-deployment training and induction training of military and police personnel, and to assist missions in developing case-specific procedures to address sexual violence at the field level and to ensure the provision of support Technical assistance to troop- and police-contributing countries to make guidance on addressing sexual violence part of the pre-deployment training and induction training of military and police personnel."	1
"Given these groups' long-standing hostility to the United Nations, this suggests a continuing threat to mission personnel."	0
"Much of this money was transferred to non-Liberian locations."	0
"The report should also identify contributions that the Council can make towards the effective implementation of existing humanitarian law. The report should examine whether there are any significant gaps in existing legal rules, by reviewing recent reports on this matter."	1
"I am pleased to note that the Council recognized the importance of increasing coordination and information exchange between the parties concerned with monitoring the arms embargo."	1
"Calling on parties to armed conflict to take appropriate measures to refrain from and prevent acts of sexual violence and to protect all persons from exposure to all its forms, including the following:"	1
"The Security Council met at ministerial level on 22 September to consider civilian aspects of conflict management and peacebuilding."	1
"25 - Reiterates its call on the Secretary-General to continue to transmit relevant information and analysis on the protection of civilians to the Council, if it is of the opinion that such information or analysis may contribute to resolving the issues before it; Requests him to continue, as appropriate, to include observations related to the protection of civilians in armed conflict in his written reports to the Council on matters before it, and encourages it to continue to undertake consultations and take specific steps to strengthen the capabilities of the United Nations in this regard;"	1
"1 - If the offender is an employee who takes advantage of his position;"	0
"36. The Chairman also plays an important role during Committee meetings by encouraging members to clarify their positions on items when these positions are at odds with those of other States, and by taking the initiative to propose that the names of persons believed to be deceased, or items on the List for which there are no identifiers, be removed from the List. ."	1
"2-Maoist Communist Party of Nepal"	0
"22. Calls upon the Government of the Democratic Republic of the Congo, with the support of the international community and MONUC, to urgently develop and implement a comprehensive national strategy for security sector reform, based, inter alia, on the outcomes of the round table on the security sector held in February 2008, with a view to establishing professional security organizations in the areas of defence, police and justice that protect civilians and are well-managed and operate in accordance with the Constitution and with respect for the rule of law, human rights and international humanitarian law, urges the Congolese Government to ensure the sustainability of support from its partners in this area, in particular by giving priority to the reform of the management and command structures of the FARDC and other security forces, and reiterates its appeal to the Congolese authorities to establish a screening mechanism that, when selecting candidates for official positions, including key positions in the armed forces, the national police and other security services, takes into account the candidatesâ previous conduct with respect for international humanitarian law and human rights;"	1
":: Some members of the Security Council called on member states that have not yet joined the agreements and protocols on counter-terrorism negotiated under the auspices of the United Nations to do so."	1
"Some Member States reaffirmed the need for stronger coordination among United Nations entities concerned with counter-terrorism."	1
"55 - The India-Pakistan Question (6 January 1948; 5 November 1965)."	0
"(b) What is meant by the word suburbs? What areas does it include?"	0
"The Committee seeks to ensure that the Consolidated List is dynamic and responsive to the changing threat of Al-Qaida and the Taliban."	1
"One speaker stressed that the consistency of actions taken by committees and working groups, especially those dealing with counter-terrorism, should be maintained, as well as reaffirmed in Security Council resolutions."	1
"(a) To become parties, as a matter of urgency, to all relevant international conventions and protocols relating to terrorism, in particular the 1999 International Convention for the Suppression of the Financing of Terrorism, and to support all international initiatives taken to this end, and to make full use of the sources of assistance and guidance that are now available. ;"	1
"The parties informed their constituencies, including Malian refugees residing in Mauritania and Niger, of the content of the document."	1
"The representative of Israel welcomed the adoption of the resolution and stressed the need to make further efforts to fully implement the provisions of resolution 1701 (2006), including those relating to the disarmament and dismantling of Hezbollah and other militias."	1
"Arrangements are currently being made to find places in Four-Liberté, Les Cayes, Jacmel, Hinche and Saint-Marc."	0
"Requests all relevant actors, when negotiating and implementing peace agreements, to take a gender perspective, including, inter alia: (a) Taking into account the special needs of women and girls during repatriation and resettlement and those related to rehabilitation and reintegration post-conflict reconstruction; (b) Take measures that support women's local peace initiatives and indigenous conflict resolution processes, and measures that include women in all mechanisms for implementing peace agreements; (c) Take measures to ensure the protection and respect for the human rights of women and girls, in particular those relating to the Constitution, the electoral system, the police and the judiciary;"	1
"(v) Continue dialogue and exchange of information with designated focal points or coordinators on matters related to their contribution to the implementation of resolution 1540 (2004);"	1
"âThe Security Council encourages the Mission to continue working, in coordination with the Government of Iraq, to ââhelp create conditions conducive to the voluntary, safe, and sustainable return of Iraqi refugees and internally displaced persons, and welcomes the increased attention of all concerned to this issue."	1
"6 men were killed and buried in one grave."	0
"Other than those operational matters, the Ombudsman treats requests confidentially as a matter of policy."	1
"The Group believes that the ban could have the greatest impact on these and other high-priority threats, such as the use of man-portable air defense systems, if it were more closely linked to other counter-proliferation and arms control regimes."	0
"The Chairman of the Group, JosÃ© Ramos-Horta, led the discussions on behalf of the Group, indicating that the Group will focus during the early phase of its work on listening to the views of all Member States as they collectively contribute to peace and security, with the consultations also including General Assembly committees and regional organizations. And countries contributing military forces and police units."	1
"There were comprehensive and difficult discussions lasting more than 54 hours on the issue of the fact-finding team in the Jenin refugee camp."	1
"It is necessary to stress again in this regard that when considering whether the killing of civilians constitutes a war crime or a crime against humanity, the presence of non-civilian individuals does not deprive the population of its civilian character."	1
"43. Other sources of financing remain significant, including proceeds from transnational organized criminal activities including smuggling and human trafficking."	0
"In this regard, the Council commends the efforts made so far by Uganda, the Central African Republic, the Republic of South Sudan and the Democratic Republic of the Congo to put an end to the threat posed by the Lord's Resistance Army, and urges continued efforts by these countries, as well as other countries in the region."	1
"The police fired tear gas to disperse supporters of both parties who were throwing stones in the streets."	0
"There is one country that has neither developed a strategy to combat terrorism nor established the required organizational structures."	0
"35. On 5 September 2011, the Electoral Parties Registration Commission held a workshop on legal reform, during which participants reviewed the mandate of the Commission and, inter alia, recommended revisions to the Political Parties Act 2002 to give this Commission the legal authority to enforce the Code of Conduct for Political Parties."	1
"11 - The two parties stressed the importance of carrying out this new phase with the support of regional and international partners, and they call on these partners to support and support these efforts made in pursuit of the goals set by the international community, which aim to preserve Maliâs territorial integrity and sovereignty and consolidate its national unity."	1
"On November 5, 2014, regime forces targeted Hazrma Primary School in the Damascus countryside, wounding a child."	0
"The situation in Angola (see: S/25070/Add.4, 10, 17, 22, 23, 28, 37, 44 and 50; S/1994/20/Add.5, 10, 21, 25, 31, 35, 38, 42, 43, 48; S/1995/40/Add.5, 9, 41, 81, 13, 04, 05; S/1996/15/Add.5, 61, 81, 72, 04, 94; S/1997/40/Add.4, 8, 11, 21, 51, 62, 92, 43, 93, 43; S/1998/44/Add.4, 11, 17, 20, 23, 25, 26, 32, 37, 41, 48, 51, 52; See also S/19420/Add.51; S/22110/Add.21; (S/23370/Add.12, 27, 37, 40, 43, 48, 51)"	0
"43. The experts of the Security Council Committee established pursuant to resolution 1540 (2004) held discussions with the United Nations Interregional Crime and Justice Research Institute and the United Nations Institute for Disarmament Research on programs and activities that could be organized to support the effective implementation of resolution 1540 (2004)."	1
"This will include refining the concept of operations so that the force becomes more flexible and mobile, and can anticipate or respond to crises quickly, while eliminating redundancies."	0
"In May 2000, Turabi led a split from the National Congress that resulted in the creation of a new party called the Popular Congress."	0
"It is recommended that United Nations contributions to the stabilization agenda be harmonized and coordinated within the framework of the next revision of the United Nations Development Assistance Framework."	0
"54. The âlike-mindedâ States suggested that the Committee change its decision-making procedures to allow for a majority vote rather than consensus when considering removing an entry from the list after the review period, which they proposed to reduce to two years."	1
"The livestock owned by the villagers were also stolen."	0
"The following is a brief overview of those reports, illustrating the framework of the fact-finding mission and investigations undertaken by the Committee. In the sections that follow this overview, individual incidents will be presented according to the type of violation or international crime identified."	0
"Scheduled for Wednesday, 11 June 2008, at 10 a.m"	0
"In a region that is complex and vital for the maintenance of international peace and security, the authorities face great difficulties and constraints when responding to the demands and aspirations of a people eager for reform."	0
"Currently, there are about 3 million people suffering from severe or moderate food insecurity."	0
"In early 2008, the Front began a series of operations focused mainly in the area between Marka, Balidogli and Belet Wen."	0
"On 15 December 2010, the Center hosted a meeting of experts from member states of the African Union to study a draft model law to combat the phenomenon of terrorism, with the aim of harmonizing national legislation and giving UN resolutions against terrorism binding force."	1
"We condemn the repeated terrorist rocket attacks on Israeli civilian targets."	0
"25. Recognizing the particular need to coordinate its work with the Executive Directorate of the Counter-Terrorism Committee and other relevant bodies, in areas where States may feel burdened by Security Council requests for information, the Group has developed a joint strategy with the Executive Directorate and experts supporting the established Committee. Pursuant to resolution 1540 (2004), to address problems faced by States that have not yet submitted the reports required by the three committees."	1
"(c) Support the efforts of the Government of [affected country] to ensure the protection of civilians from violations of international humanitarian law and human rights abuses, including all forms of sexual and gender-based violence, to promote and protect human rights, and to combat impunity, including through the implementation of the Governmentâs âzero tolerance policyâ for cases of disciplinary breaches and violations of human rights and humanitarian law committed by members of the security forces, in particular newly integrated personnel;"	1
"16 - Reiterates the importance of all Member States submitting to the Committee the names of members of Al-Qaida and the Taliban or those associated with Osama bin Laden and the individuals, groups, institutions and entities associated with them for inclusion in the Committeeâs list, unless this prejudices investigations or enforcement actions;"	1
"They seek to obtain these weapons because they are small in size and make terrorists able to attack safely from a distance and cause great damage."	0
"57- So far, about 20,000 homes have been rebuilt this year, with support from donors, for affected families whose homes were severely damaged or destroyed during the conflict."	0
"1 - The Second Academy of Natural Sciences"	0
"The results of the review were entered into the database."	0
"It is worth noting that Mr. Bemba acknowledged the validity of the accusations, after initially denying them, describing them as a slanderous campaign led by his enemies. He promised to prosecute those suspected of committing the crimes."	1
"Implementing community-targeted alternative livelihood programmes, market access, roads and maritime infrastructure that encourage fisheries and trade through development assistance will improve the sustainability of gains achieved in combating piracy."	0
"This evaluation is based on each loss element separately."	0
"âThe Security Council welcomes the significant progress achieved by Timor-Leste in strengthening the institutional and human resource capacities of State institutions, including in the security, justice and governance sectors, which play vital roles in maintaining stability and advancing democracy."	1
"Moreover, in principle, the establishment of administrative subordination between the Office of the Ombudsman and the Secretariat on substantive matters represents a direct and significant incursion into the independence of the Office, both in concept and in practice."	1
"Emphasizing that the development and maintenance of fair and effective criminal justice systems should be a fundamental pillar of any strategy to combat terrorism and transnational organized crime,"	0
"530 - In order to bring clarity to any discussion of perpetrators, two essential legal tools must be used: the categories of crimes for which they may be held responsible, and an enumeration of the different types of participation in the commission of international crimes for which different persons may be suspected of responsibility."	1
"Nicholas Williams (United Kingdom of Great Britain and Northern Ireland)"	0
"(Q.Q.: 409 D.O. (20)-30/3/2008)"	0
"(10) 1-2-14: Hantan viruses; 1-2-53: Skin lump disease virus. (All other items will be renumbered.)"	0
"The only reasonable solution is to replace the old one with a new roof."	0
"17 countries said that they do not consider themselves threatened, while three countries expressed their belief that there is no threat at the regional level."	1
"The identity of the perpetrator/perpetrators was not known;"	0
"Merrill Lynch & Co Ltd. (severed portion of 4002249)"	0
"9. This was followed by the Mwanza talks of 14 May 2000 between the Presidents of Rwanda and Uganda, who agreed to demilitarization."	1
"29. UNMIK police focused on activities to ensure that all UNMIK police and Kosovo Police Service trainees were provided with practical knowledge of international human rights standards in law enforcement."	0
"He asked key questions to guide the discussion on the Council's role in ensuring accountability, including the following: What lessons can be learned and good practices can be identified from the Council's efforts to ensure criminal responsibility? What are the challenges facing the various fact-finding mechanisms? How can greater importance be given to redress in order to achieve accountability? What additional steps can the Council take to ensure accountability for violations committed in armed conflicts?"	1
"Specific reference was made to the issue of arms during the meeting on 21 May, as set out in paragraph 93."	1
"Although a senior official in the Provisional Institutions of Kosovo and Metohija recently tried to explain this failure by citing high unemployment rates, the facts point in another direction."	0
"2 - The current 180-day phase (Phase IX) began on 6 December 2000."	0
"220. The Committee recommends that special measures be taken to ensure that the dignity of victims is preserved and that they are prevented from re-traumatizing themselves when undertaking any proceeding, whether judicial or extra-judicial."	1
"Other abductions of women were also reported in the area around El Geneina, West Darfur."	0
"(4) Temporary seizure does not apply to the following:"	0
"Finally, I call on the Security Council to stand by Nigeria in this difficult period and to provide it with any form of support it needs to avoid further destabilization and further acts of violence, especially in the northeastern states most affected."	1
"66. Strengthening rule of law institutions in Haiti, including the reform of the Haitian National Police, is essential to effectively establish internal stability and extend the scope of State authority."	0
":: July 12, 2005, Defense Minister Elias Murr was wounded, and two others were killed in a car bomb attack in Beirut."	0
"24. The Committee will consider information provided by the Executive Directorate regarding its continued attention to resolution 1624 (2005) in the context of its dialogue with Member States; It will work with those Member States, in accordance with their obligations under international law, to develop strategies that include countering incitement to commit terrorist acts motivated by violent extremism and intolerance; and facilitate the provision of technical assistance for the implementation of resolution 1624 (2005)."	1
"18 - The United Nations Global Counter-Terrorism Strategy calls for the promotion of dialogue, tolerance and understanding among civilizations, cultures, peoples and religions, and for the development of programs for education and public awareness in these fields."	1
"However, one participant wondered whether most diplomats on the Council had a habit of putting the world's interest ahead of their own national interest."	0
"27. Decides to remain seized of this matter."	0
"This may not be the same as the “beyond a reasonable doubt” standard but there is certainly a close similarity between them."	0
"49. During the famine, ideological indoctrination was used to maintain order, at the cost of which hunger worsened to a dangerous extent and famine spread."	0
"âThe Security Council commends the efforts made within the framework of the European Unionâs Operation Atalanta, NATOâs Allied Protector and Ocean Shield operations, led by NATO Member States, and Combined Maritime Forces Combined Task Force 151, led by Pakistan and Thailand. Turkey, the Republic of Korea, Denmark, Singapore, New Zealand and the United States, and the efforts of other States acting in their national capacities in cooperation with and among the Somali authorities to suppress piracy and protect vulnerable vessels transiting the waters off the coast of Somalia, and expresses its appreciation for the efforts made by Member States, including the Russian Federation and the Republic of Korea, China, Malaysia, India and Japan, which have deployed ships and/or aircraft to the region, as reported by the Secretary-General (S/2012/783)."	1
"Enver Hoxha from Kosovo said that Kosovo's independence is a non-negotiable fact and that Kosovo's institutions are open to all who seek to bring about political change through institutions, including Kosovo Serb politicians in northern Kosovo."	1
"The claimant's personal statement described in detail only a carpet decorated with pictures and accompanied by a patent."	0
"âThe Security Council calls on Sudan and Chad to respect and fully implement their mutual obligations, in particular the Doha Agreement of 3 May 2009 and the Dakar Agreement of 13 March 2008, and to interact constructively with the Dakar Liaison Group and the good offices of Libya and Qatar towards the normalization of Their relations, and to cooperate in order to put an end to the cross-border activities of armed groups and to strengthen measures aimed at combating illicit arms trafficking in the region, including through the establishment of effective joint border monitoring."	1
"All countries have put in place legislation and measures to regulate and monitor the production, sale and transfer of weapons and explosives. However, the information provided is not sufficient to evaluate the effectiveness of its implementation."	1
"20. In Indonesia, several persons involved in previous attacks have been successfully prosecuted; In recent years, groups such as the Jemmah Anshorut Tauhid and Mujahidin Indonesia Timur (not listed), led by a former Jemaah Islamiyah and Jemmah Anshorut Tauhid member, have been out of the limelight."	0
"153. This subregion has made good progress in complying with resolution 1373 (2001), particularly in combating the financing of terrorism and adopting measures related to port and airport control."	0
"âThe Security Council recognizes the important role played by women in the prevention and settlement of conflicts and peacebuilding, and emphasizes the essential role of the Governments of countries affected by armed conflict, to enhance the participation of women in the prevention and settlement of conflicts and in peacebuilding within the framework of the Women, Peace and Security programme, including This is done by consulting relevant women's organizations from the early stages of planning and prioritization work."	1
"S/RES/1828 (2008), preambular paragraph 12"	0
"(f) To cooperate with other relevant sanctions committees of the Security Council and with the committee established pursuant to paragraph 6 of its resolution 1373 (2001);"	1
"The letter included an indication that the Committee was considering the recommendations contained in the report with a view to improving the measures taken related to sanctions and improving their implementation."	1
"Omar Muhammad Mahmoud “Finish”, Minister of Religious Affairs and Endowments in the Transitional Federal Government. It controls Mogadishu port and part of Mogadishu airport"	0
"While health officials have yet to officially declare the area free of yellow fever, the campaign has been effective in largely containing the outbreak."	0
"As stated in Security Council resolution 1535 (2004) and the report of the Counter-Terrorism Committee on revitalizing its work (S/2004/124), the Counter-Terrorism Committee looks forward to establishing a close and cooperative relationship with the Executive Director and his staff with a view to strengthening the Committeeâs ability to effectively monitor the implementation of the resolution by all Member States 1373 (2001)."	1
"1 - In a statement issued by its President on 4 September 2008 (PRST/2008/33S/), the Security Council requested the Secretary-General to identify and approach States that could contribute the necessary financial resources, personnel, equipment and services to the establishment of a multinational force to Somalia."	1
"The circumstances of these killings are still unclear."	0
"The recent developments witnessed by several countries in the regional region were accompanied by changes in security structures."	0
"Council members unanimously expressed concern about the current state of the peace process and expressed their hope that the Group of Friends of the Secretary-General at its next meeting would be able to move this situation forward. Other issues"	1
"But she does not know how many people have been released and how many are still detained."	0
"The Security Council Committee established pursuant to this law"	0
"Regarding Crimea, he reported that, in addition to previously reported human rights violations, the number of enforced disappearances had increased, and he expressed concern about the kidnapping that had occurred last month in Crimea of ââfour Crimean Tatars, one of whom was found dead."	0
"In Borno State, in northern Nigeria, 4,500 cases of cholera and 70 deaths from the disease were reported in October alone."	0
"Based on the first review conducted by the Mission, a staff review team was dispatched, followed by a management evaluation team from the Department of Peacekeeping Operations, with a view to finalizing recommendations to reshape the civilian structure to better support existing planned activities and ensure greater integration between the military components and civilian, strengthening mission management."	1
"This document was leaked, as is the custom of British propaganda, to one of the team members, Mr. Taylor."	0
"While increasing international cooperation in the areas of law enforcement, intelligence and diplomacy, and improving border control systems in Member States, both contribute to making it more difficult for terrorists to travel, the way to successfully implement the sanctions regime lies in the accuracy of the details included in the Consolidated List."	0
"Coordination is currently taking place centrally under the supervision of the Federal Minister of Health."	0
"(b) Take the necessary steps to provide the greatest amount of assistance in terrorism cases to other States, and build bridges between different legal systems;"	1
"The Group took note of some of the conclusions reached by other panels of commissioners, and endorsed by the Governing Council, regarding the interpretation of relevant Security Council resolutions and Governing Council decisions."	0
"It is estimated that it will be exposed to 300 dust storms per year over the next ten years."	0
"44 - A partial solution could be to impose time restrictions for submitting reasons. This would be in line with the ombudsman mechanism in general, all stages of which are governed by strict deadlines."	1
"Scheduled for Friday, June 29, 2012, at 9:45 p.m"	0
"Specifically last month, in a statement dated May 27, 2011, Secretary-General Ban Ki-moon expressed his belief that âaid and goods destined for Gaza should be transported through the legitimate crossings and existing channels,â and explained that these fleets âcould be a source of \"Violent conflict.\""	1
"It is in its interest to do so."	0
"In addition, the Monitoring Team traveled twice to Belgium, once to attend an ICAO symposium and once to meet with representatives of the World Customs Organization; He also traveled to France to attend an expert meeting on targeted financial sanctions organized by the Financial Action Task Force and to attend the third plenary meeting of the Task Force."	1
"B. Armed Forces of the Republic of Sierra Leone"	0
"In conclusion, the challenges facing Afghanistan are enormous, but we are making progress."	0
"In particular, consideration should be given to advertising vacancies more widely by targeting professional associations and changing the wording of language-related job requirements."	1
"Projections for the current account balance indicate a surplus equivalent to 4.7 percent of GDP in 2008, thanks to an increase in the trade surplus as a result of rising commodity prices."	0
"Many international leaders, including heads of state, representatives of the United Nations, and the majority of members of the Security Council, have denounced those flotillas that headed to Gaza during the past year, and stressed the need to limit the transfer of humanitarian supplies to the region through existing channels."	1
"Transferring powers in such sensitive areas cannot succeed without a strict policy of supervision, intervention, and imposing sanctions."	0
"The African Union Special Envoy for Somalia was also appointed a member of the Facilitation Committee."	0
"Mr. Sediko stressed that even if Al-Shabaab had suffered military defeats, it still retained large numbers of its fighters and equipment, especially in rural areas, and he believed that this may be aimed at continuing long-term and asymmetric fighting."	0
"âThe Security Council stresses the importance of assisting Member States in promoting womenâs full and equal participation in electoral processes and post-conflict constitutional reforms."	1
"We are deeply concerned that the ad hoc process created for this purpose has failed."	0
"I recognize Pakistan's determination and endeavors to search for the truth and bring to justice all the financiers, perpetrators, organizers, sponsors and conspirators of this terrorist act, so that they can be held accountable for their action."	1
"84 - Four countries signed a letter of intent expressing their commitment to implementing the framework of standards for securing and facilitating global trade to ensure that shipments are not exploited for terrorist purposes, and three of them have reached an advanced stage of implementation."	0
"Background information 2014 marks the fifteenth anniversary of the Security Council's work on the protection of civilians in armed conflict."	1
"56 - The situation in Libya (22 February 2011; 12 March 2012)."	0
"It will reaffirm the zero-tolerance policy and the need for troop-contributing countries to take the necessary disciplinary and judicial measures and provide the necessary full care to the victims."	1
"Ukraine ratified the amendment on September 3, 208."	0
"80. In its tenth report, the Group recommended that the Committee in the future request from the country of residence, when contacted in the context of the review, all available information on the whereabouts, circumstances and activities of the party concerned, together with a note on any additional measures taken to prevent its support for terrorism, for the purposes of increasing the accuracy of The list and its effect (S/2009/502, para. 24)."	1
"The Council encourages neighboring countries to cooperate with the Regional Task Force in order to eliminate the threat posed by the Lord's Resistance Army."	1
"The Council stresses the need to commit without reservation to the process of integration into the armed forces, in compliance with the spirit of the inclusive and comprehensive agreement."	1
"Technical agreements have been concluded between the INTERPOL unit in Sarajevo and law enforcement agencies at the entity and state levels, enabling these police forces to directly access the INTERPOL database."	0
"The mission travelled to Daloa by land with a military escort from government forces."	0
"The three missions are also seeking to increase their cooperation regarding the rental of a high-capacity passenger aircraft for use in troop rotation operations. Establishment of a regional procurement office staffed by staff from the three missions; and improving the facility of the United Nations Organization Mission in the Democratic Republic of the Congo in Entebbe, Uganda, which already provides services to the United Nations Organization Mission in the Democratic Republic of the Congo, the United Nations Operation in Burundi and the United Nations Mission in the Sudan, to ensure that soldiers are accommodated during the transit process It serves as the main entry point for shipments destined for all three missions, among other tasks."	1
"According to a senior commander of the armed forces, border intelligence soldiers are recruited directly into the army in the same way as regular soldiers."	0
"It is also important to recognize that more than half of refugees and IDPs do not live in camps. Therefore, the discussion will also address womenâs leadership roles in non-camp settings where access and service delivery to refugees and IDPs pose additional challenges."	1
"Meanwhile, UNHCR goods were delivered from Belgrade as usual."	0
"âThe Security Council strongly supports efforts to promote national dialogue, reconciliation and broad political participation to ensure unity, peace, security and stability in Iraq."	1
"A military advisor from the Department of Peacekeeping Operations responded to questions posed by Council members."	1
"11 - Encourages efforts aimed at ensuring the development of peaceful uses of nuclear energy by countries wishing to maintain or develop their capabilities in this field, within a framework that reduces the risk of the proliferation of nuclear weapons and adheres to the highest international standards of safeguards, security and safety;"	1
"Recognizing that most States have made binding legal commitments under treaties to which they are parties, or have undertaken other obligations with the aim of preventing the spread of nuclear, chemical or biological weapons, and have taken effective measures, such as required by the Convention on the Physical Protection of Nuclear Material and the measures recommended in the Code of Conduct for the Safety and Security of Radioactive Sources established by the International Atomic Energy Agency,"	1
"It was hoped that resolutions 1521 (2003) and resolution 1532 (2004), which call for the freezing of assets, would be placed at the disposal of a national process to compensate victims, since the court's mandate does not include granting compensation to victims."	1
"âThe Security Council stresses the need to continue taking measures to prevent and suppress the financing of terrorism and terrorist organizations, reiterates the obligations of Member States in this regard, including the effective implementation of those measures, and recognizes the importance of the work undertaken by United Nations entities and other multilateral organizations, in particular the Financial Action Task Force."	0
"10 - Calls upon the Secretary-General to report to the Security Council on the opportunities and challenges facing cooperation between the United Nations and regional and subregional organizations in the maintenance of international peace and security, and encourages the Secretary-General to explore with international organizations the possibility of concluding agreements to establish a framework for cooperation of regional organizations with operations and contributions to United Nations-led peacekeeping, taking due account of previously established guidelines for cooperation between the United Nations and specific regional organizations;"	1
"17. The situation in the Great Lakes region (1 November 1996; 9 November 2009)."	0
"(a) On 14 October 2002, the editors of two newspapers close to the Ivorian Popular Front (Notre Voix and L'Actuel) were attacked and the editor-in-chief of Le Nouveau was attacked. Reveil and his team members were physically assaulted;"	0
"The Financial Intelligence Unit shares information with its counterparts abroad, both directly and through law enforcement channels."	0
"Requests all parties concerned to adhere to the international obligations applicable to them in relation to the protection of children affected by armed conflict, as well as the specific commitments they have undertaken to the Special Representative of the Secretary-General for Children and Armed Conflict, the United Nations Childrenâs Fund (UNICEF) and other United Nations agencies, and to cooperate fully with United Nations peacekeeping missions and United Nations country teams..."	1
"The Security Council calls on the Transitional Government of National Unity to begin working immediately with the International Committee for Support to the Transition and the United Nations Organization Mission in the Democratic Republic of the Congo to establish mechanisms to enhance coordination, with a view to accelerating security sector reform, adopting basic laws and preparing for elections."	0
"It is recognized that the Committee should take into account all international codes, standards and best practices relevant to the implementation of resolution 1373 (2001) while monitoring its implementation by States."	1
"Just yesterday, the Prime Minister of Georgia announced a detailed plan to resolve the conflict in another breakaway region of Georgia, the former Tskhinvali/South Ossetia region."	1
"114. The violence that occurred in Rai Koto on the afternoon of 28 April resulted in the death of one civilian, as described in paragraphs 50 and 51 above."	0
"6 - Decides that the mandate of the United Nations Mission in Côte d'Ivoire shall include:"	0
"At the end of the fourth round of negotiations in late November, there was no change in the parties' positions on the main issues."	1
"158. The Group continued to advance the work of the Committee through presentations at Columbia Law School, and through discussions with academic institutions involved in the field of counterterrorism, such as the Fourth Freedom Counterterrorism Assessment Project, the Watson Institute at Brown University, and other university institutions."	1
"In this regard, the Security Council encourages all States of the region to sign and implement the Code of Conduct as soon as possible, and calls upon them to take further effective measures at the national level to combat acts of piracy and armed robbery at sea committed in the Gulf of Guinea."	1
"43 - Recalls its decision that the requirement of States to take the measures set out in paragraph 1 of this resolution shall terminate in relation to any individual, group, institution or entity sixty days after the Committee has completed its consideration of the comprehensive report submitted by the Ombudsman, in accordance with annex II of This resolution, including paragraph 7 (h) thereof, recommends that the Committee consider delisting, unless the Committee decides by consensus before the expiry of that sixty-day period that such claim remains valid in respect of the individual, group, entity or The institution under consideration; Provided that, in the event that no consensus is reached, the President shall, at the request of a member of the Committee, submit the issue of a decision on whether to submit the name of the individual, group, institution or entity to the Security Council for a decision within a period of sixty days; It should also be taken into account, in the event of such a request, that the requirement for States to take the measures set out in paragraph 1 of this resolution remains in effect during that period with respect to the individual, group, institution or entity until the Security Council decides on the matter;"	0
"âThe Security Council welcomes the important continuing efforts made by the African Union and subregional organizations, in line with Security Council resolutions and decisions, to resolve conflicts and promote human rights, democracy, the rule of law and constitutional order in Africa,"	1
"2- Repeating the offense unless the offender is a minor."	0
"13. The Committee discussed the following key areas for potential progress: further strengthening of assistance delivery procedures; Identify and analyze assistance needs; Continue to strengthen dialogue on assistance with relevant international, regional and subregional organizations and, as appropriate, non-governmental organizations; Strengthening the capacity of the Committee and its experts to facilitate assistance; Increasing awareness of aid issues."	1
"11- Decides to remain seized of the matter."	0
"(d) Seek support, where appropriate, from United Nations peacekeeping forces and other relevant missions, as well as United Nations country teams, the International Committee of the Red Cross and, where necessary, other members of the International Red Cross and Red Crescent Movement, on training and awareness-raising on international humanitarian law, international human rights law and refugee law;"	0
"32 - Welcomes the periodic briefings provided by the Government of Afghanistan on the content of the list and the impact of targeted sanctions in deterring threats to peace, stability and security in Afghanistan, as well as support for the Afghan-led reconciliation process;"	1
"34 - Transparency is a fundamental principle guiding the work and activities of the Committee, helping to strengthen confidence, encourage greater cooperation, and raise awareness among States, relevant international, regional and subregional organizations, civil society and the private sector on issues related to resolution 1540 (2004), thus facilitating the implementation of the resolution by States. 35. Transparency and media communication are closely interlinked."	1
"B - A clear copy of the personal identity card, or residence document in the national territory;"	0
"Calling on parties to the armed conflict to take appropriate measures to respect and ensure respect for international humanitarian law and international human rights law, including by:"	1
"Another State indicated that it was preparing to establish a national human rights institution."	1
"35. Security incidents continued to occur in relation to restrictions on the mission's freedom of movement in South Sudan during the reporting period."	0
"Supporting the Democratic Republic of the Congo in its decision to seek to enhance revenue transparency in extractive industries,"	1
"It is unclear how the next payments for contingent-owned equipment, due in June, will be funded."	0
"2 - The southern region: 119 air sorties at a speed of 720-780 km/h and an altitude of 9-13 km, as details are shown below:"	0
"At the 6492nd meeting of the Security Council held on 28 February 2011 in connection with the Councilâs consideration of the item entitled âThreats to international peace and security resulting from terrorist actsâ, the President of the Security Council made the following statement on behalf of the Council:"	1
"Welcomes the commitment expressed by States, including during the general debate of the General Assembly from 1 to 5 October 2001, to combat international terrorism, and calls upon all States to become parties to international conventions and protocols relevant to terrorism as soon as possible International and encourages member states to move forward in this field,"	1
"We are concerned that the security situation remains problematic."	0
