"ar_en_TRANSFORMERS"	"MatCoop"
"Renovation of prisons and detention centres, which were in very poor condition in Kosovo, was also a top priority for the UNMIK Department of Justice."	1
"The exclusion of other forms of sexual abuse from the scope of the investigation has left a large number of allegations unattended."	1
"66. Five States have legislation criminalizing the financing of terrorism and there are currently laws against money-laundering in nine States."	1
":: Transboundary Road Transport Act, 1998 (Act No. 4 of 1998)."	0
"60. Decides to extend the mandate of the current New York-based Monitoring Team established pursuant to paragraph 7 of resolution 1526 (2004) and of its members for an additional period of 30 months, with a view to assisting the Committee in the implementation of its mandate and supporting the Ombudsperson, and to carry out, under the direction of the Committee, the responsibilities set out in annex I, and requests the Secretary-General to make the necessary arrangements for this purpose;"	1
"7. Moving from lower to higher individual family amounts"	0
"\"On 30 October 2006, the Security Council heard the Prime Minister of the Central African Republic, Mr. Elie Dot̩, and the Special Representative of the Secretary-General, General Lamine Ciss̩."	1
"Figures collected in mid-year during July revealed the return of more than 100,000 former internally displaced persons and refugees to their homes during the first half of 2010."	0
"It met in Algiers in follow-up to Algeria &apos; s efforts to bring the positions of the armed movements of northern Mali closer together with a view to meeting all the conditions for the success of future negotiations with the Government of Mali;"	1
"On 19 August (World Humanitarian Day), the United Kingdom, in its capacity as President of the Security Council, will hold an open meeting of the Council, in the form of a briefing, on the protection of humanitarian workers, under the agenda item on the protection of civilians in armed conflict."	0
"If convicted, that person has a duty to punish him or her and to provide victims with effective remedies and redress."	1
"Councillor Mohamed Hassan Rahmani (TI.R.96.01)"	0
"All States have taken steps to regulate the production, sale and transfer of weapons and explosives."	1
"Combustion alleges that a vessel, Sea Music II, was in front of the Shuaiba refinery docks on 2 August 1990 and was partially loaded with a charge of sulphur."	0
"The situation in Georgia (8 October 1992; 15 June 2009)."	0
"The administrative orders governing demobilization provide for the consideration of individual cases on special grounds, for different decision makers for the demobilization of officers and for decision makers at other levels, and for the establishment of notification procedures through contingent commanders."	0
"In this subregional context, the Office will strengthen its cooperation, in particular with the Economic and Monetary Community of Central Africa (CEMAC), the Economic Community of Central African States (ECCAS) and the Multinational Force of the Central African Economic and Monetary Community (CEMAC) in the area of security, early warning and prevention."	1
"79. There was a lesser wave after Serbia declared that the planned Southern Stram natural gas pipeline project could also serve Republika Srpska."	0
"58. In the absence of a referral medical facility in Bamako, MINUSMA took immediate action to ensure that appropriate temporary medical capabilities were provided to United Nations staff while a United Nations level II hospital was being established to compensate for facilities previously provided by the Pastor Hospital."	1
"The Secretariat-General has submitted this matter to the Council of Ministers of Transport in order to give it priority in dealing with Arab transport issues."	0
"On 12 November, the Council unanimously adopted resolution 2184 (2014), by which it renewed the authorization for States and regional organizations to combat piracy and armed robbery at sea off the coast of Somalia for an additional 12 months; stressed the need for a comprehensive response to piracy, including addressing the underlying causes of this phenomenon; called for the immediate and unconditional release of all hostages held by Somali pirates; and urged all States to ensure that counter-piracy activities take into account the need to protect women and girls, in particular from exploitation."	1
"Develop practical guidelines for integrating a gender perspective into sustainable post-crisis reconstruction and comprehensive guidelines for field reference; consider gender and land and property management in post-conflict situations; and develop a ground-based package for gender consideration in post-conflict governance programmes."	1
"(a) Continental Canstrakation Limited: US$61,017,275.19;"	0
"Rehabilitation approaches vary by State, but greater attention is being paid to sharing experiences and developing best practices in this area."	1
"(d) The Committee will ensure that any measures taken by Member States to combat terrorism comply with all their obligations under international law, in particular international human rights, refugee and humanitarian law;"	1
"Cooperation in the subregion is constantly improving, but should be further strengthened, especially in border areas, in order to strengthen controls to protect against any possible terrorist incursion and the spread of cross-border crime."	1
"Public service expenditures (SAR 2,237,549,063)"	0
"The phrase \"No. 1\" was also written using a pen made of leather and was not used in the writing of paint."	0
"2. The situation in Sierra Leone"	0
"By its resolution 1425 (2002), the Council established a group of experts on Somalia and the Monitoring Group established its successor in its resolution 1519 (2003)."	1
"It took the United States contingent more than a year to present its evidence in this case."	0
"The Framework therefore recognizes the importance of involving those movements in the peace process with a view to reaching a negotiated and expeditious settlement of the conflict involving all parties."	1
"Following a difficult investigation, the United States Government ascertained that Ahmed Abu Khattaleh was a key person in those armed attacks."	1
"3. Uranium compounds owned by the Chemistry Division of the Faculty of Science of the University of Mosul, with a total weight of 3.775 kg."	0
"The tendency to restrict its movement cannot and will not represent a definitive solution to the problem."	0
"17. Demands that all parties to the Goma and Nairobi processes respect the ceasefire and effectively implement their commitments in good faith, and calls upon all members of armed groups to lay down their arms immediately and to surrender themselves, without further delay and without preconditions, to the Congolese authorities and MONUC for their disarmament, repatriation, resettlement and/or reintegration, as appropriate;"	1
"The Security Council recalls its demand that all parties to an armed conflict comply fully with the obligations applicable to them under international law relating to the protection of civilians in armed conflict, including journalists, media personnel and associated personnel."	0
"58. The situation in the India/Pakistan subcontinent (4 December 1971; 27 December 1971)."	0
"(c) Prevent the direct or indirect supply, sale or transfer to such individuals, groups, undertakings and entities, from their territories or by their nationals outside their territories or using their flag vessels or aircraft, of arms and related materiel of all types, including weapons and ammunition, military vehicles and equipment, paramilitary equipment and spare parts for the aforementioned, as well as the provision of any technical advice, assistance or training related to military activities;"	1
"In that battle, the wounded soldiers were transferred to Burm to receive medical care."	0
"\"The Security Council stresses that Member States in the post-conflict phase should address in their national strategies, in consultation with, inter alia, civil society and its women's organizations, the specific needs and priorities of women and girls in order to improve their economic and social conditions and their participation in income-generating activities and their access to education and basic services."	1
"During the reporting period, the composition of the Joint Monitoring and Verification Group in Gao was adjusted to include all armed groups members of the Coordinating Council and the preparatory plan coalition, as well as representatives from Algeria, Chad, Mauritania and Niger, and from 19 to 22 November, the Gao team conducted a fact-finding mission to Didi on both sides of the Niger River."	1
"The members of the Council also recognized the need to establish a United Nations integrated office in the Central African Republic, as emphasized in the conclusions of a delegation of the Peacebuilding Commission following its recent visit to the country."	1
"The Internet has helped Al-Qaida to have a greater impact on the public than the relatively few operations that it has been able to implement, thus thwarting some aspects of the intended impact of the embargo."	0
"In addition, the Mission will continue to protect United Nations personnel and assets and, in accordance with its current mandate, and provided that adequate aviation assets are provided to address the violence challenging the protection of civilians during the electoral period."	1
"Reduction in amount to avoid multiple compensation (h)."	0
"Some said that, in any case, such companies should take steps to close sites that taught terrorist techniques, such as the manufacture of explosives or the use of weapons, which could cause widespread injury."	0
"Structural reforms of government institutions, including financial reforms"	0
"It was recommended that the Committee strengthen and, where appropriate, institutionalize its cooperation with international non-proliferation mechanisms, other United Nations bodies, the Group of Eight, regional and subregional organizations and nuclear-weapon-free zones, which could add value to the implementation of resolution 1540 (2004) by expanding formal and informal working relations with them."	1
"II. THE CLAIMS 14 - 46 7"	0
"The effective implementation of protection functions involves a wide range of actors and requires close consultation, including between the Security Council, the Secretariat and troop- and police-contributing countries, before the establishment of peacekeeping missions and throughout their life cycle."	1
"These investments are estimated to be approximately $30 million, although other estimates indicate a figure of $300 million."	0
"In this regard, it should be noted that that development has largely been achieved thanks to Prime Minister Gusṃo &apos; s leadership capacity and the cooperation of political parties represented in Parliament, including opposition parties, which have indicated their willingness to assist in addressing such an important national issue."	1
"Brigadier General Taur Matan Ruak refused President Gusṃo &apos; s request to attend the march and instead sent the F-FDTL Chief of Staff Colonel Lerry Anan Timor."	0
"However, that should not divert attention from the full implementation of resolution 1559 (2004) and other Security Council resolutions concerning Lebanon. The implementation of those resolutions remains the best way to ensure Lebanon &apos; s long-term prosperity and stability as a democratic State."	1
"Most States have enacted laws providing for the establishment of national aviation security authorities and the implementation of aviation security standards, but few have provided information on the implementation of relevant supplements to the Convention on International Civil Aviation."	1
"Recalls the conclusions adopted by the Security Council Working Group on Children and Armed Conflict in [the country concerned]..., calls upon all parties to cease serious violations and abuses against children in [the country concerned], urges the Government... to prepare and implement a concrete, practical and time-bound action plan to halt the recruitment and use of children, requests the Secretary-General to continue to engage in dialogue with the Government... in this regard, reiterates its request to the Secretary-General to strengthen the child protection component of [the mission] and to ensure continued monitoring and reporting of the situation of children in [the country concerned];"	0
"2. Building confidence and enhancing stability within the host State by promoting truth and reconciliation through:"	1
"(i) Strengthen the Commission &apos; s cooperation with international, regional and subregional organizations and develop ways of working with those organizations on a case-by-case basis, reflecting the varying capacity and mandate of each organization, including operational exchanges, briefings to and from the Commission and enhanced arrangements for the exchange of information;"	0
"The strategy also aims to broaden the donor community by involving countries where particularly effective counter-terrorism approaches or regulations have been developed."	1
"It is clear that final progress in these areas will require further concerted efforts by the international community, Belgrade and the people of Kosovo."	0
"Total expected revenues, at current prices, for phase V are estimated at $3.9 billion, including pipeline charges of $180 million."	0
"At the end of May, inflation stood at 7.2 per cent and is expected to reach an average of 7 per cent in 2010."	0
"28. In view of the prevailing situation, I believe that the Mission continues to play an important role in stabilizing and monitoring the ceasefire on the ground, and I would like to recommend an extension of its mandate for an additional six months, ending on 30 April 2006."	0
"In October 2009, Tajikistan established the Financial Monitoring Department (Financial Intelligence Unit) and, in November 2010, prepared a new draft law on combating money-laundering and the financing of terrorism."	1
"In the fight against terrorism, \"dual standards\" or individual steps towards the use of force may not be applied, which may threaten the cohesion of the anti-terrorist coalition and destabilize regional and global situations."	1
"It also encourages continued cooperation between Member States, the Office for the Coordination of Humanitarian Affairs, the Department of Political Affairs, the Department of Peacekeeping Operations, the Office of the United Nations High Commissioner for Refugees, the United Nations Relief and Works Agency for Palestine Refugees in the Near East, the Office of the United Nations High Commissioner for Human Rights, the United Nations Development Programme and other relevant United Nations agencies and offices."	0
"The presence of the guard force was considered critical to maintaining a climate that would prevent the impact of witnesses and allow witnesses to access the Tribunal &apos; s facilities without fear."	1
"There is a real awareness of the challenges faced by each individual country."	0
"The first ad litem judge took office on 1 September 2003 and three others arrived in October 2003."	0
"Each demobilized combatant will receive a living allowance of approximately US$ 940 of which 25 per cent will be paid at the time of demobilization; 25 per cent will be paid 45 days later; and the rest after 90 days."	1
"12. The Committee will continue to organize special meetings and events on topics and issues of common interest and concern to Member States with a view to maximizing the impact of relevant decisions and maintaining the international community &apos; s commitment to combating terrorism."	1
"205. States in the subregion are very vigilant about the terrorist threats they face and have invested enormous resources in expanding their legal frameworks, establishing and strengthening counter-terrorism institutions and making efforts to strengthen the capacity of law enforcement and intelligence agencies."	1
"The Panel observed this aircraft at Khartoum International Airport in February 2007 and subsequently recorded its operation at El Fasher Airport in August 2007 (see figure 6)."	0
"The current composition of the Group of Experts is set out in annex I to the present report."	0
"Some other members referred to the initiative of the Government of the Sudan to investigate allegations through its national machinery and called for the negotiated settlement of disputes under the auspices of the African Union High-level Implementation Panel on the Sudan, led by former President Thabo Mbeki of South Africa, and the Special Envoy of the Secretary-General for the Sudan and South Sudan, Haile Menkerios."	1
"The Executive Directorate, on behalf of the Counter-Terrorism Implementation Task Force working group on countering the financing of terrorism and with the support of several donor States and organizations, is also leading a three-year global initiative aimed at developing a common understanding of good practices against the exploitation of that sector in the financing of terrorism."	1
"29. It was recognized that, within the framework of its activities, the Committee should continue to raise awareness about multilateral treaties whose objective was to prevent the proliferation or elimination of weapons of mass destruction so that they could contribute to their universalization."	0
"The observers agree that the immediate announcement of the number did not have a detrimental effect on the overall results."	0
"Use multifunctional teams at the country level to work with refugee communities to identify concerns and develop programmes to address gender-based violence; generate initiatives from refugees themselves in this area; support pilot projects to address gender-based violence, including projects aimed at protecting men and boys; and disseminate and implement guidelines on sexual and gender-based violence against refugees, returnees and displaced persons."	1
"II. Enabling the family to carry out its basic functions"	0
"162. The Dutch forensic team was assisted during its examination of the crime scene by several people, including the Internal Security Force forensic police officers, a team of British divers, a French explosive expert, a forensic scientist from Northern Ireland, a German electronic engineer specializing in jamming devices, a team of Japanese crime scene investigators, a German car expert, a Dutch car expert and a number of Lebanese specialists."	1
"(c) Encourage States to take appropriate steps to protect their non-profit sector from abuse in the financing of terrorism."	1
"The situation in Guinea-Bissau (see S/1998/44/Add.44 and 51)"	0
"11. One of the main objectives of the Counter-Terrorism Committee remains to facilitate the provision of technical assistance aimed at strengthening the counter-terrorism capacity of a State, which does its utmost to meet its obligations to implement the provisions of Security Council resolution 1373 (2001) but lacks the capacity to do so."	1
"21. The revised strategy envisages more focused, detailed and evolving proposals for technical assistance and a more active engagement of the Executive Directorate with key donors with a view to better understanding their priorities and capacities."	1
"It also provided photographs of some pieces."	0
"The three information clearing houses established in Sana &apos; a, Mombasa (Kenya) and Dar es Salaam (United Republic of Tanzania) manage a network of focal points throughout the region, including Somalia, and provide information on piracy activity and the movements of dhow."	1
"In the case of the 22 jeeps, the procedures were quickly dropped."	0
"The Council also calls upon the United Nations and the African Union to jointly investigate LRA logistics networks and potential sources of illicit financing, including alleged involvement in illicit elephant fishing and related illegal smuggling."	1
"In its second report (S/2005/83, para. 135), the Group noted that the European Union, as the most developed of these regions, guaranteed its citizens freedom of movement in the territory of its 25 member States, while the Schengen Agreement had eliminated border control among many European States, while at the same time strengthening control of the region outside the Schengen Agreement and increasing police and judicial cooperation within the Schengen system."	1
"Measures to prevent abuse of asylum procedures have been developed and fully implemented only in one State."	1
"23. More than 500 million containers, representing 90 per cent of international trade, move around the globe each year, but only 2 per cent of these containers are inspected."	0
"8. In the absence of any objection from the Security Council, I shall follow the above procedure."	0
"A second group, consisting of 15 inspectors, left the Canal Hotel in Baghdad at 8 a.m. and arrived at 10.30 a.m. at the North Refinery and Small Refinery Company, located in the Chinese district of Salah al-Din Governorate."	0
"Once the revised plan is approved by the Committee, the priority activity of the Directorate will be to initiate the new cluster and unit structure and to proceed with the development of criteria for the full scope of the Directorate &apos; s work and the harmonization of judgements in this framework."	1
"KWD 152 per person x 837 workers x 7 months 17 months = KWD 52,387."	0
"Since June 1999, a total of 103 people have been killed and 394 injured by mines or unexploded ordnance."	0
"\"The Security Council reiterates the need for increased cooperation among the committees mandated to combat terrorism established pursuant to resolutions 1267 (1999), 1989 (2011), 1988 (2011), 1373 (2001) and 1540 (2004) and their respective expert groups."	0
"Europe, for example, has the European Union and the Schengen Agreement; the Economic Community of West African States (ECOWAS); the Southern African Development Community (SADC) in Africa; the Association of Southeast Asian Nations (ASEAN) (also with the Commonwealth of Independent States); the North American Free Trade Agreement (NAFTA); the Central American Integration System (SICA) in Central America; and the Andean Community and the Southern Common Market (MERCOSUR) in South America, and is moving towards integration to establish the Community of South American States."	1
"In addition, UNDP and UNODC assisted in the development of training modules for the police on a range of issues, including electoral law and applicable professional standards in their duties."	1
"S/RES/1325 (2000), op.15"	0
"18. The Directorate will work closely with the Tawer records and information management system software provider to update the structural programme of preliminary implementation assessments, reflecting the views of the Committee, the recommendations of the Directorate &apos; s experts and the proposals of Member States to reorganize the preliminary implementation assessments to store more detailed and comprehensive information on the status of implementation of resolution 1373 (2001)."	1
"Done at Addis Ababa, Ethiopia, on 10 July 2009"	0
"The event formed the basis for the development, planning, development and implementation of a regional programme focusing on Algeria, Burkina Faso, Mali, Mauritania, Niger and Nigeria, aimed at building the capacity of Member States to design programmes for the rehabilitation and integration of violent extremists in prisons."	1
"United Nations Mission in Sierra Leone (9 January)"	0
"In addition to the guidelines, the investment objectives of all cash pools are, in order of priority:"	0
"In recent years, the States of the subregion (for example, Bulgaria, Bosnia and Herzegovina and Serbia) have ratified some of the most recent counter-terrorism instruments."	1
"All three refining units (including the LPG plant) operated at their maximum capacity on 2 August 1990."	0
"It is clear from the pattern of destruction that a shipment of highly effective explosives was detonated."	1
"The Council should incorporate emerging good practices in combating violent extremism in its response to the threat of foreign terrorist fighters and encourage the allocation of resources for such efforts."	1
"These recommendations, for which the parties and troop-contributing countries were consulted, are aimed at strengthening the capacity of the military component to monitor the ceasefire and military agreements, within existing resources."	1
"72. Meanwhile, significant progress is being made in the training of the Congolese National Police, which will provide security during the elections."	1
"Finally, the question of the conditions under which a peacekeeping operation is authorized to use force, ranging from self-defence to enforcement and deterrent peacekeeping, needs to be addressed, and how this issue is integrated into the implementation of the Operation &apos; s protection of civilians mandate."	0
"77. The situation in Myanmar (15 September 2006; 13 July 2009)."	0
"Chronic malnutrition in refugee camps was a major health problem, and UNHCR and WFP therefore planned to take corrective measures, including the provision of supplementary food to vulnerable groups."	0
"When the victims are asked to provide further details, they state that the Janjaweed attackers are Arab tribes and, in most cases, attack them on horseback and camels, armed with various types of automatic weapons."	0
"Following heavy rains in April and May, the incidence of the disease in all central and northern regions of Somalia declined to the point where all cholera treatment centres were closed by June."	0
"8. The Committee, in close cooperation with the Committee established pursuant to resolution 1267 (1999) and the Committee established pursuant to resolution 1540 (2004), and in line with its mandate, will pay particular attention to States that are late in submitting relevant information to it and will discuss how best to address this issue."	1
"In the opinion of the Secretary-General, these credentials are in order."	0
"There have been a series of individual incidents ranging from explosions to allegations of Al-Qaida-related exercises in South Africa."	0
"The provisions of article 80 of the Criminal Code are as follows:"	0
"Some 230,000 Travellers were also registered through dedicated registration teams."	0
"Noting with concern the continuing threat to international peace and security posed by Al-Qaida, Usama bin Laden and the Taliban and other individuals, groups, undertakings and entities associated with them, and reaffirming its determination to address all aspects of that threat,"	0
"143. Secondly, the Government and rebel leaders must emphasize efforts to prevent abuses, protect people at risk and bring those responsible to justice."	1
"Decides to entrust [the mission] with the following mandate in [the affected country], in liaison with the United Nations country team... security and protection of civilians... (c) liaison with the Government of [the affected country] and the Office of the United Nations High Commissioner for Refugees, in support of their efforts to relocate refugee camps close to the border, and to provide logistical assistance to the Office of the United Nations High Commissioner for Refugees for that purpose, within existing resources and on a cost-recovery basis; and (e) support the initiatives of national and local authorities in [the affected country] aimed at removing local tensions and promoting local reconciliation efforts, in order to create an environment conducive to the return of internally displaced persons."	1
"The police, stationed on the edge of the camp, showed no interest in addressing Janjaweed."	1
"In addition to guiding the work of the human rights reporting mechanisms and acting as a repository of secure archives for information provided by relevant stakeholders, the work of UN-Women should facilitate efforts by the United Nations to prosecute or otherwise hold accountable those most responsible for crimes against humanity;"	1
"South Africa has always been among those countries that have condemned all acts of violence and terrorism, the excessive and indiscriminate use of force and the physical destruction of property."	0
"111. British journalist Abigail Felding-Smith, 14 January 2012"	0
"Paragraph 104 makes no sense."	0
":: Take measures to ensure the protection of and respect for the human rights of women and girls, in particular those relating to the Constitution, the electoral system, the police and the judiciary."	1
"At the request of the Alliance of Patriots for a Free and Sovereign Congo, MONUC supported the efforts of the Alliance for Integration into the Armed Forces."	1
"8. On 21 September, in response to the request of the parties to the Comprehensive Peace Agreement, I announced the establishment of a three-member team, chaired by the former President of the United Republic of Tanzania, Benjamin Mkapa, to monitor the Southern Sudan and Abyei referendums."	1
"Administrative expenditures of $32 million were incurred for the biennium ended 31 December 2005, compared with $73 million incurred for the biennium ended 31 December 2003."	0
"(b) Strengthen legislative and regulatory frameworks to combat the financing of terrorism, including by criminalizing the financing of terrorism, adopting the necessary measures to freeze funds without delay and conducting risk assessments of the exploitation of the sector of non-profit organizations;"	1
"Violations of the bill of lading and the final destination of the 22 vehicles;"	0
"A gender perspective must be part of the reform and training of all security forces."	0
"Other recent initiatives include the following: an interim national reconciliation commission was established in August 2011, and the Government of Guinea and the Peacebuilding Commission reached agreement in September on a common strategy to promote national reconciliation and security sector reform, among others."	1
"Activities of the advance team"	0
"While the bulk of United Nations international staff are located in the north, approximately 30 per cent are based in central and southern Somalia."	0
"On 4 September, LRA reportedly launched an attack in the villages of Budo and Nahua in Western Equatoria, killing eight people and abducting two children, one of whom subsequently managed to escape."	0
"The Committee delisted five names in January 2010 and five others in July 2010, two names of deceased persons and the remainder of persons considered to have reconciled with the Afghan Government."	1
"The United Nations system is implementing joint programming initiatives under the support strategy and achieving good results, although there is a need to strengthen the link between the various programmes and the Government &apos; s stabilization efforts."	1
"The conclusions of the Commission &apos; s report contained serious implications for the accountability of government officials, and the Security Council should carefully consider its recommendations when deciding on the approach to be taken in order to finally put an end to abuses and impunity in Darfur."	1
"The UNOCI police component focuses on providing support, guidance and advice to the Ivorian National Police and the mixed police units deployed in the former zone of confidence, and to a total of 600 security assistance elements of the Forces nouvelles trained by UNOCI in 2006 prior to their deployment in the northern part of the country."	1
"International and regional organizations: Caribbean Community Secretariat, European Commission, European External Action Service, Organization for Security and Cooperation in Europe, Organization for the Prohibition of Chemical Weapons, Group of Experts of the Security Council Committee established pursuant to resolution 1737 (2006), Office for Disarmament Affairs of the United Nations Secretariat, Committee established pursuant to resolution 1540 (2014), Group of Experts, International Criminal Police Organization and World Customs Organization."	1
"There are three credible examples of the future of the Office:"	0
"A comprehensive mandatory training programme for all Mission personnel on expected standards of conduct, including the prevention of sexual exploitation, abuse and harassment, was completed under the auspices of the Conduct and Discipline Unit in December 2007."	1
"However, these soldiers are equipped with light weapons and have poor ground mobility, no air assets and minimum logistical and financial support."	0
"The Security Council notes that, with the consent of the host States, United Nations multidisciplinary assessment teams can provide assistance and support in separating combatants from civilians."	1
"(d) To continue, with the input of the Working Group of the Committee on Assistance, as well as its Working Group on Cooperation with International Organizations, including the Security Council Committee established pursuant to resolution 1267 (1999) and the Security Council Committee established pursuant to resolution 1373 (2001), where appropriate, to organize and participate in outreach activities at the international, regional and subregional levels; to prepare to emphasize and participate in assistance programmes and to promote the exchange of experiences, lessons learned and effective practices; and to be ready to facilitate offers and requests for assistance;"	1
"It is necessary to seek creative approaches that can prevent in cash-based economies the acquisition of funds by terrorists, either in cash or through the smuggling of goods, or through the illegal manipulation of commercial transactions."	0
"20. Nigeria has also witnessed an escalation in attacks and explosions, particularly in the north-eastern states of Borno, Yobe and Adamawa."	0
"'The Security Council stresses the urgent need to strengthen the military and police institution in Libya."	0
"The Russian Federation reported that it had taken measures to protect ships and port facilities from terrorist attacks, as provided for in the provisions of the International Ship and Port Facility Security Code in relation to emergency training, notification and signals."	1
"68. I welcome the progress made in the clearance of mines and explosive remnants of war in Western Sahara."	1
"3 B/90/373 - August 1990"	0
"United Nations inspectors have obtained data from the following sources:"	0
"Where allegations are substantiated and the rapist is identified by the victim, it is recommended that the case be referred for prosecution to the local prosecutor &apos; s office."	1
"Mr. Kadit Bertin: Born around 1957 in Mama."	0
"Seven States had established adequate jurisdiction to prosecute terrorism-related offences in their legislation, and five others had taken steps in that direction, while there was insufficient information on nine States."	1
"2. Decides that the Counter-Terrorism Executive Directorate shall continue to serve as a special political mission under the policy guidance of the Counter-Terrorism Committee for a period ending 31 December 2017, and further decides to conduct an interim review by 31 December 2015;"	1
"19. Condemns in the strongest terms all acts of sexual and other forms of violence against civilians in armed conflict, in particular against women and children, and undertakes to ensure that all peace support operations apply all possible measures to prevent such acts of violence and to address their impact wherever they occur;"	0
"Report of the Secretary-General pursuant to paragraph 24 of resolution 1483 (2003) and paragraph 12 of resolution 1511 (2003) (S/2003/1149)."	0
"Welcoming the progress made by the Governments of Iraq and Kuwait to resolve the outstanding issues between the two countries, and encouraging further cooperation between them, the Security Council calls upon Iraq to fulfil expeditiously its outstanding obligations under the relevant Security Council resolutions under Chapter VII on the situation between Iraq and Kuwait."	1
"Following the second battle to take control of Baidoa, Habsade again received logistical support from his allies in Mogadishu."	1
"148. The implementation of border control measures is essential to the practical application of States &apos; counter-terrorism strategies."	1
"A complete and comprehensive travel ban would indeed work to counter acts of terrorism by Al-Qaida and the Taliban, but there is evidence that its impact is currently limited."	0
"The Office for Disarmament Affairs has made efforts to sensitize potential donors in support of regional seminars and workshops organized by the Office."	1
"In addition, it is considered that the international obligation has been fulfilled at any time when the responsible State, after the conclusion of a peace treaty, agrees to pay war damages or sanctions to the other State or States for damage to the nationals of the adversary, regardless of whether the payment was actually made at any time."	1
"57. In addition, the International Civil Aviation Organization (ICAO) and the International Maritime Organization (IMO), as well as non-governmental industry associations such as the International Air Transport Association (IATA), have established and regularly updated standards for the conduct of their members and for the transport of dangerous goods, including shipments of ammunition and explosive substances."	1
"In addition, concerns have also arisen about the occupation of minority property, with reports from a Croat community in the municipality of Vitina and from Roma living in the town of Gnjilane that Kosovo Albanians are checking empty houses and, in some cases, have intimidated members of the community."	0
":: Coordination among government agencies in all those areas."	0
"The Council can play an important role in ensuring that reparation programmes are established to meet the needs of victims."	1
"A total of 12 States have taken steps to regulate the production, sale and transfer of weapons and explosives, although only two of them are fully implementing these measures."	1
"The Charter provides for territorial independence according to the 18 regions that existed at the end of Siad Barre &apos; s rule."	0
"Stressing that terrorism can be overcome only through a sustained and comprehensive approach involving the active participation and cooperation of all States and international and regional organizations to prevent, weaken, isolate and paralyse terrorist threats,"	1
"Condemns all attacks against United Nations peacekeepers and humanitarian personnel, regardless of the perpetrators, and stresses that those involved in such attacks must be brought to justice."	0
"Eritrea and Ethiopia (15 March 2001)"	0
"20. The situation in Kodori remained unchanged, and on 22 September UNOMIG and the CIS peacekeeping force conducted a joint patrol in the Abkhaz-controlled lower Kodori Valley and stated that the situation was calm."	1
"In accordance with paragraph 39 of this resolution, the Monitoring Team shall operate under the direction of the Committee established pursuant to resolution 1267 (1999) and shall have the following responsibilities:"	1
"15. Expresses its readiness to consider the appropriateness and feasibility of establishing temporary security zones and safe passages to protect civilians and deliver assistance in situations involving the threat of genocide, crimes against humanity and war crimes against the civilian population;"	0
"The Commission &apos; s visits to the region demonstrated the need for States to increase the implementation of laws to prevent the illicit cross-border movement of cash and bearer negotiable instruments by developing risk indicators and building capacity in detection methodologies."	1
"Accordingly, power plants and the distribution network will continue to deteriorate at a low rate in 1999 until rehabilitation projects under phases IV and V are implemented and new additional generating capacities are built to strengthen the existing generation network."	0
"Training of peacekeeping personnel requests the Secretary-General to ensure that appropriate training is provided to United Nations personnel involved in peacemaking, peacekeeping and peace-building activities in international humanitarian, human rights and refugee law, including provisions on children and gender, negotiation and communication skills, cultural awareness and civil-military coordination, and urges States and relevant international and regional organizations to ensure that appropriate training is included in their programmes for personnel involved in similar activities."	1
"67. In conclusion, I would like to thank my Special Representative, Amira Haq, for her leadership, and all UNMIT and United Nations country team staff for their continued efforts in support of the people of Timor-Leste in their quest to advance the issues of peace, stability and development."	1
"The politically significant results of the meeting of the Security Council held in New York on 20 January 2003 at the ministerial level have established the recognition that the United Nations has the primary role in combating this global threat."	0
"First, there were more than 1 million internally displaced persons inside Darfur (1.65 million, according to United Nations reports) and more than 200,000 refugees from Darfur in neighbouring areas from Chad to eastern Sudan."	0
"However, the Operation has also demonstrated the magnitude of the challenges that Liberia &apos; s security sector continues to face, particularly with regard to logistics, communications and the mobility of the police and the Immigration Service."	0
"China National Overseas Engineering Corporation: US$9,573,815;"	0
"One of the tools put at the disposal of States for achieving this goal is the United Nations Register of Conventional Arms, which contains data provided by States on international arms transfers as well as information on military holdings, procurement through national production and related policies."	1
"In addition, the Mission is currently examining the need for a specialized reconnaissance aircraft to carry out observation and patrolling operations in border areas and coastal areas that are generally inaccessible."	1
"Some States and regional organizations have also initiated other border control initiatives, such as notification or authorization systems that require the traveller to provide identifying information prior to his or her travel (or have introduced new visa information systems) or have participated in databases)."	1
"13. Decides to remain seized of the matter."	0
"In Kosti, more than 10,000 people have passed through the transit centre since January 2010, in spontaneous movements to their former residences, mainly in Abyei, Upper Nile States, Southern Kordofan, Warrap and Northern Bahr el Ghazal."	0
"It will continue to follow developments in the security situation on the border between the Central African Republic, Cameroon and Chad, as well as the Sudan and the Democratic Republic of the Congo, with a view to preventing situations of conflict or humanitarian concern from moving from one country to another."	1
"It was mainly the military forces that launched the attack, while the Arabs carried out looting."	0
"She also referred to important precedents established by the Council, in particular the establishment of commissions of inquiry on Bosnia and Herzegovina, Rwanda and Darfur, which had paved the way for the establishment of the International Tribunal for the Former Yugoslavia and the International Criminal Tribunal for Rwanda, and the Council &apos; s presentation of the situation in Darfur to the International Criminal Court."	1
"Effectively addressing the problems faced by refugee and internally displaced women requires a comprehensive approach that combines preventive strategies, responses and solutions."	1
"4. The National Congress Party obtained 73 of the 86 seats allocated to Darfur in the National Assembly."	0
