"ar"	"VerCoop"
"وسيعزز المكتب في هذا السياق دون الإقليمي تعاونه بالخصوص مع الجماعة الاقتصادية والنقدية لوسط أفريقيا، والجماعة الاقتصادية لدول وسط أفريقيا، والقوات المتعددة الجنسيات التابعة للجماعة الاقتصادية والنقدية لوسط أفريقيا، في المجال الأمني ومجال الإنذار المبكر والوقاية."	0
"وعلقت الإنتربول بأنه كلما زادت المعلومات الواردة في الإخطارات الخاصة، ولا سيما بصمات الأصابع والصور وأرقام جوازات السفر في الصيغ المقيدة التوزيع والمتاحة فقط لوكالات إنفاذ القانون في بلدانها الأعضاء، ستزيد فائدتها وسيكون من غير المرجح أن تقع حوادث مثل المشار إليها أعلاه. كما عرضت الإنتربول تقديم التوجيه لأعضائها بشأن نطاق نظام الجزاءات. واقترحت، بالإضافة إلى ذلك، استحداث نقطة استعلام دائمة في الأمم المتحدة للإجابة على الأسئلة وكفالة توفير المعلومات الإضافية ذات صلة في الوقت المناسب عن الأفراد المدرجة أسماؤهم في القائمة عندما تتيحها الدول الأعضاء."	1
"ومع ذلك، فإن الخيط المشترك الذي يربط افتراضيا بين جميع هذه المناطق تمثل في الحاجة الماسة لتأمين موارد كافية لمؤسسات الدولة وقوات الأمن الوطنية من الأعداد الكافية من الأفراد المدربين تدريبا كافيا ومن المعدات، فضلا عن الدعم اللوجستي والهياكل الأساسية اللازمة لتقديم خدمات الدولة."	1
"4 - تفاصيل مسار الشحنة (مكان المغادرة ونقاط العبور ومكان التسليم)."	0
"وإذ تقلقها حالة التخلي الدائم والكرب المعمم التي يشعر بها سكان مناطق شمال مالي، التي يسميها البعض أزواد (وهو تعبير أقرته اتفاقات السلام السابقة) وذلك في غياب حل نهائي للنزاع الذي يعاني السكان من آثاره المدمرة؛"	0
"10 - في 7 أيلول/سبتمبر، عقد الفريق العامل الرفيع المستوى المشترك بين حكومة تشاد والأمم المتحدة اجتماعه الثالث لتقييم الوضع على أرض الواقع فيما يتعلق بحماية المدنيين وتنفيذ التدابير التي اعتمدتها الحكومة من أجل تنفيذ المهام الواردة في الفقرة 4 من القرار 1923 (2010)."	0
"وكان من المقرر أصلا عقد الجلسات بشكل متواصل حتى 27 آذار/مارس 2008."	0
"وهذا هو التقرير الثاني عشر الذي أقدمه إلى الأمين العام منذ أن توليت منصب الممثل السامي للبوسنة والهرسك والممثل الخاص للاتحاد الأوروبي في 26 آذار/ مارس 2009. ويشمل التقرير الفترة من 21 نيسان/أبريل 2014 إلى 21 تشرين الأول/أكتوبر 2014."	0
"وفي مرحلة ما قبل 20 أيار/مايو 2002 نظم السيد لوباتو ومؤيدوه مسيرات لقدماء المحاربين في ديلي."	0
"3 - الحالة في قبرص (27 كانون الأول/ديسمبر 1963؛ 24 كانون الثاني/ يناير 2013)."	0
"وفي 18 تشرين الثاني/نوفمبر 2014، ألقت الطائرات العمودية للنظام السوري برميلا متفجرا على كفر حمرة على طريق حريتان فقتلت 16 شخصا منهم خمسة أطفال وثلاث نساء ومُسعف."	0
"33 - وفي 11 شباط/فبراير 2013، أجرت الوكالة عملية تحقق من المعلومات التصميمية في المفاعلIR-40 في آراك ولاحظت أن تركيب أنابيب دوائر التبريد ومواد التهدئة يشرف على الانتهاء."	0
"وأخيرا، إننا نحتاج إلى إدماج مشاركة الضحايا وتعويضهم ضمن أعمال هذه المحاكم في المستقبل."	1
"وفي نهاية الجولة الرابعة من المفاوضات التي جرت في أواخر تشرين الثاني/نوفمبر، لم يطرأ أي تغيير على مواقف الأطراف بشأن القضايا الرئيسية."	1
"- قانون التجارة الخارجية، الجريدة الرسمية لجمهورية يوغوسلافيا الاتحادية، الأعداد 46/92 و 49/92 و 16/93؛"	0
"يدعو إلى اتخاذ إجراءات دولية فعالة لكبح التدفق غير القانوني للأسلحة الصغيرة إلى مناطق الصراع."	1
"8 - وفي 7 أيار/مايو 2005، عاد العماد ميشال عون بعد 14 عاما في المنفى، وشكل \"التيار الوطني الحر\" للمشاركة في الانتخابات التشريعية التي بدأت في 29 أيار/مايو، وانتهت بعد أربع جولات في 19 حزيران/يونيه."	0
"72 - يطلب إلى اللجنة أن تقدم، عن طريق رئيسها، مرة واحدة على الأقل سنويا، تقريرا شفويا إلى المجلس عن حال مجمل أعمال اللجنة وفريق الرصد، وحسب الاقتضاء، في نفس الوقت الذي يقدم فيه رئيس لجنة مكافحة الإرهاب ورئيس اللجنة المنشأة عملا بالقرار 1540 (2004) تقريريهما، ويعرب عن اعتزامه عقد مشاورات غير رسمية، مرة واحدة على الأقل سنويا، عن أعمال اللجنة، استنادا إلى التقارير المقدمة من الرئيس إلى المجلس، كما يطلب إلى الرئيس تقديم إحاطات دورية إلى جميع الدول الأعضاء المهتمة بالأمر؛"	1
"ولا يمكن على الإطلاق أن يستبعد المرء أن تكون المواد الموجودة بمسرح الجريمة قد عبث بها شخص ما أو وضعها فيه عن عمد."	0
"وينبغي للدول أن تكفل إدارة أجهزة إنفاذ القانون الملائمة لتدابير مكافحة الإرهاب واضطلاعها بها وإنشاء وحدات مكرسة لمكافحة الإرهاب من أجل الإفادة من قدرات الخبراء داخل مؤسسات إنفاذ القانون التابعة لها."	1
"وشغل أول قاض مخصص منصبه في 1 أيلول/سبتمبر 2003 ووصل ثلاثة آخرون في تشرين الأول/أكتوبر 2003."	0
"وفي 20 آذار/مارس 2008، كان مجموع المبالغ المستحقّة نظير المرافق الطبية 648 88 دولارا."	0
"2 - طلب مجلس الأمن في قراره 1575 (2004)، المؤرخ 22 تشرين الثاني/نوفمبر 2004، إلى الدول الأعضاء التي تتصرف من خلال الاتحاد الأوروبي أو بالتعاون معه موافاة المجلس، كل ثلاثة أشهر على الأقل، وعن طريق القنوات المناسبة بتقرير عن أنشطة بعثة الاتحاد الأوروبي العسكرية في البوسنة والهرسك."	1
"وهذه الأحكام الدستورية ازدادت ترسخا في طائفة واسعة من التشريعات الوطنية:"	0
"30 - وفي الوقت نفسه أعرب عن تأييدي التام لخطط الاتحاد الأفريقي الرامية إلى أن يتولى الريادة في القيام بعملية تقييم للبعثة، في تشرين الثاني/نوفمبر، بهدف بحث احتياجات المنطقة المستقبلية في مجال حفظ السلام."	1
"ويجري تبادل المعلومات المتعلقة بعمليات إزالة الألغام التي يضطلع بها المغرب على أساس متواصل مع مركز تنسيق إجراءات مكافحة الألغام."	1
"الخريطة المساحية لمنطقة مغر شبعا، مقياس"	0
"الفقرة 15 من قرار مجلس الأمن 1970 (2011)"	0
"وعلى الرغم من انخراط الخلايا المحلية كما هو معروف في أنشطة إجرامية محدودة، مثل الاحتيال في استعمال بطاقات الائتمان وتوزيع المخدرات()، ومن إشارة مكتب الأمم المتحدة المعني بالمخدرات والجريمة إلى أن مجموعات متنقلة على الحدود بين أفغانستان وباكستان وجمهورية إيران الإسلامية وأوزبكستان تجمع رسوما للعبور من ناقلي المخدرات، وبالتالي تستفيد منها الطالبان()، فإنه لا وجود حتى الآن لأدلة متطابقة تشير إلى اشتراك كبار الإرهابيين في الاتجار بالمخدرات أو في الجريمة المنظمة."	0
"فهو يشجع المجتمعات المحلية لكي تقوم برصد الذات، ولكي تتصدي للآراء الاستقطابية من دون تدخل الحكومة باعتبار ذلك وسيلة أكثر استدامة لمنع التطرف داخل المجتمعات المحلية."	1
"إن مجلس الجامعة على المستوى الوزاري،"	0
"حقوق الإنسان وحماية المدنيين"	0
"165 - انضمت إحدى عشرة دولة إلى اتفاقية تمويل الإرهاب وجرّمت ست من هذه الدول على نحو كافٍ تمويل الإرهاب."	1
"S/RES/1738 (2006)، الفقرة 4 من المنطوق"	0
"وأجرت اللجنة أيضا تبادلا لوجهات النظر حول ثلاثة مقترحات تتعلق بتحديد الأفراد والكيانات قدمتها إحدى الدول الأعضاء في 31 تشرين الأول."	1
"2-3-2 إتاحة الوصول إلى مدى التردد الإذاعي في بوروندي،"	0
"7 - يؤكــد أهميـة كفالـة مواصلة اللجنة العمل بصورة فعـالة خلال عملية تحويل هيكل دعمها إلى إدارة تنفيذية لها، ويقـرر في هذا الصـدد أن تواصل اللجنة العمل باستخدام هيكـل دعمهـا الحالـي، إلى أن تقـرر، بالتشاور مع الأمين العام، أن الإدارة التنفيذية أصبحـت قادرة على العمل؛"	1
"وأكد المجلس في القرار أن الأذونات المنصوص عليها في هذا القرار لا تسري إلا فيما يتصل بالوضع في الصومال، ولا تمس حقوق الدول الأعضاء أو التزاماتها أو مسؤولياتها بموجب القانون الدولي، بما في ذلك أية حقوق أو التزامات منصوص عليها في اتفاقية الأمم المتحدة لقانون البحار، ومنها المبدأ العام للولاية القضائية الخالصة لدولة العلم على سفنها في أعالي البحار في أي حالة من الحالات الأخرى، وشدد بصفة خاصة على أن هذا القرار لا يعتبر منشئا لقانون دولي عرفي، ولاحظ كذلك أن هذه الأذونات لم تمنح إلا بناء على طلب رئيس جمهورية الصومال الاتحادية الوارد في الرسالة المؤرخة 8 تشرين الأول/أكتوبر 2014."	1
"وفي هذا السياق، طلب رئيس الوزراء السنيورة أن تواصل الأمم المتحدة تقديم المساعدة والدعم، بما يمكِّن من أن يسهم هذا الحوار الداخلي في إيجاد حل لمسألة المليشيات اللبنانية وغير اللبنانية في لبنان باتساق تام مع اتفاق الطائف."	1
"وسيفضي تأجيل تحديد عملية المركز المستقبلي إلى تعزيز هذا الشعور بالإجهاد وإضعاف قدرة المجتمع الدولي على القيام بهذه العملية."	0
"وقام الجنجويد باحتجاز النساء لفترة ثلاثة أشهر وأصبح بعضهن حوامل نتيجة للاغتصاب خلال فترة الاحتجاز."	0
"عبد الرحمن سعد مرزوق العتيبي"	0
"5 - قيام القوات الديمقراطية لتحرير رواندا بسلب مخزونات القوات المسلحة لجمهورية الكونغو الديمقراطية"	0
"\"يؤكد مجلس الأمن من جديد قلقه إزاء الحالة المثيرة للجزع في منطقة الساحل والتزامه بالتصدي للتحديات الأمنية والسياسية المعقدة القائمة في هذه المنطقة والمترابطة مع المسائل الإنسانية والإنمائية، فضلا عن الآثار الضارة للتغيرات المناخية والبيئية."	1
"وإنني أدين بشدة أي استخدام للمواد الكيميائية السامة من جانب أي طرف من الأطراف في النزاع الدائر في سوريا."	0
"25 - يدعو جميع الدول إلى توخي المسؤولية في إدارة استخدام اليورانيوم العالي التخصيب في الأغراض المدنية، والتقليل من استخدامه إلى أدنى حد ممكن من الناحيتين التقنية والاقتصادية، بما في ذلك من خلال العمل على تحويل مفاعلات البحوث النووية وعمليات إنتاج النظائر المشعة صوب استخدام أنواع وأهداف الوقود من اليورانيوم المنخفض التخصيب؛"	1
"ووردت حالة واحدة من دلبة في غرب دارفور تفيد أن الضحية ضرب حتى الموت."	0
"تيمور - ليشتي في 10 أيار/مايو، استمع المجلس إلى إحاطة إعلامية قدمها الممثل الخاص للأمين العام، كماليش شرما، في جلسة عامة."	1
"وتجري الترتيبات حاليا لإيجاد أماكن في فور ليبرتيه، وليه كاي، وجاكميل، وهينش، وسان مارك."	0
"وطال السلب القبائل الأفريقية بصورة رئيسية، وكان يستهدف الممتلكات الضرورية لبقاء تلك القبائل وكسب رزقها."	0
"فلا بد أن يتولى المجتمع الدولي مسؤولية حماية المدنيين في دارفور وإنهاء حالة الإفلات من العقاب المتفشية هناك حاليا."	1
"ويتألف كل فريق متخصص من قاضيين دوليين وقاض واحد من كوسوفو."	0
"وتتوافق أحكام القانون رقم 656/2002 المتعلقة بمنع ومكافحة غسل الأموال مع أحكام التوجيه رقم 2001/97/EC، المؤرخ 4 كانون الأول/ديسمبر 2001، الصادر عن البرلمان الأوروبي والمجلس الأوروبي، الذي يعدل التوجيه الصادر عن المجلس الأوروبي رقم 91/308/EEC المتعلق بمنع استخدام النظام المالي لأجل غسل الأموال."	1
"وعلى هذا الأساس، أود الموافقة على طلب باكستان وأعتزم إنشاء لجنة تحقيق مكونة من ثلاثة أعضاء."	1
"وبالإضافة إلى ذلك يقوم فريق متنقل بزيارة المجتمعات المحلية النائية، ولا سيما جماعات الأقليات، ممن قد لا تتوفر لهم سبل الوصول إلى المركزين."	1
"وأضاف أنه يجد ما يشجعه في التصميم المتجدد لبلدان المنطقة دون الإقليمية على العمل معا للتصدي لتلك التهديدات."	1
"11 - تشدد على أن المنظمات الدولية والإقليمية المتخصصة تضطلع بدور هام في بناء تفهم لخطر الإرهاب، وفي تيسير التعاون الدولي في ميدان مكافحة الإرهاب، خاصة من خلال توفير المساعدة التقنية والمساعدة ذات الصلة، حسب الطلب."	1
"ويشير البيان إلى أن نقل الشُحنة تم في حزيران/يونيه 2003، ووصفت بأنها مجرد \"بضاعة عامة\"."	0
"35 - يقرر، بهدف مساعدة اللجنة في الوفاء بولايتها، أن يقوم فريق الرصد التابع للجنة المنشأة عملا بالقرار 1267، المنشأ عملا بالفقرة 7 من القرار 1526 (2004)، بتقديم الدعم أيضا لهذه اللجنة لفترة 36 شهرا، وترد ولاية الفريق في المرفق ألف بهذا القرار، ويطلب إلى الأمين العام بذل جميع الترتيبات اللازمة لتحقيق ذلك؛"	1
"24 - يحث الدول الأعضاء على تكثيف جهودها، استجابة لما تحققه الأطراف من تقدم بيِّـن في إعادة تشكيل مؤسساتها المعنية بإنفاذ القوانين، من أجل توفير التدريب والمعدات والمساعدة ذات الصلة لقوات الشرطة المحلية في البوسنة والهرسك، وذلك على أساس التمويل الطوعـي وبالتنسيــق مــع قــوة الشرطة الدولية؛"	1
"ويجب أن يسعى مجلس الأمن الآن إلى طمأنة المحاكم بأن نظام الجزاءات المنشأ عملا بالقرار 1267 (1999) (نظام جزاءات القرار 1267) نظام يتسم بالنزاهة، وأن يقوم، بدعم متزايد من الدول الأعضاء، بإعادة تأكيد الغرض الأصلي من هذا النظام، وهو تخليص العالم من خطر الإرهاب الناجم عن تنظيم القاعدة وحركة الطالبان والجهات المرتبطة بهما المدرجة في القائمة."	0
"\"ويؤيد مجلس الأمن بقوة الجهود الرامية إلى تعزيز الحوار الوطني، والمصالحة، والمشاركة السياسية على نطاق واسع لكفالة الوحدة والسلام والأمن والاستقرار في العراق."	1
"وأشاروا أيضا إلى أن زيادة توافر المعلومات عن الآثار الضارة للقرصنة قد أدت إلى تغييرات إيجابية في البؤر الساخنة السابقة للقرصنة."	1
"6- الخسائر الأخرى - 254 891 3 دولارا"	0
"وحثت الحكومة الأفغانية اللجنة على الاستجابة بمزيد من المرونة لمقترحاتها الداعية إلى شطب أسماء من القائمة، مبدية مخاوفها من أن عجزها عن تحقيق شطب الأسماء من القائمة يسلبها نظاما أساسيا لمكافأة أعضاء حركة الطالبان الذين ينضمون للمصالحة، مما يعني مخاطرتها بعودتهم إلى القتال."	0
"فحثت أولا مجلس الأمن على الاعتراف بشكل أكبر بحقوق الإنسان في قراراته وبياناته الرئاسية ومنحها مزيدا من الأولوية."	1
"19 - يقرر أن يبقي المسألة قيد نظره."	0
"خامساً - نظر الفريق العامل في آلية تصريف الأعمال المتبقية في المستقبل"	0
"وقد رفضت بريشتينا حتى الآن كل مبادرة في ذلك الصدد."	0
"وتتحمل بلدان المنطقة والمنظمات الإقليمية مسؤولية خاصة في هذا الصدد."	0
"أيدت اللجنة أيضا التوصية التي تدعو إلى إعادة الدقة في توجيه طلبات تزويدها بالمعلومات إلى الدول التي يعمل فيها الفرد أو الكيان المدرج في القائمة أو يسعى إلى العمل فيها، دون فرض عبء إضافي ثقيل على هذه الدول فيما يتعلق بتقديم التقارير."	1
"ويشارك الفريق أيضا بنشاط في المنتدى العالمي لمكافحة الإرهاب."	1
"وأكد الفريق أن المهمة التي يتعين أداؤها على الفور تتمثل في تعميم وثيقة الدوحة لكفالة قبولها من جانب سكان دارفور ككل، وإقناع الجماعات المسلحة المتبقية بتوقيعها."	1
"ولا شيء أكثر إلحاحا في سيراليون من صون السلام والأمن والاستقرار في البلد."	1
"وقد وُضعت آليات إقليمية وثنائية للتعاون في مجال إنفاذ القانون، مثل آليات الإنذار المبكر والتعاون في مجال الاستخبارات."	0
"وهناك حاجة إلى مزيد من البحوث حول أثر مختلف أشكال الاتصال على مخاطر وتهديدات التحريض، وبالتالي على الأعمال الإرهابية. على أنه يمكن القول بأن التطور السريع في تكنولوجيا الاتصالات قد ضاعف اليوم، عموما، من خطر التحريض في مختلف أنحاء العالم، عما كان عليه الأمر في عام 2005."	1
"وأحث حماس على الاستجابة لتلك المناشدات."	0
"في جلسة مجلس الأمن 6897 المعقودة في 20 كانون الأول/ديسمبر 2012، أدلى رئيس مجلس الأمن باسم المجلس بالبيان التالي فيما يتعلق بنظر المجلس في البند المعنون \"بناء السلام بعد انتهاء النـزاع\":"	1
"ومطلوب من المديرية التنفيذية، على وجه الخصوص، أن تشجع الدول على وضع استراتيجيات لمكافحة التحريض على ارتكاب أعمال إرهابية بدافع التطرف والتعصب."	1
"وفي هذا الصدد، يؤكد المجلس أن إنهاء الإفلات من العقاب عنصر أساسي في ما تبذله المجتمعات المارة بحالات النـزاع أو بمراحل ما بعد النـزاع من جهود لتجاوز ما ارتُكب في السابق من جرائم خطيرة يحظرها القانون الدولي، ولمنع تكرارها في المستقبل."	1
"وقدم الرئيس إحاطة إلى المجلس عن مناقشات اللجنة في جلستها المعقودة في 3 أيلول/سبتمبر، التي ركزت على تقرير منتصف المدة الصادر عن فريق الخبراء المنشأ عملا بالقرار 1874 (2009)، في 1 آب/أغسطس، وعلى التحديث الذي أصدره فريق الخبراء لتقرير الحادث المتعلق بإطلاق جمهورية كوريا الشعبية الديمقراطية لقذائف تسيارية في حزيران/يونيه وتموز/يوليه 2014، والصادر في 1 آب/أغسطس هو الآخر."	1
"16 - يعرب عن تضامنه العميق مع ضحايا الإرهاب وأسرهم، ويشجع المديرية التنفيذية على أن تضع في الاعتبار الدور الهام الذي يمكن أن تؤديه شبكات الضحايا والناجين في مجال مكافحة الإرهاب، في ظل تعاون وثيق مع فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب وأفرقتها العاملة المختصة؛"	1
"ودخلت الهند في ترتيبات لتسليم المجرمين مع استراليا، وفيجي، وبابوا غينيا الجديدة، وسنغافورة، وسري لانكا، والسويد، وتنـزانيا، وتايلند."	0
"ولا يجوز له أن يلتمس أو يتلقى تعليمات من أي حكومة، أو أي مصدر آخر()."	0
"وقد حان الوقت أيضا لأن تتخلى بلغراد عن موقفها السلبي إزاء مشاركة صرب كوسوفو."	1
"ويتعين أن تكون النتيجة النهائية متسمة بالاستقرار والاستدامة. ولذا ينبغي عدم وضع آجال نهائية مصطنعة."	1
"\"ويعيد مجلس الأمن تأكيد الدور الحيوي للمرأة في منع نشوب النـزاعات وتسويتها، وفي مفاوضات السلام وبناء السلام وحفظ السلام والاستجابة الإنسانية والتعمير بعــد انتهاء النــزاع، ويعيد كذلك تأكيد أهمية منع العنف الجنسي والحماية منه في النـزاعات المسلحة وحالات ما بعد النـزاع، ويؤكد ضــرورة أن تعمل الأمم المتحدة والمنظمات الإقليمية ودون الإقليمية على كفالــة إشــــراك المرأة على نحـــو كامل وإدماج المنظورات الجنسانيـــة بشكل تام في جميع الجهود التي تبذلها الأمم المتحدة والمنظمات الإقليمية ودون الإقليمية من أجل إحلال السلام والأمن، بسبل منها بناء القدرات اللازمة."	1
"37 - وتشجع اللجنة مديريتها التنفيذية على مواصلة التركيز على تنفيذ القرار 1624 (2005)، بسبل منها إيلاء الاهتمام الواجب للمسائل ذات الصلة، مثل دور تكنولوجيات المعلومات والاتصالات الجديدة، وتعزيز الحوار، بما في ذلك على الصعيد الوطني، من أجل تعزيز التسامح والتنوع والشمول، وإقامة شراكات استراتيجية بين الحكومات والأطراف الفاعلة غير الحكومية، وتحديد الأدوار لضحايا الإرهاب، ومنع تخريب المؤسسات على يد الإرهابيين وأنصارهم."	1
"وإذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة،"	0
"وسيشمل هذا الدعم نقل المواد الانتخابية من بانغي إلى 17 مقاطعة و 71 مقاطعة فرعية لمساعدة الهيئة الانتخابية الوطنية في التحضير لعملية تسجيل الناخبين والعمليات الأخرى السابقة للانتخابات ومختلف عمليات الاقتراع، وفي تنظيم تلك العمليات."	0
"المقرر عقدها يوم الأربعاء، 24 آذار/مارس 2004، الساعة 20/10"	0
"كما تنتشر أعمال التعذيب والاغتصاب وغير ذلك من الأعمال الوحشية التعسفية التي يرتكبها حراس وسجناء آخرون على نطاق واسع ودون عقاب."	0
"٢٦ - خلال الفترة المشمولة بالتقرير، قامت البعثة المتكاملة بتوثيق عدد من عمليات الابتزاز التي ارتكبتها قوات الدفاع والأمن المالية، بما فيها الاستخدام المفرط للقوة الذي أسفر عن عمليات قتل خارج نطاق القضاء. وفي 3 تشرين الأول/أكتوبر، أطلق حراس السجون في مدينة غاو النار على محتجز غير مسلح أثناء تسليم نفسه بعد محاولة فاشلة للهروب من السجن. وفي 16 تشرين الثاني/نوفمبر، في مدينة غاو أيضا، أطلق جندي من القوات المسلحة المالية النار بصورة عشوائية في أحد الأماكن العامة، مما أسفر عن مقتل رجل وإصابة خمسة آخرين."	0
"يقرر أن تضطلع [البعثة] بالولاية التالية: الحماية والأمن (أ) حماية المدنيين ... - تنقيح الاستراتيجية الشاملة لحماية المدنيين والتنسيق مع استراتيجية الأمم المتحدة لحماية المدنيين، بالاتصال مع فريق الأمم المتحدة القطري، من أجل مراعاة الحقائق الجديدة القائمة على أرض الواقع والاحتياجات الخاصة للفئات الضعيفة، مع الأخذ بتدابير لمنع وقوع العنف الجنساني، عملا بالقرارين 1960 (2010) و 1882 (2009)، - العمل بشكل وثيق مع وكالات المساعدة الإنسانية، ولا سيما فيما يتعلق بمناطق التوتر وبعودة المشردين، من أجل جمع معلومات عن التهديدات المحتمل أن يتعرض لها المدنيون وتحديد هذه التهديدات، وكذلك معلومات موثوق بها عن انتهاكات القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان، وإبلاغ السلطات الإيفوارية بها، حسب الاقتضاء، واتخاذ الإجراءات المناسبة وفقا لاستراتيجية الحماية المتبعة على نطاق منظومة الأمم المتحدة بالتنسيق مع استراتيجية الحماية التي تأخذ بها [البعثة]،"	1
"وأعرب العديد من أعضاء الفريق عن تأييدهم القوي للقرار 2185 (2014) وللإحاطة المقدَّمة من رؤساء عناصر الشرطة لأول مرة بوصفهما يوفران أساسا هاما لعمل الفريق بشأن الجوانب المتعلقة بعمل الشرطة في عمليات السلام."	1
"وإذ يعرب عن دعمه الكامل للبعثة، وإذ يدين جميع الاعتداءات التي يتعرض لها أفراد الأمم المتحدة العاملون في مجال حفظ السلام وفي المجال الإنساني، بصرف النظر عمن ارتكبها، وإذ يشدد على وجوب إحالة المسؤولين عن تلك الاعتداءات إلى العدالة،"	1
"وتبادل الأعضاء وجهات نظر عامة بشأن عدد من المسائل، وهي الحالة في الضفة الغربية وقطاع غزة، بما في ذلك الحاجة المستعجلة لإعادة بناء الهياكل الأساسية للسلطة الفلسطينية وإصلاحها من خلال دعم قوي من الجهات المانحة، والحالة عبر الخط الأزرق، ومختلف الجهود الدبلوماسية الجارية، بما فيها التحضير لعقد مؤتمر دولي بشأن الشرق الأوسط."	1
"يقرر أن يبقي المسألة قيد نظره."	0
"وسيظل تركيز اللجنة منصبّا على رصد وتشجيع تنفيذ الدول الأعضاء للقرار 1373 (2001)، وعلى اتخاذ تدابير عملية لتعزيز قدرة الدول على مكافحة الإرهاب، بما في ذلك تدابير تهدف إلى تيسير المساعدة التقنية."	1
"وكانت مقررة الاجتماع الإقليمي لأفريقيا هي السيدة شيلبي ر."	0
"وقد كانت هناك مناقشات شاملة وصعبة دامت لأكثر من 54 ساعة بشأن مسألة فريق تقصي الحقائق في مخيم جنين للاجئين."	1
"(ب) أحداث يمكن أن يعزى وقوعها لمسؤولية فردية"	0
"18 - ما زال الاقتصاد الإيفواري يعاني من العواقب الوخيمة للأزمة."	0
"الناتج المحلي الإجمالي الإسمي بأسعار السوق"	0
"22 - يطلب إلى حكومة جمهورية الكونغو الديمقراطية أن تسارع إلى القيام، بدعم من المجتمع الدولي والبعثة، بوضع وتنفيذ استراتيجية وطنية شاملة لإصلاح قطاع الأمن، استنادا إلى جملة أسس منها نتائج اجتماع المائدة المستديرة بشأن قطاع الأمن المعقود في شباط/فبراير 2008، بهدف إنشاء منظمات أمنية ذات كفاءة مهنية في مجالات الدفاع والشرطة وإقامة العدل توفر الحماية للمدنيين وتتسم بحسن إدارتها وتتصرف وفقا للدستور وفي ظل احترام سيادة القانون وحقوق الإنسان والقانون الإنساني الدولي ويحث الحكومة الكونغولية على كفالة استدامة الدعم المقدم من شركائها في هذا المجال وبخاصة بإيلاء الأولوية لإصلاح الإدارة وهياكل القيادة في القوات المسلحة لجمهورية الكونغو الديمقراطية وسائر قواتها الأمنية ويكرر مناشدته السلطات الكونغولية وضع آلية فرز تراعي، عند اختيار المرشحين لمناصب رسمية، بما في ذلك المناصب الرئيسية في القوات المسلحة والشرطة الوطنية ودوائر الأمن الأخرى، تصرفات المرشحين السابقة فيما يتصل باحترام القانون الإنساني الدولي وحقوق الإنسان؛"	1
"17 - شهدت الشهور الماضية صدور مجموعة متنوعة من التقارير والتوصيات المؤثرة المتعلقة بالجزاءات المفروضة لمكافحة الإرهاب، بما في ذلك الخطاب الذي وجهه الأمين العام بمناسبة الذكرى السنوية لوقوع الهجمات الإرهابية في مدريد() في 11 آذار/مارس 2004 وتقريره اللاحق المعنون \"في جو من الحرية أفسح: نحو تحقيق التنمية والأمن وحقوق الإنسان للجميع\" (A/59/2005 و ِِِAdd.1-3)."	1
"أما عن إجراءات الكشف عن عمليات نقل النقدية والصكوك القابلة للتداول والدفع لحاملها على نحو غير مشروع عبر الحدود والتنسيق فيما بين الجمارك ووحدات الاستخبارات المالية وموظفي إنفاذ القانون في هذا الصدد، فهي إما غير موجودة أو غير كافية."	0
"8 - وتباشر اللجنة أنشطتها في تاريخ يحدده الأمين العام، وستُبلغ به حكومة باكستان رسمياً."	1
":: ينشأ بموجب قرار يصدر عن الجمعية العامة ويخضع لسلطتها."	0
"أستاذة في المدرسة الوطنية للإدارة والقضاء حتى عام 1991."	0
"المقرر عقدها يوم السبت، ١٥ أيار/ مايو ١٩٩٩، الساعة ١٠/٢"	0
"ويشجع المجلس الدول المجاورة على التعاون مع فرقة العمل الإقليمية من أجل القضاء على التهديد الذي يشكله جيش الرب للمقاومة."	1
":: دراسة واقع الخدمات والحيازات."	0
"10 - ونظرا لعدم قدرة أي بلد من بلدان المنطقة دون الإقليمية على أن يتولى بمفره تنفيذ هذه التوصيات، سيقوم مكتب الأمم المتحدة لدعم بناء السلام في جمهورية أفريقيا الوسطى بتيسير التعاون بين هذه البلدان، بناء على طلبها وفي إطار شراكة مع المنظمات دون الإقليمية والإقليمية، بهدف وضع حد نهائي لانعدام الأمن في المناطق الحدودية الناجم عن أعمال المجموعات المسلحة وقطّاع الطرق."	1
"13 - رغم أن من المعروف أن معظم الدول في المنطقة دون الإقليمية قد أنشأت وحدات لإنفاذ قوانين مكافحة الإرهاب، فإن ثلاث دول فحسب هي التي أنشأت من الهياكل المؤسسية الكافية والتنسيق المشترك بين الوكالات ما يلزم لمعالجة قضايا مكافحة الإرهاب."	0
