"ar_en_DEEP"	"MatConf"
"Since the categories of international crimes have been included in another part of the report, it is sufficient here to briefly mention the various ways of participating in the commission of international crimes that give rise to individual criminal responsibility."	0
"28. The Deputy Special Representative of the Secretary-General said that since the outbreak of the conflict in December 2013, reports had been received through the Monitoring and Reporting Mechanism indicating that both parties to the conflict were responsible for violations and abuses against children, including killing and mutilation, recruitment and use, and violence. Sexual."	1
"Prison staff and Puntland security forces bravely fought off the attackers and were able to prevent the prison from being seized and the possible escape of Al-Shabaab members, including an improvised explosive device expert, a suicide bomb coordinator, imprisoned pirates and others."	1
"Providing support to state institutions"	0
"Residents of those neighborhoods were subjected to violence and beatings at the hands of security forces."	1
"The authorities in the Democratic Republic of the Congo have an international obligation to ensure that their country is not used as a base from which these rebels attack Uganda."	1
"The mission did not receive accurate information about the number of people detained by the security forces."	1
"In this case, the question arises of knowing whether the members of the group, other than the individual who committed the crime that they did not plan to commit or intended to commit in advance, also bear criminal responsibility for this crime."	1
"Noting that it was unclear how many lives had been lost in the fighting that lasted for several days, she said that the Intergovernmental Authority on Development (IGAD) ceasefire monitors had placed the blame for the start of the conflict on the opposition."	1
"544 - The Commission identified 14 Janjaweed individuals suspected of having committed an international crime under the principle of joint criminal enterprise."	1
"He later reported that General Assef Shawkat forced Mr. Abu Adass to record the tape in Damascus approximately 15 days before the assassination."	1
"4 - The Security Council, by its resolution 733 (1992), imposed a general and complete arms embargo on Somalia, and established, by resolution 751 (1992), a committee to supervise the implementation of the embargo."	1
"These curricula take into account the special features of education that should be offered to different linguistic and cultural groups, and highlight the diversity of Finnish culture as a result of its reception of immigrants from different cultures."	0
"It is indeed time for the international community, particularly the Security Council, to take effective measures to confront the illegal and criminal policies and practices of the Israeli regime, and to put an end to its state terrorism against the Palestinian people and other peoples of the region."	1
"Transport:: Decree on the Land Transport of Dangerous Goods of 29 November 2002 (Transport Decree; SR 741.621)"	0
"As a result of the security forces' firing of tear gas bombs and fire, the crowds erupted in panic and chaos."	1
"According to reports, the UN arms embargo continues to be violated, and arms flows into the country have increased."	1
"The Committee received 11 notifications from Member States supplying military equipment to the Congolese authorities, and sent a similar number of declarations."	0
"The frequency of attacks is increasing, and this includes attacks launched using rocket artillery, and there are large numbers of people who can be recruited."	1
"A severe reduction in the number of military units in the mission would reduce the mission's ability to perform prevention tasks and force it, in the event of a crisis, which his country hoped would not happen, to respond using operational concepts that, given all that it entailed, were still unclear. That's a risk."	1
"3- Acts of torture committed by the civilian population"	1
"The committee concluded that the Minister of the Interior and the Commander-in-Chief bypassed institutional procedures by illegally transferring weapons within the institution;"	1
"When international forces began arresting people, the small number of judicial sector staff organized preliminary hearings and detention hearings."	1
"(c) Planning missions throughout their phases of operation, including transition planning."	0
"He also reported that the United Nations Disengagement Observer Force continued to monitor the violent clashes that broke out between the Syrian armed forces and armed opposition elements, as well as air strikes launched by the Syrian armed forces, within the buffer zone and the arms control zone."	1
"When they are arrested or forcibly returned, DPRK officials systematically persecute, torture, arbitrarily detain them for prolonged periods, and in some cases, subject them to sexual violence, including during intrusive searches."	1
"I transmit to you herewith, on behalf of the Chairperson of the Commission, Nkosazana Dlamini-Zuma, the statement adopted by the Peace and Security Council at the conclusion of the meeting (see enclosure)."	0
"Few countries have comprehensively updated their legal frameworks to include specific laws on terrorist financing."	0
"Rather, they insist on treating the case as a secondary immigration crime."	0
"A number of countries have not yet implemented the necessary measures to detect and freeze terrorist assets without delay."	1
"But the only issue the participants agreed on was not to discuss weapons."	0
"33. On 3 September, the Government of India informed the United Nations of its decision not to renew the contract for the deployment of six Mi-17 helicopters for the Mission beyond 31 October."	1
"One case was reported from Delba, West Darfur, where the victim was beaten to death."	1
"Acting in accordance with Chapter VII of the Charter of the United Nations,"	0
"There are different possibilities, including a suicide bombing or a radio bombing using frequencies different from those of jamming devices, or using the frequencies of jamming devices, or a radio bombing using the jamming devices themselves, or a wireless bombing using one of Thurayaâs phones connected to artificial satellites, and Thuraya is the only telephone company operating in Lebanese territories that have connections to satellites, or wire detonation using a TNT cable, or wire detonation using another type of composite cable such as a telephone wire as a connecting wire."	1
"Obviously, each of the elements has different institutional origins and a different approach and timing."	0
"Solidaridad Internacional, a non-governmental organization, installed water networks in all camps thanks to funding from the European Community Humanitarian Office and UNHCR."	0
"There are several factors working against them, but if they succeed, the threat of terrorism will increase even more."	1
"The Ministry of Justice's decision to relax this requirement for registering rape complaints is unknown to most law enforcement agencies in Darfur."	0
"39 - In this context, the Heads of State and Government support the need to review the applicable legal texts, in particular the Protocol on the Mechanism for the Prevention, Management and Resolution of Conflicts, Peacekeeping and Security and the Supplementary Protocol on Democracy and Good Governance, in order to reflect best practices with regard to presidential terms of office."	0
"Through a combination of factors, including gender discrimination in access to resources, education and employment, poor reproductive health care, and exclusion from decision-making processes, refugee and internally displaced women constitute one of the most vulnerable groups in the world."	1
"Recognizes that, despite progress made on gender equality, enhanced efforts, including work towards practical and measurable targets, are needed to guarantee the rights of women and girls and to ensure that all women and girls in [the country concerned] are protected from violence and abuse and enjoy equal protection under the law and access to justice, strongly condemns discrimination and violence against women and girls, in particular violence aimed at preventing girls from attending school, and stresses the importance of implementing Security Council resolutions 1325 (2000), 1820 (2008), 1888 (2009), 1889 (2009) and 1960 (2010), and recalls the commitments contained therein to mainstream a gender perspective and to ensure that women fleeing domestic violence have access to safe and secure refuge;"	0
"The types of fish caught are tuna, bonnet, mackerel, squid, shark, lobster and shrimp."	0
"September 8, 2003, Mugur District, Ghazni Province, Afghanistan"	0
"The Executive Directorate has adopted a multimedia approach to communicate with its target audiences, using communication tools and channels such as the Committee's website, a Twitter account and e-newsletter, and the information services provided by the Department of Public Information."	0
"It also emphasizes blocking and stopping websites that contain extremist materials, and regulating problems that arise in this field."	1
"The Government also shares a number of concerns expressed in the report regarding, inter alia, human rights and the situation of women and children."	0
"The Janjaweed, riding horses and camels, began chasing the villagers, while the military forces remained at the foot of the mountain. Parts of the mountains were bombed with mortars, and machine gun fire was also fired at people."	1
"Despite the progress made by the Government in accordance with the action plan, specifically in deploying police forces, it has not implemented its commitment not to enter areas under the control of armed movements."	1
"76 - All parties to the conflict (the Sudanese Government, the Sudan Liberation Army, and the Justice and Equality Movement) have recognized that this conflict is an internal armed conflict."	1
"The total information collected by the team was information related to attacks on 51 towns or villages and 11 cases of rape, by interrogating 116 eyewitnesses and 12 indirect witnesses."	1
"For example, Burkina Faso attaches importance to combating violent extremism and works to combat terrorist recruitment attempts."	1
"The Commission found that the forced displacement of the civilian population was systematic and widespread, and constitutes a crime against humanity."	1
"All equipment has been classified in accordance with the system established by the General Assembly, and a list of redundant equipment has been prepared for the information of other peacekeeping missions."	1
"In one case, a civilian was detained by the Janjaweed following an attack on his village, kept in captivity in a Janjaweed camp, and later transferred to a military barracks in the area."	1
"âThe Security Council reaffirms the need to combat all forms of terrorism and that no terrorist act can reverse the path towards peace, democracy and reconstruction in Iraq, a path that is supported by the Iraqi government and people, and the international community."	0
"For example, the nuclear industry responded to increased scrutiny and concerns about terrorist access to weapons of mass destruction after the attacks of September 11, 2001 and proactively addressed non-proliferation concerns."	1
"215. All States have enacted legislation regulating the production, sale and transfer of weapons and explosives."	0
"38. The Group recommends that the Security Council and the Committee encourage States to designate or establish national mechanisms to identify and target individuals and entities for inclusion in the Consolidated List, relying on clearly identifiable legal authority distinct from the criminal process."	0
"1 - Justice and Equality Movement/Dr. Khalil Ibrahim"	0
"During the reporting period, the composition of the Joint Monitoring and Verification Team in Gao was modified to include all armed groups members of the Coordination Council and the Preliminary Plan Coalition, as well as representatives from Chad, Algeria, Mauritania and Niger. From 19 to 22 November, the Gao team dispatched a fact-finding mission to Dede on both sides of the Niger River."	0
"Publication on âMainstreaming a Gender Perspective in Environmental Assessment and Early Warningâ"	0
"Most countries have only weak capabilities to freeze funds and assets linked to terrorism without delay."	1
"There was no access to medical treatment or proper diet for some people who were suffering from serious health problems."	1
"Preventing illegal border crossings is vital to combating terrorism, drug trafficking and commercial smuggling."	0
"The limited ability within the region to track financial flows is another major challenge, especially given that illicit profits can exacerbate corruption."	0
"The subjective element, or criminal intent, lies in the accompliceâs knowledge that his actions help the perpetrator of the crime to commit it."	1
"The President (spoke in English): The result of the vote was 15 votes in favour."	0
"52. The State has also used deliberate starvation as a means of control and punishment in detention facilities."	1
"(i) Killing at the hands of government forces, militias, or both"	1
"Of the 7 cases reviewed, two received no income at all in the past month."	0
"The Islamic State targeted only 14 of the regime's 238 strikes in Aleppo."	1
"She was detained with Mr. Abu Adass's father, Tayseer, in violation of the law for approximately 10 days."	1
"Many of the killings did not occur in the streets, but rather inside the homes of those who were going to participate in the demonstration or even innocent civilians who were targeted by security forces."	1
"It is not yet clear whether this event signals a decline in the influence of regional power brokers or is merely a change in leadership."	0
"59. The travel ban is particularly effective against financiers of Al-Qaida and the Taliban, who may find it difficult to use a false identity or otherwise evade restrictions on their movements."	1
"Therefore, the team wanted to know which of the two loss estimation methods above would provide the best estimate, or whether any other loss estimation method would be preferable."	0
"Training of peacekeeping personnel Requests the Secretary-General to ensure that United Nations personnel involved in peacemaking, peacekeeping and peacebuilding activities are provided with appropriate training in international humanitarian law, international human rights law and international refugee law, including provisions relating to children and gender, and negotiation skills communication, cultural awareness and civil-military coordination and urges States and relevant international and regional organizations to ensure that appropriate training is included in their programs for personnel involved in similar activities."	0
"On November 2, 2014, Syrian regime warplanes raided Umm al-Tuwaina, killing five people."	1
"392. Based on the information available to the Commission, it appears that the looting, carried out mainly by the Janjaweed in the context of attacks on villages, was carried out on a large scale and with the connivance of the Government of Sudan, through the spread of a culture of impunity and direct support for the Janjaweed."	1
"To expedite the approval process, States may be encouraged to provide the Committee with any available evidence or supporting documents, such as arrest warrants, existing Interpol bulletins, indictments or judicial rulings or copies thereof."	0
"Scheduled for Friday, January 14, 2011, at 10 a.m"	0
"115. The current embargo could have a greater impact on the Taliban if this is taken into account and if all non-State actors in Afghanistan are prevented from purchasing weapons, with necessary exceptions made on humanitarian and other purposes, as authorized by the Government of Afghanistan or the Security Council. ."	1
"Suicide bombings have also become commonplace."	1
"(a) The Maoist army recruited a large number of children prior to the signing of the Comprehensive Peace Agreement."	1
"19 - The situation in the Central African Republic (6 August 1997; 14 August 2013)."	0
"3-2-4 Mutual legal assistance agreements"	0
"Detainees were reported to be systematically subjected to physical and psychological torture as punishment for suspected affiliation with or support to the rebels and a desire to obtain information or confessions."	1
"Logistical support to the FARDC to carry out joint operations, in accordance with the human rights due diligence policy, was considered essential to carry out effective military operations and maintain the will of the FARDC to fight and cooperate with MONUC."	0
"He knows who is loyal or qualified and who is unfaithful and unqualified."	0
"34. Approximately $10 million has been allocated to the United Nations family's vision for Sierra Leone from the “Delivering as One” fund."	0
"5. We also respectfully emphasize that there are other, faster and simpler ways to ensure that victims of criminal acts in Rwanda receive just compensation."	0
"The issues of making Darfur a single region and appointing a vice president for Darfur were postponed."	0
"(b) Continue to follow the latest developments in technology in order to be able to prevent the misuse of new methods of paying money and to detect attempts to exploit those methods to finance terrorism; Enacting appropriate laws and regulations and strengthening international cooperation in the field of investigation and prosecution in cases of suspected exploitation of new payment methods for financing terrorism;"	0
"328. With regard to specific patterns of displacement, the Committee notes that one of the objectives of the displacement appears to be related to the Government's counter-insurgency policy, namely the removal of the rebels' actual or potential support base."	1
"It is important to point out that some of these armed groups may obtain their weapons from within the Democratic Republic of the Congo itself, as the Secretary-General indicated in his nineteenth report on the United Nations Mission in the Democratic Republic of the Congo (S/2005/603) submitted to the Security Council."	1
"(Q.Q.: 479 IQD (21) - 3/30/2009)"	0
"Welcoming the efforts of the Burundian authorities to combat impunity, in particular the prosecution and conviction of some of the perpetrators of the Muyinga massacre,"	0
"B - Components usable in the systems listed in Item 1-A or 19-A-1."	0
"It is hoped that similar shortages will not occur during the final stages of the program's phase-out."	0
"After a lengthy confrontation with the crowd, Deputy Commander-in-Chief Babu disarmed six eastern officers from the Rapid Response Unit and took off their bulletproof vests. They were escorted to vehicles that were waiting for them."	1
"Second - the development of risks and threats and the impact of implementation"	0
"Many victims of attacks in the same area who identified their attackers as Janjaweed explained to the Commission that the attackers wore the same uniforms as the local PDF, used the same deployment method during the attack and used the same weapons as them."	1
"International partners and human rights defenders unanimously condemned the government's decision to expel the Director of the United Nations Joint Human Rights Office following the publication of a human rights report on violations allegedly committed by police during Operation Likofi."	0
"The largest and bloodiest of these incidents was the unprovoked attack by tribal militias on the Aro Sharo internally displaced persons camp and on the villages of Gosmino and Ardja in the Kulbus region of Western Darfur, near the border with Chad, which occurred on 28 September."	1
"However, the team of experts prepared a robust and credible report, thereby acknowledging for the first time an international body the extent of human rights violations committed in the final days of the brutal conflict in Sri Lanka, where at least 10,000 civilians were killed."	1
"36. Official sources have reported that at least three listed Al-Qaeda members have been killed."	1
"Cases are referred to the Ombudsman by the Committee"	0
"552 - It is clear from the presentation of the violations described in the first part of this report that gross violations of human rights and humanitarian law were committed on a large scale by government forces or militias under government control."	1
"36. In The Gambia, opposition groups protested against government authorities for failing to hold accountable those who allegedly committed human rights violations. On 4 November, former Chief of the Army Staff, General Lang Tamba, and six co-accused filed an appeal in the Supreme Court against the death sentence for treason and conspiracy imposed by the Supreme Court in July 2010, which was upheld by the Court of Appeal in October. 2012."	1
"A senior government official who participated in the recruitment process told the Commission that tribal leaders were receiving donations and gifts for their recruitment efforts and according to the number of people they were able to recruit."	1
"77. All available evidence indicates that the initial shootings on the morning of 25 March that sparked the situation were the result of coordinated actions by security forces, resulting in the deaths of more than 100 civilians."	1
"Expresses its deep concern at the recruitment and use of children by (anti-government) children in the (affected country), and at the killing and maiming of children as a result of the conflict, and reiterates its strong condemnation of the recruitment and use of child soldiers in violation of applicable international law and of all other violations and abuses committed against children in situations of armed conflict , especially attacks on schools and calls for those responsible to be brought to justice."	1
"This includes those who are determined to be of pivotal importance in the ideological indoctrination and recruitment of suicide bombers."	1
"11. In addition, it should be said that access to high-tech communications, especially the Internet, is limited in some parts of the world, and that the means of incitement that may be used there are therefore more traditional."	0
"Military forces in some States were alleged to have committed summary or extrajudicial killings, in violation of the laws of war and human rights law."	1
"As a result, there are no accurate figures on the number of small arms and light weapons currently in circulation in the world."	1
"It is understood from the battle to control Baidoa that opposition elements are coordinating their efforts to overcome the forces of the Transitional Federal Government."	1
"Niger and Guinea each deposited their instrument of ratification of the Charter, bringing the number of West African countries that have ratified it to five."	0
"As for the requirement that the attack be âsystematic,â it ârequires that the acts be of an organized nature and that such acts are not likely to occur randomly.â("	1
"Saeed Arif is associated with Al-Qaeda or any affiliated cell or group associated with it, splintered from it, or affiliated with it due to âparticipation in the financing, planning, or Facilitating, preparing for, or committing, or participating in it with, in its name, on behalf of, or in support of, and ârecruiting for it.â"	1
"It is clear that the conditions for implementing this mechanism are not available in the case of Darfur."	0
"This is because the Security Council sanctions regime, which remains the only truly global mechanism for action against the twin threats posed by Al-Qaeda and the Taliban, continues to suffer from two major weaknesses: the constraints on the consolidated list and the lack of participation by Member States."	1
"5-6 October 2012 (Yayladag/Hatay): At approximately 14.30, a mortar shell fell in an area under the responsibility of the Belingoz Military Border Post."	1
"The items most relevant to the Committee's monitoring mandate were biosensors and spectroscopic monitoring methods, such as mass spectrometry and Raman spectrometry, as well as various chromatography and immunization methods."	0
"76. Efforts continued to be made to recruit individuals from minority groups into the Kosovo Protection Corps."	0
"S/AC.50/2007/100 (consolidated report) S/AC.50/2007/17"	0
"43. Other sources of financing remain significant, including proceeds from transnational organized criminal activities including smuggling and human trafficking."	1
"(c) Loss of Jordanian residents’ use of water"	0
"The Council also heard a briefing from the United Nations High Commissioner for Refugees on the link between forced population movements and international peace and security."	0
"8 - While Al-Qaeda as an organization has not evolved, and its key leaders have not been able to rally their supporters behind key operational issues or direct them toward specific action, Al-Qaeda as a movement continues to flourish and draws its strength from a general message of resistance to real or perceived injustice."	1
"The concept note describes the future paths for the joint needs assessment process for Somalia, and Somalis are heavily involved in the process, as government counterparts and representatives of the regions, as well as international experts from the Somali diaspora."	0
":: Exploring how the peacebuilding goals and specific needs of post-conflict countries can be articulated in the post-2015 framework."	0
"Acting in accordance with Chapter VII of the Charter of the United Nations,"	0
"As a result, the security situation in Mitrovica has improved significantly, as have judicial and detention services, but little or no progress has been made in the return of displaced Kosovo Serbs and Kosovo Albanians to their homes on the banks of the Ibar River."	0
"The President (spoke in French): I will now put to the vote the draft resolution contained in document S/2004/240."	0
"Preferred solutions for both parties"	0
"855. National stated that the employer had certified the amount of $36,977 as payable."	0
"3 - Sisli IT-03-67-AR15bis (6 June 2014)"	0
"Rather, the number of politically motivated public executions appears to have increased until the end of 2013."	1
"In addition, Syrian security forces are still carrying out operations along the Syrian-Lebanese border, part of which was planted with mines in recent months."	1
"Calls upon parties to armed conflicts to make and implement specific commitments to combat sexual violence with specific time frames, including, inter alia, issuing clear orders through the chain of command prohibiting sexual violence and enshrining the prohibition of sexual violence in codes of conduct and military field operations manuals or their equivalents. Make and implement specific commitments to investigate alleged attacks in a timely manner and to hold perpetrators accountable;"	0
"Today, as mentioned before, there is a protracted and non-international armed conflict in Darfur between government authorities and organized armed groups."	1
"As noted elsewhere in this report, very few victims file formal complaints regarding crimes committed against them or their families due to a lack of confidence in the justice system."	1
"It is reasonable to assume that the police presence was for political reasons rather than to provide protection."	1
"200. Yeateen has five Liberian passports (two diplomatic passports and three ordinary passports, two of which were presented to him blank)."	0
"6. In Mali, terrorists almost destroyed the infrastructure of the State, affecting the stability of the country and the entire region. Al-Qaeda in the Islamic Maghreb, the Group for Oneness and Jihad in West Africa, and Ansar Dine are still active in northern Mali, with repercussions affecting neighboring countries. They have jeopardized the presence and activities of MINUSMA and its activities."	1
"23. Requests the Committee to circulate to the Council a list of States that had not submitted reports by 31 March 2004 pursuant to paragraph 6 of resolution 1455 (2003), including an analytical summary of the reasons given by States for non-submission of reports;"	0
"3 - Commercial dual-use systems are produced for civilian purposes but can also be used in terrorist attacks."	1
"By 31 January, 1,402 equity holders had included their properties in the plan."	0
"With fuel smugglers making profits exceeding 100 percent, these smuggling networks have a vested interest in prolonging the conflict."	1
"106 - All States except one State met the deadline set by the International Civil Aviation Organization for the issuance of machine-readable travel documents."	0
"Scheduled for Thursday, March 25, 2004, at 10 a.m"	0
"The pick-ups had Dshk guns mounted on their backs (12.7 mm machine guns mounted on a tripod), and one of them had a Hound-style missile launcher mounted on it, which was used to fire shells into and through the village."	1
"Incidents caused by cluster munitions dropped by NATO forces have decreased significantly as a result of a change in strategy that has significantly accelerated the elimination of accessible cluster explosive units."	1
"1-1 Return to constitutional legitimacy"	0
"On November 16, 2014, regime warplanes targeted the city of Maarat Misrin with a missile, killing five people, including a child and a woman, in addition to destroying residential buildings."	1
"The police officers stationed at the bridge felt that they had lost control due to the meeting of the two groups of demonstrators. They fired twice in the air and tried to escape."	1
"However, I remain convinced that this is not desirable at this stage."	0
"More recently, there is evidence that cross-border wildlife poaching may be a factor influencing conflict dynamics in Central Africa, and there is evidence that the conflict in Mali resulted in part from cross-border arms trafficking resulting from the conflict in Libya."	1
"These countries also face significant challenges due to cross-border refugee flows."	1
"The opposition forces - affiliated with Mohamed Ibrahim Habasadi - were able to control Baidoa on or around March 26 or 27, inflicting a devastating defeat on the militias of President Yusuf and Sheikh Madobe."	1
"In a presidential statement (S/PRST/2004/15) adopted on 14 May, the Council expressed deep concern regarding reports that elements of the Rwandan army had launched a raid within the territory of the Democratic Republic of the Congo, and reports of increased military activity by The Democratic Forces for the Liberation of Rwanda in the eastern part of the Democratic Republic of the Congo, and the raids launched by those forces in the territory of Rwanda."	1
"In that context, we believe it is important for the Security Council to pay the utmost attention to the threats posed by fundamentalist and extremist religious organizations such as Hizb ut-Tahrir and we urge the Council to impose severe sanctions on terrorist organizations."	0
"âThe Security Council notes that a number of obstacles undermine efforts to secure access for humanitarian and United Nations agencies to people in need, including attacks directed against humanitarian personnel, the authoritiesâ refusal to allow passage and a failure to work in an organized manner with non-State actors.â ."	1
"Prime Minister Gerard LaTorte asked the Interim Electoral Council to review this timetable, with the support of the mission, taking into account respect for the constitutional requirement that the president-elect be sworn in on 7 February 2006, and to make changes if necessary."	0
"This mechanism has already succeeded in reversing the process of issuing ultimatums to staff of United Nations agencies to leave West Darfur."	0
"Although the Security Council has confirmed that financial sanctions also apply to the provision of Internet hosting and related services, terrorists and terrorist groups can use Internet services on a large scale."	1
"Government Notice No. 327 was published in Issue No. 17226 in the Official Gazette of 9 April 2002 adding two entities to the Consolidated List (SC/7331 of 15 March 2002)."	0
"In Samara camp, pre-registration is scheduled to begin in the third week of May 1998."	0
"Since January, MONUSCO has documented more than 100 incidents targeting members of the political opposition, their supporters, journalists and human rights defenders."	1
"The flow of weapons from Ethiopia to the warlord and then to the Bakara Arms Market helps explain the presence of another source of small arms and ammunition at the Bakara Arms Market."	1
"The Under-Secretary-General also reported that violence and human rights violations continue on a daily basis. These include the use of torture, murder, rape and enslavement by ISIL, the punishment of civilians and attacks on civilian services by opposition groups, including groups designated as terrorist organizations, and the governmentâs use of aerial attacks, including barrel bombs, on civilian areas, internally displaced persons camps and civilian facilities."	1
"There were tanks, armored personnel carriers, and rocket launchers already stationed in certain areas of Abidjan."	1
"On March 15, 2005, secret unloading operations took place at the fruit loading station for ships registered in Greece and Panama without submitting a declaration to the customs and police authorities."	1
"Scheduled for Friday, 2 February 2001, at 3 p.m"	0
"Aware of the demands of the Lebanese people to identify all those responsible for the terrorist bombing that led to the killing of former Lebanese Prime Minister Rafik Hariri and others, and to hold them accountable for it,"	1
"During the period under review, the Mission discovered and marked 260 items of mines and unexploded ordnance and monitored the destruction of 3,693 mines and unexploded ordnance."	1
"(m) Conduct a study on the changing nature of the threat posed by Al-Qaida and the Taliban and on the best measures to confront it, including by establishing a dialogue with relevant researchers and academic bodies, in consultation with the Committee, and submit a report thereon to the Committee;"	0
"Moreover, the Taliban has retained its ability to import weapons, materials, and labor, and the secret to military success lies in disrupting its supply lines and depriving it of safe areas where its fighters can resort to replenish their energy between operations and train new recruits."	1
"In total, 95 per cent of governors in the Timbuktu, Gao and Mopti regions are performing their duties, as well as about 80 per cent of deputy governors."	0
"However, widespread strikes and blockades by armed and unarmed political groups, parties and groups have mostly disrupted humanitarian activities and access to health and education services in the Terai region."	1
"The village was attacked by about 3,000 Janjaweed on horses. Some of them were in vehicles."	1
"33. Many political parties in the Terai region have established youth branches that engage in violent street politics, and some armed groups that resort to political violence have recruited children."	1
"One of the soldiers sustained a minor injury to his finger as a result of a grenade explosion."	1
"14 - Official peace negotiations between the Government of Mali and armed groups began in Algiers on 14 July, facilitated by an international mediation team composed of the United Nations, regional organizations and neighboring countries, and led by Algeria. The negotiations aim to stabilize the ceasefire and reach a peaceful solution to the conflict, while preserving Mali's territorial integrity. On 24 July, the Government of Mali and armed groups signed a preliminary agreement setting out a roadmap for further negotiations."	0
"Regarding President Kabila's request for MINURSO to assist in training, equipping and garrisoning 20 police units, progress remains limited due to the lack of complementary support from donors to provide the necessary basic equipment (see S/2010/164)."	0
"Statements such as “The Palestinian people do not love their children” or “The Palestinian people are sending their children to death because of their hatred for Israel” are statements that smack of racism and reflect the kind of approach that should be rejected outright - and I am trying to do that now."	0
"He also stresses that it is Rwanda's duty to use its strong influence to ensure that the RCD does not take such actions."	0
"34 - The presence of Palestinian armed groups outside the camps remains a challenge to Lebanon's ability to exercise full sovereignty over its territory."	1
"In many cases, the attacks lasted for several hours."	1
"These capabilities will be in addition to the units included in the strong support group."	0
"Report of the Secretary-General on the United Nations Operation in Cyprus (S/2002/1243)"	0
"The equipment was placed under the custody of the weapons custodian on board the American ship, and then handed over to the Yemeni authorities."	1
"(f) The host country(s), as observer, as appropriate;"	0
"(e) Audit Office - $4,716,242"	0
"The participants committed to uniting efforts to combat the Boko Haram group, and pledged to complete the construction of the headquarters of a multinational joint force in Nigeria by November 20, and to deploy a military force within the national borders in which each country would participate with a military unit of 700 soldiers."	0
"29. There are also important positive developments. When the armed conflict ended in 1999, there was an almost complete lack of economic structures and legislation."	1
"564. Taking into account the comment made above regarding the structure of rebel groups, the Commission has compiled sufficient reliable documents indicating that four individuals holding important positions within the various rebel groups may be suspected of being responsible for knowingly failing to prevent crimes committed by the rebels or Suppress it."	0
"As mentioned above, various sources confirmed that the children were wearing uniforms and carrying weapons."	1
"The Panel notes that some States have begun to seriously consider doing so."	0
"54 - Anecdotal evidence indicates that funds from ransom payments and drug trafficking are moved across borders by cash couriers."	1
"Implementing public policy related to gender equality and the empowerment of women and girls."	0
"The car was not in a perfectly straight parking position, as evidenced by the force of the explosion affecting the red Ford that was likely parking directly in front of the Mitsubishi."	1
"In Lerneb (Timbuktu province), in September, the Arab Movement of Azawad (MAP) warned in several public meetings that it would punish local residents who provided information to MINUSCA and French forces. On September 23, the headless body of a man was found in the Zoueira region, 80 kilometers north of Timbuktu. He was one of five men kidnapped by Al-Qaeda in the Islamic Maghreb on September 16 and accused of collaborating with international forces. They have since disappeared."	1
"In the central regions, unresolved conflicts continue to affect livelihoods and delay recovery processes."	1
"Relations between these two parties deteriorated by mid-1975. On August 11, 1975, the Timorese Democratic Union launched a pre-emptive armed attack on the Revolutionary Front for an Independent East Timor. The counter-attack was launched on 20 August 1975. This date is currently celebrated as the founding day of the Armed Forces for the National Liberation of East Timor."	1
"In addition, the members of the two rebel movements came mainly from local village defense groups and from specific tribes, and were formed in response to increasing attacks from other tribes."	1
"Demands that all armed groups, in particular elements of the [specified armed group], prevent the recruitment and exploitation of children, further demands that all parties provide protection for children released or otherwise separated from armed forces and armed groups and consider them victims, and stresses the need to pay special attention To protect, release and reintegrate all children associated with armed groups;"	0
"Most countries criminalize the use of their territory to commit or plan terrorist acts against citizens, facilities and diplomatic representatives of other countries."	0
"95. On the night of 6 to 7 August 2003, a Boeing 707, registration number 9G-LAD (Ghana), landed at Robertsfield International Airport after taking off from Sirte, Libyan Arab Jamahiriya."	0
"The anti-terrorism law is being reviewed."	0
"Mr. Siniora's government clearly embraces democratic values."	0
"120- These expenses are usually considered general expenses. These costs can be incorporated into the price in various ways."	0
"Document best practices on thematic issues and functional areas; Desk reviews and best practice workshops; Establishing an electronic network to exchange knowledge and data between gender advisors."	0
"As the enclosure to this letter demonstrates, regime forces have demonstrated extreme brutality in the city of Raqqa, where they have used the cover of US-led air strikes against the Islamic State to slaughter innocent civilians on an unprecedented scale."	1
"During this period, the Commission's support base was strengthened and new software was installed, making the database more effective."	0
"Five of the countries have adequate measures to suppress terrorist recruitment, while four countries do not have any measures of this kind."	0
"(a) if the act referred to in paragraph 1 above results in the death of a person or serious bodily harm to more than one person;"	1
"Former Interahamwe president in Gisenyi"	0
"Defining and describing the green belt path and selecting pioneering projects"	0
"âWeapons of Mass Destruction and Non-Proliferation in the Framework of Best Working Practices,â which was followed by a training exercise"	1
"Between 27 September 2003 and May 2004, 7 villages near Nyala were continuously attacked by the Janjaweed."	1
"âThe Security Council also recalls the heinous terrorist attacks of 11 September 2001 in New York, Washington, D.C. and Pennsylvania, and the numerous other attacks committed by the organizationâs network around the world."	1
"Rape and other crimes of sexual violence did occur, but they were not widespread or occurring with such regularity as to constitute crimes against humanity."	1
"Secondly, there has been widespread destruction of villages throughout the three states of Darfur."	1
"He added that the Organization for Security and Cooperation in Europe has not yet observed any withdrawal of heavy weapons from the Line of Control."	1
"The Committee notes that there is no evidence that the assassination of 8 police officers and the wounding of 27 police officers were beyond the scope of spontaneous acts carried out by individuals who were absolutely not subject to the orders of the hierarchical structure of the Timorese Defense Forces."	0
"152. The above case was notable, but the Panel noted other unreported examples of the importation of such vehicles for military use."	1
"She also visited 30 sites where incidents had occurred and met with local authorities, particularly the armed forces."	0
