"en_ar_GOOGLE"	"VerCoop"
"انخرط العديد من أعضائها في صيد جراد البحر على نطاق صغير برأس مال قدمته المنظمة."	0
"يهيب بجميع الأطراف احترام الطابع المدني والإنساني لمخيمات اللاجئين ومواقع النازحين داخليا..."	1
"وشددت دولة أخرى على أهمية اتباع نهج مجتمعي، مشيرة إلى أن الأسر والمجتمعات المحلية والمؤسسات المحلية المطلعة هي أكثر وسائل الدفاع فعالية ضد الإيديولوجيات المتطرفة العنيفة."	1
"وأحث جميع الزعماء الصوماليين على اتخاذ الخطوات اللازمة نحو تسوية خلافاتهم."	1
"1 - يكرر الإعراب عن قلقه إزاء استمرار الأزمة وتدهور الوضع في كوت ديفوار، مما يشكل تهديدا خطيرا للسلام والاستقرار في منطقة غرب أفريقيا؛"	0
"وهناك آليات تشريعية أخرى قيد الإعداد."	0
"72 - يطلب إلى اللجنة أن تقدم تقريرا شفويا، من خلال رئيسها، مرة واحدة على الأقل في السنة، إلى المجلس عن حالة العمل العام للجنة وفريق الرصد، وحسب الاقتضاء، بالاقتران مع تقارير الرئيسين. يعرب رئيس لجنة مكافحة الإرهاب واللجنة المنشأة عملا بالقرار 1540 (2004)، عن اعتزامه عقد مشاورات غير رسمية مرة واحدة على الأقل سنويا بشأن عمل اللجنة، على أساس التقارير المقدمة من الرئيس إلى المجلس، ويطلب كذلك إلى الرئيس وعقد جلسات إحاطة دورية لجميع الدول الأعضاء المهتمة؛"	1
"3. آليات وأجهزة التأمين أو التسليح أو الصمامات أو الإشعال."	0
"إن الوقت لا يسمح بإجراء مراجعة شاملة للآثار المترتبة على إجراءات المجلس هذه، ولكنني أريد أن أسلط الضوء على بعض القضايا السياسية المتأصلة في هذه الممارسة."	0
"(ز) نقل الأشخاص (المادة 16 من الاتفاقية، المشمولة بالمادة 22 من مشروع القانون)؛"	0
"الاتجار بالمخدرات والجريمة المنظمة العابرة للحدود الوطنية"	0
"في الجلسة 6900 لمجلس الأمن، المعقودة في 15 كانون الثاني/يناير 2013، فيما يتعلق بنظر المجلس في البند المعنون &quot;التهديدات التي يتعرض لها السلام والأمن الدوليان نتيجة للأعمال الإرهابية&quot;، أدلى رئيس مجلس الأمن بالبيان التالي باسم المجلس:"	1
"في 3 أيار/مايو، وبدعوة من رئيس المجلس الاقتصادي والاجتماعي، حضر رئيس المجلس الاجتماع الرفيع المستوى للمجلس الاقتصادي والاجتماعي لتقييم عمل أفرقته الاستشارية المخصصة المعنية بالبلدان الخارجة من الصراع ( بوروندي وغينيا بيساو)."	1
"وسينصب التركيز على المدى القصير على مراقبة الحدود والموارد الطبيعية في إيتوري، وتقييد حركة عناصر القوات الديمقراطية المتحالفة/الجيش الوطني لتحرير أوغندا في شمال كيفو، والسيطرة على المناطق التي أخلتها القوات الديمقراطية لتحرير رواندا بعد العملية المشتركة بين بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية والقوات المسلحة لجمهورية الكونغو الديمقراطية. العمليات، ومساعدة الشرطة الوطنية في توفير الأمن للسكان في جنوب كيفو."	0
"23 - وفي 17 تشرين الأول/أكتوبر، أعلن رئيس أركان الدفاع النيجيري أنه تم التوصل إلى وقف الأعمال العدائية مع جماعة بوكو حرام، عقب محادثات يسرتها حكومة تشاد في نجامينا. وفي 19 أكتوبر/تشرين الأول، أعلنت حكومة تشاد أن المفاوضات جارية بشأن اتفاق وقف إطلاق النار والإفراج عن التلميذات المختطفات في شيبوك. وفي 4 تشرين الثاني/نوفمبر، أعلنت حكومة نيجيريا الاتحادية أنه لم يتم التوصل إلى اتفاق، على الرغم من أن المحادثات ستستمر."	1
"ورحب أعضاء المجلس بالجهود التي تبذلها الحكومة لمكافحة جيش الرب للمقاومة، فضلا عن مبادرة الاتحاد الأفريقي للتعاون الإقليمي من أجل القضاء على جيش الرب للمقاومة وتعيين مبعوث خاص للاتحاد الأفريقي لتنسيق المبادرة."	1
"ضباط وأعضاء الغرف"	0
"ولهذا السبب، تثير المديرية التنفيذية دائما مثل هذه القضايا في سياق الزيارات القطرية وحلقات العمل بالفيديو وغيرها من عمليات تبادل وجهات النظر، وترى قيمة مستقبلية في العمل بشكل مكثف أكثر مع الدول بشأن الجوانب العملية لهذه النهج."	1
"6 - يؤكد كذلك أن المتطلبات الواردة في الفقرة 1 (أ) أعلاه تنطبق أيضا على دفع الفدية للأفراد أو الجماعات أو المؤسسات أو الكيانات المدرجة أسماؤهم في القائمة؛"	0
"وإذ يؤكد في هذا السياق أهمية إحراز مزيد من التقدم من جانب حكومة [البلد المتضرر] في إنهاء الإفلات من العقاب وتعزيز المؤسسات القضائية وسيادة القانون واحترام حقوق الإنسان داخل [البلد المتضرر]، بما في ذلك النساء والفتيات وفي المنطقة. إعادة بناء وإصلاح قطاع السجون في [البلد المتضرر]."	1
"&quot;ويعرب مجلس الأمن عن تضامنه العميق مع جميع ضحايا الإرهاب وأسرهم، ويشدد على أهمية مساعدة ضحايا الإرهاب، وتزويدهم وأسرهم بالدعم للتغلب على خسارتهم وأحزانهم، ويسلم بالدور الهام الذي يلعبه الضحايا والناجون. وتضطلع الشبكات في مكافحة الإرهاب، بما في ذلك من خلال تبادل تجاربها بشجاعة والتحدث علناً ضد الأفكار العنيفة والمتطرفة، وترحب في هذا الصدد بالجهود والأنشطة ذات الصلة التي تبذلها الدول الأعضاء ومنظومة الأمم المتحدة وتشجعها، بما في ذلك فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب. (فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب)."	1
"&quot;ويرحب مجلس الأمن بالجهود الهامة المتواصلة التي يبذلها الاتحاد الأفريقي والمنظمات دون الإقليمية، بما يتسق مع قرارات مجلس الأمن ومقرراته، من أجل تسوية الصراعات وتعزيز حقوق الإنسان والديمقراطية وسيادة القانون والنظام الدستوري في أفريقيا،"	1
"وفي اختتام هذه الجولة الرابعة من المحادثات، أكد الطرفان مجددا التزامهما بمواصلة المفاوضات في مانهاست في موعد يحدده الاتفاق المشترك."	1
"&quot;ويؤكد مجلس الأمن من جديد أن الإرهاب بجميع أشكاله ومظاهره يشكل أحد أخطر التهديدات التي يتعرض لها السلام والأمن الدوليان، وأن أي أعمال إرهابية هي أعمال إجرامية وغير مبررة، بغض النظر عن دوافعها ومكان ارتكابها وزمانها وأيا كان مرتكبها."	1
"258 - وكما ذكر أعلاه، فإن أحكاما مختلفة من قانون حقوق الإنسان والقانون الإنساني الدولي لها صلة بحماية المدنيين في الصراعات المسلحة."	0
"وكما لاحظ الأمين العام، فإن غياب المساءلة، في كثير من الصراعات، هو إلى حد كبير غياب المساءلة، والأسوأ من ذلك، عدم وجود أي توقع لها في كثير من الحالات، هو الذي يسمح بتفشي الانتهاكات."	0
"وأحث بشكل خاص الجانب الأبخازي على الوفاء بالتزاماته السابقة والسماح بفتح مكتب فرعي لحقوق الإنسان في غالي، والسماح بتعليم الشباب المحليين لغتهم الأم الجورجية، وقبول نشر ضباط شرطة البعثة في غالي يصرف."	1
"2. الوضع في تشاد وجمهورية أفريقيا الوسطى والمنطقة دون الإقليمية"	0
"ولكن على الرغم من هذا التقدم، لا يزال يتعين التغلب على التحديات التي تواجه سلطة الحكومة وسيطرتها الفعلية على أراضيها الوطنية."	0
"كما ناقش الرئيس عباس ورئيس الوزراء السنيورة إقامة حوار لبناني فلسطيني حول الرفاه الاجتماعي والاقتصادي والأمن وتمثيل اللاجئين الفلسطينيين في لبنان."	1
"وستواصل اللجنة تركيزها على تعزيز توافق الآراء داخل المجتمع الدولي بشأن أهمية مكافحة الإرهاب، واتخاذ التدابير العملية الرامية إلى تعزيز قدرة الدول على مكافحة الإرهاب؛ المساعدة في تحديد ومعالجة المشاكل التي تواجهها الدول في تنفيذ قرار المجلس 1373 (2001)؛ والمساهمة في عملية زيادة عدد الدول الأطراف في الاتفاقيات والبروتوكولات الدولية ذات الصلة بمكافحة الإرهاب."	1
"27 - وفقا للفقرة 13 من قرار مجلس الأمن 1822 (2008)، وبالتنسيق مع الدول التي تقترح الإدراج في القائمة، بدأ الفريق في صياغة ملخصات سردية لأسباب إدراج جميع الأسماء المدرجة في القائمة."	1
"يتكون الخزان من أنواع مختلفة من الصخور المسامية التي تحتوي على الزيت والماء."	0
"79- بتاريخ 29/12/2009 صادق المجلس الوطني لحكومة الوحدة الوطنية على قانون الطفل الاتحادي."	0
"وكانت العناصر الأكثر صلة بولاية الرصد الموكلة إلى لجنة الأمم المتحدة للرصد والتحقق والتفتيش هي أجهزة الاستشعار البيولوجية والأساليب الطيفية، مثل قياس الطيف الكتلي وقياس طيف رامان، بالاشتراك مع مختلف الأساليب اللونية والمناعية."	0
"&quot;ويسلم مجلس الأمن بأهمية دور المرأة في منع نشوب الصراعات وحلها وفي بناء السلام، ويؤكد الدور الرئيسي الذي تضطلع به الحكومات الوطنية المتضررة من الصراعات المسلحة في تعزيز مشاركة المرأة في منع نشوب الصراعات وحلها وفي بناء السلام في إطار الأمم المتحدة. إطار جدول أعمال المرأة والسلام والأمن، بما في ذلك من خلال استشارة المنظمات النسائية ذات الصلة منذ المراحل الأولى للتخطيط وتحديد الأولويات."	1
"42 - وفيما يتعلق بحجة القانون الدولي، يرى الفريق أن أحد الأسباب لإنشاء لجنة أو آلية استعراض أخرى هو ببساطة استباق القانون في هذا المجال، وإنشائه، بدلا من السماح للمحاكم الوطنية والإقليمية أو الدول الأعضاء ممارسة الدولة للقيام بذلك."	1
"17. الحصار المسجل للقرى: غادنيي وأوراهوفاتش وغورنيا سربيكا وكوريتين والقرى المحيطة بغنيلاني."	0
"إن تركيا تدرك تماما نوايا الحكومة السورية التي تم تنفيذها عبر مختلف وسائل العدوان والاستفزاز، مثل استهداف المدنيين الأبرياء عبر الحدود."	0
"وبالمثل، يمكن للمجلس أن يطلب صراحة من الدول الأعضاء منع الأفراد والكيانات المدرجة أسماؤهم في القائمة من الوصول إلى مرافق التدريب العسكري أو الإرهابيين أو إنشائها أو صيانتها داخل حدودها، وبالتالي توسيع نطاق حظر الأسلحة ليشمل التدريب والتجنيد بشكل شامل."	1
"في 7 تشرين الأول/أكتوبر، قدمت المستشارة الخاصة للأمين العام، سيغريد كاغ، إحاطة إلى مجلس الأمن في مشاورات مغلقة بشأن تنفيذ القرار 2118 (2013). وركزت المستشارة الخاصة مداخلتها على أربعة مواضيع: اختتام البعثة المشتركة لمنظمة حظر الأسلحة الكيميائية والأمم المتحدة في 30 أيلول/سبتمبر؛ والتقدم المحرز في تنفيذ خطط تدمير مرافق إنتاج الأسلحة الكيميائية الـ 12 المتبقية؛ مسألة التناقضات في الإعلان الأصلي الذي أصدرته الجمهورية العربية السورية؛ والادعاءات المتعلقة باستخدام غاز الكلور في الجمهورية العربية السورية."	1
"وكما ستتم الإشارة إليه لاحقا، فإن هذا الاستنتاج بشأن مسؤولية العراق يستند إلى انتهاكه لقانون الحرب (حظر التهديد باستخدام القوة أو استخدامها في المادة 2 (4) من الميثاق) وليس إلى انتهاكات قانون الحرب (انتهاكات القانون الإنساني الدولي)، التي تشكل محور التركيز الرئيسي لقرارات لجنة EECC."	0
"ويدعو المجلس أيضا الأمم المتحدة والاتحاد الأفريقي إلى إجراء تحقيق مشترك في الشبكات اللوجستية لجيش الرب للمقاومة والمصادر المحتملة للتمويل غير المشروع، بما في ذلك التورط المزعوم في الصيد غير المشروع للأفيال والتهريب غير المشروع ذي الصلة."	0
"23 - يتحرك ما يزيد على 500 مليون حاوية بحرية حول العالم كل عام، وهو ما يمثل 90 في المائة من التجارة الدولية. ومع ذلك، لا يتم تفتيش سوى 2 في المائة من هذه الحاويات."	0
"ويشدد المجلس على ضرورة أن تتعاون الحكومة الجديدة، بمجرد تشكيلها، مع المجتمع الدولي وأن تستغل الفترة الانتقالية بشكل بناء لأغراض المصالحة والاستقرار وإعادة الإعمار."	1
"مساعدة الشرطة الوطنية لتيمور - ليشتي على تحقيق المستويات المطلوبة من القدرات المهنية والتقنية وفقا للمعايير الدولية."	0
"2 - وباعتبار جمهورية كرواتيا رئيسة لجنة مكافحة الإرهاب التابعة لمجلس الأمن وأحد أوائل الداعمين للتحالف العالمي لمكافحة الإرهاب، فإنها تدين بشدة الإرهاب الدولي بجميع أشكاله ومظاهره، وتضع في اعتبارها خطر الإرهاب الدولي. إن تقارب الإرهاب مع تهديدات أخرى للسلم والأمن الدوليين - مثل انتشار أسلحة الدمار الشامل، والجريمة المنظمة العابرة للحدود الوطنية والإرهاب الإلكتروني - يحث على تعاون عالمي أقوى في قمع هذه الآفة الحديثة."	0
"79 - تمتلك أربع دول أنظمة قانونية فعالة لضمان المساعدة القانونية المتبادلة وتسليم المجرمين، ولكن لا توجد دولة لديها آليات كافية لتبادل المعلومات بسرعة وفعالية مع نظيراتها الدولية."	0
"27- يقرر إبقاء هذه المسألة قيد نظره."	0
"ويعتزم المجلس مواصلة مكافحة الإفلات من العقاب بقوة باستخدام الوسائل المناسبة، ويلفت الانتباه إلى المجموعة الكاملة من آليات العدالة والمصالحة التي يتعين النظر فيها، بما في ذلك المحاكم الجنائية الوطنية والدولية و&quot;المختلطة&quot;، ولجان الحقيقة والمصالحة."	0
"ويؤكد المجلس من جديد أن إنهاء الإفلات من العقاب أمر ضروري إذا كان للمجتمع الذي يعيش صراعا أو يتعافى من الصراع أن يتصالح مع الانتهاكات التي ارتكبت في الماضي ضد المدنيين ويمنع مثل هذه الانتهاكات في المستقبل."	1
":: تضم مديرا 400 1 أسرة ويبلغ عدد سكانها 020 6 نسمة"	0
"&quot;ويهيب مجلس الأمن بحكومة جمهورية الكونغو الديمقراطية أن تظل ملتزمة تماما بإنشاء جيش وطني محترف وخاضع للمساءلة ومستدام، بما في ذلك قوة للرد السريع، وفقا لالتزامها بتعميق إصلاح قطاع الأمن."	1
"530 - ولجعل أي نقاش حول مرتكبي الجرائم مفهوما، لا بد من وجود أداتين قانونيتين: فئات الجرائم التي قد يكونون مسؤولين عنها، وتعداد مختلف أشكال المشاركة في الجرائم الدولية التي يشتبه في أن مختلف الأشخاص يتحملون مسؤوليتها عنها."	1
"يحث جميع المعنيين، على النحو المنصوص عليه في القانون الإنساني الدولي، بما في ذلك اتفاقيات جنيف وقواعد لاهاي، على السماح للعاملين في المجال الإنساني بالوصول الكامل ودون عوائق إلى المدنيين الذين يحتاجون إلى المساعدة في حالات النزاع المسلح، وإتاحة الوصول، بقدر ما قدر الإمكان، جميع التسهيلات اللازمة لعملياتهم، وتعزيز سلامة وأمن وحرية تنقل العاملين في مجال تقديم المساعدة الإنسانية وموظفي الأمم المتحدة والأفراد المرتبطين بها وأصولهم."	0
"وفي حين أن إصلاح قوات الأمن هو حق سيادي، فإنني أشجع الحكومة على معالجة القضية الأساسية المتمثلة في تماسك الجيش الوطني، بما في ذلك من خلال بناء القوات المسلحة لجمهورية الكونغو الديمقراطية المهنية والمجهزة والمجهزة بشكل مناسب."	1
"وتتمثل مشكلة إضافية في أن الحكومة لم تكن تمتلك على ما يبدو موارد عسكرية كافية، حيث أن العديد من قواتها لا تزال متمركزة في الجنوب، كما أن القوات الموجودة في دارفور تتمركز بشكل رئيسي في المراكز الحضرية الكبرى."	0
"ولهذا الغرض، أذكر أن الزعماء اللبنانيين قد عاودوا عقد الحوار الوطني بعد أحداث أيار/مايو 2008، الذي كانت ولايته الرئيسية هي وضع استراتيجية دفاعية وطنية تعالج المسألة الحاسمة المتمثلة في الأسلحة الخارجة عن سيطرة الدولة."	1
"ومن المسائل الرئيسية التي يعترف بها الجانبان مسألة إزالة أسماء الطالبان من القائمة الموحدة المنشأة عملا بالقرارين 1267 (1999) و 1333 (2000)، وهي مسألة تقع ضمن نطاق سيطرة اللجنة وحدها."	1
"&quot;ويكرر مجلس الأمن أن وضع حد للإفلات من العقاب أمر أساسي لتحقيق المصالحة الوطنية في هايتي."	1
"وأصبحت المواطنة والجنسية وحق الترشح للمناصب العليا مرتبطة بهذه القضية وأثارت مشاعر عميقة."	0
"السادس. مطالبة شركة C. HAUSHAHN GMBH &amp; CO."	0
"4 - وعلاوة على ذلك، ووفقا لتوجيهات السياسة العامة التي اعتمدتها اللجنة في 25 أيار/مايو 2006، ينبغي للمديرية التنفيذية أيضا أن تواصل تقديم المشورة للجنة بشأن المسائل المتعلقة بالقانون الدولي لحقوق الإنسان، وقانون اللاجئين، والقانون الإنساني فيما يتعلق بتحديد وتنفيذ بشأن التدابير الفعالة لتنفيذ القرار 1373 (2001)، وكذلك بشأن سبل ضمان امتثال أي تدابير تتخذها الدول الأعضاء لتنفيذ أحكام القرار 1624 (2005) لالتزاماتها بموجب القانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان، قانون اللاجئين والقانون الإنساني."	1
"(قرار القمة رقم 493 الدورة العادية الحادية والعشرون – 30 مارس 2009)"	0
"وادي الأردن، الأردن، 20 و21 تشرين الثاني/نوفمبر 2007"	0
"ولذلك فقد تم إرسال المبادئ التوجيهية إلى منظمة العمل الدولية لاستعراضها واتخاذ مزيد من الإجراءات الممكنة."	1
"تم التحديث بموجب القانون رقم 23 لسنة 1976"	0
"ويجادل المشترون بأن السعر المرجعي غير تنافسي وسيضر بهم لأنه لا يعكس الأسعار العالمية."	0
"وفي المناقشة، أعربت الدول عن قلقها إزاء آثار تغير المناخ."	0
"كما أنها ستضع الأساس لآلية فعالة لمراقبة الأسلحة النارية، والتي يمكن أن تساعد السلطات على إدارة حيازة الأسلحة."	0
"(أ) في 13 أيار/مايو، أعلن الرئيس كرزاي عن المناطق والمقاطعات التي ستكون جزءا من المرحلة 3 من العملية الانتقالية."	0
"1. شراء مالكي عقارات جزيرة فيلكا – 199,668,000 دولار أمريكي"	0
"وإذ يدرك أهمية المجتمعات المحلية والقطاع الخاص والمجتمع المدني ووسائط الإعلام في زيادة الوعي بالتهديدات التي يشكلها الإرهاب والتصدي لها بمزيد من الفعالية،"	0
":: التوصية بخيارات ملموسة لتعزيز استخدام المجلس لمختلف الأدوات للحد من الآثار السلبية لتورط الإرهابيين في الجرائم عبر الحدود على جهوده لحل النزاعات ودعم الدول في جهودها الرامية إلى تعزيز مراقبة الحدود والجهود الرامية إلى مكافحة الجريمة عبر الحدود ."	1
"إن احتمال شن القاعدة لهجمات دولية لا يزال قائما، ولكن في الوقت الحالي فإن تأثير أنشطة القاعدة في شبه الجزيرة العربية محسوس بشكل رئيسي في اليمن."	0
"وكما هو مبين في التقرير، فقد شهدت الفترة قيد الاستعراض تقدما كبيرا في عملية السلام وفي الأعمال التحضيرية لانتخابات عام 2010، على الرغم من بعض التحديات المستمرة."	0
"وإنني أشجع السلطات الكونغولية على محاسبة جميع المسؤولين عن عمليات الاغتصاب الجماعي والنهب التي وقعت في واليكالي في تموز/يوليه وآب/أغسطس 2010."	0
"س. أي مسؤولية أخرى تحددها اللجنة."	0
"12. باختصار، على الرغم من أن الهجمات على المدنيين من قبل الميليشيات لم تحدث على نطاق واسع أو منهجي كما رأينا في الأشهر التي سبقت البيان المشترك، فقد استمرت هذه الهجمات واشتدت في الآونة الأخيرة."	0
"34 - وتعرب الهيئة عن تقديرها للاتحاد الأفريقي والأمم المتحدة لما يقدمانه من مساعدة في الجهود التي تبذلها المنطقة من أجل التوصل إلى حل سلمي."	1
"(أ) الأفراد والكيانات المدرجة أسماؤهم في المرفق الأول (الفقرة 11)؛"	0
"9 - يطلب إلى الأمين العام أن يكلف فريق الرصد المنشأ عملا بالفقرة 4 (أ) من القرار 1363 (2001)، الذي تنتهي ولايته في 19 كانون الثاني/يناير 2002، برصد تنفيذ التدابير لمدة 12 شهرا. المشار إليها في الفقرة (2) من هذا القرار؛"	0
"وقُتل العديد من الأشخاص وأصيب أكثر من 100 شخص."	0
"30 - شجع مجلس الأمن، في قراره 1963 (2010)، المديرية التنفيذية على العمل مع الدول الأعضاء على وضع استراتيجيات وطنية شاملة ومتكاملة لمكافحة الإرهاب."	1
"5 - الحالة في تيمور - ليشتي (15 كانون الأول/ديسمبر 1975؛ 22 تشرين الثاني/نوفمبر 2011)."	0
"&quot;ويدعم مجلس الأمن بقوة الجهود الرامية إلى تعزيز الحوار الوطني والمصالحة والمشاركة السياسية الواسعة النطاق لضمان الوحدة والسلام والأمن والاستقرار في العراق."	1
"&quot;ويدرك مجلس الأمن الدور الهام للمساعي الحميدة التي يبذلها الأمين العام، ويشجع الأمين العام على مواصلة استخدام الوساطة كلما أمكن ذلك للمساعدة في حل النزاعات سلميا، والعمل بالتنسيق وبشكل وثيق مع المنظمات الإقليمية ودون الإقليمية ذات الصلة في هذا الصدد، حسب الاقتضاء."	1
"باسم لجنة مجلس الأمن المنشأة عملا بالقرار 1540 (2004)، ووفقا للفقرة 8 من قرار مجلس الأمن 1810 (2008)، أقدم طيه تقريرا عن نظر اللجنة في الاستعراض الشامل لحالة الأمم المتحدة تنفيذ القرار 1540 (2004) (انظر المرفق)."	1
"وبعد تعرضهن للاغتصاب، لم تتم إعادة ملابس بعض النساء إليهن، وأُجبرن على البقاء عاريات."	0
"وقد أبلغني رئيس الوزراء السنيورة بشكل خاص أن أحكام القرار المتعلقة بنزع سلاح الميليشيات وحلها تخضع لحوار داخلي بدأه مؤخراً وهو ملتزم بأن يؤدي إلى اختتامه بنجاح."	1
"وأشار أعضاء المجلس إلى أنه ينبغي لجميع المرشحين بذل كل جهد من أجل الحفاظ على بيئة هادئة وسلمية، وممارسة ضبط النفس، وانتظار النتائج التي سيتم إعلانها وفقا للإجراءات الدستورية الوطنية، وحل خلافاتهم سلميا، من خلال الآليات القانونية وآليات الوساطة القائمة، بما في ذلك لجنة الوساطة الوطنية"	1
"والواقع أن المأساة الأبخازية كان لها &quot;تأثير ارتدادي&quot;."	0
"ويجب على الفلسطينيين والدول العربية أن يمنحوا إسرائيل الضمانات الضرورية والموثوقة لأمنها كدولة."	0
"مذكرة من الأمين العام (S/2002/801)."	0
"فخامة الدكتور بشار الأسد رئيس الجمهورية العربية السورية"	0
"71. صحيفة يني شفق، 5 يناير."	0
"ونفذ ما مجموعه 25 دولة ضوابط كاملة على عمليات اللجوء الخاصة بها من أجل منع إساءة معاملة الأشخاص الذين ارتكبوا أعمالاً إرهابية."	0
"بالنسبة لاثنين منهم، لم يتم تحديد الدوافع، في حين تم تقييم الثالث على أنه إجرامي بطبيعته."	0
"الجمهورية العربية السورية وتونس: مشروع قرار"	0
"وعلاوة على ذلك، اتفق المشاركون على تكثيف الضغط من أجل نزع سلاح الميليشيات العاملة في شرق جمهورية الكونغو الديمقراطية والتفاوض بشأن معاهدات ثنائية لتسليم المجرمين فيما يتعلق ببقايا زعماء الميليشيات."	1
"وعندما أتيحت لي الفرصة لمخاطبة المجلس بشأن هذه المسألة في شباط/فبراير (انظر S/PV.5130)، قلت إن حماية مجتمعات الأقليات، وعودة اللاجئين والمشردين، وحرية التنقل واللامركزية هي مجالات تحتاج إلى اهتمام خاص. وينبغي إيلاء الاهتمام، نظرا لارتباطها المباشر بهدفنا المشترك المتمثل في إقامة كوسوفو ديمقراطية ومتعددة الأعراق."	0
"وعرض المسؤولون وجهة نظر الحكومة وسياساتها فيما يتعلق بالنزاع في دارفور."	1
"ب. نشر قائمة الأشخاص المصرح لهم بالتصويت."	0
"8 - يشدد على أهمية الوصول الآمن ودون عوائق للعاملين في مجال تقديم المساعدة الإنسانية إلى المدنيين في الصراعات المسلحة، ويهيب بجميع الأطراف المعنية، بما في ذلك الدول المجاورة، أن تتعاون تعاونا كاملا مع منسق الأمم المتحدة للشؤون الإنسانية ووكالات الأمم المتحدة في توفير هذا الوصول، ويدعو الدول إلى الأمين العام أن يلفت انتباهه إلى المعلومات المتعلقة بالمنع المتعمد من الوصول إلى هذه المعلومات انتهاكا للقانون الدولي، حيث قد يشكل هذا الرفض تهديدا للسلم والأمن الدوليين، ويعرب، في هذا الصدد، عن استعداده للنظر في هذه المعلومات و عند الضرورة، اتخاذ الخطوات المناسبة؛"	1
"إن شرعية الأمم المتحدة في هذا المجال تمنحها دورا أساسيا وفريدا لتلعبه."	0
"&quot;ويؤكد مجلس الأمن من جديد أنه لا يوجد حل عسكري للصراع في أفغانستان وأن التوصل إلى تسوية سياسية عن طريق التفاوض تهدف إلى إنشاء حكومة ذات قاعدة عريضة ومتعددة الأعراق وتمثل تمثيلا كاملا ومقبولة لجميع الأفغان هي وحدها التي يمكن أن تؤدي إلى السلام والمصالحة ."	1
"وكرر أعضاء المجلس دعمهم للجهود التي يبذلها المبعوث الخاص لإشراك الطرفين بهدف التغلب على الجمود الحالي في عملية السلام. ودعوا الطرفين إلى استكشاف السبل الكفيلة بدفع عملية ترسيم الحدود إلى الأمام."	1
"5- وقام المنسق بثلاث زيارات إلى المنطقة (في فبراير/شباط وأبريل/نيسان ومايو/أيار) تزامنت مع اجتماعات اللجنة الفرعية الفنية واللجنة الثلاثية. وفي 9 شباط/فبراير 2011، استقبله نائب رئيس مجلس الوزراء ووزير خارجية الكويت، الشيخ محمد الصباح السالم الصباح، الذي أشار إلى أن روح التعاون الناشئة بين العراق والكويت بحاجة إلى أن تترجم إلى واقع. خطوات عملية وموجهة نحو النتائج نحو حل القضايا العالقة، بما في ذلك ملفات المفقودين والممتلكات."	1
"70 - وفي الوقت نفسه، تعتبر الشراكة مع الدول الأعضاء الأخرى حاسمة أيضا لتحقيق النجاح."	0
"وفي الإعلان، التزمت الدول الموقعة بوضع حد لتجنيد الأطفال واستخدامهم من قبل الجماعات والقوات المسلحة."	0
"بالإضافة إلى ذلك، تم اعتماد 25,984 مراقباً دولياً ومحلياً."	0
"428) طلبت اللجنة مراراً وتكراراً من الحكومة تقديم معلومات عن الإجراءات القضائية المتخذة لتقديم مرتكبي الجرائم المزعومة المرتكبة في دارفور إلى العدالة."	0
"وكانت أهداف الاجتماع هي بدء حوار مع القطاع الخاص؛ والحصول على فهم أفضل للتحديات التي يواجهها المجتمع المالي في تنفيذ نظام العقوبات؛ لتحديد طرق لجعل الامتثال أكثر وضوحًا وفعالية من حيث التكلفة والكفاءة، وتوليد أفكار للتحسين."	1
"علاوة على ذلك، تم إحراق أكثر من 1000 منزل، وسجلت عدة حالات تدمير ونهب ومعاملة غير إنسانية."	0
"&quot;ويؤيد مجلس الأمن المحادثات السداسية ويدعو إلى استئنافها في وقت مبكر بهدف تحقيق نزع السلاح النووي في شبه الجزيرة الكورية بطريقة سلمية ويمكن التحقق منها، والحفاظ على السلام والاستقرار في شبه الجزيرة الكورية وفي شمال شرق آسيا."	1
"62 - ولا تزال معظم الدول تعتمد على النظم المصممة لمكافحة الأشكال الأخرى من الجرائم المالية في التعامل مع تمويل الإرهاب."	0
"43- ومع انتهاء المظاهرة في الساعة الواحدة ظهراً من يوم الجمعة 28 نيسان/أبريل، ظهر تغير ملموس في أجواء الحشود المتجمعة أمام قصر الحكومة في الصباح الباكر."	0
"560 - ومن الضروري أن نضيف أن مفهوم مسؤولية الرئيس ينطبق أيضا على النزاعات المسلحة الداخلية، حسبما أقرته المحكمتان الدوليتان بشكل رسمي. والرأي القانوني للدول له نفس الأثر."	1
"ومن المتوقع نشر وحدة شرطة مشكلة ثامنة من نيجيريا في تشرين الأول/أكتوبر."	0
"13 - وستنظم اللجنة اجتماعا خاصا مفتوحا أمام عموم الأعضاء وأصحاب المصلحة المعنيين الآخرين للاحتفال بالذكرى السنوية العاشرة لاتخاذ القرار 1373 (2001) وإنشاء اللجنة وفقا للقرار 1963 (2010)."	1
"أولاً، حثت مجلس الأمن على إعطاء حقوق الإنسان مزيداً من الاعتراف والأهمية في قراراته وبياناته الرئاسية."	1
