"es_en_TRANSOFMERS"	"MatConf"
"\" The Security Council urges States, international organizations and the private sector to share evidence, information and intelligence, as appropriate, for the purpose of counter-piracy policing, including the effective prosecution of suspected pirates and the imprisonment of convicted persons, and encourages existing and future initiatives in this regard."	0
"It would be unwise and inappropriate to let Eritrea think that its attempt to blackmail the Security Council by holding the personnel of the United Nations Mission hostage will work."	1
":: The Committee should attach great importance to coordination with experts from other subsidiary bodies of the Security Council relevant to counter-terrorism in the preparation of visits and the simplification of reporting procedures."	0
"305. The evidentiary requirements are set out in paragraphs 156 to 159 above."	0
"This certainly cannot be interpreted as a gesture of support for the militias."	0
"In Kenya, 160 suspected pirates have been prosecuted and trials for four others are ongoing."	1
"1. YO'N CHO'NG NAM"	0
"By the end of 2013, the number of politically motivated public executions appeared to increase."	1
"Reiterating its strong condemnation of the attacks on UNAMID and its call on the Government of the Sudan to investigate these attacks without delay and bring those responsible to justice, reiterating also its call on all parties in Darfur to cooperate fully with the Mission, and reaffirming its sincere condolences to the Governments and families of the deceased,"	0
"The men detained in Kailek were called and shot to death in front of all or, in other cases, taken elsewhere and shot."	1
"International law also prohibits indiscriminate attacks against the civilian population, i.e. attacks on areas or places where both civilians and combatants may be present and which are not directed against a particular military target or where methods or means of combat that cannot be directed against a particular military target are employed."	1
"The Mission has reassessed its operational commitments in the light of the limited reinforcements authorized by the resolution."	1
"To be held on Wednesday, 7 March 2001, at 10.30 a.m."	0
":: Reflections on when a situation poses a threat to international peace and security that warrants referral to the International Criminal Court;"	0
"There are more outbreaks of violence in the Comoro Market. One civilian is killed, eight people are shot and four people suffer other serious injuries."	1
"Regular joint cordon-and-search operations and the strengthening of their presence in the area have made it possible to arrest some militiamen and seize illegal weapons and ammunition, as well as to restrict the scope for manoeuvre of militia groups."	1
"The percentages of annual allocations spent during the six-month period from July 2005 to January 2006 are as follows:"	0
"Decides that the [travel ban and assets freeze] measures referred to in paragraph [relevant] of this resolution shall apply to the following persons and, where appropriate, entities designated by the Committee:... (e) persons or entities operating in [the affected country] who commit serious violations by deliberately targeting... women in situations of armed conflict, including killings and mutilations, acts of sexual violence, abductions and forced displacement;"	1
"UNDP and UNIPSIL also contributed to the development of police training modules on a number of issues, including the electoral law and the professional standards applicable in the performance of their functions."	0
"There have been reports that women and girls continue to be victims of sexual violence in attacks on their villages, for example, during the recent attack on Hamada on 13 January 2005, in which a number of women were raped."	1
"Three days later, the Jaleele bought 25 AK-47 assault rifles, 2 anti-aircraft machine guns, 6 PKM machine guns, 4 RPG-2 rocket launchers and ammunition."	1
"Furthermore, while the overall security situation has remained calm and peaceful since Timor-Leste officially assumed full responsibility for security on 20 May, smuggling, illegal trade and border crossings, as well as tensions that arose as a result of the July Dili demonstrations, should be considered a matter of concern."	0
"These attacks and provocations have sometimes indirectly impeded humanitarian access."	1
"Ms. Marie Plamadiala, Republic of Moldova (customs and logistics)"	0
"In Libya, the collapse of state control following the fall of the Gaddafi regime in 2011, together with the ineffectiveness of border controls and the arms arsenal, led to the development of a major illicit arms market in the country, fuelling the ongoing conflict both within and throughout the Sahel region."	1
"52. The State has also used deliberate starvation as a means of control and punishment in detention centres."	1
"142. In its letter to MEA of 15 November 1991, Hitachi states that the “theoretical value” of surplus and scraps of auxiliary cable is KWD 87,038, but asks MEA to pay KWD 76,103 for these excesses and pieces. It is not clear why it is asking for payment of less than the amount actually due."	0
"It has also been reported that they use other types of weapons, such as swords, albeit less frequently."	1
"There was increased tension among the local population as a result of extortion and illegal tax collection by the Abkhaz de facto authorities."	1
"Water bombs and wells have been set on fire, tools for making broken food, and crops and trees burned and felled, both in villages and wadis, which are an important source of water for the rural population."	1
"The Commission is convinced that Oan Kiak and his men were implicated in crimes against life and physical integrity that occurred on the afternoon of 25 May at the barricade near the Lama Market, as indicated in paragraph 87."	1
"At least 70 important members of the People's Congress party are currently in detention without charge or trial, and several have left the Sudan and gone into exile."	1
"The children were between 1 and 16 years old."	0
"Furthermore, United Nations sanctions programmes do not require that the targeted individuals or entities have been convicted by a court of law."	1
"The continuation of asymmetric attacks on United Nations peacekeepers, as well as targeted killings and abductions of civilians, were worrying developments."	1
"With that money, he pays monthly to militia members, to his \"next circle\" (most intimate advisers and associates) and to the clan's notables, and buys weapons."	1
"The port of San Pedro (10.4 million dollars in 2009) has experienced a similar reduction."	0
"UNOCI personnel are constantly complaining about the lack of reliable intelligence to fulfil their mandate as well as the lack of technical expertise."	0
"The Team has already contacted the regional offices of the Office for Disarmament Affairs with a view to increasing the exchange of information (especially with regard to stockpile management, which proved to be a problem in the case of Libya)."	0
"Although this ban is reinforced by strict border controls, many citizens continue to take the risk of fleeing, especially to China."	1
"For example, in the case of genocide, a person who attempts to murder a group of persons belonging to a protected group with the specific intention of destroying the group (wholly or partly) may have as his motive the desire to appropriate the property belonging to that group or group of persons, the urge to avenge himself on previous attacks by members of that group, or the desire to please his superiors who despise that group."	1
"(i) Verification of the identity of all persons seeking access to the port;"	0
"(c) Prevent the direct or indirect supply, sale and transfer to such persons, groups, undertakings or entities from their territory or by their nationals outside their territory or by their flag vessels or aircraft of arms and related materiel of all types, including weapons and ammunition, military vehicles and equipment, paramilitary gear and spare parts, as well as technical advice, assistance or training related to military activities;"	0
"Consider referring situations of genocide, crimes against humanity or war crimes to the International Criminal Court."	1
"The first case referred by the Security Council under the Rome Statute (resolution 1593 (2005)), which resulted in the issuance of arrest warrants for two suspects, was the result of the recommendation for referral by the International Commission of Inquiry for Darfur to the Security Council."	0
"The current armed conflict is the main cause of people leaving their homes and also the most common cause of food insecurity."	1
"10. The situation in Georgia (8 October 1992; 15 June 2009)."	0
"âThe Security Council recalls its resolutions concerning Osama bin Laden and its condemnation of the Al-Qaida network and other associated terrorist groups for their multiple criminal terrorist acts, which aim to cause the deaths of numerous innocent civilians and the destruction of property."	1
":: Tunisia ratified the International Convention on Container Safety under Act No. 53 of 2004 dated 12 July 2004."	0
"The situation in Syria is a source of deep and growing concern for the United Nations."	0
"On behalf of the Security Council Committee established pursuant to resolution 751 (1992) concerning Somalia, and in accordance with paragraph 3 (i) of Security Council resolution 1587 (2005), I have the honour to transmit herewith the report of the Monitoring Group on Somalia (see enclosure)."	0
"First, during the initial part of the mandate period of the Monitoring Group, monitoring activities by foreign naval forces deployed in the Gulf of Aden affected the availability of weapons in the Bakaraaha market."	1
"Of the regime's 238 attacks on Aleppo, only 14 targeted ISIL."	1
"Several members of the Group expressed strong support for resolution 2185 (2014) and the first briefing by heads of police components as an important basis for the work of the Panel on the police aspects of peacekeeping operations."	0
"In paragraph 19 of my report of 30 August 2004 (A/2004/703), I noted that âthe disarmament of members of the People's Defence Forces had already begun; the second joint verification mission observed a demobilization ceremony for some 300 soldiers in Western Darfurâ."	1
"Cross-border trafficking in minerals and diamonds has been central to the dynamics of conflict in both West Africa and the Great Lakes region for many years."	1
"Depending on the circumstances of each case, they may be suspected, in accordance with the doctrine of unlawful association, of having committed crimes against humanity involving the killing of civilians and the forcible transfer of populations and war crimes involving indiscriminate attacks on civilians and the destruction of civilian objects."	0
"Secondly, even if it could prove such a legitimate ground, the asylum seeker is subject to the exclusionary exceptions of article 1, paragraph F, which deprive the international protection afforded by refugee status to those guilty of heinous acts and serious common crimes and ensure that such persons do not abuse the institution of asylum in order to avoid responding to the law for their acts."	0
"The amount and magnitude of terrorist attacks attributed to Al-Qaida demonstrate that the network continues to develop and has access to sufficient financial resources to support its activities."	0
"Before the security forces undertook their actions, the people who managed to go out on the streets warned that the march had not yet begun and that no one was acting in a threatening or provocative manner."	1
"The explosion that killed Mr. Hariri and 22 others occurred above the road."	1
"For example, a military unit, which carries out superior orders, detains, in contravention of international law, a number of enemy civilians; one of the soldiers, in the heat of military action, kills or tortures one of those civilians."	1
"On 26 March, the Independent High Electoral Commission announced the preliminary results of the elections, according to which the Al-Iraqiya bloc, chaired by former Prime Minister Iyad Allawi, was headed by 91 seats; Prime Minister Maliki's coalition was second with 89 seats, followed by the Iraqi National Alliance, with 71 seats."	0
"However, it did not provide any further evidence."	0
"Noting the progress made in the reform of the judicial system, in particular the establishment of the Constitutional Court, the Court of Cassation and the Council of State, as provided for in the Constitution, the Minister of Justice emphasized the importance of establishing courts in each of the 145 territories to effectively restore State authority and settle disputes at the local level."	0
"4.4 Central Criminal Investigation Division"	0
"Expresses deep concern at the increase in localized conflicts, the increase in crime and violence and its impact on the civilian population, in particular the large increase in tribal clashes, and calls upon all parties to urgently put an end to such clashes and to seek reconciliation and dialogue..."	1
"Relations between Sierra Leone and Liberia"	0
"To be held on Friday, 20 December 2002, at 7.40 p.m."	0
"64. Since 1950, as a matter of State policy, the Democratic People's Republic of Korea has been systematically and extensively engaged in the abduction, denial of repatriation and subsequent enforced disappearance of persons from other countries."	1
"Another report indicates that two women were raped in the Kassab IDP camp in Northern Darfur in June 2004."	1
"To ensure his protection, MINUSTAH troops transferred him to a police station, where he was subsequently arrested and tried by an investigating judge, on charges of having participated in the kidnapping and murder of Mr. Roche. On 31 August, Father Jean-Juste was transferred to the annex of the National Penitentiary, where Mr. Neptune and the former Minister of the Interior Jocellerme Privert, whose imprisonment is being closely monitored by MINUSTAH, are being held and also ensured his safety."	1
"Report of the Secretary-General pursuant to paragraph 6 of resolution 1883 (2009) (S/2009/585).\""	0
"On the morning of 24 May, eight F-FDTL soldiers carrying out an observation patrol in the hills were attacked and contained by an armed group from a higher position."	1
"This mechanism has already been able to resolve cases in which United Nations staff members had been forced to leave Western Darfur."	0
"12. Requests in particular MONUC to share information with the Group of Experts, especially on support received by armed groups, the recruitment and use of children and deliberate attacks against women and children in situations of armed conflict;"	1
"Witness statements of many incidents published in these reports mention that the attacking forces were in uniform, but distinguish between uniforms of regular military forces and Janjaweed."	1
"The Council considers that the expansion of rule of law activities is central to peacebuilding strategies in post-conflict societies and emphasizes the role of the Peacebuilding Commission in this regard."	0
"104. Elizabeth Palmer, of the US channel CBS News, on 11 January."	0
"To be held on Tuesday, 19 August 2008, at 5.30 p.m."	0
"Evidence shows that in addition to the civilian killed in Rai Kotu, two other civilians died during the night."	1
"In the context of the possible imposition of sanctions for rape and other acts of sexual violence, the Security Council has requested relevant United Nations missions and agencies to share all relevant information with the relevant Security Council sanctions committees."	1
"Later that same day, military operations against the FACI air base at Abidjan international airport resulted in the destruction of the other two Su-25s, two Mi-24v helicopters and one unmanned aerial vehicle."	1
"In an incident in the area called PK 18 in Abobo, six young men living in the same place were forcibly removed from their homes on 25 March at 23.00 p.m. by police and masked members of special units or so-called parallel forces."	1
"Meeting of Experts on the Biological Weapons Convention"	1
"Convention relating to the Status of Refugees of 28 July 1951."	0
"âThe Security Council stresses the urgency of disbanding and disarming all illegal armed groups."	0
"Noting with deep concern the increasing number of victims, including children, as a result of acts of terrorism motivated by intolerance or extremism in several regions of the world,"	1
"The Team has also sought to raise awareness of sanctions against Al-Qaida within the commercial airline sector by working closely with the International Civil Aviation Organization (ICAO), the International Air Transport Association (IATA) and the private industry."	1
"This is another example of a joint attack planned and organized by Government forces and the Janjaweed, during which mass killings and summary executions were committed."	1
"A battalion and equipment would be required for a headquarters to ensure security at Kalemie airport; to create a secure environment for the development of the electoral process; to monitor the arms embargo at the airport and ports of Tanganyika-Moba Lake; to deter armed elements in South Kivu from any movement to Katanga; to monitor the Mayi-Mayi in North and Central Katanga and encourage them to join the brassage or disarmament, demobilization and reintegration process; and to provide extraction capacity for MONUC and other United Nations personnel in North Katanga and Kasais."	1
"According to testimonies, thousands of members of the security forces could have been active in Abidjan on those days."	1
"The first summit of heads of State will be held on 19 and 20 November 2004 in Dar-es-Salaam."	0
"Recalling in this context that the killing of members of an ethnic group with the intention of destroying it in whole or in part constitutes a crime punishable under international law,"	1
"The Commission considers that the situation has not changed."	0
"2. 1980 Convention on the Physical Protection of Nuclear Material;"	0
"In general terms, the attitude of the government authorities towards the Commission has been an attitude of cooperation."	0
"III. Financial and economic assets freeze"	0
"Prosecution at the International Criminal Court of those alleged to be responsible for the most serious crimes in Darfur would contribute to the restoration of peace in the region."	1
"However, government authorities and other sources reported the destruction of civil records by MPCI fighters in prefectures. 2. Looting and desecration"	1
"Women and children account for 22 per cent of deaths."	1
"As can be seen from the appendix to the present letter, regime forces have been particularly cruel in the city of Raqqa, where, under United States air strikes against ISIL, innocent civilians have been massacred on an unprecedented scale."	1
"âThe Security Council expresses its sincere solidarity with all victims of terrorism and their families, stresses the importance of assisting and providing support to victims of terrorism and their families in coping with their loss and pain, recognizes the important role that networks of victims and survivors play in the fight against terrorism, which, inter alia, have the courage to share their experiences and make statements against violent and extremist ideologies, and in this regard welcomes and encourages the relevant efforts and activities of Member States and the United Nations system, including the Counter-Terrorism Implementation Task Force."	0
"In October 1980, FACI launched six light combat and training aircraft Dassault/Dornier Alpha Jet CI."	1
"Similarly, the Force Commander gave us, pursuant to court order No. 206/1735 of 18 February 2005, written authorization from that party, reference 36/2005 of 18 February 2005, which included the order to keep the cars of the Hariri motorcade in the barracks, to cover them with tarpaulins and to place them in custody, all of which was done."	1
"In this regard, flexibility will be required during implementation to ensure that the framework is adjusted, as necessary, to respond to developments and changes in the context."	0
"While training of FARDC and PNC units remains essential, any training programme for FARDC should be linked to the establishment of an army supply chain in order to ensure the sustainability of the efforts and investments made."	0
"Increased accountability for human rights violations, including gender-based violence; development of gender-sensitive legal instruments. G.5 Formulation and implementation of gender-sensitive victim support programmes, including legal assistance and witness protection programmes."	0
"3. Murders of detained enemy combatants"	1
"6. Encourages Member States to provide financial resources to IGASOM;"	0
"The soldiers, who were armed with M16 rifles and grenade-launched rifles, were subjected to intense fire by automatic weapons from the east, which they responded to with equally intense fire, including the firing of several grenades, and received reinforcements from F-FDTL during the day."	1
"The Commission has collected reliable information to enable it to identify eight senior central government officials and military commanders and six local government officials or members of the armed forces operating in Darfur for whom it may be suspected that they are responsible for not knowingly preventing or suppressing the commission of crimes, i.e. of superior responsibility."	1
"This makes it even more necessary to intensify efforts to properly establish and implement a travel ban targeting listed individuals, in particular those closely related to networking and facilitation activities."	1
"In the course of the next two days a group of Somali locals boarded a cannon mounted on the upper deck of the Alpha Serengeti."	1
"It is also noted that the Communist Party of Nepal-Maoist (PCN-Maoist) recruited a considerable number of children before the signing of the ceasefire agreement and moved them to their cantonments."	1
"22. Decides to remain seized of the matter."	0
":: Reconstruction of the facts and whereabouts of Mr. Hariri prior to the explosion"	1
"(1) As a general practice, the order of speakers in meetings of the Security Council is determined by lot."	0
"He said that the DRC leadership had regained control and proceeded to locate its opponents."	1
"Despite these efforts, the issue of security in Mogadishu remains a matter of concern, owing to the presence of militias from various factions, as well as independent militias or associated with businessmen and sharia courts."	1
"To be held on Friday, 28 March 2014, at 10 a.m."	0
"While the vehicles were leaving the site, two of the unarmed UIR agents fell or were taken from one of the vehicles and stabbed by members of the crowd."	1
"The multilateral treaty regime provides the normative basis for all non-proliferation measures."	0
"It is not considered desirable that trials should be tried before an international tribunal, since the crimes committed constitute a violation of national law."	1
"Other States continue to use a combination of computerized and manual systems."	0
"The competent authorities have requested that the deadline until 31 October 2005 for submitting the official request for amendment by the Government of Iraq be extended until 31 December 2005 in order to take full account of the communication problems between the competent authorities and suppliers regarding the extension of the shipping times and the validity periods of the letters of credit."	0
"Botswana Gen. Seretse Khama Ian Khama"	0
"However, intercommunal tensions remain high in some regions, and there have been several attacks."	1
"Children have been seen wearing uniforms and carrying weapons within and around rebel camps."	1
"However, any change to the agreements would have to be mutually acceptable and consistent with the principle that military forces should maintain the status quo during the ceasefire, and that MINURSO military observers should be allowed full freedom of movement, in accordance with the basic principles of peacekeeping."	0
"The project will be implemented by the United Nations Office for Project Services (UNOPS) and implemented by municipalities in the Pristina and Gnjilane regions."	0
"In this case, they are suspected of indiscriminate attacks against civilians, which constitutes a war crime."	1
"23. Decides that all Member States in which there is:"	0
"MONUC could play a role in revitalizing the country's economy by helping to reopen the river system."	0
"We wish to draw the attention of the international community to the alarming fact that by withdrawing from that decision, the Russian Federation no longer considers itself subject to the obligation to prevent the sale and supply to the Abkhaz side of all weapons, defence equipment and spare parts, ammunition, armoured vehicles and other equipment (para. 3), nor to prevent the recruitment of its own citizens or their recruitment into any armed group in the zone of conflict (para. 5 (a))."	1
"51. The situation in Chad, the Central African Republic and the subregion (27 August 2007; 20 December 2010)."	0
"With regard to the challenges of implementation, we believe that sustainable development cannot be achieved without institutions based on good governance and the necessary resources, which will only be available when security and stability prevail."	0
"\" Financing \" The Security Council expresses its deep concern that oil fields and related infrastructure controlled by ISIL, FAN and possibly other individuals, groups, undertakings and entities associated with Al-Qaida are generating a significant portion of the revenues of these groups, which support their recruitment activities and strengthen their operational capacity to organize and carry out terrorist attacks."	1
"Banks may not open accounts or conduct transactions with customers who wish to remain anonymous or use false names."	0
"It is clear from article 33 that a security officer may, under the law, torture a suspect, even to the point of death, if he does so in the exercise of his duties."	1
"In each situation, fundamental rights related to property and movement are restricted and there is a likelihood that this will result from the improper continuation of Security Council sanctions."	1
"As noted above, the Sudanese judicial system has not been able to ensure accountability for crimes committed in Darfur, nor are the authorities willing to do so."	1
"The force has also identified military assets that are underutilized and could be repatriated without adversely affecting the Mission's ability to conduct operations."	1
"Improvised explosive devices and home explosives, e.g. ammonium nitrate and uric."	1
"There are also procedural obstacles that limit victims'access to justice."	1
"However, little progress was made in harmonizing and increasing support from international partners for FARDC reform initiatives that are the responsibility of the Government."	0
"Moreover, due to the high number of mixed marriages, they can hardly be distinguished in their external physical appearance from the members of the tribes who allegedly attacked them."	1
"This has undermined international efforts to facilitate the restoration of peace in Afghanistan."	1
"The disarmament and detention of perpetrators of violent acts is the most important demand of the Council and the clearest case of failure by the Government to discharge its responsibilities."	0
"(c) The person is prohibited from transferring, delivering security or disposing of seized assets and other property, except in the manner specified in the order."	0
"Judgement expected for the last quarter of 2011. M. Ngirumpatse"	0
"At the same time, my delegation believes that the elected representatives of ethnic minorities in the Assembly, in particular the Serb representatives, would achieve better results and greater benefits for their electorate if they adopted a more participatory attitude, rather than withdrawing from the legislature when faced with a difficult situation."	0
"The proximity of the border with Pakistan provides these forces with manpower, material and shelter."	1
"The presentation of violations in Part One of this report shows that government forces or militia under government control committed serious violations of human rights and humanitarian law on a large scale."	1
"(c) Loss of water consumption to the Jordanian population"	0
"As at 7 April, the UNOCI police component stood at 1,182 personnel, including 434 police officers and 748 personnel from six formed police units, up to an authorized strength of 1,200."	1
"Investigations by MINUSTAH and the Haitian National Police into the abduction and subsequent murder indicated that the crime had been politically motivated, but did not conclusively establish responsibility for the events."	1
"At the end of the reporting period, UNMIK police comprised approximately 4,400 officers from 53 countries, representing more than 90 per cent of the total authorized strength."	1
"The Commission received evidence showing that the camp leaders had abducted civilians and held them in the camp, where they had been subjected to torture and forced to work."	1
"The Democratic Change Movement candidate has little or no access to Zimbabwean media; it is prohibited to campaign freely; and there are reports that the State has confiscated buses and campaign vehicles, allegedly because they were not properly registered."	0
"The Commission noted with particular alarm that attacks on villages, the killing of civilians, rape, looting and forced displacement have continued in the course of its mandate and considers that urgent action is needed to put an end to them."	1
"Half an hour later, three other jeeps arrived from Chad, supported by a military helicopter, and there was a further clash with the Sudanese military unit, in which one soldier and several civilians were injured."	1
"With funding from UNDP, UNAMI commissioned the printing of 3,787,420 copies of the draft constitution in Arabic, Kurdish, Turkmeno and Syriac (2,507,900 in Arabic, 904,520 in Kurdish, 250,000 in Turkmen and 125,000 in Syrian)."	0
"During the reporting period, there were 1 shooting, 14 robberies, 3 abductions and 1 demonstration; on 9 July, a stone thrown by a resident of the city of Zugdidi damaged a UNOMIG vehicle."	1
"(bb) Any other functions determined by the Committee."	0
"The abduction of children for military purposes, which characterized the period of conflict, has decreased significantly during the reporting period."	1
"According to witnesses, the attackers shot at the civilian population, including the elderly, women and children."	1
"(b) A person whose business is focused on dealing with precious metals; issuing, selling or paying traveller's cheques, money orders or similar instruments; or collecting, storing and delivering cash as part of a payroll business;"	0
"The regime arrested some 47 people; they are believed to have been forced to join the regime forces."	1
"They therefore told the Commission that the police had been one of the targets of the attacks on villages, but most of all blamed the Janjaweed for those acts."	1
"Reiterating the need to ensure that the present sanctions regime effectively contributes to the ongoing efforts to combat the insurgency and to support the efforts of the Government of Afghanistan to advance reconciliation in order to achieve peace, stability and security in Afghanistan,"	0
"âThe Security Council also recalls the horrendous terrorist attacks that took place on 11 September 2001 in New York, Washington, D.C. and Pennsylvania, and the numerous attacks carried out by the network around the world."	1
"KHD Humboldt does not seek compensation for any costs that might have resulted from this agreement."	0
"There are three models for the future of the Office that have credibility:"	0
"This qualification is necessary not only for the purposes of determining whether these crimes constitute genocide, but also for those of identifying the perpetrators."	1
"To be held on Monday, 7 February 2011, at 10 a.m."	0
"Mubarak Saleh Herzan Malis al-Mutayri"	0
"The presence of extremist elements and their alleged activities have also been a cause for concern."	1
"Work under the project was paid in part with four promissory notes, two of which were dated 1 January 1988 and the other two were dated 30 June 1988 and 30 June 1989; the promissory notes expired in 1993 and 1994."	0
"It was reported that Janjaweed militias and Government forces raped, burned and beaten, forced women to strip naked, verbally abused and humiliated the civilian population on numerous occasions during their attacks."	1
"This is the \"ga nzoni\"."	0
"During the reporting period, MINUSMA aviation assets were temporarily deployed to Kidal to conduct reconnaissance and monitoring of the movements of armed groups, in particular in the Tilemsi Valley (Gao region)."	0
"All States of the subregion have enacted immigration and passport laws to regulate immigration security issues and travel documents and have established procedures to determine the true identity of individuals before issuing identity documents."	0
"This issue is now one of the priority items on the agenda of the 1267 Committee."	0
"Since October 2013, it has thwarted two pirate attacks and transferred five suspected pirates to Seychelles for prosecution."	1
"In his briefings to the Council in December 2005 and June 2006, Under-Secretary-General Gambari described the grave human rights and humanitarian conditions in Burma, including the detention of more than 1,100 political prisoners, as well as the departure of refugees, drugs, HIV/AIDS and other diseases from Burma."	1
"(ii) Disarm all armed groups and militias in the eastern part of the Democratic Republic of the Congo by whatever means necessary;"	0
"At the onset of the conflict, most of the fighting appears to have taken place in Northern Darfur and Northern Western Darfur, gradually extending into Southern Darfur in the last months of 2004."	1
"During the March 2004 attacks by Government troops and Janjaweed militias in Korma, Northern Darfur, more than 20 women and girls were reportedly raped."	1
"To be held on Thursday, 30 October 2008, at 12.35 p.m."	0
"On 8 May, participants in a demonstration in Gleno attacked two unarmed officers of the Eastern IRU, as described in paragraphs 61 to 63."	1
"The Commission also verified many other incidents of attacks against civilians, based on information and evidence received in the course of its work."	1
"Human rights violations continued to be reported, many of them associated with untrained elements integrated into FARDC from the CongrÃ¨s national pour la dÃ©fense du peuple (CNDP) and armed groups."	1
"Ambassador Zalmay Khalilzad (United States of America)"	0
"These sites range from those promoting the cause of certain individuals, such as Shamil Basayev in Chechnya, or groups, such as Lashkar-E-Tayyiba in Pakistan, to those seeking to justify Al-Qaida-related terrorism in general, such as Voice of Jihad, or those providing training to terrorists, such as Al-Battar."	1
"Syrian security forces had committed a number of violations of international human rights law and international humanitarian law, some of which could constitute war crimes and crimes against humanity."	1
"Exclusion of impunity for crimes of gender-based violence from amnesty provisions."	1
"Similarly, on the occasion of the first Somali Islamic Convention held in Belgium on 27 and 28 June 2009, the Hizbul Islam adherents organized a fund-raising campaign in which they obtained more than Euro25,000 for the organization."	0
"âThe Security Council welcomes the measures taken by national, international and mixed criminal courts and tribunals against alleged perpetrators of serious crimes against children in situations of armed conflict in violation of applicable international law."	0
"As the demonstration was scheduled to end at 1 p.m. on Friday, 28 April, a change in the mood of the concentrated crowd in front of the Government Palace was felt early in the morning."	1
"In addition, it provides for six-month reviews of cases of deceased persons and annual revisions of entries that do not contain the necessary identification data (ibid., paras. 26 and 31)."	0
"Government Claim No. 48, UNCC Claim No. 5000177"	0
"4. Loss of profits in respect of future contracts 151 - 153 153"	0
"The indescribable atrocities committed against prisoners in the Kwanliso political prison camps recall the horrors of the camps established by totalitarian States in the twentieth century."	1
"On the same prepaid card, a telephone call was received one minute after the explosion at 1257 hours from a telephone booth in Tripoli near a building belonging to the Syrian intelligence services; on 30 January, a call was made to the landline of Mr. Abu Adass's home from the same telephone booth in Tripoli."	1
"The transfer of competencies in these sensitive areas cannot work without a strong policy of supervision, intervention and sanction."	0
"Three (3) ID-size photos;"	0
"The other great success of the group has been its very survival, but it has fewer and fewer members and, over time, most of its most important leaders will be captured or eliminated."	1
"Vakit, Turkish newspaper, 4 January 2012"	0
"Some activities carried out on Minae Al-Hosn Street in Beirut prior to the explosion still need to be investigated; such an investigation could reveal details of the planning phase and thus lead to the perpetrators."	1
"They then attacked the police station, killing two officers and taking arms and ammunition."	1
"Presidential statements on children and armed conflict (S/PRST/2002/12), East Timor (S/PRST/2002/13), elections in Sierra Leone (S/PRST/2002/14), admission of new members (S/PRST/2002/15), Kosovo (S/PRST/2002/16), the Democratic Republic of the Congo (S/PRST/2002/17) and UNDOF (S/PRST/2002/18) were adopted."	0
"(b) Cosmetics (valued at approximately Yen160,000) in October 2008."	0
"(a) Intentional homicides, beatings, abductions, disappearances, forced labour and recruitment of Ethiopian civilians;"	1
"The immunity currently enjoyed by other public officials, such as police officers, for human rights violations should also be abolished."	1
"27/90/345 - August 1990"	0
"Some even admitted that the Government was following the rebels to the villages, because that was where they were hiding, and that the destruction was the result of the ensuing fighting."	1
"It is not surprising, therefore, that many Member States consider the Internet to be a key aspect in the fight against the proliferation of Al-Qaida-related terrorism and the threat it poses."	1
"Turkey has launched the National Unity Project to address socio-economic inequalities in Turkish society that are allegedly fuelling Kurdish discontent and recruitment of PKK members."	0
"There were also abductions and rapes of women in three Janjaweed camps following the March 2003 attacks on Korma, Northern Darfur."	1
"(7) Convention for the Suppression of Unlawful Acts against the Safety of Civil Aviation, signed at Montreal on 23 September 1971; ratified on 10 August 1973 and entered into force in the Socialist Republic of Czechoslovakia on 9 September 1973;"	0
"Paras. 27-31, 152-160; 156; 160"	0
"Those who managed to return have given credible evidence of the presence of many of the missing persons in secret and unofficial detention centres maintained by the security apparatus in different locations in the Darfur region."	1
"The continuing difficulties and suffering of the Palestinian people continue to be a tragic representation of the consequences of non-implementation of the resolutions and non-compliance with the decisions of the Security Council."	0
"âThe Security Council expresses its concern at the increasing use by terrorists and their supporters of communications technology for the purposes of radicalization for terrorism, recruitment and incitement to commit terrorist acts, including through the Internet, and the financing and facilitation of the travel and subsequent activities of foreign terrorist fighters."	0
"Despite reports of illegal border crossings, significant progress has been made to prevent listed terrorists and their associates from travelling."	1
"As noted in paragraphs 89 to 94 above, the Minister of the Interior provided arms to civilians, some of whom subsequently intervened in the alleged commission of criminal acts."	1
"Identity and travel documents: issuance, control and detection of counterfeits"	0
"75/90/416 - September 1990"	0
"The Executive Directorate has noted, however, that, even in those States, attention to the four key areas of governance (strengthening the border control system; building the capacity of the criminal justice system to ensure the rule of law; improving coordination and exchange of information among relevant national agencies; and strengthening cross-border institutional cooperation with neighbouring States) appears to have a highly significant impact on counter-terrorism capacity, even where development in other sectors is relatively limited."	0
"They have their own country, their own institutions and their own Constitution, and are capable of doing so on their own."	0
"Other soldiers began beating the other four women, including the witness."	1
"Council members expressed concern at the increase in piracy, armed robbery at sea and hostage-taking reports in the Gulf of Guinea and their detrimental effects on security, trade and economic activities in the subregion."	1
"Four States had established specialized counter-terrorism units and three had taken steps to that end."	1
"In addition, the subregion continues to face challenges related to law enforcement, the rule of law and respect for human rights."	1
"The circumstances under which these killings took place are not yet well known."	1
"Between 2008 and 2010, a number of private aircraft were detected flying from the Bolivarian Republic of Venezuela to West Africa, including two-engine turboprops and jets."	0
"1. Iranian Offshore Oil Company 253 - 267 69"	0
"In addition, the forced allocation of a State-designated job and place of residence is widely driven by discrimination based on the Songbun system."	1
"Since the establishment of the system, a total of 673 staff members, including 594 prison officers and 169 civilian staff, have been trained."	0
"(c) were compatible with the public interest."	0
