"es_en_DEEP"	"VerConf"
"The revised strategy provides for the preparation of more concrete, detailed and advanced technical proposals and more active engagement by the Directorate with major donors to better understand their priorities and capabilities."	0
"France strongly condemns this attack and calls on all parties to exercise utmost restraint."	1
"a) Analyze the evolution of risks and threats;"	1
"Emphasizing that the development and maintenance of impartial and effective criminal justice systems must be one of the fundamental foundations of any strategy to combat terrorism and transnational organized crime,"	1
"The other two States enacted counter-terrorism laws more than five years ago, but do not report on related investigations or trials."	0
"Azerbaijan's refusal to engage in direct negotiations with the elected representatives of Nagorno-Karabakh is one of the main impediments to the resolution of the conflict referred to by the representative of Azerbaijan."	1
"There is concern about the deterioration in the population's standard of living as a consequence of the difficulties that had to be faced in 2008, particularly due to the global food crisis and the scourge of the hurricanes that devastated the island."	1
"The humanitarian consequences of the continued violence in Iraq are of great concern to my delegation."	1
":: Publication of the final list of voters and preparation of the new electoral map"	0
"According to the information obtained, the intensity of the attacks and the atrocities committed in one village so terrified the inhabitants of the neighboring villages who had escaped these attacks that they also fled to areas of relative safety."	1
"The Government of Côte d'Ivoire currently anticipates that this volume of cases will be processed over a period of two years."	0
"Convention on the Physical Protection of Nuclear Material (February 16, 2004)"	0
"II. The dissolution of Charles Taylor's Government in Liberia"	0
"States should not prevent humanitarian actors from working with non-State armed groups for humanitarian purposes, in particular from carrying out activities aimed at promoting respect for international humanitarian law."	1
"No State has adopted appropriate measures to protect non-profit organizations from being used for terrorist financing."	1
"It remains one of the most capable extremist armed groups in Iraq."	1
"Which will be held behind closed doors on Tuesday, August 21, 2012, at 3:00 p.m."	0
":: The prohibition of slavery and the slave trade in all its forms and forced, unpaid or abusive labor."	1
"The Committee encourages its Executive Directorate to continue to explore, with other United Nations entities, the most suitable approaches and means of coordinating United Nations activities, in particular with regard to the harmonization of working methodologies and the programming of counter-terrorism projects."	0
"In this context, the European Union reminds Israel of its obligation to guarantee full and safe access to humanitarian organizations, including the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA)."	1
"I must say that the topic you have set for our debate today, while exciting, is a great challenge."	1
"The Government of Mali immediately imposed a quarantine on the clinic and MINUSMA formed police units assisted the Malian authorities in providing security around the clinic."	0
"4. An overview of the procedural steps for category \"E3\" claims is provided in paragraphs 10 to 18 of the Summary."	0
"Its unwillingness to implement the rule of law and ensure respect for the sovereignty and territorial integrity of a Member State of the United Nations has undermined its credibility, as well as its legal and moral authority."	1
"During informal consultations held on 20 October, the Committee discussed possible modalities for cooperation between the Group of Experts and the Financial Action Task Force."	0
"At the invitation of the President of the Economic and Social Council, the President of the Council attended a meeting of ad hoc advisory groups on African countries emerging from conflict (Burundi and Guinea-Bissau)."	0
"The Security Council insists that RCD-Goma will be held responsible for any extrajudicial executions, including of members of civil society or people held in the DRC detention centers in Kisangani."	1
"Expenses of the Independent Investigation Committeeh Interest expenses"	0
"The Security Council also reiterates its serious concern about the consequences of the instability in northern Mali for the Sahel region and beyond, and highlights the need to react quickly to this crisis, using a strategic and comprehensive approach, in order to to ensure the territorial integrity of Mali and restore its stability and prevent instability from spreading to other Sahel States."	1
"Furthermore, the Small Arms Action Coordination has decided to initiate the development of international standards for small arms control, similar to those developed for mine clearance and disarmament, demobilization and reintegration. ."	0
"The United States calls on the Haitian authorities to fulfill their commitment to fill the six Supreme Court vacancies by October 3, 2011."	1
"Integrated planning to guide UN collaboration and operations in support of mandate implementation before and after the referendum period was finalized in July, with both UNMIS and the UNCT establishing structures to coordinate the defined priorities."	0
"Although they have not officially accepted Al-Shabaab as part of Al-Qaida, Usama bin Laden and Aiman ââal-Zawahiri (QI.A.6.01) have expressed clear interest in the situation in Somalia and have used it as a point of attraction to recruit troops around the world and provide them with paramilitary training and indoctrinate them."	1
":: Financial reform of the General Secretariat and rationalization of expenses"	0
"Welcoming the outcome of the Consultative Peace Jirga held on 6 June 2010, where 1,600 Afghan delegates representing a broad cross-section of all ethnic and religious groups, government officials, religious scholars, tribal leaders, Afghan civil society and Afghan refugees living in Iran and Pakistan held discussions on ways to end insecurity and developed a plan to achieve lasting peace in the country,"	0
"The large extension of borders, inaccessible and often open, makes their effective management very difficult and lends itself to the activities of transnational criminal and terrorist groups."	1
"Welcoming the establishment of the Office of the Ombudsman pursuant to resolution 1904 (2009) and the role it has played since its establishment, noting the important role of the Ombudsman in enhancing impartiality and transparency, recalling the firm commitment of the Security Council to ensure that the Office of the Ombudsman can continue to perform its role effectively, in accordance with its mandate, also recalling the statement of its President (S/PRST/2011/5) of 28 February 2011 ,"	0
"These aircraft can operate at lower costs precisely because they are not adequately maintained or insured and because they pay only nominal operating and registration fees, if anything. C. Operation of Bukavu-Goma Airport"	0
"\"The Security Council strongly condemns the terrorist attacks that occurred in Algiers on 11 December 2007 in the vicinity of the Supreme Court and the United Nations offices, which caused numerous deaths and injuries, and expresses its deep regret and condolences to the victims of this atrocious act of terrorism and their families, as well as the people and Government of Algeria."	1
"The Special Representative of the Secretary-General said that due to famine, the humanitarian situation in Somalia was dire and was leading to deaths and displacement on a massive scale."	0
"Demanding that all parties to the armed conflict immediately and completely end all acts of sexual violence against civilians, in accordance with resolutions 1325 (2000), 1820 (2008), 1888 (2009) and 1889 (2009), the recruitment and use of children, in accordance with resolutions 1612 (2005) and 1882 (2009), and indiscriminate attacks against civilians, in accordance with resolution 1894 (2009),"	1
"Once again, we condemn the killing of civilians, whether Palestinian or Israeli."	1
"This rapid assistance was invaluable, as it allowed researchers to quickly analyze individual telephone calls from subscribers and establish communication patterns between particular groups of subscribers."	0
"We cannot fail to express our concern at the worsening security situation in regions that previously enjoyed relative calm."	1
"Mention is made of members of rebel groups suspected of participating in an illicit association to commit international crimes and for their possible responsibility for knowingly failing to prevent or repress the commission of crimes by rebels."	0
"The subjective element, or mens rea, lies in the fact that the accomplice or accessory is aware that his actions help the main perpetrator in the commission of the crime."	0
"Therefore, it deals largely with aspects of the social contexts that can foster the spread of terrorism."	1
"2. The situation in the Middle East"	0
"In the context of these measures, work would continue to enhance the Committee's capacity, including through closer cooperation with the sanctions committee established pursuant to resolution 1267 (1999) concerning Al-Qaida and the Taliban and the Committee established pursuant to resolution 1540 (2004)."	0
"E. Arbitrary detention, torture, executions and prison camps"	0
"Table 1 Analysis of account balances Account"	0
"Propaganda, rocket attacks, improvised explosive devices, and occasionally suicide attacks will continue to be the main weapons used by opposing military forces."	0
"The Security Council encourages national Governments, the United Nations and regional and subregional organizations to expand and strengthen the roster of civilian experts available for peacebuilding in the immediate aftermath of conflict, including from countries with a relevant experience in peacebuilding after conflict or in transition to democracy, paying particular attention to the mobilization of capacity of developing countries and women, as they are essential to ensure the success of peacebuilding initiatives the peace of the United Nations."	0
"Diamonds make up more than two-thirds of the gross domestic product of Angola's two neighboring countries, Botswana and Namibia, and are a legitimate and important source of income in other countries."	0
"The Security Council reiterates its call on States in the region to intensify their cooperation with a view to ending the activities of illegal armed groups, and reiterates that any recourse to the threat or use of force against the territorial integrity of a State is contrary to the Charter of the United Nations."	0
"These operations were made possible by funding from Canada, the European Union, Germany, the Netherlands, the United Kingdom and the United States of America."	0
"Considering article 16 of the Rome Statute of the International Criminal Court, according to which in the event that the Security Council, in accordance with a resolution adopted under Chapter VII of the Charter of the United Nations, requests the Court that suspends an investigation or prosecution for a period of 12 months, the Court will proceed to that suspension,"	0
"A particular threat has arisen from the increasing use by terrorist individuals and groups of new information and communications technologies for recruitment, incitement and fundraising, often across international borders."	1
"Third, in many situations the Security Council has recognized that serious violations of human rights and international humanitarian law are potential threats to peace and security."	1
"Noting with concern the continuing threat that, 10 years after the adoption of resolution 1267 (1999), Al-Qaida, Osama bin Laden and the Taliban and other associated individuals, groups, companies and entities pose to international peace and security with them, and reaffirming its determination to confront all aspects of that threat,"	1
"Various States in the African region highlighted their determination to ensure that measures are taken to protect the population from terrorist acts within the framework of the law and in accordance with their obligations under international law."	0
"Mr. Malik wanted to send UNPOL officers with Colonel Reis to meet with Brigadier General Ruak, to which Colonel Reis refused, believing that the presence of more blue-shirted police officers would aggravate the situation. ."	1
"Furthermore, the facilities were basic, with no appropriate spaces for children."	0
"We are seriously concerned about this decree, which could have very broad consequences."	1
"There were several positive developments in the anti-corruption structure, including the establishment of the Anti-Corruption Commission and the drafting of a law on the establishment of the High Administrative, Tax and Audit Court provided for in the Constitution."	0
"This stalemate causes political tensions and undermines the atmosphere of increasing confidence that prevailed after the elections and the inauguration of President Martelly."	1
"Accordingly, the Secretary-General has called recent events in Zimbabwe a \"catastrophic injustice\"."	1
"The Team believes that the embargo could be more effective against this and other high-priority threats, such as the use of man-portable air defense systems, if it were more closely linked to other counter-proliferation and arms control regimes."	1
"For example, most States have yet to criminalize the financing of terrorism and declare it a predicate offense in relation to money laundering."	1
"Fourth, there are direct threats to the security of mission personnel."	1
"Mr. Ihsan Mohammed, Ministry of Transport"	0
"It is impossible to reconcile the carrying of weapons outside the official armed forces with participation in power and government in a democracy."	0
"For their part, the Israeli authorities maintain that these flights are carried out for security reasons and allege alleged violations of the arms embargo imposed pursuant to resolution 1701 (2006)."	1
"In this regard, another participant, pointing out the increasing costs of peacekeeping operations, lamented the Council's lack of technical knowledge in military matters."	1
"Furthermore, many modern state institutions were created during the UNTAET period, including the National Parliament, the Council of Ministers, local government structures, the police service and the defense force."	0
":: Establishment of local and international media and information dissemination centers to support peace operations."	0
"III. ADVANCED TEAM ACTIVITIES"	0
"As a consequence, the limits of security threats have been crossed in many countries inside and outside Africa, including members of this Council, exposing their vulnerabilities."	1
"Reaffirms its unequivocal condemnation of all acts, methods and practices of terrorism as criminal and unjustifiable, whatever their motivation, in all their forms and manifestations, wherever they are committed and by whomever they are committed,"	1
"About half of States carry out customs controls to combat illegal trafficking in small arms and light weapons, ammunition and explosives, but there is still a need to strengthen customs controls and train customs officers."	0
"The Deputy Foreign Minister of Afghanistan said it had been a year of important milestones, but the achievements had come at a cost, highlighting that terrorism remained a serious threat."	1
"The changing environment in Afghanistan raises questions about Central Asian groups currently operating in the country, such as Jamaat Ansarullah (not listed), the ethnic Tajik splinter of the Islamic Movement of Uzbekistan (IQM). 10.01)."	1
"Activities of the Government of Sierra Leone"	0
"The next six months are decisive for operations and for the country."	0
"While the FFDTL command has emphasized the importance of the hierarchical chain of command in considering complaints, there appears to have been no established and detailed procedure governing how such complaints are officially addressed and reviewed."	1
"We consider that Armenia's position constitutes a clear challenge to the conflict resolution process and a serious threat to regional and international peace and security."	1
"In two of them, it was not possible to establish the motive while the third was considered a criminal act."	0
"The Council condemns any unilateral action that aims to create situations on the ground that undermine the results of the negotiations."	1
"Furthermore, the Committee considered that the list of items, materials, equipment, goods and technology related to ballistic missile programs contained in the annex to its previous report (S/2014/253) supersedes the previous list (see S/2012 /947) and will be subject to the measures imposed by the Security Council in paragraphs 8 a), b) and c) of resolution 1718 (2006)."	1
"The event served as the basis for developing a regional program focusing on Algeria, Burkina Faso, Mali, Mauritania, Niger and Nigeria to build the capacity of Member States to design, plan, develop and implement programs for the rehabilitation and reintegration of violent extremists in prisons."	0
"The Under-Secretary-General also noted that the United Nations had detected an increase in accusatory rhetoric directed against UNMISS by the Government of South Sudan, as well as violations of the UNMISS Status of Forces Agreement."	1
"Deploring the continued obstacles that the Government of the Sudan has imposed on the work of the Group of Experts during the course of its mandate, including restrictions on the freedom of movement of the Group of Experts and UNAMID, and limitations on the access of the Group of Experts to areas of armed conflict and areas where violations of human rights and international humanitarian law have allegedly been committed, but noting that interaction between the Government of the Sudan and the Group of Experts has improved,"	1
"The Security Council expresses deep concern over the tensions in the states of Blue Nile and Southern Kordofan."	1
"Such persons may be responsible, under the conspiracy doctrine, for committing war crimes, murder of civilians, destruction of civilian objects and looting during attacks."	0
"B. Third party claims 12 8"	0
"Urges the signatories [of the peace agreement] to work towards a sustainable solution that allows for the voluntary return, resettlement, reintegration and security of the displaced, including by addressing land tenure issues, with the support of the United Nations system, and in that regard to fulfill their commitments under the Political Agreement... and their obligations under international law."	0
"My Government considers that they are not only contrary to international law, but also undermine the concept of the rule of law, a fundamental element in the fight against terrorism."	1
"In the area of ââoperations, the principle of proportionality remains a largely subjective norm, which is based on seeking a balance between the expectation and anticipation of obtaining military advantages and the actual loss of civilian life or the destruction of property. civil character."	0
"My delegation firmly condemns these acts of violence and expresses its condolences to the family of the deceased pediatrician."	1
"If differences in the transitional federal institutions are not addressed, the current political stalemate could generate deeper divisions and undermine the very institutions that the people of Somalia so ardently long for and that the international community and the United Nations are prepared to support."	1
"In June 2009, the International Cooperation Review Group of the Financial Action Task Force on Money Laundering noted that six States in the subregion had deficiencies in money laundering and terrorist financing."	1
"The Security Council notes with deep concern the humanitarian consequences of the conflict on the people of Angola."	1
"a) The removal of mines in support of the demarcation and"	0
"The Security Council invites the Secretary-General to continue to provide it with relevant information and analysis where it considers that it may contribute to improving its work on the protection of civilians in armed conflict, and to continue to include, where appropriate, in the reports to it present in writing on matters before the Council observations on the protection of civilians in armed conflict."	0
"Finally, we know that the path to democracy is not a straight path."	0
":: Individualize limited and suspicious operations, carried out or to be carried out, as well as the financing sources used by the client for such operations;"	0
"Mohammad Ali Saleh Al-Zaqah"	0
"The Council condemns all attacks carried out by local and foreign armed groups that threaten the population, and endanger the peace and stability of the Central African Republic and the subregion, including the attacks against Birao carried out by the Convention of Patriots for the Justice and Peace on July 19 and November 24."	1
"Which will be held on Tuesday, December 24, 2013, at 3:00 p.m."	0
"The EU condemns the Maoists' use of such violence, which has caused considerable suffering and harsh conditions for the people of Nepal."	1
"We condemn the disproportionate use of force by the Israeli armed forces in densely populated areas, which has caused great suffering and loss to numerous Palestinian civilians, including children."	1
"On July 1, 2007, Rwanda joined that Community and is currently part of the customs union."	0
"While the Government and the CPN-Maoist have sought to resolve the issue of payment of disqualified CPN-Maoist personnel, no commitments have been made regarding funds or programs for the recovery and reintegration of children affected by the armed conflict, including the many unofficially released, and the United Nations' offer of help has met with little enthusiasm."	1
"Notably, other senior Lebanese representatives, such as former Prime Minister Najib Miqati, have stated that \"there should be no weapons inside or outside the camps.\""	1
"I continue to believe that the complex security problems in Somalia cannot be addressed with the capabilities of a typical United Nations peacekeeping force and that a multinational force is the appropriate instrument to stabilize Mogadishu."	1
"There are laws in place regulating non-profit and charitable organizations, but not all States have revised their legal systems to prevent these organizations from being misused to finance terrorist activities."	0
"However, despite these advances, some challenges to the Government's authority and its effective control over the national territory still persist."	1
":: Mudira has 1,400 families and a total of 6,020 inhabitants"	0
"The threat to security and stability in Afghanistan posed by terrorists, criminals and those involved in illicit drug trafficking is real and must be constantly addressed."	1
"Technical agreements have been formalized between the Interpol office in Sarajevo and law enforcement agencies at both the entity and state levels, allowing these police forces to have direct access to the Interpol database. Police training"	0
"The pirates took the ship close to the Somali coast and anchored it at a point from which the land could be seen."	0
"The plenary meeting was dedicated to the memory of the two murdered UNODC experts, Messrs."	0
"34. The situation in Côte d'Ivoire (December 20, 2002; March 17, 2010)"	0
"Of the 57 civilians killed, 5 were children (2 died under torture) and 51 were rebel fighters."	0
"Noting that women were living in deplorable conditions, without access to health services and justice, the Special Representative indicated that she considered it would be very difficult to correct this situation, particularly given the prevailing culture of silence and the lack of institutions to investigate and prosecute."	1
"The international community has them under real pressure and any attempt at two-way communication endangers their safety."	1
"Protecting the civilian population in eastern Chad is not simply about ensuring the physical safety of refugees, displaced persons and humanitarian personnel and providing logistical support and hard wall structures for the DIS."	0
"The Commission found that, while all parties involved in the conflict have committed crimes against civilians, the Government of the Sudan and the Janjaweed are responsible for an overwhelming majority of the killings of civilians committed during the Darfur conflict."	1
"Demanding that the parties to the conflict exercise restraint and end military actions of all kinds, including aerial bombardments,"	1
"The negative impact of the situation in Libya will continue to increase, posing a sustained threat to peace and stability in the region. China expresses its deep concern in this regard."	1
"No identification days were held in the Mission area during the two weeks commencing on 6 and 27 April 1998, respectively."	0
"We are convinced that an early conclusion of these talks, with the signing of a comprehensive and final peace agreement, will greatly facilitate initiatives to combat terrorism and transnational organized crime in our region."	0
"c) Are responsible for impeding the freedom of movement of UNOCI and the French forces supporting it;"	1
"The men in those vehicles and soldiers on the street fired at the police vehicles and wounded a PNTL officer in the legs."	0
"4. The Panel began its examination of the 15th installment of claims on January 30, 2002."	0
"32. Requests the Secretary-General to include, in his reports on the situation of individual countries, more comprehensive and detailed information on the protection of civilians in armed conflict, including incidents recorded in this regard and measures taken by parties to an armed conflict to fulfill their obligations to respect and protect civilians, with specific information on the protection needs of refugees, internally displaced persons, women, children and other vulnerable groups;"	0
"This occurred as a result of the priority that the European Commission gave to the continuation of the structural reform of the Bosnia and Herzegovina police, in the absence of an agreement on the accession of Bosnia and Herzegovina to the European Union."	1
"Success is hard to measure, and the resilience of those under sanctions raises questions about the impact and highlights shortcomings."	1
"They perceive the Kosovo Serbs as tools of Belgrade and, therefore, as part of a lingering threat to their future."	1
"10. The situation in Georgia (October 8, 1992; June 15, 2009)."	0
"States that have partially criminalized terrorist financing have yet to ensure the inclusion of all elements of Article 2 of the Terrorist Financing Convention."	0
"The Security Council is particularly concerned about the revocation of the refugee status of many refugees from [neighboring State] and the resulting decision to end assistance to those refugees... The decisions of the [affected State] to this This could lead to the involuntary return of tens of thousands of people to an area that is neither safe nor prepared to receive them."	1
"First, although Sierra Leone is the most advanced member of the West African Coast Initiative, the slow pace of progress elsewhere is impeding data sharing and early warning."	1
"The Security Council notes with concern that terrorism continues to constitute a serious threat to international peace and security, the enjoyment of human rights and the socio-economic development of all Member States, as well as undermining global stability and prosperity, which is The threat has become more diffuse, with an increase in terrorist acts in various regions of the world, including acts motivated by intolerance or extremism, and expresses its determination to combat this threat."	1
"c) Contracts can be concluded with surveyors and contractors on the ground;"	0
"99.7% of export tariffs collected at the port of Kismaayo correspond to charcoal and the remaining 0.3% to scrap metal."	0
"101. Presentation of information by the Secretary-General (see S/2000/40/Add.45)."	0
"The President emphatically described the unfortunate incident as unpleasant and unacceptable as it foreshadows possible violence during the upcoming 2012 elections."	1
"In this climate of generalized insecurity, the freedom of opinion of political parties is threatened and conditioned."	1
"The Council demands an immediate end to all LRA attacks and urges the Army to release all kidnapped people and to lay down its weapons and demobilize."	1
"While we are pleased to note that some 10 million Afghan voters have already been registered, we remain concerned that a sufficient number of voters have not yet been registered in the south and southeast of the country, mainly due to security considerations."	1
"All States in the subregion are members of INTERPOL and have established national central offices."	0
"Legal and surveillance department"	0
"Report of the Secretary-General submitted pursuant to paragraph 6 of resolution 1936 (2010) (S/2010/606)"	0
"288. For two of the vessels, NITC provided charterparties, invoices and payment vouchers totaling $195,307."	0
"Which will be held on Wednesday, October 16, 2013, at 10:00 a.m."	0
"a) Doubtful debts are compensable in themselves; and"	0
"Some States and regional organizations have also implemented other initiatives related to border control, such as notification or authorization systems that require travelers to provide identity information before their journey, or have established new visa identification systems or databases. shared data."	0
"President Al-Bashir retaliated diplomatically against Kenya and threatened economic and trade sanctions."	1
"This is obviously because the States concerned rejected their measures."	1
"We consider the issue of strengthening the legitimacy of the Government to be crucial, since a cause-and-effect relationship has been established between such legitimacy and the elimination of resistance on the part of the informal actors and networks that characterize the nature of power in Afghanistan."	1
"To be held on Thursday, June 13, 2002, at 11:40 a.m."	0
"In this regard, Prime Minister Soro's request that UNOCI publish regular public reports on the media in CÃ´te d'Ivoire would help control dangerous trends in the media, which could incite violence around the electoral process."	1
"Raids, raids and arrests without arrest warrants"	0
"c) The Commission will have the power to determine the place and modalities for the purposes of interviewing Syrian officials or other persons of that nationality that it considers relevant to the investigation;"	0
"To date Pristina has rejected any initiative in this regard."	1
"6. Decides, in order to assist the Committee in the fulfillment of its mandate, to establish for a period of 18 months, based in New York, a team to provide analytical support and monitor the implementation of sanctions (hereinafter, \"the Monitoring Team\"), under the aegis of the Committee, with the responsibilities listed in the annex to this resolution;"	0
"As indicated in the report of the Secretary-General (S/2004/634), this is a truly daunting challenge."	1
"I strongly condemn the use of toxic chemicals of all kinds by any of the parties in the Syrian conflict."	1
"The framework is based on the premise that the people of Darfur and the parties to the conflict must lead the peace process and its implementation, and the United Nations, the African Union and international partners must play a facilitating role."	0
"I am concerned that this vote and this impasse in Parliament could undermine the important achievements that Somali stakeholders and their partners have made."	1
"Commending the progress made thus far by the Counter-Terrorism Committee, established by the Security Council pursuant to paragraph 6 of resolution 1373 (2001), acting under Chapter VII of the Charter in carrying out its important role in overseeing the implementation of that resolution,"	1
"The Security Council reiterates its condemnation of all targeted assassinations of Lebanese leaders in particular since October 2004, and demands an immediate end to the use of intimidation and violence against representatives of the Lebanese people and institutions."	1
"At the same time, my delegation believes that the elected representatives of ethnic minorities in the Assembly, in particular the Serbian representatives, would achieve better results and greater benefits for their electorate if they adopted a more participatory attitude, instead of withdrawing from the legislature when faced with difficult situation."	1
"Law No. 36 of 26 February 2002, \"Revision of Law No. 59 of 8 July 1974 (Declaration on the fundamental rights and principles of citizens of the constitutional order of San Marino)\"."	0
"Likewise, it requests that the following topic listed in paragraph 11 of the same document be maintained:"	0
"In typical British propaganda style, the document was leaked to a member of the Group, Mr Taylor."	0
"However, we believe that an abrupt withdrawal would be counterproductive and would create an unprecedented vacuum, especially considering the fact that the conditions conducive to the long-awaited large-scale investment and sustainable development do not exist."	1
"Even where there is a legal basis for cooperation between States on matters related to the fight against terrorism, in practice, cooperation remains a challenge. The reasons are both technical and political."	0
"Many interlocutors claimed that neighbouring countries were playing a destabilising role."	1
"The weekly quadripartite meetings allowed both sides, as well as UNOMIG and CIS peacekeeping forces, to maintain a permanent dialogue on issues related to the security of the conflict zone."	0
"However, they also expressed concern that every time there is a sign of hope in the Middle East there is an escalation of violence and destruction."	1
"Descriptive formulation of the agenda items to avoid several different topics referring to the same matter."	0
"The POLISARIO Front, which expresses its appreciation to the United Nations, its Secretary-General and its Personal Envoy, has carefully considered this proposal."	0
"In that context, we continue to be concerned about the most vulnerable citizens of Timor-Leste: the poor and the displaced."	1
"Many Council members highlighted that resolution 2118 (2013) had not yet been fully implemented and that the Council should continue to closely monitor efforts to achieve the elimination of the Syrian Arab Republic's chemical weapons program until this was completed. , as well as the elimination of the use of chemical weapons, which constituted a violation of the provisions of resolution 2118 (2013)."	1
"There is another challenge that must be addressed as a priority: the creation of a local and regional administration in the regions liberated from Al-Shabaab."	1
"Although the Commission rules out that at the meeting of May 8 the former Prime Minister gave instructions to Rai Los to \"eliminate\" his political opponents, it is convinced, on the basis of all the information before it, that there is a suspicion reasonable that the former Prime Minister was at least aware of the PNTL's distribution of weapons to civilians."	1
"To be held on Tuesday, May 31, 2005, at 3:50 p.m."	0
"However, the process has also highlighted how significant the challenges remain in Liberia's security sector, especially with regard to the logistics, communications and mobility capabilities of the police and immigration service."	1
"Ambassador Zalmay Khalilzad (United States of America)"	0
"I also wish to reiterate that the four members of the F-FDTL who were convicted of murder in the shooting that left eight PNTL officers in 2006, one of whom was pardoned and the remaining three received reductions in their sentences, still They have not paid the victims' widows the compensation ordered by the court."	1
"This is important to strengthen the Mission's capacity to provide genuine protection to the Congolese civilian population, victims of an obvious humanitarian disaster, as Mr. Doss stressed, and of massive violations of human rights, in particular acts of violence directed against women and children."	1
"While air piracy off the coast of Somalia remains a serious problem, we urge the international community not to forget that the solution must be found on land, not at sea. A comprehensive resolution to the Somali conflict must address all the root causes of piracy and other problems, including the exploitation of marine resources and the dumping of toxic waste."	1
"The Security Council considers sanctions to be an important instrument in the fight against terrorism, and underlines the importance of the prompt and effective implementation of relevant resolutions, in particular Security Council resolutions 1267 (1999) and 1989 (2011). ), as a key instrument in the fight against terrorism."	1
"The socioeconomic challenges facing Afghanistan are significant."	1
"At the same time, despite the promises that the democratic transition process has entailed, we must not forget that this is a highly responsible stage in the history of the Middle East, which requires maximum vigilance and hard work in order to rule out miscalculations and unpredictability regarding the future of the region."	1
"These actions can be considered as indirect participation in deceiving public opinion and disregarding the position of the Syrian Government regarding events taking place on its own territory. This is an irresponsible incitement to all kinds of violent acts, providing international cover for international terrorist acts undertaken by terrorist groups against Syria, its interests and its people."	1
"19. Condemns in the strongest terms all sexual and other violence against civilians in armed conflict, in particular against women and children, and commits to ensuring that all Possible measures to prevent such violence and to address its effects when it occurs;"	1
"i) Take immediate measures to ensure gender equality in practice, such as providing equal access to women in public life and employment; eradicate laws, regulations and practices that discriminate against women; adopt measures to address all forms of violence against women, including domestic violence, sexual violence and sexist violence perpetrated by State agents or in State institutions, and respond immediately and effectively to trafficking in women and address the structural causes of women's vulnerability to these types of violence."	0
"The international community must therefore take the necessary measures to prevent Israel from continuing with the deplorable destructive policy it has undertaken in Gaza, and must stress its rejection of all such Israeli practices, which violate international law and international humanitarian law."	1
"It is clear that these circumstances represent the greatest obstacle to the stability and progress of Afghanistan and, if allowed to continue, threaten to undo the progress achieved over the course of almost three years."	1
"We could continue mentioning the widespread poverty, the problems of natural resource management, the thousands of refugees and internally displaced persons, to which we must add thousands of ex-combatants waiting to be reintegrated, the weak and unreformed security sectors, massive human rights violations and many other threats that could instigate a new conflict."	1
"a) Payments made or assistance provided to third parties 68 - 74 23"	0
"Blaming others, scapegoating others for the failures in Afghanistan, and asking those who are already doing more than they should to do even more is unfair, unacceptable, and will ultimately be counterproductive."	1
"Expressing its deep concern about the armed activities and banditry in [the affected region], which pose a threat to the security of the civilian population, the conduct of humanitarian operations in those areas and the stability of those countries, and which give rise to serious violations of human rights and international humanitarian law."	1
"It is important to give women, who are the first victims of violence in all its manifestations, a leading role in maintaining peace and consolidating peace, and it is even more important and urgent to do so in the prevention process. of conflicts."	1
"The Group adjusted the replacement cost estimated by the PIC by applying a depreciation percentage in accordance with the normal percentages applied by the industry to these assets."	0
"At some point between 1:15 p.m. and 1:30 p.m., Lieutenant Colonel Ahmed Al-Assir informed him of the explosion and that the target had been Mr. Hariri's motorcade."	1
"From August 15 to 17, the Beja Congress, the dominant component of the former Eastern Front, held its second general conference in which it re-elected Musa Mohamed Ahmed as President."	0
"10. Calls upon all States, as another means of addressing this threat, to carry out, in accordance with their national laws and regulations and in accordance with international law, cooperative activities to prevent illicit arms trafficking nuclear, chemical or biological, their delivery systems and related materials;"	1
"The Security Council recalls its demand that all parties to an armed conflict fully comply with their obligations under international law relating to the protection of civilians in armed conflict, including journalists, media professionals and related personnel."	1
"On 14 April 2012, the Security Council adopted resolution 2042 (2012), in which it noted that the Government of Syria had committed to implement the six-point proposal of the United Nations Special Envoy, Mr. Kofi Annan; He requested that all the elements of the proposal be fulfilled urgently, generally and immediately; He called on all Syrian parties, including the opposition, to immediately end all armed violence in all its forms; and expressed its intention to immediately establish, following consultations between the Secretary-General and the Government of Syria, a United Nations monitoring mission in Syria to monitor the cessation of armed violence in all its forms and by all parties ."	1
"To date, the Committee has not been authorized to perform any additional functions in this regard."	0
"However, we remain concerned that too much emphasis is placed on visits to developing countries."	1
"The situation in Angola (see S/25070/Add.4, 10, 17, 22, 23, 28, 37, 44 and 50; S/1994/20/Add.5, 10, 21, 25, 31, 35, 38, 42, 43 and 48; S/1995/40/Add.5, 9, 14, 18, 31, 40 and 50; S/1997/40/Add.4, 8, 11, 12, 15, 26, 29, 34, 39 and 43; 32, 37, 41, 48, 51 and 52; 15 and 29; and S/2001/15/Add.4, 8, 16, 38, 42, 46 and 51; see also S/19420/Add.51; Add.12, 27, 37, 40, 43, 48 and 51)"	0
"Total cash resources (sight and installment deposits and joint account) were $955.90 million as of December 31, 2009, compared to $1.04 billion as of December 31, 2007, which represents a decrease of 8%."	0
"One State noted that while global counter-terrorism efforts had substantially weakened the leadership of the Al-Qaida organization, the threat now came from groups affiliated with it but independent of the core organization, as well as from individuals affected by the ideology of such groups and their incitement to violence. Several States stressed that terrorism should not be associated with any religion, nationality, civilization or group and that the terrorist threat stems from multiple sources, including right-wing and xenophobic extremist groups."	1
"In the last month, the number of people affected by the conflict in Darfur continued to increase, with 62,000 more displaced people."	1
