"ar_en_GOOGLE"	"MatCoop"
"All seven countries implement measures to prevent the smuggling of weapons and explosives only partially."	1
"Central Africa Region (24 November 2003; 10 December 2014)"	0
"14 - Notes the development of the link between terrorism and information and communications technologies, especially the Internet, and the use of these technologies to commit terrorist acts and facilitate their commission through their use in incitement, recruitment, financing or planning for terrorist acts, and directs the Executive Directorate to continue to address this issue in consultation. With Member States, international, regional and subregional organizations, the private sector and civil society and to advise the Committee on other possible approaches;"	1
"47. Listed groups linked to Al-Qaida and the Taliban continue to raise funds through legal means, such as donations and legitimate business enterprises, as well as illegally through kidnapping for ransom, extortion, drug trafficking and illegal taxation."	0
"Also, the issue of the full deployment of the civilian police component of the Mission, in accordance with the mandate issued by the Security Council, remains unresolved."	1
"Many countries, together with bilateral and multilateral partners, have put in place some form of early warning arrangements to help predict and prevent any terrorist attacks."	1
"148 - A number of provisions in these treaties are of particular importance to the current armed conflict in Darfur. Among these provisions are the following: (a) The right to life and not to âarbitrarily deprive anyone of their lifeâ; (b) The right not to be subjected to torture or other cruel, inhuman or degrading treatment or punishment; (c) The right not to be subjected to arbitrary arrest or detention; (d) The right of persons deprived of their liberty to be treated humanely and to have their inherent dignity respected (); (e) The right to freedom of movement, to choose oneâs place of residence and thus not to be arbitrarily displaced; (f) The right to property, to adequate housing and to be free from forced eviction; (g) The right to health; (h) The right to adequate food and water; (i) The right to a fair trial; (j) The right to effective redress for any serious violations of human rights; (k) The right to compensation for human rights violations; and (l) the obligation to bring perpetrators of human rights violations to justice."	1
"38 - Several countries in the Asian region provided active support for the development of counter content, including for use via the Internet to refute the intellectual and religious defects on which terrorist ideologies are based."	1
"The International Monetary Fund currently estimates GDP growth at 8 percent in 2013."	0
"266. It is clear that the issue of proportionality did not arise when there were no armed groups in the village, as the attack targeted civilians alone."	0
"106. The Group consulted with the Somalia Monitoring Group, which stated in its report of 9 March 2005 (S/2005/153) that the arms embargo had been violated by the provision of weapons, explosives and related materiel and military training to the Islamic Union group It is an entity included in the Consolidated List."	0
"The Executive Directorate will assist the Committee in initiating a discussion to explore States&#39; needs for technical assistance to implement resolution 1624 (2005) and facilitate the provision of such assistance, as appropriate."	1
"29. The monitoring mechanism focused its priorities on the following:"	0
"Five countries have partial measures in place to protect asylum procedures from abuse, and two countries fully implement these controls."	1
"Then, seven years later, the 2009 edition also noted that nearly 30 percent of young people in Arab countries were unemployed, that more than 50 percent of the population was under the age of 24, and that there was a need to create 51 million new jobs in 2020 in order to avoid an increase in the unemployment rate."	0
"According to another, any comprehensive state-led response to counter extremism must consider local communities themselves as an integral part of the national security framework."	1
"Prison staff and Puntland security forces bravely fought off the attackers and were able to prevent the prison from being seized and the possible escape of Al-Shabaab members, including an improvised explosive device expert, a suicide bomb coordinator, imprisoned pirates and others."	0
"144 - States are responsible under international human rights law to ensure that human rights and fundamental freedoms are protected and preserved at all times, both in times of war and in times of peace."	1
"2- The situation in Sierra Leone"	0
"This resulted from prioritizing the further reform of the police structure pursuant to a directive from the European Commission for Bosnia and Herzegovina following the failure of Bosnia and Herzegovina to reach an agreement on its accession to the European Union."	0
"Pakistan&#39;s new democratic government has inherited a daunting legacy of political, economic and security challenges."	0
"(c) Prevent the supply, sale or transfer, directly or indirectly, of arms and related equipment of all types, including weapons and ammunition, military vehicles and equipment, paramilitary equipment and spare parts necessary for the above-mentioned, to such individuals or those groups, institutions and entities, from their territory or by their nationals outside their territory or using ships or aircraft flying their flags, as well as preventing the provision of any technical advice, assistance or training in connection with military activities;"	1
"They should include, at a minimum, the mission&#39;s senior leadership defining its understanding of the protection of civilians and the detailed roles and responsibilities undertaken within the mission when undertaking these activities, to deal with both low-level persistent threats and potential crises."	1
"Further urges the Secretary-General to strive to increase the role and contribution of women in United Nations field operations, especially among military observers, civilian police and human rights and humanitarian assistance personnel."	0
"Many of these countries have not reviewed the non-profit sector for risks related to terrorist financing, but the United Kingdom, in particular, has put in place mechanisms to assess and protect this sector, as well as through the Charity Commissionâs international programme, which seeks to secure Communicate operations internationally and help build capacity in other parts of the world."	1
"Its inspection also includes verifying that the goods are packed, marked and marked in accordance with the provisions of the International Maritime Code of Dangerous Goods."	0
"The Financial Intelligence Unit shares information with its counterparts abroad, both directly and through law enforcement channels."	1
"The next date set for hearing the case is 7 June 2007."	0
"Reaffirming its resolution 1540 (2004) and the need for all States to fully implement the measures contained therein, and calling on all Member States and all international and regional organizations to actively cooperate with the Committee established pursuant to the aforementioned resolution, including in the context of the comprehensive review provided for in Resolution 1810 (2008),"	1
"C. WJ WHITE LTD"	0
"As a measure to optimize the use of the Council&#39;s time and to allow as many delegations as possible to speak, I will not invite individual speakers to take seats at the Council table and then to return to their seats at the side of the room."	0
"At around five in the evening, a vehicle passed by at speed. Mr. Kayak and his men opened fire on it, and a priest who was driving it was wounded."	0
"Nine of the States have some measures in place to prevent the smuggling of weapons and explosives, but it is not known how effectively these measures are implemented."	1
"Scheduled for Saturday, 11 November 2006, at 12.20 p.m"	0
"24 - Urges the International Working Group, which will receive periodic reports from the mediation team, and the Sanctions Committee established by resolution 1572 (2004) of 15 November 2004, to assess, monitor and follow up on the progress achieved on the issues mentioned in paragraphs 14 to 18 above Close follow-up;"	1
"B - The danger posed by Al-Qaeda and the Taliban"	0
"More broadly, the Internet has enabled Al-Qaida and its affiliates to spread propaganda to a global audience and thus initiate the indoctrination of potential recruits, including by attracting them to websites associated with the organization."	0
"(b) There was no coordination between all the security agencies present at the crime scene."	0
"There are different possibilities, including a suicide bombing or a radio bombing using frequencies different from those of jamming devices, or using the frequencies of jamming devices, or a radio bombing using the jamming devices themselves, or a wireless bombing using one of Thurayaâs phones connected to artificial satellites, and Thuraya is the only telephone company operating in Lebanese territories that have connections to satellites, or wire detonation using a TNT cable, or wire detonation using another type of composite cable such as a telephone wire as a connecting wire."	0
"The deadlines for completing the destruction of Syrian chemical weapons were mentioned in the general report on the elimination of the Syrian chemical weapons program (paragraph 25 of document EC-76/DG.16 of 4 July 2014), which the Council took note of at its seventy-sixth session."	1
"I would like to remind speakers to limit their statements to no more than four minutes so that the Council can complete its work quickly."	0
"âThe Security Council stresses the importance of the commitment of both Ethiopia and Eritrea to laying the foundations for lasting peace in the region, and the Council, while aware of the responsibilities of the United Nations under the Algiers Agreements, remains determined to encourage and assist the two countries to achieve this goal."	1
"The Security Council calls upon the Economic Community of West African States and its member States, as well as its partners in the international community, to provide further support to the ECOWAS mission in Guinea-Bissau in this regard, and to continue coordinating further international efforts aimed at supporting peace, stability, the rule of law and the fight against impunity. In Guinea-Bissau."	1
"Exemptions are provided for supplies of weapons and related lethal materiel to Ivorian security forces intended exclusively for use within the framework of the security sector reform process in CÃ´te d&#39;Ivoire, in accordance with prior notification to the Committee."	1
"S/RES/2068 (2012), operative paragraph 2"	0
"In Azerbaijan, equipment was installed to detect and monitor weapons at international border crossings."	1
"By providing additional scope for victims of terrorism to contribute to the discussion, more effective assistance can be provided in combating incitement."	1
"While it is possible to overthrow a new leader in just a few months, building such a democratic society requires more time and sacrifices."	0
"(b) Phase 2: 3,205 personnel from all categories and 90 United Nations military observers;"	0
"The Committee&#39;s focus will remain on encouraging States&#39; implementation of resolution 1373 (2001) and on taking practical measures aimed at strengthening States&#39; capacity to combat terrorism."	1
"The December 12 agreement also provides for the release and repatriation of prisoners of war without delay, as well as all other persons detained as a result of the armed conflict."	1
"Non-EU member states work independently to develop legislative frameworks to combat terrorism and to integrate the crimes stipulated in international counter-terrorism instruments into their domestic laws."	1
"Regional and bilateral mechanisms for law enforcement cooperation have been put in place, such as early warning mechanisms and intelligence cooperation."	1
"The situation in Cyprus (see S/11185/Add.28, 29, 32, 34 and 49; S/11593/Add.7-10, 23, 24 and 49; S/11935/Add.23, 24 and 50; S/ 12269/Add.24, 35-37 and 50; S/12520/Add.23, 45, 47 and 49; S/13737/Add.23 and 49/ Add.22 and 50; S/14840/Add.24 and 50; S/15560/Add.24, 46 and 50; 37 and 49; S/17725/Add.23 and 49; S/18570/Add.23 and 50; 10, 23, 28, 49 and 50; S/22110/Add.23, 40, 49 and 51; 21, 23 and 50; S/1994/20/Add.9, 23, 29 and 50; S/1995/40/Add.24 and 50; 40/Add.25 and 51; S/1998/44/Add.26 and 51; S/1999/25/Add.25 and 49; Add.24 and 50; S/2002/30/Add.23, 39 and 47; S/2003/40/Add.14, 15, 23 and 47; 23 and 42; and S/2005/15/Add.23; see also S/2001/15/Add.49; S/2002/30/Add.22 and 46; S/2004/20/Add.23 and 40; and S/2005/15/Add.22)."	0
"The water pumps, purchased between December 1990 and February 1991, were used to operate the wells in the event that the desalination plants were shut down."	0
"Furthermore, measures exempting from the Covenant must not discriminate on grounds of race, colour, sex, religion or social origin."	1
"21. There were frequent reports that Ivorian helicopters were based in Guinea and that one of the helicopters destroyed by the French in November 2004 was on loan from Guinea."	1
"Thus, one can easily see the coordinated and devious methods of deception that have been set up to trap Eritrea;"	0
"2 - Letter dated 22 November 2006 from the Secretary-General addressed to the President of the Security Council (S/2006/920)"	0
"23. Liberia collected $277,961 in diamond export duties during the first nine months of 2008."	0
"Acting in accordance with Chapter VII of the Charter of the United Nations,"	0
"(a) Working more vigorously with international and regional organizations active in the region (including the CSTO, the OSCE, the Shanghai Cooperation Organization Regional Counter-Terrorism Structure and the OSCE Border Management Staff College, in Duchamp, Tajikistan ) so that the focus is on activities directed towards improving the implementation of resolution 1373 (2011) and correcting its shortcomings;"	1
"All the houses of the village were burned. The bodies of the victims were buried in mass graves near the village."	0
"New Zealand&#39;s response to questions posed by the Counter-Terrorism Committee of the United Nations Security Council, which must be answered by 30 April 2004"	0
"(d) Population identification and voter registration processes"	0
":: The fate of Farhan Ahmed Al-Issa is not yet known, who is still considered missing."	0
"(b) Preparing the annual budget of the Fund."	0
"Even if this happened as a result of an accident due to a discrepancy in maps, it is puzzling how an international force, which is supposed to have advanced equipment, could fall into this error in judgement."	0
"Ultimately, Ethiopia received compensation worth $174,036,520."	0
"However, sectarian tensions remained high in some areas, fueling numerous attacks."	0
"138- Nasser Fahd Muhammad Al-Ajmi"	0
":: Some members stressed the need for the international community to collectively seek to encourage greater harmony and dialogue between cultures and religions, noting that terrorism has no belief, culture or religion."	0
"In the Baghdad area, there was a limited number of documents and a few computers in selected government facilities such as the presidential office."	0
"The report takes into account both recent developments on the global terrorist threat and a generally better understanding of good counter-terrorism practices followed by national and international practitioners."	1
"As you know, on December 12, 2000, I witnessed the signing of the agreement between the Government of the State of Eritrea and the Government of the Federal Democratic Republic of Ethiopia, which took place in Algiers in an official ceremony hosted by President Abdelaziz Bouteflika."	1
"43. Reiterates the need to strengthen ongoing cooperation between the Committee, the Counter-Terrorism Committee and the Committee established pursuant to resolution 1540 (2004), as well as their respective expert groups, including, as appropriate, by enhancing information exchange and coordination on visits to countries within their respective mandates, and facilitating and monitoring technical assistance , relations with international and regional organizations and agencies, and on other matters of interest to all three Committees, expresses its intention to provide guidance to the Committees with regard to areas of common interest with a view to better coordinating their efforts and facilitating such cooperation, and requests the Secretary-General to make all necessary arrangements so that they can Teams can work as close as possible in a common space;"	1
"Its first program element is the establishment of transnational crime units in Sierra Leone, Guinea, Guinea-Bissau, CÃ´te d&#39;Ivoire and Liberia."	1
"The charter provides for granting regional independence according to the 18 regions that existed at the end of Siad Barre’s rule."	0
":: Reporting to the Committee after each meeting. Each working group will be chaired by a member of the Committee and will be supported, as necessary, by the staff of the Office for Disarmament Affairs, the expert staff of the Committee established pursuant to resolution 1540 (2004) and the secretariat of the Committee."	0
"The Russian Federation has also adopted legislation to protect the rights of victims of terrorism, and has taken measures regarding the conditions of detention of individuals suspected of committing a terrorist act."	1
"We would also like to express our concern that the return of these incidents could lead to an unstable situation in the region, making it difficult to achieve a peaceful solution to the Kosovo situation that is acceptable to both parties."	0
"Witnesses reported that in South Darfur, rebels attacked and looted a police station and government offices in Yassin in January 2004."	0
"Reference A: Armistice Agreement, July 27, 1953"	0
"âThe Security Council stresses the need to address the root causes of the conflict in the eastern Democratic Republic of the Congo in a sustainable manner, and reiterates its support for the implementation of the commitments set out in the Peace, Security and Cooperation Framework for the Democratic Republic of the Congo and the region, which is fundamental to achieving lasting peace and security in the Great Lakes region."	0
"However, the operation also demonstrated the extent of the challenges that Liberia&#39;s security sector continues to face, especially with regard to logistics, communications, and the mobility of the police and immigration services."	0
"24. On 13 March, following the adoption by the Security Council of its resolution 2136 (2014) on 30 January, the Secretary-General appointed six individuals with expertise in the areas of arms, armed groups, customs/aviation, finance, natural resources and regional issues, To serve on a group of experts until February 2015 (see document S/2014/183)."	1
"The Mission has prepared a general reconstruction and investment program called âKosovo: Rebuilding in 2000â to guide new donor commitments this year and guide them to the priorities of the interim administrative structure."	1
"Relevant government structures were also visited, such as the main detention center in Abidjan and police stations."	0
"232 - The estimated population affected by the conflict in Darfur, added to the number of refugees in Chad (1.65 million displaced persons, 627,000 people affected by the conflict in other ways, and 203,051 refugees) amounts to a staggering figure of approximately 2.5 million people affected in one way or another - the majority of whom The great number of people displaced from their homes."	0
"If Al-Qaeda leaders are unable, due to the restrictions imposed on them by international measures, to translate support for these followers into coordinated violence under their control, they continue to attract them, including some who are intent on committing terrorist acts in their own name without having the desire to see their actions within a broader political program. ."	0
"In addition, the Mission is currently examining the need for a specialized reconnaissance aircraft to carry out surveillance and patrol operations in generally inaccessible borderlands and coastal areas. B. Election security"	1
"1 - If the offender is an employee who takes advantage of his position;"	0
"Eastern European Shipping Company, 112102 Olahouse, Nassau, Bahamas"	0
"On the one hand, the Executive Directorate, in conjunction with the World Bank, will hold a workshop for parliamentarians in Pakistan on the importance of legislation related to combating the financing of terrorism."	1
"This campaign benefited from support from the World Health Organization and the United Nations Children&#39;s Fund (UNICEF)."	0
"(r) Ratify without delay the International Convention for the Protection of All Persons from Enforced Disappearance, the Convention on the Rights of Persons with Disabilities, the Rome Statute of the International Criminal Court and the basic conventions of the International Labor Organization;"	1
"The Executive Directorate of the Counter-Terrorism Committee, for example, has worked extensively with countries to build their border management capabilities to monitor terrorist movements, and their criminal justice capabilities to address money laundering."	1
"262. The team identified a new mining operation along both banks of the Bandama River, in an area known as Bakali."	0
"Even when there is a legal basis for cooperation on counter-terrorism matters between States, achieving practical cooperation remains a challenge. The reasons behind this are technical and political in nature."	0
"1. The present report of the Security Council Committee established pursuant to resolution 1521 (2003) concerning Liberia covers the period from 1 January to 31 December 2014."	0
"66. In an effort to combat the increasing rates of crimes committed at sea, the Maritime Organization of West and Central Africa, with the assistance of the International Maritime Organization, is working to strengthen cooperation among law enforcement agencies by establishing a network of coast guard units."	1
"17. Despite the disarmament of 15,600 ex-combatants in Ituri, the National Committee for Disarmament and Reintegration continues to face difficulties in carrying out its responsibilities, especially with regard to the payment of demobilization allowances to ex-combatants, which has led to growing discontent among them. Allowances must be paid quickly and regularly."	1
"It should be noted in this regard that the Unified Law on Combating the Financing of Terrorism, drawn up by the West African Monetary and Economic Union, provides for the freezing of financial assets belonging to terrorists through administrative procedures."	1
"Note 11 - Independent Investigation Commission investigations"	0
"61. Protecting civilians in eastern Chad involves more than ensuring physical security for refugees, displaced persons and humanitarian workers, and providing logistical support and hard-walled structures for the Integrated Security Detachment."	1
"UNDP and other UN partners could participate in a subsequent pilot project in Bariak, Jonglei State."	0
"134. The team discussed areas of cooperation with the Counter-Terrorism Action Unit of the Organization for Security and Cooperation in Europe, the Regional Office for Central Asia of the Commonwealth of Independent States and the Regional Counter-Terrorism Structure of the Shanghai Cooperation Organization, and initiated contacts with other regional organizations such as the Organization of American States. ), which established the Inter-American Committee against Terrorism, and the African Union, which established a counter-terrorism center in Algeria."	1
"The government has cooperated in programs aimed at training police officers in the field of human rights law, but there are few indications of its success in making them responsible for implementing that law."	1
"2 - Decides that all States shall take the following measures with respect to Osama bin Laden, members of Al-Qaeda, the Taliban and other associated groups, individuals, projects and entities, as set out in the list established pursuant to resolution 1267 (1999) and resolution 1333 (2000) which will be regularly updated by the Committee established pursuant to resolution 1267 (1999) and resolution 1333 (2000). By Resolution 1267 (1999) hereinafter referred to as âthe Committeeâ:"	1
"At the 4679th meeting of the Security Council, on 20 December 2002, and in the context of the Council&#39;s further consideration of the item entitled âProtection of civilians in armed conflictâ at its 4660th meeting, on 10 December 2002, the President of the Security Council made the following statement on behalf of the Council:"	0
"Article 75 of the Basic Law stipulates that the court may issue a direct order against a convicted person specifying appropriate forms of reparation for the victims, or with respect to them, including restoration of rights, compensation and rehabilitation."	0
"Requests the Secretary-General to continue to provide assistance to the Government of the [country concerned] in establishing transitional security institutions, including the [national] police and national security forces, and to continue to support the Government of the [country concerned] in developing a national security strategy that embodies respect for the rule of law and the protection of human rights It includes plans for disarmament, demobilization and reintegration, and capacity-building in the areas of justice and prisons, as well as the legal and policy framework that governs the work of its security forces, including management, screening and oversight mechanisms."	0
"26 - The United Nations Alliance of Civilizations has established programs in Africa to prevent the sowing of extremism. One such program focuses on local communities in Nigeria and targets youth, women and community leaders to facilitate dialogue and interaction among members of different groups."	1
"Prime Minister Gerard LaTorte asked the Interim Electoral Council to review this timetable, with the support of the mission, taking into account respect for the constitutional requirement that the president-elect be sworn in on 7 February 2006, and to make changes if necessary."	0
"In the absence of any clear evidence, the Panel refers to the company&#39;s admission in paragraph 1090 above that the maintenance period ended in April 1988."	0
"The Mission continued its awareness-raising activities within the framework of the âUnited Nations is concernedâ strategy."	1
"B. Box 365-16595, Tehran, Iran"	0
"28- Relations between the Democratic Republic of the Congo and neighboring countries in the Great Lakes region continue to strengthen. On 21 January, the Defense Ministers of Burundi, the Democratic Republic of the Congo and Rwanda adopted the draft Economic Community of the Great Lakes Countries Protocol on Common Defense and Security. The draft protocol stipulates the establishment of joint border control mechanisms and an agreement to stop fighters from armed groups fleeing across the border."	1
"Welcoming the adoption by the United Nations General Assembly of the United Nations Global Counter-Terrorism Strategy (resolution 60/288, of 8 September 2006) and the establishment of the Counter-Terrorism Implementation Task Force to ensure coordination and coherence in the efforts of the United Nations system to combat terrorism,"	1
"The company chartered ships on a fixed-term basis and on a voyage-by-voyage basis."	0
"Acting in accordance with Chapter VII of the Charter of the United Nations,"	0
"57. The Mission should continue to prioritize its work in monitoring and reporting on violations of international humanitarian law and human rights law, in particular killings, sexual violence and grave violations against children, while at the same time providing support to the Government in its efforts to address the consequences of violations. broad precedent, through transitional justice mechanisms and strengthening efforts to combat impunity."	1
"These countries realize the importance of cooperation, information exchange, and coordination among different countries and at the regional and national levels."	1
"Deepening refugee womenâs awareness of their rights and the legal options available to them, and supporting those rights and options."	0
"29. A second battalion will be deployed in the southern town of Kamina to: protect the airport runway; Providing a safe environment for the electoral process within the scope of its operations; Monitor Mayi-Mayi militias in the south and encourage them to participate in the integration or disarmament, demobilization and reintegration process; and support and guide the Armed Forces of the Democratic Republic of the Congo, particularly in Kamina."	1
"Border control and law enforcement capacity appear to be weak, although the Caribbean&#39;s hosting of the Cricket World Cup in 2007 appears to have brought about some improvement in these areas."	0
"Georgia&#39;s national strategy in the chemical, biological, radiological and nuclear fields was formulated in April 2013."	0
"162. The Dutch forensic team was assisted by many people during its examination of the crime scene, including forensic police officers from the Homeland Security Force, a team of British divers, a French explosives expert, a forensic scientist from Northern Ireland and a German electronics engineer. In jamming devices, a team of Japanese crime scene investigators, a German expert specializing in cars, a Dutch expert specializing in cars, and a number of Lebanese specialists."	1
"But there is no mistaking that my country is also prepared to permanently resist a unilateral declaration of independence, as long as there is no settlement in sight."	0
"5. As the Maoists prepared to move their forces to cantonment sites, they embarked on a recruitment campaign that culminated in November 2006."	0
"6 - Convention on the Physical Protection of Nuclear Materials of 1980"	0
"On the one hand, there are those who saw it as natural for the country to determine the conditions for citizenship or nationality, while others, on the other hand, condemned the exploitation of this concept because it was the origin of the explosive crisis in CÃ´te d&#39;Ivoire."	0
"8 - Regional and subregional organizations should work with the Counter-Terrorism Committee and other international organizations to facilitate the exchange of best practices in the field of counter-terrorism and assist their members in fulfilling their commitment to combating terrorism;"	0
"Thailand therefore has no choice but to exercise its inherent right to self-defence, as stipulated in Article 51 of the United Nations Charter."	0
"In this subregional context, the Office will strengthen its cooperation, in particular, with the Economic and Monetary Community of Central Africa, the Economic Community of Central African States, and the multinational forces of the Economic and Monetary Community of Central Africa, in the field of security and early warning and prevention."	1
"The Security Council encourages Member States to develop comprehensive and integrated strategies to combat terrorism."	1
"Since the establishment of the system, a total of 673 employees have been trained, including 594 prison officers and 169 civilian employees."	0
"22 - Also recognizes the need for comprehensive practical guidance on the tasks and responsibilities of peacekeeping missions in implementing mandates for the protection of civilians, further recognizes the need to ensure that practical guidance is systematically taken into account in appropriate planning, training and strategic documentation for the entire mission, and requests the Secretary-General to develop, in close consultation with Member States, including troop- and police-contributing countries and other relevant actors, develop a practical concept for the protection of civilians, and report on progress achieved;"	1
"Accordingly, the Secretary-General considered the recent events in Zimbabwe an âoutrageous injustice.â"	0
"67. In conclusion, I would like to thank my Special Representative, Amira Haq, for her leadership, and to all the staff of the Mission and the United Nations country team for their continued efforts in support of the people of Timor-Leste in their quest to advance issues of peace, stability and development. ."	1
"Security Council Resolution 1973 (2011), preambular paragraph 14"	0
"(Q.Q.: 484 IQD (21) - 3/30/2009)"	0
"âThe Security Council reiterates its strong support for the adoption by the General Assembly of the United Nations Global Counter-Terrorism Strategy (A/RES/60/288) on 8 September 2006 and the institutionalization of the Counter-Terrorism Implementation Task Force, in accordance with General Assembly resolution 64 /235, in order to ensure overall coordination and coherence in the efforts of the United Nations system in the field of counter-terrorism, and the full participation of the relevant subsidiary bodies of the Security Council, within their mandates, in the work of the Task Force and its working groups, and welcomes the adoption by the General Assembly of resolution 64/297 ."	0
"(f) In implementing its mandate, the Committee receives assistance from the Executive Directorate of the Counter-Terrorism Committee, within the framework of policy guidance issued by the full Committee."	1
"131. An adjustment was also made to take into account the residual value of equipment used in the oil spill collection program as at 31 December 1992."	0
"42. The objectives of the updated action plan in the five thematic areas are as follows:"	0
"There are two cases in the sentencing stage and are expected to be issued soon."	0
"Sri Lanka has facilities for searching data using electronic means."	0
"(b) Take the necessary steps to provide the greatest amount of assistance in terrorism cases to other States, and build bridges between different legal systems;"	0
"2 - At least one mixing and kneading leg installed away from the center;"	0
"List of Liberian government"	0
"12. In accordance with the Committee&#39;s human rights policy guidance, the Executive Directorate will continue to take into account the human rights aspects of Security Council resolutions 1373 (2001) and 1624 (2005) in the conduct of its work."	1
"âThe Security Council affirms that stability and security remain key factors in the political and economic reconstruction efforts undertaken by the transitional government and the international community."	0
"In many cases, States lack the necessary resources or are not sufficiently active in conducting patrols, inspections and joint operations with neighboring States, as well as in implementing community activities to maintain order at local levels. Applying these measures along open borders, applying innovative models of cooperation and helping to address these concerns will help control the border more effectively."	1
"The extent of cluster munitions is becoming increasingly evident as the work of the Landmine Action Organization progresses."	1
"There are also widespread and confirmed allegations that some Janjaweed members have been integrated into the police."	0
"In response to this wave of violence, the Mission and the Haitian National Police organized several successful operations to rescue kidnappers, and a large number of suspected kidnappers were arrested."	1
"Escalating local crises could easily provide opportunities for spoilers, if not addressed appropriately and sustainably."	0
"16 - In an attempt to contain the outbreak of the Ebola virus, some West African countries closed their borders and stopped commercial flights to the three most affected countries, Guinea, Liberia and Sierra Leone. On August 10, CÃ´te d&#39;Ivoire imposed restrictions on flights to and from the three countries, followed by closing the land borders on August 22."	1
"The mission also has 11 immigration advisors."	0
"60. As I noted previously (see S/2010/85, para. 176), a cautious approach should be taken to dealing with the restructuring of the Mission&#39;s police, taking into account, among other factors, the need for their adequate presence in all districts and units to ensure monitoring Providing advice, training, guidance and support as required to continue building the capabilities of the National Police and developing its institutions."	1
"To ensure the continued return of displaced persons and minority communities with the means to stay, decentralization must be implemented on a large scale."	1
"âThe Security Council notes its determination to enhance the strategic oversight of peacekeeping operations, recognizing the important role that peacekeeping operations play to protect civilians, and reaffirms its support for the efforts of the Secretary-General to review and provide enhanced planning and support to peacekeeping operations, and renews its encouragement To deepen these efforts, in partnership with troop- and police-contributing countries and other relevant stakeholders."	1
"These fears were realized following an operation carried out by the Armed Forces of the Democratic Republic of the Congo in late September."	0
"A framework for confronting the threat of foreign terrorist fighters"	1
"56 - All but one State has taken some steps to create a comprehensive counter-terrorism legal framework that includes terrorism-related crimes."	1
"Colonel Reiss and his deputy protested to Brigadier General Ruak, who apologized for the shooting."	0
"Taking into account also the content of Resolution 1325 on Women, Peace and Security and Resolution 1379 on Children in Armed Conflict; It welcomes the regional workshops and encourages Member States to provide them with operational and financial support. The Security Council requests the Secretary-General to submit by June 2004 his next report on the protection of civilians in armed conflict, which should include information on the implementation of previously adopted Security Council resolutions on this subject And any other issue he would like to inform the Council of."	0
"It is concluded from the definition of international conflict mentioned above that a non-international conflict is a conflict that does not involve two states."	0
"257 - Effective border control is essential for the effective implementation of counter-terrorism measures pursuant to resolution 1373 (2001), as it constitutes the first line of defense against the cross-border movement of terrorists and the illicit cross-border movement of goods and merchandise."	1
"594. At the time when this international obligation was first established, and perhaps even in 1949, when the draft Geneva Conventions were drawn up and approved, the obligation was clearly considered an obligation on the part of each Contracting State towards any other Contracting State concerned."	1
"(b) Abandoning the high-temperature thermal aeration process to treat the extracted materials;"	0
"47. The Government has expressed on numerous occasions its strong desire to receive direct capacity-building assistance for its national forces and has initiated contact with several potential bilateral partners."	1
"It has enacted anti-terrorism legislation and made efforts to further strengthen coordination and cooperation at the regional level, especially in the maritime context."	1
"It took us three days to find out where my father was, because he had been buried."	0
"The ruling in the only remaining trial will be issued before the end of 2012, and the appeals procedures for 44 people have been concluded."	0
"While WHO and MINUSMA supported the government&#39;s tracking operation, IOM deployed personnel to border crossings to enhance monitoring and tracking of travelers between Guinea and Mali, and to educate local residents about Ebola. At the request of President Keita, on 22 November I established a support center for the United Nations Ebola Emergency Response Mission in Mali, which works in coordination with and receives support from MINUSMA. UNICEF, in coordination with the World Health Organization, strengthened its response in support of the Ministry of Health in relation to water, sanitation and hygiene programmes."	1
"5- Compensation for the loss or depletion of natural resources"	0
"10. The situation in Georgia (8 October 1992; 15 June 2009)."	0
"40. Some 8,490 former combatants received reintegration support from UNDP and its implementing partners in northern Sudan."	1
"9 - Entities responsible for providing postal services,"	0
"42. The Group submitted two reports to the Committee, as required by resolution 2083 (2012), in July and December 2013, containing recommendations on how to improve the sanctions regime and give it stronger effect, as well as an assessment of the threat posed by Al-Qaida and its associates and updated information on Team activities."	1
"Scheduled for Tuesday, 13 December 2005, at 3 p.m"	0
"Bearing in mind its primary responsibility under the Charter of the United Nations for the maintenance of international peace and security, and stressing the importance of taking measures aimed at preventing and resolving conflicts,"	1
"Morocco ratified this Protocol by Royal Decree No. 38-93-4 of 13 November 2001."	0
"5 x 2,000 francs = 10,000 CFA francs"	0
"On the one hand, humanitarian access has improved significantly as restrictions on the delivery of humanitarian assistance have been gradually lifted since last summer."	1
":: October 4, 2004, Rafik Hariri resigns as Prime Minister."	0
"6- Other losses - $3,891,254"	0
"(c) Adjustments to unit costs and contingent estimates;"	0
"Recognizing the importance of local communities, the private sector, civil society and the media in raising awareness of the threats posed by terrorism and the importance of responding to them more effectively,"	1
"86 - Seven countries have developed strategies to combat terrorism and created the institutions necessary to implement them."	1
"The Council calls on the remaining fighters of the Lord&#39;s Resistance Army to leave the ranks of this group and participate in the process of disarmament, demobilization, repatriation, resettlement and reintegration."	0
"2 - Shahid Bagheri Industrial Group (an entity affiliated with the Aerospace Industries Corporation)"	0
"6062nd meeting, on 8 January 2009."	0
"According to company records, the lines were delivered to the company&#39;s branch in Tripoli."	0
"177. The courts and structures constituted under the Constitution are still nascent and the system still relies to a large extent on international staff to carry out its core functions."	1
"76. Efforts continued to be made to recruit individuals from minority groups into the Kosovo Protection Corps."	1
