"","es_en_DEEPL","MatCoop"
"2179","However, the Commission found no evidence that these abductions were sufficiently widespread or systematic to be considered crimes against humanity.",1
"2180","In contexts in which national judicial systems lack capacity and are still impaired by conflict, ad hoc quasi-judicial mechanisms appear to be an appropriate, if not necessary, solution to deal fairly with an influx of conflict-related claims and to provide individuals with access to certain forms of redress.",1
"2181","IV. United Nations support to AMIS",0
"2182","(c) The length of time, not to exceed nine months, during which listed individuals are expected to travel;",0
"2183","Steps are being taken to strengthen the role of the UNCT, including the recruitment of a new head of the Resident Coordinator's Office and the identification of the additional staff required.",1
"2184","Encourages [the mission], in accordance with its mandate and within its authorized civilian police strength, to continue its efforts to assist the parties to [the peace agreement] to promote the rule of law, to restructure police and prison services throughout [the affected country], particularly in the south of the country due to underdeveloped police services, and to assist in the training of civilian police and prison officials.",1
"2185","Moreover, the involvement of a strong civilian component is critical to the delivery of humanitarian assistance, the restoration of law and order, the functioning of public institutions, reconstruction, rehabilitation and peacebuilding for longer-term sustainable development.",1
"2186","The Council of the League, meeting at ministerial level,",0
"2187","However, they also expressed concern that every time there is a sign of hope in the Middle East there is an escalation of violence and destruction.",0
"2188","The paper, which had been drafted by the Working Group on Returnees with input from UNHCR, was submitted to the major asylum States. The paper called for UNMIK to suspend both forced and induced repatriation during the winter months.",1
"2189","The Human Rights Committee has clearly stated this right in its General Comment No. 27. On several occasions, the Committee on Economic, Social and Cultural Rights has declared that forced evictions are incompatible in principle with the requirements of the International Covenant on Economic, Social and Cultural Rights.",0
"2190","The Panel continues to discuss the matter with the Ambassador of Liberia to the United Nations.",0
"2191","In the last of these (S/2012/376), as in the previous ones (S/2009/277 and S/2010/579), the Secretary-General identified five basic challenges around which the debate should revolve: promoting compliance with international law by parties to conflict; improving compliance by non-State armed groups; enhancing protection by peacekeeping and other relevant United Nations missions; improving access for humanitarian purposes; and enhancing accountability for violations.",1
"2192","Some examples are provided below: Medical equipment and supplies.",0
"2193","I urge the Government to ensure access by United Nations staff to all detention sites in Darfur.",1
"2194","In this regard, the situation varies greatly from one region to another and from one municipality to another.",0
"2195","The national reintegration and community rehabilitation program, which is expected to absorb a total of 6,000 ex-combatants, has facilitated the registration and identification of Forces Nouvelles personnel.",1
"2196","Mainstreaming gender issues in needs assessment and resource allocation in post-conflict reconstruction work.",1
"2197","The Mission continued to coordinate support to the implementation of the national strategy on sexual and gender-based violence, under which five programs are being implemented in the areas of prevention and protection, combating impunity, multisectoral assistance, security sector reform, and data and distribution in Ituri district and South Kivu.",1
"2198","The case commenced on September 25, 2006 and is scheduled to conclude in 2007.",0
"2199","In entering into these agreements on behalf of their respective ""movements"" the leaders of each movement assumed full responsibility for the conduct of their combatants.",1
"2200","(c) Prevent the direct or indirect supply, sale and transfer to such persons, groups, undertakings or entities from its territory or by its nationals outside its territory or by its flag vessels or aircraft of arms and related materiel of all types, including weapons and ammunition, military vehicles and equipment, paramilitary equipment and spare parts, as well as technical advice, assistance or training related to military activities;",1
"2201","2. Build trust and increase stability within the host state by promoting truth and reconciliation.",1
"2202","Ministry of Government and Justice",0
"2203","Welcoming the establishment of the Office of the Ombudsman pursuant to resolution 1904 (2009) and the extension of its mandate in resolution 1989 (2011), noting the important contribution made by the Office of the Ombudsman in enhancing impartiality and transparency, recalling the strong commitment of the Security Council to ensure that the Office of the Ombudsman can continue to perform its role effectively, in accordance with its mandate, and recalling also the statement of its President (S/PRST/2011/5) of 28 February 2011,",1
"2204","227. The ""expenses incurred in Yemen"" were incurred between 7 February and 30 September 1990. They include the costs of setting up the site office, office furniture, salary and accommodation for the project manager, rental of a car, water, electricity and fuel costs for the office and living quarters, office secretarial and stationery supplies, and a round-trip airline ticket.",0
"2205","As a result, the security situation in Mitrovica has improved considerably, as has the provision of judicial and detention services. However, little or no progress has been made regarding the return of displaced Kosovo Serbs and Kosovo Albanians to their respective homes on both sides of the Ibar River.",1
"2206","Some regions have also concluded specific agreements aimed at controlling the export, import and transit of such weapons.",1
"2207","SAFETY COUNCIL AND THE STAGE REACHED IN ITS STUDY",0
"2208","8. Regional and subregional organizations should collaborate with the CTC and other international organizations to facilitate the dissemination of best practices in the fight against terrorism and to assist their members in fulfilling their counterterrorism obligations.",0
"2209","Consequently, the fine does not exceed US$275,000.",0
"2210","A special program for voters with special needs was established so that certain categories, such as those who remained at home out of fear, the hospitalized, the mentally ill, the elderly and prisoners, could register and vote simultaneously.",1
"2211","Israel has legitimate security concerns, but these can only be fully and effectively addressed through a negotiated agreement.",0
"2212","As of August 31, more than 29,000 refugees had returned to their countries of origin, including 11,724 who had received assistance from the Office of the United Nations High Commissioner for Refugees, and some 18,000 had spontaneously returned to Liberia.",1
"2213","a) Ship chartering (7,058,710 riyals);",0
"2214","A June 2005 report frequently cited by the International Crisis Group that a helicopter destroyed in Yamoussoukro by the French attack of 6 November 2004 was Guinean has proved false, as demonstrated by the Group's accounting.",1
"2215","Noting the progress made in reforming the judicial system, in particular the establishment of the Constitutional Court, the Court of Cassation and the Council of State, as provided for in the Constitution, the Minister of Justice emphasized the importance of establishing courts in each of the 145 territories to effectively restore the authority of the State and settle disputes at the local level.",1
"2216","60. Decides, in order to assist the Committee in fulfilling its mandate and to support the Ombudsman, to extend the mandate of the current New York-based Monitoring Team, established pursuant to paragraph 7 of resolution 1526 (2004), and its members, for a further period of 30 months, under the direction of the Committee and with the functions set out in annex I, and requests the Secretary-General to make the necessary arrangements to that effect;",1
"2217","As you know, on December 12, 2000, I witnessed the signing of the Agreement between the Government of the State of Eritrea and the Government of the Federal Democratic Republic of Ethiopia, which took place in Algiers at an official ceremony hosted by President Abdelaziz Bouteflikla.",1
"2218","Countering violent extremism and incitement to commit terrorist acts",0
"2219","11. Stresses that specialized international and regional organizations have an important role to play in promoting understanding of the terrorist threat, and in facilitating international cooperation in the field of counter-terrorism, especially through the provision of technical and related assistance, as requested.",0
"2220","On September 15, the National Assembly and the Senate opened an ordinary session of Parliament.",0
"2221","In the joint communiqu̩ on the situation in Darfur issued by the Government and the United Nations during the visit of the Secretary-General on 3 July 2004, the Government of the Sudan itself pledged to take concrete steps to end impunity for human rights violations in the region.",0
"2222","United States of America: draft resolution",0
"2223","MINUSTAH is conducting its own investigation and supporting the Haitian National Police's investigation of the incident.",1
"2224","Public sector investments fell by more than 50% in 2005.",0
"2225","The visits to donor countries have enabled CTED to gather much more precise information on their regional interests, their capacity to provide technical assistance in the area of counter-terrorism and their current programs.",1
"2226","All States in the subregion are members of INTERPOL and have established national central bureaus.",1
"2227","To be held on Friday, December 20, 2002, at 7:40 p.m.",0
"2228","However, we are still concerned about the overemphasis on visits to developing countries.",0
"2229","The Security Council notes that United Nations multidisciplinary assessment teams, with the consent of host States, could assist and support States in separating combatants and civilians.",1
"2230","While progress has certainly been made over the past decade, it is clear that much remains to be done to make Member States safe from the threat of terrorism.",1
"2231","The Team continued to actively participate in the development of measures to combat the financing of terrorism, taking part in FATF plenary meetings and meetings of its regional bodies.",1
"2232","Also recognizes the need for comprehensive operational guidance on the tasks and responsibilities of peacekeeping missions in the implementation of mandates relating to the protection of civilians, and requests the Secretary-General to develop, in close consultation with Member States, including troop- and police-contributing countries and other relevant actors, an operational concept for the protection of civilians, and to report on progress made in this regard;",1
"2233","In March 2014, UNODC will organize a seminar for Namibia on international cooperation in criminal matters related to terrorism, transnational organized crime and corruption.",0
"2234","Official Position: Chief of Staff of the Air Force",0
"2235","The program examines human rights issues that often arise at various stages of the criminal justice process in terrorism cases.",1
"2236","Given the large transfers of workers' remittances to the subregion and the widespread use of informal, non-bank transfer mechanisms in the region, it is a priority to adopt measures to regulate alternative remittance systems and prevent the misuse of non-profit organizations for these purposes.",1
"2237","The Security Council notes the mandate of MONUSCO and the United Nations Mission in South Sudan (UNMISS) to help protect civilians in LRA-affected areas and to support the disarmament, demobilization and reintegration of LRA combatants in their respective countries.",1
"2238","These guidelines are available on the Committee's website.",0
"2239","At around 5:00 p.m., a vehicle passed without stopping at some speed. Mr. Kiak and his men opened fire, wounding the priest behind the wheel.",0
"2240","The Internet has proven to be a valuable tool for terrorists because of the considerable technical and legal problems involved in controlling and regulating its content.",1
"2241","As noted above, it is clear that counter-terrorism measures are most effective when implemented in the context of a comprehensive strategy that addresses the factors contributing to extremism, in particular, by impeding or preventing the activities of individuals who engage in recruitment for terrorist groups or incitement to commit terrorist acts.",1
"2242","The Council reminds States that they must ensure that any measures taken to combat terrorism comply with all their obligations under international law, in particular international human rights law, international refugee law and international humanitarian law.",1
"2243","48. The situation in Myanmar (15 September 2006; 13 July 2009).",0
"2244","The Council stresses the need to strengthen transnational law enforcement cooperation, in particular by including maritime security in security sector reforms and by adopting bilateral and regional agreements to facilitate action, in accordance with international law, against drug trafficking by sea and to prosecute those suspected of such trafficking, following interceptions on the high seas. Requests that the United Nations Office on Drugs and Crime (UNODC) and other relevant international and regional organizations continue to provide support.",1
"2245","The Office for Disarmament Affairs has sought to sensitize potential donors to mobilize their support for the regional seminars and workshops it organizes.",1
"2246","The 18 States that have submitted information on the import and export of arms have adopted some measures to regulate the production, sale and transfer of arms and explosives.",1
"2247","Examples of suspicious indicators are shown in Annex VIII.",0
"2248","Measures to combat transnational crime have been increased and could be adapted to the fight against terrorism if necessary.",1
"2249","Urges all stakeholders, including Member States, UN entities and financial institutions to support the development and strengthening of the capacity of national institutions, in particular judicial and health systems, and local civil society networks to provide sustainable assistance to victims of sexual violence in armed conflict and post-conflict situations.",0
"2250","Cooperation and coordination in border control between bordering states is of particular importance to effectively monitor and cover borders that are characterized by their length, openness and permeability.",1
"2251","Minister of Lands and Local Government",0
"2252","The remarkable level of collaboration between the Committee and other Member States during the review indicated that a broad group of States continues to share the Security Council's concern about the desirability of a coordinated international response to the threat posed by Al-Qaida and the Taliban.",1
"2253","10. Decides to remain seized of the matter.",0
"2254","(Summit Resolution 483/21, adopted on March 30, 2009)",0
"2255","However, the participation of other minority groups was very encouraging, especially among the Goran and Bosniac communities in Kosovo.",0
"2256","Our policy of proactive initiatives aims in the long term to bring Abkhazian society out of its isolation, expose it to democratic values and beliefs and recognize the fundamental human rights of IDPs and refugees, first and foremost the right to return to their homes, regardless of their ethnicity, all in order to create a climate of mutual trust and respect.",1
"2257","As a result of these operations, arms trade networks have been forced to be more cautious in shipping weapons from Yemen to Somalia via the Gulf of Aden.",1
"2258","The humanitarian consequences of the continuing violence in Iraq are of great concern to my delegation.",0
"2259","Efforts continued to recruit members from minority communities to work in the Corps.",1
"2260","In addition, further research is needed to demonstrate that these programs have real and positive results in terms of the likelihood of these individuals committing further acts of terrorism or inciting others to commit acts of terrorism.",1
"2261","In the second stage of the registration process, which took place between June 2007 and December 2007, the UN teams verified the age and date of recruitment of all personnel in the cantonments.",1
"2262","The Committee on the Proliferation Security Initiative is an expert group jointly led by the Ministry of Foreign Affairs and the Hungarian Trade Licensing Office.",0
"2263","There were also clashes between armed groups affiliated with the Malian government and armed groups represented at the Algiers talks, despite the commitment made by the various parties to respect a cease-fire. On October 9, French and Nigerian forces intercepted and destroyed a convoy carrying arms, mortars and anti-aircraft weapons moving through northern Niger towards Mali. The arms were allegedly destined for Ansar Dine. On 12 October, Mauritanian security forces arrested four people suspected of making contact with jihadists and recruiting for the Islamic State of Iraq and the Levant (ISIL) in the northern mining town of Zou̩rat.",0
"2264","All States in the subregion have implemented financial intelligence units, although some are still working on increasing their capacities.",1
"2265","The team then inspected the company's facilities and then went to the state-owned Al-Hattin, which belongs to the Military Industries Agency.",0
"2266","Hansen Weah, Augustine Tweah and the role of the Liberians",0
"2267","Calls upon those concerned, in accordance with international humanitarian law, including the Geneva Conventions and the Hague Regulations, to allow free and full access of humanitarian personnel to civilians in need of assistance in situations of armed conflict and to make available to them as far as possible all necessary means to carry out their operations, and to promote the safety, security and freedom of movement of humanitarian personnel, United Nations and associated personnel and their property.",1
"2268","His first decisions were to appoint Beirut's deputy police chief, General Naji Mulaeb, in charge of the crime scene and assign him the task of removing all the dead bodies and injured persons from the scene, putting out the fires, and subsequently having everyone removed from the scene and closing it down [witness statement].",1
"2269","The international commission would be composed of three eminent personalities with appropriate experience and a reputation for probity and impartiality.",1
"2270","He stressed the need to foster dialogue within the federal transitional institutions and encouraged his interlocutors to exert their influence to that end.",0
"2271","Regarding the carpets, there are two invoices issued by that supplier before the invasion, in which they are clearly identified.",0
"2272","The equipment included in article 13 may be exported as part of manned aircraft or satellites, or in appropriate quantities to be used as spare parts for manned aircraft.",0
"2273","H.E. Mr. Abdullahi Yusuf Ahmed, President of the Somali Republic",0
"2274","As part of the Division's ongoing efforts to recruit qualified experts to serve on groups, teams and panels to monitor sanctions implementation, and as is done each year, a note verbale was sent to all Member States in December to solicit nominations of suitable candidates for the Division's roster of experts.",1
"2275","1. Official Secrets Act of 1923",0
"2276","Some major cases involving organized crime, including human trafficking and drug trafficking, have been thoroughly investigated by the international community and the perpetrators have been brought to justice.",1
"2277","II. EVENTS OCCURRING DURING THE PERIOD UNDER REVIEW",0
"2278","With regard to the disarmament, demobilization and reintegration of ex-combatants, the parties agreed that the chiefs of staff of the National Armed Forces of C̫te d'Ivoire (FANCI) and the Forces nouvelles would meet on 7 July to finalize the timetable for the disarmament, demobilization and reintegration process, which was expected to begin by the end of July.",1
"2279","The Security Council recognizes and continues to encourage the efforts of the League of Arab States to contribute to the collective endeavor to resolve the conflicts in the Middle East peacefully and to promote international responses to the transformations in the region, while reaffirming its firm commitment to the sovereignty, independence, unity and territorial integrity of the countries of the region and to the purposes and principles of the Charter.",0
"2280","They noted that Somalia would continue to require a significant amount of capacity-building assistance to ensure that pirate gangs could not return to their heyday.",1
"2281","The framework is based on the premise that the people of Darfur and the parties to the conflict should lead the peace process and its implementation, with the United Nations, the African Union and international partners playing a facilitating role.",1
"2282","(Summit Resolution 457/21, adopted on March 30, 2009)",0
"2283","Bearing in mind that both militias have close regional ties, I reiterate my call on the Government of the Syrian Arab Republic to cooperate in the process.",1
"2284","The ""high seas"" is defined as ""the sea beyond the territorial sea of Australia and any other country"" (Article 51).",0
"2285","Almost all States have adopted early warning systems and agreements for the exchange of information. Similarly, almost all have agreements on mutual legal assistance and extradition.",1
"2286","The prevailing situation in Syria is of deep and growing concern to the United Nations.",0
"2287","While some are slow to respond to the Committee, a growing number are keen to participate in its work, either by contributing names or promoting ideas for new areas where sanctions or other Security Council measures can help curb recruitment and reduce the likelihood of further attacks by Al-Qaida and Taliban-related terrorists.",1
"2288","However, nine of the 33 positions allocated to the FNL are still vacant.",0
"2289","To that end, the Office of Information and Administration will use the secure online document tracking and distribution system recently added to the Committee's website to distribute Executive Directorate materials to Committee members and the Secretariat.",1
"2290","The International Criminal Police Organization (INTERPOL) carried out counter-terrorism capacity-building programs in the Sahel and Horn of Africa region aimed at improving inter-agency information sharing, strengthening its integrated operational response in the region, and expanding the use of its secure communication network, databases and services.",1
"2291","3.4 Accounts opened by professional intermediaries",0
"2292","The Committee recognizes that it has barely taken its first steps towards achieving this objective, mainly due to the delay in filling Executive Management positions.",1
"2293","1 x 5 days x 9 hours x US$ 42 per hour",0
"2294","President Bashir's intention in his June 19, 2004 pledge to disarm the Janjaweed was that it would apply only to the bandits, not to the Popular Defense Forces, the popular police or other tribesmen armed by the state to fight the rebels.",1
"2295","These figures are very significant, particularly the average value per carat.",0
"2296","The Center has prepared a demining strategy for the handover to the relevant departments of the Joint Interim Administrative Structure of functions including continued clearance of any residual threat, mine risk education and victim assistance.",1
"2297","In addition, violations of the crime scene cordon had been known to have occurred on several occasions.",0
"2298","Other than the asphalt plant, the employee did not mention any other specific items.",0
"2299","According to Afghan officials, the 2010 death toll from insurgency activities was 50 percent higher than the previous year's total and the number of civilians injured increased by one-third.",0
"2300","The surplus funds are combined in one of two internally managed cash pools, which invest in the main segments of the money and fixed-income markets.",0
"2301","The decree triggered new activities concerning the integration of more Congolese armed groups into the FARDC.",1
"2302","Date of issue: 18.02.2010",0
"2303",":: On November 8, 2014, regime fighter jets attacked the area around Shahid Wasim Hasimou hospital in Idlib, causing damage.",0
"2304","At this time it is not possible to foresee all the specialized services that the mission might have to provide.",0
"2305","Whether this indicates a decline in regional influence on power or simply a change in leadership remains to be seen.",0
"2306","The Committee will continue to pursue a more strategic and transparent approach to its work and will seek to raise awareness of its work throughout the United Nations system and among individuals and entities involved in counter-terrorism.",1
"2307","For example, Burkina Faso attaches importance to combating violent extremism and is fighting attempts to recruit terrorists.",0
"2308","Everyone was questioning their own destiny.",0
"2309","Some reports and the media claim to have convincing evidence that some areas have been targeted because they are a center of rebel activities or because of their proximity to such activities, but mostly because of the ethnic composition of the population inhabiting those areas.",1
"2310","855. National asserted that the employer had certified that the amount of US$36,977 was due.",0
"2311","- Contribute, as appropriate, to the development by the authorities of ... the capacity of the police and gendarmerie, in particular through anti-riot training, and the re-establishment of their presence throughout the territory [of the affected country].",1
"2312","Two of the five States in the subregion have enacted comprehensive laws covering the relevant terrorist offences, while two other States have draft counter-terrorism legislation under consideration or pending adoption.",1
"2313","However, the Security Council and the Committee have introduced many changes to their procedures over the years that increase transparency and recognize basic standards of fairness that would apply if their decisions were judicial.",1
"2314","The Central Body strongly supports the measures taken by the countries of the region to address the situation in Anjouan.",0
"2315","What distinguishes this category of crimes from the category of war crimes is that they are not isolated or sporadic infractions but transgressions that a) can occur both in peacetime and in a time of armed conflict and b) are part of a widespread or systematic practice of atrocities (or attacks) against the civilian population.",0
"2316","During those three days, four of the girls were raped and one was sexually abused.",0
"2317","In order to further inform the Security Council and potential bilateral partners about security threats in the Vakaga region, I have dispatched a team to review the current security situation and assess the risks, and will report its main findings to the Council.",1
"2318","Accordingly, following consultations with the Security Council Committee established pursuant to resolution 1718 (2006), I wish to inform you that I have appointed Mr. George Lopez (United States expert on finance) and Mr. Takehiko Yamamoto (Japan's expert on nuclear issues) to the Group of Experts to carry out the tasks set out in paragraph 26 of the resolution.",1
"2319","c) Strengthening of the Security Council Subsidiary Organs Branch and the Electoral Assistance Division;",0
"2320","Samples collected at the crime scene and further forensic examinations have led to the identification of the Mitsubishi Canter van.",1
"2321","n) Coordinate and cooperate with the national counter-terrorism focal point or similar coordinating body in the country being visited, as appropriate;",1
"2322","In collaboration with the University of Seychelles and experts from the Centre, UNODC developed a curriculum for police, coast guard and other law enforcement officials involved in the investigation of piracy and maritime crime.",1
"2323","However, we are concerned that the violence may result in some of the population not making it to the polling stations in the south and elsewhere.",0
"2324","However, this should not prevent the full implementation of resolution 1559 (2004) and all other Security Council resolutions concerning Lebanon, as this remains the best way to ensure the country's long-term prosperity and stability as a democratic state.",1
"2325","In view of the urgency of the investigation, we sent telegram No. 2065 dated February 14, 2005, to the management of the regional police unit and to the commanders of the police units in which we asked them to conduct all necessary investigations in the jurisdiction of each unit with respect to the corpses that had been taken to the hospitals in each area, in order to allow their relatives to identify them, and to duly inform me, thus enabling me to obtain the approval of the corresponding authorities to return the bodies to their relatives.",1
"2326","The deployment of MINUSTAH police personnel is being adjusted to allocate as many resources as possible to the electoral process.",0
"2327","Under the leadership of my Special Representative, UNOMIG continued its efforts to promote stability in the zone of conflict and advance dialogue between the Georgian and Abkhaz sides on political and security issues, the return of refugees and internally displaced persons and economic cooperation, objectives that were supported by the high-level meeting of the Group of Friends held in Geneva under the chairmanship of the United Nations (see S/2003/412, para. 3).",1
"2328","We believe that, taken together, the above measures provide the basis for a strategic approach to reinforcing peacekeeping forces in Somalia. This approach would complement the measures already taken by the Security Council to contain the conflict.",1
"2329","The bill, which will be introduced in Parliament, provides that a minimum of 30% of parliamentary seats must be reserved for women; that one district in each local council-level constituency must be allocated to women candidates; and that political parties must allocate ""safe"" seats for women candidates.",1
"2330","The Program of Action contains concrete suggestions for improving national legislation and controls, international assistance and cooperation, and calls on States to address the special needs of children affected by armed conflict.",1
"2331","Welcoming the continuing efforts of the Government of Iraq towards a federal, democratic, pluralistic and unified Iraq where human rights are fully respected,",0
"2332","Bearing in mind all of the above, we continue to believe that there is no military solution possible; on the contrary, we are convinced that this path is counterproductive.",0
"2333","Safe, voluntary and dignified return and reintegration Calls upon all parties concerned to ensure that all peace processes and agreements and all planning for post-conflict recovery and reconstruction take into account the special needs of women and children and include specific measures for the protection of civilians, including .... (iii) the creation of conditions conducive to the voluntary, safe, dignified and sustainable return of refugees and internally displaced persons.",1
"2334","However, the parties cannot afford not to resolve this issue for much longer.",0
"2335","In this regard, the Security Council emphasizes that it is essential to end impunity in the context of the activities of societies in conflict and post-conflict situations in order to accept the reality of past serious crimes committed under international law, and to prevent future serious crimes committed under international law.",0
"2336","Group II: Group II, composed of four inspectors, left the Canal Hotel in Baghdad at 0830 hours and arrived at 1700 hours at the Public Company for Petrochemical Industries, under the Ministry of Industry and Mining, located in the Az-Zubayr area in the province of Basra.",0
"2337","In order to respond effectively to the asymmetric nature of the terrorist threat, it is essential to strengthen cooperation through the ongoing exchange of information between law enforcement, border security and intelligence agencies.",1
"2338","New estimates released in March 2013 by the Ministry of Public Health and Population show that during the period 2011-2013 new HIV infections among young people aged 15-24 had decreased by 21%.",0
"2339","(ii) The 1980 Convention on the Physical Protection of Nuclear Material;",0
"2340","To be held on Monday, August 4, 2003, at 12:10 p.m.",0
"2341","The import and export of diamonds is therefore only possible upon presentation of a Kimberly Process Certificate indicating the identity of the importer or exporter and the list of items shipped.",0
"2342","Report of the Secretary-General on the United Nations Stabilization Mission in Haiti (S/2012/128).",0
"2343","The Government of Lebanon informed me that it had taken significant steps in recent weeks to restrict this flow of arms and people and the free movement of arms and armed elements to and from the Palestinian refugee camps in Lebanon, particularly since late September 2005.",1
"2344","It is also considering becoming a party to the International Convention on Mutual Administrative Assistance in Customs Matters (Johannesburg Convention).",0
"2345","(iv) What is the period of validity of the licenses, and is a specific agency or department responsible for monitoring the validity and/or expiration of the licenses?",0
"2346","7. The situation in Liberia (January 22, 1991; December 12, 2012).",0
"2347","V. Humanitarian situation The number of people affected by the conflict has stabilized. As of 1 September, some 3.3 million people in Darfur were in need of humanitarian assistance, with the resident population constituting 45% of all those affected in the region. Among them, there are currently 1.8 million internally displaced persons.",1
"2348","B. Preservation of the crime scene",1
"2349","Source: Hansueli Krapf (via Wikimedia Commons) and Google Earth.",0
"2350","III. RETURN OF REFUGEES AND DISPLACED PERSONS",0
"2351","Vote counting and compilation of results (until September 6).",0
"2352","C. Eastern Europe Most Eastern European States have criminalized incitement to terrorism.",1
"2353","MINUSTAH integrated headquarters was fully established on June 27.",1
"2354","A printed copy of the Decree, as well as of the Extradition Law and the Passport Law, is attached.",0
"2355","Tragically, the Vice Warden and a guard were killed in the attack, while the Warden and a supervisor were injured.",0
"2356","The program requires ex-combatants to return openly, surrender their weapons, commit to respect the legitimacy of the government and the rule of law, and submit to a community oversight mechanism, along with other measures to be agreed upon depending on the circumstances of the case.",1
"2357","The capacity of most States to freeze funds and assets linked to terrorism is insufficient, although some States have made progress in this regard.",1
"2358","Although the executive board of the Provisional Electoral Council was re-established on August 9, 2005, the institution continued to present serious structural and operational deficiencies that have cast serious doubts on its ability to fully establish its secretariat or meet deadlines.",0
"2359","Council members expressed their deep concern over the appalling human rights violations and crimes against humanity described in the report.",0
"2360","As indicated above, there are various provisions of international humanitarian and human rights law that refer to the protection of civilians in situations of armed conflict.",1
"2361","During the reporting period, the UNMIS Police component focused on training the Southern Sudan Police Service on referendum security and assisting them in preparing their security plans for the referendum.",1
"2362","What the Security Council must do now is to assure the courts that the sanctions regime established under Security Council resolution 1267 (1999) (the 1267 sanctions regime) is equitable and, with increased support from Member States, to reaffirm its original intent to rid the world of the threat of terrorism from Al-Qaida, the Taliban and individuals and entities affiliated with them.",1
"2363","(b) A committee composed of all the members of the Security Council shall be established, in accordance with rule 28 of the provisional rules of procedure, to carry out the functions set forth in the annex to this resolution;",1
"2364","Any improvement in the regulatory procedure reduces the risks of an unfavorable decision that could complicate implementation.",1
"2365","There is overwhelming evidence that most of these killings were unprovoked and unnecessary to contain protesters.",0
"2366","On February 21, 2005, UNOCI authorized FACI to conduct two one-hour engine and systems ground tests on the last Wednesday of each month for its Mi-24P (TU-VHO), provided that it was unarmed and the test was conducted outside the hangar at Abidjan Air Base and in the presence of UNOCI observers.",0
"2367","Even when the State has entered valid reservations to certain provisions of the Covenant, the prohibition of unacknowledged detentions, hostage-taking or abductions is absolute.",1
"2368","In these locations, the Group was informed that there had been no recent recruitment, but that if conflict broke out again in C̫te d'Ivoire, this could change.",1
"2369","Conversations were reported between people intending to attend the demonstration and security forces, in some cases face-to-face.",1
"2370","Its competence was redefined in March 2006 by UNMIK Regulation 2006/50, which mandated the Kosovo Commission to adjudicate claims directly related to (or resulting from) the armed conflict that occurred between 27 February 1998 and 20 June 1999 in relation to private immovable property, including agricultural and commercial property.",1
"2371","10. The situation in Georgia (October 8, 1992; June 15, 2009).",0
"2372","Five of the 12 Security Council sanctions regimes incorporate listing criteria related to violations of international human rights law and international humanitarian law, and in particular to involvement in violations of the rights of children and women in conflict situations.",1
"2373","Encouraged by the desire to continue to assist Lebanon in the search for the truth and in bringing to justice the criminal responsibility of those involved in this terrorist act,",1
"2374","3. Decides also that all States shall take and enforce effective measures to establish domestic controls to prevent the proliferation of nuclear, chemical or biological weapons and their means of delivery, including by establishing appropriate controls over related materials, and to this end shall:",1
"2375","In relation to border and export controls, Malaysia's Strategic Trade Act 2010 came into force on January 1, 2011, and Finland passed a new export control law.",1
"2376","At least one person was reported killed and 20 others injured during clashes between riot police and protesters, who also disrupted mobile courts.",0
"2377","(g) The obligation to take precautions to minimize accidental loss and damage caused by attacks, such that each party must make every effort to ensure that targets are military objectives and choose means or methods of engagement to minimize loss of civilian life;",1
"2378","Al-Jawm al-Sabi', newspaper; Rami al-Maliji, journalist; December 10, 2011.",0
"2379","Recognizing the need for civilian and military leaders, in accordance with the principle of command responsibility, to demonstrate the commitment and political will to prevent sexual violence and to combat impunity by imposing accountability, and that inaction may send the message that sexual violence in conflict is tolerated.",1
"2380","During its recent visits to refugee camps, IDP centers and nearby villages, MINURCAT received fewer reports of human rights violations.",1
"2381","Using the range of $18 to $35 per barrel and production of 47,000 barrels per day estimated by Member States, ISIL's potential revenue from crude oil can be estimated at between $846,000 and $1,645,000 per day.",0
"2382","It is essential to avoid any action, activity or statement that could undermine or hinder peace efforts.",0
"2383","In Algeria, the organization Al-Qaida in the Islamic Maghreb (QE.T.14.01) remains an active and dangerous threat, not only for Algeria but also for the Sahel countries, in particular Mauritania and, more recently, Mali.",0
"2384","(n) To monitor the implementation of the measures imposed by paragraph 1 of resolution 1807 (2008), in cooperation with the Governments concerned and with the Panel of Experts established by resolution 1533 (2004) where appropriate, by inspecting, if deemed necessary and without prior notice, the cargo of aircraft and any transport vehicles using the ports, airports, airfields, military bases and border posts of North Kivu, South Kivu and Ituri;",1
"2385","On September 7, the joint Government of Chad-United Nations High-Level Working Group met for the third time to assess the situation on the ground regarding the protection of civilians and the implementation of measures taken by the Government to fulfill the tasks set out in paragraph 2 of Security Council resolution 1923 (2010).",1
"2386","States must ensure that their laws and guidelines are sufficiently flexible and robust to be able to cope with any new threat and maintain their preventive role.",1
"2387","As regards the F-FDTL, a decree law provides for the military structure, but the laws governing military discipline and career are the laws adopted by UNTAET.",1
"2388","The Committee also welcomes CTED's efforts to continue to cooperate closely with the experts of the Security Council Committees established pursuant to resolution 1540 (2004) and resolutions 1267 (1999) and 1989 (2011), including through the regular exchange of information and mission reports and the preparation of joint papers and statements by Committee Chairs to the Council.",1
"2389","S/RES/1564 (2004), para. 12.",0
"2390","Second, with donors and other relevant partner organizations, it will facilitate a regional workshop for police and prosecutors on cross-border cooperation in Bangladesh.",1
"2391","Issues related to crimes against humanity were assessed on the basis of the definitions established by customary international criminal law and the Rome Statute of the International Criminal Court.",1
