"en_es_TRANSFORMERS"	"MatConf"
"Desde el punto de vista de la aplicación de la ley, hay problemas complicados de jurisdicción, así como problemas técnicos relacionados con la investigación y el enjuiciamiento, cuando la actividad delictiva está dispersa en varios Estados."	0
"El Ministerio de Defensa valoró su pérdida del sistema de origen de los Estados Unidos como el costo histórico del sistema, ajustado por inflación y depreciación."	0
"La mayoría de las carreteras son pistas de arena o tierra que se vuelven intransitables durante este período, cortando grandes secciones del territorio durante largos períodos."	0
"Recuerda la prohibición del desplazamiento forzoso de civiles en situaciones de conflicto armado en circunstancias que violan las obligaciones de las partes en virtud del derecho internacional humanitario."	1
"Un cuarto elemento que reviste igual importancia en este contexto, que ha surgido en el contexto de la retirada de las tropas, los activos militares y el aparato de inteligencia sirios, es la necesidad de un acuerdo entre el Líbano y la República Árabe Siria sobre la frontera internacional entre ellos y su demarcación sobre el terreno."	0
"Confirmó que se había derribado un helicóptero ruso y que una Junta de Investigación de las Naciones Unidas, que había estado en el país la semana anterior, presentaría un informe a principios de noviembre."	1
"En cuanto a Crimea, el Subsecretario General informó al Consejo de que, además de las anteriores violaciones de los derechos humanos denunciadas, había aumentado el número de casos de desapariciones forzadas, y expresó su preocupación por el secuestro de cuatro tártaros de Crimea durante el mes anterior en Crimea, uno de los cuales había sido encontrado muerto."	1
"Aunque las F-FDTL han declarado que en 2006 tenían 1.200 armas M16, los registros revelan que 45 armas M16 han desaparecido. Además, tres fusiles FN-FNC semiautomáticos, tres fusiles SKS semiautomáticos y dos armas Uzi anteriormente estaban bajo la custodia y el control de las F-FDTL."	0
"4. Facultades de los miembros del Gobierno."	0
"Sin embargo, parlamentarios del SLPP y el PMDC boicotearon la apertura estatal del Parlamento, protestando, entre otras cosas, contra la prohibición de las procesiones y manifestaciones políticas impuestas por la policía tras la violencia política del 9 de septiembre en Bo."	1
"Si el Afganistán se vuelve menos atractivo en cuanto a objetivos para los grupos militantes, puede que reoriente sus esfuerzos por sí mismo u otros países."	1
"El costo se define como el valor nominal más o menos cualquier prima o descuento sin amortizar."	0
"Bin Laden debe proporcionar un equilibrio a las acciones de Zarqawi y demostrar su continuo alcance mundial mediante ataques espectaculares en otros lugares, lo que le permitirá recuperar el camino estratégico que estableció antes de la pérdida de su base afgana en 2001."	1
"Adolfo Aguilar Zinser (México) ocupó la Presidencia del Comité durante el período comprendido entre el 28 de enero y el 31 de diciembre de 2002."	0
"Al mismo tiempo, al 31 de octubre de 2009, se adeudan 2,3 millones de dólares a los países que aportan contingentes a la FNUOS."	0
"El cumplimiento de esas normas exige que se transfieran más competencias y responsabilidades a las autoridades locales y que se acelere la privatización."	0
"Que se celebrará el miércoles 10 de enero de 2001, a las 10.00 horas"	0
"Lista no vinculante y no exhaustiva de los activos objeto de control"	0
"66. La misión preguntó a los dirigentes militares del Gobierno si se había llevado a alguien ante la justicia por excesos."	0
"44. Qiu Xiaoyu, editor de la radio internacional china."	0
"También informó de que el mecanismo de verificación había cancelado varias misiones debido a la resistencia presentada por las fuerzas de Sudán del Sur."	1
"Según las circunstancias, esas personas pueden ser responsables, con arreglo a la doctrina de la empresa delictiva conjunta, de los crímenes de guerra cometidos durante los ataques, a saber, el asesinato de civiles, la destrucción de bienes de carácter civil, la detención ilegal de civiles y el saqueo."	1
"No quedó claro a los testigos que les dispararon: las fuerzas paralelas, la policía o la gendarmería."	1
"El Grupo investigó esta alegación y descubrió que la persona en cuestión era Samuel Wlue, ex Ministro de Comercio e Industria del Gobierno Nacional de Transición de Liberia."	0
"La situación interétnica en Kosovo sigue siendo relativamente tranquila, pero inestable."	1
"Si bien una mayor cooperación internacional en la aplicación de la ley, la inteligencia y los frentes diplomáticos, así como la mejora de los sistemas de control fronterizo en los Estados Miembros, han hecho que los viajes terroristas sean más difíciles, la clave para la aplicación con éxito del régimen de sanciones es la cantidad de detalles precisos en la Lista consolidada."	0
"Cuando las fuerzas internacionales comenzaron a detener a las personas, el personal básico del sector judicial celebró audiencias previas al juicio y la detención."	1
"El Consejo exhorta a los combatientes restantes del Ejército de Resistencia del Señor a que abandonen las filas del grupo y participen en el proceso de desarme, desmovilización, repatriación, reasentamiento y reintegración."	0
"También hay una gran cantidad de material creíble que sugiere que se cometieron actos criminales como parte de ataques generalizados o sistemáticos dirigidos contra la población civil, con conocimiento de los ataques."	1
"9. Expresaron su sincero agradecimiento a la República Islámica del Irán por los excelentes arreglos y la generosa hospitalidad que garantizaban el éxito de su primera conferencia."	0
"▪ Utilizar el hambre de los civiles como método de guerra privándolos de objetos indispensables para su supervivencia, incluso impidiendo deliberadamente los suministros de socorro previstos en el derecho internacional humanitario aplicable."	1
"Si bien puede resultar poco práctico autorizar a todos los contingentes a realizar operaciones ofensivas selectivas para neutralizar a los grupos armados, se necesitan medidas urgentes para asegurar una contribución más activa de las brigadas marco a las actividades en el contexto de la neutralización de los grupos armados y la protección de los civiles."	1
"Un oficial murió y un oficial resultó gravemente herido."	1
"Las fuerzas de seguridad sirias han cometido varias violaciones de las normas internacionales de derechos humanos y del derecho internacional humanitario, algunas de las cuales pueden constituir crímenes de guerra y crímenes de lesa humanidad."	1
"Los hombres que estaban en confinamiento en Kailek fueron llamados y fusilados delante de todos o, alternativamente, llevados y fusilados."	1
"El primer período extraordinario de sesiones temático del Consejo de Derechos Humanos sobre la crisis alimentaria mundial puso de relieve su interacción con las violaciones de los derechos humanos."	0
"Carta de fecha 20 de enero de 2006 dirigida al Secretario General por el Representante Permanente de Timor-Leste ante las Naciones Unidas"	0
"Instar a los países que aportan contingentes y fuerzas de policía a que adopten las medidas apropiadas para prevenir la explotación y el abuso sexuales por su personal, incluida la capacitación previa al despliegue y la sensibilización en el teatro de operaciones para promover y asegurar el cumplimiento del Boletín del Secretario General sobre medidas especiales de protección contra la explotación y el abuso sexuales (ST/SGB/2003/13)."	0
"Los puestos de mercado fueron totalmente destruidos y el ganado saqueado."	1
"Los hombres de esos vehículos y los soldados de la calle dispararon contra los vehículos de la policía e hirieron a un oficial de la PNTL en las piernas."	1
"En ese sentido, deseamos ir más allá y decir que creemos que la única manera de mejorar la seguridad y la estabilidad en Somalia es empoderar a las fuerzas de seguridad somalíes para que sometan a los insurgentes más virulentos y permitan al Gobierno ampliar sus esferas de autoridad en la medida de lo posible si fracasan las negociaciones de paz."	0
"A pesar de esta decisión, la destrucción continúa."	1
"Sin embargo, el terrorismo seguirá contando con sus partidarios, especialmente cuando se haya visto que fracasan las protestas políticas más manifiestas, y aunque Al-Qaida nunca disfrutará de un llamamiento amplio, los ataques continuarán."	1
"b) No imponer medidas eficaces para prevenir la violación de mujeres y niñas etíopes;"	1
"Sin embargo, algunos dirigentes de Mogadishu acusaron al Presidente de ir a territorio etíope para adquirir armas y tropas para sus futuras actividades en Somalia."	0
"Esas personas pueden ser responsables, con arreglo a la doctrina de la empresa delictiva conjunta, de los crímenes de guerra cometidos durante los ataques, a saber, el asesinato de civiles, la destrucción de bienes de carácter civil y el saqueo."	1
"Después de haber llevado a cabo todos los análisis y discusiones de los hechos que hemos recopilado, llegamos a la conclusión de que lo más probable es que fuera una explosión sobre el terreno."	1
"Confío plenamente en los esfuerzos de mi Asesor Especial, Alexander Downer, y de su equipo para apoyar ese resultado."	0
"134. Hamoud Muhareb Ali Al-Shamry"	0
"2. Costos de terminación del proyecto 409 - 411 41"	0
"Otros soldados de las F-FDTL fueron enviados al antiguo edificio de las FPK y se les dijo que estuvieran listos."	1
"En septiembre de 2005, tras una intensa presión pública e internacional, tres oficiales del Ejército de Nepal fueron juzgados y condenados a seis meses de prisión por no haber seguido los procedimientos adecuados al deshacerse del cuerpo de Maina Sunuwar."	1
"En una declaración de la Presidencia (S/PRST/2004/15) aprobada el 14 de mayo, el Consejo expresó su profunda preocupación por los informes de una incursión en la República Democrática del Congo por elementos del ejército de Rwanda y por los informes de un aumento de la actividad militar de las Fuerzas Democráticas de Liberación de Rwanda en la parte oriental de la República Democrática del Congo y por las incursiones de esas fuerzas en el territorio de Rwanda."	1
"89. Aunque los Estados de la subregión cuentan con la legislación y las instituciones necesarias para luchar contra el contrabando de personas, armas y explosivos, falta la aplicación práctica de medidas para vigilar e impedir los movimientos transfronterizos ilegales."	1
"Hajji Sharafuddin del distrito de Band-e Temur en Kandahar*"	0
"- El 6 de noviembre de 2014, las fuerzas del régimen lanzaron misiles contra la escuela Darat Izza de Alepo, hiriendo a 7 personas y destruyendo 3 aulas y todo el segundo piso."	1
"57. Después de sólo tres años desde su creación, la fuerza DIS se encuentra en una etapa formativa y ha logrado demostrar que puede influir en la seguridad de las poblaciones vulnerables del este."	1
"- El 25 de noviembre de 2014, aviones de combate del régimen lanzaron 2 misiles contra la zona industrial de la ciudad de Raqqa, causando la muerte de 44 personas e hiriendo a otras 57; se destruyeron 15 tiendas y 17 viviendas."	1
"A continuación se produjo una pelea, que llevó a la policía a ser llamada a la escena y se roció gas lacrimógeno."	1
"Una vez más tenemos que afirmar que la violencia que ha estallado en el distrito de Gali es consecuencia lógica de la situación cada vez más grave de violaciones manifiestas de los derechos de la población pacífica por parte del régimen abjasio, instigando el contrabando de armas y drogas."	1
"La Red Haqqani (TE.H.12.12) sigue estando directamente involucrada en ataques terroristas en Afganistán."	1
":: En el cumplimiento de su mandato, el Comité cuenta con la asistencia de la Dirección Ejecutiva del Comité contra el Terrorismo, bajo la orientación normativa del Plenario."	0
"En particular, la Comisión considera que en muchos casos las fuerzas gubernamentales y las milicias bajo su control atacaron a civiles y destruyeron e incendiaron aldeas de Darfur en contravención de los principios y normas pertinentes del derecho internacional humanitario."	1
"Desde el decenio de 1990, sus agentes han secuestrado a varias personas del territorio chino, incluidos nacionales de China, la República de Corea y, al menos en un caso, a un ex nacional japonés."	1
"b) Si comete un acto de ese tipo durante el estado de excepción nacional o el estado de guerra."	1
"Además, en el examen se proporcionaron datos útiles sobre los efectos del régimen de sanciones, que indicaban qué personas y entidades eran las más afectadas -- y las menos afectadas -- por él, ya fuera porque estaban geográficamente fuera del control del Estado o porque otros factores socavaban la aplicación."	1
"Los Estados Unidos deben abandonar el desprecio y la negligencia deliberados que han sido su práctica durante casi siete años y que han llevado al deterioro de la situación en la región."	0
"Pide al Secretario General que proporcione a los Estados Miembros directrices y materiales de capacitación sobre la protección, los derechos y las necesidades particulares de la mujer, así como sobre la importancia de que las mujeres participen en todas las medidas de mantenimiento y consolidación de la paz, invita a los Estados Miembros a que incorporen esos elementos, así como la sensibilización sobre el VIH/SIDA, en sus programas nacionales de capacitación para el personal militar y de policía civil en preparación para el despliegue, y pide además al Secretario General que vele por que el personal civil de las operaciones de mantenimiento de la paz reciba capacitación similar."	0
"Teóricamente, toda importación de armas ligeras debe contar con una exención de la CEDEAO en Abuja."	1
"En respuesta, el Departamento de Justicia de la UNMIK estableció un grupo de trabajo conjunto con el componente de creación de instituciones para estudiar el informe y elaborar formas de aplicar sus recomendaciones."	0
"El Coronel Lere envió corredores para comunicar la orden a los soldados que no estaban a la escucha."	1
"60. Sin embargo, las violaciones de los derechos del niño, incluida la violencia sexual, siguen siendo motivo de grave preocupación en todo el país."	1
"El Subsecretario General informó al Consejo de que los grupos armados seguían aterrorizando a la población en las zonas bajo su control, cometiendo asesinatos, secuestros, torturas, malos tratos y otros abusos graves de los derechos humanos, incluida la destrucción de viviendas y la incautación de bienes, y de que se habían seguido denunciando violaciones de los derechos humanos cometidas por algunos batallones voluntarios bajo el control del Gobierno."	1
"También se prohibió la participación activa de veteranos de guerra en futuras ceremonias y se está reescribiendo el libro de reglas para futuras ceremonias."	1
"5. Mientras los maoístas se preparaban para trasladar sus fuerzas al acantonamiento, participaron en una campaña de reclutamiento que alcanzó su punto máximo en noviembre de 2006."	1
"v) Preparación de todos los archivos e inventarios impresos para su transferencia al mecanismo o mecanismos residuales:"	0
"Instamos a Israel a que ponga fin a sus incursiones militares en Gaza."	0
"Definición de la trayectoria y el perfil del cinturón verde y selección de proyectos piloto"	0
"Dieciocho personas detenidas en Bouaké en relación con los hechos fueron trasladadas a la prisión civil de Korhogo; en otro incidente, el 17 de enero, 11 personas, entre ellas dos nacionales franceses, presuntamente asociados con el Sr. Coulibaly, fueron detenidas en Abidján por planear un golpe de estado; el 30 de enero, el fiscal del tribunal militar de Abidján dictó una orden internacional de detención contra el Sr. Coulibaly, acusado de conspiración contra el Estado."	1
"QUE SE HALLAN SOMETIDOS AL CONSEJO DE SEGURIDAD"	0
"Afirma su intención, al establecer y renovar regímenes de sanciones específicos para cada Estado, de tener en cuenta la conveniencia de adoptar medidas selectivas y graduales contra las partes en situaciones de conflicto armado que cometan violaciones y otras formas de violencia sexual contra las mujeres y las niñas en situaciones de conflicto armado."	1
"En total, el equipo recopiló información sobre ataques contra 51 ciudades o aldeas y 11 casos de violaciones mediante entrevistas con 116 testigos oculares y 12 testigos circunstanciales."	1
"Entre las zonas de reciente acceso se encuentran Jebel Marra oriental, Thur y Umm Dukhum. La campaña de vacunación contra la poliomielitis del 26 al 28 de marzo también llegó a muchas zonas que anteriormente habían sido inaccesibles."	0
"Durante el conflicto, más de 2 millones de personas han muerto y 4,5 millones han sido desplazadas por la fuerza de sus hogares."	1
"275. El caso de Kailek no está aislado."	0
"También hay denuncias generalizadas y confirmadas de que algunos miembros de los Janjaweed han sido incorporados a la policía."	1
"Como el Equipo ha señalado anteriormente, las entradas inadecuadas no tienen ningún propósito útil: las sanciones no se pueden aplicar adecuadamente contra ellos, los ciudadanos con nombres similares que no lo desean sufren consecuencias reales, el sector privado y los funcionarios en las fronteras y en otros lugares pierden tiempo y esfuerzo valiosos tratando de identificar coincidencias que nunca pueden confirmarse, y el régimen de sanciones en su conjunto pierde apoyo."	1
"El Consejo de Seguridad, además, condena el terrorismo en todas sus formas y manifestaciones, sin embargo, y por quienquiera que lo cometa."	0
"Como se esperaba, la llegada del verano ha dado lugar a un aumento del nivel de actividad de las fuerzas militantes opuestas."	1
"Transmisión del caso 6 al Comité"	0
"El despliegue de la policía de la MINUSTAH se está ajustando para maximizar los recursos destinados al proceso electoral."	1
"▪ Salah Suliman Ayyash, un conductor de 33 años de edad de la organización médica Al Ihya en Damasco Rural, fue asesinado por las fuerzas del régimen mientras intentaba entrar en Zibdeen el 27 de noviembre de 2014."	1
"H. Prevención de la explotación y los abusos sexuales cometidos por personal de las Naciones Unidas, personal conexo y asociados de las Naciones Unidas y respuesta a ellos;"	0
"Los vehículos fueron entregados a Rai Los junto con 31 uniformes de la PNTL de la URP el 23 de mayo. El 24 de mayo, Rai Los y sus hombres, vestidos con esos uniformes de la URP, participaron en el ataque contra los soldados de las F-FDTL que patrullaban."	1
"El Coronel Reis dirigió a los oficiales de la PNTL a pie desde su cuartel general hacia la intersección del Ministerio de Justicia, que llevaba la bandera de las Naciones Unidas."	1
"El primer lote de 2.000 milicianos se registró en Guiglo en junio de 2006 y 981 de ellos fueron posteriormente desarmados y recibieron una prestación en concepto de red de seguridad en efectivo."	0
"Que se celebrará el jueves 23 de febrero de 2006, a las 10.15 horas"	0
"Además, se sospecha que uno de ellos participó en la detención ilegal de civiles y dos son sospechosos de asesinato de civiles, que son crímenes de lesa humanidad."	1
"a) Programas de examen estándar 180 50"	0
"Una reducción drástica del número de contingentes militares podría reducir la capacidad de prevención de la Misión y, en una crisis que su país espera que no se produzca, se vería obligado a reaccionar en el marco de conceptos operacionales que aún no están claros, con todos los riesgos que ello entraña."	1
"Respuestas recibidas de conformidad con el párrafo 20 de la resolución 1596 (2005)"	0
"Cartas de crédito que expiran en 2005"	0
"27. Decide seguir ocupándose de la cuestión."	0
"Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,"	0
"El Equipo de Vigilancia recomienda que el Comité elabore normas mínimas de identificación de entradas y facilite sus procedimientos para retirar entradas cuando haya pruebas suficientes para considerarlas muertas o muertas."	0
"78. La mayoría de los Estados de la subregión han sido objeto de ataques terroristas, ya se lleven a cabo en su territorio o contra sus nacionales en otras partes del mundo."	1
"Se transfirieron a las fiscalías de Bosnia y Herzegovina, Croacia y Serbia 17 expedientes con material de investigación sobre 43 sospechosos."	0
"347. Las conclusiones de la Comisión confirmaron que se siguen perpetrando violaciones y actos de violencia sexual contra mujeres y niñas durante la huida y en las zonas de desplazamiento."	1
"81. Saleh Mathal Jasser Al-Mutairi"	0
"(Resolución 444/20 de la Cumbre, aprobada el 30 de marzo de 2008)"	0
"La información que tenemos indica que el enviado especial ya está estudiando nuevos arreglos que acojan y aplaquen el incumplimiento por Etiopía de las disposiciones del Acuerdo de Argel y su rechazo de la decisión de la Comisión de Fronteras."	0
"Según algunas estimaciones, más de 700 aldeas de los tres estados de Darfur han sido destruidas total o parcialmente, y la Comisión recibió también información de que la policía había evaluado la destrucción y registrado el número de aldeas destruidas en más de 2.000."	1
"Se observó una mayor tensión entre la población local en respuesta a la recaudación ilegal de impuestos y la extorsión por parte de funcionarios abjasios de facto."	1
"Aunque los combates habían cesado, las tensiones seguían siendo elevadas y no podía descartarse que se produjeran nuevos enfrentamientos."	1
"24. Encomienda a la Dirección Ejecutiva del Comité contra el Terrorismo que aumente la cooperación con los comités que tienen mandatos establecidos en virtud de las resoluciones 1267 (1999) y 1989 (2011), 1988 (2011), 1373 (2001) y 1540 (2004) y sus respectivos grupos de expertos;"	0
"Un miembro de las fuerzas paralelas, vestido con una camiseta blanca y acompañado por tres agentes de policía, habría disparado contra los manifestantes que huían."	1
"A pesar de la decisión adoptada en 2006 por el Diálogo Nacional y confirmada en reuniones posteriores del Diálogo Nacional, no se avanzó en el desmantelamiento de las bases militares del FPLP-GC y Fatah al-Intifada, con sede en Damasco, en el país."	0
"La Junta Directiva Superior recomendó que se introdujeran cambios jurídicos apropiados que permitieran eliminar el estancamiento jurídico y avanzar en el Ministerio."	0
"Este es un aspecto importante porque ha aumentado considerablemente el nivel de frustración y odio de la población a la que va dirigido, incluidos los partidarios o presuntos partidarios de los partidos de oposición y los grupos comunitarios, con respecto a la policía y las fuerzas de seguridad."	0
"552. De la exposición de las violaciones expuesta en la primera parte del presente informe se desprende que las fuerzas del Gobierno o las milicias bajo su control cometieron violaciones graves de los derechos humanos y del derecho humanitario en gran escala."	1
"Al final del período sobre el que se informa, la dotación de policía de la UNMIK se aproximaba a 4.400 oficiales de 53 países, lo que representa más del 90% de la dotación total autorizada para la Misión."	1
"5. La situación en Timor-Leste (15 de diciembre de 1975; 19 de diciembre de 2012)."	0
"Indohaadde tiene un \"representante especial\" que maneja las operaciones de las granjas de drogas en su nombre y utiliza a su milicia para proteger sus granjas de drogas."	1
"La mayoría de los secuestrados fueron ejecutados."	1
"Dos sospechosos en el ataque están detenidos en la prisión construida en el marco del Programa contra la Delincuencia Marítima de la UNODC."	1
"Artículo de Reuters de fecha 5 de febrero de 1999"	0
":: Establecido en virtud de una resolución de la Asamblea General y sometido a la autoridad de la Asamblea."	0
"Las organizaciones sin fines de lucro administran grandes presupuestos y trasladan sumas de dinero a través de las jurisdicciones legalmente y con gran facilidad; por lo tanto, pueden proporcionar una plataforma mundial relativamente segura desde la que trasladar fondos con un riesgo mínimo de detección.El gran número de beneficiarios de las grandes organizaciones sin fines de lucro también permite la desviación de fondos con poco riesgo, especialmente cuando las organizaciones sin fines de lucro gozan de un estatus semiautónoma que lleva sus actividades fuera del ámbito de los reguladores y las autoridades policiales."	1
"Como es sabido, la decisión se adoptó en 1996 en el contexto del fuerte enfrentamiento entre las partes en el conflicto entre Georgia y Abjasia que había continuado después de la sangrienta guerra de 1992-1993."	1
"Todos los comités admitieron haber recibido denuncias de violaciones ocurridas durante los ataques contra aldeas y ninguna de ellas fue registrada ni investigada."	1
"Se hicieron listas de nombres y los correspondientes números de serie de armas, pero los destinatarios no firmaron para armas."	1
"\"El Consejo de Seguridad condena en los términos más enérgicos el atentado terrorista suicida perpetrado en Issers (Argelia) el 19 de agosto de 2008, que causó numerosos muertos y heridos en una academia de entrenamiento de la gendarmería, y expresa su profundo pésame y sus condolencias a las víctimas de este atroz acto de terrorismo y a sus familias, así como al pueblo y al Gobierno de Argelia."	1
"En marzo de 2004, en la aldea de Dobo en Darfur septentrional: \"Empezaron a quemar todo y a robar nuestras pertenencias."	1
"III. Ejecución del mandato de la Oficina"	0
"La falta de esas directrices, incluida la determinación de los criterios para la selección de los casos para su investigación y enjuiciamiento, dejó a los comités sin orientación sobre los métodos adecuados para investigar los delitos que constituían violaciones graves de los derechos humanos."	1
"El presente informe del Comité del Consejo de Seguridad establecido en virtud de la resolución 1718 (2006) abarca el período comprendido entre el 1 de enero y el 31 de diciembre de 2014."	0
"El artículo 19 del Pacto Internacional de Derechos Civiles y Políticos especifica que las restricciones \"sólo serán las previstas por la ley y necesarias: a) para el respeto de los derechos o la reputación de los demás; [o] b) para la protección de la seguridad nacional o del orden público, o de la salud o la moral públicas\"."	0
"El enjuiciamiento con éxito de los presuntos piratas y el encarcelamiento de los condenados enviaron un firme mensaje a los autores y a sus patrocinadores de que no se permitiría la impunidad."	1
"Wellcome Trust Grupo de Bioética de Doble Uso en la Universidad de Bradford, Reino Unido, con la Academia Nacional de Ciencias de los Estados Unidos del 2 al 4 de septiembre"	0
"Sobre esta base, el 50% de la suma de 1.500 CNY corresponde a sueldos y salarios correspondientes al período comprendido entre el 2 de agosto y el 16 de septiembre de 1990 (es decir, 750 CNY), y el 50% restante al período comprendido entre el 17 de septiembre y el 31 de octubre de 1990 (es decir, 750 CNY)."	0
"Esos bienes consisten en gran parte en material de fortificación de campaña, como gaviones y alambre de concertina."	0
"Expiraría el 31 de diciembre de 1990."	0
"11. En primer lugar, las armas disponibles en la BAM, durante la primera parte del período del mandato, se vieron afectadas por las actividades de vigilancia de las fuerzas de tareas navales extranjeras que operaban en el Golfo de Adén."	1
"Otros soldados empezaron a golpear a las otras cuatro mujeres, entre ellas la testigo."	1
"248. Muchos de los ataques terrestres y aéreos contra aldeas causaron la muerte indiscriminada de civiles."	1
"1) El orden de uso de la palabra para las sesiones del Consejo de Seguridad como práctica general se establece mediante sorteo."	0
":: 19 de septiembre de 2005, una persona resultó muerta y dos heridas en una pequeña explosión en la oficina de información de Kuwait en Beirut."	1
"La cooperación en la subregión está mejorando constantemente, pero debe fortalecerse aún más, especialmente en las zonas fronterizas, a fin de reforzar los controles contra la posible incursión terrorista y la proliferación de la delincuencia transnacional."	0
"173. El Grupo observó con satisfacción que varios países habían suspendido o bloqueado la exportación de bienes y servicios militares a Côte d'Ivoire."	1
"La relación entre estas dos partes se había deteriorado a mediados de 1975, y el 11 de agosto de 1975 la UDT lanzó un ataque armado preventivo contra la FRETILIN, que se lanzó el 20 de agosto de 1975, fecha que se conmemora ahora como el día de la fundación de las Fuerzas Armadas para la Liberación Nacional de Timor Oriental (FALINTIL)."	1
"Se utilizan ampliamente en los conflictos interestatales y son las armas preferidas en las guerras civiles y para el terrorismo, la delincuencia organizada y la guerra de pandillas."	1
"Aunque también ha habido ataques de fuerzas rebeldes, la Comisión no ha encontrado pruebas de que estén generalizados o de que hayan sido dirigidos sistemáticamente contra la población civil."	1
"En segundo lugar, la información limitada crea frustración y desafección entre las personas encargadas de verificar la Lista, de las que depende la mayor parte de la aplicación efectiva, lo que aumenta el riesgo de que no se descubran los nombres enumerados y de que las medidas puedan aplicarse a objetivos no deseados."	1
"Expedido en la ciudad de Coronado a las 14.00 horas del 6 de julio de 2005."	0
"Calificados para el funcionamiento continuo a temperaturas inferiores a -45oC y superiores a +55oC; o"	0
"En esa premisa, el mayor número de víctimas procedía de Abobo: el 63% de las muertes, el 35% de los heridos o torturados y el 40% de los desaparecidos; el segundo mayor número de víctimas procedía de Anyama, con el 10% de las muertes; Koumassi representaba el 13% de los heridos o torturados y el 35% de los desaparecidos procedían de Anyama."	1
"Hace un llamamiento a los Estados Miembros para que contribuyan al Fondo Fiduciario Especial establecido para apoyar la labor del Grupo."	0
"Los efectos negativos de la situación en Libia seguirán aumentando, lo que representa una amenaza sostenida para la paz y la estabilidad en la región, y China expresa su grave preocupación a este respecto."	0
"Aunque la situación de cada refugiado y de cada persona internamente desplazada es única, los desplazamientos y la apatridia exacerban las desigualdades existentes entre los géneros, lo que amplifica la discriminación y las dificultades a que se enfrentan las mujeres y las niñas."	1
"Más allá del alcance inmediato de las sanciones, las delegaciones están particularmente interesadas en compartir su experiencia de hacer volver a la sociedad a los terroristas."	0
"Si bien el número de presos y campamentos de presos políticos ha disminuido debido a muertes y algunas liberaciones, se estima que actualmente hay entre 80.000 y 120.000 presos políticos detenidos en cuatro grandes campamentos de presos políticos."	1
"Durante esas detenciones, las víctimas fueron a menudo objeto de malos tratos, sus pertenencias robadas, sus casas destruidas y, en algunos casos, fueron ejecutadas sumariamente."	1
"Se siguieron denunciando violaciones de los derechos humanos, muchas de ellas relacionadas con elementos no entrenados integrados en las FARDC por el Congreso Nacional para la Defensa del Pueblo (CNDP) y grupos armados."	1
"Posteriormente, los fiscales neerlandeses trataron de prohibir y disolver la organización y liberar al Estado cualquier saldo crediticio de la cuenta bancaria de la organización, pero el tribunal dictaminó que el Gobierno no había demostrado que la sucursal neerlandesa de Al-Haramain, separada de la organización internacional, hubiera apoyado el terrorismo. Los fiscales neerlandeses dijeron que tenían previsto apelar la decisión del tribunal, así como solicitar más información sobre Al-Haramain y Al-Aqil de los Estados Unidos."	0
"indicar el nombre de la autoridad que lleva a cabo la investigación o el procedimiento al que se refiere la solicitud;"	0
"En el pasado, era común que las autoridades enviaran a familias enteras a campos de prisioneros políticos por delitos políticos cometidos por parientes cercanos (incluidos los antepasados, a la tercera generación) sobre la base del principio de culpabilidad por asociación."	1
"559. Dependiendo de las circunstancias de cada caso, el elemento subjetivo requerido por el derecho internacional es el conocimiento (es decir, la conciencia de que se están cometiendo o están a punto de cometer crímenes) y la intención (el deseo o la voluntad de no tomar medidas) o al menos la imprudencia (la conciencia de que si no se evita la acción de los subordinados se corre el riesgo de acarrear ciertas consecuencias perjudiciales y, sin embargo, se ignora ese riesgo)."	0
"En mayo de este año, durante el debate del Consejo (véase S/PV.6314) del informe del Secretario General (S/2010/169) sobre la Misión de Administración Provisional de las Naciones Unidas en Kosovo (UNMIK), señalamos a la atención de la comunidad internacional el hecho de que la situación en la provincia distaba mucho de ser estable y que era motivo de especial preocupación."	0
"Que se celebrará el lunes 10 de septiembre de 2007, a las 17.40 horas"	0
"5. La situación en Timor-Leste (15 de diciembre de 1975; 22 de noviembre de 2011)."	0
"Y la sabiduría para distinguir uno del otro."	0
"Los expertos forenses de la Comisión han podido verificar que algunos de los militares fueron enterrados en las trincheras que existían alrededor del campamento militar, y que todos los civiles fueron enterrados en múltiples tumbas en el cementerio de la ciudad."	1
"114. La violencia ocurrida en Rai Kotu en la tarde del 28 de abril causó la muerte de un civil, como se describe en los párrafos 50 y 51 supra."	1
"La ejecución de este proyecto consistirá en lo siguiente:"	0
"Sin embargo, la información sobre el nivel de aplicación del Reglamento es escasa."	0
"Además, la restricción eritrea afecta drásticamente a la seguridad del personal de mantenimiento de la paz de las Naciones Unidas y sus operaciones, en la medida en que la continuación de la ocupación de pequeños puestos en lugares aislados -- que constituyen 18 de 40 lugares -- se ha vuelto insostenible y ya no es viable desde el punto de vista operacional."	1
"Cada pago de rescate fomenta nuevos secuestros, creando un círculo vicioso de estímulo y financiación para AlQaida y sus afiliados."	1
"Puesto que algunas tribus no tenían tierras tradicionales asignadas a ellas, y con el conflicto por los recursos naturales creciendo, hubo un intento sistemático de desalojar tribus consideradas como \"no salvación\" de sus tierras."	1
