"ar_en_TRANSFORMERS"	"MatConf"
"On 16 November 2014, the Islamic State executed 17 people in Al Raqqa class market after being accused of spying and working with regime forces."	1
":: Improving the quality of health care,"	0
"The Panel commenced its review of the seventeenth instalment on 25 September 2002."	0
"Article 75 of the Statute provides that the Court may make a direct order against a convicted person specifying appropriate forms of reparation for or in respect of victims, including restitution, compensation and rehabilitation."	1
"Every term that is used in a manner likely to reach a large number of persons is a public expression."	0
"Banks cannot open an account for an agent who insists on not disclosing his identity or gives a false name, nor can banks deal with that customer."	0
"One was hovering in the village, while another was bombarding it."	1
"In this climate of insecurity, political parties &apos; freedom of opinion is threatened and even restricted."	0
"The use of home-made explosives demonstrates the resilience of Al-Qaida-related terrorists in countries that effectively implement the arms embargo."	1
"They attacked and set fire to the local national security office and the intelligence service and then proceeded to shoot at the office of the Sudan Telecommunications Authority."	1
"The remaining 601 points are calculated with one second accuracy of the arc (30 metres)."	0
"Citizens are rewarded for whistle-blowering other citizens suspected of committing such \"crimes.\""	1
"We call upon all armed groups that are signatories to the Ouagadougou Agreement to distance themselves from terrorist groups."	0
"The regional housing project was launched in early 2013."	0
"We seek to draw the attention of the international community to the appalling fact that, by withdrawing from the above-mentioned resolution, the Russian Federation considers itself no longer bound by the obligation to prevent the sale and supply to the Abkhaz side of all types of weapons, defence equipment, spare parts, ammunition, armoured vehicles and equipment (para. 3); as well as to prevent the use or association of its citizens in any armed group in the conflict zone (para. 5a)."	1
"\"The Security Council notes that this year marks the fifteenth anniversary of the Security Council's successive consideration of the issue of the protection of civilians in armed conflict as a matter of substance, and recognizes the urgent need for the Security Council and Member States to continue to strengthen the protection of civilians in armed conflict."	0
"One important element is that attacks in a number of villages attacked and burned by militias avoided the annihilation of the entire population who did not escape and instead selectively killed groups of young people."	1
"What we seek is the situation that all parties can accept."	0
"Additional paragraphs (paras. 2, 6 and 7)"	0
"The Special Representative called on the Council to provide continued support to UNOGBIS in its efforts to curb threats to security in the region, such as the Lord &apos; s Resistance Army, piracy in the Gulf of Guinea, trafficking in small arms and the effects of the return of many economic migrants from crisis areas (e.g. Libya) that could create instability."	1
"The Panel is following up on this matter with the Ambassador of Liberia to the United Nations."	0
"While the Security Council has emphasized that financial sanctions also apply to the provision of Internet hosting and related services, terrorists and terrorist groups can use Internet services widely."	1
"In paragraph 3 (d) of resolution 1587 (2005), the Security Council requested the Monitoring Group to continue to improve and update information on the draft list of individuals and entities violating the measures implemented by Member States in accordance with resolution 733 (1992), inside and outside Somalia, and their active supporters, which the Council may need to take possible measures in the future, and to present such information to the Committee established pursuant to resolution 751 (1992), at the time and in how the Committee deems appropriate."	0
"On 29 November 2014, two barrel bombs were dropped by regime helicopters at the Bakfar prison clinic in Idlib, parts of which were destroyed."	1
"Recognizing that strengthening national human rights institutions, respect for human rights, due process, combating criminality and sexual and gender-based violence and ending impunity are essential to ensuring the rule of law and security in [the country concerned],"	0
"(a) The violence at the Government Palace around midday on 28 April, which resulted in two deaths, at least four gunshot wounds and two other serious injuries;"	1
"Similarly, 26 States reported full measures to regulate and control the import and export of arms and explosives, while the information was insufficient for the remaining four."	0
"The presence and alleged activities of extremist elements are also a cause for concern."	1
"States should establish the necessary legal measures such as confiscation of funds wherever there is suspicion of money laundering or financing of terrorism."	1
"Furthermore, the disappearance of Mr. Abu Adas on 16 January 2005 was not interpreted in line with the concept of his intention to carry out a suicide bombing after a month."	1
"France, Luxembourg, Morocco, Pakistan, Rwanda and Togo: draft resolution"	0
"Red Cross vehicles and elements were reportedly seen on the scene sometimes assisting the injured."	0
"79. The mission asked about reports of a mass grave in BouakÃ© with the remains of dozens of members of the gendarmerie who had been executed."	1
"Since January, MONUSCO has documented over 100 incidents targeting members and supporters of the political opposition, journalists and human rights defenders."	1
"(i) To urgently establish a United Nations radio station and to strengthen United Nations activities in the areas of information, media, awareness-raising and training in CÃ´te d &apos; Ivoire, in particular on human rights issues, thus promoting an atmosphere of mutual respect and tolerance among all communities in the country;"	0
"In this regard, and pursuant to the communiquÃ© of the Peace and Security Council of 25 November 2014, we request UNHCR and the countries of the region to redouble their joint efforts to mobilize international support, including through the adoption by the United Nations Security Council of a resolution supporting the establishment and deployment of the joint multinational task force, as well as the establishment of a trust fund."	0
"In Southern Darfur, one of the most devastating clashes occurred on 19 September when SPLM/A attacked SAF positions in and around the village of Sheiria."	1
"Please find attached a copy of the Passport Bill as well as the Extradition Bill."	0
"A number of members of the political opposition in Niger were arrested during the reporting period and released on bail."	1
"It is hoped that both sides will be able to reaffirm their commitments at the highest level not to resume hostilities and to return internally displaced persons and refugees to their homes in safety and dignity."	0
"975/90/416 - September 1990"	0
"19. The Communist Youth League appears to have absorbed many members of the dissolved CPN (M) militia, and many child soldiers were not enrolled during the 2006 recruitment campaign following the Maoist army ceasefire."	1
"Recognizing the importance of communities, the private sector, civil society and the media in raising awareness of the threats posed by terrorism and of addressing them more effectively,"	0
"However, the Group of Experts has prepared a strong and credible report, thereby recognizing for the first time the extent of human rights violations committed in the last days of the brutal conflict in Sri Lanka, where at least 10,000 civilians have been killed."	1
"All but one of the 25 member States of the European Union (420 police officers), as well as other non-member States (52 police officers), participate in the Mission."	0
"19. The situation in the Central African Republic (6 August 1997; 21 December 2011)."	0
"The International Tribunal is not considered an appropriate solution since the crimes in question constitute a violation of national law."	1
"184. The majority of reports note a pattern of indiscriminate attacks against civilians in villages and communities in all three Darfur states starting in early 2003."	1
"According to accounts received from the organizers of the march belonging to the Group of Seven, demonstrators who wanted to participate in the march were informed of the regrouping of large public areas within their communes on their way to the Abidjan Plateau, the Red Zone."	1
"The Security Council adopted its resolution 2042 (2012) on 14 April 2012, which took note of the Syrian Government &apos; s commitment to the plan of the United Nations Special Envoy, Mr. Annan, and stressed the need for its prompt, comprehensive and immediate implementation in all its components. It also called on all parties in Syria, including the opposition, to immediately cease armed violence in all its forms. It also expressed the intention to immediately establish, after consultation between the Secretary-General and the Syrian Government, a United Nations observer mission in Syria to monitor the cessation of armed violence in all its forms by all parties."	0
"18. The Ivorian economy continues to suffer the dire consequences of the crisis."	0
"\"The Security Council expresses its deep concern at the tense situation prevailing in Blue Nile and Southern Kordofan States."	0
"Despite the cessation of hostilities, tensions remain high and further clashes cannot be ruled out."	1
"Completed by Act No. 23 of 1976"	0
"Of particular importance is the draft Personal Data Protection Act, which is currently under parliamentary procedure."	0
"Furthermore, the motives for committing individuals to the place of residence and to the work determined by the State are based on discrimination based on the Song Boone system."	1
"The Group of Experts also obtained a copy of a Guinean end-user certificate used in Belarus and Slovakia at the end of 2002."	0
"Combating violent extremism and incitement to commit terrorist acts"	1
"Humanitarian aid workers were often harassed and assaulted during banditry incidents."	1
"The 'election campaign &apos; began on the occasion of the reopening of a railway line between Moscow and Sukhumi, after having been unemployed for 12 years."	0
"59. The travel ban is particularly effective against Al-Qaida and Taliban financiers, who may find it difficult to use a false identity or otherwise evade restrictions on their movement."	1
"During the period under review, the Mission discovered and marked 260 pieces of mines and unexploded ordnance and monitored the destruction of 3,693 mines and unexploded ordnance."	1
"552. The presentation of the violations described in part I of the present report shows that serious violations of human rights and humanitarian law have been committed on a large scale by Government forces or Government-controlled militias."	1
"They were given a list of the three accused, who were senior military commanders of the assembly, and it was observed that two of them had been promoted."	0
"According to another report, two women were repeatedly raped in a camp for internally displaced persons in Kassab, Northern Darfur, in June 2004."	1
"33. At least 111 of the 203 individuals associated with Al-Qaida on the consolidated list at the end of January 2006 were arrested, convicted or charged with criminal offences), most of them for serious and/or violent crimes ranging from murder to involvement in terrorist acts, such as the 1998 bombing of embassies in East Africa, the attacks of 11 September 2001 in the United States and the 2002 bombings in Bali."	1
"I condemn in the strongest terms the heinous attacks against people who are supporting the Somali people in the fight against organized crime that impedes their country &apos; s development."	0
"Greece therefore insists on the need to clarify the sixth preambular paragraph - urging the Council \"to make progress towards the resumption of negotiations for a comprehensive settlement\" - as it should be reiterated that such negotiations should take place between the two communities."	0
"(l) To inform the Committee of any new or noted circumstances that may warrant the removal of a name from the list, such as publicly disclosed information on a deceased person;"	0
"In 2009 and 2010, customs authorities in West Africa (Mali, Nigeria and Senegal) seized large quantities of weapons several times."	1
"From the first purchase of these lines in early January 2005 until the time of the bombing, only calls were made to each other."	1
"61. The international community must be prepared to assist in the development of arrangements for a broader decentralized system."	0
"One police officer was killed and two injured."	1
"(b) Criminalize the wilful provision or collection, by any means, directly or indirectly, of funds by their nationals or in their territories for use in terrorist acts, or in the knowledge that they will be used in terrorist acts;"	0
"In resolution 1820 (2008), the Council encourages the Secretary-General, in consultation with women and women-led organizations, to develop effective mechanisms to protect women and girls from violence, including in particular sexual and other forms of gender-based violence, in and around refugee and internally displaced persons camps."	0
"\"At about 8 a.m. the next day in the valley, she was raped for the first time."	1
"With regard to paragraphs 46, 48 and 49 concerning the arms embargo and border control, the fact is that arms smuggling is from Lebanon to Syria, where everyone knows that there are certain groups in Lebanon involved in attempts to destabilize Syria by supplying armed terrorist groups in Syria with arms and funds to undermine Syria's stability."	1
"The Humanitarian Coordinator is discussing this issue with the Ministry of Education."	0
"41. Non-proliferation (29 March 2006; 12 June 2012)."	0
"114. The violence in Rai Koto on the afternoon of 28 April resulted in the death of one civilian, as described in paragraphs 50 and 51 above."	1
"285. The Commission also found that the rebels had killed civilians, but there were few incidents and deaths."	1
"At that time, hundreds of thousands of Kosovo Albanians returned to Kosovo and began rebuilding their lives. Most Kosovo Serbs had fled their homes."	1
"There is also a great deal of reliable material indicating that criminal acts have been committed in the context of large-scale or systematic attacks against the civilian population, with knowledge of such attacks."	1
"Decides hereby, having received the request of [the affected State], to establish an international tribunal for the sole purpose of prosecuting persons responsible for acts of genocide and other serious violations of international humanitarian law in the territory of [the affected country] and nationals of [the affected State] responsible for acts of genocide and other similar violations committed in the territory of neighbouring States between [two dates]."	1
"However, large-scale strikes and blockades by armed and unarmed political groups and political parties and groups have disrupted humanitarian activities and, in most cases, access to health and education services in the Tiray area."	1
"Despite these efforts, the issue of security in Mogadishu continues to be a matter of concern because of the presence of several factions of militias as well as those for which they operate or which are associated with businessmen or sharia courts."	1
"However, the Committee has sufficient information to demonstrate that attacks on the life and physical integrity of detainees were committed during the incidents investigated by the Committee."	1
"15. In cases where the Ombudsperson recommends that the Committee consider de-listing, States shall be required to take the measures provided for in paragraph 1 of this resolution in respect of that individual, group, undertaking or entity 60 days after the Committee has completed its consideration of the comprehensive report of the Ombudsperson, in accordance with this annex II, including paragraph 7 (h), unless the Committee decides by consensus and before the end of the 60-day period in question to retain that claim in respect of the individual, group, undertaking or entity under consideration; provided that, in the event that consensus is not reached, the Chairperson shall, at the request of a member of the Committee, submit the question of whether to remove the name of the individual, group, undertaking or entity to the Security Council for a decision within a 60-day period; and also provided that, in the case of such a request, such period shall continue to require States to take the measures set out in paragraph 1 of this resolution in respect of the individual, group, undertaking or entity under consideration until the Security Council has decided on the matter."	0
"First, let me stress the importance of building on the current negotiations, including the Israeli-Palestinian and Israeli-Syrian tracks."	0
"Nicholas Williams (United Kingdom of Great Britain and Northern Ireland)"	0
"11. Decides to remain seized of the matter."	0
"In this regard, the Council stresses that ending impunity is an essential element in the efforts of societies in conflict or post-conflict situations to overcome past serious crimes prohibited by international law and to prevent their recurrence in the future."	0
"(a) A monitoring group in New York composed of up to five experts, including the Chairman of the Monitoring Group, to monitor the implementation of all measures imposed by resolutions 1267 (1999) and 1333 (2000) in all fields, including those related to arms embargoes, counter-terrorism and related legislation, money-laundering, financial transactions and drug trafficking, in view of the link between the purchase of arms and the financing of terrorism;"	0
"\"The Security Council also reiterates its call upon all parties listed in the annexes to the report of the Secretary-General on children and armed conflict to address all other violations and abuses committed against children, to make specific commitments and to take concrete measures in this regard."	1
"231. In addition, UNHCR reported that, as of 15 November 2004, 203,051 persons from the Darfur region reside in 11 camps and other refugee sites in eastern Chad, along the border with the Sudan."	1
"United Nations Mission in Sierra Leone (9 January)"	0
"10. The events in Abidjan in connection with the planned march of 25 March led to serious human rights violations."	1
"For this purpose, at least 1,000 kilograms of military explosives were used."	1
"The Commission also found that the restrictions imposed on internally displaced persons in the camps, particularly women, by terrorizing them by rape, murder or violent threat to their lives or to their persons by the Janjaweed militia, constituted a severe deprivation of physical liberty in violation of the rules of international law."	1
":: Redraw Mr. Hariri &apos; s actions and whereabouts prior to the explosion"	1
"31. The situation in Côte d &apos; Ivoire (20 December 2002; 25 April 2013)."	0
"One member of the parallel forces, wearing a white T-shirt accompanied by three police officers, reportedly opened fire on the demonstrators while fleeing."	1
"The Secretary-General stated that climate change was real and was accelerating dangerously."	0
"87. This mixed control of the Somali marine environment has led to the creation or strengthening of three important sources of income for local administrations: (a) the export of a range of commodities from Somalia, including large commercial quantities of charcoal; (b) unrestricted access by foreign fishing vessels to Somali marine resources and fisheries; and (c) widespread incidents of piracy."	1
"Recalls the prohibition of the forced displacement of civilians in situations of armed conflict under circumstances that violate the obligations of the parties under international humanitarian law."	1
"They said that, after the fighting, there were many bodies of government soldiers and M23 soldiers buried together in a common grave."	1
"In particular, looted resources that can be accessed directly by the cadres of combatants (rather than their chain of command) can prolong the conflict by creating disciplinary problems that make it difficult for commanders to impose a settlement on followers)."	1
"This points to the success of the sanctions regime and indicates that a large number of members of the Taliban appear to have changed their behaviour."	1
"Statement by the President of the Security Council"	0
"To date, the Committee has not been authorized to undertake any additional tasks in this regard."	0
"27. On 2 November, 16 of the 20 persons arrested during an operation by the Malian Defence and Security Forces in Polkesi (Mopti region), an area controlled by the Azawad Unity High Council, reported to MINUSMA that they had been severely beaten during the investigation."	1
":: Prohibition of attacks on life and persons, in particular murder, amputation, cruel treatment and torture; enforced disappearances; attacks on the dignity of persons; rape, sexual slavery, forced prostitution, forced pregnancy, forced sterilization and any other form of sexual violence."	1
"In accordance with its terms of reference, the report establishes the facts and circumstances relating to the incidents of 28 and 29 April and from 23 to 25 May and other relevant events or issues that contributed to the crisis; it clarifies responsibilities for the events and recommends accountability measures."	0
"At the same time, the threat posed by the Taliban has been renewed."	1
"In the opinion of the Secretary-General, these credentials are in order."	0
"There is no defence policy to guide force development."	0
"Tragically, the deputy commander of the guard and one guard were killed in the attack, while the commander and a supervisor were injured."	1
"32. The activities of Landmine Action also include supporting local capacity through training of the population in the identification of explosive ordnance."	0
"In North Africa and the Sahelo-Saharan region, the influence of armed groups with extremist ideologies, including Al-Qaida in the Islamic Maghreb, has increased."	1
"3. The situation in Cyprus (27 December 1963; 14 December 2009)."	0
"(ii) Investments include marketable securities and other negotiable instruments purchased by the Organization to produce income."	0
"In a widely broadcast comment addressed to the citizens of the village of Kulbus, which the rebels failed to enter in December 2003, the President said, \"We shall now place the highest priority on the elimination of the insurgency, and we will track every outlaw... we will use the army, the police, the mujahideen and the knights to eliminate the rebellion.\" The Minister of Justice addressed the special delegation of the European Parliament's Development and Cooperation Committee during the delegation's visit in February 2004, saying that \"the Government had something to do with the Janjaweed."	1
"It may be too late to do so, but the delay in taking action is better than the lack of taking action."	0
"While Pristina and Belgrade strongly condemned the incident and demanded the arrest of the perpetrators, each side claimed that the other was responsible for provoking the incident."	0
"Reduction in amount to avoid multiple compensation (h)."	0
"1.2 On the high seas by a Malaysian national or permanent resident in Malaysia who was on board a ship or aircraft."	0
"It should also be noted that the Minister for Social Affairs of Western Darfur, who is also the Deputy Governor of Western Darfur State, held the villagers responsible for the destruction that led to their mass displacement, because they allowed their children to join the ranks of the rebels and used their villages to carry out rebel activities."	1
"The Arab Spring reaffirms what history warns of: that when Governments respond with an iron fist to the dreams of their citizens that cannot be suppressed, their legitimate demands and their hope that cannot be lost, they are governed by long-term fall."	0
"11. Decides to remain seized of the matter."	0
"Like the question of the links between drug trafficking and terrorism, piracy has been placed on the Council &apos; s agenda through conflict situations that were already on it, with African situations - particularly Somalia and the Gulf of Guinea - at the centre of them."	1
"The requirements for the withdrawal of Syrian troops and military equipment, as well as the holding of free and credible elections, have been met."	0
"Accountability was a prerequisite for reconciliation, and efforts should also be made to hold accountable those members of armed groups who had committed serious human rights violations."	1
"In some parts of the region, the Afghan Government has few law and order enforcement tools, and there are a high number of reports of corruption among officials."	0
"It should also be noted that, despite this broad political base, the majority of the movements come mainly from three tribes, Fur, Masalit and Zagawa."	1
"There were also clashes between armed groups loyal to the Government of Mali and armed groups represented in the Algiers talks, despite the commitment of the various parties to the ceasefire. On 9 October, French and Nigerian forces intercepted and destroyed a convoy carrying weapons, mortar shells and anti-aircraft weapons moving through northern Niger to Mali, which were reportedly to be handed over to Ansar Dine. On 12 October, Mauritanian security forces arrested four persons suspected of having established contacts with jihadists and of recruiting for the \"Islamic State of Iraq and the Levant\" in the northern town of Zurat Al-Mingimiya."	1
"The opposition used arms purchased from Bakaraa arms market from the fighting of the regional federal Government in the battle to control the strategically important town of Baidoa (Bai region, Somalia)."	1
"56. Currently, the Government authorities confirm that they have not identified the individuals who constitute the battalions and attributed these acts to the liquidation of accounts."	1
"UNFICYP was sometimes forced to take bypass roads that could not be used at night."	0
"Project for the rehabilitation of crop-raising programmes (wheat and barley)"	0
"7. Expresses its strong determination to consider including in the list of individuals, groups, undertakings and entities associated with Al-Qaida, pursuant to resolution 2161 (2014), those who finance, arm, organize or recruit persons for them, or otherwise support their actions or activities, including through information and communication technologies, such as the Internet, social media or any other means;"	1
"However, the trial was postponed on 20 October 2014 until further notice due to Mr. Hadžić &apos; s state of health."	0
"Another State had established an interdepartmental working group on migration to implement measures to promote integration, including in the areas of language skills and job training, to promote dialogue with migrants and to monitor racist, xenophobic and extremist acts."	0
"The leaders of the Provisional Institutions of Self-Government usually evade their responsibilities under resolution 1244 (1999) and the Constitutional Framework."	0
"The men in these vehicles and the soldiers on the street opened fire on the police vehicles, injuring a police force soldier in the leg."	1
"Sell stalls in the Taipisi area were burned again the following day, and a national police officer outside his official tour of duty was attacked."	1
"In this regard, the Committee also stressed the importance of provisions requiring detainees to be held in places known to the public and that the names of detainees and places of detention should be duly recorded."	1
"8. The situation in Somalia (17 March 1992; 21 November 2012)."	0
"The Commission tried to obtain clarification from the Indonesian Embassy in Cairo, but at the time of writing, no response had been received."	0
"We must recall once again that the violence that exploded in the Gali region is a logical consequence of the escalating situation of grave violations of the rights of peaceful citizens by the Abkhaz regime, which encourages the smuggling of arms and drugs."	1
"4. Tri Aminogwanidin Nightrit (TAGN) (Commodity Designator Code: CA 4000-16-2);"	0
"In some recent cases, such as those in CÃ´te d &apos; Ivoire and Libya, the Council welcomed the commissions of inquiry established by the Human Rights Council, which demonstrated the close link between concrete actions to promote peace and security and the protection of human rights."	0
"In addition to other reliable information, the Commission recorded the testimony of persons arrested in the context of the conflict in Darfur and currently detained in Khartoum, concerning torture and inhuman and degrading treatment."	1
"Ali Kushayb and Ahmed Harun were refused arrest."	0
"Letter dated 8 February 1999 from the Permanent Mission of"	0
"While this method is relatively simple, the explosives manufactured from it are unstable and unreliable - unlike military explosives."	1
"47. Listed groups associated with Al-Qaida and the Taliban continue to collect funds through legal means, such as voluntary contributions and legitimate businesses, as well as illegally through kidnapping for ransom, extortion, drug trafficking and illegal taxation."	1
"Other provisions of the Criminal Code, such as unauthorized arming (art. 185), development, production or possession of prohibited means of warfare (art. 185a), may also apply."	1
"The Government paid $1.5 million in September 2007 and $2.5 million in recent months, leaving a balance of $2.8 million outstanding."	0
"Military training camps have been set up in the greater Mogadishu region, including the Lanta Borro and Heloini regions, and the weapons obtained at the Bakaraa Arms Market have been sent to these camps."	1
"8. The present report covers matters that, in the opinion of the Council, should be brought to the attention of the Security Council."	0
"Improvised explosives and homemade explosives, such as ammonium nitrate and Oria nitrate: mined cars."	1
"The measures taken so far by the Government to address the crisis are grossly inadequate and ineffective, which have contributed to a climate of total impunity for human rights violations in Darfur."	1
"Improved relations between Chad and the Sudan and the vigilance of the national security forces and the joint border security forces were also mentioned as important factors contributing to this."	0
"While there is a well-founded concern about the weakening of sanctions or the appearance of 'Line &apos; vis-Ã -vis terrorism, improving de-listing procedures will enhance sanctions while making them fair."	1
"(b) There was no coordination between all the security services on the crime scene."	1
"(s) Prohibition of collective punishment);"	1
"The States of the subregion are mindful of their vulnerabilities to arms trafficking and have put in place the necessary legislative frameworks to criminalize illicit trafficking and control the production, sale and transfer of arms and explosives."	0
"It should be noted that the movements do not present this case from a tribal point of view, but speak on behalf of all Darfurians and direct their attacks to Government installations."	1
"The proof of this is that the Committee for Follow-up on the Implementation of the Agreement has not been able since the meeting in Bujumbura as a result."	0
"Pre-trial phase: At the beginning of the second mandate, in June 1999, a large number of pre-trial motions were pending."	0
"All States now criminalize in their domestic laws the provision of safe haven to terrorists and their supporters and the use of their territories to commit or plan terrorist acts against other States or their citizens."	1
"National stated that the employer had certified USD 36,977 as payable."	0
"A similar operation in Pristina on 18 November resulted in the arrest of six persons."	1
"Acting under Chapter VII of the Charter of the United Nations,"	0
"31. With regard to internal coordination, many Asian States have established central agencies or bodies mandated to coordinate counter-terrorism activities and to analyse related intelligence, including with regard to incitement."	0
"In examining the responsibility for human rights violations committed during the events of 25 and 26 March, one must therefore take into account the implications of the presidential decree of 22 March and the instructions given to the leaders of the national armed forces during the meeting held on 24 March."	1
"66. Note by the Secretary-General (S/1994/254);"	0
"Demands that all armed groups, in particular elements of [the specific armed group], prevent the recruitment and use of children, further demands that all parties provide protection to children who have been released or otherwise separated from armed forces and armed groups and consider them victims, and stresses the need to pay particular attention to the protection, release and reintegration of all children associated with armed groups;"	0
"The time has indeed come for the international community, in particular the Security Council, to take effective measures to confront the illegal and criminal policies and practices of the Israeli regime and to put an end to its State terrorism against the Palestinian people and other peoples of the region."	1
"During 2003, the list was circulated on 8 April (SCA/2/13 (13), 29 August (SCA/2/1326) and 30 October (SCA/2/1335) and will be circulated again on 31 December."	0
"I regret this disappointing conclusion, which stands in stark contrast to the strong political will and commitment of Member States to provide military capabilities in the fight against piracy."	0
"In Northern Darfur, which has the lowest number of the three states of Darfur, the population affected by the conflict is estimated at 688,200, of whom 403,000 are displaced.\""	1
"392. Based on the information available to the Commission, the looting by the Janjaweed, mainly in the context of attacks on villages, appears to have taken place on a large scale and with the disregard of the Government of the Sudan through the dissemination of a culture of impunity and direct support for Janjaweed."	1
"In addition, 17 policemen were killed in the attack, all of whom belonged to African tribes."	1
"On 28 and 29 March, during the third tripartite meeting between Angola, the Democratic Republic of the Congo and the United Nations High Commissioner for Refugees, held in Luanda, it was agreed to establish a working group to discuss the return of some 800,000 Angolan refugees from the Democratic Republic of the Congo."	0
"IED incidents often result in large numbers of civilian casualties, widespread destruction of infrastructure and disruption of the economy of entire societies.\""	1
"It is believed that these militias operate mainly under the cloak of tribal organization."	1
"The involvement of the Boko Haram and Ansaru groups in the abduction of a French priest in Cameroon in November 2013 demonstrates their ability to operate outside the Nigerian border."	1
"Operating reserves as at 31 December 2005"	0
"Payments to Bechtel relate to costs recovered for its work and normal costs."	0
"Two of the suspected perpetrators of this attack are being held in Beni prison under the UNODC maritime crime programme."	1
"More recently, in July 2014, Boko Haram launched a cross-border raid in Cameroon, which resulted in the abduction of the wife of Mr. Amadou Ali, Deputy Prime Minister, and the killing of three others."	1
"Most of these crimes were committed individually in the context of the prevailing security disorder."	1
"The Senior Management Board recommended appropriate legal changes, resulting in the removal of the legal obstacle to progress within the Ministry."	0
"103. Six States have appropriate institutional structures and inter-agency cooperation to deal with counter-terrorism issues, and nine others have some policies and procedures in this area."	0
"The mandate of the Panel, as set out in paragraph 29 of resolution 1929 (2010), is as follows:"	0
"42/790, S/7925; S/7920, 47/120, 41/40/Add.20, S/79/Add.39, S/8048, S/8048, S/8066, S/8215, S/8242, S/8252, S/8269, S/8502, S/8525, S/8534, S/8564, S/8575, S/8584, S/8595, S/8747, S/8753, S/8807, S/8815, S/8828, S/8836, S/8885, S/8896, S/8960, S/913, S/9135, S/10319, S/9382, S/9395, S/9406, S/9427 and Corr.1, S/9449, S/9452, S/9805, S/9812, S/9930, S/10327, S/10341, S/10554, S/10557, S/10703, S/10721, S/10729, S/10743, S/10770/Add.4, S/1085/Add.15, 16, 23, 24, 29, 33, 41, 43 and 44; S/1115/Add.14, 218, 129, 112, 112, 129, 112, 129, 129, 129, 42/Rev.1, S/10770/Add.4, S/1085/Add.15, 16, 23, 24, 29, 33, 41, 43 and 44; S/1115/Add.14, 112, 112, 112, 42 and 79; S/107, 42/Add.12, 12 and 42/Add.12,"	0
"Hasyildiz Latik Sinayi ve Ticaret A. S."	0
"Samira Ahmed Al-Sahili, a 53-year-old nurse from Yarmouk camp, was arrested by Syrian regime forces on 11 June 2014 for her medical work, and her family learned that she had died under torture in a regime detention centre on 8 November 2014."	1
"Similarly, while the victims often expressed a lack of confidence in the Government &apos; s capacity and willingness to defend them, the police were excluded from this trend."	1
"9. Total income for the period under review amounted to $996,000, while total expenditure amounted to $1,211,000, resulting in a shortfall of income over expenditure of $245,000."	0
"484. During its discussions with the Commission on the methodology of rape commissions, the Commissions of Inquiry have emphasized the wide publicity of their mandates."	0
"The evidence before the Committee demonstrates the involvement of Member of Parliament Leandro Yitzhak to some extent in the incident, as a result of which an officer of the national police force was killed and two FDN soldiers were injured."	1
"On a wider scale, the Internet has enabled Al-Qaida and its affiliates to disseminate publicity to a global audience and, consequently, to initiate the process of feeding potential recruits, including by attracting them to the organization-related websites."	1
"The number of people placed in centres for treatment or for additional food is slowly decreasing, although malnutrition rates remain high in some locations."	0
"It is recognized that the Committee should take into account all international codes, standards and best practices relevant to the implementation of resolution 1373 (2001), while monitoring implementation by States."	0
"Promotion and strengthening of the rule of law in the maintenance of international peace and security)"	0
"Article 33 clearly indicates that a member of the security services can, under the umbrella of the law, torture or even kill a suspect if his or her actions are carried out in the course of his or her duties."	1
"One State gave an example of persons who had been denied entry over the past decade because of suspected involvement in international terrorist activities."	0
"10. The measures taken by States cover the prohibited activities of non-State actors as described in paragraph 2 of resolution 1540 (2004) with regard to nuclear, chemical and biological weapons and their means of delivery, and controls on related materials, in accordance with paragraph 3 of the resolution."	1
"Although terrorist activities are not specifically mentioned as recurring activities, they are certainly of concern, as many of the above-mentioned factors are capable of triggering terrorist acts in the region."	1
"The Commission verified that there were two grave sites in the village - one with the bodies of two men and one with the bodies of seven men, all of whom died during the attack."	1
"1. Central Customs and Customs Board"	0
"Attacks in Afghanistan increasingly show the impact of Al-Qaida tactics in Iraq, where suicide bombings are used and beheading becomes a common measure for television evidence."	1
"To be held on Monday, 10 September 2007, at 5.40 p.m."	0
"However, in at least five States, the criminal justice system could be improved and made more efficient to ensure that terrorists were brought to justice."	0
"Washington Post, American journalist Liz Sly -- 19 October 2011"	0
"General Gueye, former Chairman of the military junta, and seven persons close to him, were executed."	1
"(b) To continue to work in close coordination and cooperation with INTERPOL, donor States and organizations in facilitating the provision of technical assistance aimed at building the capacity of law enforcement agencies and providing equipment and facilities to States in need;"	0
"Organized crime and corruption are the most serious threats to the stability and sustainability of Kosovo &apos; s institutions."	1
"He expressed concern about the increased demolition of buildings in Palestine, the danger of the forcible transfer of the Um al-Ghidr Bedouin community and the continuing Israeli settlement activity, which he said was in violation of international law."	1
":: To hold legal persons and legal entities liable for offences related to the financing of terrorism;"	1
"Section 55 of the Banking Act 2004 provides with respect to the identity of customers:"	0
"In some cases, national HIV responses were accompanied by excessive use of force or the imposition of a medical quarantine on communities by means that fell short of standards of human dignity."	1
"4. Claim No. 5000285 66-72 20"	0
"Using the range of $18 to $35 per barrel and Member States &apos; estimated production of 47,000 barrels per day, estimates of the potential revenues of ISIL from crude oil range from $846 thousand to $1,645,000 per day."	0
"In order to frame its discussions in September, the Council should request the Secretary-General to inform it of the scope of the problem posed by foreign terrorist fighters, their implications for ongoing conflicts and the efforts of the United Nations to address them."	1
"34. There has also been an increase in the number of regional counter-terrorism centres, where best practices on the implementation of sanctions can be established, in accordance with relevant special circumstances."	0
