"","en_es_DEEP","VerCoop"
"693","Desde la independencia, el país ha fluctuado entre regímenes militares y gobiernos democráticos.",0
"694","Los Janjaweed también llevaron a este campamento a otras mujeres de las aldeas circundantes a Tawila después de haberlas secuestrado tras los ataques a sus aldeas.",0
"695","Es importante destacar que, en nuestra opinión, la Conferencia subrayó claramente la importancia del liderazgo afgano y, en última instancia, de la titularidad de los esfuerzos para abordar los desafíos clave que enfrenta el Afganistán: seguridad, falta de capacidad institucional, corrupción y narcóticos.",0
"696","Dado que para la mayoría de los fines las Naciones Unidas necesitan transmitir un mensaje común sobre la lucha contra el terrorismo, es apropiado que el Grupo de Trabajo tome la iniciativa a este respecto, aunque la Dirección Ejecutiva también necesitará mantener su perfil público independiente y garantizar la transparencia como a sus propios procedimientos, según corresponda.",1
"697","Se pueden tomar huellas dactilares de las capas dentro de los núcleos de coral en busca de hidrocarburos de petróleo y se pueden fechar las capas utilizando los anillos de crecimiento de los corales.",0
"698","2. Gestión de la transición de las misiones",0
"699","Combinar las capacidades de varias agencias no parece ser una opción deseada.",0
"700","Empresa criminal conjunta para la comisión de crímenes internacionales",0
"701","La inversión y la integración dependerán no sólo del estatus, sino también de un Kosovo predecible y estable, donde se respete el estado de derecho.",0
"702","Desarrollar un plan de acción departamental de género para integrar la perspectiva de género en sus actividades de prevención de conflictos, establecimiento de la paz y consolidación de la paz.",1
"703","19. Reitera la necesidad de seguir mejorando la cooperación actual entre el Comité 1540, el Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999), relativa a Al-Qaida y los talibanes, y el Comité del Consejo de Seguridad establecido en virtud de la resolución 1373 (2001) , en materia de lucha contra el terrorismo, incluso mediante, según proceda, un mejor intercambio de información, la coordinación de las visitas a los Estados, dentro de sus respectivos mandatos, la asistencia técnica y otras cuestiones de importancia para los tres comités; y expresando su intención de brindar orientación a los comités sobre áreas de interés común para coordinar mejor sus esfuerzos;",1
"704",":: La exportación de bienes de doble uso entra en el ámbito de la Política Comercial Común de la Comunidad Europea y, por tanto, dentro de la competencia legislativa de esta última.",0
"705","El 24 de noviembre, en el Salón, el Consejo recibió un informe de 90 días del Presidente del Comité del Consejo de Seguridad establecido en virtud de la resolución 1591 (2005) relativa al Sudán. Embajadora María Cristina Perceval (Argentina), quien actualizó al Consejo sobre las actividades del Comité durante el período que abarca el informe, incluida la colaboración con los Estados miembros de la región, para identificar lagunas de información e informar sobre los requisitos de creación de capacidad para promover la implementación de las medidas de sanciones.",1
"706","5.2 Implementación de los Convenios de Aviación Civil ratificados por Sudáfrica",0
"707","Estamos convencidos de que una rápida conclusión de estas conversaciones, con la firma de un acuerdo de paz integral y definitivo, facilitará en gran medida los esfuerzos para combatir el terrorismo y el crimen organizado transnacional en nuestra región.",1
"708","Sin embargo, a estas fuerzas militares rusas todavía se les llama fuerzas de paz o ""cascos azules"", ya que la resolución general del conflicto en la región está estructurada como un proceso de paz liderado por las Naciones Unidas.",0
"709","II. PREPARATIVOS PARA LAS ELECCIONES PRESIDENCIALES",0
"710","56. La cuestión de Hyderabad (16 de septiembre de 1948; 24 de mayo de 1949).",0
"711","Durante la misma sesión, de conformidad con el párrafo 41 de la resolución 2093 (2013), el Coordinador del Grupo de Supervisión presentó la evaluación del Grupo de los progresos realizados por el Gobierno Federal de Somalia en el establecimiento de infraestructura logística para la gestión de armas y el establecimiento de procedimientos de control de armas.",1
"712","c) Alentar a los Estados a aumentar el intercambio de información entre las autoridades regionales de control fronterizo y mejorar la seguridad fronteriza en los puntos de entrada para prevenir el movimiento transfronterizo ilegal de personas, cargamentos y armas/explosivos.",1
"713","14. El 14 de julio se iniciaron en Argel negociaciones oficiales de paz entre el Gobierno de Malí y los grupos armados, con la facilitación de un equipo de mediación internacional integrado por las Naciones Unidas, organizaciones regionales y países vecinos y dirigido por Argelia. Las negociaciones tenían como objetivo preservar el alto el fuego y encontrar una solución política al conflicto, salvaguardando al mismo tiempo la integridad territorial de Malí. El 24 de julio, el Gobierno de Malí y los grupos armados firmaron un acuerdo preliminar en el que se establecía una hoja de ruta para futuras negociaciones.",1
"714","25. Reitera su invitación al Secretario General a que siga remitiendo al Consejo información y análisis pertinentes sobre la protección de los civiles cuando crea que esa información o análisis podría contribuir a la solución de las cuestiones que tiene ante sí, le pide que siga incluyendo en sus informes escritos al Consejo sobre las cuestiones de las que se ocupa, según proceda, observaciones relativas a la protección de los civiles en los conflictos armados, y lo alienta a continuar las consultas y adoptar medidas concretas para mejorar la capacidad de las Naciones Unidas a este respecto ;",1
"715","Al Gobierno de la República del Chad",0
"716","Hasta el momento se han registrado más de 200.000 habitantes.",0
"717","25. La marcha prevista para el 25 de marzo fue ampliamente publicitada y percibida por algunos como un serio desafío al Presidente y a las instituciones legítimas del Estado.",0
"718","2. Decide también que todos los Estados, de conformidad con sus procedimientos nacionales, adoptarán y harán cumplir leyes apropiadas y eficaces que prohíban a cualquier agente no estatal fabricar, adquirir, poseer, desarrollar, transportar, transferir o utilizar armas nucleares, químicas o biológicas y sus medios vectores, en particular con fines terroristas, así como los intentos de realizar cualquiera de las actividades anteriores, participar en ellas como cómplice, ayudarlas o financiarlas;",1
"719","Observamos que no se deben subestimar los desafíos duraderos que enfrenta la policía en Timor-Leste.",0
"720","30 de marzo de 1999 RESOLUCIÓN 1232 (1999)",0
"721","El Consejo no llegó a ninguna conclusión específica.",0
"722","72. Mucho se ha dicho sobre la financiación del terrorismo mediante drogas, incluso en convenciones internacionales y resoluciones del Consejo de Seguridad.",1
"723","18. En Beni, las autoridades locales y la sociedad civil han pedido una participación más activa de la Fuerza MONUSCO en operaciones militares contra las FDA, incluso mediante la realización de operaciones unilaterales.",1
"724","""El Consejo de Seguridad alienta la labor constante de la UNAMI, en coordinación con el Gobierno del Iraq, para ayudar a crear condiciones propicias para el regreso voluntario, seguro, digno y sostenible de los refugiados iraquíes y los desplazados internos, y acoge con agrado que todos los interesados ​​presten mayor atención a esta cuestión .",1
"725","Sin lugar a dudas, cómo mejorar la situación de seguridad es el mayor desafío que enfrenta ahora Irak. Determinará el curso futuro del desarrollo político, económico y social en Irak.",0
"726","Si bien seguiré dirigiéndome a los Estados que aún no han respondido a mi llamamiento para que contribuyan a una fuerza multinacional y solicitaré su asistencia constante para identificar una posible nación líder, me gustaría presentar al Consejo las propuestas adjuntas sobre opciones alternativas ( Ver anexo).",1
"727","73. Se necesitan cambios en el proceso mediante el cual se presentan los motivos, tanto en el caso de exclusión como de retención, para garantizar la entrega oportuna y un contenido sustancial que refleje adecuadamente el análisis y las conclusiones del revisor independiente.",1
"728","Las tres Misiones también están estudiando la posibilidad de ampliar aún más la cooperación en el fletamento de aviones de pasajeros de alta capacidad para la rotación de tropas; establecer una oficina regional de adquisiciones con personal conjunto; y mejorar las instalaciones de la MONUC en Entebbe (Uganda), que ya prestan servicios a la MONUC, la ONUB y la UNMIS, para proporcionar alojamiento para el tránsito de tropas y un punto principal de entrada para los envíos de las tres Misiones, entre otras funciones.",1
"729","Los tres primeros ocurrieron en agosto de 1987. El último se realizó el 19 de enero de 1989.",0
"730","En otros lugares se han producido muertes en circunstancias violentas y las autoridades no han podido o no han querido emitir un documento oficial para certificar la muerte.",0
"731","Cooperación con el Comité contra el Terrorismo y el Comité establecido en virtud de la resolución 1540 (2004)",1
"732","(a) el Convenio de 1963 sobre las infracciones y ciertos otros actos cometidos a bordo de las aeronaves;",0
"733","""El Consejo de Seguridad reafirma además la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas.",1
"734","Sin embargo, el Partido Socialdemócrata del Viceprimer Ministro ha indicado públicamente que no se retirará de la coalición AMP para no poner en peligro la estabilidad del Gobierno.",1
"735","La Sala de Primera Instancia espera dictar sentencia en mayo de 2010.",0
"736",":: Participar plenamente en seminarios y eventos regionales que creen conciencia y promuevan la aplicación de la resolución 1540 (2004) y aumenten los esfuerzos para crear conciencia entre los parlamentarios y otras autoridades de alto nivel",1
"737","80. El personal de la ONUCI expresó periódicamente su frustración por no tener buena información de inteligencia para realizar un seguimiento y por la falta de habilidades técnicas necesarias para cumplir su mandato.",0
"738","En opinión del Coordinador, compartida por sus interlocutores, podría convertirse en el centro de un mecanismo funcional eficaz que estableciera puntos de referencia claros para lograr avances en la búsqueda de personas desaparecidas, a que me refiero en mi informe completo (S/2009/190, párr. 16).",1
"739","15. Al-Qaida en el Iraq (AQI) (QE.J.115.04) cambió recientemente su nombre por el de Estado Islámico del Iraq y el Levante (EIIL) para legitimar sus operaciones en la República Árabe Siria y separarse de la Marca Al Qaeda.",0
"740","Instando a todos los Estados, organismos internacionales y organizaciones regionales a que asignen recursos suficientes, incluso mediante alianzas internacionales, para hacer frente a la amenaza directa y actual que plantean Al-Qaida, Usama bin Laden y los talibanes, y las personas, grupos, empresas y entidades asociados con a ellos,",1
"741","Deben realizarse esfuerzos desde el principio para garantizar la coordinación con los órganos de aplicación de la ley y otras autoridades nacionales; desarrollar marcos legales nacionales apropiados; y mejorar la capacidad de los sistemas judicial y policial.",1
"742","La Comisión observa que no hay pruebas de que el asesinato de ocho policías y las heridas a 27 agentes de policía fueran otra cosa que acciones espontáneas de hombres individuales realizadas enteramente al margen de las órdenes de la jerarquía de las F-FDTL.",1
"743","Sobre la base del examen inicial realizado por la MINURSO, se desplegó un equipo de examen del personal y, posteriormente, un equipo de evaluación de la gestión del Departamento de Operaciones de Mantenimiento de la Paz, para ultimar las recomendaciones encaminadas a reconfigurar la estructura civil para apoyar mejor las actuales actividades encomendadas, garantizar una mayor integración entre los componentes militar y civil y mejorar la gestión de la MINURSO.",1
"744","8. En estrecha cooperación con los Comités establecidos en virtud de las resoluciones 1267 (1999) y 1540 (2004) y de conformidad con su mandato, el Comité prestará especial atención a los Estados que se retrasen en la presentación de información pertinente y examinará la mejor manera de hacerlo. para abordar la cuestión.",0
"745","""El Consejo de Seguridad reitera su enérgica condena de todas las violaciones del derecho internacional aplicable cometidas contra mujeres y niñas en situaciones de conflicto armado y posteriores a un conflicto, incluidas la violación, otras formas de violencia sexual y de género y los asesinatos y mutilaciones que contravienen las normas internacionales. ley.",1
"746","La única cuestión en la que coinciden los participantes es que no hubo discusión sobre armas.",1
"747","""El Consejo de Seguridad recuerda las resoluciones 1267 (1999) y 1989 (2011), 1373 (2001), 1540 (2004) y 1624 (2005), así como otros instrumentos internacionales aplicables contra el terrorismo, destaca la necesidad de su plena aplicación, renueva su llamamiento a los Estados para que consideren la posibilidad de convertirse en partes lo antes posible en todos los convenios y protocolos internacionales pertinentes y para que cumplan plenamente sus obligaciones en virtud de aquellos en los que son parte, y toma nota de la recomendación del Comité Ad Hoc establecido en virtud de la resolución 51/ de la Asamblea General 210, señalando que se necesitaba más tiempo para lograr avances sustantivos en las cuestiones pendientes y decidiendo recomendar que la Sexta Comisión, en su sexagésimo noveno período de sesiones de la Asamblea General, establezca un grupo de trabajo con miras a finalizar el proceso sobre la proyecto de convenio general sobre terrorismo internacional.",1
"748","Relaciones entre Sierra Leona y sus vecinos",0
"749","i) Mejorar su cooperación con organizaciones internacionales, regionales y subregionales y desarrollar formas de operar con esas organizaciones caso por caso, reflejando la variación en la capacidad y el mandato de cada organización, incluidos intercambios a nivel de trabajo, sesiones informativas para y del Comité, y mejores acuerdos para el intercambio de información;",1
"750","2. El mandato de la misión figura en el anexo del documento S/2003/558.",0
"751","Véanse también, por ejemplo, las resoluciones 1917 (2010), párr. 33; 1906 (2009), párr. 3; 1896 (2009), undécimo párrafo del preámbulo; 1892 (2009), párrafos preámbulos séptimo, noveno y decimosexto; y 1868 (2009), quinto párr. del preámbulo. y párr. 23.",0
"752","40. Unos 8.490 excombatientes han recibido apoyo para la reintegración del PNUD y sus asociados en la ejecución en el norte del Sudán.",0
"753","""En el contexto de la expiración del mandato de la Misión el 31 de diciembre de 2010, el Consejo de Seguridad encomia la contribución de la MINURCAT por brindar, sin perjuicio de la responsabilidad primordial del gobierno del Chad, seguridad a los refugiados, los desplazados internos y la asistencia humanitaria. actores en el este del Chad y por sus esfuerzos para mejorar la capacidad del ""Détachement intégré de sécurité"" (DIS) del Chad.",1
"754","En una declaración de prensa del Presidente, los miembros del Consejo expresaron su profunda preocupación por la grave situación humanitaria, ya que los recientes combates habían provocado un aumento de las violaciones de los derechos humanos y nuevos desplazamientos de población.",0
"755",":: Ley de asistencia mutua en asuntos penales, 1991",0
"756","1.8 Ley de Delitos Extraterritoriales de 1976;",0
"757","30. La iniciativa de vigilancia comunitaria de la UNMIK ha fortalecido los vínculos con la comunidad local.",0
"758","Estas pueden estar relacionadas con (a) la divulgación y orientación del sector privado; (b) la supervisión de las organizaciones benéficas; (c) las medidas de cumplimiento para garantizar que las organizaciones benéficas cumplan con los requisitos para combatir el lavado de dinero y la financiación del terrorismo; y (d) la participación internacional. E. Empresas y profesiones no financieras",1
"759","Las Naciones Unidas estaban examinando la mejor manera de fortalecer las capacidades de lucha contra el terrorismo de las misiones políticas especiales de las Naciones Unidas, las operaciones de mantenimiento de la paz y los equipos de las Naciones Unidas en los países.",1
"760","Por lo tanto, el Comité transmitirá las recomendaciones al Comité contra el Terrorismo establecido en virtud de la resolución 1373 (2001).",1
"761","en qué áreas a nivel nacional y/o internacional opera la organización benéfica; y",0
"762","Enfoque propuesto para sensibilizar el marco de análisis de conflictos sobre las cuestiones de género, incluido el desarrollo de indicadores apropiados para el género y variables relacionadas con los conflictos.",1
"763","Exhorta a los Estados que aún no lo hayan hecho a que consideren la posibilidad de ratificar los principales instrumentos del derecho internacional humanitario, de los derechos humanos y del derecho de los refugiados, y a que adopten medidas legislativas, judiciales y administrativas apropiadas para aplicar esos instrumentos a nivel nacional, recurriendo a la asistencia técnica, según corresponda, de organizaciones internacionales pertinentes, incluido el Comité Internacional de la Cruz Roja y órganos de las Naciones Unidas.",1
"764","El reclamante también ha presentado relatos detallados de las medidas adoptadas para documentar su reclamación. Las razones por las que se presentó un número limitado de.",0
"765","Sin embargo, estas variaciones de producción/tiempo tienen un efecto significativamente menor sobre el valor en dólares de las exportaciones que los actuales diferenciales de precios del petróleo crudo.",0
"766","Algunos Estados tienen capacidad para congelar sin demora fondos y activos vinculados al terrorismo, aunque en la mayoría de los casos es limitada.",0
"767","22. La situación en Guinea-Bissau (6 de noviembre de 1998; 26 de julio de 2012).",0
"768","49. El tratado regularía la producción de petróleo del yacimiento de Bayu-Undan, que pronto comenzará a producir.",0
"769","No hace falta decir que hoy en día no existen patrones continuos de violencia sexual en Kenia, y ninguna de las actividades reportadas en relación con Kenia tuvo lugar durante el período de informe actual de 2010-2011.",0
"770",":: Gran Cruz con Collar de la Orden del Mérito, República de Italia, 2004",0
"771","Convención sobre la protección física de los materiales nucleares (16 de febrero de 2004)",0
"772","Aparte de enfrentamientos esporádicos entre manifestantes y la policía, no se informó de violencia.",0
"773","El Consejo reafirma que poner fin a la impunidad es esencial para que una sociedad en conflicto o en recuperación de un conflicto pueda superar los abusos pasados ​​cometidos contra civiles y prevenir abusos de ese tipo en el futuro.",1
"774","Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,",0
"775","Los miembros del Consejo expresaron unánimemente su preocupación por el estado del proceso de paz y expresaron su esperanza de que la próxima reunión del Grupo de Amigos del Secretario General lo hiciera avanzar. Otros asuntos",1
"776","1. El presente informe se refiere al examen de la Lista Consolidada realizado del 30 de junio de 2008 al 31 de julio de 2010 por el Comité establecido en virtud de la resolución 1267 (1999).",0
"777","El juicio comenzó el 26 de febrero de 2010.",0
"778","4. Exhorta a todos los Estados que no son Partes en el TNP a que se adhieran al Tratado como Estados no poseedores de armas nucleares a fin de lograr su universalidad en una fecha próxima y, en espera de su adhesión al Tratado, a que respeten sus condiciones;",1
"779","(n) Coordinar y cooperar con el punto focal nacional de lucha contra el terrorismo u organismo coordinador similar en el país de la visita, cuando corresponda;",0
"780","Un Estado citó un amplio plan antiradicalismo, adoptado en 2006, cuyo objetivo es combatir la radicalización y al mismo tiempo proteger los valores democráticos.",1
"781","651. La Comisión también recomienda que las medidas diseñadas para romper el ciclo de impunidad incluyan el ejercicio por otros Estados de la jurisdicción universal, como se describe en otras partes del presente informe.",1
"782","El Consejo afirma la necesidad de llevar ante la justicia, de manera adecuada, a las personas que incitan o causan violencia contra civiles en situaciones de conflicto armado o que de otro modo violan el derecho internacional humanitario y el derecho internacional de los derechos humanos.",1
"783","""El Consejo de Seguridad acoge con satisfacción el establecimiento de un mecanismo de supervisión nacional por parte del Presidente Joseph Kabila de la República Democrática del Congo, tal como lo solicitan el Marco del PSC y la Resolución 2098 (2013), y pide al Presidente de la República Democrática del Congo que garantice la transparencia y la inclusión en este mecanismo.",1
"784","13. Alienta a Interpol a intensificar sus esfuerzos con respecto a la amenaza de los combatientes terroristas extranjeros y a recomendar o establecer recursos adicionales para apoyar y alentar medidas nacionales, regionales e internacionales para monitorear y prevenir el tránsito de combatientes terroristas extranjeros, como la ampliación de la uso de avisos especiales de INTERPOL para incluir a los combatientes terroristas extranjeros;",1
"785","Esto también serviría para promover la cooperación regional contra el terrorismo.",1
"786","""El Consejo alienta la cooperación internacional y regional para identificar el origen y la transferencia de armas pequeñas y ligeras a fin de impedir su desvío, incluso hacia Al-Qaida y otros grupos terroristas.",1
"787","Cuatro Estados han penalizado adecuadamente la financiación del terrorismo, mientras que tres no lo han hecho en absoluto.",0
"788","27. El RPA continuó bombardeando y realizando ataques inútiles contra estas posiciones de las UPDF y destruyó la central eléctrica del río Tshopo desde bases tácticas que habían establecido en medio de áreas civiles edificadas.",0
"789","Por esta razón, es importante establecer mecanismos efectivos, duraderos y holísticos para la colaboración regional en las áreas de aplicación de la ley, seguridad fronteriza, asistencia legal mutua y extradición.",1
"790","6. El 14 de abril de 2011, el Coordinador se reunió con el Subsecretario del Ministerio de Asuntos Exteriores de Kuwait, Khaled Al Jarallah, quien señaló que la tarea de encontrar los restos mortales de las víctimas kuwaitíes no debía ""mezclarse"" con la evolución de las relaciones políticas entre el Iraq y Kuwait.",1
"791","En muy pocos casos también se informó de que los rebeldes cometieron actos de saqueo durante un ataque a una aldea, en particular en Darfur occidental.",0
"792","Observando con preocupación que el terrorismo sigue planteando una grave amenaza a la paz y la seguridad internacionales, al disfrute de los derechos humanos y al desarrollo social y económico de todos los Estados Miembros, y socava la estabilidad y la prosperidad mundiales, y que esta amenaza se ha vuelto más difusa, con un aumento, en diversas regiones del mundo, de los actos terroristas, incluidos los motivados por la intolerancia o el extremismo, expresando su determinación de combatir esta amenaza y destacando la necesidad de asegurar que la lucha contra el terrorismo siga siendo una prioridad en la agenda internacional,",1
"793","Exhorta a todas las partes a que cooperen plenamente con la comisión internacional independiente de investigación creada por el Consejo de Derechos Humanos [fecha] para investigar los hechos y circunstancias que rodean las denuncias de graves abusos y violaciones de los derechos humanos cometidos en [el país afectado] ..., y pide al Secretario General que transmita este informe al Consejo de Seguridad y a otros órganos internacionales pertinentes",1
"794","Algunos Estados Miembros también expresaron preocupación por las tensiones en el recinto de Haram al-Sharif/Monte del Templo en Jerusalén en las semanas anteriores, y pidieron a las partes que evitaran medidas unilaterales que socavaran las perspectivas de paz.",1
"795","9. Convenio del Consejo de Europa sobre el blanqueo, búsqueda, embargo y decomiso del producto del delito (1990)",0
"796","En este sentido, y de conformidad con el comunicado del Consejo de Paz y Seguridad de 25 de noviembre de 2014, solicitamos a la Comisión y a los países de la región que redoblen sus esfuerzos conjuntos para movilizar el apoyo internacional necesario, incluida la adopción por parte del Consejo de Seguridad de las Naciones Unidas de una resolución que apoye el establecimiento y despliegue del grupo de trabajo multinacional conjunto, así como el establecimiento de un fondo fiduciario.",1
"797","La nota del Ministerio de Asuntos Exteriores de Rusia contiene una propuesta para que los Estados miembros de la Commonwealth adopten medidas análogas y se retiren del régimen de restricciones contra Abjasia, establecido en 1996.",1
"798","La vulnerabilidad de la población civil se ve aún más exacerbada por la limitada disponibilidad de infraestructura y servicios sociales básicos, incluidas carreteras, escuelas y centros de salud.",0
"799","El Gobierno reconoció el ataque y ofreció indemnizar a las víctimas.",1
"800","22. Sobre la base del acuerdo concertado por el Primer Ministro y mi ex Representante Especial el 13 de mayo de 2009 (véase S/2009/504, párr. 20), que reitera los criterios mutuamente acordados para la reasunción de las responsabilidades policiales primarias por parte de la policía nacional , al 20 de septiembre, equipos conjuntos de evaluación integrados por representantes civiles y policiales del Gobierno y la UNMIT habían evaluado los 13 distritos y 6 unidades.",0
"801","12. Reitera su agradecimiento a los socios de la UA que ya apoyan a la MISCA, a saber, los Estados Unidos, Francia y la Unión Europea (UE), y toma nota con satisfacción del apoyo técnico proporcionado por las Naciones Unidas de conformidad con el párrafo 37 de la resolución 2127 del Consejo de Seguridad ( 2013) de 5 de diciembre de 2013, así como las contribuciones ya hechas al Fondo Fiduciario establecido por el Secretario General de las Naciones Unidas de conformidad con el párrafo 43 de la resolución 2127 (2013), por Canadá y Luxemburgo, y las promesas hechas por Japón y los Estados Unidos. Reino.",0
"802","Una vez más, condenamos el asesinato de civiles, tanto del lado palestino como del israelí.",0
"803","El Consejo de Seguridad reconoce la necesidad de una colaboración constante de los organismos humanitarios con todas las partes en un conflicto armado con fines humanitarios, incluidas actividades destinadas a garantizar el respeto del derecho internacional humanitario.",1
"804","3. Destaca la necesidad de mejorar la coordinación y aumentar el intercambio de información entre el Comité establecido en virtud de la resolución 1267 (1999) (en adelante denominado ""el Comité"") y el Comité establecido en virtud de la resolución 1373 (2001);",1
"805","6. Convención sobre la protección física de los materiales nucleares de 1980",0
"806","Destacando en este contexto la importancia de que el Gobierno [del país afectado] siga avanzando para poner fin a la impunidad y fortalecer las instituciones judiciales, el Estado de derecho y el respeto de los derechos humanos en [el país afectado], incluidos los de las mujeres y las niñas, y en el reconstrucción y reforma del sector penitenciario en [el país afectado].",1
"807","60. En su resolución 1783 (2007), el Consejo de Seguridad pidió al Secretario General que siguiera adoptando las medidas necesarias para garantizar el pleno cumplimiento en la MINURSO de la política de tolerancia cero de las Naciones Unidas respecto de la explotación y los abusos sexuales.",1
"808","3. Decide seguir ocupándose del asunto.",0
"809","Durante el período que abarca el informe, el componente de policía de la UNMIS se centró en capacitar al Servicio de Policía del Sudán meridional en materia de seguridad para el referéndum y ayudarlo a preparar sus planes de seguridad para el referéndum.",0
"810","Nombramiento de los dos Vicepresidentes:",0
"811","Por invitación del Presidente del Consejo Económico y Social, el Presidente del Consejo asistió a una reunión sobre los grupos asesores especiales sobre países africanos que salen de conflictos (Burundi y Guinea-Bissau).",1
"812","13. Los Comisionados decidieron que, a fin de recomendar ""medidas para garantizar la rendición de cuentas por los crímenes y violaciones graves de los derechos humanos presuntamente cometidos durante el período antes mencionado, teniendo en cuenta que el Gobierno de Timor-Leste considera que el sistema de justicia interno, que que cuenta con la participación de jueces, fiscales y abogados defensores internacionales, debería ser la vía principal para la rendición de cuentas por estos presuntos crímenes y violaciones"", necesitarían hacer una evaluación preliminar del sistema de justicia interno existente en Timor-Leste.",1
"813","La UNODC organizará un taller nacional sobre cooperación internacional en asuntos penales relacionados con el terrorismo, el crimen organizado transnacional y la corrupción para Namibia en marzo de 2014.",1
"814","Jebel Moon, Darfur occidental, octubre de 2006",0
"815","36. En otros casos, las misiones políticas especiales del Consejo han desempeñado un papel importante al ayudar a los Estados a reducir el espacio estratégico que se otorga a los grupos terroristas mediante su participación en delitos transfronterizos.",0
"816","Artículo de Reuters del 5 de febrero de 1999",0
"817","64. Desde 1950, la República Popular Democrática de Corea ha participado en el secuestro sistemático, la denegación de repatriación y la posterior desaparición forzada de personas de otros países en gran escala y como cuestión de política de Estado.",0
"818","275. La extradición de terroristas también sigue enfrentando muchos obstáculos y no es fácil ni fácil.",0
"819","S/RES/1896 (2009), op. 12",0
"820","El Grupo investigó esta denuncia y descubrió que la persona en cuestión era Samuel Wlue, ex Ministro de Comercio e Industria del Gobierno Nacional de Transición de Liberia.",0
"821","El mayor general Cameron Ross continuó como comandante de la fuerza.",0
"822","10. El 24 de julio de 2008, el Comité mantuvo un intercambio de opiniones con el Representante Especial del Secretario General para Somalia, Sr. Ahmedou Ould-Abdallah, en relación con la solicitud del Consejo contenida en los párrafos 6 y 7 de la resolución 1814 (2008). .",1
"823","139. El Equipo también ha iniciado debates con otros grupos de expertos sobre posibles nuevos enfoques respecto de los requisitos de presentación de informes impuestos a los Estados por los tres Comités, y sobre formas de establecer sistemas más eficientes de intercambio de información.",1
"824","Sin embargo, cinco acusados ​​siguen en libertad, entre ellos Karadzic y Mladic.",0
"825","22. Solicita al Gobierno de la República Democrática del Congo que, con el apoyo de la comunidad internacional y de la MONUC, elabore y aplique con carácter de urgencia una estrategia integral de reforma del sector de la seguridad nacional, basada incluso en los resultados de la Mesa Redonda sobre Sector de Seguridad celebrada en febrero de 2008, con el fin de establecer organizaciones de seguridad profesionales en los ámbitos de la defensa, la policía y la administración de justicia que protejan a los civiles, estén bien administradas y actúen de conformidad con la Constitución y con el respeto del estado de derecho, derechos humanos y el derecho internacional humanitario e insta al Gobierno congoleño a garantizar la sostenibilidad del apoyo prestado por sus socios en este ámbito, en particular dando prioridad a la reforma de la administración y las estructuras de mando de las FARDC y de todas sus demás fuerzas de seguridad, y reitera su Pide a las autoridades congoleñas que establezcan un mecanismo de investigación que tenga en cuenta, a la hora de seleccionar candidatos para puestos oficiales, incluidos puestos clave en las fuerzas armadas, la policía nacional y otros servicios de seguridad, las acciones pasadas de los candidatos en términos de respeto del Derecho internacional humanitario. y derechos humanos;",1
"826","En consecuencia, el Grupo recomienda una indemnización de 7.943.030 dólares de los EE.UU. por esta parte de la reclamación. Oportunidades recreativas perdidas",0
"827","El Gobierno también comparte algunas de las preocupaciones expresadas en el informe sobre, entre otras cuestiones, los derechos humanos y la situación de las mujeres y los niños.",0
"828","Sugirieron una mayor creación de redes o la vinculación de las redes existentes y destacaron la importancia de las reuniones cara a cara y los intercambios entre pares. Los participantes recomendaron considerar a este respecto el ""proceso de Wiesbaden"".",1
"829","""El Consejo de Seguridad destaca que las organizaciones regionales y subregionales desempeñan un papel importante a la hora de abordar el tráfico ilícito de armas pequeñas y ligeras y la necesidad de tener en cuenta en los mandatos de las operaciones de mantenimiento de la paz, cuando corresponda, los instrumentos regionales que permitan a los Estados identificar y rastrear armas pequeñas y ligeras ilegales.",1
"830","En la mañana del 24 de mayo, ocho soldados de las F-FDTL que realizaban una patrulla de observación en las colinas fueron atacados y contenidos por un grupo de personas armadas desde una posición más alta.",0
"831","[P]ele [a la misión] que fortalezca su capacidad de gestión de conflictos completando lo antes posible su estrategia integrada para apoyar los mecanismos locales de resolución de conflictos tribales a fin de maximizar la protección de los civiles; acoge con satisfacción el desarrollo de una estrategia integral sobre la protección de civiles y alienta [a la misión] a continuar y completar su trabajo sobre la estrategia de manera oportuna; y pide nuevamente [a la misión] que, de conformidad con su mandato y sus capacidades actuales, realice patrullas proactivas en zonas con alto riesgo de conflicto localizado.",1
"832","Reiterando además la obligación de los Estados miembros de impedir el movimiento de grupos terroristas mediante, entre otras cosas, controles fronterizos eficaces y, en este contexto, de intercambiar información rápidamente, mejorar la cooperación entre las autoridades competentes para prevenir el movimiento de terroristas y grupos terroristas hacia y de sus territorios, el suministro de armas a los terroristas y la financiación que apoyaría a los terroristas,",1
"833","564. En consonancia con el comentario anterior sobre la estructura de los grupos rebeldes, la Comisión ha reunido suficiente material fiable para señalar a cuatro personas que ocupan puestos de importancia dentro de los diferentes grupos rebeldes y que pueden ser sospechosas de ser responsables de no haber impedido o reprimido deliberadamente la comisión de crímenes por parte de los rebeldes.",0
