"es_en_DEEPL"	"MatConf"
"Through the Community Watch initiative, UNMIK has strengthened its ties with local communities."	0
"On September 3, the Government of India informed the United Nations of its decision not to renew the contract for the deployment of six military utility helicopters (Mi-17) to UNMIS beyond October 31."	1
"The team then inspected an operating room where gamma rays were used and examined the apparatus and its operation."	0
"Jordan Valley (Jordan), November 20-21, 2007"	0
"d) Population identification and voter registration operations"	0
"Circular 357 of the Minister of the Interior dated April 6, 2005, ordering:"	0
"This is a consequence of political bargaining at the Somali National Reconciliation Conference, which relies heavily on the power of militia leaders and their clan associations."	0
"A more intensive public campaign would have avoided, among other things, misperceptions among the public regarding the determination of a special zone around the Deçan/Dečani monastery."	0
"Authorities also noted that small arms and light weapons from previous conflicts in the region continued to circulate."	1
"Since the publication of the report, there has been a significant increase in attention devoted to the situation on Liberia's border with Côte d'Ivoire."	0
"There was no military necessity to cause the destruction and devastation that took place."	1
"S/RES/1778 (2007), para. 1."	0
"Convinced also that a political solution to the conflict can contribute to the fight against the scourge of terrorism and related activities, which persist in the region, and facilitate their eradication;"	1
"This amount comprises (a) US$5,118 (Lit. 5,933,824) for office expenses, (b) US$10,328 (Lit. 11,973,737) for equipment maintenance, (c) US$11,757 (Lit. 13,629,252) for customs expenses and (d) US$15,565 (Lit. 18,043,960) for bond deposits."	0
"Several delegations urged the Government of Mali to investigate human rights violations and expressed concern about the release of perpetrators of serious human rights crimes."	0
"The revised list was also posted on the Committee's Web site."	0
"In addition to the 12 individuals listed as deceased, the Team is aware of 7 others whose States of residence or nationality have indicated to the Committee, the Team or Interpol that they are deceased, as well as 13 others whose deaths have been reported in public media but for whom neither the Committee nor the Team has yet received official notification."	1
"The number of incidents involving North Atlantic Treaty Organization (NATO)-launched beam ammunition has decreased significantly due to a change in strategy, which has greatly increased the speed of disposal of easily accessible beam bombs."	1
"(ii) Investments include securities and other marketable instruments acquired by the Organization to produce income."	0
"Asset freezes can curb terrorist financiers by limiting their access to the formal banking system and their ability to collaborate with legitimate business entities."	1
"The immunity currently enjoyed by other public officials, such as police officers, for human rights violations should also be abolished."	1
"The technical assessment mission met with a wide range of international and Ivorian stakeholders, including President Gbagbo, Prime Minister Soro, the Chiefs of Staff of the Ivorian defense and security forces and of the Forces Nouvelles, representatives of the political parties and leaders of the national institutions responsible for the implementation of the main processes envisaged in the Ouagadougou Agreement."	0
"Mr. Mulet (speaking in French): I would like to thank members for the opportunity to provide an update on the situation in eastern Chad and northeastern Central African Republic."	0
"The session consisted largely of an exchange of questions and answers, in which the Troika responded to interventions from the members of the Working Group."	0
"All but one of the States have legislation to regulate non-profit organizations, but only one has enacted and effectively enforced legal provisions to prevent the financing of terrorist activities through such organizations."	0
"Before presenting the results of the Commission's findings of fact and legal qualification, it is useful to explain some aspects of the displacement and destruction in order to give a clear picture of the magnitude and gravity of the situation."	1
"The Deputy Special Representative of the Secretary-General indicated that since the outbreak of the conflict in December 2013, information had been received through the monitoring and reporting mechanism indicating that both parties to the conflict were responsible for violations and abuses against children, including killing and maiming, recruitment and use, and sexual violence."	1
"b) There was no coordination among all the security agencies present at the crime scene;"	1
"As communicated to the Commission by the PNTL, only petitioners who were wandering would be arrested and handed over to the PNTL and no arrest operation was authorized."	1
"Eritrea has been organizing, training and sending to Ethiopia all kinds of gangsters and terrorist elements to create turmoil in our country and cause political instability."	1
"4. Hamoud Alsaleh Hamoudeh, 60 years of age"	0
"They experience pressures on important elements of their identity, such as language, culture and religious tradition, as well as their economic survival."	1
"\"The Security Council, stressing that peace and security in the world are indivisible, and taking into account the interconnectedness and independence of the world, reaffirms that terrorism in all its forms and manifestations constitutes one of the most serious threats to international peace and security and that all acts of terrorism are criminal and unjustifiable, regardless of their motivation, wherever and by whomever committed."	0
"At the same time, we must recognize that Timor-Leste still faces enormous challenges in the areas of economic development and improving the living conditions of the population."	0
"It is clear from the information gathered and verified by the Commission that the rape and other acts of sexual violence committed by Janjaweed militiamen and government soldiers in Darfur were widespread and systematic and could therefore constitute a crime against humanity."	1
"(c) Cooperate closely to fully implement the sanctions against terrorists and their associates, in particular Al-Qaida and the Taliban and their associates, as set out in resolutions 1267 (1999), 1390 (2002) and 1455 (2003), take urgent measures to deny them access to the financial resources they need to carry out their activities, and cooperate fully with the Monitoring Group established pursuant to resolution 1363 (2001);"	1
"I lived on the third floor with my family."	0
"The closure and handover of the camps in their areas of operation has fully commenced."	0
"In the period from October 16, 2012 to April 26, 2013, the OTP used 101 hours of the 200 hours allocated to it."	0
"Some concerns have been expressed about the fairness of the census, most recently by several presidential candidates."	0
"Of the 238 regime attacks on Aleppo, only 14 targeted ISIL."	1
"It is also worth noting that the Minister of Social Affairs in West Darfur (who is also the Deputy Governor of West Darfur State) held the villagers responsible for the destruction that had resulted in their collective displacement because they had allowed their children to join the rebels and their villages to be used for rebel activities."	1
"Following the arrival of troops loyal to President Yusuf and their deployment in an area near Jawhar, south of the town, in early September, Commerce Minister Muse Sudi Yallahow was reported to have sent several \"technical vehicles\" to reinforce his troops in Balad, south of Jawhar."	1
"Reserves and fund balances at end of period"	0
"Regarding the discussion of procedural changes, the Team agrees that as part of any reform, the more legal nature that the Council has sought to bring to the regime in recent years should be promoted, for example through the introduction of the \"associated with\" criterion set out in resolution 1617 (2005), as well as the summaries of reasons for inclusion and review mechanisms provided for in resolution 1822 (2008)."	0
"The reasons given for this were the non-appearance of victims before the Committee, the lack of witnesses and the fact that the victims had not presented themselves for medical examinations and had not provided reports of previous examinations carried out by competent authorities."	0
"b) Mamoon detergent project equipment"	0
"Funds have also been transferred to shell companies, alter egos and aliases, as well as to successor entities."	0
"The intentional killing of a detained combatant constitutes a war crime."	1
"On the morning of May 24, eight F-FDTL soldiers conducting an observation patrol in the hills were attacked and contained by an armed group from a higher position."	1
"The Commission first notes that it has identified 10 senior central government officials, 17 local government officials in Darfur, 14 members of the Janjaweed militias, and 7 members of the various rebel groups and 3 officers of a foreign army (who participated individually in the conflict) who are suspected of bearing individual criminal responsibility for the crimes committed in Darfur."	0
"B. Commitments of the countries of the region"	0
"Even during the period of the most severe famine, the State prevented the delivery of food aid by imposing conditions that were not based on humanitarian considerations."	1
"Below are some examples of indicators related to this field:"	0
"The Commission notes that, during the conflict in Darfur, a pattern of looting and rape by Janjaweed militias has clearly emerged, a fact that could not have been unknown to the persons identified by the Commission."	1
"As Al-Qaida and its associates will use any type of explosive available to carry out their attacks, the Team recommends that the Committee encourage Member States to apply the term \"weapons and related materials of all types\" in the Al-Qaida arms embargo to all types of explosives, whether military, civilian or improvised, and in addition to raw materials and components that can be used to manufacture IEDs or unconventional weapons, including but not limited to chemical components, detonating cords, fertilizers and poisons."	1
"In accordance with the provisions of Article 3, which is common to the four Geneva Conventions, international humanitarian law is also applicable in armed conflicts not of an international nature."	0
"A total of 179 national police officers (59 women) and 93 UNMIT police officers (12 women) were trained."	1
"A true understanding of the challenges facing individual countries is developing."	0
"II. EVENTS OCCURRING DURING THE PERIOD UNDER REVIEW"	0
"The Al-Rafidain Bank document indicates that no losses had been recorded as of May 20, 1993."	0
"In fact, the use of money carriers is considered one of the main methods for moving illicit funds, laundering money and financing terrorism."	1
"On April 14, 2012, the Security Council adopted resolution 2042 (2012), in which it noted that the Government of Syria had committed to implement the six-point proposal of UN Special Envoy Mr. Kofi Annan. Kofi Annan; called for urgent, comprehensive and immediate implementation of all elements of the proposal; called upon all Syrian parties, including the opposition, to immediately cease all armed violence in all its forms; and expressed its intention to immediately establish, following consultations between the Secretary-General and the Government of Syria, a United Nations monitoring mission in Syria to monitor the cessation of armed violence in all its forms and by all parties."	0
"Acts of torture perpetrated by civilian population"	1
"States have made considerable progress in establishing anti-money laundering and counter-terrorist financing laws, but there is a need for increased regional cooperation at the operational level."	0
"Three days later, the Jaleele bought 25 AK-47 assault rifles, 2 anti-aircraft machine guns, 6 PKM machine guns, 4 RPG-2 rocket launchers and ammunition."	1
"First, transnational crime and lax border controls can weaken state authority."	1
"15. Takes note of the measures taken by MONUC to address cases of sexual exploitation and abuse, as well as the zero-tolerance policy, requests the Secretary-General to continue to fully investigate allegations of sexual exploitation and violence committed by MONUC civilian and military personnel, and to take the relevant measures set out in his bulletin on special measures for protection from sexual exploitation and sexual abuse (ST/SGB/2003/13);"	0
"The Philippines expects other States parties to the NPT to do likewise."	0
"Deeply concerned by the frequency with which acts of violence are committed in many parts of the world against journalists, media professionals and their associated personnel in armed conflicts, including deliberate attacks in contravention of international humanitarian law,"	1
"The Team now also recommends that as soon as the Team or the Committee receives a report of the death of a listed individual, the Team should make every effort to establish the facts, in cooperation with the States concerned, and transmit its findings to the Committee as soon as possible."	0
"Taking into account the facts ascertained by the Commission, it is clear that the rebels launched attacks against the civilian population, which constitute war crimes."	1
"*The memorandum from the General Secretariat,"	0
"In the absence of such guidelines, including the determination of criteria for the selection of cases to investigate and prosecute, the committees lacked guidance as to appropriate methods for investigating crimes constituting gross violations of human rights."	1
"Some members called for the Council to contribute more significantly to efforts to bring the parties back to the negotiating table on the two-state solution and said that Israeli settlements undermined prospects for peace."	0
"Emphasizing the obligation imposed on all Member States to fully implement resolution 1373 (2001), especially with regard to the Taliban or Al-Qaida and individuals, groups, undertakings and entities associated with Al-Qaida, Usama bin Laden or the Taliban who have been involved in the financing, planning, facilitating, preparing or committing terrorist acts, recruiting people to commit terrorist acts or otherwise providing support for them, as well as facilitating the implementation of counter-terrorism obligations in accordance with the Council resolutions, planning, planning, facilitating, preparing or committing terrorist acts, recruiting people to commit terrorist acts or otherwise providing support for them, as well as facilitating the implementation of counter-terrorism obligations in accordance with relevant Security Council resolutions,"	0
"A printed copy of the Decree, as well as of the Extradition Law and the Passport Law, is attached."	0
"7. Notes that such means of financing or support include, inter alia, the use of proceeds derived from criminal activities, including the illicit cultivation, production and trafficking of narcotic drugs and their precursors;"	1
":: On November 29, 2014, regime helicopters dropped two barrel bombs on a clinic in the village of Kafr Sajna in Idlib, which was partially destroyed."	1
"VI. CLAIM OF THE KUWAIT PETROLEUM CORPORATION (CLAIM NO. 4003198) 309 - 352 84"	0
"102. The Commission concluded that the Government, when faced with the uprising in Darfur by two rebel movements in early 2003, appealed to a number of Arab tribes to assist in the fight."	1
"Some of these League recruits from the Maoist army and militia are under 18 years of age."	1
"Thus, the conflict does not merely consist of a situation of internal tensions and internal disturbances, riots or sporadic and isolated acts of violence, but rather the requirements of a) the existence of organized armed groups fighting against the central authorities, b) control by the rebels of part of the territory and c) prolonged armed confrontation, provided for in common article 3 of the Geneva Conventions, which confer on this situation the character of an internal armed conflict, are met."	1
"The Security Council reaffirms the relevant provisions of the 2005 World Summit Outcome Document on the protection of civilians in armed conflict, in particular paragraphs 138 and 139, regarding the responsibility to protect populations from genocide, war crimes, ethnic cleansing and crimes against humanity."	0
"The Commission's forensic experts were able to verify that some of the soldiers were buried in trenches dug around the military camp, and that all civilians were buried in mass graves in the village cemetery."	1
"1. By an official who has used his or her official position;"	0
"14. Report of the Special Rapporteur of the Commission on Human Rights on extrajudicial, summary or arbitrary executions during her mission to the Sudan (E/CN.4/2005/7/Add.2)."	1
"By signaling that the killing of Yemenis would have no consequences, the agreement enshrining immunity has contributed to prolonging the bloodshed."	1
"Ambassador Jean-Marc de la Sabliere (France)"	0
"Arms trafficking also fostered a market for the protection of armed groups and smugglers who controlled the illicit trafficking routes."	1
"(j) Unlawful detention, abusive treatment in Eritrean prisons, and inhumane treatment and poor quality of food and accommodation in detention camps;"	1
"At this time, the list of individuals established by the Committee pursuant to resolution 1483 (2003) contains 89 names; the list of entities established by the Committee pursuant to the same resolution contains 208 names."	0
"The Team has also sought to raise awareness of the Al-Qaida sanctions within the commercial airline industry by working closely with the International Civil Aviation Organization (ICAO), the International Air Transport Association (IATA) and private industry."	1
"On March 25, in the area known as PK 18, in Abobo, between 9:30 a.m. and 10:00 a.m., two policemen were brutally murdered."	1
"The Commission recommends further investigation to establish whether the following men of Commander Reinado were present at Fatu Ahi: MoisÃ©s Ramos, PlÃ¡cido Ribeiro GonÃ§alves, Deolindo Barros, AntÃ³nio Savio, Filomeno Soares Menezes, Francisco de Augusto, Gilson JosÃ© AntÃ³nio da Silva, Joaninho Maria Guterres, Joaquim Barreto, JosÃ© Bomes, Natalino Borges Pereira, AndrÃ© da Costa Pinto Martinho Almeida, Albilio da Costa de Jesus, Francisco Ximenes Alves, Filsberto Garcia, Dario da Silva Leong, Nelson Galucho and Nixon Galucho."	0
"Across the border in the Syrian Arab Republic, Jabhat al-Nusra, an AQI-affiliated entity, has seen its influence and number of fighters increase due to its involvement in the increasingly brutal civil war taking place in the country."	1
"As can be seen in the appendix to this letter, regime forces have been particularly vicious in the city of Ar-Raqqa, where, under cover of U.S. airstrikes against ISIL, they have massacred innocent civilians on an unprecedented scale."	1
"In the opinion of the Secretary General, the aforementioned credentials are in order."	0
"I hope to be able to count on the understanding and support that usually characterizes you."	0
"While the operational impact of Al-Qaida's top brass has diminished since the death of Osama bin Laden and several other key leaders, Al-Qaida's networks continue to evolve and have become a more complex phenomenon with the involvement of a wide variety of active supporters and fighters around the world."	1
"c) Mechanisms, regulations and procedures"	0
"To be held on Tuesday, June 17, 2014, at 10.09 a.m."	0
"2. Entry and exit of the country (paragraph 10)"	0
"A 10-year-old boy was one of 14 people killed as a result of escalating violence in the Kapilvastu district community in September 2007."	1
":: On November 2, 2014, Syrian regime fighter jets attacked Um Twyena, killing five people."	1
"It appears that excessive reliance was placed on the military and police experience of certain individuals."	0
":: Act No. 4 of 1978 on the Penal Code of Hungary"	0
"They then attacked the police station, killing two officers and taking weapons and ammunition."	1
"The potential increase during 2013 in the availability of MANPADS by Al-Qaida-affiliated entities in Africa, and as a result of the conflict in the Syrian Arab Republic, could pose a threat in the future."	1
"Net increase/(decrease) in cash and time deposits"	0
"After the attack, the entire population of the area went to Kailek."	1
"On August 25, a statement attributable to General Laurent Nkunda, one of the main culprits of the crisis in Bukavu in May 2004, was published in Goma, in which he threatened to overthrow the Transitional Government."	0
"The system of settling political differences and protecting interests through the use of arms is still in place, maintained by the acquisition of arms, from outside Somalia, which is currently occurring and rapidly increasing, in violation of the embargo."	1
"However, the effectiveness of controls could be greatly improved by increasing police patrols and acquiring detection equipment, especially given the vulnerability of the subregion's borders."	1
"Although the States of the subregion have the necessary legislation and institutions in place to suppress illicit trafficking in persons, arms and explosives, there are shortcomings in the practical implementation of measures to monitor and prevent illicit movement across borders."	1
"Listed groups also need to use force to support their objectives; however, in the areas where these groups are most active, there appears to be no shortage of weapons and explosives."	1
"After examining and analyzing all the facts, we came to the conclusion that it was most likely a surface explosion."	1
"Since November 2004, the Government of CÃ´te d'Ivoire has sought to repair, maintain and reconstitute the FACI, as a political statement that air power provides the Government with a military advantage not enjoyed by the FN."	1
"Some of the detainees suffered from serious health problems and had not had access to adequate medical treatment and diet."	1
"He further said that the IDP camps were used to launch attacks against the government."	1
"Report of the Secretary-General on the situation in the Central African Republic (S/2014/857)."	0
"Pursuant to paragraph 27 of resolution 2160 (2014), individuals and entities, whose name is on the List, or a third party on their behalf, may submit exemption requests through the focal point mechanism established in resolution 1730 (2006)."	0
"In discussing the development challenges facing Afghanistan, recent events highlight a bleak picture of the security situation."	0
"As a result, the detainees live in almost complete darkness for most of the day and night, and for periods of up to several months."	1
"It is generally agreed that the intensification of attacks coincides with the intensification of the internal armed conflict between the Government and the two rebel movements, i.e. SLM/A and JEM."	1
"Livestock, hides, incense and agricultural products are exported and mainly basic foodstuffs, consumer goods and relief materials are imported."	0
"The international community must be willing to assist in the establishment of agreements for greater decentralization."	0
"In conclusion, I wish to thank my Special Representative, Ameerah Haq, for her leadership, and all the staff of UNMIT and the United Nations country team for their commitment to supporting the people of Timor-Leste in advancing the cause of peace, stability and development."	0
"45. The situation in Chad, the Central African Republic and the subregion (27 August 2007; 20 December 2010)."	0
"a) Real estate: US$ 3,034,379."	0
"However, increasing the inclusiveness of the peace process vis-Ã -vis the warring parties remains a strong element for the sustainability of the conflict resolution."	0
"The guards who guarded the population used whips as a means of control and humiliation."	1
"No information on his whereabouts is currently available."	0
"On the same day, the G7 expressed its intention to organize a march on March 25, 2004 for the full and unconditional implementation of the Linas-Marcoussis Agreement."	1
":: On November 15, 2014, regime helicopters dropped a barrel bomb on the Omar ibn al-Khattab Mosque in Aleppo, causing significant damage."	1
"At the end of the reporting period, UNMIK Police consisted of approximately 4,400 officers from 53 countries, representing more than 90 percent of the total authorized strength."	1
"Many of the reports refer to abductions of women."	1
"The Ministry did not provide any further explanation about the situation of these companies."	0
"34. The situation in Sierra Leone (27 November 1995; 21 December 2007)."	0
"For example, Burkina Faso attaches importance to combating violent extremism and is fighting attempts to recruit terrorists."	1
"Prior to the fifth extraordinary meeting, the Committee will hold thematic discussions on enhancing efforts to limit the mobility of terrorists, with the participation of experts from all relevant technical international organizations."	0
"The Mission continued to carry out awareness-raising activities within the framework of the \"UN Cares\" strategy."	0
"(a) Decides to authorize the [peacekeeping mission] to take all necessary measures, in the areas of deployment of its forces and to the extent that it deems it has the capability to do so, in order to: ...."	1
"The permanent members of the Interministerial Council are as follows:"	0
"The military component continues to serve under extremely difficult conditions in the north."	1
"Stressing that one of the main obstacles to lasting peace in the Kivus is the presence and activities of illegal armed groups on Congolese territory, including the Forces DÃ©mocratiques de LibÃ©ration du Rwanda (FDLR), as noted in its resolution 1804 (2008), and that this presence is one of the main causes of conflict in the region,"	1
"1. Emergence of the term Janjaweed"	0
"There can be no doubt that we have underestimated the humanitarian challenges in Afghanistan, and Mr. John Holmes will address the subject in more detail."	0
"Since they were acquired in early January 2005, up to the time of the explosion, these cards had only served to establish communications with each other."	1
"The Security Council also reiterates its grave concern about the consequences of the instability in northern Mali for the Sahel region and beyond, and stresses the need to react swiftly to this crisis, using a strategic and comprehensive approach, in order to ensure Mali's territorial integrity and restore its stability and prevent instability from spreading to other Sahel States."	0
"There were about two or three white or green planes, flying over the village at very low altitude. A white plane was attacking."	1
"Forest products other than wood: 20,500 23 million"	0
"Ethiopia's repeated failure to comply with the Algiers Agreements"	0
"The practice may be considered to amount to enforced disappearances and thus a breach of the obligations of armed groups under customary international humanitarian law."	1
"The civil registry is fully integrated into municipal structures while the Public Services Department continued to provide policy guidance, technical support and oversight of functions."	0
"In October 2002, the President of the Republic ordered the cessation of the destruction of the neighborhoods."	1
"Some individuals had been detained for more than 11 months without being charged, without access to a lawyer, or without being able to communicate with their family."	1
"B. Dispersal of militia groups in Ituri"	1
"b) Address the shortcomings in the criminalization of terrorist financing and include it as a predicate offense for money laundering, as well as those relating to the freezing of terrorist assets, in particular by providing for sufficient safeguards and including humanitarian exemptions in freezing procedures;"	0
"Human rights violations continued to be reported, many of them associated with untrained elements integrated into the FARDC from the CongrÃ¨s national pour la dÃ©fense du peuple (CNDP) and armed groups."	1
"The execrable terrorist plot was completed on the morning of March 18 with another bombing in Aleppo. The takfiri terrorists, and those who back and support them and openly supply them with money and weapons, continue to carry out terrorist operations as part of the conspiracy directed against the Syrian Arab Republic, its people and its institutions."	1
"It was not fully parked in line considering the way the force of the explosion affected a red Ford vehicle, which was probably parked directly in front of the Mitsubishi."	1
"She and Mr. Abu Adass' father, Tayssir, had been illegally detained for approximately 10 days."	1
"Currently, close to 3 million people suffer from severe or moderate food insecurity."	0
"According to Afghan officials, the 2010 death toll from insurgency activities was 50 percent higher than the previous year's total and the number of civilians injured increased by one-third."	1
"- On December 12, 2014, 200 troops of regime forces surrounded Fayd neighborhood located in Jabla town and prohibited all entrances and exits."	1
"Last year, no less than 94% of the Syrian regime's 982 alleged counterterrorism operations were directed against moderate opposition forces."	1
"Although hostilities had ceased, tensions persisted, and further clashes could not be ruled out."	1
"If it is decided to prosecute for unlawful possession all persons who received weapons, the Commission has reports identifying those persons."	0
"The Group adjusted the replacement cost estimated by the CIP by applying a depreciation percentage in accordance with the normal rates applied by the industry to these assets."	0
"9. Expressed their sincere appreciation to the Islamic Republic of Iran for the excellent organization and generous hospitality that ensured the success of their first conference."	0
"The Group of Experts traveled extensively in CÃ´te d'Ivoire, the sub-region and elsewhere to assess compliance with the embargo and to identify complementary measures that could be taken to enhance its effectiveness."	0
"Although in almost none of the incidents were government forces directly involved in the destruction, their complicity in the attacks during which these acts of destruction were carried out and their presence at the scene are sufficient to hold them jointly responsible."	1
"Witnesses could not clearly establish who had fired on the demonstrators: the parallel forces, the police or the gendarmerie."	1
"By mid-1975 the relationship between these two parties had deteriorated. On August 11, 1975 the UDT carried out a pre-emptive armed attack against FRETILIN. The counterattack was carried out on August 20, 1975, the date commemorating the founding of the Armed Forces for the National Liberation of East Timor (FALINTIL)."	1
"It has also been reported that they use other types of weapons, such as swords, although less frequently."	1
"See also, for example, S/RES/2104 (2013), para. 14; S/RES/2093 (2013), para. 1; S/RES/2086 (2013), para. 8; S/RES/2073 (2012), para. 1; S/RES/2000 (2011), para. 7; S/RES/1999 (2011), para. 3; S/RES/1933 (2010), para. 16; S/RES/1894 (2009), paras. 12 and 14; S/RES/1778 (2007), para. 6; S/RES/1772 (2007), para. 9(d); S/RES/1769 (2007), para. 15; S/RES/1756 (2007), para. 2; S/RES/1701 (2006), para. 12; S/RES/1674 (2006), para. 16;"	0
"Most of these crimes were committed individually in the context of the prevailing security chaos."	1
"During this period there have been considerable changes both in terms of the threat posed by Al-Qaida, the Taliban and their associated entities and the sanctions regime put in place by the Security Council to deal with them."	0
"To address this situation, it is important that crimes are punished more vigorously, since when perpetrators are at large, there is a feeling of impunity."	1
"To be held on Tuesday, June 12, 2012, at 10:23 a.m."	0
"Officials from organizations and States belonging to these other zones have assured the Team that their systems do not currently affect the ability of member States to prevent the entry of listed individuals, even if they are already inside the zone."	0
"Regarding rebel killings of detained soldiers, the Commission received allegations, especially from the Government, of rebel executions of detained soldiers."	1
"Although the ASEAN Convention on Combating Terrorism has not yet entered into force, the ASEAN Mutual Legal Assistance Treaty has been ratified by nine states and is in force."	0
"The transfer of zones subject to territorial adjustment will take place in six phases."	0
"As on previous occasions, the Special Advisor warned of actions by \"disruptive elements\" that were undermining Yemen's transition and threatening its peace, security and stability and noted that the country was at a critical juncture. He also described the advance of the Houthi militia, which had overrun Sana'a and occupied a number of public buildings; reported that Al-Qaida attacks in the Arabian Peninsula had increased, some related to the overall political and security situation; and expressed concern about the situation in the south of the country."	1
"On April 7, 2014, two experts from the United Nations Office on Drugs and Crime (UNODC), Mr. ClÃ©ment Gorrissen and Mr. Simon Davis, lost their lives in a vicious attack at Gaalkacyo airport in Puntland, Somalia, while on a mission related to tracking illicit financial flows derived from piracy."	1
"Accuracy' includes nonlinearity, hysteresis and repeatability at room temperature."	0
"He was subsequently killed in Syria."	1
"In general, the petitioners wore F-FDTL uniforms and were unarmed."	0
"With the climate of terror created by the death squads, political representatives fear that their activists will be kidnapped and detained."	1
"Article 75 of the Statute provides that the Court may directly issue a decision against the convicted person indicating the appropriate reparation to be granted to victims, including restitution, compensation and rehabilitation."	1
"Three States have enacted legal provisions to authorize extradition, mutual legal assistance and exchange of information and have concluded relevant bilateral treaties or other agreements with other States."	0
"Palestinians feel the struggle as a daily battle of resistance for their identity and against the erosion of the likelihood of a future as a people."	0
"To be held on Thursday, June 14, 2007, at 12:15 p.m."	0
"According to the evidence, armed men under the command of Abilio Mesquita initiated the attack on Brigadier General Ruak's residence on May 24, as indicated in paragraphs 69 and 70."	1
"I have also taken note of the recent increase in the presence and involvement of the Lebanese armed forces in areas where Palestinian armed groups are present."	1
"They expressed concern about the security situation and stressed that unless it was addressed quickly and effectively, normalization could stall and the authorities' efforts to stabilize the state would be undermined."	0
"The Council authorized the deployment of the United Nations Operation in Burundi (ONUB) with up to 5,650 military personnel, including 200 observers and 125 staff officers, and up to 120 civilian police, and appropriate civilian personnel. ONUB, to be deployed from 1 June 2004 for an initial period of six months, would initially consist of the forces of the African Mission in Burundi."	1
"As we saw in Mali, this can lead to the State being vulnerable to the emergence of civil conflict."	1
"Its findings have serious implications for the accountability of government officials, and the Council will need to carefully consider its recommendations in determining what measures will be taken to put a definitive end to abuse and impunity in Darfur."	0
"Regime forces were responsible for 363 of those deaths, including 82 children and 48 women; 17 people were killed by ISIL."	1
"The most critical areas are in the states of Jonglei, Upper Nile Units and Northern Bahr el-Ghazal and flooding is now spreading to Warrab, Western Bahr el-Ghazal, Lagos and Central, Eastern and Western Equatoria."	0
"E. Arbitrary Detention, Torture, Executions and Prison Camps"	1
"Homemade firearms. \"Molotov cocktails. Improvised rockets manufactured in metal workshops."	1
"Official sources have reported that at least three listed Al-Qaida-linked individuals have been killed."	1
"There were also reports of further desertions of former integrated CNDP elements, as well as refusals of integrated armed group elements to accept redeployment."	1
"In its resolution 1267 (1999), the Security Council imposed limited air and financial embargoes to force the Taliban to stop providing safe haven and training for terrorists, including Osama bin Laden."	1
"Another election-related challenge is the significant number of potential voters who cannot afford the administrative costs involved in obtaining a national ID card."	0
"Terrorists and their accomplices cannot be allowed to take advantage of existing legal loopholes to evade responsibility for their actions."	0
"Report of the Secretary-General on Darfur (S/2006/591 and Add.1)."	0
"If Afghanistan becomes less attractive in terms of the number of targets for militant groups, they may redirect their efforts to their own home countries or to other countries."	1
"In 1993, that vision was blurry, to say the least. At that time it was impossible to define the ultimate objectives that would come close to addressing the concerns of both peoples."	0
"East Africa has been a victim of terrorism in the past and the threat of terrorism in the region is high due to persistent political instability."	1
"Chairman of the Executive Council of the Community of Sahelo-Saharan States"	0
"A framework for dealing with the threat posed by foreign terrorist fighters"	0
"This amendment, which is in line with Article 5 of the Council of Europe Convention on the Prevention of Terrorism, would carry a penalty of 30 years imprisonment for the perpetrators."	1
"Alert data can only be stored for a limited period of time."	0
"Terms of reference for the follow-up to the removal of a name from the List"	0
"One State noted that, while its constitution guaranteed the right to freedom of expression, that right could be subject to reasonable restrictions, including those applicable to speech that constituted incitement."	1
"Lieutenant General Ahmed reminded the Council that Force Commanders currently commanded more than 90,000 soldiers out of a total of 105,000 uniformed personnel, and that this number was likely to increase in the immediate future."	1
"The structure and organization of Syrian and Lebanese intelligence services in Lebanon at the time of the explosion, including information transmission protocols, reveal a highly extended presence in daily life in Lebanon."	1
"The academy will be an important institution for the implementation of the new curriculum and for supporting the implementation of the roadmap for the reconstruction of the civilian police force."	0
"Then they set fire to the buildings that were left standing."	1
"The current strength of the center is 544 members of the Forces Nouvelles and the national defense and security forces, out of a total authorized strength of 568, including mixed police units."	1
"The Group was pleased to note that some countries have suspended or blocked the export of military goods and services to CÃ´te d'Ivoire."	1
"Porous borders continue to hinder effective control, and progress needs to be made in developing regional approaches and best practices (e.g., community policing) to address these problems."	0
"S/RES/2095 (2013), preambular para. 7."	0
"However, these sites will continue to require protection. While KFOR's willingness to provide protection to religious sites is essential, a military-based solution cannot be reached."	1
"Many of the killings did not occur on the street, but in the homes of would-be protesters and even innocent civilians targeted by security forces."	1
"As noted above, Sudan's judicial system has not been able to ensure accountability for crimes committed in Darfur, nor are the authorities willing to do so."	1
"Increased costs: rerouting costs (Asseman Air flights)"	0
"MINUSMA also identified 32 survivors of conflict-related sexual violence in the Tombuktu region and referred them to non-governmental organizations willing to assist them in filing legal claims."	1
"It is unclear who was responsible for this attack."	1
"The Special Representative said that the recent conquests of ISIL-held territory showed that the strategy, with international military support, was moving forward."	1
"Repeated attacks on foreign diplomats in Benghazi and Tripoli attest to this presence."	1
"The Commission also notes that the restrictions imposed in the camps on internally displaced persons, particularly women, who were terrorized by the Janjaweed militias with rape, murder or threats of attempts on their lives and physical integrity, amounted to deprivation of physical liberty, in violation of international law."	1
"C. Legal obstacles to the sanctions 50. The Team is aware of 15 lawsuits filed around the world challenging the implementation by Member States of some aspects of the United Nations sanctions against Al-Qaida and the Taliban."	1
"c) An operator of a gambling house, casino or lottery; and"	0
