"en_es_GOOGLE"	"VerConf"
"En este sentido, consideró importante que se complete el despliegue de la fuerza adicional de la UNMISS."	0
"El Grupo de Examen de la Cooperación Internacional del Grupo de Acción Financiera Internacional sobre el Blanqueo de Dinero afirmó en junio de 2009 que seis Estados de la subregión tenían deficiencias en materia de lucha contra el blanqueo de dinero y la financiación del terrorismo."	1
"En particular, insto a la parte abjasia a que cumpla sus compromisos anteriores y permita la apertura de una suboficina de derechos humanos en Gali, permita la enseñanza de los jóvenes locales en su idioma nativo georgiano y acepte el despliegue de agentes de policía de la UNOMIG en Gali. distrito."	0
"11. Encarga al Comité que coopere con otros Comités de Sanciones pertinentes del Consejo de Seguridad, en particular el establecido en virtud de la resolución 1988 (2011); Listado"	0
"Además, un equipo móvil visita las comunidades más remotas, especialmente las comunidades minoritarias, que tal vez no tengan fácil acceso a los centros de recursos."	0
"En consecuencia, no existen cifras exactas sobre el número de armas pequeñas y ligeras que actualmente circulan en todo el mundo."	0
"De hecho, la falta de detalles ha significado que al inicio del examen existieran notificaciones especiales de INTERPOL y el Consejo de Seguridad de las Naciones Unidas, que son la herramienta clave para difundir información sobre las personas incluidas en la lista a los organismos encargados de hacer cumplir la ley, para 309 de los 488 nombres de la lista. ; el número asciende ahora a 361 y es probable que aumente."	1
"Este apoyo incluye la recaudación de fondos y la provisión de financiación; el suministro de documentos de identidad y de viaje falsos, falsificados o robados; y casas seguras."	0
"Seis hombres fueron asesinados y enterrados en tumbas individuales."	0
"También seguía profundamente preocupado por las acciones unilaterales, las restricciones y las provocaciones en los Lugares Santos de Jerusalén."	1
"Informe del Secretario General sobre la situación en Somalia (S/2004/115 y Corr.1)."	0
"El 14 de abril de 2012, el Consejo de Seguridad adoptó la resolución 2042 (2012), en la que se destacó el compromiso del Gobierno sirio de aplicar la propuesta de seis puntos del Enviado Especial de las Naciones Unidas, Sr. Annan; pidió la implementación urgente, integral e inmediata de todos los elementos de la propuesta; pidió a todas las partes en Siria, incluida la oposición, que cesen inmediatamente toda violencia armada en todas sus formas; y expresó su intención de establecer inmediatamente, después de consultas entre el Secretario General y el Gobierno sirio, una misión de supervisión de las Naciones Unidas en Siria para vigilar el cese de la violencia armada en todas sus formas por parte de todas las partes."	1
"Sin embargo, el Grupo de Supervisión observa que la falta de un gobierno central establecido en Somalia y la elevada amenaza actual de hostilidades generalizadas han retrasado gravemente, si no han suspendido por el momento, importantes esfuerzos de creación de capacidad en todo el país."	1
"En agosto de 2005, el Grupo, acompañado por personal de la ONUCI, visitó el puerto autónomo de Abidján, Grand Lahou, Fresco, Sassandra, Monogaga, Grand Bereby, el puerto autónomo de San Pedro y Tabou. En todos estos lugares, el Grupo examinó puertos y embarcaderos y discutió la implementación del embargo con las autoridades y empresas pertinentes y con la ONUCI."	0
"También expresó que el hecho de que el Parlamento libanés no haya elegido un nuevo Presidente había socavado la estabilidad y la resiliencia del Líbano desde el comienzo del conflicto en la República Árabe Siria."	1
"Sin embargo, en otras áreas el progreso no ha estado a la altura de las expectativas y aún quedan muchos desafíos por resolver."	1
"El Gobierno alemán condena enérgicamente esos actos de violencia."	1
"La Comisión considera que los casos de tortura pueden, por lo tanto, constituir un crimen de lesa humanidad y, dada la naturaleza discriminatoria de los ataques, también pueden implicar el delito de persecución como crimen de lesa humanidad."	1
"En primer lugar, si bien Sierra Leona es el miembro más avanzado de la Iniciativa de la Costa de África Occidental, el lento ritmo de progreso en otros lugares obstaculiza el intercambio de inteligencia y la alerta temprana."	1
"Los Demandantes afirman que, como resultado, algunos de sus empleados incurrieron en costos incidentales de tránsito para comidas y alojamiento en los que no habrían incurrido en circunstancias normales, y cuyos costos fueron repercutidos a los Demandantes."	0
"Los miembros del Consejo, en sus comentarios, expresaron seria preocupación por los recientes acontecimientos, enfatizaron la necesidad de establecer mecanismos de seguridad fronteriza y llamaron a ambas partes a tomar medidas para normalizar sus relaciones."	1
"Lista no vinculante y no exhaustiva de activos específicos"	0
"DEL QUE SE ENCUENTRA EL CONSEJO DE SEGURIDAD Y EN EL"	0
"Si se quiere evitar un nuevo aumento de la violencia, ambas partes y la comunidad internacional deben actuar con prontitud."	1
"La persona autorizada deberá ponerlo en conocimiento de la Oficina de Prevención de Operaciones de Lavado de Dinero."	0
":: Decisión 2010/413/PESC del Consejo, de 26 de julio"	0
"Aunque el período formal de campaña aún no ha comenzado, los partidos de oposición y la sociedad civil expresaron preocupación por la interrupción de sus actividades políticas por parte de las autoridades nacionales, en particular la policía."	1
"Profundamente preocupada por la amenaza del terrorismo y el riesgo de que agentes no estatales adquieran, desarrollen, trafiquen o utilicen armas nucleares, químicas y biológicas y sus sistemas vectores,"	1
"También nos preocupa la situación que enfrentan quienes participan en la reconstrucción del país."	1
"Los Estados Unidos deben abandonar el deliberado desprecio y negligencia que han sido su práctica durante casi siete años y que llevaron al deterioro de la situación en la región."	1
"1. Condena el extremismo violento, que puede conducir al terrorismo, la violencia sectaria y la comisión de actos terroristas por combatientes terroristas extranjeros, y exige que todos los combatientes terroristas extranjeros se desarmen y pongan fin a todos los actos terroristas y a la participación en conflictos armados;"	1
"&quot;El Consejo de Seguridad alienta a los Estados miembros a desarrollar y mantener un sistema penal nacional eficaz y basado en el estado de derecho con disposiciones para la cooperación penal judicial en materia de extradición y asistencia jurídica mutua, en particular para acelerar, simplificar y dar prioridad a la extradición y la asistencia jurídica mutua. solicitudes en casos relacionados con el terrorismo e implementar las mejores prácticas internacionales y regionales en el campo de la extradición y la asistencia legal mutua, consistentes con el derecho internacional, en particular el derecho internacional de los derechos humanos, el derecho de los refugiados y el derecho humanitario."	0
"En el período previo al 20 de mayo de 2002, el Sr. Lobato y sus partidarios organizaron marchas de veteranos en Dili."	0
"Junto con el extremismo y con profundas raíces en la vida política y social de la zona, la delincuencia organizada amenaza los cimientos mismos de los principios y valores que estamos tratando de inculcar en las nuevas instituciones formadas allí, haciendo así que nuestros esfuerzos sean infructuosos."	1
"Estoy gravemente preocupado por la última escalada entre Gaza e Israel."	1
"La Comisión observa con preocupación las irregularidades en las existencias de armas de las F-FDTL que se remontan a varios años."	1
"Los nuevos sistemas de seguridad fronteriza, como la inspección mejorada de la carga y la introducción en la mayoría de los Estados de documentos de viaje legibles por máquina, como pide la Organización de Aviación Civil Internacional (OACI), han complicado significativamente las actividades transnacionales de los terroristas."	0
"Es con gran preocupación que tengo que informar de un aumento en los actos criminales y ataques contra el personal humanitario y de las Naciones Unidas."	1
"Que se celebrará el lunes 4 de agosto de 2003, a las 12.10 horas"	0
"Determinando que la situación en la República Democrática del Congo sigue constituyendo una amenaza a la paz y la seguridad internacionales en la región,"	1
"15. En general, con su atención centrada en Belgrado, los grupos políticos serbokosovares no han articulado una política clara sobre una serie de cuestiones críticas, incluida la futura participación de los serbokosovares en JIAS."	1
"Los grupos de trabajo, que hasta ahora han estado integrados exclusivamente por las partes del Acuerdo General de Paz, se reunieron los días 9 y 10 de agosto y han seguido reuniéndose esporádicamente desde entonces."	0
"Está claro que todas las instituciones de orden público en Irak enfrentan graves desafíos."	1
"Según fuentes oficiales australianas, el entrenamiento incluye técnicas de fabricación de bombas y de atentados suicidas."	0
"No se obligará al sospechoso que vaya a ser interrogado por el Fiscal a incriminarse ni a confesarse culpable."	0
"Al considerar iniciativas que recompensen efectivamente esa estrategia, el Consejo sólo envalentonaría a los extremistas y socavaría la letra y el espíritu de la hoja de ruta."	1
"Además, también aumentaron los temores de que se ocuparan propiedades de minorías, y una comunidad croata en el municipio de Vitina y romaníes que vivían en la ciudad de Gnjilane informaron que los albanokosovares habían estado revisando casas vacías y, en algunos casos, intimidando a miembros de la comunidad."	1
"El Consejo también recibió información del Alto Comisionado de las Naciones Unidas para los Refugiados sobre el vínculo entre los movimientos forzados de población y la paz y la seguridad internacionales."	0
"El Consejo condena todas las acciones unilaterales destinadas a crear hechos sobre el terreno que perjudicarían el resultado de las negociaciones."	1
"Mi Gobierno reconoce las numerosas expresiones de condena e indignación que esta atrocidad ha generado. Apreciamos especialmente la rápida reacción del Consejo de Seguridad ante este crimen espantoso."	1
"El informe de tipologías del GAFI sobre Lavado de Dinero y Financiamiento del Terrorismo a través del Sector Inmobiliario (2008) sugiere posibles vínculos del sector inmobiliario con el financiamiento del terrorismo."	1
"Transmisión del caso 8 al Comité"	0
"Reino Unido de Gran Bretaña e Irlanda del Norte"	0
"Observamos que no se deben subestimar los desafíos duraderos que enfrenta la policía en Timor-Leste."	1
"Una cuestión clave que ambas partes reconocen es la eliminación de los nombres de los talibanes de la Lista Consolidada establecida en virtud de las resoluciones 1267 (1999) y 1333 (2000), cuestión que está exclusivamente bajo el control del Comité."	0
"La aplicación de esas prohibiciones también se ha beneficiado de la notoriedad pública de los sujetos, lo que los hace más reconocibles y menos propensos a viajar con una identidad falsa."	0
"79. En los próximos meses se producirán nuevas reducciones de puestos."	0
"Durante la misma sesión, de conformidad con el párrafo 41 de la resolución 2093 (2013), el Coordinador del Grupo de Supervisión presentó la evaluación del Grupo de los progresos realizados por el Gobierno Federal de Somalia en el establecimiento de infraestructura logística para la gestión de armas y el establecimiento de procedimientos de control de armas."	0
"Una mayor evolución de la situación en esa dirección amenazaría los esfuerzos por restaurar y reconstruir el país y, a largo plazo, amenazaría la paz y la estabilidad en toda la región."	1
"144. Si bien reconoce que el Jefe de las Fuerzas de Defensa se enfrentó a una huelga masiva de personal y la necesidad de mantener la disciplina de la fuerza, la Comisión observa importantes discrepancias entre las medidas adoptadas por él y los procedimientos exigidos por la ley. El Jefe de las Fuerzas de Defensa hizo un anuncio público el 16 de marzo de que los peticionarios serían considerados civiles a partir del 1 de marzo. Las Fuerzas de Defensa habían encargado asesoramiento jurídico al asesor jurídico del Consejo de Ministros designado internacionalmente. No había ningún asesor jurídico ni en las F-FDTL ni en el Ministerio."	1
"(b) ¿Qué se entiende por entorno? ¿Qué áreas incluye?"	0
"El Gobierno haría un gran servicio a su sistema judicial si tomara medidas para derogar el decreto que creó los tribunales."	1
"En términos de una mayor cooperación, propuso una mayor influencia de la red de INTERPOL, por ejemplo, a través de mecanismos regionales para el intercambio de información con los funcionarios encargados de hacer cumplir la ley, así como una mejor orientación sobre la implementación."	0
"Declaró que la cooperación entre el Gobierno y la sociedad civil era una parte esencial de los esfuerzos para impedir que la gente recurriera al terrorismo y señaló que estaba intensificando sus esfuerzos para identificar e investigar el discurso de odio en Internet."	0
"El concepto multiétnico de Kosovo y Metohija propuesto en el informe ha sido prácticamente abandonado, lo que resulta particularmente evidente en el establecimiento del sistema judicial en Kosovo y Metohija (párr. 57)."	1
"Obviamente, esto se debe a que los Estados en cuestión han rechazado sus medidas."	1
"68. Los funcionarios están divididos sobre la eficacia del material de entrenamiento terrorista en línea porque incluso una orientación teórica extremadamente completa y precisa requiere cierta capacitación práctica o experimentación para ayudar a superar los obstáculos operativos."	0
"29. Mientras tanto, los esfuerzos del componente de policía de la ONUCI para asesorar al Gobierno de Reconciliación Nacional sobre la reestructuración de las Fuerzas de Defensa y Seguridad de Côte d&#39;Ivoire y ayudar a restablecer una presencia policial civil en todo el país se han visto obstaculizados por la actitud poco cooperativa de las autoridades locales, la ausencia de un plan integral de reforma de las Fuerzas de Defensa y Seguridad de Costa de Marfil y la falta de acuerdo entre las partes de Costa de Marfil sobre el despliegue de agentes de policía y gendarmería de Costa de Marfil en el norte."	1
"El incidente en Mitrovica septentrional demostró claramente que, a pesar del mandato del Consejo de Seguridad relativo a la reconfiguración de la UNMIK, la EULEX se está alejando cada vez más del principio de estatus neutral, lo que socava la posición de esa presencia internacional."	1
"&quot;El Consejo de Seguridad condena enérgicamente los ataques deliberados contra civiles por parte de combatientes en conflictos armados y exige que todos los interesados pongan fin a esas violaciones del derecho internacional humanitario y de los derechos humanos."	1
"Bandeke Bisimwa Adolphe, Punto Focal, Sociedad Civil de Bukavu"	0
"Reservas y saldos de fondos, inicio del período"	0
"Timor-Leste sigue enfrentando importantes desafíos para reducir la pobreza y crear oportunidades de empleo, en particular para su población juvenil."	1
"Por ejemplo, Croacia y Polonia, con el apoyo de la Oficina de Asuntos de Desarme, llevaron a cabo un examen por pares de su aplicación de la resolución, que consistió en dos rondas de debates y actividades en Varsovia y Zagreb, que fueron observados por expertos del Comité. Ese examen por pares ayudó a identificar prácticas eficaces y facilitó el intercambio de experiencias."	0
"El artículo 3 común a los Convenios de Ginebra y al Protocolo adicional II establece el requisito previo de un conflicto armado no internacional."	0
"El Consejo exige el fin inmediato de todos los ataques del LRA e insta al LRA a liberar a todos los secuestrados, desarmarlos y desmovilizarlos."	1
"18. Toma nota de la entrada en vigor de la Convención sobre el empleo, almacenamiento, producción y transferencia de minas antipersonal y su destrucción, de 1997, y del Protocolo enmendado sobre prohibiciones o restricciones del empleo de minas, armas trampa y otros dispositivos (Protocolo II) anejo a la Convención sobre prohibiciones o restricciones del empleo de ciertas armas convencionales que pueden considerarse excesivamente nocivas o de efectos indiscriminados, de 1980, recuerda las disposiciones pertinentes contenidas en ella y señala el efecto beneficioso que su aplicación tendrá sobre la seguridad de los civiles;"	0
"Consciente de la exigencia del pueblo libanés de que se identifique y se haga rendir cuentas a todos los responsables del atentado terrorista que mató al ex Primer Ministro libanés Rafiq Hariri y a otras personas,"	0
"Pero nos preocupa que la violencia pueda hacer que parte de la población se mantenga alejada de los lugares de votación en el sur y en otros lugares."	1
"El párrafo 104 no tiene sentido."	0
"1. Decide prorrogar hasta el 31 de diciembre de 2009 las disposiciones establecidas en el párrafo 20 de la resolución 1483 (2003) para el depósito en el Fondo de Desarrollo para el Iraq del producto de las ventas de exportación de petróleo, productos del petróleo y gas natural y las disposiciones mencionadas en el párrafo 12 de la resolución 1483 (2003) y el párrafo 24 de la resolución 1546 (2004) para la supervisión del Fondo de Desarrollo para el Iraq por la Junta Internacional de Asesoramiento y Supervisión y decide además que, con sujeción a la excepción prevista en el párrafo 27 de la resolución 1546 ( 2004), las disposiciones del párrafo 22 de la resolución 1483 (2003) seguirán aplicándose hasta esa fecha, incluso con respecto a los fondos y activos financieros y recursos económicos descritos en el párrafo 23 de esa resolución;"	0
"Un Estado citó el ejemplo de personas a las que se había negado la entrada durante el último decenio debido a sospechas de su participación en actividades terroristas internacionales."	1
"A su vez, el Comité tendrá que seguir promoviendo un sentido más amplio de pertenencia al régimen de sanciones y velar por que proporcione un apoyo real a los esfuerzos nacionales de los Estados que tratan de hacer frente a la amenaza de Al-Qaida y los talibanes."	1
"34. El 8 de febrero, 418 peticionarios realizaron una marcha en el Palacio Presidencial das Cinzas."	0
"Carta de fecha 29 de enero de 2009 dirigida al Secretario General por el Encargado de Negocios interino de la Misión Permanente de la República Unida de Tanzanía ante las Naciones Unidas"	0
"Durante este período, la Comisión continuaría su investigación del crimen y ayudaría a las autoridades libanesas a avanzar la investigación."	0
"Los Estados deben abstenerse de inhibir a los actores humanitarios en sus esfuerzos por involucrarse con grupos armados no estatales con fines humanitarios, incluida la realización de actividades destinadas a promover el respeto del derecho internacional humanitario."	1
"Describe cuestiones de interés y concluye con la insistencia de las mujeres somalíes a que la comunidad internacional plantee cuestiones de género, incluso ante los líderes somalíes."	1
"Tengo el honor de transmitir adjunto el informe del Comité del Consejo de Seguridad establecido en virtud de la resolución 1970 (2011) relativa a Libia, que contiene una reseña de las actividades del Comité desde el 1 de enero al 31 de diciembre de 2014."	0
"8. La Dirección Ejecutiva, actuando junto con donantes y otras organizaciones asociadas relevantes, intensificará sus enfoques regionales y subregionales para implementar iniciativas ya lanzadas o planificadas en las áreas de prevención del abuso del sector sin fines de lucro para financiar el terrorismo, el movimiento fronterizo de dinero en efectivo y otros instrumentos negociables al portador, la mejora de las capacidades antiterroristas de los agentes de policía y los fiscales, el control y la gestión fronterizos eficaces y la promoción de la cooperación entre las entidades subregionales pertinentes."	0
"También es digno de mención que otros altos representantes libaneses, como el ex primer ministro Najib Miqati, hayan declarado que &quot;no debería haber armas ni dentro ni fuera de los campos&quot;."	1
"Se declara abierta la sesión a las 16.10 horas."	0
"64. La capacidad de impedir que los terroristas se organicen y circulen libremente por los territorios de los Estados miembros de la subregión (especialmente en el Sahel) depende no sólo de la eficacia de la cooperación bilateral y subregional sino también de las medidas adoptadas para establecer mejores códigos internacionales. y prácticas relacionadas con la aplicación de la ley y el control de fronteras y sobre la protección y vigilancia efectiva de las fronteras, costas y regiones del interior."	0
"Su innovación fue trasladar el objetivo de los países musulmanes a Occidente, particularmente a los Estados Unidos de América; y al caracterizar su terrorismo como una lucha entre el Islam y sus enemigos, pudo reunir bajo una misma bandera a varios grupos diversos y a menudo en competencia."	1
"Las operaciones de paz de las Naciones Unidas han ajustado su postura en consecuencia y muestran una tendencia cada vez mayor a &quot;refugiarse y refugiarse&quot;, lo que limita la capacidad tanto del personal uniformado como del personal civil para interactuar con la población local, ganarse corazones y mentes, mediar en disputas locales y recopilar información: trabajo fundamental para la implementación de acuerdos de paz y el esfuerzo por resolver conflictos."	1
"El arsenal de AQMI ahora puede incluir armas antiaéreas sofisticadas provenientes de Libia, aunque es poco probable que estén operativas."	1
"El Grupo Especial estimó en primer lugar los beneficios que NIOC podría haber obtenido en una hipótesis sin invasión."	0
"27. Recuerda su decisión de que las personas y entidades que deseen ser eliminadas de la Lista sin el patrocinio de un Estado Miembro son elegibles para presentar dichas solicitudes al mecanismo de Coordinación establecido en la resolución 1730 (2006);"	0
"Televisión Estatal de España, periodista Oscar Fernando Gómez -- 8 de enero de 2012"	0
"Como consecuencia de ello, se ha cruzado una línea en relación con las amenazas a la seguridad de muchos países dentro y fuera de África, incluidos los miembros de este Consejo, exponiendo sus vulnerabilidades."	1
"Hemos pedido al Consejo en varias ocasiones que actúe para obligar a Israel a cesar sus ataques militares, garantizar la protección de la población civil y poner fin a las medidas punitivas ilegales con las que deliberadamente está provocando una catástrofe humana en la Franja de Gaza."	1
"El Equipo observa que algunos Estados han comenzado a considerar seriamente la posibilidad de hacerlo."	0
"La negativa de Azerbaiyán a entablar negociaciones directas con los representantes electos de Nagorno-Karabaj es uno de los principales impedimentos para la resolución del conflicto al que se refirió el representante de Azerbaiyán."	1
"&quot;Armas de destrucción masiva y no proliferación como mejor práctica empresarial&quot;, seguido de un ejercicio"	0
"5. Certificado sanitario del país de origen."	0
"La situación en el Chad, la República Centroafricana y la subregión (27 de agosto de 2007; 4 de febrero de 2008)"	0
"Esas medidas se están adoptando a pesar de la posición negativa claramente articulada adoptada por el Representante Especial del Secretario General y como un desafío a las Naciones Unidas y al Consejo de Seguridad."	1
"Las autoridades israelíes afirman a su vez que estos sobrevuelos se llevan a cabo por razones de seguridad, citando supuestas violaciones del embargo de armas impuesto en virtud de la resolución 1701 (2006)."	1
"Pero, ¿cómo puede lograrse esto cuando se siguen ignorando los Acuerdos y el Estado de derecho? cuando nuestra tierra siga ocupada por la fuerza y nuestro pueblo sea desplazado de sus pueblos y aldeas natales? De hecho, ¿cómo pueden ponerse en marcha todos los acuerdos potenciales de beneficio mutuo y normalización cuando los territorios soberanos no son respetados ni demarcados?"	0
"El último informe del Secretario General sobre las resoluciones 1559 (2004) y 1701 (2006) expresó claramente la importancia del desarme de Hizbollah y de poner fin al contrabando de armas a través de la frontera entre el Líbano y Siria."	1
"n) Consultar con los servicios de inteligencia y seguridad de los Estados miembros, incluso a través de foros regionales, para facilitar el intercambio de información y fortalecer la aplicación de las medidas;"	0
"Según el informe de una comisión ad hoc creada para evaluar las pérdidas y los daños causados durante el levantamiento popular, unas 29 personas murieron y 625 resultaron heridas en las protestas."	0
"La &quot;alta mar&quot; se define como &quot;los mares que se encuentran más allá del mar territorial de Australia y de cualquier país extranjero&quot; (artículo 51)."	0
"Que se celebrará el viernes 20 de junio de 2003, a las 10.30 horas"	0
"42. El Instituto Interregional de las Naciones Unidas para Investigaciones sobre la Delincuencia y la Justicia, a solicitud del Grupo de Trabajo 2 del Grupo de Contacto sobre la Piratería frente a las costas de Somalia y con el apoyo del Gobierno de Italia, organizó dos reuniones oficiosas de grupos de trabajo de expertos en 2013 para redactar un conjunto de directrices, normas y mejores prácticas con respecto al uso de personal de seguridad armado contratado de forma privada a bordo de buques mercantes, para uso de empresas del sector privado y gobiernos interesados."	0
"Se está desarrollando una comprensión genuina de los desafíos que enfrenta cada país."	1
"Al mismo tiempo, el Presidente Pillay afirma que los jueces opinan que sería apropiado conferir al Tribunal, junto con uno de esos mecanismos, un poder limitado para ordenar el pago de una indemnización con cargo a un fondo fiduciario a las víctimas que aparecen como testigos en los juicios ante él."	0
"2. La situación en Oriente Medio"	0
"8. Se recomienda que las Naciones Unidas adopten las siguientes medidas urgentes y específicas para facilitar la presencia continua y reforzada de la AMISOM en Somalia:"	1
"Significa que los secesionistas siguen ignorando abiertamente el derecho internacional y rechazando los principios universales de la Carta de las Naciones Unidas."	1
"Nos preocupa el aumento de la insurgencia en determinadas partes del Afganistán."	1
"Túnez y la Jamahiriya Árabe Libia ampliaron (en 2009 y 2010, respectivamente) las obligaciones de debida diligencia con los clientes, mantenimiento de registros y notificación de transacciones sospechosas a otras empresas y profesiones no financieras designadas, ampliando así el alcance de la lucha contra el blanqueo de dinero. y contrafinanciación de obligaciones contra el terrorismo."	0
"El Sr. Beyani también pidió al Consejo que no pierda de vista el importante papel que las mujeres desplazadas internas pueden desempeñar en la negociación de la paz, garantizando sus derechos humanos y logrando el desarrollo en situaciones posteriores a un conflicto."	0
"Pero justo cuando el país entra en un período de escasez de alimentos, que coincide con la temporada de lluvias, el Programa Mundial de Alimentos enfrenta un déficit de financiación de más de 300 millones de dólares."	0
"Casi dos años después de la última sesión informativa sobre la situación en la región de los Grandes Lagos (zonas afectadas por el Ejército de Resistencia del Señor), el Consejo celebró una reunión privada el 21 de julio de 2011 para examinar la continua amenaza del Ejército de Resistencia del Señor (LRA) a la seguridad regional. ."	1
"Responder eficazmente a los problemas que enfrentan las mujeres refugiadas y desplazadas internas requiere un enfoque holístico que combine estrategias preventivas, respuestas y soluciones."	0
"El año pasado, la zona de Abyei estuvo inaccesible por carretera durante más de cuatro meses (de julio a octubre) y la misión tuvo que transportar todos los suministros por vía aérea."	0
"En la resolución 2122 (2013), el Consejo expresa preocupación por la vulnerabilidad exacerbada de las mujeres en situaciones de conflicto armado y posteriores a un conflicto, en particular en relación con el desplazamiento forzado, como resultado de la desigualdad de derechos de ciudadanía, la aplicación sesgada de género de las leyes de asilo y los obstáculos para registrarse y acceder a documentos de identidad que ocurren en muchas situaciones."	1
"Mientras que el 97 por ciento de los hogares recibe sus cestas de alimentos a tiempo en el sur y el centro, sólo el 77 por ciento lo hace en el norte."	0
"La capacidad de la Autoridad Palestina para crear instituciones creíbles y una infraestructura de seguridad que esté dispuesta y sea capaz de combatir el terrorismo y otras amenazas es a la vez un elemento esencial de la construcción del Estado palestino y una expectativa legítima del lado israelí."	0
"Sólo 30 de 888 personas estuvieron ausentes sin permiso."	0
"Por lo tanto, en opinión de la Comisión, estos pueden constituir crímenes contra la humanidad."	1
"En este sentido, la solicitud del Primer Ministro Soro de que la ONUCI publique informes públicos periódicos sobre los medios de comunicación de Costa de Marfil podría contribuir a frenar tendencias peligrosas en los medios que podrían incitar a la violencia relacionada con las elecciones."	1
"2. Método de verificación y valoración 39 10"	0
"La UNAMA ha informado de que se enfrenta a un déficit presupuestario debido a que los fondos prometidos aún no se han desembolsado."	0
"La falta de tierra y de empleo, así como la inseguridad, impiden que muchos retornados se establezcan en sus comunidades de origen."	1
"Esta situación se ve agravada por el importante aumento de los precios de los productos básicos y las semillas."	0
"Ha habido un aumento en el número de redadas contra fuerzas de seguridad nacionales e internacionales, personal de instituciones públicas y personal humanitario. Ha habido más ataques a los sitios de votación y más amenazas a los equipos de registro de votantes."	1
"En el anexo I figura una descripción de la situación de todos los casos al 31 de enero de 2013."	0
"Aunque las F-FDTL han declarado que en 2006 poseían 1.200 armas M16, los registros revelan que faltan 45 armas M16. Además, faltan tres rifles semiautomáticos FN-FNC, tres rifles semiautomáticos SKS y dos armas Uzi que anteriormente estaban bajo custodia y control de las F-FDTL."	1
"Exhortamos a la Autoridad Palestina a hacer todo lo posible para detener esos ataques."	1
"&quot;El Consejo de Seguridad expresa su profunda preocupación por las tensiones en los estados del Nilo Azul y Kordofán del Sur."	1
"Por vital que sea impedir que los terroristas lleven a cabo sus ataques, está claro que el terrorismo no puede derrotarse únicamente con medidas de seguridad y que muchos miembros de la comunidad internacional esperan que el Consejo de Seguridad introduzca medidas que limiten los medios por los que Al-Qaida difunde su mensaje así como para promover programas que apuntan a socavarlo."	1
"88. Según un ex ministro del Gobierno Nacional de Transición, la Jamahiriya Árabe Libia donó uniformes al Gobierno Nacional de Transición durante 2001-2002. También donó 2.000 toneladas de arroz, que se enviaron a través de Yibuti."	0
"Posteriormente, los fiscales neerlandeses trataron de prohibir y disolver la organización y liberar cualquier saldo acreedor de la cuenta bancaria de la organización al Estado, pero el tribunal dictaminó que el Gobierno no había demostrado que la sucursal neerlandesa de Al-Haramain, separada y aparte de la organización internacional, había apoyado el terrorismo. Los fiscales holandeses dijeron que planean apelar el fallo del tribunal, así como buscar más información sobre Al-Haramain y Al-Aqil en Estados Unidos."	1
"Las consecuencias humanitarias de la continua violencia en el Iraq son motivo de gran preocupación para mi delegación."	1
"35. El Equipo ha dicho a menudo que la pertinencia del régimen ante la amenaza de AlQaida y los talibanes depende de que la Lista Consolidada contenga los nombres correctos y no los incorrectos."	0
"El pueblo israelí, que había esperado que la retirada de Israel del Líbano, que fue certificada por este Consejo hace seis años, traería seguridad a lo largo de su frontera norte, se encuentra bajo constantes ataques con cohetes de Hezbollah, que cada día llegan más adentro del territorio israelí. ."	1
"El Gobierno de Haití y las organizaciones humanitarias internacionales deben dedicar más esfuerzos a actividades preventivas, como proporcionar saneamiento y agua potable."	1
"48. Según los relatos recibidos de los organizadores del G7, a los manifestantes que querían marchar se les dijo que se reagruparan en grandes zonas públicas dentro de sus municipios en su camino hacia la meseta de Abidján, la &quot;zona roja&quot;."	0
"- Ref (a): Acuerdo de Armisticio, 27 de julio de 1953"	0
"El 19 de noviembre, el Consejo adoptó una declaración presidencial (S/PRST/2014/23) en la que se establecen medidas prácticas para la implementación efectiva de las resoluciones 2170 (2014) y 2178 (2014). Específicamente, la declaración presidencial incluía medidas para mejorar el intercambio de información entre Estados a fin de prevenir los viajes, el reclutamiento y la financiación de terroristas. Identificó nuevas corrientes de financiación del EIIL y el Frente Al-Nusra, que requerían una mayor vigilancia por parte de los Estados Miembros para garantizar el cumplimiento de las obligaciones internacionales. También identificó estrategias efectivas y una mayor cooperación para detener la propagación del extremismo violento en las comunidades, con la intención de posicionar mejor a las Naciones Unidas para abordar las causas del terrorismo y el extremismo violento, al (a) mejorar la coordinación entre los Estados, (b) brindar un fomento de la capacidad más eficaz, c) mejorar la coordinación entre las entidades de lucha contra el terrorismo de las Naciones Unidas y las misiones sobre el terreno y d) intensificar los esfuerzos de los Estados Miembros y las Naciones Unidas, incluidas sus comunicaciones estratégicas, para contrarrestar las ideologías extremistas violentas que conducen a terrorismo."	0
"La República Checa es parte en el Convenio. La Convención no exige la introducción de nuevos delitos específicos."	0
"Me preocupa especialmente la inestabilidad que podría surgir si la situación política y socioeconómica siguiera deteriorándose."	1
"Ningún dirigente destacado de Al-Qaida ha completado ninguna formación religiosa formal, ni tampoco la mayoría de sus partidarios."	0
"Aproximadamente a las cinco de la tarde del mismo día, testigos de Anka observaron entre 300 y 400 Janjaweed a pie, y otros 100 Janjaweed a camellos y a caballo, avanzando hacia Anka desde Barey."	0
"En términos generales, la política de atacar, matar y desplazar por la fuerza a miembros de algunas tribus no demuestra una intención específica de aniquilar, total o parcialmente, a un grupo distinguido por motivos raciales, étnicos, nacionales o religiosos."	1
"150. En el cuadro 2 se agregan los ingresos procedentes del cacao y el petróleo."	0
