"en_es_GOOGLE"	"VerCoop"
"(A) Legislación, reglamentos y procedimientos administrativos"	0
"15. En general, con su atención centrada en Belgrado, los grupos políticos serbokosovares no han articulado una política clara sobre una serie de cuestiones críticas, incluida la futura participación de los serbokosovares en JIAS."	0
"Toma nota de la elaboración de la política de diligencia debida en materia de derechos humanos, alienta [a la Misión] a continuar aplicándola plenamente y solicita al Secretario General que incluya los avances logrados en la implementación de la política en sus informes al Consejo;"	1
"Solicita al Secretario General que garantice (a) un seguimiento y presentación de informes continuos, como parte de los informes mencionados en el [párrafo pertinente] anterior, de la situación de los niños, incluida una estrecha cooperación con los actores de protección infantil y (b) un diálogo continuo con las partes. al conflicto hacia el desarrollo e implementación de planes de acción con plazos determinados para poner fin al reclutamiento y uso de niños soldados y otras violaciones del derecho internacional humanitario y de los derechos humanos contra los niños;"	1
"La lucha contra los delitos graves, incluidos el crimen organizado y la corrupción, ha resultado difícil para el KPS y el sistema judicial."	0
"No obstante, si bien es cierto que el derecho de los derechos humanos ofrece cierta flexibilidad para abordar los desafíos de seguridad, los Estados deben respetar ciertos principios básicos en todas las circunstancias, incluidos los principios de necesidad, proporcionalidad, legalidad y no discriminación."	0
"Las fuerzas que componen la Fuerza Multinacional seguirán comprometidas a actuar de manera coherente con sus obligaciones en virtud del derecho internacional, incluido el derecho de los conflictos armados."	1
"&quot;El Consejo de Seguridad subraya la necesidad de llevar ante la justicia a los autores, organizadores, financiadores y patrocinadores de este reprensible acto de terrorismo, e insta a todos los Estados, de conformidad con sus obligaciones en virtud del derecho internacional y la resolución 1373 (2001) y de conformidad con la resolución 1624 ( 2005), a cooperar activamente con las autoridades argelinas a este respecto."	1
"▪ La prohibición de tomar rehenes."	0
"c) Impedir el suministro, la venta o la transferencia directa o indirecta, a estas personas, grupos, empresas y entidades desde sus territorios o por sus nacionales fuera de sus territorios, o utilizando buques o aeronaves de su pabellón, de armas y material conexo de todo tipo. incluyendo armas y municiones, vehículos y equipos militares, equipos paramilitares y repuestos para los mismos y asesoramiento, asistencia o entrenamiento técnico relacionado con actividades militares; y recuerda que todos los Estados aplicarán las medidas con respecto a las personas y entidades incluidas en la lista;"	0
"El Consejo de Seguridad reconoce a la Comisión de Consolidación de la Paz, en su área de competencia, como un foro de coordinación en el ámbito del posconflicto entre el sistema de las Naciones Unidas y las organizaciones regionales y subregionales, de conformidad con su resolución 1645 (2005) y la resolución de la Asamblea General. 60/180."	1
"Una parte importante de la Reclamación se relaciona con la evacuación de estos nacionales y/o el socorro que se les proporcionó."	0
"Tengo el honor de transmitirle una carta de fecha 28 de octubre de 2005 dirigida a usted por el Excmo. Sr. Isaias Afwerki, Presidente del Estado de Eritrea, en relación con el proceso de paz en el conflicto fronterizo entre Eritrea y Etiopía."	1
"1. Consejo de Asociación Euroatlántico (EAPC), 1992"	0
"Al explicar que el proceso de transición llevó tiempo, subrayó la necesidad de una acción política compartida contra los grupos armados de oposición que amenazaban un proceso pacífico."	1
"44. A las 11.30 horas del 5 de octubre de 1998, una formación estadounidense rompió la barrera del sonido en la zona de Mosul."	0
"Hago un llamamiento a todas las partes interesadas para que garanticen que el plazo del 2 de enero de 2015 para que las FDLR completen su desarme voluntario siga siendo vinculante y no negociable."	1
"Sin embargo, la prevención sólo será eficaz si las operaciones de mantenimiento de la paz cuentan con los recursos que necesitan para implementar su mandato."	0
"De igual manera, la Comisión encontró evidencia suficiente de que se continuaron perpetrando violaciones y violencia sexual sistemáticamente contra las mujeres durante su desplazamiento, de modo que se perpetúe entre ellas el sentimiento de inseguridad y el temor de abandonar los sitios para las personas desplazadas."	0
"2. Análisis y valoración 115 - 116 30"	0
"Cada paquete contenía nueve materiales básicos y pesaba 40 kg, suficiente para que le dure a una familia durante todo el mes de Ramadán."	0
"El personal penitenciario y las fuerzas de seguridad de Puntlandia lucharon valientemente contra los atacantes y pudieron evitar que la prisión fuera tomada y la posible fuga de agentes de Al-Shabaab, entre ellos un experto en artefactos explosivos improvisados y un coordinador de bombas suicidas, los piratas encarcelados y otras personas."	0
"464. El Comité formuló recomendaciones en los ámbitos de la seguridad, la ayuda humanitaria, la mejora de la estructura social, los servicios y el desarrollo, la apertura de puestos de policía con una logística adecuada para una respuesta rápida a las crisis y la incautación de armas en manos equivocadas."	1
"El Consejo también impuso a las personas y entidades designadas por el Comité la prohibición del suministro, la venta o la transferencia de armas y equipo militar, así como la capacitación conexa y la asistencia financiera y de otro tipo."	1
"20. Decide que, al considerar las solicitudes de exclusión de la lista, el Comité estará asistido por una Oficina del Ombudsman, que se establecerá por un período inicial de 18 meses a partir de la fecha de aprobación de la presente resolución, y solicita al Secretario General, en estrecha colaboración en consulta con el Comité, nombrar a una persona eminente de gran carácter moral, imparcialidad e integridad con altas calificaciones y experiencia en ámbitos pertinentes, como el derecho, los derechos humanos, la lucha contra el terrorismo y las sanciones, para que actúe como Ombudsman, con el mandato descrito en el anexo II de esta resolución, y decide además que el Ombudsman desempeñará estas tareas de manera independiente e imparcial y no solicitará ni recibirá instrucciones de ningún gobierno;"	0
"El argumento de Technopromexport es que los equipos y materiales en cuestión fueron enviados “C&amp;F”."	0
"Invito al Sr. Annabi a tomar asiento a la mesa del Consejo."	0
"2. Irán (República Islámica del) 1º de julio de 2002 S/AC.37/2002/69"	0
"Según informes, en marzo de 2004, Janjaweed y 150 soldados secuestraron y violaron a 16 niñas en Kutum, en el norte de Darfur."	0
"Sobre la ejecución de la orden de investigación dictada por el primer juez de instrucción del tribunal militar de Beirut sobre las investigaciones y todo lo que pueda arrojar luz sobre la investigación de la explosión que causó la muerte del ex Primer Ministro Hariri y otras personas"	0
"Reiterando la necesidad de que todos los Estados y no Estados partes en conflictos cumplan plenamente sus obligaciones en virtud del derecho internacional aplicable, incluida la prohibición de todas las formas de violencia sexual,"	1
"Sigue siendo importante promover un régimen de sanciones selectivas de las Naciones Unidas más eficaz y basado en pruebas."	1
"En los Emiratos Árabes Unidos, la unidad central de inteligencia aduanera introduce información/inteligencia en los perfiles de riesgo instalados en el sistema electrónico de despacho de aduanas."	0
"Exhortar a las partes en conflictos armados a que adopten medidas apropiadas para abstenerse de cometer toda forma de violencia sexual, prevenirla y protegerla, entre otras cosas:"	1
"Las mujeres también fueron secuestradas y violadas en tres campamentos de Janjaweed tras los ataques a Korma, en Darfur septentrional, en marzo de 2003."	0
"Sin embargo, era cada vez más evidente una actitud más constructiva hacia la UNMIK."	1
"Como señaló un tercer orador, sin una colaboración comprometida entre los miembros permanentes y electos, el Consejo se encontraría continuamente en un punto muerto, dado que las resoluciones requieren nueve votos para ser adoptadas."	1
"En la 6897ª sesión del Consejo de Seguridad, celebrada el 20 de diciembre de 2012, en relación con el examen por el Consejo del tema titulado &quot;Consolidación de la paz después de los conflictos&quot;, el Presidente del Consejo formuló la siguiente declaración en nombre del Consejo:"	1
"CORRECCIONES RECOMENDADAS RELATIVAS A LAS RECLAMACIONES DE CATEGORÍA &quot;C&quot;"	0
"56. Alienta a los Estados Miembros, al descongelar los activos de una persona fallecida o de una entidad cuya existencia se haya comunicado o confirmado como resultado de su exclusión de la lista, a recordar las obligaciones establecidas en la resolución 1373 (2001) y, en particular, impedir que los activos descongelados se utilicen con fines terroristas;"	1
"Ese tipo de interacción puede permitir que se adopten medidas preventivas en un tiempo razonable."	0
"36. Alienta a todos los Estados miembros, en particular los Estados designantes y los Estados de residencia o nacionalidad, a presentar al Comité información adicional de identificación y de otro tipo, junto con documentación de respaldo, sobre las personas, grupos, empresas y entidades incluidos en la lista, incluidas actualizaciones sobre el estado operativo. de entidades, grupos y empresas incluidos en la lista, el movimiento, el encarcelamiento o la muerte de personas incluidas en la lista y otros acontecimientos importantes, a medida que dicha información esté disponible;"	1
"&quot;El Consejo de Seguridad destaca que las organizaciones regionales y subregionales desempeñan un papel importante a la hora de abordar el tráfico ilícito de armas pequeñas y ligeras y la necesidad de tener en cuenta en los mandatos de las operaciones de mantenimiento de la paz, cuando corresponda, los instrumentos regionales que permitan a los Estados identificar y rastrear armas pequeñas y ligeras ilegales."	1
"o El 9 de noviembre de 2014, helicópteros del régimen lanzaron múltiples bombas de barril sobre la ciudad de Dael, matando a seis personas, entre ellas dos niños, además de dañar edificios residenciales."	0
"Esa restricción deberá permanecer vigente mientras la participación en dicho viaje genere la obligación de informar sobre asuntos sustantivos."	0
"Solicita al Secretario General que siga ayudando al Gobierno [del país afectado] a desarrollar las instituciones de seguridad de transición, incluidas la fuerza policial [nacional] y la fuerza de seguridad nacional, y que siga apoyando al Gobierno [del país afectado] ] en el desarrollo de una estrategia de seguridad nacional, que refleje el respeto por el estado de derecho y la protección de los derechos humanos, incluidos planes de desarme, desmovilización y reintegración (DDR), justicia y capacidades penitenciarias, así como el marco legal y político para la funcionamiento de sus fuerzas de seguridad, incluidos mecanismos de gobernanza, investigación y supervisión."	1
"Subrayando el papel central de las Naciones Unidas en la lucha mundial contra el terrorismo y acogiendo con beneplácito la adopción por la Asamblea General de la Estrategia Global de las Naciones Unidas contra el Terrorismo (A/60/288) de 8 de septiembre de 2006 y la creación de la Estrategia Antiterrorista Grupo de Trabajo de Implementación (CTITF) para asegurar la coordinación y coherencia generales en los esfuerzos antiterroristas del sistema de las Naciones Unidas,"	1
"&quot;El Consejo de Seguridad subraya que la estabilidad y la seguridad siguen siendo fundamentales para los esfuerzos de reconstrucción política y económica del Gobierno de Transición y la comunidad internacional."	1
"7. La situación en Oriente Medio (18 de julio de 1960; 2 de junio de 2008)."	0
"22. El 25 de agosto se publicó en Goma una declaración atribuible al General Laurent Nkunda, uno de los principales autores de la crisis de Bukavu en mayo de 2004, en la que amenazaba con derrocar al Gobierno de Transición."	1
"&quot;El Consejo de Seguridad recuerda a los Estados que deben garantizar que cualquier medida adoptada para combatir el terrorismo cumpla con todas sus obligaciones en virtud del derecho internacional, en particular el derecho internacional de los derechos humanos, el derecho de los refugiados y el derecho humanitario."	1
"La OTAN y la República de Moldavia"	0
"- se compromete a mejorar la coordinación con la Comisión de Consolidación de la Paz (PBC) y espera con interés la revisión de 2010 de la PBC y las recomendaciones sobre cómo puede seguir reforzándose su papel;"	1
"El segundo punto que quisiera subrayar hoy es nuestra continua preocupación por el bienestar del pueblo inocente de Gaza y de los pueblos y ciudades del sur de Israel."	0
"10- Existencia de cuentas desproporcionadas con las actividades comerciales y realización de transferencias entre esas cuentas; realizar transacciones sin fines comerciales claros, realizar pagos a personas que no tienen una relación abierta con la persona o empresa en cuestión."	0
"La comunidad internacional sigue comprometida con la lucha contra el terrorismo en todas sus formas y manifestaciones, pero debe redoblar sus esfuerzos para lograr la plena aplicación de las resoluciones pertinentes y los instrumentos internacionales contra el terrorismo."	1
"Se dispone de muy poca información para determinar el enfoque institucional u operacional general adoptado por los gobiernos con respecto a la lucha contra el terrorismo o la supervisión de las actividades antiterroristas."	0
"15. Indica su voluntad de considerar la idoneidad y viabilidad de zonas de seguridad temporales y corredores seguros para la protección de los civiles y la prestación de asistencia en situaciones caracterizadas por la amenaza de genocidio, crímenes de lesa humanidad y crímenes de guerra contra la población civil;"	1
"Apoyar a las organizaciones de mujeres en las comunidades donde se despliegan fuerzas de paz para aumentar la conciencia sobre el VIH/SIDA y fortalecer las estrategias de prevención de la comunidad."	1
"&quot;El Consejo de Seguridad reconoce que el terrorismo no será derrotado únicamente mediante la fuerza militar, medidas de aplicación de la ley y operaciones de inteligencia, y subraya la necesidad de abordar las condiciones que favorecen la propagación del terrorismo, incluida, entre otras, la necesidad de fortalecer esfuerzos para la prevención exitosa y la resolución pacífica de conflictos prolongados, y la necesidad de promover el estado de derecho, la protección de los derechos humanos y las libertades fundamentales, la buena gobernanza, la tolerancia y la inclusión para ofrecer una alternativa viable a aquellos que podrían ser susceptibles a ataques terroristas. reclutamiento y radicalización que conduce a la violencia."	1
"15. De conformidad con la resolución 2129 (2013), el Comité, con la asistencia de la Dirección Ejecutiva, seguirá trabajando en estrecha colaboración con los Estados Miembros, incluso durante las visitas a los países, en la elaboración de estrategias amplias e integradas de lucha contra el terrorismo y en la identificación de prácticas disponibles. elementos y buenos estándares."	1
"Para guiar los nuevos compromisos de los donantes este año, la UNMIK preparó Kosovo: Reconstrucción 2000, un programa público de reconstrucción e inversión que dirigió a los donantes hacia las prioridades del JIAS."	0
"Dijo que el papel de la MINUSTAH debería ser ayudar a Haití a asumir la responsabilidad de su seguridad, en lugar de realizar esa tarea indefinidamente. Reafirmó que la resolución preveía una reducción responsable del componente militar de la MINUSTAH con el tiempo, sobre la base de una evaluación exhaustiva de la situación de seguridad."	1
"La reclamante kuwaití afirmó que no alquiló su licencia comercial al reclamante no kuwaití."	0
"28. El 28 de octubre, el Comité se reunió con Martin Scheinin, Relator Especial sobre la promoción y protección de los derechos humanos y las libertades fundamentales en la lucha contra el terrorismo. El Sr. Scheinin informó al Comité sobre sus propuestas para mejorar el régimen de sanciones, a lo que siguió un constructivo intercambio de opiniones sobre cuestiones relacionadas con la equidad y claridad de los procedimientos del Comité, en particular en lo que respecta a la inclusión y exclusión de la lista."	1
"Los principales elementos de la declaración del Representante Permanente, así como el intercambio de opiniones entre los miembros del Grupo de Trabajo, se reflejan en el resumen que figura en las conclusiones pertinentes (S/AC.51/2014/3)."	1
"Las partes en el proceso de paz aún tienen que establecer acuerdos de liberación y programas de reintegración que hubieran permitido a los niños de esas fuerzas ejercer su derecho a medidas de recuperación y reintegración."	1
"Testigos presenciales identificaron que esas personas habían participado en un ataque a una aldea, que a menudo incluía incendios, saqueos, asesinatos y, en ocasiones, violaciones."	0
"Mientras tanto, el Programa de las Naciones Unidas para el Desarrollo (PNUD) está implementando un programa de reinserción a corto plazo dirigido a 5.200 excombatientes y las comunidades donde se están reasentando."	0
"78. Siete Estados cuentan con estructuras institucionales para aplicar estrategias de lucha contra el terrorismo."	0
"84. Cuatro Estados han firmado la Carta de Intención para aplicar el Marco de Normas SAFE para garantizar la seguridad de la carga contra la explotación con fines terroristas, y tres han alcanzado una etapa avanzada de aplicación."	0
"Reafirmando su compromiso con la solución política de los conflictos en la ex Yugoslavia, preservando la soberanía y la integridad territorial de todos los Estados de la ex Yugoslavia dentro de sus fronteras internacionalmente reconocidas,"	1
"Zeid Ra&#39;ad Zeid Al-Hussein (Jordania)"	0
"Sobre la base del examen inicial realizado por la MINURSO, se desplegó un equipo de examen del personal y, posteriormente, un equipo de evaluación de la gestión del Departamento de Operaciones de Mantenimiento de la Paz, para ultimar las recomendaciones encaminadas a reconfigurar la estructura civil para apoyar mejor las actuales actividades encomendadas, garantizar una mayor integración entre los componentes militar y civil y mejorar la gestión de la MINURSO."	1
"Reitera la necesidad de convocar lo antes posible una conferencia internacional para implementar el Comunicado de Ginebra a fin de facilitar un proceso político liderado por Siria que conduzca a una transición que acelere el fin del conflicto en Siria."	1
"Que se celebrará el miércoles 28 de octubre de 2009, a las 12.55 horas"	0
"b) Armas convencionales 113. Sobre la base de su análisis general, el Equipo también cree que el Consejo tal vez desee pedir a todos los Estados, en particular a los países exportadores de armas, que ejerzan el más alto grado de responsabilidad en las transacciones de armas pequeñas y ligeras. a 2. Territorio del embargo"	1
"56. Todos los Estados excepto uno han adoptado algunas medidas para establecer un marco jurídico integral de lucha contra el terrorismo que incorpore los delitos relacionados con el terrorismo."	0
"C. Inicio de la sucursal de Arusha"	0
"Estas son cuestiones que deben abordarse como parte del esfuerzo de reforma del sector de seguridad."	0
"a) Seguir recordando a los Estados Miembros su obligación de extraditar o enjuiciar de conformidad con los instrumentos internacionales de lucha contra el terrorismo aplicables en los que son partes y recordarles su obligación de garantizar que las alegaciones de motivación política no se consideren motivo de rechazar solicitudes de extradición de presuntos terroristas;"	0
"10. Expresa su voluntad de responder a situaciones de conflicto armado en las que se ataca a civiles o se obstruye deliberadamente la asistencia humanitaria a civiles, incluso mediante el examen de medidas apropiadas a disposición del Consejo de conformidad con la Carta de las Naciones Unidas, y toma nota , a ese respecto, las recomendaciones pertinentes contenidas en el informe del Secretario General;"	1
"En el bienio terminado el 31 de diciembre de 2005 se incurrió en gastos administrativos por un total de 32 millones de dólares, en comparación con 73 millones de dólares en el bienio terminado el 31 de diciembre de 2003."	0
"Interlocutores de partidos de oposición y de la sociedad civil de todo el país pidieron a la comunidad internacional que impida un cambio en la constitución. Los socios internacionales identificaron una transición pacífica del poder como esencial para la paz y la estabilidad futuras del país."	1
"Establecimiento de mecanismos de seguimiento de los medios para garantizar un seguimiento, notificación y documentación eficaces de cualquier incidente, origen y contenido que incite a los &quot;medios de odio&quot;."	1
"13. Al concluir la reunión, las partes aceptaron el comunicado de mi Enviado Personal, que figura en el anexo I del presente informe, y reiteraron su compromiso de continuar las negociaciones en Manhasset en una fecha que se determinará de común acuerdo."	1
"Por último, la amplia diversidad institucional, cultural, étnica y espiritual de varias de las sociedades que actualmente experimentan cambios históricos y profundos de ese tipo puede dar lugar a tensiones y preocupaciones de seguridad específicas."	0
"33. La Misión siguió concienciando al personal sobre las normas y reglamentos pertinentes de las Naciones Unidas sobre la prevención de la explotación y los abusos sexuales."	1
"Plan de acción de la ASEAN para combatir el crimen transnacional"	0
"1. Reitera su preocupación por la persistencia de la crisis y el deterioro de la situación en Costa de Marfil, que amenazan gravemente la paz y la estabilidad en la región de África Occidental;"	0
"A pesar de estas deficiencias, las escuelas públicas pudieron comenzar a tiempo el año escolar 2004/2005 en octubre por primera vez en tres años, gracias al suministro de material didáctico financiado con cargo al Fondo de Gestión Económica de Emergencia."	0
"24. Solicita al Comité contra el Terrorismo que, dentro de su mandato actual y con el apoyo de la Dirección Ejecutiva y Ejecutiva, identifique las principales deficiencias en la capacidad de los Estados Miembros para aplicar las resoluciones 1373 (2001) y 1624 (2005) del Consejo de Seguridad que puedan obstaculizar la capacidad de los Estados para detener el flujo de combatientes terroristas extranjeros, así como identificar buenas prácticas para detener el flujo de combatientes terroristas extranjeros en la implementación de las resoluciones 1373 (2001) y 1624 (2005), y facilitar la asistencia técnica, específicamente promoviendo el compromiso entre los proveedores. de la asistencia para el desarrollo de capacidades y de los destinatarios, especialmente aquellos en las regiones más afectadas, incluso mediante el desarrollo, cuando lo soliciten, de estrategias antiterroristas integrales que abarquen la lucha contra la radicalización violenta y el flujo de combatientes terroristas extranjeros, recordando el papel de otros actores relevantes actores, por ejemplo el Foro Global Contra el Terrorismo;"	1
"Por último, se necesita urgentemente un liderazgo afgano para hacer frente a los narcóticos."	0
"40. Al apoyar los esfuerzos nacionales, las entidades de las Naciones Unidas, dentro de sus respectivos mandatos, han perseguido los objetivos establecidos en la resolución 1325 (2000)."	0
"Que se celebrará el viernes 14 de enero de 2011, a las 10.00 horas"	0
"Mientras estuvo allí, también se reunió con representantes del Frente de Liberación de Ogadén (OLF) y del ONLF. Algunos eran dirigentes de milicias que llegaron a Dhusamareeb en aviones procedentes del Estado en cuestión en abril de 2005."	1
"El Grupo examina además los tipos indemnizables de costos de evacuación."	0
"En esa reunión las partes acordaron una mayor cooperación en los temas de la inspección ferroviaria y el regreso de los refugiados y desplazados internos."	1
"b) Recibir solicitudes de exenciones a las medidas descritas en el párrafo 1 b) de la presente resolución de personas incluidas en la lista y transmitirlas al Comité para determinar, caso por caso, si la entrada o el tránsito está justificado, ordenar la El Comité considerará dichas solicitudes en consulta con los Estados de tránsito y de destino y cualesquiera otros Estados pertinentes, y decide además que el Comité sólo aceptará exenciones a las medidas previstas en el párrafo 1 b) de la presente resolución con el acuerdo de los Estados de tránsito. y destino, y además ordena al Comité, a través del Punto Focal, que notifique a dichas personas la decisión del Comité;"	1
"Esta invitación, así como la cooperación que recibió el Relator Especial durante su visita, reflejan el compromiso del Gobierno de Burkina Faso de garantizar que sus esfuerzos para combatir el terrorismo estén en consonancia con las leyes y estándares internacionales de derechos humanos."	1
"Sus conclusiones tienen serias implicaciones para la rendición de cuentas de los funcionarios gubernamentales y sus recomendaciones deben ser consideradas cuidadosamente por el Consejo mientras determina qué enfoque debe adoptarse para finalmente poner fin a los abusos y la impunidad en Darfur."	0
"El Comité espera con interés la continuación de este apoyo altamente profesional."	1
"2. La actual fase de 180 días (fase IX) entró en vigor el 6 de diciembre de 2000."	0
"d) Mantener el diálogo e intercambiar información con los puntos de contacto o coordinadores designados sobre cuestiones relacionadas con sus contribuciones a la aplicación de la resolución 1540 (2004);"	1
"El Grupo de Trabajo facilitó y copresidió una conferencia internacional sobre estrategias nacionales y regionales de lucha contra el terrorismo, en la que los participantes identificaron un conjunto de principios que debían tener en cuenta los Estados miembros y las organizaciones regionales al desarrollar sus respectivas estrategias."	1
"El Presidente Abbas y el Primer Ministro Seniora discutieron además el establecimiento de un diálogo libanés-palestino sobre el bienestar social y económico, la seguridad y la representación de los refugiados palestinos en el Líbano."	1
"El equipo de mediación mantuvo conversaciones bilaterales con el Gobierno y la Coordinación, compuesta por el Movimiento Nacional para la Liberación de Azawad (MNLA), el Alto Consejo para la Unidad de Azawad (HCUA) y el Movimiento Árabe de la Azawad (MAA), junto con personas de la Coordination des mouvements et fronts patriotiques de résistance II (CMFPR-II) y una facción de la Coalition du peuple de l&#39;Azawad (CPA), por un lado, y con el Gobierno y la Plataforma grupos armados compuestos por CMFPR-I, CPA y la otra facción del MAA, así como individuos del Groupe d&#39;autodéfense touareg Imghad et alliés (GATIA) invitados por la Plataforma, por el otro."	1
"60. En su resolución 1783 (2007), el Consejo de Seguridad pidió al Secretario General que siguiera adoptando las medidas necesarias para garantizar el pleno cumplimiento en la MINURSO de la política de tolerancia cero de las Naciones Unidas respecto de la explotación y los abusos sexuales."	1
"49. Confirma que ningún asunto debe quedar pendiente ante el Comité por un período superior a seis meses, a menos que el Comité determine caso por caso que circunstancias extraordinarias requieren más tiempo para su examen, de conformidad con las directrices del Comité;"	1
"&quot;El Consejo de Seguridad recuerda que la justicia y el estado de derecho a nivel internacional son de importancia clave para promover y mantener la paz, la estabilidad y el desarrollo en el mundo."	1
"Se han creado en respuesta a denuncias de violaciones del derecho internacional humanitario y de los derechos humanos en contextos de conflicto, así como en situaciones de altos niveles de violencia, a menudo, pero no exclusivamente, relacionadas con procesos electorales o políticos, que implican graves violaciones del derecho de los derechos humanos."	0
"Sin embargo, los desafíos involucrados en estos serán significativamente mayores, ya que serán eventos de un día y la logística se verá complicada por la fuerte temporada de lluvias en Liberia."	0
"Pero a pesar de esos avances, todavía hay que superar los desafíos a la autoridad del Gobierno y a su control efectivo sobre su territorio nacional."	0
"&quot;El Consejo de Seguridad reafirma la importancia de la labor de los comités establecidos en virtud de las resoluciones 1267 (1999), 1373 (2001) y 1540 (2004) y continúa apoyándolos y orientándolos."	1
"18. Al 28 de agosto de 2011, el Irán había instalado 136 centrifugadoras IR-2m en Cascade 5."	0
":: Deben considerarse formas innovadoras de establecer sistemas integrales y que se refuercen mutuamente que vinculen a la Corte Penal Internacional, cualquier posible tribunal híbrido futuro y órganos nacionales, así como procesos penales y programas de reparación."	1
"Si bien se espera que las medidas descritas en este informe mejoren la capacidad de la Misión para monitorear el cumplimiento del acuerdo, sigue siendo responsabilidad de las partes garantizar que sus fuerzas militares y de seguridad no cometan violaciones."	1
"x) Consultar con los representantes pertinentes del sector privado, en coordinación con las autoridades nacionales, según corresponda, para promover el conocimiento de la prohibición de viajar y el embargo de armas y mejorar su cumplimiento;"	1
"28. El Consejo está decidido a considerar sanciones individuales contra quienes violen el embargo de armas en la República Democrática del Congo."	0
"Cuadro resumen del Ministerio de Educación"	0
"Consciente de que la protección del personal humanitario y del personal de las Naciones Unidas y su personal asociado es motivo de preocupación en situaciones de conflicto armado y de otro tipo,"	0
"Todos los Estados han promulgado leyes para controlar la fabricación, posesión, adquisición, venta, transferencia, transporte y suministro de armas pequeñas y municiones, pero esas leyes no incluyen disposiciones claras sobre la intermediación de armas, el tránsito de armas o los embargos de armas del Consejo de Seguridad."	0
"(Resolución de la Cumbre 534, 22º período ordinario de sesiones - 28 de marzo de 2010)"	0
"En este sentido, solicitamos a la Comisión de la Unión Africana, en estrecha cooperación con la CEDEAO y con el apoyo de los socios internacionales, incluidas las Naciones Unidas, la Unión Europea y otras partes interesadas internacionales interesadas, que adopte todas las medidas necesarias, incluida la convocatoria en Malí. , a más tardar en febrero de 2015, de una reunión de los Ministros de Defensa y Seguridad y los jefes de Estado Mayor y jefes de los servicios de inteligencia y seguridad de los países de la región, para realizar los estudios necesarios para el establecimiento de estos mecanismos."	1
"Dentro del ejército, los informes y todas las demás comunicaciones se realizan a lo largo de la cadena de mando, como ocurre con la mayoría de las fuerzas armadas convencionales."	0
"Que se celebrará el jueves 12 de enero de 2012, a las 10.00 horas"	0
"Al concluir esta cuarta ronda de conversaciones, las partes reiteraron su compromiso de continuar las negociaciones en Manhasset en una fecha que se determinará de común acuerdo."	1
"Se utilizarán para inspeccionar contenedores y combinaciones de camiones y remolques."	0
":: Destacar la importancia de la agenda sobre las mujeres, la paz y la seguridad para abordar la discriminación, los abusos de los derechos humanos y los obstáculos a la protección y la justicia que enfrentan las mujeres y niñas refugiadas, desplazadas internas y apátridas en todas las etapas del ciclo de desplazamiento"	1
"Involucrar a las mujeres mediante la creación de comités de prevención de conflictos con equilibrio de género, incluidos representantes de la sociedad civil."	1
"Aunque en la mayoría de los incidentes las fuerzas gubernamentales tal vez no hayan participado directamente en la destrucción, su complicidad en los ataques durante los cuales se llevó a cabo la destrucción y su presencia en el lugar son suficientes para hacerlas corresponsables."	0
"57. Después de sólo tres años desde su creación, la fuerza del DIS sigue en una etapa de formación. Ha logrado demostrar que puede marcar una diferencia en la seguridad de las poblaciones vulnerables del este."	0
"En este sentido, el Consejo de Seguridad alienta a que se siga incorporando la protección de los niños en las actividades de promoción, las políticas, los programas y la planificación de misiones de esas organizaciones y acuerdos, así como la capacitación del personal y la inclusión del personal de protección de los niños en sus operaciones y establecimiento de mantenimiento de la paz y sobre el terreno. dentro de sus secretarías, de mecanismos de protección infantil, incluso mediante el nombramiento de puntos focales de protección infantil."	1
"26. Además de los informes sobre sus viajes, el Equipo presentó unos 15 documentos en respuesta a solicitudes del Comité. Estos abarcaban cuestiones como las estrategias de presentación de informes de los Estados miembros; personas incluidas en la lista que se cree que han muerto; exenciones a la prohibición de viajar; cooperación con INTERPOL; exenciones humanitarias; posibles casos de incumplimiento; las opiniones del sector financiero privado sobre el régimen de sanciones; la lista de verificación; trabajar con organizaciones internacionales y regionales; el uso de Internet con fines terroristas; y un cuadro de las experiencias de los Estados miembros en la aplicación de las sanciones."	1
"Estas pruebas se describen en los párrafos 111 a 116 del primer informe &quot;E4&quot;."	0
"Más allá de sus consecuencias inmediatas, el ataque contra Aro Sharow y las aldeas cercanas es motivo de grave preocupación porque puede indicar el inicio de ataques deliberados contra poblaciones de desplazados internos por parte de las milicias y la incapacidad o falta de voluntad de las fuerzas gubernamentales para brindar protección efectiva a los campamentos y aldeas donde residen los desplazados internos."	0
"&quot;El Consejo de Seguridad pide a la comunidad internacional que proporcione, cuando sea necesario, apoyo financiero y técnico, así como capacitación adecuada, para la aplicación nacional de la resolución 1325 (2000), y al sistema de las Naciones Unidas, la sociedad civil y otros actores pertinentes para que colaborar y brindar asistencia de acuerdo con las prioridades nacionales a los Estados Miembros, en particular a los afectados por conflictos armados, en el rápido desarrollo de planes de acción nacionales, y trabajar estrechamente con los mecanismos nacionales responsables de la implementación de la resolución, incluso, cuando corresponda, a través del Equipos de las Naciones Unidas en los países."	1
"El Consejo destaca la necesidad de que el nuevo gobierno, una vez formado, interactúe con la comunidad internacional y utilice el período de transición de manera constructiva con fines de reconciliación, estabilidad y reconstrucción."	1
