"","en","MatCoop"
"2680","60. As I previously noted (see S/2010/85, para. 176), reconfiguration of the UNMIT police should be approached cautiously, taking into account, among other factors, the need for a sufficient presence in all districts and units to provide monitoring, advising, training, mentoring and support as required for the continued capacity-building and institutional development of the national police.",1
"2681","The proposed amendment is not intended to constitute a trial in absentia. Rather it intends to provide for adequate fair trial guarantees for the accused including the appointment of Counsel by the Trial Chamber, during such proceedings.",0
"2682","56. The Mission Policy Group on Sexual Exploitation and Abuse is finalizing a UNOCI code of conduct on sexual exploitation and abuse and participates in the country network on sexual exploitation and abuse.",1
"2683","Welcoming Ethiopia's Five point proposal of 25 November 2004,",0
"2684","Guidance material is available to assist with the implementation of effective practices. Notable in this regard are the Financial Action Task Force on Money-Laundering Best Practices Paper on detecting and preventing the illicit cross-border transportation of cash and bearer negotiable instruments and the WCO Enforcement Guidelines on Countering Money-Laundering and Terrorist Financing.",1
"2685","This movement, which commenced with less than 100 civilians, galvanized momentum and eventually engulfed the entire country and gained the support of the people.",0
"2686","(e) To submit a comprehensive programme of work to the Committee for its review and approval, as necessary, in which the Monitoring Team should detail the activities envisaged in order to fulfil its responsibilities, including proposed travel, based on close coordination with CTED and the 1540 Committee's group of experts to avoid duplication and reinforce synergies;",0
"2687","In light of the above, the Panel recommends compensation in the amount of USD 1,800,000 out of the USD 4,822,958 claimed.",0
"2688","Emphasizing the continued contribution to Côte d'Ivoire's stability, in particular in the context of the planned presidential elections, of the measures imposed by resolutions 1572 (2004) and 1643 (2005) and stressing that these measures aim at supporting the peace process in Côte d'Ivoire,",1
"2689","4. Hamoud Alsaleh Hamoudeh, age 60",0
"2690","During the reporting period, more than 300 members of Chadian armed opposition groups returned from the Sudan to Chad.",1
"2691","21. The revised strategy envisages both the preparation of more targeted, detailed and sophisticated technical assistance proposals, and more active engagement by the Executive Directorate with key donors, aimed at achieving a better understanding of their priorities and capabilities.",1
"2692","(v) Encourage all States, under paragraph 8 of resolution 1977 (2011), to prepare on a voluntary basis national implementation action plans, with the assistance of the Committee established pursuant to resolution 1540 (2004), as appropriate, mapping out their priorities and plans for implementing the key provisions of resolution 1540 (2004), and to submit those plans to the Committee;",1
"2693","134. Seven of the eight States of Central Asia and the Caucasus have ratified 12 of the international counter-terrorism legal instruments, with Kyrgyzstan actively considering adherence to the 6 instruments to which it is not yet a party.",1
"2694","10. The situation in Georgia (8 October 1992; 15 June 2009).",0
"2695","1.10 A new draft Civil Aviation Offences Bill has been finalised, which will replace the Civil Aviation Offences Act, 1972.",0
"2696","At the same time, once in motion, these Courts lack their own enforcement mechanisms and need the Council's continued engagement and support.",1
"2697","205. The States of the subregion are very alert to the terrorist threats they face and have invested vast resources in the expansion of legal frameworks, the establishment and enhancement of counter-terrorism institutions, and efforts to strengthen the capacities of law enforcement and intelligence agencies.",1
"2698","This option would have the advantage of harnessing Member States' willingness to commit robust naval assets to address threats arising on land.",1
"2699","103. Six States have adequate institutional structures and inter-agency coordination to deal with counter-terrorism matters, and another nine have some policies and procedures in place.",1
"2700","Where possible, Governments work with their territories to encourage them to draft the appropriate domestic counter-terrorism laws, but improvements to these frameworks are needed in many cases.",1
"2701","It is recommended that the United Nations contributions to the stabilization agenda be aligned and harmonized as part of the upcoming revision of the United Nations Development Assistance Framework (UNDAF).",1
"2702","4. Urges CTED to continue strengthening its role in facilitating technical assistance for implementation of resolution 1373 (2001) aimed at increasing the capabilities of Member States in the fight against terrorism by addressing their counter-terrorism needs;",1
"2703","Nonetheless, while it is true that human rights law affords some flexibility in addressing security challenges, States must respect certain core principles in all circumstances, including the principles of necessity, proportionality, legality and non-discrimination.",1
"2704","I encourage the Government of Iraq to expeditiously take further practical steps towards fulfilling its obligations under paragraph 14 of Security Council resolution 1284 (1999).",0
"2705","The facility in Larnaca, Cyprus, was closed on 22 June 2004.",0
"2706","Statements from two KISR employees were filed to explain this evidentiary shortcoming.",0
"2707","Despite a recent escalation in the number and gravity of their attacks, the future of the Taliban is uncertain.",0
"2708","During the past three months, at least four cases of alleged summary executions have been investigated by the MINUSTAH Joint Special Investigation Unit.",1
"2709","One soldier sustained a minor injury to his finger as a result of a grenade explosion.",0
"2710","Many States have introduced measures to combat illegal immigration and trafficking in arms and explosives, but wider, more consistent implementation is required in most regions.",1
"2711","36. The Council encourages the Burundi authorities to work with the Special Representative of the Secretary-General to put in place a mechanism for ending impunity and promoting reconciliation.",1
"2712","- To collate, assess, monitor and report on and make recommendations regarding implementation of the measures; to pursue case studies, as appropriate; and to explore in depth any other relevant issues as directed by the Committee;",1
"2713","Angola (Counsellor Candido Pereira dos Santos Van-Dunem)",0
"2714","14. Decides that Member States, in order to prevent Al-Qaida and other individuals, groups, undertakings and entities associated with it from obtaining, handling, storing, using or seeking access to all types of explosives, whether military, civilian or improvised explosives, as well as to raw materials and components that can be used to manufacture improvised explosive devices or unconventional weapons, including (but not limited to) chemical components, detonating cord, or poisons, shall undertake appropriate measures to promote the exercise of vigilance by their nationals, persons subject to their jurisdiction and firms incorporated in their territory or subject to their jurisdiction that are involved in the production, sale, supply, purchase, transfer and storage of such materials, including through the issuance of good practices, and further encourages Member States to share information, establish partnerships, and develop national strategies and capabilities to counter improvised explosive devices;",1
"2715","15. NATO successfully completed its military mission in Bosnia and Herzegovina on 2 December in a formal ceremony at Camp Butmir in Sarajevo.",1
"2716","(d) Adopt a victim-centric and human rights-based approach to trafficking in persons, including by providing victims with the right to stay in the country and access to legal protection and basic services, such as medical treatment, education and employment opportunities equivalent to those afforded to their own citizens;",0
"2717","Condemning the continuing illicit flow of weapons within and into the [affected state] in violation of resolutions [prescribing sanctions], declaring its determination to continue to monitor closely the implementation of the arms embargo and other measures set out by its resolutions concerning the [affected state],",0
"2718","260. Preventing cross-border terrorist mobility also requires the use of technology and equipment, such as readers and scanners, at border checkpoints to capture traveller data in real time and to verify that data against national and international alert and criminal databases.",1
"2719","With the exception of San Pedro and Abidjan, the ports and coastline lacked the infrastructure to import significant amounts of arms and military equipment.",1
"2720","By December, the Office for Addressing Sexual Exploitation and Abuse will be replaced by the Conduct and Discipline Unit dealing with sexual exploitation and abuse and other forms of misconduct.",1
"2721","Troop- and police-contributing countries should therefore ensure, including through self-certification, that personnel being deployed have received pre-deployment training on protection of civilians.",1
"2722","First, GPIC calculated an ""expected"" production level of methanol of 26,774 metric tons using an average production rate of 1,217 metric tons of methanol per day, multiplied by 22 days of carbon dioxide shortage.",0
"2723","While the training of FARDC and Congolese National Police units remains essential, any training programme for FARDC should be linked to the establishment of a functioning supply chain within the army to ensure the sustainability of the efforts and investments made.",1
"2724","This affects the Mission's capacity to rapidly redeploy uniformed personnel to protect civilians under threat in the west, should the situation so require, as well as to support the broader activities of the country team.",1
"2725","The Committee strongly recommends that Member States set up such national bodies to coordinate and discuss counter-terrorism issues. III. Non-reporting",0
"2726","""The Security Council reiterates its equally strong condemnation of all violations of applicable international law involving the recruitment and use of children by parties to armed conflict as well as their re-recruitment, killing and maiming, rape and other sexual violence, abductions, attacks against schools or hospitals and denial of humanitarian access by parties to armed conflict.",0
"2727","163. A coherent and comprehensive report on the findings and results from the crime scene investigation has been submitted to the Commission.",1
"2728","In the Declaration, the signatories States had committed themselves to putting an end to the recruitment and use of children by armed groups and forces.",1
"2729","215. All States have introduced legislation regulating the production, sale and transfer of arms and explosives.",1
"2730","2. The present report covers the period from 1 July to 31 December 2014. It provides an overview of developments and trends in West Africa and outlines the activities undertaken by UNOWA in the areas of good offices, enhancing subregional capacities to address cross-border and cross-cutting threats to peace and security, and promoting good governance, respect for the rule of law, human rights and gender mainstreaming.",1
"2731","All reporting States believe that they have effective protection against listed individuals or entities acquiring arms, but only 38 Member States have said that they have made changes to existing laws and regulations to incorporate the arms embargo measures; 106 States did not refer to the Consolidated List when describing their regulatory processes.",1
"2732","A small number are unable to implement the measures at all and terrorists are able to breach the arms embargo at will.",0
"2733","43. Rajeh Zeyab Bedah Nahar Al-Mutayri",0
"2734","Letters of credit 55 - 59 19",0
"2735","The second point I would like to underscore today is our continuing concern for the welfare of the innocent people of Gaza and in the towns and cities of southern Israel.",0
"2736","President of the Executive Council of the Community of Sahel-Saharan States",0
"2737","Recalls that the protection of civilians requires a coordinated response from all relevant mission components and encourages [the mission] to enhance interaction, under the authority of the Special Representative of the Secretary-General, between its civil and military components at all levels and humanitarian actors, in order to consolidate expertise on the protection of civilians.",0
"2738","In this regard, she considered it important that the deployment of the additional UNMISS force be completed.",1
"2739","D. Border control 258. Effective border control is key to the effective implementation of counter-terrorism measures pursuant to resolution 1373 (2001), since it is the first line of defence against the movement of terrorists across borders, and the illegal cross-border movement of goods and cargo.",1
"2740","S/RES/2113 (2013), op. 16",0
"2741","(c) Cooperate, particularly through bilateral and multilateral arrangements and agreements, to prevent and suppress terrorist attacks and take action against perpetrators of such acts;",1
"2742","Laws are in place to regulate charitable and non-profit organizations, but not all States have reviewed their legal frameworks to prevent the non-profit sector from being misused for the purpose of terrorist financing.",0
"2743","Establishment of media monitoring mechanisms to ensure effective monitoring, reporting and documenting of any incidents, origins and contents that incite ""hate media"".",0
"2744","These changes are currently most visible within Al-Qaida affiliates in North Africa, the Sahel and the Levant.",0
"2745","(i) Enhance its cooperation with international, regional and subregional organizations, and develop ways of operating with those organizations on a case-by-case basis, reflecting the variation in each organization's capacity and mandate, including exchanges at the working level, briefings to and from the Committee, and enhanced information-sharing arrangements;",0
"2746","In addition, Israeli aerial violations of the Blue Line have continued on a regular basis, in direct violation of resolution 1701 (2006).",0
"2747","2. Decides that all States shall take the following measures with respect to Usama bin Laden, members of the Al-Qaida organization and the Taliban and other individuals, groups, undertakings and entities associated with them, as referred to in the list created pursuant to resolutions 1267 (1999) and 1333 (2000) to be updated regularly by the Committee established pursuant to resolution 1267 (1999) hereinafter referred to as ""the Committee"";",1
"2748","82. In a follow-up to Security Council resolutions on children affected by armed conflict, in particular resolution 1612 (2005), a strong partnership has been established between the United Nations and the non-governmental organization NOVIB Somalia to initiate community-based reporting and monitoring on child rights and child protection violations.",1
"2749","2. The situation in the Middle East (18 July 1960; 30 June 2011).",0
"2750","They have enacted counter-terrorism legislation and made efforts to further strengthen regional coordination and cooperation, especially in the maritime context.",1
"2751","According to another State, any comprehensive State-led response to counter extremism must consider communities themselves as an integral part of the national security framework.",1
"2752","The situation in the Middle East (see S/7913, S/7923, S/7976, S/8000, S/8048, S/8066, S/8215, S/8242, S/8252, S/8269, S/8502, S/8525, S/8534, S/8564, S/8575, S/8584, S/8595, S/8747, S/8753, S/8807, S/8815, S/8828, S/8836, S/8885, S/8896, S/8960, S/9123, S/9135, S/9319, S/9382, S/9395, S/9406, S/9427 and Corr.1, S/9449, S/9452, S/9805, S/9812, S/9930, S/10327, S/10341, S/10554, S/10557, S/10703, S/10721, S/10729, S/10743, S/10770/Add.4, S/10855/Add.15, 16, 23, 24, 29, 30, 33, 41, 43 and 44; S/11185/Add.14-16, 21, 42/Rev.1 and 47; S/11593/Add.15, 21, 29, 42 and 49; S/11935/Add.21, 42 and 48; S/12269/Add.12, 13, 21, 42 and 48; S/12520/Add.10, 11, 17, 21, 37, 39, 42, 47 and 48; S/13033/Add.2, 16, 19, 21, 23, 34, 47 and 50; S/13737/Add.15, 16, 21, 24-26, 33, 47 and 50; S/14326/Add.10, 11, 20, 24, 28, 29, 47 and 50; S/14840/Add.8, 21-25, 27, 30-33, 37, 42 and 48; S/15560/Add.3, 21, 29, 37, 42, 45, 47 and 48; S/16270/Add.6-8, 15, 20, 21, 34, 35, 40 and 47; S/16880/Add.8-10, 15, 20, 21, 41 and 46; S/17725/Add.2, 15, 21, 28, 35, 38, 43 and 47; S/18570/Add.2, 21, 30 and 47; S/19420/Add.2-4, 18, 19, 22 and Corr.1, 30, 48 and 50; S/20370/Add.4, 12, 16, 21, 30, 32, 37, 44, 46, 47 and 51; S/21100/Add.4, 21, 30 and 47; S/22110/Add.4, 21, 30 and 47; S/23370/Add.4, 7, 21, 30 and 47; S/25070/Add.4, 21, 30 and 48; S/1994/20/Add.3, 20, 29 and 47; S/1995/40/Add.4, 21, 29 and 47; S/1996/15/Add.4, 15, 21, 30 and 47; S/1997/40/Add.4, 21, 30 and 46; S/1998/44/Add.4, 21, 30 and 47; S/1999/25/Add.3, 20, 29 and 46; S/2000/40/Add.4, 15, 20, 21, 24, 29 and 47; and S/2001/15/Add.5; see also S/2000/40/Add.39, 44, 46, 47 and 50; and S/2001/15/Add.11-13)",0
"2753","Only the rule of law, backed by well-trained Iraqi forces, supported by a thriving infrastructure and economy and energized by a free and fair elections process could defeat those who wished to destabilize the country.",1
"2754","In this regard, the Council encourages those countries affected by the LRA which have not yet done so to establish Standard Operating Procedures for the reception and handover of LRA children to civilian child protection actors.",0
"2755","Develop and implement a gender policy statement, a comprehensive gender policy and a department-wide gender mainstreaming action plan with objectives, activities, indicators and time lines for each functional area. Develop training tools and guidelines.",1
"2756","A one-State solution might accommodate many fundamental Palestinian desires, but it fails to meet the essential requirement of Israelis to maintain their self-determination and sovereignty.",0
"2757","79. Further concerted efforts need to be made to stop the continued gross human rights violations by armed groups and FARDC against civilians in Ituri, the Kivus, and central and northern Katanga, which are seriously undermining efforts to stabilize these areas and affecting the organization of elections.",0
"2758","20. The situation in the Kodori Valley remained unchanged. On 22 September, UNOMIG and the CIS peacekeeping force conducted a joint patrol in the Abkhaz-controlled lower Kodori Valley and reported the situation there as calm.",1
"2759","Within the institutional framework set up by the African Union to combat terrorism, a major role was given to the Commission and to the Peace and Security Council in coordinating efforts undertaken across the continent.",1
"2760","S/RES/1882 (2009), op. 6",0
"2761","Cooperation with Malian forces and Operation Barkhane",1
"2762","(b) To strengthen the facilitation of technical assistance aimed at increasing the capabilities of Member States in the fight against terrorism and ensuring that its provision is adjusted to the countries' needs;",1
"2763","The mission is satisfied, from the materials it has received and the meetings it has held, that the conflict has had serious repercussions on human rights.",0
"2764","9. Requests the Secretary-General to continue to report regularly, and at least every three months, on the situation in the Democratic Republic of the Congo and on MONUC's activities, and to provide the Security Council, with the same regularity, a specific update on the military situation;",1
"2765","To be held on Friday, 15 September 2000, at 12.50 p.m.",0
"2766","Further, Sissa did not provide any evidence in support of its losses.",0
"2767","57. FAO is also providing technical and legal support to the Federal Government of Somalia to facilitate the adoption of a strong legal framework for fisheries, including the establishment of a federal Somali fisheries authority, under the Ministry of Fisheries and Marine Resources.",1
"2768","Welcoming the continued progress that Burundi has made towards peace, stability and development and emphasizing the need for the United Nations system and the international community, including the international financial institutions and Burundi's development partners, to maintain their support for peace consolidation and long-term development in Burundi,",1
"2769","These seven vessels are registered and operated by seven separate companies, each owning and operating just one vessel.",0
"2770","Note 11 Investigation by the Independent Inquiry Committee",0
"2771","""The Security Council notes the deleterious impact of the proliferation of arms, in particular small arms, on the security of civilians, including refugees and other vulnerable populations.",0
"2772","7. Decides to remain seized of the matter.",0
"2773",":: Some members emphasized that the fight against terrorism must respect international law, including human rights law. Reiterating that terrorism was a gross violation of human rights and freedoms, including the fundamental right to life, one member emphasized the need to establish the human right to protection from terrorism, and reiterated its initiative to develop, under the auspices of the United Nations, a code to protect human rights against terrorism.",1
"2774","19. The Ombudsperson and staff in her Office continued to interact with representatives of the Counter-Terrorism Implementation Task Force and the Executive Directorate of the Security Council Committee established pursuant to resolution 1373 (2001) concerning counter-terrorism, as well as with the Terrorism Prevention Branch of the United Nations Office on Drugs and Crime and the Office of the United Nations High Commissioner for Human Rights.",1
"2775","There has also been progress in the exchange of information concerning such individuals -- notably through the International Criminal Police Organization (INTERPOL) -- as well as in cooperation in border security.",1
"2776","72. As indicated in table 1, the flight departed the Russian Federation on 20 January 2011, but its aircrew filed a “ZZZZ” code, which usually indicates that an aircraft’s destination is not listed in the International Civil Aviation Organization (ICAO) registry of airports.",0
"2777","They noted that Somalia would continue to require significant capacity-building assistance to ensure that pirate gangs could not return to peak levels.",1
"2778","The employer on this project was SOLR.",0
"2779","2. Recalls in this regard that journalists, media professionals and associated personnel engaged in dangerous professional missions in areas of armed conflict shall be considered as civilians and shall be respected and protected as such, provided that they take no action adversely affecting their status as civilians. This is without prejudice to the right of war correspondents accredited to the armed forces to the status of prisoners of war provided for in article 4.A.4 of the Third Geneva Convention;",1
"2780","Following a painstaking investigation, the United States Government ascertained that Ahmed Abu Khattalah was a key figure in those armed attacks.",1
"2781","The Anti-Corruption Law is under revision.",0
"2782","This provision is obviously not applicable in this case since the crimes occurred in the Sudan and were allegedly committed by Sudanese nationals.",0
"2783","However, of all transparency measures on weapons systems, those on small arms are the least developed.",0
"2784","(e) Allow the establishment of independent newspapers and other media; allow citizens to freely access the Internet, social media, international communications, foreign broadcasts and publications, including the popular culture of other countries; and abolish compulsory participation in mass organizations and indoctrination sessions;",1
"2785","Police and security services should be authorized to use special investigative techniques -- with due regard for human rights -- during terrorism-related investigations and in the gathering of evidence for counter-terrorism cases.",1
"2786","2) providers of cash transfer services;",0
"2787","59. In its continuing effort to increase local capacity-building and in the interest of cost-saving, MINURSO has proposed that eight international posts and four United Nations Volunteer positions be converted to national posts in the 2008-2009 budget year. Also recommended is the establishment of an archiving unit consisting of one international and one national General Service staff member.",1
"2788","The meeting also discussed ways and means of increasing pressure on the foreign armed groups and steps to be taken in that regard by the participating States, the African Union and the Security Council.",1
"2789","14. Report of the Special Rapporteur of the Commission on Human Rights on extrajudicial, summary or arbitrary executions on her mission to the Sudan (E/CN.4/2005/7/Add.2)",0
"2790","She noted that 69 humanitarian workers had been killed since the start of the conflict, and sexual violence had been used as a form of torture, to injure, to degrade, and to intimidate, and as a form of punishment.",0
"2791","First, the establishment of the ad hoc tribunals motivated national authorities to take up the fight against impunity for these same crimes.",1
"2792","This should not however detract from the full implementation of resolution 1559 (2004) and all other Security Council resolutions pertaining to Lebanon, which remain the best way to ensure Lebanon's long-term prosperity and stability as a democratic State.",1
"2793",":: identifying by the financial institution of limited and suspicious operations, including potential ones, as well as of sources of funds used by the customer for such operations.",0
"2794","Moreover, Chile is of the view that operative paragraph 2 of the draft resolution contains a condemnation of suicide attacks against civilians only.",0
"2795","The framework therefore recognizes the importance of involving the non-signatory movements in the peace process with a view to expeditiously concluding a fully inclusive, negotiated settlement to the conflict.",1
"2796","A pilot demobilization project is expected to commence in January 2001.",0
"2797","Calls on all States to take urgent steps to implement fully resolution 1373 (2001), and to assist each other in doing so, and underlines the obligation on States to deny financial and all other forms of support and safe haven to terrorists and those supporting terrorism,",0
"2798","""The Security Council recognizes the constant underrepresentation of women in formal peace processes and is deeply concerned about persistent obstacles and challenges resulting from situations such as violence against women, shattered economies and social structures, lack of rule of law, poverty, limited access to education and other resources, various forms of discrimination and stereotypes.",0
"2799","However, the figures may vary due to changes in the frequency of flights, weather conditions and other variables.",0
"2800","7. KFOR continues operations to prevent ethnic violence and protect patrimonial sites, and remains vigilant to deter possible threats directed against international organizations and military bases.",1
"2801","A presidential statement (S/PRST/2004/16) was adopted at the conclusion, in which the Council called on Member States to give the political and financial support as well as the civilian and military personnel to allow the multiple operations to start optimally and fulfil their respective mandates in an effective manner.",1
"2802","Implement its policy on gender equality and action plan to mainstream gender issues in four areas of work: coordination, information management, advocacy and policy.",1
"2803","(e) Bahrain and Qatar 69 - 70 21",0
"2804","(c) United Nations and African Union partners;",0
"2805","On average, only 1 in 10 children of primary school age is enrolled in school.",0
"2806","Established a Gender and Development Unit at Headquarters and a gender focal points network at country and regional levels.",1
"2807","Security Council resolution 1373 (2001) already imposes obligations on States to take certain actions to suppress terrorism and the recruitment of members to terrorist groups, prevent the movement of terrorists, and bring terrorists to justice.",1
"2808","29. A second battalion would deploy to the southern town of Kamina to protect the airfield; provide a secure environment for the electoral process within its area of operations; monitor and encourage the Mayi-Mayi in the south to take part in the brassage or disarmament, demobilization and reintegration process; and support and mentor FARDC, specifically in Kamina.",1
"2809","18. By winning 41 of the 83 seats in the National Assembly of the Republika Srpska, Mr. Dodik came close to obtaining an absolute majority and more than doubled the previous 19 seats of SNSD.",0
"2810","Gender perspectives integrated into the design and implementation of post-conflict environmental assessments.",1
"2811","However, both sides continued to abstain from dealing directly with each other. All known contact between the two armed forces took the form of meetings and written communications with MINURSO.",1
"2812","Governments play the leading role in securing military stockpiles or preventing leakage from official procurement channels.",1
"2813","148. The implementation of border control measures is essential to the practical application of States' counter-terrorism strategies.",1
"2814","Some States need to strengthen their judicial systems further in order to conduct terrorism prosecutions in full accordance with the rule of law.",1
"2815","17. Exemptions to the travel ban allow for travel when the Committee determines that such travel is justified on the ground of humanitarian need, including religious obligations, or where the Committee concludes that an exemption would further the objectives of the Council's resolutions for peace and national reconciliation in Côte d'Ivoire and stability in the region.",1
"2816","1.2 by any citizen or permanent resident on the high seas on board any ship or on any aircraft",0
"2817","It is assisted by a panel of experts established by resolution 1973 (2011).",0
"2818","The formed police units provide crowd control capacity in the event of illegal or unruly demonstrations and protect United Nations personnel, installations and property within their respective areas of responsibility.",1
"2819","Full Name: (in original and Latin script)",0
"2820","69. These new ""recruits"" were to become what the civilian population and others would refer to as the ""Janjaweed"", a traditional Darfurian term denoting an armed bandit or outlaw on a horse or camel.",0
"2821","Moreover, the participation of a strong civilian component is key to the provision of humanitarian assistance, the re-establishment of public order, functioning public institutions, reconstruction, rehabilitation and peace building for longer-term sustainable development.",1
"2822","To be held on Friday, 11 November 2011, at 10.30 a.m.",0
"2823","61. Looking ahead, I call upon the parties to the peace process -- the Government of Mali and represented armed groups -- to use this pause in negotiations to demonstrate political leadership and develop the compromises necessary to reach an agreement in Algiers.",0
"2824","For the Sahel region, UNODC developed two practical guides to help criminal justice officials address terrorist activities.",1
"2825","With the exception of one State, which has provided very little relevant information, all East Asian States are members of several regional organizations or mechanisms for international cooperation on counter-terrorism and have sought to strengthen these relationships.",1
"2826","144. States are responsible under international human rights law to guarantee the protection and preservation of human rights and fundamental freedoms at all times, in war and peace alike.",1
"2827","In line with the Committee's policy guidance on human rights and counter-terrorism, the Executive Directorate incorporates human rights into its communications strategy, stressing that States must ensure that their counter-terrorism measures comply with their obligations under international law.",0
"2828","The Team also continued to play an active role in the development of measures to counter the financing of terrorism through its participation in plenary meetings of FATF and meetings of the FATF-style regional bodies.",1
"2829","In its letter to MEW of 15 November 1991, Hitachi stated that the ""theoretical value"" of the surplus and scrap pilot cable is KWD 87,038, but sought payment of KWD 76,103 from MEW for the surplus and scrap pilot cable. It is not clear why Hitachi sought payment from MEW of a lower amount than was actually due.",0
"2830","While no villagers reported any rape cases to the UNAMID investigation team, Sudanese armed forces and military intelligence personnel were in fact present in the village during the investigation by UNAMID.",1
"2831","The decision to conclude the programme was made in March 1998 by a joint WFP/UNHCR food aid assessment mission in consultation with local and national authorities, implementing partners and donors.",0
"2832","(i) To contribute to protecting civilians in danger, particularly refugees and displaced persons;",1
"2833","Polish journalist Mateusz Piskorski -- 8 January 2012",0
"2834","95. Establishment of the Interpol-United Nations Security Council special notices required extraordinarily close cooperation between the two organizations over the past year, as well as the agreement of the Interpol General Assembly and the 1267 (1999) Committee.",1
"2835","""The Security Council looks forward to the report of the High-Level Panel on the United Nations System-wide Coherence in the Areas of Development, Humanitarian Assistance and the Environment and hopes this will play a role in ensuring a coordinated UN approach to Women and Peace and Security.",0
"2836","65. The road map for MONUSCO's exit should be accompanied by intensified efforts by the international community to enhance regional cooperation in order to minimize any external threats and risks to the peace consolidation process in the Democratic Republic of the Congo. VIII. Observations",1
"2837","It notes that the Department of Peacekeeping Operations has dispatched a fact-finding mission to Chad and the Central African Republic to assess how the United Nations might help those countries address the current instability.",1
"2838","119. Substantial resources have been invested worldwide in initiatives aimed at enhancing dialogue and understanding among civilizations and at countering incitement motivated by extremism and intolerance.",1
"2839","59. Some States of this region implement the European Union 2005 Strategy for Combating Radicalisation and Recruitment to Terrorism, which aims to ""disrupt the activities of the networks and individuals who draw people into terrorism; ensure that voices of mainstream opinion prevail over those of extremism; [and] promote yet more vigorously security, justice, democracy and opportunity for all"".",1
"2840","(a) Implement the adopted national legislation on countering terrorism, while bearing in mind international human rights standards;",1
"2841","The resolution is the second major change to processing of humanitarian supply contracts under the programme since the adoption of resolution 1284 (1999), which increased the quantity of oil that Iraq could sell under the programme and created new fast-track procedures for certain humanitarian goods.",1
"2842","▪ The prohibition against taking of hostages.",1
"2843","The situation in Cyprus (see S/11185/Add.28, 29, 32, 34 and 49; S/11593/Add.7-10, 23, 24 and 49; S/11935/Add.23, 24 and 50; S/12269/Add.24, 35-37 and 50; S/12520/Add.23, 45, 47 and 49; S/13033/Add.23 and 49; S/13737/Add.23 and 49; S/14326/Add.22 and 50; S/14840/Add.24 and 50; S/15560/Add.24, 46 and 50; S/16270/Add.17, 18, 23 and 49; S/16880/Add.23, 37 and 49; S/17725/Add.23 and 49; S/18570/Add.23 and 50; S/19420/Add.24 and 50; S/20370/Add.22 and 49; S/21100/Add.10, 23, 28, 49 and 50; S/22110/Add.23, 40, 49 and 51; S/23370/Add.14, 23, 28, 34, 47 and 50; S/25070/Add.19, 21, 23 and 50; S/1994/20/Add.9, 23, 29 and 50; S/1995/40/Add.24 and 50; S/1996/15/Add.25 and 51; S/1997/40/Add.25 and 51; S/1998/44/Add.26 and 51; S/1999/25/Add.25 and 49; S/2000/40/Add.23 and 49; S/2001/15/Add.24 and 50; S/2002/30/Add.23, 39 and 47; S/2003/40/Add.14, 15, 23 and 47; S/2004/20/Add.13, 16, 17, 23 and 42; and S/2005/15/Add.23; see also S/2001/15/Add.49; S/2002/30/Add.22 and 46; S/2003/40/Add.22 and 46; S/2004/20/Add.23 and 40; and S/2005/15/Add.22)",0
"2844","(a) Find ways of intensifying and accelerating the exchange of operational information, especially regarding actions or movements of terrorist persons or networks; forged or falsified travel documents; traffic in arms, explosives or sensitive materials; use of communications technologies by terrorist groups; and the threat posed by the possession of weapons of mass destruction by terrorist groups;",1
"2845","29. Only two States have criminalized terrorist financing, but two others have introduced some legal provisions to address the issue.",1
"2846","The Government of Jordan stresses the need for the Israeli Government fully and immediately to halt its acts of violence and destruction in the Gaza Strip and throughout the occupied Palestinian territory, to put an end to its policy of deliberate destruction of Palestinian infrastructure and homes and to cease forthwith its acts of extrajudicial killing, the imposition of collective punishment and its other practices against the Palestinian people.",0
"2847","3. The situation in Cyprus (27 December 1963; 14 December 2010).",0
"2848","Felten & Guilleaume Kabelwerke GmbH Minimax GmbH",0
"2849","C. Killing and maiming of children",0
"2850","The Operation will also work with the Facilitator to encourage the parties to agree on an effective arrangement for the control of the weapons placed under storage, in keeping with the supervisory role entrusted to UNOCI and the Licorne force under the Ouagadougou Agreement.",0
"2851","On 25 May, the Chairman of the Committee established pursuant to resolution 1267 (1999) concerning Al-Qaida and the Taliban, Ambassador Heraldo Muñoz of Chile, presented the first 120-day oral report to the Council, as required under paragraph 12 of resolution 1526 (2004), on the work of the Committee and its Analytical Support and Sanctions Monitoring Team.",0
"2852","Not every State has a stand-alone counter-terrorism strategy, but all have developed a range of counter-terrorism policies and practices, and established a national agency or centre, with a legislative mandate to guide it in its work, to manage counter-terrorism measures.",1
"2853","b. Rated for operation in the temperature range from below -54oC to above +125oC; and",0
"2854","The Humanitarian Coordinator has appealed for emergency humanitarian assistance to help the 20,000 families survive the winter.",1
"2855","There was widespread support for efforts to neutralize the threat posed by ADF and other armed groups in the eastern Democratic Republic of the Congo, including FDLR, as mandated in resolution 2147 (2014).",0
"2856","This is a matter of utmost urgency, as Kenya can no longer continue carrying the burden occasioned by the situation.",0
"2857","The introduction to the 2007/08 annual report, as prepared by the delegation of Viet Nam, was commended for providing both a summary and a substantive analysis of the Council's activities across regions and on issues ranging from the proliferation of weapons of mass destruction to the role of regional and subregional organizations in contributing to the maintenance of international peace and security.",1
