"","es_en_TRANSOFMERS","VerConf"
"1510","Export attempts on man-portable air defence systems",0
"1511","In particular, we would like to express our deep concern at the stagnation of levels of socio-economic development in Haiti and its food security.",1
"1512","(d) The armed confrontation between F-FDTL soldiers and PNTL officers at the PNTL headquarters on 25 May, resulting in numerous injuries and the death of an F-FDTL soldier, Bure.",1
"1513","The arguments of the representative of Armenia were particularly surprising because he had presented them to the Security Council, which, in 1993, had adopted four resolutions condemning the use of force against Azerbaijan and the occupation of its territories and demanding the immediate, complete and unconditional withdrawal of the Armenian occupying forces from all occupied territories of Azerbaijan (resolutions 822 (1993), 853 (1993), 874 (1993) and 884 (1993)).",1
"1514","We note that, in his report (S/2008/728), the Secretary-General expresses concern about the security situation in the eastern part of the Democratic Republic of the Congo.",1
"1515","With regard to medical equipment, the Unit's observation activities revealed the continued lack of newborn incubators, dialysis machines, ultrasonic and X-ray equipment, electrocardiographic machines, general laboratory equipment and patient monitoring monitors.",0
"1516","However, the situation remains worrying, as the long borders between us are difficult to control.",1
"1517","âThe Security Council is particularly concerned about attacks against humanitarian personnel, in violation of the rules of international law.",1
"1518","It appears that the document was leaked through sources of Mr. Walker, diplomatic correspondent for The Sunday Times, 1 Pennington Street, London E98 1.",0
"1519","The potential risks to bringing the non-signatory parties to the negotiating table include the insistence of the parties on unrealistic preconditions for negotiations; another risk is the intransigence of the parties to and during negotiations; such risks can be mitigated by establishing unified positions within the international community on the peace process and by maintaining close dialogue with the parties; another risk is that regional or international partners will develop parallel initiatives on the peace process that weaken this element of the framework.",1
"1520","Calling upon all parties to the armed conflict to cease immediately and completely all acts of sexual violence against civilians, in accordance with resolutions 1325 (2000), 1820 (2008), 1888 (2009) and 1889 (2009), the recruitment and use of children, in accordance with resolutions 1612 (2005) and 1882 (2009), and indiscriminate attacks against civilians, in accordance with resolution 1894 (2009),",1
"1521","The rebel movements also participated in looting, mainly against police stations in order to obtain weapons; on a few occasions, the rebels also stole private property.",0
"1522","The Registrar of the Chamber already admits to processing the complaints.",0
"1523","Reiterating the need to ensure that the present sanctions regime effectively contributes to the ongoing efforts to combat the insurgency and to support the efforts of the Government of Afghanistan to advance reconciliation in order to achieve peace, stability and security in Afghanistan,",1
"1524","This is the case for the United Republic of Tanzania: the value of diamonds is not verified at the time of export and one fifth of the actual value declared at the time of importation into Antwerp is declared.",0
"1525","They have taken all these actions, and then they ask for protection and guarantees and make these arguments to continue extorting us and obtaining further concessions from us.",1
"1526","Convinced that it is unacceptable in principle for anyone anywhere to evade responsibility for a terrorist act for any reason, including obstructing the investigation or failing to cooperate in good faith,",1
"1527","To be held on Tuesday, 29 August 2006, at 10 a.m.",0
"1528","He was disappointed that the committees were limited to the crime of rape and did not follow up on cases in which other forms of sexual abuse, including attempted rape, were reported.",0
"1529","During the reporting period, negotiations between the parties to reach a mutually acceptable solution that would enable the people of Western Sahara to exercise their right to self-determination had remained deadlocked.",1
"1530","Project for the rehabilitation of cereal crop programmes (wheat and barley)",0
"1531","Recalling the statement of its President (S/PRST/2011/9) of 2 May 2011, which notes that Osama bin Laden will never be able to carry out terrorist acts again,",1
"1532","âThe Security Council calls on Burundi to prevent any form of support from its territory to armed groups in the Democratic Republic of the Congo.",1
"1533","The humanitarian consequences of the persistence of violence in Iraq are of great concern to my delegation.",1
"1534","It is recommended that the United Nations take the following urgent and concrete steps to help maintain and strengthen the AMISOM presence in Somalia:",1
"1535","At the same meeting, in accordance with paragraph 41 of resolution 2093 (2013), the Coordinator of the Monitoring Group for Somalia and Eritrea presented the Panel's assessment of the progress made by the Federal Government of Somalia in establishing logistical infrastructure for arms management and establishing arms control procedures.",0
"1536","(i) 1,000 AK-47 assault rifles (short version);",0
"1537","14. All victims, including victims of expulsions and house demolitions, should receive full and adequate compensation.",0
"1538","Individuals and cells associated with Al-Qaida and its affiliates continue to find new targets, tactics and technologies.",1
"1539","Central African region (S/PRST/2013/6)",0
"1540","Jordan Valley, Jordan, 20-21 November 2007",0
"1541","On 18 March, the Commanders of the Presidential Guard and the Presidential Security Group sent a letter to the Minister of Internal Security to inform him of his decision to declare the surroundings of the presidential palace ""red zone"", whereby anyone caught within that perimeter would be considered an enemy combatant and treated as such, i.e. that he would be shot at without warning.",1
"1542","As UNAMA, we would be irresponsible if we did not urge the international community, the Governments of Pakistan and Afghanistan and international forces to end this situation, especially on the southern border.",1
"1543","55. NDTV, Indian channel, 15 October 2011",0
"1544","4. Calls upon all States not parties to the Treaty on the Non-Proliferation of Nuclear Weapons to accede to it as non-nuclear-weapon States in order to achieve its universality at an early date and, pending their accession, to comply with the provisions of the Treaty;",0
"1545","It is essential for any military or paramilitary operation to be successful that the commanders be able to exercise control, assess the prevailing situation and plan and coordinate their action vertically and horizontally through the command structure. As Al-Qaida, the Taliban and their associates carry out such activities, they must be provided with the necessary means, including communications equipment.",1
"1546","We strongly condemn the criminal attacks that the terrorist group Boko Haram continues to carry out in northern Nigeria and neighbouring countries.",1
"1547",":: At the time of writing, the Anti-Corruption Unit has the capacity to investigate cases.",0
"1548","5. Declares that terrorist acts, methods and practices are contrary to the purposes and principles of the United Nations and that intentionally financing, planning and inciting terrorist acts is also contrary to the purposes and principles of the United Nations;",0
"1549","In some cases, women were raped in public and were sometimes insulted and described as ""slaves"" or torobora.",0
"1550","We are all deeply concerned about the deteriorating security situation in Côte d'Ivoire, as the Council may have noticed in my statement this morning.",1
"1551","It is clear that all law and order institutions face serious challenges.",1
"1552","In fact, Azerbaijan itself violates those resolutions, in which the parties concerned are urged to engage in negotiations within the framework of the Minsk Group of the Organization for Security and Cooperation in Europe (OSCE), as well as through various contacts between them.",1
"1553","United Nations support in the consolidation phase",0
"1554","However, the task is feasible, as long as we set ourselves principles-based but realistic goals and move towards them with deliberate action, provided that we are not alone in taking such action.",0
"1555","In introducing the report, the Assistant Secretary-General emphasized the risk that, despite the prevailing calm in the area, security would deteriorate, particularly as a result of the inclusion of Abyei as an electoral district by the Sudanese authorities for the 2015 presidential elections.",1
"1556","At its 5921st meeting, on 23 June 2008, the Council decided to invite the representative of Zimbabwe to participate, without vote, in the discussion of the item entitled:",0
"1557","Takes note of the development of the human rights due diligence policy, encourages [the Mission] to continue to implement it fully, and requests the Secretary-General to report to the Council on progress made in the implementation of that policy;",0
"1558","In paragraphs 1, 2 and 7 of resolution 1844 (2008), it imposed specific measures (travel ban, assets freeze and targeted arms embargo) against individuals and entities designated by the Committee.",0
"1559","In accordance with paragraph 39 of this resolution, the monitoring team shall work under the direction of the 1267 Committee and shall perform the following functions:",0
"1560","As I said earlier, the application of double standards in dealing with terrorism and terrorist groups is also a matter of serious concern that seriously undermines the efforts of the international community in its fight against terrorism.",1
"1561","In two of them, it was not possible to establish the motive while the third was considered a criminal act.",0
"1562","We must recognize these truths, which I have highlighted.",0
"1563","108. The Panel is not convinced that An-26 is used only for the functions described above.",0
"1564","Colonel Reis and Mr. Malik had a heated argument.",1
"1565","However, we do not believe that sovereignty demands that the Council remain silent when Governments slaughter their own people, threatening regional peace and security in that process.",1
"1566","No State has taken appropriate measures to protect non-profit organizations from being used for the financing of terrorism.",1
"1567","9.B. Test and production equipment",0
"1568","Moreover, Kosovo Albanian leaders have interpreted the victory of President Kostunica as a threat to their aspirations for independence for the province.",1
"1569","We are seriously concerned about this decree, which can have far-reaching consequences.",1
"1570","Unfortunately, the Sudanese judicial system has demonstrated that it cannot and will not investigate and prosecute the alleged perpetrators of war crimes and crimes against humanity committed in Darfur.",1
"1571","Efforts are therefore under way to send the equipment.",0
"1572","9. Requests the Secretary-General to make arrangements to support the work of the monitoring mechanism, as an expense of the Organization and from a United Nations Trust Fund established for this purpose, affirms that this Trust Fund will be established by the Secretary-General, encourages States to contribute to the Fund and to provide, through the Secretary-General, personnel, equipment and services to the monitoring mechanism, and also requests the Secretary-General to keep the Committee established pursuant to resolution 1267 (1999) regularly informed of financial arrangements in support of the mechanism;",0
"1573","To continue in this struggle, the international community needs to make a greater contribution and pay more attention to this important aspect of the fight against terrorism.",1
"1574","In accordance with paragraph 32 of this resolution, the Monitoring Team shall work under the leadership of the Committee established pursuant to resolution 1267 (1999) and shall perform the following functions:",0
"1575","A larger team of advisers from the European Union Police Mission has been established to provide technical support and advice on police matters.",0
"1576","The situation in Côte d'Ivoire (20 December 2002; 30 June 2010)",0
"1577","Accordingly, the Panel recommends compensation in the amount of USD 7,943,030 for this segment of part two of the claim.(c) Loss of recreational opportunities",0
"1578","The number of checklists received now stands at 58, leaving 134 States yet to report when two years have passed since the deadline of 10 March 2006.",0
"1579","Gulbuddin Hekmatyar (QI.H.88.03) is considered primarily a threat to peace and security in Afghanistan.",1
"1580","The resolution reiterates the importance of fulfilling those obligations and emphasizes that neither party shall engage in any activity that would contravene those obligations or prejudice the final status negotiations.",1
"1581","7. The situation in Liberia (22 January 1991; 19 December 2008).",0
"1582","âThe Security Council welcomes the significant progress made by Timor-Leste in strengthening the institutional and human resources capacity of State institutions, including in the security, justice and governance sectors, which play key roles in safeguarding stability and promoting democracy.",0
"1583","To be held on Wednesday, 20 May 1998, at 1.15 p.m.",0
"1584","Emphasizing that sanctions are an important instrument for the maintenance and restoration of international peace and security, and stressing in this regard the need for the measures referred to in paragraph 1 of the present resolution to be vigorously implemented as an important means of combating terrorist activity,",1
"1585","Net increase/(decrease) in cash and term deposits",0
"1586","The Forces nationales de libÃ©ration (PalipehutuFNL), which constitute a threat to the security of Burundi and the region, must join the peace process without delay.",0
"1587","The members of that delegation agreed with the Prime Minister âto initiate the organization of the Palestinian armed presence in the camps to ensure securityâ.",0
"1588","Mr. Soro said that he was surprised that the international community had not foreseen the ongoing conflict in CÃ´te d'Ivoire, manifest since the passing of President FÃ©lix HouphouÃ«t-Boigny.",1
"1589","2. Iman Abdulrahman, nurse, Kebtan Aljabal",0
"1590","2. Implementation of resolution 1624 (2005)",0
"1591","Clarifications of the terms ""Janjaweed"" and ""Tora Bora""",0
"1592","It once again calls upon the [national] authorities to put an end to impunity, in particular by bringing to justice without delay those responsible for serious violations of human rights and international humanitarian law, and, in electing candidates for official office, including key positions in the armed forces, the national police and other security forces, to take into account their record with regard to respect for international humanitarian law and human rights.",1
"1593","In these conditions, where profound inequalities and political, economic and social exclusion converge, a process of transformation of the prevailing order breaks out in search of economic and political changes and alternatives of participation and openness to new spaces and mechanisms of expression that imply, in sum, the vindication of fundamental rights.",1
"1594","United Nations peace operations have changed their positions accordingly and show an increasing tendency to shield and entrench themselves, limiting the ability of both uniformed and civilian personnel to interact with the local population, reach their hearts and minds, mediate local disputes and obtain information -- critical work for the implementation of peace agreements and efforts to resolve conflicts.",1
"1595","The recent publication by the Council of Ulemas of a religious decree condemning drug trafficking and other related activities can be instrumental in discouraging opium poppy cultivation.",1
"1596","The multispectral camera will explore vast regions of tens of kilometers.",0
"1597","We condemn terrorism in all its forms and manifestations because it violates the most fundamental right of human beings: the right to life.",1
"1598","The presence of Palestinian armed groups outside the camps continues to undermine Lebanon's ability to exercise full sovereignty over its territory.",0
"1599",":: Bring to justice, in accordance with the principle of extradition or prosecution, anyone who finances, plans, supports, facilitates or commits terrorist acts, in accordance with international law, including human rights law",1
"1600","Instead of the famous 2014 Football World Cup logo, which is made up of three victorious hands that hold the globe forming the prestigious cup, the Palestinian Authority vignette shows a three-handed ""trophy"" that grabs three people whose arms are raised in a surrendering attitude.",1
"1601","âThe Security Council expresses its concern at the increasing use by terrorists and their supporters of communications technology for the purposes of radicalization for terrorism, recruitment and incitement to commit terrorist acts, including through the Internet, and the financing and facilitation of the travel and subsequent activities of foreign terrorist fighters.",1
"1602","In his view, ""a village is a small area that cannot be easily divided into sections, so the whole village becomes a military target.""",0
"1603","160. Mansour Faleh Nasser Al-Ajmi",0
"1604","Pro-Government militias have played an important role in the Government's security activities in CÃ´te d'Ivoire, especially in the western part of the country.",0
"1605","In discussing the development challenges facing Afghanistan, recent developments highlight a bleak picture of the security situation.",1
"1606","These abuses occurred between August 2002 and January 2003.",1
"1607","1. Decides that all States shall take the following measures with respect to individuals and entities designated prior to this date as the Taliban and the other individuals, groups, undertakings and entities associated with them, as specified in section A (âTaliban associated personsâ) and section B (âTaliban associated entities and other groups or undertakingsâ) of the Consolidated List of the Security Council Committee established pursuant to resolution 1267 (1999) and 1333 (2000) from the date of adoption of this resolution, as well as other individuals, groups, undertakings and entities associated with the Taliban that constitute a threat to the peace, stability and security of Afghanistan designated by the Committee established pursuant to paragraph 30 (hereinafter referred to as âthe Listâ):",1
"1608","To be held in private on Tuesday, 21 August 2012, at 15:00",0
"1609","Mr. Loulichki (Morocco) (spoke in French): At the outset, I wish to congratulate the United Kingdom on holding the presidency of the Council for the month of March.",0
"1610","This gender perspective must be present in the reform and training of all security forces.",1
"1611","Therefore, United Nations bodies engaged in the fight against terrorism should address these fissures more seriously and with greater dedication.",1
"1612","This is an important fact, as it led to a significant increase in the level of frustration and hatred of the affected population, including supporters or alleged supporters of opposition parties and community groups, towards the police and security forces.",1
"1613",""" The Security Council recognizes that the human rights of women and girls are at particular risk in situations of armed conflict and post-conflict situations, and notes that in a number of such situations members of civil society dealing with women's human rights issues can be targeted.",1
"1614","With regard to certain patterns of displacement, the Committee notes that one of the objectives appeared to be linked to the Government's anti-insurgency policy, which was based on removing the actual or potential support base of the rebels.",0
"1615","The following are some examples of indicators related to this field:",0
"1616","Significant progress has been made, but the complex political, economic and security climate continues to present enormous challenges to the elected leaders responsible for the normalization of our country.",1
"1617","Other specific features of the Act are as follows:",0
"1618","It also noted that it remained deeply concerned about the unilateral actions, restrictions and provocations that had taken place in the holy sites of Jerusalem.",1
"1619","On 4 March, he called for the issuance of arrest warrants against State officials, provoking popular outrage and weakening hopes for peace and stability.",1
"1620","Cuba is once again appearing before the Security Council to denounce and condemn in the strongest terms the complicity and absolute responsibility of the United States Government with the liberation of this individual.",1
"1621","The Republic of South Sudan is deeply concerned about the deterioration of security in the border areas of the Republic of the Sudan and the Republic of South Sudan.",1
"1622","The Assistant Secretary-General also believed that inflammatory statements by armed groups threatening to sabotage the elections in areas of eastern Ukraine and to hold their own elections on 2 November, in violation of the Constitution and national law, should be condemned by all.",1
"1623","This is important in strengthening the Mission's capacity to provide genuine protection to the Congolese civilian population, which is the victim of an obvious humanitarian disaster, as stressed by Mr. Doss, and of massive human rights violations, including acts of violence directed against women and children.",1
"1624","Taking note of the interim and final reports (S/2008/772 and S/2008/773) of the Group of Experts on the Democratic Republic of the Congo (âthe Group of Expertsâ) established pursuant to resolution 1771 (2007) and extended pursuant to resolution 1807 (2008) and its recommendations,",0
"1625","(e) Various monitoring and verification tasks;",0
"1626","We note with concern that the area of security remains problematic.",1
"1627","Seven States have taken some measures to monitor, regulate and control the production, sale and transfer of arms and explosives.",0
"1628","In response to the A influenza pandemic (H1N1), between mid-2009 and August 2010, the Ministry of Health, with WHO support, developed a pandemic preparedness plan that included, inter alia, improving its surveillance systems; obtaining Tamiflu tablets; installing an artificial respirator at the National Hospital; and organizing several training sessions for health-care personnel.",0
"1629","Let us speak frankly: these stories from the press, human rights groups and civilians on the ground raise great concern about the nature and magnitude of the conflict.",1
"1630","2. The situation in Sierra Leone",0
"1631","When committed as part of a widespread or systematic attack against a civilian population and with knowledge of such attack, such acts can be considered crimes against humanity.",0
"1632","If banks take a very restrictive approach to deciding what should be considered as possible cases of terrorist financing, they are as likely to ignore the use of new methods as to discover the use of old methods.",0
"1633","There is considerable interest in the implementation of the joint communiqué of 2 April 2009, referred to in the report.",1
"1634","Figure I compares income and expenditure for the 2004/05, 2006/07 and 2008/09 financial periods.",0
"1635","We condemn the disproportionate use of force by the Israeli armed forces in densely populated areas, which has caused great suffering and loss to many Palestinian civilians, including children.",1
"1636","5. Condemns once again in the strongest terms all acts of violence or abuse committed against civilians in situations of armed conflict in violation of applicable international obligations, in particular with regard to: (i) torture and other prohibited treatment; (ii) gender and sexual violence; (iii) violence against children; (iv) recruitment and use of child soldiers; (v) trafficking in human beings; (vi) forced displacement; and (vii) deliberate denial of humanitarian assistance, and demands that all parties cease such practices;",1
"1637","In order to dispose of such weapons, the Commander da Cruz had disarmed UPF members from the eastern districts.",0
"1638","A section of Trial Chamber II deals with pre-trial matters in the Gaspard Kanyarugika case.",0
"1639","The rebels later captured an air force commander, who was detained for approximately three months.",0
"1640","Mr. Monteiro left his post last month.",0
"1641","Recognizing that strengthening national human rights institutions and respect for human rights, due process and combating crime and sexual and gender-based violence, as well as measures to end impunity, are essential to ensuring the rule of law and security in [the affected country],",0
"1642","As this threat increases, the response of the international community must evolve and keep pace.",1
"1643","However, the ability of the Lebanese State to fully exercise its authority throughout its territory remains limited and the production of a number of security incidents once again demonstrated that armed groups beyond the control of the State, as well as the proliferation of weapons, pose threats to the security of Lebanon.",1
"1644","Furthermore, the Transitional Government of the Democratic Republic of the Congo continues to consider issuing international warrants for the arrest of the leaders of the Ituri armed groups.",0
"1645","Deeply concerned that terrorist groups benefiting from transnational organized crime can contribute to weakening affected States, in particular their security, stability, governance and social and economic development,",1
"1646","âThe Security Council unequivocally condemns the terrorist attack committed in Marib, Republic of Yemen, on 2 July 2007, and expresses its deepest condolences to the victims of the attack and their families, as well as to the peoples and Governments of the Republic of Yemen and the Kingdom of Spain.",1
"1647","To be held on Monday, 9 December, at 4.41 p.m.",0
"1648","However, the above figures may vary due to changes in flight frequency, atmospheric conditions and other variables.",0
"1649","As at 31 January, 1,402 owners had included their properties in the programme.",0
"1650","However, in 2007, following the issuance of arrest warrants against Harun and Kushayb, President Al-Bashir publicly rejected their application, challenged the authority of the Security Council and stated that Harun had done what was ordered of him.",1
"1651","âThe Security Council stresses the importance of achieving durable solutions for refugees and internally displaced persons, including their safe, dignified and voluntary return, or their local integration or resettlement.",0
"1652","Thus, the Ministry of Defence valued its loss of the three vessels at the estimated depreciated replacement cost.",0
"1653","It seems that the population not only aspires but demands that more plural and representative governments generate tangible benefits for citizenship.",1
"1654","2. Analysis and evaluation 86 - 87 31",0
"1655","Urges States and all other parties to armed conflict to make every effort to prevent violations of international humanitarian law against civilians, including journalists, media professionals and their associated personnel.",1
"1656","Reiterating the need for all States and non-State parties to conflicts to comply fully with their obligations under applicable international law, including the prohibition of all forms of sexual violence,",0
"1657","It has:",0
"1658","The political debate is likely to intensify, as several elections-related appeals have already been submitted to the courts.",1
"1659","It has targeted several sites for military operations, with the intention of taking them from the opposition, including Baidoa, Marka and Mogadishu.",0
"1660","4. The Panel wishes to include in the present Summary:",0
"1661","While outside the mandate of UNMISET, the recent decision of an Indonesian Court of Appeal to overturn four convictions handed down by the Indonesian Special Human Rights Court directly affects the broader issue of responsibilities.",1
"1662","Support should be provided to advance justice sector reform, in close collaboration with the United Nations country team, and to establish accountability mechanisms and strengthen existing mechanisms in the defence and security forces.",0
"1663","The decision to expel humanitarian workers and silence others with threats of expulsion or attempts to restrict the freedom of movement of the African Union-United Nations Hybrid Operation in Darfur (UNAMID) is part of this policy of reducing the monitoring capacity of the international community.",1
"1664","CNDD/FDD (National Council for the Defence of Democracy/Forces for the Defence of Democracy)",0
"1665","âThe Security Council recalls its resolution 2048 (2012) and, in this regard, reiterates its readiness to consider further measures, including, if it deems necessary, targeted sanctions against persons who undermine efforts to restore constitutional order.",0
"1666","Today's debate is about an urgent matter.",1
"1667","- To contribute, as appropriate, to the development by the authorities... of the capacity of the police and gendarmerie, in particular through crowd control training, and the re-establishment of their presence throughout the territory [of the country concerned].",0
"1668","The lack of sufficient capacity is a major challenge for many States in the effective monitoring and implementation of arms embargoes.",0
"1669","To be held on Wednesday, 31 October 2007, at 3.35 p.m.",0
"1670","He also stated that the failure of the Lebanese Parliament to elect a new President had undermined Lebanon's stability and resilience since the beginning of the conflict in the Syrian Arab Republic.",1
"1671","Stresses that it is fully prepared to impose specific sanctions against persons... identified, inter alia, as:...",1
"1672","As the deadline set in the Comprehensive Peace Agreement for referendums approaches, expectations and anxiety are growing at an accelerated pace.",0
"1673","(1) If the offender has destroyed, damaged, transferred, disabled or used (in particular exhausted or consumed) any property that could be confiscated under article 70, paragraphs 1 and 2, or if the offender has otherwise prevented the confiscation of such property, the court may order the confiscation of funds up to the amount corresponding to their value; the value of the property that could be the subject of confiscation may be calculated by the court.",1
"1674","Such actions can be regarded as indirect participation in the deception of public opinion and contempt for the position of the Syrian Government with regard to events in its own territory, which is an irresponsible incitement to all kinds of violent acts, providing international cover for international terrorist acts committed by terrorist groups against Syria, its interests and its people.",1
"1675","Violence and displacement are an immediate challenge to the credibility of the voting process.",0
"1676","The Government did not accept recruits from all tribes.",1
"1677","The role of the police in the current conflict is far from clear.",0
"1678","However, the regime continued to face obstacles in the courts, although it was true that the Committee had not yet been able to demonstrate the effectiveness of the process adopted by the Ombudsman.",1
"1679","The review process has resulted in confirmation of the retention on the List of any person who, although not on the List for this reason alone, is known primarily for playing a role in the ideological justification of Al-Qaida-related violence in front of new recruits or in front of a wider audience, despite the fact that sanctions themselves have little impact on the primary instrument of those individuals, namely, the ability to communicate and persuade using the Internet.",1
"1680","Note by the Secretary-General (S/2011/418).",0
"1681","Australia has a universal visa system.",0
"1682","(c) Those set out in document S/2006/815, except for the supply, sale or transfer of items listed in category II, section 19.A.3;",0
"1683","âThe Security Council considers that terrorist havens remain a matter of serious concern, and reaffirms the need for States to strengthen their cooperation in order to find, deny safe haven and bring to justice, on the basis of the principle of extradition or prosecution, any person who supports, facilitates, participates in or attempts to participate in the financing, planning, preparation or commission of terrorist acts or who facilitates safe haven.",1
"1684","The Council will exercise particular vigilance over those who might seek to obstruct the transition process, in particular those who might contravene the arms embargo in the Democratic Republic of the Congo or refuse to participate in the disarmament, demobilization and reintegration processes; disarmament, demobilization, reintegration, repatriation or resettlement; and integration of the armed forces of the Democratic Republic of the Congo.",1
"1685","The protection of civilians is a duty long ignored in Somalia.",1
"1686","However, it remains a matter of deep concern that the parties, both movements and militias, continue to use children as combatants.",1
"1687","Among the closed roads was the indispensable Abu Surug-Geneina shopping road and the road to Um Kher.",0
"1688","At a meeting with the United Nations Office on Drugs and Crime (UNODC) on 5 August, the new Minister of Justice outlined the Government's new efforts to restructure the Unit to meet the objectives of the West African Coast Initiative. On 27 October, more than 100 parliamentarians and Government representatives adopted a political declaration reiterating Guinea-Bissau's decision to support efforts to combat transnational organized crime, including drug trafficking, corruption, money-laundering and terrorism, and urged the United Nations to continue to help strengthen national institutions in that area.",0
"1689","As part of the transition strategy to establish an independent police institution, preparations have been initiated for the transfer of responsibilities from the Kosovo Police Service School and UNMIK Police to that service.",0
"1690","âThe Security Council is particularly concerned about the revocation of refugee status of many refugees from [neighboring State] and the resulting decision to end assistance to those refugees... The decisions of the [affected State] in this regard could lead to the involuntary return of tens of thousands of people to an area that is not safe and prepared to receive them.",1
"1691","Over the past month, the number of people affected by the conflict in Darfur continued to increase, with an additional 62,000 displaced persons.",1
"1692","An awareness-raising campaign on gender-based sexual violence and the rights of children in internally displaced persons sites in the Dar Sila region was also organized from 11 to 19 August.",0
"1693","While most United Nations international staff remain in northern Somalia, approximately 30 per cent are based in the centre and south of the country.",0
"1694","[D] stresses the responsibility of all parties and armed groups in [the affected country] to take appropriate measures to protect the civilian population of the country, in accordance with international humanitarian law, international human rights law and international refugee law, in particular by avoiding any indiscriminate or excessive use of force in populated areas.",1
"1695","The Council further stressed the urgent need for all parties to respect the ceasefire and take immediate steps to end the violence, and called upon the Government of the Sudan to maintain its commitments to ensure that the Janjaweed militias are neutralized and disarmed.",0
"1696","5. Stresses the importance of good governance and the need to combat corruption, money-laundering and illicit financial flows, in particular by implementing the United Nations Convention against Corruption and the comprehensive international standards set out in the forty revised recommendations of the Financial Action Task Force (FATF) on combating money-laundering and the financing of terrorism and arms proliferation, including by adopting and effectively implementing legislative and regulatory measures, to enable competent national authorities to freeze, seize, seize and manage assets of criminal origin, in order to combat illicit financial activities, including the financing of terrorism and money-laundering, and encourages States in the African region to continue their collaboration with FATF-like regional agencies, such as the Intergovernmental Action Group against Money Laundering in West Africa (GIABA), the Eastern and Southern Africa Group against Money-Laundering (GBDAOM) and the Middle East and North Africa Financial Action Group (GAFIOMAN);",0
"1697","8. In Somalia, since the beginning of 2007, many of the suicide bombings and attacks that have been committed in accordance with the practices of Al-Qaida-associated groups in Iraq or Afghanistan have been claimed by the Al-Shabaab movement, which is not listed.",0
"1698","The dead were buried in eight collective graves in the village market area.",0
"1699","The Deputy Minister for Foreign Affairs of Afghanistan said that it had been a year of important milestones, but that achievements had been costly, stressing that terrorism remained a serious threat.",1
"1700","Tehran via Mitiga (Libyan Arab Jamahiriya)",0
"1701","The Council of the League of Arab States:",0
"1702","The Working Group facilitated and co-chaired an international conference on national and regional counter-terrorism strategies, at which participants identified a number of principles that Member States and regional organizations should take into account when formulating their respective strategies.",0
"1703","(c) A width between 10 and 20 mm.",0
"1704","Subsequently, prosecutors from the Netherlands sought to prohibit and dissolve the organization and to hand over to the State any credit balance from the bank account of the organization, but the court ruled that the Government had not shown that the branch of Al-Haramain in the Netherlands, separate and distinct from the international organization, had supported terrorism; prosecutors from the Netherlands announced that they intended to appeal the court's ruling, and to obtain more information on Al-Haramain and Al-Aquil from the United States.",1
"1705","12. Recalls its decision in resolution 2161 (2014) that all States shall ensure that their nationals or persons within their territory do not make any funds, financial assets or economic resources available, directly or indirectly, to ISIL, the NAF or any individuals, groups, undertakings and entities associated with Al-Qaida, and reaffirms its decision in resolution 1373 (2001) that all States shall prohibit their nationals and any persons or entities within their territory from making funds, financial assets or economic resources or financial services or related services available, directly or indirectly, to persons who commit, attempt to commit, facilitate or participate in terrorist acts, or at the disposal of entities owned or controlled directly or indirectly by such persons, and of persons and entities acting on behalf of or at the initiative of such persons;",1
"1706","Cooperation in regional border management continues to improve, inter alia, through the establishment of joint patrols, the exchange of information and regional mechanisms for border control and customs cooperation.",0
"1707","On the other hand, while recognizing the benefits of such measures for law enforcement, others, such as the Working Group on Internet Governance, believe that the introduction of mandatory regulation could violate fundamental human rights.",1
"1708","However, if it is not highly transparent -- which would undermine one of its main advantages -- it is unlikely that such a mechanism will meet the requirements of an effective and independent judicial review.",1
"1709","(b) Address gaps in the criminalization of the financing of terrorism and include it as a predicate offence for money-laundering, as well as those relating to the freezing of terrorist assets, including the provision of adequate safeguards and the inclusion of humanitarian exemptions in freezing procedures;",0
"1710","(iii) SBM No. 3 valve and load hose station",0
"1711","(e) Pipeline Construction Co. US$30,564;",0
"1712","ISAF troops must fully fulfil their mandate to eradicate the threats emanating from Afghanistan.",1
"1713","These false accusations contradict the basic reason and standards of a professional attitude, and I am sure that the Council will reject them.",1
"1714","A permit granted for the export of goods to one State cannot be used for export to another State.",0
"1715","It will be recalled that in its letter dated 28 February 2012 (S/2012/126), the Government of Eritrea urged the Security Council to assume its responsibilities and take appropriate action against the numerous unlawful acts of aggression and occupation.",1
"1716","Unfortunately, this trend is not new.",0
"1717","A description of the status of all cases as at 31 January 2013 is contained in annex I to the present report.",0
"1718","1.2 In order to give effect to paragraph 2 (a) to (g) of resolution 1373 (2001), the Government of South Africa is considering the adoption of the following new legislation.",0
"1719","The Committee notes with concern the irregularities over several years in F-FDTL arms inventories.",1
"1720","ICRC has not yet received the third Eritrean certificate.",0
"1721","Ambassador and Legal Adviser of the Libyan Arab Jamahiriya",0
"1722","Determining that the situation in the Democratic Republic of the Congo continues to constitute a threat to international peace and security in the region,",1
"1723","This situation persists even when the Libyan authorities do not have the possibility of fully controlling the situation in their country or preventing weapons from falling into the hands of terrorist elements.",0
"1724","All commanders should be held accountable for serious violations committed by combatants under their control.",0
"1725","31. The situation in Côte d'Ivoire (20 December 2002; 25 April 2013).",0
"1726","However, there is still little information on the level of enforcement.",1
"1727","The Council condemns all other violations of international law, including international humanitarian law, human rights law and refugee law, committed against children in situations of armed conflict.",1
