"en_ar_TRANSFORMERS"	"MatCoop"
"وخلال هذه الفترة، أجرت تحقيقات في مواقع مستهدفة محددة، مثل مخيمات المشردين داخليا والقرى المدمرة، فضلا عن اتصالات جيش تحرير السودان والمسؤولين الحكوميين."	1
"وما نسعى إليه هو وضع عادل يمكن لجميع الأطراف أن تحتضنه."	0
"وعُين الفريق لاستعراض المطالبات المقدمة إلى اللجنة باسم شركات التأمين ووكالات ائتمان التصدير (\"مطالبات الفئة هاء/واو\")، وفقاً لقرارات مجلس الأمن ومقررات مجلس الإدارة ذات الصلة، بما في ذلك القواعد المؤقتة لإجراءات المطالبات (S/AC.26/1992/10) (\"القواعد\")."	0
"ومن الواضح أن الهدف منه هو عرض صورة عن تهديد مزعوم لكوسوفو وميتوهيا من جانب صربيا."	0
"(ج) موافاة اللجنة بجميع المعلومات المتعلقة بالقرار المقدم إلى أمين المظالم عملا بالفقرة 14 أعلاه."	0
"وسيادة القانون، التي تدعمها قوات عراقية مدربة تدريبا جيدا، تدعمها بنية أساسية واقتصاد مزدهران، وتنشطها عملية انتخابات حرة ونزيهة، هي وحدها التي يمكن أن تهزم أولئك الذين يرغبون في زعزعة استقرار البلد."	1
"ويشدد المجلس على ضرورة تعزيز التعاون عبر الوطني بين وكالات إنفاذ القانون، بما في ذلك من خلال إدراج الأمن البحري في إصلاحات قطاع الأمن ومن خلال اعتماد اتفاقات ثنائية وإقليمية لتيسير اتخاذ تدابير، وفقا للقانون الدولي، لمكافحة الاتجار بالمخدرات عن طريق البحر ومحاكمة المشتبه في ضلوعهم في هذا الاتجار، في أعقاب عمليات الحظر البحري في أعالي البحار، ويدعو إلى مواصلة الدعم المقدم من مكتب الأمم المتحدة المعني بالمخدرات والجريمة وغيره من المنظمات الدولية والإقليمية ذات الصلة."	1
":: تعزيز التعاون على تقديم الإرهابيين إلى العدالة، بما في ذلك التعاون في منع الإرهابيين والجرائم الإرهابية والتحقيق فيها ومقاضاة مرتكبيها"	1
"ووُصف المهاجمون بأنهم يرتدون نفس الزي الخاكي الذي يرتديه جنود الحكومة، وكانوا مسلحين بالكلاشينيكوف G-3 وقنابل صاروخية."	0
"تستند استنتاجاتنا بشأن انفجار فوق الأرض أو تحتها إلى الفحوص التالية:"	1
"المقرر عقدها يوم الخميس، 20 آذار/مارس 2008، الساعة 25/10"	0
"17 - يطالب جميع الأطراف في عمليتي غوما ونيروبي باحترام وقف إطلاق النار وتنفيذ التزاماتها على نحو فعال وبحسن نية، ويدعو جميع الجماعات المسلحة إلى إلقاء أسلحتها فورا وتسليم نفسها دون مزيد من التأخير أو الشروط المسبقة إلى السلطات الكونغولية وبعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية لنـزع سلاحها وإعادتها إلى الوطن وإعادة توطينها و/أو إعادة إدماجها، حسب الاقتضاء؛"	1
"رسالة مؤرخة ٣ كانون الأول/ ديسمبر ١٩٩٨ موجهة"	0
"ولهذا السبب أصرت اليونان على ضرورة أن توضح، في الفقرة السادسة من الديباجة - التي يحث فيها المجلس على \"التقدم نحو استئناف المفاوضات من أجل تسوية شاملة\" - أنه ينبغي التأكيد من جديد على أن تلك المفاوضات يجب أن تجري بين الطائفتين."	0
":: التفكير في الحالات التي تشكل فيها حالة ما تهديدا للسلام والأمن الدوليين مما يبرر الإحالة إلى المحكمة الجنائية الدولية"	1
"19 - وعلاوة على ذلك، فإن بعثة تقصي الحقائق التابعة لها ومهمتها المتمثلة في تحديد هوية الجناة كانت ستستفيد من مساعدة عدد كبير من المحققين والمحامين والمحللين العسكريين وخبراء الطب الشرعي."	1
"(أ) رسم تخطيطي تقريبي للخطة الأرضية لقاعة التعاقب التعاقبية في مرفق الطرد المركزي لإثراء اليورانيوم (المبنى 4) في يونغبيون، في 12 تشرين الثاني/نوفمبر 2010."	0
"ويرجى أيضا بيان الفترة الزمنية التي يمكن خلالها استخدام هذه التقنيات."	0
"باء - الخسائر في الممتلكات"	0
"واحتفظت الأمانة أيضا بقائمة الدول التي اتصلت باللجنة عملا بالقرار وقامت بتحديثها بانتظام."	0
"ويربط رسالة جديدة بأفلام تظهر مصطفى أبو اليزيد، المعروف باسم الشيخ سعيد، رئيس تنظيم القاعدة في أفغانستان، إلى جانب قادة حركة الطالبان؛ ومقتطفات من رسائل بن لادن؛ وقصص إخبارية تلفزيونية؛ ومقتطفات من رؤساء دول وحكومات بارزين، بمن فيهم العديد من البلدان العربية؛ ومسؤولون من وكالة الاستخبارات المركزية؛ ومسؤولون من منظمة حلف شمال الأطلسي؛ وخبراء في مكافحة الإرهاب؛ ورجال دين مسلمين؛ وعلماء؛ وصحفيون؛ ومحامون، ومؤيدون غربيون لتنظيم القاعدة."	0
"وخلال الفترة قيد الاستعراض، اكتشفت البعثة ووسمت 260 لغما وقطعة من الذخائر غير المنفجرة، ورصدت تدمير 693 3 لغما وقطعة من الذخائر غير المنفجرة."	0
"نواب الرئيس: الاتحاد الروسي، وأنغولا، وفرنسا"	0
"”ويسلم مجلس الأمن بضرورة منع وقمع تمويل الإرهاب والمنظمات الإرهابية، بما في ذلك تمويل عائدات الجريمة المنظمة، بما في ذلك إنتاج المخدرات وسلائفها الكيميائية والاتجار بها بصورة غير مشروعة، وبأهمية مواصلة التعاون الدولي لتحقيق هذا الهدف."	0
"6 - يشجع الدول الأعضاء على توفير الموارد المالية اللازمة للإدارة الدولية للمواد الكيميائية؛"	0
"11- إساءة استعمال الإنترنت لأغراض إجرامية."	0
"قرار مجلس الأمن 1973 (2011)، الفقرة 13 من المنطوق"	0
"في 19 آب/أغسطس 2014 (اليوم العالمي للشؤون الإنسانية)، تعقد المملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية، بصفتها رئيسة مجلس الأمن، جلسة مفتوحة للمجلس، في شكل إحاطة، بشأن حماية العاملين في مجال تقديم المساعدة الإنسانية، في إطار بند جدول الأعمال المتعلق بحماية المدنيين في الصراعات المسلحة."	0
"25 - استحدثت جميع الدول التي زارتها اللجنة تشريعات تمنح سلطاتها القضائية وسلطات الادعاء وإنفاذ القانون الاختصاصات اللازمة لمكافحة الإرهاب."	1
"ويركز عنصر الشرطة في عملية الأمم المتحدة في كوت ديفوار على تقديم الدعم والتوجيه والمشورة إلى الشرطة الوطنية الإيفوارية ووحدات الشرطة المختلطة المنتشرة في منطقة الثقة السابقة، وإلى 600 من المساعدين الأمنيين التابعين للقوات الجديدة الذين دربتهم عملية الأمم المتحدة في كوت ديفوار في عام 2006 وتم نشرهم في الجزء الشمالي من البلد."	1
"وقام مهندسو القوة المؤقتة المتعددة الجنسيات في هايتي بتشييد منصات مدرسية ومكاتب وغيرها من الأثاث للمدارس ودور الأيتام في سيتي سولي، وبيل إير، ومنطقة كارفور."	0
"وسيكون هذان النهجان ضروريين لمواجهة تحدي الإرهاب."	0
"ويوفر أمر التوقيف الأوروبي الصادر عن الاتحاد الأوروبي بديلا فعالا للتسليم التقليدي، يتيح الاتصال المباشر وتمكين السلطات القضائية."	1
"10- جدول موجز للإدارة العامة للجمارك 73"	0
"14 - يقرر أن تتخذ الدول الأعضاء، من أجل منع تنظيم القاعدة وغيره من الأفراد والجماعات والمؤسسات والكيانات المرتبطة به من الحصول على جميع أنواع المتفجرات، سواء كانت متفجرات عسكرية أو مدنية أو مرتجلة، وكذلك المواد الخام والمكونات التي يمكن استخدامها في صنع الأجهزة المتفجرة المرتجلة أو الأسلحة غير التقليدية، بما في ذلك (على سبيل المثال لا الحصر) المكونات الكيميائية أو الأسلاك التفجيرية أو السموم، أو مناولتها أو تخزينها أو استخدامها أو السعي إلى الحصول عليها، التدابير المناسبة لتعزيز ممارسة رعاياها والأشخاص الخاضعين لولايتها القضائية والشركات المنشأة في أراضيها أو الخاضعة لولايتها والتي تشارك في إنتاج تلك المواد وبيعها وتوريدها وشرائها ونقلها وتخزينها، بوسائل منها إصدار الممارسات الجيدة، ويشجع كذلك الدول الأعضاء على تبادل المعلومات وإقامة الشراكات ووضع استراتيجيات وقدرات وطنية لمكافحة الأجهزة المتفجرة المرتجلة؛"	1
"50 - وتجري حاليا تحقيقات جنائية معقدة في القرصنة والشبكات الإجرامية الضالعة في القرصنة، مع التركيز على القادة والممولين والمنظمين."	1
"وفي الجلسة 4170 المعقودة في 13 تموز/يوليه، اتخذ المجلس القرار 1307 (2000)، الذي أذن فيه، في جملة أمور، بتمديد ولاية بعثة مراقبي الأمم المتحدة في بريفلاكا لمواصلة رصد تجريد شبه الجزيرة من السلاح حتى 15 كانون الثاني/يناير 2001."	1
"وقام القائد دا كروز بنزع سلاح الأعضاء الشرقيين في الجبهة الوطنية الموحدة من أجل إتاحة هذه الأسلحة."	1
"ومن المقترحات التي لم تستكشفها اللجنة بما فيه الكفاية بعد تقديم بيانات الاستدلال البيولوجي عن الأفراد المدرجين في القائمة."	0
":: حظر أخذ الرهائن."	1
"وإذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة، على النحو المبين في الجزء 1 من الفقرة 7 من منطوق القرار 1542 (2004)،"	0
"وتصنف المرافق والمواقع داخل المناطق إلى فئات عديدة حسب أهميتها."	0
"13 - وفي الفترة من 13 إلى 17 أيلول/سبتمبر، أجرى برنامج الأغذية العالمي، بالتعاون مع مفوضية الأمم المتحدة لشؤون اللاجئين، استعراضا لمنتصف المدة لبرنامجه للتغذية في مخيمات اللاجئين في منطقة تندوف، شاركت فيه بصفة مراقب حكومة الولايات المتحدة ومكتب المعونة الإنسانية التابع للمفوضية الأوروبية."	1
"153 - أحرزت المنطقة دون الإقليمية تقدما جيدا في الامتثال للقرار 1373 (2001)، ولا سيما في مكافحة تمويل الإرهاب وفي اعتماد التدابير المتعلقة بمراقبة الموانئ والمطارات."	1
"حاء - منع الاستغلال والانتهاك الجنسيين من جانب موظفي الأمم المتحدة والأفراد المرتبطين بها وشركاء الأمم المتحدة والتصدي لهما؛"	1
"الدعوة إلى امتثال أطراف النـزاع المسلح امتثالا صارما لأحكام القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان وقانون اللاجئين المنطبقة، بما في ذلك ما يتعلق بما يلي:"	0
"العقوبة: الحرمان من الحرية لمدة تتراوح بين 6 أشهر و5 سنوات."	0
"ويحول الافتقار إلى الأراضي والوظائف، فضلا عن انعدام الأمن، دون استقرار العديد من العائدين في مجتمعاتهم الأصلية."	0
"وقد سُجل حتى الآن أكثر من 000 200 نسمة."	0
"وقد أوشك إنجاز المرحلة الأولى على الاكتمال."	0
"وأقف على أهبة الاستعداد للعمل بشكل وثيق مع مجلس الأمن، بشكل جماعي، ومع أصحاب المصلحة الرئيسيين، فرادى، لوضع حد لهذه الأزمة الخطيرة، ولإنهاء عملية السلام على وجه السرعة، ولإعادة إرساء الأنشطة الإنسانية الحيوية في إريتريا."	0
"يؤكد من جديد أن وضع حد للإفلات من العقاب أمر أساسي إذا أريد لمجتمع يخوض نزاعا أو يتعافى من نزاع أن يساير الإساءات التي ارتكبت في الماضي ضد المدنيين المتضررين من النزاع المسلح ولمنع حدوث هذه الإساءات في المستقبل"	0
"وأكد من جديد إدانته الشخصية للحادث، الذي قال إنه يبعث بإشارات غير مرغوب فيها وخاطئة للغاية قبل انتخابات عام 2012، والتي يمكن أن تؤدي إلى تقويض وعرقلة المكاسب الوطنية التي تحققت فيما يتعلق بإعادة رسم صورة البلد، وبناء السلام وتوطيد السلام، وهي المكاسب التي تحققت بشق الأنفس بمساعدة شركائنا في التنمية والمجتمع الدولي."	0
"9 - يطلب إلى الأمين العام أن يكلف فريق الرصد المنشأ عملا بالفقرة 4 (أ) من القرار 1363 (2001)، الذي تنتهي ولايته في 19 كانون الثاني/يناير 2002، برصد تنفيذ التدابير المشار إليها في الفقرة 2 من هذا القرار لمدة 12 شهرا؛"	1
"38 - وقد دعمت عدة دول في منطقة آسيا بنشاط وضع بيانات بيانية مضادة، بما في ذلك لاستخدامها على الإنترنت، من أجل التصدي للعيوب الأيديولوجية والدينية التي تقوم عليها الأيديولوجيات الإرهابية."	1
"14 تشرين الأول/أكتوبر 2009؛ ومثوبان آخران في 5 آذار/مارس 2010 و 7 تشرين الأول/أكتوبر 2010"	0
"عن الأمين العام لجامعة الدول العربية"	0
"وطلب مجلس الأمن مني أيضا في ذلك القرار أن أضع تصميم الميدالية وأن أقدم في الوقت المناسب إلى المجلس طرائق تحديد كيفية ترشيح واختيار الحاصلين على الميدالية، استنادا إلى المعايير المنصوص عليها في القرار."	1
"3 - ويعارض الإرهاب، في جوهره، القيم الإنسانية الأساسية المكرسة في ميثاق الأمم المتحدة وفي الوثائق الأساسية لحقوق الإنسان."	0
"وكما ذُكر سابقا، هناك نزاع مسلح طويل الأمد، ليس ذا طابع دولي، في دارفور بين السلطات الحكومية والجماعات المسلحة المنظمة."	0
"وقد حدد شهود عيان هوية هؤلاء الأفراد على أنهم شاركوا في هجوم على قرية، كثيرا ما انطوى على حرق ونهب وقتل واغتصاب في بعض الأحيان."	0
"تحقيق العناصر الرئيسية في العملية العادلة"	0
"19 - وواصلت أمينة المظالم وموظفو مكتبها التفاعل مع ممثلي فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب والمديرية التنفيذية للجنة مجلس الأمن المنشأة عملا بالقرار 1373 (2001) بشأن مكافحة الإرهاب، وكذلك مع فرع منع الإرهاب التابع لمكتب الأمم المتحدة المعني بالمخدرات والجريمة ومفوضية الأمم المتحدة لحقوق الإنسان."	1
"ويبدو أيضا أنه لا بد من تلبية عدد لا بأس به من الاحتياجات اللوجستية من أجل إنجاز عملية التسليم."	0
"وفي حالة منح ميدالية، سأقدمها في احتفال رسمي يقام في اليوم الدولي لحفظة السلام التابعين للأمم المتحدة، وسيدعى إلى الاحتفال ممثلو جميع الدول الأعضاء في الأمم المتحدة وأقارب المتلقين."	0
"288 - ومن الطرق التي قد ترغب بها الدول في أن تأخذ جميع هذه المسائل في الاعتبار على نحو أوفى إدماجها في الاستراتيجيات الوطنية الشاملة والمتكاملة لمكافحة الإرهاب التي تشمل الاهتمام بالعوامل التي تؤدي إلى الأنشطة الإرهابية."	1
"المادة 3: هيكل الآلية ومقاعبها"	0
"وتجري البعثة تحقيقاتها الخاصة وتدعم الجهود التي تبذلها الشرطة الوطنية للتحقيق في الحادث."	1
"المقرر عقدها يوم الأربعاء، 30 نيسان/أبريل 2008، الساعة 25/10"	0
"9 - وفيما يتعلق بالاتفاقين العسكريين رقم 2 ورقم 3، واصل الطرفان تقديم مستوى عال من التعاون إلى البعثة في وضع العلامات على الألغام والذخائر غير المنفجرة والتخلص منها."	1
"50 - وبناء على ذلك، قررت اللجنة أن تحتفظ في القائمة، إلى أن تتوافر الوثائق اللازمة، بأسماء 45 فردا سبق أن أدرجت وفاتهم في القائمة أو أبلغتها إلى اللجنة دولة عضو واحدة على الأقل."	1
"وأفاد الأمين العام المساعد للشؤون السياسية عن زيادة الهجمات التي شنها جيش الرب للمقاومة في عام 2011، وشدد على الأثر الخطير على المدنيين والحالة الإنسانية."	0
"58 - وتوفر القوات الجديدة مقاتلين يوميا لتأمين المنطقة المحيطة بحفر الماس."	1
"7- يقرر إبقاء هذه المسألة قيد نظره."	0
"يتشرف فريق الدعم التحليلي ورصد الجزاءات، المنشأ عملا بقرار مجلس الأمن 1526 (2004) والذي مددت ولايته بموجب قرار مجلس الأمن 1904 (2009) بشأن تنظيم القاعدة وحركة الطالبان وما يرتبط بهما من أفراد وكيانات، بأن يحيل تقريره الحادي عشر وفقا للقرار 1904 (2009)."	0
"ويكتسي التعاون والتنسيق في مجال مراقبة الحدود فيما بين الدول المتاخمة أهمية خاصة في توفير المراقبة والتغطية الفعالتين على طول الحدود الواسعة المفتوحة والسهلة الاختراق."	1
"وإذ يؤكد من جديد أن الإرهاب بجميع أشكاله ومظاهره يشكل واحدا من أخطر الأخطار التي تهدد السلام والأمن، وأن أي أعمال إرهابية هي أعمال إجرامية لا يمكن تبريرها بصرف النظر عن دوافعها ووقت ارتكابها ومرتكبيها، وإذ يكرر إدانته القاطعة لتنظيم القاعدة وغيره من الأفراد والجماعات والمؤسسات والكيانات المرتبطة به على الأعمال الإرهابية الإجرامية الجارية والمتعددة الرامية إلى التسبب في وفاة المدنيين الأبرياء وغيرهم من الضحايا وتدمير الممتلكات وتقويض الاستقرار إلى حد كبير،"	0
"4 - أنشئت اللجنة بموجب قرار مجلس الأمن 1518 (2003) المؤرخ 24 تشرين الثاني/نوفمبر 2003 لمواصلة القيام، وفقا للفقرتين 19 و 23 من القرار 1483 (2003)، بتحديد الأفراد والكيانات الذين ينبغي تجميد أموالهم والأصول المالية والموارد الاقتصادية الأخرى وتحويلها إلى صندوق تنمية العراق."	1
"هاء - المدفوعات أو الإعانات المقدمة للغير"	0
"129 - لدى معظم الدول أحكام كافية للمساعدة القانونية المتبادلة وتسليم المجرمين، وجميعها لديها إجراءات لتبادل المعلومات."	1
"15 - منذ تقديم تقريري المؤرخ 2 كانون الثاني/يناير 2008 إلى مجلس الأمن (S/2008/1)، أزالت عملية الأمم المتحدة في كوت ديفوار جميع مراكز المراقبة البالغ عددها 17 مركزا، باستثناء مركزين من مراكز المراقبة التي أنشأتها على طول الخط الأخضر، وذلك تمشيا مع أحكام اتفاق واغادوغو."	1
"وبناء على توصية اللجنة الدولية للتحقيق في كوت ديفوار هذا العام، أنشأ مجلس حقوق الإنسان ولاية خبير مستقل معني بالحالة في كوت ديفوار يتولى مسؤولية مساعدة الحكومة وغيرها من الجهات الفاعلة ذات الصلة في تنفيذ توصيات اللجنة."	1
"47- وبذلت الحكومة عدة جهود للوقاية من الأمراض والأمراض ومكافحتها."	1
"84 - وقّعت أربع دول على خطاب النوايا لتنفيذ إطار المعايير المتعلق بالأمن من أجل ضمان أمن الشحنات من الاستغلال لأغراض إرهابية، وحققت ثلاث دول مرحلة متقدمة في التنفيذ."	1
"وفي هذا الصدد، نظمت المديرية، بالتعاون مع المركز الدولي لمكافحة الإرهاب وبدعم من هولندا، حلقة العمل الثانية بشأن تنفيذ القرار 1624 (2005) في تموز/يوليه 2012 في الرباط."	1
"24 - ورتبت اللجنة، بمساعدة من مديريتها التنفيذية، عددا من المناسبات الخاصة مع الدول الأعضاء والمنظمات الدولية والإقليمية بشأن المسائل ذات الاهتمام المشترك والحالي، بما في ذلك المسائل المتعلقة بمكافحة الإرهاب من خلال استخدام تكنولوجيات الاتصالات والمعلومات الجديدة."	1
"وليس لدى كل دولة استراتيجية قائمة بذاتها لمكافحة الإرهاب، ولكن جميعها وضعت مجموعة من سياسات وممارسات مكافحة الإرهاب، وأنشأت وكالة أو مركز وطني، له ولاية تشريعية لتوجيهه في عمله، لإدارة تدابير مكافحة الإرهاب."	1
"وطرح أسئلة رئيسية لتوجيه المناقشة بشأن دور المجلس في ضمان المساءلة، بما في ذلك ما يلي: ما هي الدروس التي يمكن استخلاصها، وما هي الممارسات الجيدة التي تم تحديدها، من الجهود التي يبذلها المجلس لضمان المسؤولية الجنائية؟ وما هي التحديات التي تواجه مختلف آليات تقصي الحقائق؟ وكيف يمكن إعطاء التعويضات مزيدا من الأهمية في تحقيق المساءلة؟ وما هي الخطوات الإضافية التي يمكن للمجلس اتخاذها لضمان المساءلة عن الانتهاكات في الصراع المسلح؟"	0
"(ب) مواصلة العمل بالتنسيق والتعاون الوثيقين مع الإنتربول والدول والمنظمات المانحة في تيسير المساعدة التقنية الرامية إلى بناء قدرات أجهزة إنفاذ القانون وفي إيصال المعدات والمرافق إلى الدول المحتاجة؛"	1
"دال - المدفوعات أو الإعانات المقدمة للغير"	0
"وينطبق ذلك بصفة خاصة على الأشخاص الذين وقعوا على أسلحة القوات المسلحة التيمورية وأعادوها فيما بعد."	1
"شركة نفط الجنوب - ٠٠٠ ٠٠٠ ٠٠٠ ٠٠٠ ٠٠٠"	0
"وفي هذا السياق، أشير إلى أنه بالإضافة إلى المساهمة البالغة الأهمية في مكافحة الحصانة في حد ذاتها، فإن إنشاء المجلس للمحاكم المخصصة كان له أيضا أثر كبير على الصعيد الوطني: فوجود المحكمة الجنائية الدولية ليوغوسلافيا السابقة وعملها دفعا إلى إنشاء محاكم وطنية لجرائم الحرب في البوسنة والهرسك وكرواتيا وصربيا؛ وأدى إنشاء المحكمة الجنائية الدولية لرواندا إلى ضغط كبير لإصلاح نظام العدالة في رواندا."	1
"واغتنمنا هذه الفرصة للنظر في الحالة السياسية والأمنية في منطقة الساحل والصحراء الكبرى، فضلا عن الجهود الرامية إلى التغلب على التحديات الماثلة وتعزيز السلام والأمن والاستقرار الدائمين."	1
"جمهورية يوغوسلافيا الاتحادية"	0
":: تقييم التقدم المحرز في عملية بناء السلام قبل النظر في القرارات المتعلقة بالتخفيض التدريجي و/أو الانتقال من شكل من أشكال مشاركة الأمم المتحدة إلى شكل آخر، التي يمكن أن تشمل ما يلي: (أ) مستوى الدعم المقدم من المجتمع الدولي والتزامه؛ (ب) سبل تعزيز قدرة أفرقة الأمم المتحدة القطرية لتمكينها من مواصلة دعم جهود بناء السلام الطويلة الأجل في البلدان المدرجة في جدول الأعمال؛ (ج) الفرص والمخاطر الخاصة بكل بلد لتوطيد السلام."	1
"21 - وفي منتصف تشرين الثاني/نوفمبر، حدث تصعيد في المواجهة المسلحة بين قوات الأمن الصربية وجيش تحرير بريسيفو وميدفيدا وبويانوفاتش الذي يطلق عليه اسم نفسه في منطقة السلامة البرية."	0
":: تزويد الدول الأعضاء والمنظمات الدولية، بناء على طلبها، بمعلومات إلى الدول الأعضاء والمنظمات الدولية لمساعدتها على تقديم عروض أكثر فعالية أو، عند الاقتضاء، طلبات مساعدة أكثر فعالية لتنفيذ الالتزامات بموجب القرارات 1540 (2004) و 1673 (2006) و 1810 (2008)، أو عند الاقتضاء، تقديم طلبات مساعدة لتنفيذ الالتزامات بموجب القرارات 1540 (2004) و 1673 (2006) و 1810 (2008)، باستخدام المصفوفة كأداة مرجعية لتيسير المساعدة التقنية"	1
"5 - ومثلما سيظل تنظيم القاعدة يشكل تهديدا باقيا لبعض الوقت في أفغانستان، فإنه سيظل له أيضا بعض التأثير على بقية العالم."	0
"(أ) التمييز بين المقاتلين والمدنيين، وحماية المدنيين، ولا سيما من العنف ضد الحياة والأشخاص، ولا سيما القتل العمد (أُعيد تأكيد هذه القاعدة في بعض الاتفاقات التي أبرمتها حكومة السودان مع المتمردين)؛"	0
"59 - وتنفذ بعض دول هذه المنطقة استراتيجية الاتحاد الأوروبي لمكافحة التطرف والتجنيد في الإرهاب لعام 2005، التي تهدف إلى \"عرقلة أنشطة الشبكات والأفراد الذين يجذبون الناس إلى الإرهاب؛ وكفالة أن تسود أصوات الرأي السائد على أصوات التطرف؛ [و] تعزيز الأمن والعدالة والديمقراطية والفرص للجميع بمزيد من القوة\"."	1
"تجرم جميع الدول تقريبا استخدام أراضيها لارتكاب أو الإعداد لأعمال إرهابية ضد مواطني الدول الأخرى ومنشآتها وممثليها الدبلوماسيين."	1
"وقد آن الأوان أيضا لأن تتخلى بلغراد عن موقفها السلبي تجاه مشاركة صرب كوسوفو."	0
"المقرر عقدها يوم الجمعة، 7 تشرين الثاني/نوفمبر 2008، الساعة 20/17"	0
"وخلال الزيارة التي قمت بها إلى لبنان في كانون الثاني/يناير، أشرت إلى محاوري اللبنانيين بشكل خاص وعلني على حد سواء إلى المخاطر الخطيرة التي يشكلها استمرار وجود هذه الميليشيات في البلد على استقرار البلد والسلام الداخلي."	1
"وفي 3 تموز/يوليه، أسقطت منشورات فوق مدن هان بييساك وفيسغراد وفلاسينيكا."	0
"86 - ينبغي لدول المنطقة دون الإقليمية القيام بما يلي: (أ) إعادة النظر في قوانينها الجنائية من أجل كفالة تجريم التجنيد في الأعمال الإرهابية والجماعات الإرهابية تجريما كافيا؛"	1
"وقد أحرزت الدول تقدما جيدا في إنشاء نظم لمكافحة غسل الأموال/تمويل مكافحة الإرهاب، ولكن هناك حاجة إلى مزيد من التعاون الإقليمي على المستوى التنفيذي."	1
"60 - وكما أشرت سابقا (انظر S/2010/85، الفقرة 176)، ينبغي توخي الحذر في معالجة مسألة إعادة تشكيل شرطة البعثة، مع مراعاة جملة عوامل منها الحاجة إلى وجود كاف في جميع المقاطعات والوحدات لتوفير الرصد والمشورة والتدريب والتوجيه والدعم، حسب الاقتضاء، لمواصلة بناء قدرات الشرطة الوطنية وتطويرها المؤسسي."	1
"وتنص المادة 19 من العهد الدولي الخاص بالحقوق المدنية والسياسية على أن القيود \"لا تكون إلا على النحو المنصوص عليه في القانون والضرورية: (أ) لاحترام حقوق الآخرين أو سمعتهم؛ [أو] (ب) لحماية الأمن القومي أو النظام العام أو الصحة العامة أو الآداب العامة\"."	0
"وحتى في تلك الدول، لاحظت المديرية التنفيذية أن الاهتمام بأربعة مجالات رئيسية للحكومة - هي تعزيز نظم مراقبة الحدود؛ وبناء قدرات نظم العدالة الجنائية لضمان إعمال سيادة القانون؛ وتحسين التنسيق وتبادل المعلومات فيما بين الوكالات الوطنية ذات الصلة؛ وتعزيز التعاون المؤسسي عبر الحدود مع الدول المجاورة - يبدو أن له تأثيرا كبيرا جدا على قدرات مكافحة الإرهاب، وهذا صحيح حتى عندما تظل التنمية في القطاعات الأخرى محدودة نسبيا."	1
"ويدعم أيضا الأنشطة الأخرى المتصلة بتنفيذ هدف فريق الاتصال المتمثل في التصدي للقرصنة من جميع جوانبها."	1
"وكان الهدف من المركز الثالث هو إصلاح مركز الشرطة في جنوب غالكاسيو، الذي يعمل كمركز للتحقيقات المتعلقة بمكافحة القرصنة في غالمودوغ."	1
"وينص اتفاق كانون الأول/ديسمبر أيضا على الإفراج المبكر عن أسرى الحرب وسائر الأشخاص المحتجزين نتيجة للنزاع المسلح وإعادتهم إلى أوطانهم."	1
"ويسّرت مبادرة مع المركز الأفريقي بشأن تعزيز استخدام بلدان الساحل لقواعد البيانات الدولية من أجل تعزيز التنسيق وتبادل المعلومات والتعاون بين الشرطة وسلطات الحدود."	1
"14 - وينبغي أن يحصل جميع الضحايا، بمن فيهم ضحايا هدم المنازل والطرد، على تعويض كامل ومناسب."	1
"ولدى خمس دول تدابير كافية لقمع تجنيد الإرهابيين، بينما لا توجد أربع دول."	1
"(أ) بناء قدرات نظمها لمكافحة غسل الأموال وتمويل الإرهاب، مع التركيز بوجه خاص على وحدات الاستخبارات المالية، وتجميد أموال الإرهابيين وأصولهم، وتنظيم المنظمات الخيرية؛"	1
"ويرحب مجلس الأمن أيضا بالتحسينات التي أدخلت مؤخرا على إجراءات اللجنة المنشأة عملا بالقرارين 1267 (1999) و 1989 (2011)، ولا سيما فيما يتعلق بالعمل الفعال والقيم لمكتب أمين المظالم المنشأ عملا بالقرار 1904 (2009)."	0
"27 - وبسبب التوسع الواسع للصحراء الغربية جزئيا، لم يتسن الحصول على صورة شاملة لعدد الحوادث المتصلة بالألغام والمتفجرات من مخلفات الحرب في الإقليم."	1
"ويمكن للمجلس، ببقائه ملتزما بالتفاعل وتبادل المعلومات مع العضوية الأوسع نطاقا كجزء من مسؤولياته الأساسية، أن يأمل في تحسين المواقف العميقة الجذور تجاهه بين العضوية العامة."	1
"“قضية حكومية” (ضم) - بدأت المحاكمة في 5 تشرين الثاني/نوفمبر 2003."	0
"13 - وتواصل بعثة تقصي الحقائق التي تنظر في ادعاءات استخدام المواد الكيميائية السمية كأسلحة في الجمهورية العربية السورية عملها."	1
"تنفيذ برنامج"	0
"ويشعر الاتحاد الأوروبي بقلق بالغ إزاء دورة العنف الانتقامية المستمرة في إسرائيل والأراضي المحتلة."	0
"20 - يقرر أن يبقي المسألة قيد نظره."	0
"وستعقد حلقة عمل في تموز/يوليه 2009 للدول الأعضاء في الجماعة الكاريبية بشأن صياغة الردود على لجان مجلس الأمن الثلاث المعنية بمكافحة الإرهاب."	1
