"","en_es_DEEPL","MatConf"
"752","Reunión de expertos de la Convención sobre armas biológicas",1
"753","A celebrarse el jueves 23 de junio de 2011, a las 15.15 horas.",0
"754","6. La flota mercante iraquí que enarbola pabellón iraquí está registrada en el puerto de Basora, como consta en los registros de dicho puerto, así como en Lloyd's de Londres y las compañías de seguros.",0
"755","La Comisión también recibió y verificó numerosos incidentes adicionales relacionados con ataques a civiles, basándose en la información y las pruebas que recibió en el transcurso de su trabajo.",1
"756","Pide al Secretario General que garantice: a) la supervisión y la presentación de informes continuas, como parte de los informes mencionados en el [párrafo pertinente] supra, sobre la situación de los niños, incluida una estrecha cooperación con los agentes de protección de la infancia, y b) el diálogo continuo con las partes en conflicto con miras a la elaboración y aplicación de planes de acción con plazos definidos para poner fin al reclutamiento y la utilización de niños soldados y a otras violaciones del derecho internacional humanitario y de las normas de derechos humanos contra los niños;",0
"757","(b) La aplicación de todas las cuestiones pendientes mencionadas en el párrafo 12 supra, recordando a este respecto que la aplicación concomitante del proceso de identificación y del acantonamiento de las fuerzas, según lo previsto en el programa nacional de desarme, desmovilización, reinserción y rehabilitación firmado en Yamusukro el 14 de mayo de 2005, aceleraría la creación de las condiciones necesarias para la celebración de elecciones libres, justas, abiertas y transparentes;",0
"758","Emprender investigaciones para identificar los factores determinantes de las diferencias de género en los mecanismos de alerta temprana y desarrollar indicadores en consecuencia.",0
"759","Se había desplegado el 72% de los efectivos policiales previstos (el 5% de los cuales son mujeres).",1
"760","3. Mediante su resolución 1267 (1999), el Consejo de Seguridad impuso embargos aéreos y financieros limitados para obligar a los talibanes a dejar de proporcionar santuario y entrenamiento a terroristas, incluido Usamah bin Ladin.",1
"761","Sin embargo, la información facilitada por los shartai y omdas que acompañaron a la Comisión Nacional, y las pruebas disponibles, indican que todas las partes fueron responsables, en las circunstancias del conflicto en llamas, de la quema de las aldeas.",1
"762","Por último, sabemos que el camino hacia la democracia no es lineal.",0
"763","Normas de procedimiento para la importación-exportación de las sustancias químicas mencionadas en la CAQ, 21 de abril de 1994",0
"764","Al menos 90 países están afectados por artefactos explosivos improvisados, y Al Qaeda y sus afiliados intercambian información y asesoramiento sobre la mejor forma de construirlos y utilizarlos.",1
"765","(c) Alentar a los Estados a que refuercen la seguridad fronteriza en los puntos de entrada a fin de impedir el movimiento transfronterizo ilegal de personas, cargamentos y armas/explosivos, así como el transporte físico transfronterizo de moneda y otros instrumentos al portador. América del Sur",0
"766","Asimismo, una mayor coordinación e interoperabilidad entre estas organizaciones, así como el desarrollo y la puesta en común de estrategias comunes, políticas operativas y mejores prácticas en la gestión civil de crisis aumentarían la eficacia y la coherencia en la gestión de crisis.",0
"767","(g) El Jefe de las Fuerzas de Defensa no puede ser considerado penalmente responsable de los disparos de soldados de las F-FDTL contra oficiales de la PNTL después de que se estableciera el alto el fuego el 25 de mayo;",1
"768","En una reunión con la Oficina de las Naciones Unidas contra la Droga y el Delito (ONUDD) celebrada el 5 de agosto, el nuevo Ministro de Justicia expuso los esfuerzos del nuevo Gobierno por renovar la Unidad para alinearla con los objetivos de la Iniciativa de la Costa de África Occidental. El 27 de octubre, más de 100 miembros del Parlamento y representantes del Gobierno aprobaron una declaración política en la que reiteraban el compromiso de Guinea-Bissau de apoyar las iniciativas de lucha contra la delincuencia organizada transnacional, incluidos el tráfico de drogas, la corrupción, el blanqueo de dinero y el terrorismo. Pidieron el apoyo continuado de las Naciones Unidas para reforzar las instituciones nacionales en este ámbito.",0
"769","Parte o la totalidad de la pérdida queda fuera del periodo indemnizable.",0
"770","La dotación del centro asciende actualmente a 544 efectivos de las Forces nouvelles y del personal de defensa y seguridad nacional, de un máximo autorizado de 568, incluidas las unidades mixtas de policía.",1
"771","Se produjeron secuestros en 29 de los 32 departamentos, en particular en Antioquia, Bogotá, Caldas, Casanare, Cundinamarca, Valle del Cauca y Vichada.",0
"772","60. Bajo la orientación general del cuartel general de la Misión, los jefes de las oficinas regionales de la MONUC son responsables de elaborar y aplicar planes de acción regionales para la prevención de la explotación y los abusos sexuales en sus respectivas zonas.",0
"773","48. Según los relatos recibidos de los organizadores del G7, a los manifestantes que querían marchar se les dijo que se reagruparan en grandes espacios públicos dentro de sus municipios de camino hacia la meseta de Abiyán, la ""zona roja"".",1
"774","Se invita a los Estados a pasar las huellas dactilares contenidas en las versiones restringidas de las difusiones por sus bases de datos policiales para comprobar si coinciden con las de sus propios sistemas (secc. VI.C, párr. 80)",0
"775","Según informes, durante los ataques perpetrados en marzo de 2004 por las tropas gubernamentales y los Janjaweed en Korma, Darfur septentrional, fueron violadas más de 20 mujeres y niñas.",1
"776","7. La situación en Liberia (22 de enero de 1991; 19 de diciembre de 2008).",0
"777","Hubo acuerdo en que la MONUC debería reforzarse para alcanzar cuanto antes la dotación de efectivos prevista en su mandato, a fin de que pueda desempeñar eficazmente las tareas que se le han asignado.",1
"778","¿Son aplicables todas las disposiciones pertinentes del Código Penal en todas las circunstancias siguientes?",0
"779","Hubo informes de discusiones entre posibles manifestantes y las fuerzas de seguridad, en algunos casos cara a cara.",0
"780","La República de Macedonia se adhirió al Convenio Europeo de Extradición el 26 de octubre de 1999.",0
"781","No puedo insistir lo suficiente en el riesgo que supone la falta de helicópteros militares para la eficacia operativa de la fuerza.",0
"782","Los funcionarios de esta Sección están disponibles las veinticuatro horas del día y los siete días de la semana.",0
"783","Debido al tiempo ya cumplido, los policías fueron puestos en libertad en la primera semana de marzo. El 8 de marzo de 2008, el Sr. Abdelaziz me escribió para protestar porque la puesta en libertad anticipada de los policías equivalía a ""una oferta de impunidad"" por parte de las autoridades marroquíes por las acciones de los policías.",1
"784","Entre ellos, emboscadas y ataques asimétricos y con cohetes contra los medios y el personal de la Misión Multidimensional Integrada de Estabilización de las Naciones Unidas en Malí (MINUSMA).",1
"785","Los miembros del Consejo expresaron de nuevo su profunda indignación por todos los iraquíes, así como por los nacionales de otros Estados, que han sido asesinados, secuestrados, violados o torturados por el EIIL, así como por su reclutamiento y utilización de niños.",1
"786","Se seleccionaron muy pocos para su revisión y, en última instancia, una vez completados todos los procedimientos descritos en las Directrices del Comité, incluidos los esfuerzos por obtener información de otros Estados pertinentes, la revisión finalizó sin que se produjera ningún cambio en la Lista.",0
"787","(b) Aumentar su capacidad para congelar fondos y activos terroristas sin demora, desarrollando mecanismos nacionales de ""congelación"" que complementen los marcos regionales;",1
"788","(3) Se considera equivalente a un ciudadano finlandés lo siguiente",0
"789","Por lo tanto, al examinar la responsabilidad por las violaciones de los derechos humanos perpetradas durante los acontecimientos del 25 y 26 de marzo, también habría que tener en cuenta las repercusiones del decreto presidencial del 22 de marzo y las instrucciones dadas a los jefes de las fuerzas armadas nacionales durante la reunión del 24 de marzo.",1
"790","El alcance de la contaminación por munición de racimo es cada vez más evidente a medida que avanza el trabajo de Landmine Action.",0
"791","Desde un punto de vista sustantivo, las jurisdicciones nacionales han opuesto a los demandantes uno o más de los siguientes argumentos: en primer lugar, el derecho a la reparación tal y como se recoge en el derecho internacional humanitario no es autoejecutable, sólo los Estados de origen de las víctimas tienen derecho directo a este derecho; en segundo lugar, existe un acuerdo de paz que impide las demandas individuales.",0
"792","(b) La toma de testimonios y la producción de pruebas;",0
"793","También visitó el campo de tránsito de Nonah para refugiados marfileños en Guinea.",0
"794","Pero no nos engañemos: es un reto para todo Kosovo, y no sólo para una minoría.",0
"795","Subraya, en particular, la urgente necesidad de proporcionar una mejor protección física a las poblaciones desplazadas, así como a otros grupos vulnerables, en especial las mujeres y los niños. Los esfuerzos deben centrarse en las zonas donde estas poblaciones y grupos corren más riesgo.",1
"796","Un tribunal internacional no se considera apropiado dado que los crímenes considerados contravienen la legislación nacional.",1
"797","A este respecto, se ha llegado a un entendimiento con las partes sobre la posibilidad de revisar los acuerdos militares para responder mejor a las realidades sobre el terreno.",0
"798","Se celebrará el viernes 9 de febrero de 2001, a las 12.55 horas.",0
"799","Su responsabilidad es más importante que su responsabilidad directa, pero menos que otras aún más globales.",0
"800","76. Todas las partes en el conflicto -el Gobierno de Sudán, el SLA y el JEM- han reconocido que se trata de un conflicto armado interno.",1
"801","El Consejo considera la posibilidad de recurrir a la Comisión Internacional de Encuesta creada de conformidad con el artículo 90 del Primer Protocolo Adicional a los Convenios de Ginebra.",0
"802","43. Estaba previsto que la manifestación finalizara a las 13.00 horas del viernes 28 de abril, pero a primera hora de la mañana ya se percibía un cambio tangible en el ambiente de la multitud congregada frente al Palacio de Gobierno.",1
"803","El elemento subjetivo, o mens rea, reside en que el cómplice tenga conocimiento de que sus acciones ayudan al autor a cometer el delito.",1
"804","Dieciocho personas detenidas en Bouaké en relación con los hechos fueron trasladadas a la prisión civil de Korhogo. En otro incidente, el 17 de enero, 11 personas, entre ellas dos ciudadanos franceses, presuntamente asociadas con el Sr. Coulibaly, fueron detenidas en Abiyán por planear un golpe de Estado. El 30 de enero, el fiscal del tribunal militar de Abiyán emitió una orden de detención internacional contra el Sr. Coulibaly, acusado de conspiración contra el Estado.",1
"805","Se le pidió que ayudara a filmar la retirada de la comitiva el 14 de febrero de 2005 durante la reunión con el Juez de Instrucción, pero no se mencionó nada más sobre la retirada de los vehículos de la comitiva del lugar del crimen.",0
"806","El Coordinador Especial informó de que continuaba la calma general en el sur del Líbano, aunque se habían producido algunos incidentes de seguridad durante el período que abarca el informe, incluido el lanzamiento de cohetes hacia Israel desde el sur del Líbano durante el conflicto relacionado con Gaza en julio y agosto y dos graves incidentes de seguridad en la zona de las granjas de Shab'a (sector oriental).",1
"807","Siete Estados cuentan con algunas medidas de vigilancia, regulación y control de la producción, venta y transferencia de armas y explosivos.",0
"808","▪ Lanzar un ataque del que quepa esperar que cause incidentalmente muertos o heridos entre la población civil o daños a bienes de carácter civil, o una combinación de ambos, que resulte excesiva en relación con la ventaja militar concreta y directa prevista;",1
"809","En la resolución 1624 (2005) del Consejo de Seguridad, que se centra en la amenaza que supone la incitación a cometer actos terroristas, el Consejo subraya que los Estados deben asegurarse de que las medidas que adopten para aplicar la resolución cumplan todas las obligaciones que les incumben en virtud del derecho internacional, incluidas las normas internacionales de derechos humanos.",0
"810",":: Convención sobre la Protección Física de los Materiales Nucleares;",0
"811",":: El 25 de octubre de 2014, la Media Luna Roja Árabe Siria envió a Raqqah 5.000 paquetes de alimentos y 1.600 paquetes sanitarios suministrados por la Federación Internacional de Sociedades de la Cruz Roja y de la Media Luna Roja.",0
"812","Por ejemplo, Uzbekistán fijó normas de control interno y estableció sanciones para las entidades que no informaran, y Turkmenistán y Uzbekistán introdujeron procedimientos estrictos de identificación de clientes y mantenimiento de registros.",1
"813","La mayoría de los conflictos actuales se libran principalmente con armas ligeras y de pequeño calibre.",1
"814","o El 5 de noviembre de 2014, aviones de combate del régimen llevaron a cabo 5 ataques aéreos dirigidos contra Kansfra, en Idlib.",1
"815","Según los testimonios, miles de miembros de las fuerzas de seguridad podrían haber estado en acción esos días en Abiyán.",1
"816","Los enfrentamientos se reanudaron con menor intensidad a la mañana siguiente.",0
"817","Los grupos técnicos, cada uno de los cuales incluye al menos un representante de cada grupo, se ocupan respectivamente de la asistencia técnica; la financiación del terrorismo; la seguridad fronteriza, el tráfico de armas y la aplicación de la ley; las cuestiones jurídicas generales; y las cuestiones planteadas por el Consejo de Seguridad en la resolución 1624 (2005), así como los aspectos de la lucha contra el terrorismo relacionados con los derechos humanos en el contexto de la resolución 1373 (2001). Las dos unidades se ocupan del control de calidad, y de las comunicaciones públicas y la divulgación, respectivamente.",0
"818","El fracaso puede tener graves repercusiones para el futuro.",0
"819","En otros lugares, los grupos se han visto obligados por la eficacia de los controles y la necesidad de eludir la detección a adaptar e improvisar dispositivos a partir de productos más fáciles de obtener.",1
"820","Frente Polisario dirigido al Secretario General",0
"821","Se sabe que es propiedad de Charles Taylor.",0
"822","Todos los Estados, excepto uno, disponen de legislación para regular las organizaciones sin ánimo de lucro, pero sólo uno ha introducido, y aplica efectivamente, disposiciones legales para impedir la financiación del terrorismo a través de organizaciones sin ánimo de lucro.",0
"823","El artículo 19 del Estatuto del Tribunal permite a éste ordenar el decomiso de las ganancias ilícitamente adquiridas y disponer su devolución a sus legítimos propietarios o al Estado.",0
"824","La sentencia en uno de estos casos se dictará en junio, dos casos están programados para terminar a finales de este año, dos el próximo año, y los cinco restantes en 2012.",0
"825","El Órgano Central apoyó firmemente los esfuerzos realizados por los países de la Región para hacer frente a la situación reinante en Anjouan.",0
"826","96. La Comisión observó que la Ley de las Fuerzas de Seguridad Nacional, modificada en 2001, otorga a las fuerzas de seguridad amplios poderes, incluida la facultad de detener sin cargos ni acceso a un juez durante un máximo de nueve meses.",0
"827","Los avances con respecto a la petición del Presidente Kabila de que la MONUSCO preste asistencia para la formación, el equipamiento y el acuartelamiento de 20 unidades de policía, o para el equipamiento de tres batallones de policía militar, siguen siendo limitados debido a la falta de apoyo complementario por parte de los donantes para proporcionar el equipamiento básico necesario (véase S/2010/164).",0
"828","- Asesorar al Gobierno ..., según proceda, sobre la reforma del sector de la seguridad y la organización del futuro Ejército Nacional, incluido el establecimiento de un mecanismo eficaz de investigación de antecedentes, de conformidad con las normas internacionales,",0
"829",":: Informes del Secretario General: sobre la seguridad del personal humanitario y la protección del personal de las Naciones Unidas (A/68/489), sobre la protección de los civiles en los conflictos armados (por ejemplo, S/2013/689) e informes pertinentes sobre los mandatos del Consejo de Seguridad (por ejemplo, el informe del Secretario General sobre Somalia (S/2014/140)).",0
"830","También se prohibió la participación activa de veteranos de guerra en futuras ceremonias y se está reescribiendo el reglamento de las mismas.",1
"831","23. Decide que todos los Estados miembros en los que hay:",0
"832","Sin embargo, hay otras personas que no son buscadas por ningún organismo policial, que pueden no tener fácil acceso a documentos falsos de calidad suficiente para sobrevivir a un examen minucioso y que, en cualquier caso, pueden calcular que la limitada cantidad de detalles personales registrados sobre ellos en la Lista hace razonablemente seguro que podrán pasar por los puestos fronterizos utilizando sus documentos auténticos sin ser advertidos.",1
"833","""El Consejo de Seguridad considera que los refugios seguros para terroristas siguen siendo motivo de gran preocupación y reafirma la necesidad de que los Estados refuercen la cooperación para encontrar, denegar refugio y llevar ante la justicia, sobre la base del principio de extraditar o juzgar, a toda persona que apoye, facilite, participe o intente participar en la financiación, planificación, preparación o comisión de actos terroristas o proporcione refugio seguro.",0
"834","Una organización informó de métodos de asesinato crueles e inhumanos, como dos casos de asesinato por crucifixión.",1
"835","Especialmente preocupante fue el cuadro de presuntas faltas graves de conducta de agentes de la Policía Nacional de Haití, incluida su presunta implicación en la ejecución sumaria de al menos nueve personas el 20 de agosto en un partido de fútbol en la zona de Martissant, en Puerto Príncipe.",1
"836","El Banco de Tanzania publicó una circular administrativa nº 8 sobre el control del blanqueo de dinero el 30 de junio de 2000.",0
"837","Al cabo de media hora, llegaron otros tres jeeps desde Chad apoyados por un helicóptero militar y de nuevo se produjo un enfrentamiento con la unidad militar sudanesa en el transcurso del cual resultaron heridos un soldado y varios civiles.",1
"838","110. El entrenamiento es un precursor esencial de cualquier ataque exitoso, y es importante recordar que el embargo de armas incluye específicamente el entrenamiento (resolución 1617 (2005), párr. 1 (c)).",1
"839","Mi hermana de 8 años también estaba conmigo ese día y también fue violada, pero no golpeada.",1
"840","Organización de Estados Americanos y Gobierno de México",0
"841","El flujo de armas de Etiopía a los señores de la guerra y luego a BAM ayuda a explicar otra fuente de armas pequeñas y munición disponible en BAM.",1
"842",":: Peter Maurer, Presidente del Comité Internacional de la Cruz Roja",0
"843","""El Consejo de Seguridad ha examinado la cuestión de la protección de los civiles en los conflictos armados.",0
"844","En la mañana del 24 de mayo, ocho soldados de las F-FDTL que realizaban una patrulla de observación en las colinas fueron atacados y contenidos por un grupo de personas armadas desde una posición más elevada.",1
"845","A. Visión general 47. Los grupos incluidos en la lista afiliados a Al Qaeda y los talibanes siguen recaudando dinero por medios legales, como donaciones y empresas comerciales legítimas, e ilegales, como secuestros para obtener rescates, extorsiones, tráfico de drogas e impuestos ilegales.",1
"846","Destacando la necesidad de intensificar la lucha contra el terrorismo a escala nacional y de reforzar, bajo los auspicios de las Naciones Unidas, una cooperación internacional eficaz en este ámbito sobre la base de los principios de la Carta de las Naciones Unidas y de las normas del Derecho internacional, incluido el respeto del Derecho internacional humanitario y de los derechos humanos,",0
"847","Como señaló el Secretario General, en muchos conflictos, lo que permite que prosperen las violaciones es, en gran medida, la ausencia de rendición de cuentas y, lo que es peor, la falta, en muchos casos, de expectativas al respecto.",1
"848","Se cita a miembros de grupos rebeldes como sospechosos de participar en una empresa criminal conjunta para cometer crímenes internacionales, y como posibles responsables de no impedir o reprimir a sabiendas la perpetración de crímenes cometidos por rebeldes.",1
"849","(b) un Equipo de apoyo para la aplicación de las sanciones, bajo la coordinación del Grupo de Supervisión, compuesto por un máximo de quince miembros con experiencia en ámbitos como: aduanas, seguridad fronteriza y lucha contra el terrorismo, que se ubicará en los Estados mencionados en el apartado 2 anterior, en plena consulta y en estrecha cooperación con dichos Estados;",0
"850","La Dirección Ejecutiva ayudará al Comité a iniciar un debate para estudiar las necesidades de los Estados en materia de asistencia técnica para la aplicación de la resolución 1624 (2005) y facilitará la prestación de dicha asistencia, según proceda.",0
"851","El Consejo podría desempeñar un papel importante a la hora de garantizar el establecimiento de programas de reparación para atender las necesidades de las víctimas.",0
"852","114. Varios Estados, organizaciones internacionales, instituciones académicas y otros están desarrollando activamente programas de rehabilitación nuevos e innovadores para las personas detenidas o encarceladas en relación con su participación en actos terroristas.",0
"853","El puerto de Jebel Ali, en los Emiratos Árabes Unidos, es con diferencia el mayor puerto de Oriente Próximo. Por consiguiente, los Emiratos Árabes Unidos se toman muy en serio la seguridad marítima y la prevención de amenazas, y han implantado sistemas, infraestructuras y procesos avanzados para evaluar y responder a los riesgos, al tiempo que garantizan la fluidez del comercio.",1
"854","Sin embargo, como entidad que gobierna efectivamente la Franja de Gaza, también es responsable del mantenimiento de la vida cotidiana.",0
"855","Posteriormente, las fuerzas armadas del gobierno confiscaron las armas de los aldeanos.",1
"856","Informe del Secretario General sobre la situación en Somalia",0
"857","7. El 7 de abril de 2014, dos expertos de la Oficina de las Naciones Unidas contra la Droga y el Delito (ONUDD), Clément Gorrissen y Simon Davis, fueron asesinados en el aeropuerto de Gaalkacyo (Puntlandia, Somalia) mientras realizaban una misión relacionada con el seguimiento de los flujos financieros ilícitos procedentes de la piratería.",1
"858","El Sr. Isaac iba armado con un arma Steyr y había al menos tres hombres armados con diversas armas semiautomáticas Steyr y FN-FNC.",1
"859","Dijeron que tras los combates había muchos cadáveres, de soldados del Gobierno y del MPCI, que habían sido enterrados en una fosa común.",1
"860","Los objetivos del nuevo sistema incluyen",0
"861","18. Ahora que los aspectos organizativos y logísticos de la búsqueda de los desaparecidos parecen estar en marcha, el objetivo de encontrar e identificar a las víctimas y cerrar finalmente sus casos es un imperativo.",0
"862","Uno de los detenidos era el chófer y guardaespaldas de Majed Hamdan, hermano de Mustafá Hamdan, que dirige una empresa que, al parecer, se encargaba de la seguridad del hotel St.",1
"863","El Gobierno de Iraq afirma que cumple las obligaciones que le incumben en virtud de las resoluciones del Consejo de Seguridad de las Naciones Unidas y sigue políticas de coexistencia pacífica con sus vecinos conducentes a la seguridad y la estabilidad de la región. El Gobierno de Iraq espera que el Consejo de Seguridad de las Naciones Unidas reconozca que se han producido importantes acontecimientos positivos en Iraq; que la situación en Iraq es fundamentalmente diferente de la que prevalecía en el momento de la adopción de la resolución 661 (1990) del Consejo de Seguridad de las Naciones Unidas; y que ha llegado el momento de que Iraq recupere su estatuto jurídico e internacional prevaleciente antes de la adopción por el Consejo de Seguridad de dicha resolución y de las subsiguientes sanciones que se le impusieron en virtud del Capítulo VII de la Carta de las Naciones Unidas.",0
"864","44. En noviembre y diciembre de 2007, el Gobierno recuperó unos 100 millones de francos burundeses que habían sido malversados por varias personas.",0
"865","Se siguen recibiendo informes de diversas organizaciones de derechos humanos sobre graves violaciones de los derechos humanos e infracciones del derecho internacional humanitario, como detenciones arbitrarias, asesinatos, tráfico de niños y violaciones en todo el país, tanto en las zonas controladas por las Forces Nouvelles como en las controladas por el gobierno.",1
"866","Número de solicitudes de pago recomendadas",0
"867","Se celebrará el jueves 29 de julio de 2004, a las 11.30 horas.",0
"868","Pagos o desgravaciones a terceros - 36.221.863 US$.",0
"869","En consecuencia, no existen cifras exactas sobre el número de armas pequeñas y ligeras que circulan actualmente en todo el mundo.",1
"870","La tortura, la violación y otras crueldades arbitrarias a manos de guardias y compañeros de prisión están generalizadas y se cometen con impunidad.",1
"871","Aunque la formación de las unidades de las FARDC y de la Policía Nacional Congoleña sigue siendo esencial, cualquier programa de formación para las FARDC debería estar vinculado al establecimiento de una cadena de suministro operativa dentro del ejército para garantizar la sostenibilidad de los esfuerzos y las inversiones realizadas.",0
"872","(b) Pérdida de beneficios 143 - 163",0
"873","Por lo tanto, la asignación de tareas que se expone a continuación no puede percibirse como exclusiva de uno u otro de los componentes.",0
"874","Los tres países son conscientes del régimen de sanciones y están tomando medidas para mejorar su aplicación, pero aún no se han dado cuenta plenamente de cómo puede ayudar el régimen a su respuesta nacional y regional a la amenaza.",0
"875","68. Estoy consternado por los asesinatos selectivos de cientos de civiles inocentes y el consiguiente desplazamiento de la población en Beni. Deploro las continuas y graves violaciones de los derechos humanos y del derecho internacional humanitario en otras partes del país, que son igualmente inaceptables.",1
"876","69. Mientras prosiguen en Argel las conversaciones de paz entre malienses bajo la facilitación del equipo de mediación dirigido por Argelia, hago un llamamiento a todas las partes para que negocien de buena fe a fin de alcanzar un acuerdo de paz global, aplicable y sostenible que aborde las causas profundas del conflicto.",0
"877","Los costes del Comité se sufragan con fondos destinados a los gastos administrativos y operativos del programa.",0
"878","Profundamente preocupada por la frecuencia de los actos de violencia cometidos en muchas partes del mundo contra periodistas, profesionales de los medios de comunicación y personal asociado en los conflictos armados, en particular los ataques deliberados que violan el derecho internacional humanitario,",1
"879","Impartimos una formación básica (por ejemplo, sobre el uso de armas, disciplina, ...) que puede durar unas dos semanas, dependiendo de la persona.",1
"880","Como ya se ha indicado, distintas fuentes han confirmado que los niños van uniformados y llevan armas.",1
"881","No existen sistemas alternativos de transferencia de divisas.",0
"882","""El Consejo de Seguridad está profundamente preocupado por el deterioro de la situación de seguridad en la República Centroafricana, especialmente tras los ataques contra las ciudades de Birao, Ouanda-Djalle y Sam Ouandja.",1
"883","Además, en este ataque murieron 17 policías, todos ellos pertenecientes a tribus africanas.",1
"884","(c) Estado(s) de las operaciones en curso;",0
"885","o El 16 de noviembre de 2014, aviones de guerra del régimen atacaron con un misil la ciudad de Maarat Misreen, matando a 5 personas, entre ellas un niño y una mujer, además de destruir edificios residenciales.",1
"886","Nicholas Williams (Reino Unido de Gran Bretaña e Irlanda del Norte)",0
"887","Eliminación de la biorremediación in situ y vigilancia a largo plazo;",0
"888","Sin embargo, aún quedan muchos kilómetros por recorrer para lograr un cambio real y sostenido en los resultados sobre el terreno.",0
"889","También se han denunciado incidentes de confinamiento de la población civil, acompañados de ejecuciones arbitrarias, así como muertes de civiles como consecuencia de los ataques aéreos indiscriminados de las fuerzas gubernamentales.",1
"890","La pregunta del Comité parece basarse en una interpretación errónea de la respuesta inicial de México a este párrafo de la resolución 1373 (2001).",0
"891","120. En octubre de 2002, el Presidente de la República pidió que se pusiera fin a la destrucción de chabolas.",1
"892","II. EVOLUCIÓN DE LA SITUACIÓN DURANTE EL PERÍODO QUE ABARCA EL INFORME",0
"893","Haciendo un llamamiento a los Estados para que colaboren urgentemente en la prevención y represión de los actos de terrorismo nuclear, incluso mediante una mayor cooperación y la plena aplicación de los convenios internacionales pertinentes, y mediante medidas adecuadas para reforzar el marco jurídico existente con vistas a garantizar que quienes cometan delitos de terrorismo nuclear respondan efectivamente de sus actos,",0
"894","CARTA DE FECHA 9 DE DICIEMBRE DE 1999 DEL REPRESENTANTE PERMANENTE DE",0
"895",":: 14 de febrero de 2005, Rafik Hariri y otras 22 personas mueren en una explosión masiva en una zona marítima del centro de Beirut.",1
"896","Por lo que respecta a la primera parte de la pregunta, remítase al apartado d) del párrafo 2.",0
"897","Desde la década de 1990, sus agentes han secuestrado a varias personas en territorio chino, entre ellas nacionales de China, la República de Corea y, al menos en un caso, un ex nacional japonés.",1
"898","b. Capaz de proporcionar una precisión azimutal mejor (menor) que 0,5 grados RMS en latitudes de +/- 80 grados, referida al campo magnético local; y",0
"899","Además, la asignación forzosa a un lugar de residencia y empleo designado por el Estado está fuertemente motivada por la discriminación basada en el songbun.",1
"900","El Tribunal de Primera Instancia distinguió las decisiones anteriores que confirmaban las sanciones de la resolución 1267 señalando que la resolución 1373 (2001) no identifica a personas específicas cuyos activos deben ser congelados, lo que convierte la decisión de imponer sanciones a objetivos concretos, y el proceso utilizado para llegar a esa decisión, en una cuestión de discrecionalidad de los Estados miembros y, por tanto, sujeta a un examen más minucioso.",1
"901","La reserva también apoyaría a las unidades de policía constituidas desplegadas en la zona.",0
"902","El Gobierno de Sudán presentó a la Comisión un documento en el que se enumeraban los ataques contra convoyes humanitarios.",1
"903","22. El equipo de investigación de la Comisión estaba dirigido por un investigador jefe e incluía cuatro investigadores, dos investigadoras especializadas en violencia de género, cuatro expertos forenses y dos analistas militares.",0
"904","Misión Permanente de Japón ante las Naciones Unidas",0
"905","Como señaló un tercer orador, sin una colaboración comprometida entre los miembros permanentes y los elegidos, el Consejo se encontraría continuamente en un punto muerto, dado que las resoluciones requieren nueve votos para ser adoptadas.",0
"906","50. La situación en Libia (22 de febrero de 2011; 16 de diciembre de 2013).",0
"907","Se toma buena nota de la preocupación por la aplicación del comunicado conjunto del 2 de abril de 2009, al que se alude en el informe.",0
"908","Recaudación de fondos en Emiratos Árabes Unidos",0
"909","En la 5303ª sesión del Consejo de Seguridad, celebrada el 10 de noviembre de 2005, en relación con el examen por el Consejo del tema titulado ""Amenazas a la paz y la seguridad internacionales causadas por actos terroristas"", el Presidente del Consejo de Seguridad hizo la siguiente declaración en nombre del Consejo:",0
"910","El país soporta las terribles infracciones de la guerra.",1
"911","Aunque la presión sobre los dirigentes de ambos grupos ha continuado, la situación en Irak y otras zonas de conflicto ha mantenido al terrorismo en el primer plano de la atención mundial, y no han faltado nuevos reclutas.",1
"912","3. Esta posición ha recibido un claro y unánime apoyo de la ASEAN, de la que son miembros tanto Tailandia como Camboya.",0
"913","La resolución es el segundo cambio importante en la tramitación de los contratos de suministro humanitario en el marco del programa desde la adopción de la resolución 1284 (1999), que aumentó la cantidad de petróleo que Iraq podía vender en el marco del programa y creó nuevos procedimientos acelerados para determinados bienes humanitarios.",0
"914","118. Otras circunstancias que deben tenerse en cuenta en relación con la fase de planificación del crimen son las medidas de vigilancia dirigidas contra el Sr. Hariri emprendidas por las FIS y la intervención de los teléfonos del Sr. Hariri por el Servicio de Inteligencia Militar (véase la sección titulada ""Interceptación telefónica de Hariri"").",1
"915","El Gobierno de Líbano me ha informado de que las Fuerzas Armadas libanesas también habían detenido y deportado a varios infiltrados de origen palestino que portaban documentos de identidad sirios.",1
"916","Hay informes de que las mujeres y las niñas siguen siendo objeto de violencia sexual durante los ataques a sus aldeas, incluido el informe de un reciente ataque a Hamada el 13 de enero de 2005 en el que las mujeres fueron sometidas a violación.",1
"917","2 1A/90/348A - julio y agosto de 1990",0
"918","Compañía de oleoductos - 5.000.000 de dólares",0
"919","La conclusión de que las autoridades gubernamentales no han seguido ni aplicado ninguna política genocida en Darfur, ni directamente ni a través de las milicias bajo su control, no debe interpretarse en modo alguno como un menoscabo de la gravedad de los crímenes perpetrados en esa región.",0
"920","Ahora hay que dar prioridad al reto de establecer administraciones locales y regionales en las regiones recuperadas de Al-Shabaab.",0
"921","La situación en Costa de Marfil (20 de diciembre de 2002; 18 de julio de 2012)",0
