"es_en_GOOGLE"	"VerConf"
"One State noted that, while global counterterrorism efforts had substantially weakened the leadership of the Al-Qaida organization, the threat now came from groups affiliated with it but independent of the core organization, as well as from affected individuals. by the ideology of these groups and their incitement to violence. Several States stressed that terrorism should not be associated with any religion, nationality, civilization or group and that the terrorist threat derives from multiple sources, including right-wing and xenophobic extremist groups."	1
"The United States must desist from this deliberate disregard, a practice it has maintained for almost seven years and which has led to the deterioration of the situation in the region."	1
"It is believed that ransoms paid for the release of held ships, cargo and crews could be used to finance terrorist groups or activities."	1
"But we are also against extrajudicial executions and we condemn them."	1
"&quot;Antagonism between political forces overshadows the country&#39;s recent democratic success and threatens its progress toward permanent stability.&quot; (S/2011/540, para. 55)"	1
"This is mainly because terrorism is a changing phenomenon."	1
":: The export of dual-use products falls within the scope of the common commercial policy of the European Community and, consequently, within its legislative competence."	0
"Although the United Nations Assistance Mission in Afghanistan and the Independent Electoral Commission had until then relied on civilian observers to de-escalate conflicts, such a mechanism may not be sufficient to address the most serious threats."	1
"Furthermore, there is no indication that extrabudgetary financing will be easy to obtain."	0
"In Northern Darfur, the state with the lowest numbers of the three Darfur states, the conflict is estimated to have affected 685,200 people, 403,000 of them displaced within the region."	0
"Our main concern in this regard is the fact that, according to the report, none of the eight standards have yet been fully met."	1
"Said Service receives copies of all individual open export licenses."	0
"As the presidential elections approach, it is even more necessary and urgent to improve the security situation."	0
"3. Remember that criminal acts, including against civilians, committed with the intention of causing death or serious bodily injury or taking hostages with the purpose of provoking a state of terror in the general population, in a group of people or in specific person, intimidate a population or compel a government or an international organization to carry out an act, or to refrain from carrying it out, which constitute crimes defined in the international conventions and protocols relating to terrorism and included within their scope, not admit justification in no circumstances by considerations of a political, philosophical, ideological, racial, ethnic, religious or other similar nature and urges all States to prevent them and, if they occur, to ensure that they are sanctioned with penalties compatible with their serious nature;"	0
"Reaffirms its unequivocal condemnation of all acts, methods and practices of terrorism as criminal and unjustifiable, whatever their motivation, in all their forms and manifestations, wherever they are committed and by whomever they are committed,"	1
"II. Arab Fund for Technical Assistance to African Countries"	0
"No State has reviewed its non-profit sector or carried out an assessment of the risk of it being used to finance terrorist activities."	1
"We ask all armed groups that are signatories to the Ouagadougou Agreement to disassociate themselves from terrorist groups."	1
"All of this requires an extremely determined fight against entrenched non-state actors, whose existence represents a threat and an obstacle to the full exercise of the sovereignty of the Afghan State."	1
"Which will be held on Wednesday, May 30, 2007, at 3:00 p.m."	0
"The Security Council, in its resolution 1559 (2004), called for the disbandment and disarming of all Lebanese and non-Lebanese militias."	1
"Demanding that all parties to the armed conflict immediately and completely end all acts of sexual violence against civilians, in accordance with resolutions 1325 (2000), 1820 (2008), 1888 (2009) and 1889 (2009), the recruitment and use of children, in accordance with resolutions 1612 (2005) and 1882 (2009), and indiscriminate attacks against civilians, in accordance with resolution 1894 (2009),"	1
"C. Against the Yugoslavian Army"	0
"We are deeply concerned that unless both sides demonstrate a strong will to end terrorism and violence, the peace process will not succeed."	1
"10. Reiterates the importance of all States identifying, and where necessary adopting, appropriate procedures to fully implement all aspects of the measures described in paragraph 1, strongly urges all Member States to implement international standards incorporated in the forty revised recommendations on combating money laundering and the financing of terrorism and proliferation formulated by the Financial Action Task Force, in particular recommendation 6 on targeted financial sanctions relating to terrorism and financing of terrorism;"	1
"Regional imbalances in overall voter registration rates should be a serious warning in this regard."	1
"a) Request the African Union to maintain AMISOM troops in Somalia following the withdrawal of Ethiopian forces and provide the following assistance to support the strengthening of the mission;"	0
"Silver compacted tungsten with a tungsten weight content of 80% or more; and"	0
"Furthermore, the Authority reaffirms its determination to continue working to combat the effects of climate change."	0
"Noting with concern that the threat of terrorism has become more diffuse, with an increase in terrorist acts in various regions of the world, including those motivated by intolerance or extremism, and expressing its determination to combat this threat,"	1
"Which will be held on Wednesday, June 5, 2013, at 10:15 a.m."	0
"Propaganda, rocket attacks, improvised explosive devices, and occasionally suicide attacks will continue to be the main weapons used by opposing military forces."	0
"On July 24, 2005, this agreement was violated because the FACI prepared its Mi-24P for military operations in response to an alleged attack on Anyama."	1
"However, the Monitoring Group notes that the lack of an established central government in Somalia and the current threat of widespread hostilities looming over the country have greatly delayed, if not for the time being, sidelined , any serious capacity-building activity at the national level."	1
"Although the Comprehensive Peace Agreement and the Agreement on Supervision of the Management of Arms and Armies contained provisions for the dissolution of the militia linked to the Maoist army, neither of them proposed detailed plans in this regard."	0
"The International Criminal Police Organization (INTERPOL) carried out counter-terrorism capacity-building programs in the Sahel and Horn of Africa region aimed at improving information sharing between agencies, strengthening their integrated operational response in the region and expand the use of its secure communication network, databases and services."	0
"NOTE VERBAL DATED JUNE 17, 1998 ADDRESSED BY THE RUSSIAN FEDERATION TO THE UNITED NATIONS"	0
"The Team notes that some States have begun to seriously consider doing so."	0
"The Security Council commends the efforts of the European Union&#39;s Operation ATALANTA, the North Atlantic Treaty Organization&#39;s Operations Allied Protector and Ocean Shield, led by NATO Member States, the Combined Maritime Forces Operational Force 151 Combined, led by the United States of America, Denmark, New Zealand, Pakistan, the Republic of Korea, Singapore, Thailand, Turkey, and other States acting individually and in cooperation with the Somali authorities and each other, to suppress piracy and protect vulnerable vessels transiting the waters off the coast of Somalia, and appreciates the efforts of Member States, including China, the Russian Federation, India, Japan, Malaysia and the Republic of Korea, that have deployed ships or aircraft to the region, as indicated in the report of the Secretary-General (S/2012/783)."	0
"In particular, we condemn any attempt to force UNMIK into some kind of joint government, as well as any interference with the powers reserved to the Special Representative."	1
"We are especially concerned about the very low number of refugee returns, which are the most useful indicators for evaluating the situation in the province."	1
"The Security Council remains seriously concerned about the security situation in the Central African Republic."	1
"This unpleasant political incident was strongly condemned in a press release issued immediately after the incident by the Office of President Ernest Bai Koroma and in numerous press releases subsequently issued by other political interest groups, including the APC and PMDC parties, the Independent Media Commission, the Commission for the Registration of Political Parties and the Campaign for Good Government."	1
"7. Notes with concern the reports of the UNOCI Media Observatory and the media mentioned therein for inciting violence and the resumption of the internal conflict and emphasizes that it remains ready to impose sanctions against those who obstruct the electoral process , specifically the activities of the Independent Electoral Commission and all other participants, and the proclamation and certification of the results of the presidential and parliamentary elections;"	1
"The recent publication by the Council of Ulema of a religious decree condemning drug trafficking and other related activities may be instrumental in discouraging poppy cultivation."	1
"During the conflict, more than 2 million people have died and 4.5 million have been forced to leave their homes."	0
"The OSCE constitutes a valuable contribution with its knowledge and experience on the ground."	0
"The international community has put all its efforts into solving the problem of the presence of armed groups in the Democratic Republic of the Congo."	0
"All these acts of incitement to hatred and war create tensions in the Ivorian community."	0
"In this context, although the United Nations in general and the Security Council in particular are taking the fight against terrorism more seriously, there is little evidence that a truly joint effort is being made to provide a more international response. linked to terrorism."	1
"To be held on Monday, April 9, 2001, at 10:50 a.m."	0
"Damage or total loss: office equipment (value)"	0
"However, we are concerned about reports that tensions between the ruling party and opposition parties have intensified."	1
"2. Entry and exit from the country (paragraph 10)"	0
"In these meetings, the Committee obtained valuable information both on the application of the sanctions regime and on the threat posed by Al-Qaida and its associates, and officials from the intelligence and security services of different countries had the opportunity to interact with each other and with the Team and to exchange information."	1
"ISAF troops must fully fulfill their mandate to eradicate threats emanating from Afghanistan."	1
"Several delegations were of the view that internal situations, in particular the conflict in South Sudan, did not allow decisions to be taken that would lead to the resolution of outstanding issues."	1
"This is important to strengthen the Mission&#39;s capacity to provide genuine protection to the Congolese civilian population, victims of an obvious humanitarian disaster, as Mr. Doss stressed, and of mass violations of human rights, in particular targeted acts of violence. against women and children."	1
"However, the situation remains worrying, since the long borders that separate us are difficult to control."	1
"Also condemning in the strongest terms the incitement to commit acts of terrorism and repudiating attempts to justify or glorify (apology) acts of terrorism that may incite the commission of new acts of terrorism,"	1
"In addition to the civilians injured near the Taci Tolu terminal during the afternoon of April 28, two others suffered gunshot wounds during the night."	0
"Third, in many situations the Security Council has recognized that serious violations of human rights and international humanitarian law are potential threats to peace and security."	1
"The PNTL&#39;s actions were publicly denounced, calling it excessive and disrespectful towards a prominent former resistance fighter."	1
"The Security Council reiterates its strong condemnation of all violations of applicable international law and demands that parties to armed conflicts strictly comply with their obligations under international humanitarian law, human rights law and civil rights law. refugees, and implement all relevant decisions of the Security Council."	1
"Its management philosophy is changing and there is greater delegation of authority, greater transparency in the decision-making process and greater analysis in the planning and conduct of operations."	0
"44. Church of St. Mary, in Donje Nerodimlje"	0
"I am concerned that this vote and this impasse in Parliament could undermine the important achievements that Somali stakeholders and their partners have made."	1
"In its preliminary report, the Commission established the similarities and differences in the mandates, noting in particular that, although it had determined the existence of some violations that led it to conclude that international crimes had been committed in Libya, it was up to the Criminal Court International evaluate individual criminal responsibility."	1
"5. Majbal Nouri Zouhayr (with ID)"	0
"Above all, what worried us most was the insistence of the authorities in Pristina on somehow implementing the so-called strategy for the northern part of Kosovo, in flagrant contravention of resolution 1244 (1999), which is the main legal platform international to resolve the Kosovo issue."	1
"It also supported the creation of enforcement capacity to enforce maritime law and, to that end, created a new Trust Fund for Maritime Security in West and Central Africa."	0
"Non-proliferation (see documents S/2006/10/Add.12 and 30)"	0
"Many Council members highlighted that resolution 2118 (2013) had not yet been fully implemented and that the Council should continue to closely monitor efforts to achieve the elimination of the Syrian Arab Republic&#39;s chemical weapons program until this was completed. , as well as the elimination of the use of chemical weapons, which constituted a violation of the provisions of resolution 2118 (2013)."	1
"The Commission has also found that the Government&#39;s armed forces, the State security apparatus and the military intelligence services are responsible for the illegal detention and arrest of civilians."	1
"It is therefore important that States do not lose sight of this aspect of the embargo, and the Committee may wish to remind them of this in due course, encouraging them to submit the names of those who provide &quot;technical advice, assistance or training related to military activities&quot; (resolution 1617 (2005), paragraph (1) c) in violation of the measures, to be included in the list."	1
"Among these concerns, one must be highlighted: the deterioration of the security situation in recent weeks and months."	1
"Council members, in their remarks, expressed serious concern about recent developments, highlighted the need to establish border security mechanisms, and called on the two sides to take measures to normalize their relations."	1
"A senior commander explained the process of recruiting and training soldiers of the Popular Defense Forces like this:"	0
"We believe that Somalia faces a challenge comparable to that of a marathon runner, since the drafting of the constitution must be completed by April 20, which must then be adopted by May 22."	1
"We consider it unacceptable for us to deviate from this principle since the fragile situation in the province could lead to widespread destabilization."	1
"At the 6034th meeting of the Security Council, held on 9 December 2008, in connection with its consideration of the item entitled &quot;Threats to international peace and security caused by terrorist acts&quot;, the President of the Security Council made the following statement On behalf of the Council:"	0
"The region&#39;s natural resources, cross-border crime and the availability of small arms due to past armed conflicts leave the subregion potentially exposed to money launderers, international criminals, drug traffickers and terrorist groups."	0
"While Pristina and Belgrade strongly condemned the incident and demanded the arrest of the perpetrators, each side has blamed the other for provoking the incident."	1
"One State noted that the criteria for incorporating terrorist organizations in its penal code had been expanded to include organizations that advocate terrorism."	0
"The Council strongly condemns the Taliban for having launched a new offensive in July 1999, just one week after the meeting of the &#39;Six plus Two&#39; group in Tashkent, despite the Council&#39;s repeated demands that the fighting cease. ."	1
"[S]tresses the need to implement the United Nations Program of Action to Prevent, Combat and Eliminate the Illicit Trafficking in Small Arms and Light Weapons in all its Aspects and the International Instrument to Enable States to Identify and Trace, illicit small arms and light weapons in a timely manner, in order to make real progress in efforts to prevent, combat and eliminate illicit trafficking in small arms and light weapons."	0
"The situation in Cyprus (July 16, 1974; June 13, 2008)"	0
"However, the country continues to face challenges in its quest for stability and development, including the security situation, worsening humanitarian situation, challenges in the areas of rule of law and human rights. human rights and the incessant violence that has caused the death of civilians, which continues to increase."	1
"Other judges will arrive in the near future as new trials begin."	0
"By its essence, terrorism is opposed to the fundamental values of humanity enshrined in the Charter of the United Nations and fundamental human rights documents."	1
"The Security Council reaffirms the obligation of all Member States to settle disputes and resolve conflicts in accordance with the Charter of the United Nations, and calls upon the international community to support, as appropriate, the initiatives of regional organizations and subregional activities aimed at the peaceful settlement of disputes and the prevention and resolution of conflicts in accordance with the Charter of the United Nations and relevant Security Council resolutions."	0
"Meeting of experts on the Biological Weapons Convention"	0
"b) Islamic Republic of Iran: $9,821,393;"	0
"a) The 1963 Convention relating to Offenses and Certain Other Acts Committed on Board Aircraft;"	0
"The audit institutions of Member States are expected to present these certificates."	0
"a) They constitute a threat to the peace and national reconciliation process of CÃ´te d&#39;Ivoire, in particular by hindering the implementation of the peace process, as indicated in the Ouagadougou Political Agreement;"	0
"In pursuit of these objectives, MINUSTAH documented widespread cases of illegal arrest, ill-treatment, and prolonged pretrial detention."	1
"The Security Council remains gravely concerned about the threat posed by acts of piracy and armed robbery at sea to international shipping, the security of commercial maritime routes and the security and economic development of States in the affected regions. , as well as for the safety and well-being of boaters and others, including the risk of being taken hostage, and for the increasing violence used by pirates and those involved in acts of piracy and armed robbery in the sea. The Security Council condemns in the strongest terms the taking of hostages and the use of violence against them, and calls upon States to also cooperate, as appropriate, to achieve the early release of hostages, in particular through the exchange of information and intelligence."	1
"b) Third issue ticket cancellation fees: US$195,672."	0
"Many interlocutors affirmed that neighboring countries had a destabilizing role."	1
"1. Euro-Atlantic Partnership Council, 1992"	0
"b) The person responsible is Swiss or domiciled in Switzerland."	0
"Since my report (see S/2007/619, para. 25), the Royal Moroccan Army has continued to report a large number of alleged violations of military agreement No. 1 committed by the Polisario Front (S/2007/619, para. 25) and referring to the presence of people and vehicles in the separation zone."	1
"However, there remains a possibility of a complete collapse of public order, in addition to a collapse of the fragile economy and a disintegration of autonomous institutions."	1
"However, these production/time variations have substantially less effect on the US dollar value of exports than do current crude oil price differentials."	0
"In the current extremely difficult situation, we urge both Israelis and Palestinians to prevent the conflict from escalating and to begin fulfilling their obligations under the road map to revive the prospects for peace."	1
"Some States&#39; definitions of terrorism appear ambiguous or overly broad and should be brought into line with international standards."	1
"Blaming others, scapegoating others for the failures in Afghanistan, and asking those who are already doing more than they should to do even more is unfair, unacceptable, and will ultimately be counterproductive."	1
"Bearing also in mind the recommendation of the Commission in this regard, according to which it was necessary to maintain international assistance so that the Lebanese authorities could fully clarify this terrorist act and it was essential that the international community make a sustained effort to establish, together with the authorities of Lebanon, a structure for assistance and cooperation in the field of security and justice,"	0
"&quot;The Security Council has considered the issue of the protection of civilians in armed conflict."	0
"Emphasizing the obligation imposed on all Member States to fully implement resolution 1373 (2001), especially with respect to the Taliban or Al-Qaida and individuals, groups, companies and entities associated with Al-Qaida, Osama bin Laden or the Taliban who have participated in the financing, planning, facilitation, preparation or commission of acts of terrorism, recruited people to commit them or otherwise provided support for them, as well as facilitating the fulfillment of obligations to combat terrorism terrorism in accordance with the resolutions of the Security Council on the matter,"	1
"The Abkhazian regime has spared no effort to legalize the imposition of demographic change as a result of ethnic cleansing and has created unsustainable living conditions for Georgian citizens who have returned to the Gali district."	0
"The threat of Al-Qaida and the Taliban"	1
"I remain convinced that such a process would not be advisable at this stage."	0
"Kosovo also has valuable untapped natural resources, in particular reserves of lignite and other minerals, as well as significant agricultural potential."	0
"On March 4, he urged the issuance of arrest warrants against state officials, provoking popular outrage and weakening hopes for peace and stability."	1
"In this regard, another participant, pointing out the increasing costs of peacekeeping operations, lamented the Council&#39;s lack of technical knowledge in military matters."	1
"Concerned by the constant helplessness and widespread anguish suffered by the populations of the northern regions of Mali, called by some Azawad (an expression recognized by previous peace agreements), in the absence of a definitive solution to a conflict whose devastating effects they continue to suffer ;"	1
"In practice, both commissions made inquiries about the true property rights for restitution purposes, instead of granting compensation, in line with the political will to prioritize the return of people who had been displaced as a result of ethnic discrimination and hostilities to their places of origin over other durable solutions."	0
"On 7 December, the Council heard briefings by the President of the International Tribunal for the Former Yugoslavia, Theodor Meron, and the President of the International Criminal Tribunal for Rwanda, Khalida Rachid Khan, who highlighted the contributions of those tribunals to international criminal law, but They warned that limited resources, a lack of state cooperation in key areas and continuing staffing problems threatened the successful completion of their work."	1
"Deploring the continued obstacles that the Government of the Sudan has imposed on the work of the Group of Experts during the course of its mandate, including restrictions on the freedom of movement of the Group of Experts and UNAMID, and limitations on the access of the Group of Experts to areas of armed conflict and areas where violations of human rights and international humanitarian law have allegedly been committed, but noting that interaction between the Government of the Sudan and the Group of Experts has improved,"	1
"The total number of new and old displaced people is estimated at 1.3 million."	0
"We were therefore frustrated that the Secretary-General&#39;s report recommended only a partial reduction in reinforcement troops."	1
"It will therefore take a long time before East Timor has a complete health service system."	0
"Somalia&#39;s long-term security and stability will require a reliable and effective justice system."	0
"That the Government of Kuwait&#39;s request for a claim relating to immovable property in relation to a deceased detainee be rejected as in reality a request to submit the immovable property portion of the claim late outside the established filing deadline, and request the secretariat to inform the Government of Kuwait in this regard."	1
":: Call on the Security Council to establish, in coordination with the African Union, an international force to neutralize armed groups, support national reconciliation and build stable democratic institutions in Libya"	0
"The Security Council notes the publication of the Rabat Memorandum on Good Practices for Effective Counter-Terrorism in the Criminal Justice Sector, the Rome Memorandum on Good Practices for the Rehabilitation and Reintegration of Violent Extremist Offenders and the Algiers Memorandum on good practices to prevent and eliminate the benefits of kidnappings committed by terrorists for ransom."	0
"Commending the efforts of the African Union-United Nations Hybrid Operation in Darfur (UNAMID), the African Union-United Nations Joint Chief Mediator, the Secretary-General of the United Nations, the League of Arab States, the African Union High-Level Panel on the Implementation of Recommendations to Sudan and Regional Leaders to Promote Peace and Stability in Darfur, and Reiterating its Full Support for Those Efforts, and Expressing Strong Support for the Process political initiative initiated with the mediation of the African Union and the United Nations,"	0
"Viet Nam is deeply concerned about the alarming deterioration of security and humanitarian conditions in the eastern part of the Democratic Republic of the Congo."	1
"These trends are manifested in several contemporary conflict situations on the Council&#39;s agenda."	1
"We are deeply concerned that violence in the Middle East continues to be perpetrated by one party against the other, despite the fact that the international community and the Security Council have clearly expressed their abhorrence of that situation."	1
"To prevent a new wave of violence, both sides and the international community must act promptly."	1
"The mission evaluated the preparation for the elections from the institutional, technical, security, legal and political points of view; identified areas in which support was required; and called for greater participation of women and youth, more institutional transparency, and mechanisms to prevent political and electoral conflicts."	0
"Concerned about armed activities and banditry in [the affected countries], which pose a threat to the security of the civilian population, the conduct of humanitarian operations in those areas and the stability of those countries, and which give rise to serious violations of human rights and international humanitarian law."	1
"President Abbas also told me that &quot;the illicit transfer of substantial quantities of weapons to refugee camps through some Palestinian groups represents a risk to Lebanon and does not help the Palestinian cause.&quot;"	1
"Another delegation considered that the active protection of civilians should not be confused with the neutralization of armed groups through offensive tasks."	1
"Noting with concern the continuing threat that, 10 years after the adoption of resolution 1267 (1999), Al-Qaida, Osama bin Laden and the Taliban and other associated individuals, groups, companies and entities pose to international peace and security with them, and reaffirming its determination to confront all aspects of that threat,"	1
"to. Canada – consolidated claim (UNIC claim No. 5000098)"	0
"3) The offender will be punished with a prison sentence of 5 to 15 years and in addition, if the court deems appropriate, with the confiscation of property, or with an exceptional sentence:"	1
"At the same time, President Al-Bashir is threatening the international community with reprisals and even more crimes."	1
"The Commission was also unable to verify allegations by key witnesses that some bodies had been secretly removed from warehouses so that the official number of deaths related to the march would be lower."	1
"In addition, there are concerns that the intense exchange of drugs for weapons in Afghanistan could lead to the financing of terrorism in neighboring Central Asian States through the sending of money by couriers."	1
"The Treaty would govern oil production from the Bayu-Undan field, which will enter production soon."	0
"In the context of the conclusion of the Mission&#39;s mandate on 31 December 2010, the Security Council commends, without prejudice to the primary responsibility of the Government of Chad, the contribution of MINURCAT to the protection of refugees, internally displaced persons and humanitarian actors in eastern Chad and their efforts to increase the capacity of the Chadian Integrated Security Detachment (DIS)."	0
":: Carry out initiatives in other regions similar to the workshop to be organized in November 2010 by the Executive Directorate and the OSCE for the countries of Central Asia on the implementation of resolution 1624 (2005) and combating incitement to terrorism motivated by extremism"	0
"The Dutch forensic team was assisted by numerous people while carrying out the investigation at the crime scene, for example, forensic technicians from the Internal Security Forces, a British team of divers, a French team of explosives experts, a forensic scientist from Northern Ireland, a German electrical engineer specializing in jamming devices, a Japanese team of crime scene investigators, a German automobile expert, a Dutch automobile expert and several Lebanese specialists."	0
"I believe that by combining his performance with that of Ambassador Jurica as Chairman of the Council&#39;s Counter-Terrorism Committee, our work in the fight against terrorism has been reactivated."	0
"I regret this disappointing result, which contrasts so sharply with the exceptional political will and willingness to make military contributions that Member States have shown in the fight against piracy."	1
"The financial intelligence unit began its operational activities in the early 1990s. A law was established to address a growing problem of money laundering by organized criminal groups, which was amended in 2002 to include the elimination of financing of the terrorism. &quot;Money market agents&quot; were required to identify their clients, keep records of clients&#39; identity and client account activities for at least seven years after the account was closed, and report to the dependence on any large cash transactions (more than $7,000), suspicious transactions, and instructions for transferring funds to or from the country."	0
"Some concerns have been expressed about the fairness of registration, most recently raised by several presidential candidates."	1
"The information presented for this study leaves no doubt that, in the view of many States, incitement to commit acts of terrorism continues to pose a serious risk and threat in much of the world, albeit at different levels."	1
"Stresses that all those responsible for human rights abuses and violations must be held accountable, and underlines the need for a thorough, independent and impartial investigation, in accordance with international standards, into alleged human rights abuses and violations, in order to avoid impunity and ensure full accountability;"	1
":: The prohibition of slavery and the slave trade in all its forms and forced, unpaid or abusive labor."	1
"The Minister of the Interior, Mr. Lobato, arrived at the headquarters wearing a bulletproof vest and in a state of great agitation shouting &quot;kill them all.&quot;"	1
"S/2013/316 S/2013/683"	0
"Mr. Valdés officially assumed his responsibilities on August 17, 2004."	0
"From 1 to 10 October 2014, 20 ceasefire violations were recorded along the line of control and 22 along the provisional demarcation line, as a result of which 12 civilians were killed and 52 civilians and 9 soldiers were injured on the Pakistani side."	0
"The United Nations does not, of course, have a monopoly on mediation."	0
"Which will be held on Friday, July 11, 2008, at 4:10 p.m."	0
"While Hezbollah&#39;s actions are deplorable and, as I have already said, Israel has the right of self-defense, the excessive use of force must be condemned."	1
"Currently, the country relies heavily on non-governmental organizations, which provide approximately 90% of primary care and hospital services."	0
"President Al-Bashir retaliated diplomatically against Kenya and threatened economic and trade sanctions."	1
"European Union Member States are also required to criminalize &quot;public provocation&quot; under amendments introduced in 2008 to the 2002 Framework Decision on Combating Terrorism."	1
"As the May 20, 2002 elections approached, Mr. Lobato and his followers organized demonstrations by former combatants in Dili."	0
"Although the President acted in accordance with his constitutional prerogatives, I expressed concern that the pardon granted on December 25, 2009 could exacerbate perceptions of impunity."	1
"Acting under Chapter VII of the Charter of the United Nations,"	0
"According to the International Court of Justice, the provisions of Article 3 common to the Geneva Conventions constitute a minimum criterion applicable to all types of armed conflicts and reflect what the Court in 1949 [in the Corfu Channel case] called &quot;elementary considerations of humanity&quot;."	0
"Although the F-FDTL have declared that in 2006 they had 1,200 M16 rifles, the files reveal that 45 of these rifles have disappeared, to which must be added three FN-FNC semi-automatic rifles, three SKS semi-automatic rifles and two Uzi submachine guns, which were previously under the custody and control of the F-FDTL."	1
"Recommended methodology for the Expert Group"	0
"Sri Lanka has the means to collect data electronically."	0
"The intensity of the damage observed on the metal fragments that the police showed us (which we were told came from a Mitsubishi &quot;Canter&quot; model) is compatible with the fragments that we would expect to find if a vehicle of these characteristics had been located in the center of the explosion."	0
"Acting under Chapter VII of the Charter of the United Nations,"	0
"The President noted the continued concern of some countries regarding the extent of the high-risk zone."	1
"The situation along the Lebanese-Syrian border also remains a cause for concern."	1
"With the exception of San Pedro and Abidjan, the ports and coastline lacked the infrastructure necessary to import significant quantities of weapons and military equipment."	0
"The Commission wishes to emphasize that, if it is proven that the Government used the militias as a &quot;war tactic&quot;, even in cases where the Janjaweed may have acted without demonstrated support from the Government, Government officials may incur criminal liability for their participation in a joint criminal enterprise to carry out indiscriminate attacks against civilians and murders of civilians."	0
"2. Calls upon the Government of Syria to visibly fulfill all of its commitments, as agreed to do in the Preliminary Understanding and as provided for in resolution 2042 (2012), to: a) stop troop movements towards the centers of population, b) stop using heavy weapons in those places, and c) complete the withdrawal of military concentrations in and around population centers, as well as their contingents and heavy weapons from population centers to their barracks or military sites. temporary deployment, in order to facilitate a sustained cessation of violence;"	1
"The report confirms a worrying picture regarding the situation in the Sahel region and related issues of security, economic and humanitarian conditions."	1
"The Council expresses its deep concern that civilians continue to constitute the majority of victims of acts of violence committed by parties to armed conflicts, including as a result of deliberately targeted attacks, the indiscriminate and excessive use of force, the use of civilians as human shields and sexual and gender-based violence, as well as all other acts committed in violation of applicable international law."	1
"1) If the offender has destroyed, damaged, transferred, rendered useless or used (in particular exhausted or consumed) any property that could be confiscated under paragraphs 1 and 2 of article 70 or when the offender has otherwise prevented confiscation of these assets, the court may order the confiscation of funds up to the amount corresponding to their value; The value of the property that could be subject to confiscation may be calculated by the court."	1
"Although the region&#39;s leaders took bold measures to combat this scourge, the Libyan crisis aggravated the situation."	0
"United States of America: draft resolution"	0
"We highlight the issue of violence to express our impatience regarding the urgency of finding satisfactory solutions to the enormous challenges to the unity of Iraqi society."	1
"G. Duration of the monitoring mission"	0
"56. Encourages Member States, when unfreezing the assets of a deceased person or of an entity that has been reported or confirmed to have ceased to exist as a result of its delisting, to remember the obligations imposed in resolution 1373 (2001) and, in particular, prevent unfrozen assets from being used for terrorist purposes;"	0
":: Electronic monitoring devices - creating a legal regime for the use of this investigation technique;"	0
"It will cover the period between January 1 and June 30, 2004."	0
"This means that secessionists continue to flagrantly ignore international law, thereby rejecting the universal principles of the United Nations Charter."	1
":: Bank remittances to suppliers made by the Kampala company on behalf of Ituri merchants."	0
"Terrorism represents, without a doubt, one of the most serious threats to international peace and security and remains a major cause of concern not only for African States, but for the international community as a whole."	1
"The United States calls on the Haitian authorities to fulfill their commitment to fill the six Supreme Court vacancies by October 3, 2011."	1
"A State has not formulated a strategy on the matter nor does it have the necessary organizational structures."	1
"The FATF report on typologies Money Laundering and Terrorist Financing through the Real Estate Sector (2008) indicates that there may be links between the real estate sector and terrorist financing."	1
"Most potential witnesses residing outside the State expressed fears about testifying, even confidentially, because they feared for the safety of their families and assumed that their behavior continued to be clandestinely monitored by the authorities."	1
"It is clear that the Commission may not be in a position to carry out these functions if it has not previously determined a) whether the transgressions constitute international crimes and, if so, b) to what categories of crimes they correspond (war crimes, crimes against humanity , genocide or other crimes)."	1
"In this context, it reaffirms that the primary cause of the crisis in Angola is the refusal of UNITA to comply with the basic provisions of the Lusaka Protocol and reiterates its demand that UNITA abide by its obligations to demilitarize and allow the extension of the administration of the State to the territories it controls."	1
"At the conclusion of the debate, a presidential statement (S/PRST/2004/16) was adopted, calling on Member States to provide political support and to provide and facilitate civilian and military personnel so that the multiple operations could begin again. in the best possible way and fulfill their respective mandates effectively."	0
"Today&#39;s debate is about an urgent matter."	1
"For example, Burkina Faso places importance on combating violent extremism and is fighting attempts to recruit terrorists."	0
"For example, some States have extended the permitted period of pretrial detention or detention pending investigation, or restricted access to legal counsel."	0
"Although neither side appears willing to return to war, there is a worrying pattern of escalating tensions and destabilization that could lead to full-scale confrontation and endanger civilian lives."	1
"Five States are not yet parties to the Firearms Protocol, but almost all have adopted OAS legislation criminalizing the illicit manufacture, possession and trafficking of small arms and light weapons, ammunition and explosives."	1
"The Under-Secretary-General also noted that the United Nations had detected an intensification of accusatory rhetoric directed against UNMISS by the Government of South Sudan, as well as violations of the UNMISS Status of Forces Agreement."	1
"Africans have clearly expressed their concerns regarding the situation in Zimbabwe."	1
"13. The situation in Sierra Leone (November 27, 1995; November 30, 2012)."	0
"8. The situation in the Indo-Pakistani subcontinent (December 4, 1971; December 27, 1971)."	0
"Convinced that it is unacceptable in principle for anyone anywhere to evade responsibility for a terrorist act for any reason, including obstructing the investigation or failing to cooperate in good faith,"	1
"In total, 12 States have adopted provisions to regulate the production, sale and transfer of weapons and explosives, although only two have fully implemented these measures."	0
"Afghanistan&#39;s Deputy Foreign Minister said it had been a year of important milestones, but the achievements had come at a cost, stressing that terrorism remained a serious threat."	1
"All publicly owned companies are subject to external audits and their accounts are published."	0
