"en_es_GOOGLE"	"MatCoop"
"El Tribunal Especial de Sierra Leona, el primer tribunal de crímenes de guerra desde Nuremberg con sede en el país donde ocurrieron las atrocidades, estaba decidido a hacer de la divulgación pública y la publicidad de la justicia una prioridad."	1
"Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,"	0
"En la 5962ª sesión del Consejo de Seguridad, celebrada el 19 de agosto de 2008, en relación con el examen por el Consejo del tema titulado &quot;Amenazas a la paz y la seguridad internacionales causadas por actos terroristas&quot;, el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:"	0
"Insto a los donantes a que examinen opciones para apoyar los esfuerzos de desarme, desmovilización y reintegración del Sudán en el período posterior al referendo."	0
"Se comprometieron a unificar esfuerzos en la lucha contra Boko Haram y prometieron finalizar el establecimiento de la sede de la fuerza de tarea conjunta multinacional antes del 20 de noviembre en Nigeria y desplegar, dentro de las fronteras nacionales, un contingente de 700 soldados cada uno."	1
"Diseñados como un mecanismo interno para mejorar la experiencia y la coherencia y contribuir a las principales actividades de trabajo de la Dirección Ejecutiva, estos grupos se establecerán inicialmente en las siguientes áreas funcionales:"	1
"Otros sistemas de transporte son propiedad de los países de tránsito y sus socios."	0
"También se ha seguido trabajando para elaborar un marco jurídico provisional que definiría una autonomía sustancial y establecería las bases para las elecciones centrales."	1
"iii) Mejora de la capacidad de las autoridades [nacionales] en [la zona afectada por la violencia], incluidos los organismos nacionales encargados de hacer cumplir la ley, el poder judicial y el sistema penitenciario, para brindar la seguridad necesaria a los refugiados, los desplazados internos, los civiles y los trabajadores humanitarios con respeto a las normas internacionales de derechos humanos."	1
"Siguiendo instrucciones del juez primero de instrucción del Tribunal Militar, y con el visto bueno del director general de las Fuerzas de Seguridad Interior, los coches de la comitiva de Hariri fueron conducidos al cuartel de Helou, una vez fotografiados in situ y grabados en vídeo. La grabación se realizó en presencia del comandante de la segunda secretaría regional de Beirut, el comandante de la segunda brigada de tráfico de Beirut, el comandante del destacamento de Al-Burj y un escuadrón de investigadores criminales, y utilizando las luces proporcionadas por la defensa civil. , según informe nº 144/302 de 14 de febrero de 2005."	1
"Incorporación del análisis de género en la evaluación de las necesidades posteriores al conflicto y en la capacitación conexa. Se puso a prueba una evaluación de las necesidades posteriores a los conflictos que tiene en cuenta las cuestiones de género."	1
"1. Ley CAQ de 2000, artículo 40 2."	0
"La región tiene una baja presencia e influencia de fuerzas militantes opositoras, incluso si estas fuerzas utilizan rutas de transporte y dependen de refugios en la provincia de Farah."	1
"Que se celebrará el lunes 28 de abril de 2014, a las 10.00 horas"	0
"Instaron a los Estados Miembros a contribuir al llamamiento unificado de las Naciones Unidas para que Somalia y todas las partes y grupos armados en Somalia garanticen un acceso pleno, seguro y sin obstáculos para la entrega oportuna de asistencia humanitaria."	1
"II. TERMINACIÓN DEL MANDATO DEL GRUPO DE APOYO POLICIAL"	0
"81. El Equipo cree que, dependiendo de las circunstancias, existen varias formas potencialmente efectivas de prevenir el abuso de los activos de una entidad sospechosa (pero no incluida en la lista), por ejemplo, eliminar a las personas sospechosas de haber cometido irregularidades o a aquellas que figuran en la Lista Consolidada, desde posiciones de control o influencia; prohibir la transferencia, venta u otra disposición de sus intereses; y prohibir a las entidades realizar transferencias de activos a dichas personas, ya sea en su calidad de propietarios o directores."	1
"205. Los Estados de la subregión están muy atentos a las amenazas terroristas que enfrentan y han invertido grandes recursos en la ampliación de los marcos jurídicos, el establecimiento y fortalecimiento de instituciones de lucha contra el terrorismo y esfuerzos para fortalecer las capacidades de los organismos encargados de hacer cumplir la ley y de inteligencia. ."	1
"Recordando las responsabilidades de los Estados de poner fin a la impunidad y enjuiciar a los responsables de genocidio, crímenes de lesa humanidad, crímenes de guerra y otros crímenes atroces perpetrados contra civiles y, a este respecto, observando con preocupación que sólo se ha procesado a un número limitado de autores de violencia sexual a la justicia, reconociendo al mismo tiempo que en situaciones de conflicto y posteriores a un conflicto los sistemas nacionales de justicia pueden verse significativamente debilitados."	0
"El Comité no sólo debería trabajar con los Estados para mejorar su legislación antiterrorista sino también supervisar la aplicación de esa legislación a la luz de las necesidades actuales."	1
"236. Las obligaciones de los Estados en relación con la penalización de la financiación del terrorismo se establecen en la resolución 1373 (2001) y en el Convenio Internacional para la represión de la financiación del terrorismo."	1
"24. El período de la Administración de Transición de las Naciones Unidas en Timor Oriental (UNTAET) fue de grandes cambios."	1
"Algunas agencias se fusionarían, otras se disolverían."	0
"Se insta a los Estados a informar al Comité sobre las políticas y controles que se están desarrollando y utilizando en estas áreas."	0
"Esto ha aumentado las posibilidades de emplear embargos de armas como parte de una estrategia eficaz para la consolidación de la paz después de los conflictos."	0
"2. La Dirección Ejecutiva del Comité contra el Terrorismo se creó para un período inicial que finalizará el 31 de diciembre de 2007 y está sujeta a un examen amplio por parte del Consejo de Seguridad antes del 31 de diciembre de 2005."	1
"En su análisis, el Equipo de Vigilancia ha observado que al menos 31 Estados han establecido comités nacionales u otros mecanismos para reunir a todos los organismos pertinentes para examinar cuestiones de lucha contra el terrorismo."	1
"a) El análisis de la &quot;deuda antigua&quot;"	0
"Que se celebrará el martes 24 de diciembre de 2002, a las 11.40 horas"	0
"En muchos casos, las empresas propiedad de las Líneas Navieras de la República Islámica del Irán, la Compañía Naviera Hafiz Darya o la Compañía Naviera Sapid poseían sólo uno o dos buques."	0
"5. La situación en Timor-Leste (15 de diciembre de 1975; 26 de febrero de 2009)."	0
"CZ Mitrovicë/Mitrovica (como se indica en los mapas III B y C)1"	0
"Las provincias orientales y sudorientales se enfrentan a un ataque intensificado por una combinación de los elementos mencionados anteriormente."	0
"b) Contribuir a mejorar las condiciones de seguridad en que se presta la asistencia humanitaria y ayudar al regreso voluntario de los refugiados y los desplazados internos;"	1
"20. Decide que, al considerar las solicitudes de exclusión de la lista, el Comité estará asistido por una Oficina del Ombudsman, que se establecerá por un período inicial de 18 meses a partir de la fecha de aprobación de la presente resolución, y solicita al Secretario General, en estrecha colaboración en consulta con el Comité, nombrar a una persona eminente de gran carácter moral, imparcialidad e integridad con altas calificaciones y experiencia en ámbitos pertinentes, como el derecho, los derechos humanos, la lucha contra el terrorismo y las sanciones, para que actúe como Ombudsman, con el mandato descrito en el anexo II de esta resolución, y decide además que el Ombudsman desempeñará estas tareas de manera independiente e imparcial y no solicitará ni recibirá instrucciones de ningún gobierno;"	1
"Lo que buscamos es un estatus justo que todas las partes puedan adoptar."	0
"2. Los Pactos Internacionales de Derechos Humanos"	0
"- Declaración de Dushanbe, de 5 de julio de 2000, de los Jefes de Estado de la República de Kazajstán, la República Popular China, la República Kirguisa, la Federación de Rusia y la República de Tayikistán;"	0
"c) El período de tiempo, que no excederá de nueve meses, durante el cual se espera que viajen las personas incluidas en la lista;"	0
"La situación en Guinea-Bissau (véanse S/1998/44/Add.44 y 51; S/1999/25/Add.13; S/2000/40/Add.12 y 47; S/2002/30/Add. 27; y S/2003/40/Add.24 y 39)"	0
"Identificó una serie de medidas que debían adoptar y aplicar los Estados miembros y estableció el Comité contra el Terrorismo para supervisar la aplicación de esas medidas."	1
"Según numerosos relatos y testimonios, este respaldo a las fuerzas paralelas proviene del interior del palacio presidencial."	1
"Luego, el equipo inspeccionó los registros de marketing y las computadoras."	0
"Sin embargo, la Comisión no encontró ninguna prueba de que estos fueran lo suficientemente generalizados o sistemáticos como para constituir un crimen de lesa humanidad."	1
"EN CATEGORÍAS &quot;D&quot;, &quot;E&quot; Y &quot;F&quot;"	0
"E. Pérdida de bienes corporales 378 - 387 90"	0
"Estableció un proyecto de incorporación de la perspectiva de género con asignaciones presupuestarias específicas."	1
"Si el Tribunal añade a sus responsabilidades un área del derecho completamente nueva relacionada con la compensación, entonces el Tribunal no sólo tendrá que desarrollar una nueva jurisprudencia; también tendrá que ampliar considerablemente su plantilla y establecer nuevas normas y procedimientos para evaluar las reclamaciones."	1
":: El Tratado de prohibición completa de los ensayos nucleares."	0
"96. La subregión ha alcanzado un nivel razonable de ratificación de los instrumentos internacionales contra el terrorismo."	1
"E. Pago o alivio a terceros"	0
"Información solicitada y recibida del Organismo Internacional de Energía Atómica"	0
"El Presidente calificó enfáticamente el lamentable incidente de feo e inaceptable, en la medida en que presagia una posible violencia durante las próximas elecciones de 2012."	0
"319. Es evidente que la destrucción masiva de aldeas por las fuerzas del Gobierno y los Janjaweed no estuvo justificada por una necesidad militar."	0
"En el contexto de la recodificación del derecho penal sustantivo, el gobierno propuso responsabilizar penalmente a las personas jurídicas por una serie de delitos, incluidos delitos terroristas y delitos asociados con el terrorismo, como el lavado de dinero y la financiación del terrorismo."	1
"Un marco para abordar la amenaza de los combatientes terroristas extranjeros"	1
"El cierre y la entrega de los campamentos en sus zonas de operaciones han comenzado en serio."	0
"Que se celebrará el jueves 14 de marzo de 2013, a las 10.15 horas"	0
"Se espera que en enero de 2001 comience un proyecto piloto de desmovilización."	0
"o El 7 de noviembre de 2014, las fuerzas del régimen bombardearon cerca de la mezquita Tayba al-Qadim en Damasco Rural, hiriendo a 14 civiles que salían de la mezquita después de las oraciones del viernes."	0
"Se habían esforzado por aislar a los civiles del conflicto. Los objetivos del MPCI eran restaurar la dignidad del pueblo de Costa de Marfil."	1
"Si mantiene su compromiso de interactuar y compartir información con todos los miembros como parte de sus responsabilidades básicas, el Consejo podría esperar mejorar las actitudes profundamente arraigadas hacia él entre los miembros en general."	1
"La nota conceptual describe el camino a seguir para la evaluación conjunta de las necesidades de Somalia e incluye una participación sustancial de los somalíes en el ejercicio, como contrapartes gubernamentales y zonales y expertos internacionales de la diáspora somalí."	1
"En el pasado, los esfuerzos nacionales, regionales e internacionales han logrado en su mayor parte abordar las manifestaciones inmediatas de las crisis, pero no las razones fundamentales de su erupción."	0
"La composición de la misión se detalla a continuación:"	0
"2. Respecto al terreno:"	0
"Se contrató especialista en protección. Folleto sobre la Convención sobre los Derechos del Niño elaborado y distribuido. G.2. Establecer e implementar estrategias y programas de prevención y respuesta a la violencia de género en conflictos armados. (presidido por OCHA y OMS)"	1
"Uno de estos vehículos fue entonces estacionado junto a la sala de espera de los vuelos de la ONUCI."	0
"[D]alcanzando... la urgencia de implementar una reforma integral del sector de la seguridad y de lograr, según corresponda, el desarme, la desmovilización, la reintegración (DDR) de los grupos armados [nacionales] y el desarme, la desmovilización, la repatriación, el reasentamiento y la reintegración (DDRRR) de grupos armados extranjeros para la estabilización a largo plazo del [país afectado], considerando la necesidad de crear las condiciones de seguridad para garantizar el desarrollo económico sostenible, y destacando la importancia de la contribución de los socios internacionales en estos campos."	1
"La experiencia en materia de aplicación de la ley se concentrará en un grupo de trabajo autónomo y dedicado."	1
"30. Alienta a los Estados a que presenten solicitudes de exclusión de la lista de personas cuya muerte se haya confirmado oficialmente, en particular cuando no se identifiquen activos, y de entidades de las que se haya informado o confirmado que han dejado de existir, adoptando al mismo tiempo todas las medidas razonables para garantizar que los activos que habían pertenecido a esas personas o entidades no han sido ni serán transferidos ni distribuidos a otras personas, grupos, empresas y entidades incluidos en la Lista de Sanciones contra Al-Qaida;"	1
"21. En numerosas ocasiones, los miembros del Comité han destacado las funciones complementarias de los tres Comités en la lucha contra el terrorismo internacional y la necesidad de un constante intercambio de información entre ellos."	0
"4. Nitrato de triaminoguanidino (TAGN) (CAS 4000-16-2);"	0
"La protección de los civiles es una obligación ignorada durante mucho tiempo en Somalia."	0
"h) Desarrollar el papel global de la Dirección Ejecutiva en las comunicaciones estratégicas sobre la lucha contra el terrorismo, incluso informando a los miembros en general, interactuando con líderes y formadores de opinión globales y contactando a los medios de comunicación y otras partes interesadas relevantes."	0
"Instamos a Israel a que detenga sus ataques militares en Gaza."	0
"Hansen Weah, Augustine Tweah y el papel de los liberianos"	0
"24. Cualquier propulsor sólido Clase ONU 1.3 con un impulso específico teórico superior a 230 s para composiciones no halogenadas, 250 s para no metalizadas y 266 s para composiciones metalizadas."	0
"Que se celebrará el miércoles 12 de enero de 2005, a las 10.00 horas"	0
"El evento sirvió de base para desarrollar un programa regional centrado en Argelia, Burkina Faso, Malí, Mauritania, el Níger y Nigeria, destinado a desarrollar la capacidad de los Estados miembros para diseñar, planificar, desarrollar e implementar programas de rehabilitación y reintegración para extremistas violentos. en prisiones."	1
"Dado nuestro papel como nación líder, el Reino Unido sabe, quizás mejor que otros en esta mesa, cuán grande es otro desafío a largo plazo: el de la lucha contra los narcóticos."	0
"Ambos aviones estaban anteriormente desarmados y se utilizaban como aviones de exhibición, siendo reexportados aparentemente con el mismo propósito. Llegaron a Costa de Marfil en 2004."	0
"40. Se ha logrado mucho en los 15 años transcurridos desde el establecimiento de la operación de mantenimiento de la paz en la República Democrática del Congo el 30 de noviembre de 1999. Los propios interlocutores congoleños reconocen: la retirada de las fuerzas armadas extranjeras, la reunificación del país, el establecimiento de la Gobierno de transición y dos elecciones nacionales."	1
"[L]ama a las partes en un conflicto armado a que tomen todas las precauciones posibles para proteger a la población civil, incluidos los niños, de los efectos de las minas terrestres y otros restos explosivos de guerra y, en este sentido, alienta a la comunidad internacional a apoyar los esfuerzos de los países por eliminar minas terrestres y otros restos explosivos de guerra y prestar asistencia para la atención, rehabilitación y reintegración económica y social de las víctimas, incluidas las personas con discapacidad;"	1
"Se presta especial atención al sector de la seguridad. También se examinan las acciones del Gobierno, el Presidente y la UNOTIL."	1
"El concepto de generar inventarios de referencia mediante la organización de un estudio sobre armas pequeñas en la etapa inicial del desarrollo del proyecto está comenzando a estar bien establecido y ha demostrado ser eficaz en el desarrollo y la evaluación de proyectos."	1
"Como lo solicitó el Consejo en sus resoluciones 2170 (2014) y 2178 (2014), el Consejo también recibió información de los Presidentes del Comité del Consejo de Seguridad establecido en virtud de las resoluciones 1267 (1999) y 1989 (2011) relativas a AlQaida y las personas y entidades asociadas y el Comité del Consejo de Seguridad establecido en virtud de la resolución 1373 (2001) relativa a la lucha contra el terrorismo."	1
"La aplicación de esas prohibiciones también se ha beneficiado de la notoriedad pública de los sujetos, lo que los hace más reconocibles y menos propensos a viajar con una identidad falsa."	1
"Que se celebrará el miércoles 5 de junio de 2013, a las 10.15 horas"	0
"621. Si una comisión de la verdad y la reconciliación sería apropiada para el Sudán y en qué etapa debería establecerse es una cuestión que sólo el pueblo sudanés debería decidir mediante un proceso verdaderamente participativo."	1
"La situación interétnica en Kosovo sigue siendo relativamente tranquila, pero inestable."	0
"24. Insta al Grupo de Trabajo Internacional, que recibirá informes periódicos del Grupo de Mediación, y al comité de sanciones establecido en virtud de la resolución 1572 (2004), de 15 de noviembre de 2004, a que evalúen, supervisen y sigan de cerca los progresos realizados con respecto a las cuestiones mencionadas en los párrafos 14 a 18 anteriores;"	1
"Si bien las propias partes interesadas determinarán en última instancia la naturaleza de las consultas, se prevé que incluyan conferencias a nivel local y estatal en todo Darfur que culminen en una conferencia importante que abarque todo Darfur."	1
"Las fuerzas de oposición, de Mohamed Ibrahim Habsade, tomaron el control de Baidoa alrededor del 26 o 27 de marzo, derrotando a las milicias del presidente Yusuf y del jeque Madobe."	0
"Las fuerzas que componen la Fuerza Multinacional seguirán comprometidas a actuar de manera coherente con sus obligaciones en virtud del derecho internacional, incluido el derecho de los conflictos armados."	0
"La situación en Costa de Marfil"	0
"3. Dawood Agha-Jani, director del PFEP (Natanz)"	0
"La enmienda propuesta no pretende constituir un juicio en rebeldía. Más bien se propone ofrecer garantías adecuadas para un juicio justo a los acusados, incluido el nombramiento de un abogado por la Sala de Primera Instancia, durante esos procedimientos."	0
"La situación en Costa de Marfil (20 de diciembre de 2002; 30 de junio de 2010)"	0
"18. Reitera que las misiones políticas especiales y de mantenimiento de la paz de las Naciones Unidas, si así lo encomienda el Consejo, pueden ayudar a crear capacidades para los gobiernos anfitriones, según lo soliciten, para implementar compromisos bajo los instrumentos globales y regionales existentes y abordar el tráfico ilícito de armas pequeñas. y armas ligeras, entre otras cosas mediante programas de recolección de armas, desarme, desmovilización y reintegración, mejora de la seguridad física y prácticas de gestión de arsenales, mantenimiento de registros y capacidades de rastreo, desarrollo de sistemas nacionales de control de exportaciones e importaciones, mejora de la seguridad fronteriza y fortalecimiento de las instituciones judiciales. , vigilancia y otras capacidades de aplicación de la ley;"	1
"Generar confianza y mejorar la estabilidad mediante la promoción de mecanismos de verdad y reconciliación."	1
"Por ejemplo, la célula de Al-Qaida que llevó a cabo los atentados con bombas de noviembre de 2003 en Estambul planeó originalmente alquilar una cantera de piedra para obtener dinamita legalmente, aunque más tarde abandonó ese plan y utilizó en su lugar explosivos improvisados."	0
"f) Acogió con beneplácito y destacó la importancia de que la Dirección Ejecutiva estuviera dispuesta a participar activamente y apoyar todas las actividades pertinentes en el marco de la Estrategia global de las Naciones Unidas contra el terrorismo, incluso dentro del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo, establecido para garantizar la coordinación y coherencia en los esfuerzos antiterroristas del sistema de las Naciones Unidas."	0
":: Prohibir la apertura u operación de cuentas con nombres falsos, ficticios o incorrectos;"	0
"126. El Grupo investigó la cadena de suministro para la entrega de estos vehículos para determinar si los involucrados tenían conocimiento previo de que el usuario final sería el Ministerio de Defensa de Côte d&#39;Ivoire."	1
"Hemos observado con preocupación la evaluación del Secretario General de que muchos de los factores que alimentaron la crisis de 2006 todavía están presentes en la sociedad, haciéndola vulnerable a la inestabilidad."	0
"La Comisión recomienda que las siguientes personas sean procesadas por posesión, uso y movimiento ilegales de armas de la PNTL los días 8 y/o 21 de mayo: Rogerio Lobato, Eusebio Salsinha, Antonio da Cruz, Vicente da Conceição, alias Rai Los, Mateus dos Santos Pereira, alias Maurakat, Leandro Lobato, alias Gray Harana, Antonio Lurdes, alias 55, Marcos da Silva Piedade, alias Labadae, Francisco y Santa Cruz."	0
"42. Según lo dispuesto en la resolución 2083 (2012), el Equipo de Vigilancia presentó informes al Comité en julio y diciembre de 2013, en los que formuló recomendaciones sobre cómo mejorar el régimen de sanciones y fortalecer el impacto de las sanciones, con una evaluación de la amenaza. de Al-Qaida y sus afiliados y actualizaciones sobre las actividades del Equipo."	1
"Apoyo a hospitales que atienden a víctimas de violación (atención médica y quirúrgica, asesoramiento post-violación voluntario y confidencial y tratamiento de enfermedades de transmisión sexual)."	1
"(a) Pérdidas por reventas 145 - 148 39"	0
"Espero que este paso positivo ayude a crear una atmósfera propicia para poner fin al actual estancamiento y allanar el camino para el tan esperado progreso hacia una solución política justa, duradera y mutuamente aceptable del conflicto."	1
"Secuencia de pedidos e importe adeudado Pagos por orden de Referencias bancarias Forma y fecha de envío"	0
"Acogiendo con beneplácito la adopción por la Asamblea General de la Estrategia global de las Naciones Unidas contra el terrorismo (A/60/288) de 8 de septiembre de 2006 y la creación del Grupo de Trabajo sobre la Ejecución de la Lucha contra el Terrorismo (CTITF) para asegurar la coordinación y coherencia generales en la lucha contra el terrorismo. -esfuerzos terroristas del sistema de las Naciones Unidas,"	1
"La MINURCAT también está ayudando al DIS a establecer una biblioteca de referencia que incluirá materiales de apoyo educativo para la futura capacitación del personal del DIS."	1
"La pérdida asciende a 46.618 KD, lo que equivale a 1.305.304 FRF."	0
"Los otros dos Estados introdujeron leyes antiterroristas hace más de cinco años, pero no informan de investigaciones o procesamientos relacionados."	1
"2. La situación entre Eritrea y Etiopía"	0
"Decide por la presente establecer un tribunal internacional con el único propósito de procesar a los responsables de violaciones graves del derecho internacional humanitario cometidas en el territorio de [el Estado afectado] entre [fechas]."	1
"Hoy me limitaré a recalcar los cuatro puntos siguientes."	0
"g) La ruta en el distrito de Kabompo conocida como Dicolonga, que une la base de la UNITA en Macondo (Angola) y la aldea zambiana de Dicolonga y la vasta zona de Chief Nhaculenga."	0
"e) Pipeline Construction Co.: 30.564 dólares de los EE.UU.;"	0
"Como resultado del brote de ébola, las instituciones de seguridad guineanas reorientaron sus esfuerzos hacia la contención del brote."	1
"Sin embargo, el terrorismo seguirá teniendo partidarios, especialmente allí donde se ha visto que las protestas políticas más abiertas han fracasado, y aunque Al-Qaida nunca gozará de un amplio atractivo, los ataques continuarán."	0
"Aunque los distintos cálculos de pérdidas parecen, a primera vista, ser del mismo orden de magnitud, los detalles y explicaciones de cada cálculo revelan, al compararlos, una serie de inconsistencias importantes."	0
"La capacidad para congelar fondos y activos vinculados al terrorismo es en su mayoría inadecuada y limitada en todos los Estados."	1
"Cualesquiera que sean sus capacidades internas, ningún Estado de nuestra región puede hacer frente a los desafíos del terrorismo, la secesión y el desarrollo, ni garantizar la apertura y la democracia."	0
"24. Todos los Estados de la subregión tienen economías basadas en el efectivo, lo que aumenta el riesgo de que la financiación del terrorismo se produzca mediante el transporte físico transfronterizo de moneda y otros instrumentos al portador, y transferencias informales de dinero y valor a través de sistemas de remesas alternativos."	0
"15. Los observadores militares de la UNOMIG continuaron desempeñando las tareas que se les habían encomendado realizando patrullas terrestres diarias y estableciendo enlaces con las autoridades locales y coordinando con la fuerza colectiva de mantenimiento de la paz de la Comunidad de Estados Independientes (CEI), así como con los organismos encargados de hacer cumplir la ley de ambas partes."	1
"El proyecto era de 130 kilómetros."	0
"Citando un ejemplo, se informó a la Comisión de que, durante un ataque a Kutum, en Darfur septentrional, el 1º de agosto de 2003, los rebeldes atacaron el tribunal penal y las casas de los jueces y saquearon su contenido."	0
"Al concertar esos acuerdos en nombre de sus respectivos &quot;movimientos&quot;, los dirigentes de cada movimiento asumieron plena responsabilidad por la conducta o mala conducta de sus combatientes."	1
"Insta a los Estados Miembros, de conformidad con el Programa de Acción de las Naciones Unidas sobre armas pequeñas y ligeras para prevenir, combatir y eliminar el tráfico ilícito de armas pequeñas y ligeras, a adoptar medidas eficaces mediante, entre otras cosas, la resolución de conflictos y el desarrollo y aplicación de la legislación nacional, de manera compatible con las responsabilidades existentes de los Estados en virtud del derecho internacional pertinente, para controlar el tráfico ilícito de armas pequeñas a partes en conflictos armados que no respetan plenamente las disposiciones pertinentes del derecho internacional aplicable relativas a los derechos y protección de los niños en los conflictos armados."	1
"III. PROGRESO HACIA UN SOLUCIÓN NEGOCIADO"	0
"Los Estados deben garantizar que las medidas antiterroristas sean gestionadas y llevadas a cabo por organismos encargados de hacer cumplir la ley adecuados y deben crear unidades especializadas en la lucha contra el terrorismo para aprovechar la capacidad de expertos dentro de sus instituciones encargadas de hacer cumplir la ley."	0
"Cualquier tendencia hacia la radicalización en las instituciones educativas caería bajo la autoridad del Ministerio de Educación."	1
"Decide que el mandato de [la Misión] se reforzará y actualizará de la siguiente manera: Promoción y protección de los derechos humanos: -- Ayudar a fortalecer las capacidades del sistema judicial, incluidos los mecanismos de justicia de transición, y de las instituciones nacionales de derechos humanos y ayudar con los esfuerzos de reconciliación nacional;"	1
"564. De conformidad con el comentario hecho anteriormente sobre la estructura de los grupos rebeldes, la Comisión ha reunido suficiente material confiable para señalar a cuatro personas que ocupan puestos de importancia dentro de los diferentes grupos rebeldes y que pueden ser sospechosas de ser responsables de no haber evitado a sabiendas o reprimir la perpetración de crímenes por parte de los rebeldes."	1
"Corrí hacia mi vaca y la desaté."	0
"17. La situación en la región de los Grandes Lagos (1 de noviembre de 1996; 9 de noviembre de 2009)."	0
"La estrategia se centra en el valor que el Comité y su Dirección Ejecutiva añaden a la lucha mundial de las Naciones Unidas contra el terrorismo, informando a una variedad de destinatarios sobre las iniciativas del Comité y las actividades de la Dirección Ejecutiva en todo el mundo."	1
"288. Una forma en que los Estados tal vez deseen tener más plenamente en cuenta todas estas cuestiones es incorporarlas en estrategias nacionales amplias e integradas de lucha contra el terrorismo que presten atención a los factores que conducen a actividades terroristas."	1
"La República de Sudán del Sur está sumamente preocupada por el deterioro de la situación de seguridad en las zonas fronterizas tanto de la República del Sudán como de la República de Sudán del Sur."	0
"155. Mohammad Serhan Aswad El-Enezi"	0
"El establecimiento de tribunales mixtos que puedan basarse en el sistema jurídico nacional daría lugar a graves problemas, en particular en lo que respecta a la ley procesal penal sudanesa de 1991."	1
"La BTWCIA recibió la aprobación real en 2004."	0
":: Utilizar el Fondo Fiduciario para actividades de desarme mundial y regional para avanzar con proyectos y actividades de inmediato"	1
"Cooperación con las fuerzas malienses y Operación Barkhane"	1
"Véase también, por ejemplo, S/PRST/2013/2 (2013), párr. 13 y 14; S/RES/2109 (2013), op. 13; S/RES/2076 (2012), op. 11; S/RES/2075 (2012), op. 13; S/RES/2063 (2012), págs. 12; S/RES/2053 (2012), op. 26; S/RES/2047 (2012), op. 11; S/RES/2032 (2011), op. 9; S/RES/2014 (2011), op. 10; S/RES/2010 (2011), págs. 13; S/RES/2003 (2011), op. 15; S/RES/1828 (2008), op. 7; S/RES/1814 (2008), op. 12; S/RES/1794 (2007), op. 17; S/RES/1778 (2007), op. 17; S/RES/1769 (2007), op. 14; S/RES/1674 (2006), op. 8 y op. 22; S/RES/1574 (2004), op. 11;S/RES/1565 (2004), op. 20 y op. 21; S/RES/1545 (2004), op. 12; S/RES/1533 (2004), op. 5; S/RES/1509 (2003), págs. 6 y op. 8;"	0
"El Grupo investigó el suministro de esos vehículos al norte de Côte d&#39;Ivoire, pero se vio obstaculizado por no poder realizar una inspección minuciosa de los vehículos de las FN, aunque tomó fotografías de varios de ellos en un convoy militar en Bouaké."	1
"De manera similar, el Comité del Consejo de Seguridad establecido en virtud de la resolución 1518 (2003) mantiene una lista no vinculante y no exclusiva de &quot;fondos y activos financieros&quot; y &quot;recursos económicos&quot;, sugiriendo que estos últimos incluyen: &quot;los activos de cada clase, ya sean corporales o incorporales, muebles o inmuebles, que no sean fondos.&quot;"	1
"Si bien observa que algunas partes en conflictos armados han respondido a su llamado a preparar e implementar planes de acción concretos con plazos determinados para detener el reclutamiento y la utilización de niños en violación del derecho internacional aplicable;"	1
"b) Alentar a los Estados de la subregión a aprovechar las oportunidades de capacitación en materia de aplicación de la ley y otras oportunidades para mejorar la aplicación de las leyes antiterroristas;"	0
"Los órganos antiterroristas a los que el Consejo encomendó la aplicación de la resolución 1373 (2001) han tratado sistemáticamente, en el decenio siguiente, los posibles vínculos entre el terrorismo y la delincuencia organizada como si estuvieran dentro de su competencia."	1
"Al mismo tiempo, tras la recuperación de la ciudad por las fuerzas gubernamentales, recibió a unas 11.000 personas desplazadas a las que trató de ayudar lo mejor que pudo."	1
"Las mujeres también fueron secuestradas y violadas en tres campamentos de Janjaweed tras los ataques a Korma, en Darfur septentrional, en marzo de 2003."	0
"Los participantes en la misión conjunta consultaron con todas las partes interesadas en Burkina Faso para establecer acuerdos para el traspaso del poder de los militares a una transición consensuada y dirigida por civiles que conduzca a elecciones y el rápido retorno del orden constitucional."	0
"IX. Puntos de referencia 59. Los puntos de referencia identificados conjuntamente por las autoridades de Malí, la MINUSMA y el equipo de las Naciones Unidas en el país se centran en tres tareas prioritarias identificadas en la resolución 2164 (2014) del Consejo de Seguridad, a saber, la seguridad, la estabilización y la protección de los civiles; apoyo al diálogo político nacional y la reconciliación nacional; y apoyo al restablecimiento de la autoridad del Estado en todo el país, la reconstrucción del sector de seguridad de Malí, la promoción y protección de los derechos humanos y la ayuda humanitaria."	1
"Jefe de la Oficina de Enlace de los Comités Revolucionarios."	0
"De manera similar, en términos de destinatarios de reparaciones, era importante mirar más allá de las víctimas individuales y considerar también a las comunidades afectadas."	1
"Otro Estado destacó la importancia de un enfoque comunitario y señaló que las familias, las comunidades locales y las instituciones locales bien informadas eran las defensas más eficaces contra las ideologías extremistas violentas."	0
"Otras pérdidas - US$ 14.359.998 Pérdida de expedientes estudiantiles - US$ 14.359.998"	0
"Ha habido una serie de incidentes aislados que van desde atentados con bombas hasta supuestos entrenamientos vinculados con Al-Qaida en Sudáfrica."	0
"El Mecanismo tendrá dos subdivisiones, una subdivisión para el TPIY y otra para el TPIR, respectivamente."	0
