"en_ar_GOOGLE"	"MatConf"
"(قرار القمة 503 الدورة العادية الثانية والعشرون – 28 مارس 2010)"	0
"كما تم إحراز تقدم ذي صلة في مجالات الإدارة العامة وإنفاذ القانون."	0
"وأفادت إحدى المنظمات عن أساليب قتل قاسية وغير إنسانية، مثل حالتي قتل بالصلب."	1
"قامت البعثة بشراء معدات متخصصة (سيارات إسعاف مصفحة، ومركبات محمية من الألغام، ومعدات طبية)، وتدريب 063 3 جنديا على الوقاية والتخفيف من آثار الأجهزة المتفجرة اليدوية الصنع، و 481 1 جنديا على الإسعافات الأولية، وقامت بتنفيذ أنشطة توجيهية لشركتي البعثة المعنيتين بالتخلص من الذخائر المتفجرة مع الحد من التعرض المسبق لبيئات غير متماثلة وبناء قدرتها على الاستغلال (تعمل الآن ثلاثة فرق لتحديد الأسلحة)."	1
"وكان هذا بنداً ذا أولوية أثناء رئاسة كولومبيا."	0
"ودعا أعضاء المجلس إلى تسوية سلمية للصراع في المنطقة وأدانوا دعم الجماعات المسلحة والإرهابية. آسيا"	0
"33 - ومن بين الأشخاص المرتبطين بتنظيم القاعدة والمدرجين في القائمة الموحدة والبالغ عددهم 203 أشخاص في نهاية كانون الثاني/يناير 2006، تم إلقاء القبض على ما لا يقل عن 111 (55 في المائة) لارتكابهم جرائم جنائية أو إدانتهم أو توجيه تهم إليهم، ومعظمهم لارتكاب جرائم خطيرة و/أو تهم بارتكابها. أو جرائم العنف التي تتراوح بين القتل والمشاركة في أعمال إرهابية مثل تفجيرات السفارات في شرق أفريقيا عام 1998، وهجمات 11 سبتمبر 2001 في الولايات المتحدة، وتفجيرات بالي عام 2002."	1
"ومع ذلك، فمن المشكوك فيه أن تكون وحدات القوات المسلحة لجمهورية الكونغو الديمقراطية المنتشرة في المقاطعة قادرة على فرض سيطرة فعالة ومستدامة على كاتانغا بأكملها والحد بشكل كبير من قدرة الماي ماي على مضايقة السكان المحليين واستغلال الموارد الطبيعية بشكل غير قانوني."	1
"وفي معظم الحالات، يمكن توفير ذلك من خلال إعانة يتم استخدامها للاستفادة من وسائل النقل التجارية الحالية."	0
"544) حددت اللجنة هوية 14 من الجنجويد يشتبه في ارتكابهم جريمة دولية تحت مفهوم العمل الإجرامي المشترك."	1
"o في 28 تشرين الثاني/نوفمبر 2014، أطلقت طائرات النظام الحربية صاروخاً على المعبر المائي الذي يربط قريتي بولايل والصهباء في دير الزور، مما أدى إلى مقتل 5 أشخاص وإصابة 6 آخرين. سيارات الإسعاف"	1
"&quot;الوضع في جمهورية أفريقيا الوسطى"	0
"إحدى القضايا الرئيسية في أي بلد في مرحلة ما بعد الصراع هي إصلاح قطاع الأمن."	0
"يتم خوض معظم الصراعات الحالية بشكل رئيسي باستخدام الأسلحة الصغيرة والأسلحة الخفيفة."	1
"اعتبارًا من الموعد النهائي لهذا التقرير، تم بالفعل تدمير ما مجموعه 37% من النفايات السائلة DF، التي تم تسليمها بواسطة MV Cape Ray في 30 و31 أغسطس 2014."	1
"واعتقل النظام ما يقارب 47 شخصاً يعتقد أنهم تم تجنيدهم قسراً للانضمام إلى قوات النظام."	1
"9. التغيير التشغيلي. وتبين الهجمات المعقدة والمتزامنة المتعددة الضربات، كما يتضح من هجمات أرليت وأغاديز في النيجر في 23 أيار/مايو 2013، أن المنتسبين المحليين لتنظيم القاعدة يسعون إلى اتباع التوجيهات الأساسية لتنظيم القاعدة في الحوادث &quot;المذهلة&quot;."	1
"توثيق أفضل الممارسات بشأن القضايا المواضيعية والمجالات الوظيفية؛ والمراجعات المكتبية وورش العمل حول أفضل الممارسات؛ إنشاء شبكة إلكترونية للتعلم وتبادل المعلومات بين مستشاري الشؤون الجنسانية."	0
"وفي هذا الصدد، فإن الإجراءات المتخذة لمعالجة المشاكل الخطيرة في النظام الإصلاحي مشجعة على الرغم من التحديات الخطيرة التي لا تزال قائمة."	0
"وتجدر الإشارة أيضًا إلى أنه على الرغم من هذه القاعدة السياسية الواسعة، فإن الغالبية العظمى من أعضاء حركتي التمرد جاءت من ثلاث قبائل أساسًا، وهي الفور والمساليت والزغاوة."	1
"وتبذل وكالات إنفاذ القانون والأمن التابعة للدولة في البوسنة والهرسك جهودا لتنفيذ التدابير الرامية إلى تحسين التعاون، ويواصل الفريق العامل التابع للمحكمة، الذي أنشأه مجلس وزراء رئيس الوزراء والممثل الخاص/مكتب الممثل السامي للاتحاد الأوروبي، الإشراف على التنفيذ من تلك التدابير. وفي 8 أغسطس/آب، أُلقي القبض على ميلان لوكيتش، المتهم في الأرجنتين، وفي 25 أغسطس/آب، أُلقي القبض على دراغان زيلينوفيتش في غرب سيبيريا، وفي 13 سبتمبر/أيلول، استسلم سريدوي لوكيتش لسلطات جمهورية صربسكا في بانيا لوكا."	1
"وفي هذا الصدد، شددت اللجنة أيضاً على أهمية الأحكام التي تقضي باحتجاز المحتجزين في أماكن معترف بها علناً، وضرورة التسجيل الصحيح لأسماء المحتجزين وأماكن الاحتجاز."	1
"45. بعد وصول القوات الموالية للرئيس يوسف وانتشارها جنوب جوهر مباشرة، وردت تقارير في أوائل سبتمبر تفيد بأن وزير التجارة موسى سودي يالاهاو قد أرسل عددًا من &quot;المركبات الفنية&quot; لتعزيز قواته في بلد، جنوب البلاد. جوهر."	1
"حرر في برايا في 25 آب/أغسطس 1998."	0
"وتم تكبد جميع التكاليف في كانون الثاني/يناير وشباط/فبراير 1991."	0
"ووفقا لهم، فقد تيتم الأطفال نتيجة للنزاع ويقوم جيش تحرير السودان بالاعتناء بهم."	1
"(قرار القمة رقم 457 الدورة العادية الحادية والعشرون – 30 مارس 2009)"	0
"التهديدات التي يتعرض لها السلام والأمن الدوليان بسبب الأعمال الإرهابية"	1
"&#39;5` تشجيع جميع الدول، بموجب الفقرة 8 من القرار 1977 (2011)، على القيام، على أساس طوعي، بإعداد خطط عمل وطنية للتنفيذ، بمساعدة اللجنة المنشأة عملا بالقرار 1540 (2004)، حسب الاقتضاء، وتحديد أولوياتها وخطط تنفيذ الأحكام الرئيسية للقرار 1540 (2004)، وتقديم تلك الخطط إلى اللجنة؛"	0
"7 - يلاحظ أن وسائل التمويل أو الدعم هذه تشمل، على سبيل المثال لا الحصر، استخدام العائدات المتأتية من الجريمة، بما في ذلك زراعة المخدرات وسلائفها وإنتاجها والاتجار بها بشكل غير مشروع؛"	1
"ولا تزال المحاكمة جارية في قضية مقتل الناشط في مجال حقوق الإنسان فلوريبير شيبيا باهيزير وسائقه فيديل بازانا في 2 يونيو/حزيران 2010."	0
"وكان هناك دعم واسع النطاق للجهود الرامية إلى تحييد التهديد الذي يشكله تحالف القوى الديمقراطية والجماعات المسلحة الأخرى في شرق جمهورية الكونغو الديمقراطية، بما في ذلك القوات الديمقراطية لتحرير رواندا، على النحو المنصوص عليه في القرار 2147 (2014)."	0
"الوضع في بوروندي (25 أكتوبر 1993؛ 14 مايو 2014)"	0
"ومنذ 13 تموز/يوليه 2010، تقوم إيران بتلقيم سادس فلوريد اليورانيوم المنخفض التخصيب في السلاسل التعاقبية المترابطة (السلسلتان التعاقبيتان 1 و6)."	0
"ولكن هذا لا ينبغي أن ينتقص من التنفيذ الكامل للقرار 1559 (2004) وجميع قرارات مجلس الأمن الأخرى المتعلقة بلبنان، والتي تظل أفضل وسيلة لضمان ازدهار لبنان واستقراره على المدى الطويل كدولة ديمقراطية."	0
"وخلال الهجمات، ورد أن الجنجويد دمروا الأدوات ومعدات تجهيز الأغذية وأوعية المياه وغيرها من الأدوات المنزلية الضرورية لبقاء السكان على قيد الحياة."	1
"19 - واستنادا إلى تحليل تصريحات قادة تنظيم القاعدة، فإن أهدافهم المباشرة هي ترويع الغرب لحمله على فك الارتباط عن الشرق الأوسط والدول الإسلامية الأخرى وإقناع المسلمين بأن عالمهم يتعرض للهجوم."	1
"لكن الفريق يرى فرصة لمعالجة هذه القضية من خلال حظر الأسلحة، ويوصي بما يلي: (أ) أن تدرج اللجنة صراحة المتفجرات المدنية والمتفجرات المرتجلة في وثيقة شرح الشروط الخاصة بها؛ (2) أن تقوم اللجنة بتجميع تجارب الدول الأعضاء في التعامل مع هذا التهديد في وثيقة تنشرها على موقعها الإلكتروني؛ و(3) أن يحدد مجلس الأمن في أي قرار مستقبلي بشأن هذه المسألة أن &quot;المواد ذات الصلة بجميع أنواعها&quot; تشمل المتفجرات المدنية والمتفجرات المرتجلة."	0
"5 - الحالة في تيمور - ليشتي (15 كانون الأول/ديسمبر 1975؛ 26 شباط/فبراير 2009)."	0
"وقد بدأ ذلك بإنشاء المجلس للمحكمتين المخصصتين ليوغوسلافيا السابقة في عام 1993، ثم بعد ذلك بعام لرواندا."	0
"278) تلاحظ اللجنة أيضاً أن الجنجويد استهدفوا وقتلوا أطفالاً على وجه التحديد في عدد من المناسبات، بما في ذلك في كيلك وسرة المشار إليهما أعلاه. وتلقت اللجنة العديد من التقارير عن عمليات قتل عشوائية و/أو مستهدفة للأطفال، وأحياناً في ظروف مروعة، مثل الحرق أو التشويه."	1
"قرار مجلس الأمن 1674 (2006)، الفقرة 24 من المنطوق"	0
"وتستخدم جمهورية كوريا الشعبية الديمقراطية كذلك الدعاية للتحريض على الكراهية القومية تجاه أعداء الدولة الرسميين، بما في ذلك اليابان والولايات المتحدة الأمريكية وجمهورية كوريا، ومواطنيهم."	1
"وتفيد التقارير بأن عناصر القوات الديمقراطية لتحرير رواندا تفرقوا في كيفو الجنوبية وأن قدرتهم على التحرك بحرية في المراكز السكانية ومهاجمة المدنيين قد تم تقييدها. ومع ذلك، لا ينبغي الاستهانة بقدرة القوات الديمقراطية لتحرير رواندا على تنفيذ الهجمات، لا سيما في ضوء الموارد المحدودة، وضعف التدريب العسكري، والافتقار إلى الانضباط لدى وحدات القوات المسلحة لجمهورية الكونغو الديمقراطية في المنطقة، والتعاون العرضي مع قادة القوات الديمقراطية لتحرير رواندا."	1
"عدم الانتشار (29 آذار/مارس 2006؛ 10 كانون الأول/ديسمبر 2008)."	0
"يتم تمييز الأجزاء المعدنية عادةً عن طريق وضع علامات باردة عن طريق العلامة التجارية، بينما يتم تمييز بعض الأجزاء عن طريق النقش."	0
"تم إعادة بناء جميع المدارس في الموعد المحدد."	0
"ومع الأخذ في الاعتبار عودة الجماعات الإرهابية، اعتبر أنه ينبغي أن تمتلك البعثة المتكاملة جميع المعدات اللازمة للوفاء بولايتها وحماية سكان المنطقة الشمالية."	0
"89. قوات الأمن الوطني هي قوات نظامية مهمتها الإشراف على أمن السودان الداخلي والخارجي ورصد الأحداث المتعلقة به وتحليل أهميته ومخاطره والتوصية بإجراءات الحماية."	1
"5 - قيام القوات الديمقراطية لتحرير رواندا بسحب مخزونات القوات المسلحة لجمهورية الكونغو الديمقراطية"	0
"ومنذ أن بدأت مهمتها، في أكتوبر/تشرين الأول 2006، قامت فرقة العمل البحرية باستدعاء حوالي 30.500 سفينة والاستعلام عنها."	0
"وفي عرض إضافي للعداء، احتفلت حماس بالذكرى السابعة والعشرين لتأسيسها من خلال استعراض 2000 من مقاتليها المسلحين والصواريخ المحمولة على شاحنات عبر غزة."	1
"واجتمعت فرق العمل، التي كانت تتألف حتى الآن حصرا من أطراف اتفاق السلام الشامل، يومي 9 و 10 آب/أغسطس وواصلت اجتماعاتها بشكل متقطع منذ ذلك الوقت."	0
"وأعربوا عن قلقهم إزاء الاستخدام المكثف للإنترنت من جانب تنظيم القاعدة وشركائه، وإزاء عدم مسؤولية بعض وسائل الإعلام في تغطيتها لقضايا حساسة، وإزاء استخدام الإرهابيين للهواتف الساتلية."	1
"452. بموجب المادة 31 من قانون الأمن الوطني، وبموجب أمر صادر عن المدير العام، يمكن لضابط الأمن أن يلقي القبض على أي فرد أو يفتشه أو يحتجزه ويحقق معه. وأمامه ثلاثة أيام لتزويد المعتقل بأسباب اعتقاله واحتجازه."	1
"وترتبط المعابر البرية في جنوب أفريقيا بقاعدة بيانات مركزية، وتتمتع جميع نقاط الدخول بإمكانية الوصول إلى نظام آلي مركزي يلتقط جميع تفاصيل المسافرين ويحتوي على قوائم تحذيرية يتم تحديثها بانتظام بالمعلومات الواردة من وكالات إنفاذ القانون."	0
"أثناء الهجوم، وكذلك الحبس القسري اللاحق للسكان، تعرض العديد من الأشخاص للتعذيب الشديد من أجل انتزاع معلومات عن المتمردين، كعقاب أو لإرهاب الناس."	1
"ولا تنفذ أي دولة تدابير كافية لحماية المنظمات غير الربحية من تمويل الإرهاب."	1
"وأظهرت التفاعلات مع المجتمع المدني أن ولاية البعثة وقدراتها لم تكن مفهومة بوضوح من قبل السكان. وكان هناك تصور بين السكان المحليين بأن لواء التدخل هو وحده القادر على اتخاذ إجراءات قوية لحماية المدنيين، وهو أمر غير دقيق."	1
"وبعض توصياتها إلى السلطات السودانية يمكن، بل ينبغي تنفيذها على الفور، بما في ذلك منح اللجنة الدولية للصليب الأحمر ومراقبي حقوق الإنسان التابعين للأمم المتحدة حق الوصول الكامل ودون عوائق إلى جميع المحتجزين على خلفية الوضع في دارفور."	0
"تدابير خاصة لحماية النساء والفتيات من التمييز والعنف القائمين على نوع الجنس، والاغتصاب وغيره من أشكال العنف الجنسي (الوصول إلى الانتصاف القانوني؛ ومراكز الأزمات؛ والملاجئ؛ والرعاية الصحية؛ وبرامج المشورة وغيرها من برامج المساعدة؛ وآليات الرصد والإبلاغ)."	0
"وفي الفقرة 3 من ذلك القرار، طلب إلي المجلس أن أعيد، بالتشاور مع اللجنة المنشأة عملا بالقرار 751 (1992) بشأن الصومال، في غضون 30 يوما من تاريخ اتخاذ القرار، ولمدة ستة أشهر، أشار فريق الرصد في الفقرة 3 من القرار 1558 (2004) إلى الاضطلاع بالولاية المنصوص عليها في الفقرات الفرعية 3 (أ) إلى (ط) من القرار 1630 (2005)."	0
"وعلى الرغم من التقارير التي تشير إلى وجود جماعات مسلحة على طول حدود ولاية غرب بحر الغزال وجنوب دارفور، لم تتمكن البعثة من إجراء تقييم لهذه المناطق بسبب عدم وجود ضمانات أمنية من الجيش الشعبي لتحرير السودان."	1
":: يعيش خمسة وسبعون في المائة من السوريين في حالة فقر، ويعيش أكثر من نصف السكان في فقر مدقع."	0
"تقرير الأمين العام عن بعثة الأمم المتحدة لتحقيق الاستقرار في هايتي (S/2012/128)."	0
"جدول الأعمال المؤقت للجلسة 5750 لمجلس الأمن"	0
"واجتمعت بعثة التقييم مع طائفة واسعة من أصحاب المصلحة الدوليين والإيفواريين، بما في ذلك الرئيس غباغبو، ورئيس الوزراء سورو، ورئيسا أركان قوات الدفاع والأمن في كوت ديفوار، والقوات الجديدة، وممثلي الأحزاب السياسية ورؤساء الأركان. للمؤسسات الوطنية المسؤولة عن تنفيذ العمليات الرئيسية بموجب اتفاق واغادوغو."	0
"هناك زخم عبر كافة أطياف الحكومة لمعالجة بعض القضايا الاجتماعية والاقتصادية الأكثر رسوخا في البلاد: البطالة، والبنية التحتية المتهالكة، والفساد، والفقر، وتكاليف الحكم غير المتناسبة."	0
"وبعد ذلك، دهم الجنود عدداً من المنازل، واعتقلوا الشبان، واقتادوهم إلى حافلات عسكرية."	1
"23 - وفي 13 أيلول/سبتمبر، أُعلن عن تعديل وزاري شارك فيه ستة وزراء في الحكومة، من بينهم وزراء المالية والتخطيط والنقل والتجارة والصحة وفيروس نقص المناعة البشرية/الإيدز."	0
"11. أولاً، تأثرت الأسلحة المتوفرة في مطار بام، خلال الجزء الأول من فترة الولاية، بأنشطة المراقبة التي قامت بها فرق العمل البحرية الأجنبية العاملة في خليج عدن."	1
"وفي شرق جمهورية الكونغو الديمقراطية، لا تزال التهديدات الأمنية الناجمة عن الاشتباكات المسلحة والاضطرابات المدنية العنيفة، التي كثيرا ما تتفاقم بسبب التوترات السياسية، تشكل مصدرا للقلق."	1
"كما تم تسمية بعض المسؤولين الحكوميين، وكذلك أفراد قوات الميليشيات، كمسؤولين محتملين عن عمل إجرامي مشترك لارتكاب جرائم دولية."	1
"وتود حكومة الجمهورية العربية السورية أن تعرب عن تقديرها للجهود التي تبذلها إدارة عمليات حفظ السلام ومسؤولو قوة الأمم المتحدة لمراقبة فض الاشتباك في الجولان السوري المحتل للحفاظ على الأمن والسلام في منطقة عمليات القوة، وفقا لولايتها. ومنذ إنشاء القوة في عام 1974، دأبت سوريا على دعم وتسهيل عملها بشكل مستمر واحترمت ولايتها. كما حافظت على علاقات وثيقة مع مسؤولي قوة الأمم المتحدة لمراقبة فض الاشتباك، وهيئة الأمم المتحدة لمراقبة الهدنة، وإدارة عمليات حفظ السلام. لقد أعرب الأمين العام في تقاريره السابقة دائما عن تقديره لتعاون سوريا وجهودها الدؤوبة لضمان سلامة قوات الأندوف واحترامها لتفويض القوة."	0
"وعلى هذا الأساس، كان العدد الأكبر من الضحايا من أبوبو: 63 في المائة من الوفيات، و35 في المائة من الجرحى أو المعذبين، و40 في المائة من المختفين. وكان ثاني أكبر عدد من الضحايا من أنياما، بنسبة 10 في المائة من الوفيات؛ وتشكل كوماسي 13 في المائة من الجرحى أو المعذبين، و35 في المائة من المختفين من أنياما."	1
"(ط) فيما يتعلق بقيود السفر، عندما تقرر اللجنة أن هذا السفر له ما يبرره على أساس الحاجة الإنسانية، بما في ذلك الالتزام الديني، أو حيثما تخلص اللجنة إلى أن الإعفاء من شأنه أن يعزز أهداف هذا القرار؛"	1
"وكما كان متوقعا، أدى قدوم الصيف إلى زيادة مستوى نشاط القوات المسلحة المعارضة."	1
"وقد احتُجز بعض المعتقلين لمدة 11 شهرًا دون توجيه اتهامات لهم أو الاتصال بمحام أو التواصل مع عائلاتهم."	1
"وقد تم تحديد حالات غسل الأموال وتمويل الإرهاب التي تنطوي على استخدام طرق دفع جديدة. ومع ذلك، تواجه الدول صعوبات في وضع التشريعات والأنظمة التنظيمية المناسبة لطرق الدفع هذه، والتي تتطور بوتيرة سريعة بشكل متزايد."	1
"وقال الممثل الخاص للأمين العام إنه بسبب المجاعة، أصبحت الحالة الإنسانية في الصومال مزرية وتتسبب في الوفيات والتشريد على نطاق واسع."	1
"مطار مقديشو كبير، ويتمتع بقدرة كبيرة على العمليات الموسعة."	0
"وفي مثل هذه الظروف، لا يمكن إسناد المسؤولية عن إطلاق النار على ضباط الشرطة الوطنية إلى مكتب الأمم المتحدة في تيمور - ليشتي."	1
"وقد تم الاضطلاع بمبادرات أخرى مؤخرا: فقد أنشئت لجنة مؤقتة للمصالحة الوطنية في آب/أغسطس 2011، وتوصلت حكومة غينيا ولجنة بناء السلام التابعة للأمم المتحدة إلى اتفاق في أيلول/سبتمبر بشأن استراتيجية مشتركة لتعزيز المصالحة الوطنية وإصلاح قطاع الأمن، من بين أمور أخرى. ."	0
"(ز) لا يمكن تحميل رئيس قوة الدفاع المسؤولية الجنائية عن إطلاق جنود قوات الدفاع النار على ضباط الشرطة الوطنية بعد إقرار وقف إطلاق النار في 25 أيار/مايو؛"	1
"العديد من الجرائم المزعومة الموثقة في دارفور كانت واسعة النطاق ومنهجية. وهي تستوفي جميع العتبات المنصوص عليها في النظام الأساسي."	1
"ومع ذلك، فإن هذه الاختلافات في الإنتاج/الوقت لها تأثير أقل بكثير على قيمة الصادرات بالدولار من فروق الأسعار الحالية للنفط الخام."	0
"عمر محمد محمود &quot;إنهاء&quot;، وزير الديانة والأوقاف في الحكومة الاتحادية الانتقالية. ويسيطر على ميناء مقديشو البحري وجزء من مطار مقديشو"	0
"ولكن في حين أن الطريقة بسيطة نسبيا، فإن المتفجرات الناتجة، على عكس المتفجرات العسكرية، غير مستقرة وغير موثوقة."	1
"ويطالب الجماعات المسلحة المتمردة بوقف العنف فورا ويدعو جميع الأطراف إلى إعادة الانخراط في الحوار في إطار اتفاق سرت المؤرخ 25 تشرين الأول/أكتوبر 2007."	1
"344. وصفت إحدى الشاهدات رعب الحبس في المنطقة التي حددها الخاطفون للنساء والأطفال في كيلك على النحو التالي:"	1
"تم ذكر أعضاء الجماعات المتمردة كمشتبه بهم في المشاركة في مشروع إجرامي مشترك لارتكاب جرائم دولية، وربما مسؤولين عن الفشل المتعمد في منع أو قمع ارتكاب الجرائم التي يرتكبها المتمردون."	1
"وسيتم اتخاذ إجراءات حازمة لمنع ومكافحة العنف القائم على نوع الجنس، بما في ذلك الاستغلال والانتهاك الجنسيين."	0
"وفي الواقع، أبلغ أحد ضباط شرطة الأمم المتحدة عن وجود مدافع رشاشة على سطح المبنى السابق لقوة الأمم المتحدة لحفظ السلام بعد ظهر يوم 24 أيار/مايو."	1
"وفي حين أن قادة تنظيم القاعدة، المقيدين بالعمل الدولي، قد لا يتمكنون من ترجمة دعمهم إلى أعمال عنف منسقة تحت سيطرتهم، فإنهم يواصلون جذب أتباعهم، وبعضهم مصمم على ارتكاب أعمال إرهابية باسمهم، دون الحاجة إلى رؤية أتباعهم. الإجراءات كجزء من برنامج سياسي أوسع."	1
"وفيما يلي نص الأحكام ذات الصلة:"	0
"وافق عليها الكونغرس الوطني بموجب القرار التشريعي رقم 26798 المؤرخ 16 أيار/مايو 1997 وصدق عليها في 1 تموز/يوليه 1997"	0
"فخامة الدكتور بشار الأسد رئيس الجمهورية العربية السورية"	0
"وقد يكون هؤلاء الأفراد، حسب الظروف، مسؤولين، بموجب مبدأ العمل الإجرامي المشترك، عن جرائم حرب ارتكبت أثناء الهجمات، وهي قتل المدنيين، وتدمير الأعيان المدنية، والاحتجاز غير القانوني للمدنيين، والنهب."	1
"ومع ذلك، فإن لدى اللجنة معلومات كافية لإثبات أن أعمال العنف ضد حياة المعتقلين وشخصهم قد ارتكبت في الأحداث التي حققت فيها اللجنة."	1
"وتنتقل المهارات والأساليب التقنية بشكل متزايد من إحدى الجماعات التابعة لتنظيم القاعدة إلى أخرى، مما يدعم مستوى من الابتكار يزيد من التهديد."	0
"وقد أعرب بلدي مرارا وتكرارا عن قلقه إزاء السكان المدنيين في تلك المنطقة وعن رأيه بأنه من المهم أن يتم نشر بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية هناك من أجل حمايتهم."	0
"&#39;6` تشمل النفقات المؤجلة عادة بنود الإنفاق التي لا يمكن تحميلها بشكل صحيح في الفترة المالية الحالية. وسيتم تحميلها كنفقات في فترة لاحقة."	0
"إن إصدار مجلس العلماء مؤخرا لمرسوم ديني يدين المخدرات والأنشطة الأخرى ذات الصلة يمكن أن يكون فعالا في تثبيط زراعة خشخاش الأفيون."	0
"(أ) دولة السيد فرانسيسكو فادول، رئيس وزراء جمهورية غينيا - بيساو؛"	0
"المادة 3: هيكل ومقرات الآلية"	0
"Baykal Makine Sanayi ve Ticaret AS"	0
"وإذ يؤكد من جديد ضرورة مكافحة التهديدات التي يتعرض لها السلام والأمن الدوليان نتيجة للأعمال الإرهابية، بجميع الوسائل، وفقا لميثاق الأمم المتحدة والقانون الدولي،"	0
"أنشطة حكومة سيراليون"	0
"واستخدمت المعارضة الأسلحة التي اشترتها من مطار بام لمحاربة الحكومة الاتحادية الانتقالية في معركة السيطرة على مدينة بايدوا ذات الأهمية الاستراتيجية (منطقة باي)."	1
"وقد يكون هؤلاء الأفراد مسؤولين، بموجب مبدأ العمل الإجرامي المشترك، عن جرائم حرب ارتكبت أثناء الهجمات، وهي قتل المدنيين وتدمير الأعيان المدنية والنهب."	1
"وقد تكون لدى الجماعات الإرهابية وغيرها من الجماعات المسلحة من غير الدول التي يمكنها الوصول إلى الأسواق الإجرامية عبر الحدود حوافز أضعف للخروج من النزاع والدخول في تسوية سياسية."	1
"3. تعقيدات منع الصراعات وحلها"	1
"مستشار فخري لمجلس جامعة شرق آسيا."	0
"الوضع في قبرص (16 تموز/يوليه 1974; 13 حزيران/يونيه 2008)"	0
"علاوة على ذلك، أبلغ المدافعون عن حقوق الإنسان عن حالات السرقة والعنف والنهب التي ارتكبتها قوات الأمن والسكان المدنيين ضد سكان هذه الأحياء."	1
"وخلال شهر فبراير/شباط، تم الإبلاغ عن أكثر من 20 عملية سطو مسلح على جانب الطريق على طول محور غيغلو-دويكوي، في حين تم الإبلاغ عن 10 هجمات مسلحة في بانغولو. وفي 23 آذار/مارس 2008، قُتل جندي من قوات الدفاع والأمن في كوت ديفوار في دويكوي على يد قطاع طرق مسلحين مجهولي الهوية."	1
"يتطلب هذا القطاع حماية خاصة ضد تمويل الإرهاب، حيث أن إساءة استخدام المنظمات غير الربحية يمكن أن تؤدي إلى ضرر دائم للمنظمات نفسها ويمكن أن تثبط العطاء الخيري بشكل عام."	0
"كما أن وجود العناصر المتطرفة وأنشطتها المزعومة كان أيضا مصدرا للقلق."	1
"اجتماع خبراء اتفاقية الأسلحة البيولوجية"	1
"تقرير دولة الإمارات العربية المتحدة"	0
"o في 11 تشرين الثاني/نوفمبر 2014، نصبت قوات النظام كميناً لقرية اللاهونة، مما أسفر عن مقتل 13 شخصاً."	1
"2. الوضع في كوت ديفوار."	0
"34. في 8 فبراير، نظم 418 من مقدمي الالتماس مسيرة في القصر الرئاسي داس سينزاس."	1
"ومن شأن هذا التعديل، الذي يتماشى مع المادة 5 من اتفاقية مجلس أوروبا بشأن منع الإرهاب، أن يفرض عقوبة السجن لمدة 30 عاما على الجناة."	1
"كما تمت زيارة الهياكل الحكومية المعنية، مثل مركز الاحتجاز الرئيسي في أبيدجان (Maison d&#39;arrêt et de Correction d&#39;Abidjan, MACA) ومراكز الشرطة."	1
"ومع ذلك، يمكن تحسين فعالية الضوابط بشكل كبير من خلال زيادة دوريات الشرطة والحصول على معدات الكشف، لا سيما في ضوء الحدود التي يسهل اختراقها في المنطقة دون الإقليمية."	1
"تم وصف الجريمة المنظمة والفساد على أنهما أكبر التهديدات لاستقرار كوسوفو واستدامة مؤسساتها."	1
"11 - ولا يزال الوجود النشط للميليشيات العرقية والمجتمعية يشكل مصدرا رئيسيا لعدم الاستقرار، ولا سيما في الجزء الغربي من البلد، الذي كان في الأشهر الأخيرة مسرحا لاشتباكات عرقية عنيفة."	1
"43 - الحالة في ميانمار (15 أيلول/سبتمبر 2006؛ 13 تموز/يوليه 2009)."	0
":: إصدار أوامر لتنبيه الوحدات التشغيلية."	0
"103 - قامت القوات المسلحة لكوت ديفوار بنقل جميع أصولها الجوية الباقية والمتضررة إلى قاعدتها الجوية في مطار أبيدجان الدولي."	0
"وعندما طلب منهم تقديم مزيد من التفاصيل، أفاد الضحايا أن مهاجمي الجنجويد ينتمون إلى قبائل عربية، وأنهم، في معظم الحالات، هاجموا على ظهور الخيل أو الجمال وكانوا مسلحين بأسلحة آلية من مختلف الأنواع."	1
"ومنذ ذلك الحين، تم إلغاء تسجيل الطائرة (انظر المرفق الخامس) ولم يعرف رسميا أي مشغل أو مالك جديد."	0
"قانون العقوبات: إقليمية النظام الجنائي. المادة 5، الفقرة 3."	0
"واستمرت المحادثة من 5 إلى 10 دقائق، استمر خلالها إطلاق النار."	1
"(و) اتخاذ تدابير فورية لمنع عملاء جمهورية كوريا الشعبية الديمقراطية من القيام بمزيد من عمليات الاختطاف من الأراضي الصينية؛ محاكمة مرتكبي جرائم الاختطاف ومعاقبتهم بشكل مناسب والمطالبة بتسليم من أصدروا تلك الأوامر حتى تتم محاكمتهم وفقاً للقانون."	1
"57 - ومع ذلك، تظل الحقيقة هي أن تمويل الإرهاب لا يتبع أي نمط واضح، وخاصة بالنسبة للخلايا المحلية التي تجمع الأموال لدعم أنشطتها الخاصة."	1
"8. الإحالة إلى الدائرة الاستئنافية"	0
"وبعد تعرضهن للاغتصاب، لم تتم إعادة ملابس بعض النساء إليهن، وأُجبرن على البقاء عاريات."	1
"ويواصل العنصر العسكري الخدمة في ظل ظروف صعبة للغاية في الشمال."	1
"بالنسبة لاثنين منهم، لم يتم تحديد الدوافع، في حين تم تقييم الثالث على أنه إجرامي بطبيعته."	1
