"","ar_en_DEEP","MatCoop"
"1538","Some countries are taking a leadership role in this area.",0
"1539","During the reporting period, more than 300 members of Chadian armed opposition groups returned from Sudan to Chad.",1
"1540","âThe Security Council reaffirms its full support for the efforts of the United Nations, in particular the activities of the United Nations Special Mission in Afghanistan and the Special Envoy of the Secretary-General for Afghanistan, to facilitate the political process aimed at achieving the goals of national reconciliation and a lasting political settlement with the participation of all parties to the conflict and all sectors of Afghan society, and reaffirms its position that the United Nations must continue to play its primary and impartial role in international efforts to achieve a peaceful settlement of the Afghan conflict.",1
"1541","5- Decides to keep the matter under consideration.",0
"1542","Combined with fanaticism and deep roots in the political and social life of the region, organized crime threatens the very foundation of principles and values ​​that we are trying to instill in the new institutions formed there, and thus our efforts are in vain.",0
"1543","It will continue to follow developments in the security situation on the borders between the Central African Republic, Cameroon and Chad, as well as Sudan and the Democratic Republic of the Congo, with the aim of preventing conflict situations or humanitarian situations of concern from spreading from one country to another.",1
"1544","1-1 Please inform the Counter-Terrorism Committee about the enactment of the new criminal law, especially the provisions criminalizing the recruitment of persons for the purpose of committing terrorist acts.",1
"1545","Scheduled for Wednesday, 20 February 2008, at 3 p.m",0
"1546","The Security Council and the stage reached in its consideration of these issues",0
"1547","42. In partnership with national and international organizations, MINUSMA has completed ten quick-impact projects since June, including the rehabilitation and equipment of police and gendarmerie stations in the Gao and Timbuktu regions, and support to women's associations. On October 13, MINUSCA and the United Nations Educational, Scientific and Cultural Organization (UNESCO) launched ten quick-impact projects to rehabilitate four private libraries in Timbuktu that contain ancient manuscripts.",1
"1548","At its 6881st meeting, on 7 December 2012, the Council considered the item entitled “Briefings by the heads of subsidiary bodies of the Security Council”.",0
"1549","âThe Security Council encourages national Governments, the United Nations and regional and subregional organizations to expand and deepen civilian expertise in peacebuilding in the immediate aftermath of conflicts, including experience gained in countries with experience in peacebuilding or democratic transition in the post-conflict period.â With special attention to mobilizing the capabilities of developing countries and women, as this is of great importance to the success of the United Nations in its peacebuilding endeavors.",1
"1550","Third: Progress towards reaching a negotiated settlement",0
"1551","10. On 7 September, the High-level Working Group between the Government of Chad and the United Nations held its third meeting to assess the situation on the ground with regard to the protection of civilians and the implementation of the measures adopted by the Government in order to implement the tasks contained in paragraph 4 of resolution 1923 (2010).",1
"1552","156. The Group continued to promote and encourage the exchange of views with experts appointed to assist the Counter-Terrorism Committee and the emerging Counter-Terrorism Committee Executive Directorate, and participated in three meetings of the Counter-Terrorism Committee where three presentations were made on areas relevant to the work of the Group.",0
"1553","Letter dated 14 October 2005 addressed to the Secretary-General from the Secretary-General and the High Representative for the Common Foreign and Security Policy of the European Union pursuant to the provisions of Security Council resolution 1575 (2004), enclosing herewith the third of the quarterly reports on the activities of the European Union Military Mission In Bosnia and Herzegovina.",1
"1554","Fifth - The workload resulting from this (accused persons under trial or awaiting trial)",0
"1555","202. Ensuring that persons with important information are prepared to share it with the authorities and, as needed, to testify before the courts is a key issue in facilitating the investigation and appropriate prosecution of criminal conduct.",1
"1556","The Russian Federation reported that it had taken measures to protect ships and port facilities from terrorist attacks, as stipulated in the provisions of the International Ship and Port Facility Security Code regarding emergency training, notification and signaling.",1
"1557","Improving the due process aspect would reduce the risk of an adverse decision that would complicate implementation.",1
"1558","Calling on States to work together urgently to prevent and suppress acts of nuclear terrorism, including by enhancing cooperation and full implementation of relevant international agreements, and by taking appropriate measures to strengthen the existing legal framework in order to ensure effective accountability for those who commit crimes in the field of nuclear terrorism;",0
"1559","I remain concerned that the combination of mistrust between the parties and the continued presence of militias may lead to tensions and potential lack of security and stability in Lebanon and beyond.",0
"1560","44 - The level of ratification of international instruments has remained stable since 2009, although it has varied considerably.",1
"1561","(d) or provide any other form of support to their business or activities;",0
"1562","For example, in a unique move, the United Nations Fact-Finding Mission on the Gaza Conflict () used public hearings as part of its investigative methodology to ensure an inclusive process, allow victims to have their voices heard where they had not previously been able to do so, and uphold their rights to truth and access to justice.",1
"1563","Scheduled to be held in special session on Tuesday, 21 August 2012, at 3 p.m.",0
"1564","All relevant stakeholders should be encouraged to use this occasion to raise awareness of the resolution and promote its effective and comprehensive implementation in the context of planned or special activities aimed at strengthening implementation.",0
"1565","Takes note of the development of the human rights due diligence policy, encourages [the Mission] to fully implement it, and requests the Secretary-General to include progress made in implementing that policy in his reports to the Council;",0
"1566","44. Progress has been made in the area of ​​privatization of government-owned business enterprises.",0
"1567","In all of these locations, the team was informed that there had been no recent recruitment attempts, but that the situation could change if conflict erupted again in CÃ´te d'Ivoire.",1
"1568","There were two or three white and green planes that came at a very low altitude. A white plane attacked.",0
"1569","(c) Amendment to take account of deficiencies in the evidence 182 47",0
"1570","Many children are losing their lives as a result of the severe deterioration of health services in most parts of the country.",0
"1571","It is necessary to provide special protection for this sector to prevent it from being exploited to finance terrorism, as misuse of non-profit organizations may cause long-term damage to them and may discourage people from making charitable donations in general.",1
"1572","The Trust Fund also supports other activities related to the implementation of the objectives of the Contact Group to combat piracy in all its aspects.",1
"1573","âThe Security Council welcomes the significant reduction in the number of successful piracy-related attacks in various regions resulting from the adoption of effective measures to combat piracy by doubling national, bilateral and multilateral initiatives, as well as regional cooperation mechanisms, and recognizes the necessity of continuing these efforts and implementing these measures to combat piracy, since These gains can be lost as long as conditions on land are conducive to piracy at sea.",1
"1574","âThe Security Council reiterates that ending impunity is essential to achieving national reconciliation in Haiti.",0
"1575","Within the institutional framework established by the African Union to combat terrorism, a key role has been assigned to the Commission and the Peace and Security Council in coordinating efforts across the continent.",1
"1576","Collaborate on the development and implementation of gender-sensitive public HIV/AIDS policy in the areas of training, codes of conduct, HIV detection, civilian-military cooperation, information on resources and materials on best practices; Incorporate an HIV/AIDS policy into the Department of Peacekeeping Operations, and strengthen the capacity of peacekeeping operations (including those of incoming staff) to address HIV/AIDS.",1
"1577","This prompted the Security Council to determine, in its resolution 1556 (2004), that the conflict in Sudan constitutes a threat to international peace and security and to the stability of the region, and to request the Government of Sudan, acting under Chapter VII of the Charter of the United Nations, to immediately fulfill all the obligations it has undertaken In the joint statement.",0
"1578","233. The Committee recommends that prosecutors have access to police and investigative personnel and a sufficient number of administrative, translation and research personnel, as well as the necessary logistical support.",1
"1579","The New York Times, American journalist, Neil MacFariquar - dated November 28, 2011",0
"1580","Beyond the area of ​​responsibility of the United Nations Mission in Eastern Chad, other developments are also causing concern.",0
"1581","2 - The mission's terms of reference are set out in the annex to document S/2003/558.",0
"1582","President Al-Bashir intended his pledge of 19 June 2004 to disarm the Janjaweed to apply only to bandits, and not to the PDF, the People's Police or other tribesmen armed by the State to fight the insurgents.",1
"1583","23 - The United Nations Observer Mission in Georgia and the CIS peacekeeping force continued regular coordination visits, weekly quadripartite meetings, information exchange and joint patrols.",1
"1584","43 - Non-proliferation (29 March 2006; 7 September 2011).",0
"1585","58. In the absence of a referral medical facility in Bamako, MINUSMA took immediate action to ensure adequate temporary medical capacity for United Nations staff while a second level United Nations hospital was being established to replace the facilities previously provided by the Pasteur Hospital. .",1
"1586","Procedures for detecting illicit cross-border transfers of cash, negotiable instruments and bearer instruments, and coordination between customs, financial intelligence units and law enforcement officers in this regard, are either non-existent or insufficient.",1
"1587","Over the past ten years, the United Nations has been at the forefront of helping the Afghan people.",0
"1588","Calling upon States to ensure, consistent with international law, in particular international human rights law and international refugee law, that refugee status is not abused by those who commit, organize or facilitate terrorist acts, including foreign terrorist fighters,",0
"1589","4. In accordance with previous practice, the representative of Austria, in his capacity as Chairman of the Working Group, informed the Security Council of the progress made by the Working Group as part of his submissions to the bi-annual public meetings of the Security Council to hear briefings on the completion strategies of the Tribunals, on 4 June (S/PV.6134) and 3 December 2009 (S/PV.6228).",0
"1590","21. Expresses its support for the inclusion, as appropriate, of specific and adequate measures for the disarmament, demobilization and reintegration of former combatants in peace agreements and mandates relating to United Nations peacekeeping missions, with particular attention to the demobilization and reintegration of child soldiers, as well as the development of clear detailed arrangements To destroy surplus weapons and ammunition, and refers in this regard to the statement issued by its President on 8 July 1999;",0
"1591","The aim of these efforts is to improve security in the region, strengthen the Juba Valley Alliance, and achieve reconciliation between General Morgan and the Juba Valley Alliance, who have been disputing over territories in the Juba Valley for a number of years.",1
"1592","Petromin then sells SAMA different amounts of gold from time to time.",0
"1593","In this subregional context, the Office will strengthen its cooperation, in particular, with the Economic and Monetary Community of Central Africa, the Economic Community of Central African States, and the multinational forces of the Economic and Monetary Community of Central Africa, in the field of security and early warning and prevention.",1
"1594","61 - Although Somalia is a signatory to the Convention on the Rights of the Child, it has not yet ratified this instrument.",0
"1595","(a) The violence that occurred at the Government Palace around midday on 28 April, resulting in two deaths, at least four firearm injuries, and two other serious injuries;",0
"1596","As stated in relevant case law, âthe issue of liability for the commission of a crime other than the crime agreed upon in the joint plan does not arise, according to the circumstances of the case, unless (a) it was foreseeable that such a crime would be committed by a member of the group; (b) The accused voluntarily took that risk.",0
"1597","485 - It is disappointing that the committees limited themselves to the crime of rape, and did not address cases in which other forms of sexual assault occurred, including attempted rape.",0
"1598","I expressed the deep concern of the Council and the Secretary-General about the recent increase in tensions between North and South, as well as the continued lack of progress on Abyei and other post-Comprehensive Peace Agreement issues.",0
"1599","Therefore, the establishment of hybrid courts that may be able to rely on the national legal system will lead to serious problems, especially with regard to the Sudanese Criminal Procedure Code of 1991.",1
"1600","Sudan has also ratified ILO Convention No. 182 on the Prohibition and Immediate Action for the Elimination of the Worst Forms of Child Labor, which prohibits the forced or compulsory recruitment of children for use in armed conflict.",1
"1601","(r) Collect information on the implementation of measures, evaluate and monitor such implementation, and submit reports and recommendations thereon, including the measures stipulated in paragraph 1 (a) of this resolution with respect to preventing criminal exploitation of the Internet by Al-Qaeda and other associated individuals, groups, institutions and entities. ; Conduct case studies, as appropriate; and in-depth research into any other relevant matters, as directed by the Committee;",1
"1602","As a result, the security threats to many countries in Africa and beyond, including member states of this Council, have been crossed, exposing their vulnerabilities.",0
"1603","The two press conferences, especially the first press conference, as well as the interrogation of the first suspect, and the arrest of former senior security officials at the suggestion of the Commission, all had a catalytic effect.",0
"1604","The Security Council notes the publication of the âRabat Memorandum on Good Practices for Effectiveness in Counter-Terrorism Activities in the Criminal Justice Sectorâ; The âRome Memorandum on good practices for the rehabilitation and reintegration of extremist perpetrators of violent crimes,â and the âAlgiers Memorandum on good practices with regard to preventing and denying terrorists the benefit of ransom of hostages.â",1
"1605","The village was attacked by about 3,000 Janjaweed on horses. Some of them were in vehicles.",0
"1606","Moreover, more research is needed to prove that these programs lead to real positive outcomes regarding the likelihood that these individuals will commit other acts of terrorism in the future or incite others to commit such acts.",1
"1607","Morocco ratified it on April 10, 2001.",0
"1608","The team also actively participates in the Global Counter-Terrorism Forum.",0
"1609","Balance as at 29 February 2008",0
"1610","Reaffirming its resolution 1540 (2004) and the need for all States to fully implement the measures contained therein, and calling on all Member States and all international and regional organizations to actively cooperate with the Committee established pursuant to the aforementioned resolution, including in the context of the comprehensive review provided for in Resolution 1810 (2008),",1
"1611","Law enforcement efforts to combat cross-border crime have also been strengthened, and these efforts can be adapted to combat terrorism as appropriate.",1
"1612","The mission met with a wide range of international and Ivorian stakeholders, including President Gbagbo, Prime Minister Soro, the Chief of Staff of the Defense and Security Forces of CÃ´te d'Ivoire, the Chief of Staff of the Forces Nouvelles, representatives of political parties and the heads of national institutions responsible for implementing key operations under the Ouagadougou Agreement.",0
"1613","Worse still, the activities of these terrorist groups pose a serious threat to the efforts of the international communityâs peacebuilding and peacekeeping missions, as is the case in Somalia and Mali, for example.",0
"1614","47. The Government has made several efforts to prevent and control diseases and pests.",1
"1615","Council members reiterated that the Haitian people and the Haitian Government bear the utmost fundamental responsibility in achieving national reconciliation, establishing a safe and stable environment, administering justice and rebuilding their country.",0
"1616","Bearing in mind the Convention relating to the Status of Refugees of 28 July 1951,",0
"1617","There is no doubt that how to improve the security situation is the biggest challenge facing Iraq now. It will decide the future path of political, economic and social development in Iraq.",0
"1618","44. With regard to the reunification of the two forces, the Chiefs of Staff of the Defense and Security Forces and the Forces Nouvelles informed the assessment mission that they had prepared a proposal to form a unified transitional army consisting of units that would be responsible for providing security for the electoral process.",1
"1619","The application of these bans also benefited from the poor reputation of the targeted persons, making them more vulnerable to being identified and less likely to travel under a false identity.",1
"1620","Following a painstaking investigation, the United States government became certain that Ahmed Abu Khattala was a key person in those armed attacks.",1
"1621","148 - The international community is increasingly aware of the problems raised by terrorist use of the Internet, and discussion has begun about the possibility of taking measures to confront them.",1
"1622","Both parties to the Comprehensive Peace Agreement appointed a coordinator for children and armed conflict.",1
"1623","Algerian Channel 1 journalist Samir Affoun - December 30, 2011",0
"1624","Other rapes of women were reported during attacks around Miski, Disa and Um Baru, North Darfur; Azrni, Kornoy, Nertit and Mokjar, West Darfur.",0
"1625","87. This mixed control over the Somali marine environment has created or enhanced three important sources of income for local administrations: (a) the export of a range of basic commodities from Somalia, including large commercial quantities of charcoal; (b) unrestricted access by foreign fishing vessels to Somali marine resources and fisheries; and (c) widespread incidents of piracy.",0
"1626","44 - A partial solution could be to impose time restrictions for submitting reasons. This would be in line with the ombudsman mechanism in general, all stages of which are governed by strict deadlines.",0
"1627","“Report of the Secretary-General on the African Union-United Nations hybrid operation in Darfur (S/2011/244).”",0
"1628","(ii) Investments include salable securities and other tradable financial instruments purchased by the organization to generate income.",0
"1629","Seven countries apply some measures to monitor, regulate and control the production, sale and transfer of weapons and explosives.",1
"1630",":: Strengthening cooperation in bringing terrorists to justice, including cooperation in the areas of prevention, investigation and prosecution of terrorists and crimes.",1
"1631","Under its regular programme, UNICEF provides six million doses of oral polio vaccine for routine immunization.",0
"1632","2 - Calls on the Syrian government to clearly implement all the obligations that it agreed to fulfill in the initial understanding and as stipulated in Resolution 2042 (2012), namely (a) stopping troop movements towards population centers, (b) stopping all use of heavy weapons. In those centers, (c) complete the withdrawal of military concentrations in and around population centers, as well as the withdrawal of its forces and heavy weapons from population centers to return to their barracks or to temporary deployment sites to facilitate a sustained ceasefire;",0
"1633","6. Building on the comprehensive review of all items on the list completed in 2010 pursuant to paragraph 25 of resolution 1822 (2008), the Committee has since implemented a large number of mechanisms to ensure that the list gives the most accurate picture possible of the threat posed by Al-Qaida, and to ensure reconsideration Periodically review each item to determine whether there is justification for keeping it on the list.",1
"1634","4. The Security Council, by its resolution 1521 (2003), also established a committee to supervise the implementation of the measures. A group of experts was established to provide the Committee with information on the implementation of the measures and progress made towards meeting the conditions for lifting the sanctions.",1
"1635","B. Binding rules for rebels 172. The Sudan Liberation Movement/Army and the Justice and Equality Movement, like all rebels who have reached a certain degree of organization, stability and effective control over the territory, have international legal personality and, accordingly, are bound by the rules of customary international law relevant to armed conflicts The interior mentioned above. This may also apply to the National Movement for Reform and Development.",0
"1636","(n) Coordination and cooperation with national counter-terrorism focal points or similar focal points in the country being visited, as appropriate;",1
"1637","27. On 2 November, 16 of 20 people arrested during an operation carried out by the Malian Defense and Security Forces in Bolkissi (Mopti Province), an area controlled by the High Council of the Unity of Azawad, reported to MINURSO that they had been severely beaten during investigation.",0
"1638","The group will create and maintain an online data repository to collect unedited documents submitted by contact group participants, which reflect their views on international efforts since 2008 to combat piracy off the coast of Somalia, and make those documents available to researchers, analysts and policy makers.",1
"1639","That decision, although members of the Coalition Armed Forces were expressly excluded from the jurisdiction of the United Nations Compensation Commission, authorized the payment of compensation for prisoner-of-war claims by Coalition soldiers for loss or injury resulting from ill-treatment in violation of international humanitarian law.",1
"1640","The International Committee will be a team composed of three prominent figures with relevant experience and known for their integrity and impartiality.",1
"1641","17. We believe that together these steps form the basis for a strategic approach to strengthening peace forces in Somalia. This approach would complement the measures already taken by the Security Council to contain the conflict.",1
"1642","At approximately 5 p.m. on the same day, witnesses from the village of Anka saw a number of between 300 and 400 Janjaweed forces, on foot, and another 100 Janjaweed, riding camels and horses, advancing towards the village of Anka from the direction of the village of Bari.",0
"1643","The costs of this office, amounting to $364,000, are covered by the “Administrative and Operating Costs” account.",0
"1644",":: Respecting the right of refugees and displaced persons to voluntarily return to their homes in safety and dignity.",1
"1645","A number of communications resulted merely in an exchange of opinions and/or statements of facts.",1
"1646","Porous borders remain a challenge for effective border control, and regional approaches and best practices (eg community policing) need to be developed to address those challenges.",1
"1647","227. The company incurred “expenses incurred in Yemen” in the period from 7 February to 30 September 1990. These expenses include the cost of setting up the site office, office furniture, the project manager’s salary, project manager’s housing, car rental, and water, electricity and fuel expenses for the office. Location and residence, office secretary, office supplies, and a round-trip plane ticket.",0
"1648","The Bir Lahlou team's position was reinforced with additional military observers from the Tifariti team site and remained in close contact with the Polisario Front.",1
"1649","47. Two of the five States in the subregion have introduced comprehensive legislation covering relevant terrorist offences, while two others have draft counter-terrorism laws either under consideration or awaiting adoption.",1
"1650","22 - The Council is determined to increase pressure on foreign armed groups present in the eastern part of the Congo, by participating in the initiatives taken within the framework of the tripartite process.",1
"1651","This is vital for the Syrian people and the entire region.",0
"1652","The group intends to send observers to attend the elections.",0
"1653","Individuals born before 25 May 1988 or recruited after 25 May 2006 were to be demobilized immediately as required by the Comprehensive Peace Agreement.",1
"1654","The United Nations sent about 300 observers from member states of the Southern African Development Community.",0
"1655","4/90/456 - October 1990",0
"1656","236. The Monitoring Team met twice with members of the World Bank country team in Nairobi.",0
"1657","Accordingly, transactions suspected of financing terrorist acts will be subject to the same reporting and arrest system used for transactions suspected of being linked to money laundering.",1
"1658","Commander Da Cruz disarmed members of the Eastern Border Control Unit so that he could provide these weapons.",1
"1659","Such precautions are set out in customary international law, and are as follows: The belligerent must (a) do everything possible to verify that the targets to be attacked are not civilian in nature; (b) Take all possible precautions when choosing means and methods of combat to avoid, or at least reduce to a minimum, incidental injury to civilians or civilian objects; (c) Refrain from launching attacks that might be expected to cause incidental loss of civilian life or injury or incidental injury to civilian objects, which would be excessive in relation to the specific direct military advantage anticipated; (d) Giving effective advance warning of attacks that might affect the civilian population, except in cases of attack, as provided in Article 26 of the Hague Regulations of 1907, or as provided in Article 57 (2) (c) Its text is 'unless circumstances permit it', that is, when the warrior considers that a surprise attack is indispensable.",1
"1660","6 - The decline of Al-Qaeda is attributed, on the one hand, to the ongoing international campaign to limit its influence, and, on the other hand, to the organization itself.",1
"1661","The review process resulted in the inclusion of all individuals who, although not included exclusively on this basis, were identified primarily for their role in providing ideological justifications to recent recruits or the wider public for Al-Qaida-related violence. This is despite the fact that the penal measures themselves have little, if not no, impact on their main tool: the ability to communicate and persuade via the Internet.",0
"1662","43. The Committee welcomes the fact that its Executive Directorate has led the work undertaken under the Counter-Terrorism Implementation Task Force to develop a set of instruments, standards and good practices, at the international and regional levels, on border control in its counter-terrorism aspects, and the ongoing work to develop a framework for coordinated risk management related to border security.",1
"1663","The Security Council expresses its condolences to the families of peacekeepers killed in battle while protecting people in the eastern Democratic Republic of the Congo.",0
"1664","2 - Implementation of Resolution 1624 (2005)",0
"1665","The social and economic challenges facing Afghanistan are great.",0
"1666","54. Several temporary stations are being built.",0
"1667","Oceans Without Piracy, a non-governmental organization, estimated that $3.2 billion was spent in 2013 on combating piracy, and that the international community spent about $139 million per attack.",1
"1668","That is why we condemn terrorism.",0
"1669","5 - Significant progress has also been made in establishing municipal assemblies capable of performing their tasks. On November 11, more than 800 members of the new associations took the legal oath.",1
"1670","The International Department of Investigation's Training Assistance Programme, and the European Community Assistance for Reconstruction, Development and Stabilization programme, have agreed to provide guidance to police trainers to enable them to teach both specialists and senior managers.",1
"1671","163. A comprehensive and coherent report was submitted to the Committee regarding the conclusions and findings from the crime scene examination.",1
"1672","The Operation's police component focuses on providing support, guidance and advice to the Ivorian National Police and mixed police units deployed in the former area of ââtrust, and to a total of 600 Forces Nouvelles security assistance personnel, whom the Operation trained in 2006 before being deployed to the northern part of the country.",1
"1673","Emphasizing the central role of the United Nations in the global fight against terrorism and welcoming the adoption by the United Nations General Assembly of the United Nations Global Counter-Terrorism Strategy (A/60/288) on 8 September 2006 and the establishment of the Counter-Terrorism Implementation Task Force to ensure comprehensive coordination and coherence in the counter-terrorism efforts of the United Nations system,",0
"1674","In December 2007, under the supervision of the Conduct and Discipline Unit, a mandatory comprehensive training program for all Mission personnel on expected standards of conduct, including the prevention of sexual exploitation, sexual abuse and harassment, was completed.",1
"1675","We should acknowledge our great concern about the situation in Afghanistan.",0
"1676","The Mission and the United Nations country team are providing coordinated support to the law's implementation process in all its aspects, including to the Minister of State for the Promotion of Equality, who is leading efforts to develop the implementation plan, and to civil society to raise awareness of the law.",1
"1677",":: Transnational Land Transport Law, 1998 (Law No. 4 of 1998).",0
"1678","This resulted in the displacement of more than 1,000 civilians. The police did not take any action against the Janjaweed.",0
"1679","5 - The international community has achieved great success in its efforts to combat Somali piracy thanks to close cooperation between and among States, regions, organizations, the shipping sector, the private sector, think tanks and civil society.",1
"1680","Scheduled for Thursday, 3 May 2001, at 10.45 p.m",0
"1681","Bearing in mind its primary responsibility under the Charter of the United Nations for the maintenance of international peace and security, and stressing the importance of taking measures aimed at preventing and settling conflicts,",1
"1682","This report also establishes three specific approaches to strengthening the implementation of sanctions. :: Firstly, preventing ransom payments from being paid to Al-Qaeda and its affiliated groups, with the aim of strengthening the asset freezing process:: Secondly, using biological inferences and making changes in national standards to identify unauthorized passengers using means of travel, in order to reinforce the travel ban on individuals on the list :: Thirdly Promote analysis of improvised explosive devices used by Al-Qaeda and its affiliated groups and take measures to limit the availability of components of such devices.",0
"1683","Uganda remains concerned about the humanitarian situation in Darfur.",0
"1684","âThe Security Council recalls the obligations of all States to ensure respect for international humanitarian law, including the four Geneva Conventions, and reaffirms the responsibility of States to comply with their obligations to end impunity for those responsible for war crimes, genocide, crimes against humanity or other serious violations of the law.â International Human Rights Watch from punishment and to prosecute them.",1
"1685","The countries visited by the Committee have practical measures and policies to suppress terrorist recruitment.",1
"1686","They urged Member States to contribute to the United Nations Consolidated Appeal for Somalia, and urged all parties and armed groups in Somalia to ensure timely, full, safe and unhindered access to humanitarian assistance.",1
"1687","Based on the first review conducted by the Mission, a staff review team was dispatched, followed by a management evaluation team from the Department of Peacekeeping Operations, with a view to finalizing recommendations to reshape the civilian structure to better support existing planned activities and ensure greater integration between the military components and civilian, strengthening mission management.",0
"1688","Investment and social integration depend not only on the status of the region, but also on the emergence of a stable and predictable Kosovo, where the rule of law is respected.",1
"1689","139. The Group also began discussions with other expert groups to examine the possibility of new approaches to the submission of reports requested by States to the three Committees, and ways to establish more efficient systems for exchanging information.",0
"1690","These provisions stipulate, inter alia, the following:",0
"1691","Recognizing that strengthening national human rights institutions, respecting human rights and due process, combating criminality, sexual and gender-based violence and ending impunity are essential to ensuring the rule of law and security in [the country concerned],",1
"1692",":: The minister who heads the Prime Minister's Office",0
"1693","15 - On 2 December, NATO successfully completed its military mission in Bosnia and Herzegovina during a ceremony at Camp Butmir in Sarajevo.",1
"1694","Chapter Three of Law No. 535/2004 is devoted to the necessary measures to prevent the financing of terrorist acts.",1
"1695","Most important of all, accountability means extending a helping hand to the country/community, after the conflict has ended, to enable local communities to turn the page on the past and move forward.",1
"1696","Some southern parties other than the Sudan People's Liberation Movement also joined the National Unity Government.",0
"1697",":: Saif Madin Al Rajeh, 12 years old",0
"1698","This team was appointed to review claims submitted to the Committee on behalf of insurers and export credit agencies (“E/F claims”), in accordance with Security Council resolutions and relevant Governing Council decisions including the Interim Rules for Claims Procedures (Rules) (S/AC). 26/1992/10).",0
"1699","The verdict is expected in the first half of 2008.",0
"1700","Upon his arrival at the site, he carried out the following activities:",0
"1701","47. The Government has expressed on numerous occasions its strong desire to receive direct capacity-building assistance for its national forces and has initiated contact with several potential bilateral partners.",1
"1702","The situation in Guinea-Bissau (6 November 1998; 23 November 2010)",0
"1703","Scheduled for Thursday, 29 June 2006, at 10.20 p.m",0
"1704","16 - In an attempt to contain the outbreak of the Ebola virus, some West African countries closed their borders and stopped commercial flights to the three most affected countries, Guinea, Liberia and Sierra Leone. On August 10, CÃ´te d'Ivoire imposed restrictions on flights to and from the three countries, followed by closing the land borders on August 22.",1
"1705","7 - In order to increase the consistency and harmonization of provisions relating to all documents prepared by the Committee, cross-group mechanisms will be established to focus on the various technical areas covered by resolutions 1373 (2001) and resolutions 1624 (2005), and a quality control unit will be established to review all documents before their issuance.",1
"1706","(i) Loss, damage and claims of subcontractors and suppliers.",0
"1707","However, many of these countries have barely begun to develop dedicated counter-terrorism capabilities.",1
"1708","The rate of ratification of international counter-terrorism instruments varies widely: 12 States have ratified at least 10 instruments, while four States have ratified five or fewer instruments.",1
"1709","Nationals of European Economic Area countries and Swiss nationals and their families",0
"1710","In 2009, Tunisia, followed by Libya in 2010, expanded the scope of obligations in the field of combating money laundering and combating the financing of terrorism by including certain commercial institutions and non-financial professional communities within the framework of the obligation to pay due diligence to verify the identity of customers, maintain records, and report suspicious transactions.",1
"1711","Decides to adopt the attached declaration on global efforts to combat terrorism.",0
"1712","The police component of the operation also provides technical support and advice to the Integrated Command Center on security sector reform.",1
"1713","Strongly condemning all acts of violence and attacks committed against civilians in situations of armed conflict, in contravention of applicable international obligations regarding the following cases in particular: (i) torture and other prohibited forms of treatment, (ii) gender-based and sexual violence, (iii) the practice of violence against children, (iv) recruitment of children and use of child soldiers, (v) human trafficking, (vi) forced displacement, (vii) deliberate denial of humanitarian assistance, and calls on all parties to put an end to these practices.",0
"1714","The situation in Myanmar (15 September 2006; 13 July 2009)",0
"1715","The Senior Management Board recommended appropriate legal changes, which resulted in the removal of the legal obstacle that was preventing progress within the Ministry.",0
"1716","14 - The situation in Sierra Leone (27 November 1995; 16 July 2009).",0
"1717","2- The situation in the Middle East",0
"1718","Acting under Chapter VII of the Charter of the United Nations,",0
"1719","Each discharged combatant will receive a subsistence allowance of approximately US$940, of which 25 per cent will be paid upon discharge; 25 percent 45 days later; The rest after 90 days.",1
"1720","Achieving peace, security and stability in that country requires getting rid of poverty and backwardness, in the first place.",0
"1721","(h) Develop methodologies to improve the effectiveness of cooperation with individual States, subregional organizations, regional organizations, international organizations, multilateral arrangements dealing with export controls and relevant entities within the United Nations system, and assess the level of cooperation among the committees established pursuant to Security Council resolutions 1540 (2004) and 1267 (1999) and 1373 (2001), working in particular to assess the level of information exchange and coordination with regard to country visits, and making specific recommendations, as appropriate, in order to enhance cooperation.",1
"1722","Reuters News Agency journalist Maryam Qaraouni - January 19, 2012",0
"1723","The state submits a request that is considered by the security apparatus and the Minister of Interior before submitting it to Parliament for consideration.",0
"1724","I would like to refer to paragraph 4 of Security Council resolution 1956 (2010), which requires that the Government of Iraq submit to the Security Council no later than 1 May 2011 a written report on the progress made towards the transition to the subsequent mechanism of the Development Fund for Iraq. I am pleased to attach herewith the report of the Government of Iraq containing procedures for a full and effective transition, no later than 30 June 2011, to the successor mechanism of the Development Fund for Iraq, in a manner that enables Iraq to fulfill its commitment as stipulated in paragraph 21 of Security Council resolution 1483 (2003). ) (See enclosure).",1
"1725","He asked the Government of Sudan and the rebel groups to work together to reach a political solution in the ongoing negotiations in Abuja, led by the African Union and President Olinsun Obasanjo of Nigeria. Requested the Secretary-General to urgently establish an international commission of inquiry to immediately investigate reports of violations of humanitarian and human rights law committed by all parties in Darfur, and also to determine whether acts of genocide had occurred; He declared that the Council, in the event that the Government of Sudan does not comply fully with resolution 1556 (2004) and resolution 1564 (2004) (including, as the Council decides after consultation with the African Union, will not cooperate fully with the expansion and extension of the African Union Monitoring Mission in Darfur ), will consider taking additional measures provided for in Article 41 of the Charter of the United Nations.",0
"1726","As noted above, it has become clear that counter-terrorism measures are most effective when implemented in the context of a broad strategy that includes attention to the factors that contribute to extremism, including ensuring the prevention of those involved in recruiting terrorist groups or inciting terrorist acts. Or discourage them from doing so.",1
"1727","Some individuals and the International Committee of the Red Cross are also providing medical and hygiene supplies.",0
