"en_ar_DEEP"	"VerCoop"
"وشمل ذلك عقد دورات تعريفية عند الوصول لجميع أفراد الشرطة والموظفين المدنيين التابعين للبعثة."	0
"53 - وبدأت الأمم المتحدة التخطيط لعقد اجتماع تقني بشأن تنمية القدرات في جنوب السودان من أجل تنسيق نهجها."	1
"في حوالي الساعة 12.30 ظهرًا. وتحدث كل من السيد مالك والعقيد ريس، كبير مستشاري التدريب العسكري، اللذين استمعا أيضا إلى الاتصالات اللاسلكية، بشكل منفصل مع الممثل الخاص للأمين العام. طلب كلا الرجلين الإذن بالتدخل وحصلا عليه."	1
"(أ) يكرر دعوته أطراف النزاع المسلح المدرجة أسماؤهم في مرفقات تقرير الأمين العام عن الأطفال والنزاع المسلح التي لم تقم بعد بإعداد وتنفيذ خطط عمل لوقف تجنيد الأطفال واستخدامهم، أن تفعل ذلك دون مزيد من التأخير في انتهاك للقانون الدولي المعمول به؛"	1
"القرار 1674 (2006)، الفقرة 22"	0
"وإذ يرحب بتقرير الأمين العام S/2012/678 المؤرخ 31 آب/أغسطس 2012،"	0
"ومن المجالات الأخرى التي ترى المديرية التنفيذية مجالا لمزيد من العمل فيها تعزيز إدماج نهج حقوق الإنسان في برامج مكافحة الإرهاب."	0
"\"ويحث مجلس الأمن دول الساحل والمغرب العربي على تعزيز التعاون والتنسيق الأقاليمي من أجل وضع استراتيجيات شاملة وفعالة لمكافحة أنشطة الجماعات الإرهابية، ولا سيما تنظيم القاعدة في بلاد المغرب الإسلامي، بطريقة شاملة ومتكاملة\". وحركة التوحيد والجهاد في غرب أفريقيا، وأنصار الدين، ومنع توسع تلك الجماعات، فضلا عن قمع انتشار جميع الأسلحة ومكافحة الجريمة المنظمة العابرة للحدود الوطنية، بما في ذلك الاتجار بالمخدرات والجريمة المنظمة. وفي هذا الصدد، يحيط علما بنتائج المؤتمر الذي نظمته المديرية التنفيذية للجنة مكافحة الإرهاب وفرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب في الرباط بشأن التعاون في مجال مراقبة الحدود في منطقة الساحل والمغرب العربي، وكذلك نتائج الاجتماع الوزاري بشأن تعزيز التعاون في مجالي الأمن والحماية. تفعيل هيكل السلام والأمن الأفريقي في منطقة الساحل والصحراء المنعقد في نواكشوط."	1
"ويحث مجلس الأمن، في هذا الصدد، السلطات المسؤولة عن الفترة الانتقالية على اتخاذ إجراءات سريعة لمكافحة الإفلات من العقاب بشكل فعال وتعزيز العدالة من خلال ضمان تقديم الجناة إلى العدالة."	1
"ونفت نتائج المحاكاة ما حدث وقت غرق السفينة."	0
"ولهذا السبب، لم تتمكن الشركة السعودية للسيارات من الرجوع إلى الأداء السابق في حساب خسائرها."	0
"ويسرني أن أشير إلى أن المجلس أقر بأهمية زيادة التنسيق وتبادل المعلومات بين الجهات الفاعلة المشاركة في مراقبة حظر الأسلحة."	1
"- تقديم المشورة للحكومة ...، حسب الاقتضاء، بشأن إصلاح قطاع الأمن وتنظيم الجيش الوطني المقبل، بما في ذلك إنشاء آلية فحص فعالة، وفقا للمعايير الدولية،"	1
"108 - تسع دول من رابطة أمم جنوب شرق آسيا هي أطراف في الصكوك الأربعة المتعلقة بالطيران."	0
"إدراكًا لأهمية العدالة الانتقالية في تعزيز المصالحة الدائمة بين جميع سكان [الولاية المتضررة] والترحيب بعملية المشاورات الوطنية بشأن إنشاء آليات العدالة الانتقالية ...."	1
"وسيتم إحراز تقدم في الأبحاث وتحليل السياسات بشأن مجموعة من القضايا، بما في ذلك منع الصراعات وآليات الإنذار المبكر."	1
"\"ويشيد مجلس الأمن بالجهود المتواصلة التي يبذلها فريق الاتصال المعني بالقرصنة قبالة سواحل الصومال لتنسيق الجهود الدولية في مختلف جوانب مكافحة القرصنة."	1
"وفي منطقة باكول، الواقعة أيضا في وسط الصومال، أدت الاشتباكات التي وقعت يومي 10 و 11 حزيران/يونيه بين رجال الميليشيات من عشيرتي هادمو وأوغادين في منطقة البردي إلى مقتل ما لا يقل عن 4 أشخاص وإصابة 10 أشخاص. وفي 15 يونيو/حزيران، قُتل ما لا يقل عن 16 شخصاً وجُرح 20 آخرون في قتال بين الميليشيات المتنافسة على حقوق الأراضي والمراعي في نفس المنطقة."	0
"ويدين مجلس الأمن جميع أعمال العنف وغيرها من أشكال التخويف الموجهة عمدا ضد العاملين في المجال الإنساني، فضلا عن الهجمات على حفظة السلام."	1
"يقرر أن [قوة المنظمة الإقليمية] مخولة باتخاذ جميع التدابير اللازمة، في حدود إمكانياتها وقدراتها، للقيام بالمهام التالية، وفقاً للاتفاق الذي سيتم التوصل إليه بين [المنظمة الإقليمية] والأمم المتحدة: ..."	0
"\"ويؤكد مجلس الأمن من جديد ضرورة مكافحة جميع أشكال الإرهاب، وأنه لا يمكن لأي عمل إرهابي أن يعكس مسار السلام والديمقراطية وإعادة الإعمار في العراق، الذي يدعمه شعبه وحكومة العراق والمجتمع الدولي."	1
"(أ) تشجيع اعتماد الصكوك والتشريعات الدولية لمكافحة الإرهاب من أجل التنفيذ الكامل للصكوك الدولية لمكافحة الإرهاب في جميع أنحاء المنطقة دون الإقليمية؛"	1
"\"ويقر مجلس الأمن بأهمية المساعدة على منع نشوب الصراعات في المستقبل من خلال معالجة أسبابها الجذرية بطريقة مشروعة وعادلة."	1
"106 - وفي 21 شباط/فبراير 2005، وافقت عملية الأمم المتحدة على السماح للقوات المسلحة لكوت ديفوار بإجراء اختبارين أرضيين لمدة ساعة واحدة للمحرك والأنظمة في يوم الأربعاء الأخير من كل شهر لطائرتها Mi-24P (TU-VHO)، بشرط أن تكون غير مسلحة، خارج حظيرتها في قاعدة أبيدجان الجوية وتحت مراقبة عملية الأمم المتحدة في كوت ديفوار."	1
"\"ويشير مجلس الأمن إلى القرارات 1267 (1999) و 1989 (2011) و 1373 (2001) و 1540 (2004) و 1624 (2005)، فضلا عن الصكوك الدولية المنطبقة الأخرى المتعلقة بمكافحة الإرهاب، ويشدد على ضرورة تنفيذها بالكامل، يجدد دعوته الدول إلى النظر في أن تصبح أطرافا في أقرب وقت ممكن في جميع الاتفاقيات والبروتوكولات الدولية ذات الصلة، والتنفيذ الكامل لالتزاماتها بموجب تلك التي هي أطراف فيها، ويلاحظ توصية اللجنة المخصصة المنشأة عملا بقرار الجمعية العامة 51/ 210، وإذ تلاحظ أن الأمر يتطلب مزيدا من الوقت لتحقيق تقدم موضوعي بشأن المسائل المعلقة، وتقرر التوصية بأن تقوم اللجنة السادسة، في دورتها التاسعة والستين للجمعية العامة، بإنشاء فريق عامل بهدف الانتهاء من العملية المتعلقة بمسألة حقوق الإنسان. مشروع الاتفاقية الشاملة بشأن الإرهاب الدولي."	1
":: يمكن لمجلس الأمن أن يكون أكثر فعالية في تشجيع الدول على بذل المزيد من الجهود للتحقيق في الانتهاكات الجسيمة للقانون الإنساني الدولي ومقاضاة مرتكبيها. كيف يمكن تقييم ذلك؟ كيف يمكن للمجلس \"تحفيز\" الدول على العمل من أجل مكافحة الإفلات من العقاب؟"	1
"وسوف ينظم المكتب حلقة عمل وطنية حول التعاون الدولي في المسائل الجنائية المتعلقة بالإرهاب والجريمة المنظمة العابرة للحدود الوطنية والفساد لناميبيا في آذار/مارس 2014."	1
"ويؤيد المجلس فكرة إنشاء وحدة للمساعدة في مجال سيادة القانون داخل الأمانة العامة ويتطلع إلى تلقي مقترحات الأمانة العامة بشأن تنفيذ التوصيات الواردة في الفقرة 65 من تقرير الأمين العام عن سيادة القانون والعدالة الانتقالية في حالات النزاع. ومجتمعات ما بعد الصراع (S/2004/616)."	1
"وإذ يشجب استمرار حركة طالبان في توفير الملاذ الآمن لأسامة بن لادن والسماح له ولآخرين مرتبطين به بإدارة شبكة من معسكرات تدريب الإرهابيين انطلاقا من الأراضي التي تسيطر عليها حركة طالبان واستخدام أفغانستان كقاعدة لرعاية الإرهابيين الدوليين عمليات،"	0
"تمتلك سريلانكا مرافق للبحث في البيانات باستخدام الوسائل الإلكترونية."	0
"\"ويرحب مجلس الأمن ترحيبا حارا بقرار الأمين العام جعل الأمم المتحدة تعمل على تعزيز سيادة القانون والعدالة الانتقالية في مجتمعات الصراع ومجتمعات ما بعد الصراع أولوية خلال الفترة المتبقية من ولايته."	1
"ويجب على النظام الآن أن يستجيب لهذه النداءات."	0
"تقرير الأمين العام عن الحالة في أبيي"	0
"18 - تدعو استراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب إلى تعزيز الحوار والتسامح والتفاهم بين الحضارات والثقافات والشعوب والأديان، وإلى إنشاء برامج التثقيف والتوعية العامة ذات الصلة."	1
"وإذ نرحب بنتائج مجلس السلام التشاوري الذي عقد في 6 حزيران/يونيه 2010، والذي شارك فيه 1600 مندوب أفغاني، يمثلون شريحة واسعة من جميع الجماعات العرقية والدينية الأفغانية، والمسؤولين الحكوميين، وعلماء الدين، وزعماء القبائل، والمجتمع المدني، واللاجئين الأفغان المقيمين. وناقشا في إيران وباكستان وضع حد لانعدام الأمن ووضعا خطة للسلام الدائم في البلاد."	1
"أعطي الكلمة الآن للسيد باسكو."	0
"وقد رحبت المفوضية بتبادل الخبرات وأفضل الممارسات في مجال تعويض الضحايا وشجعت الدول الأخرى على الاستمرار في هذا المسار."	1
"33 - وفي 16 أيلول/سبتمبر، قامت البعثة المتكاملة واليونيسيف بفحص العناصر المسلحة التابعة للحركة العربية لأزواد (التنسيق) والحركة الوطنية لتحرير أزواد المتمركزة في بير (منطقة تمبكتو) وحددت هوية خمسة أطفال تتراوح أعمارهم بين 15 و 17 عاما واثنين من الشباب الذين ربما تم تجنيدهم عندما كانوا لا يزالون قاصرين."	0
"وذلك يوم الخميس الموافق 24 أبريل 2014 الساعة 10 صباحاً."	0
"وتدين فرنسا بشدة تلك الهجمات وتدعو جميع الأطراف إلى ممارسة أقصى درجات ضبط النفس."	0
"92 - توصي لجنة التحقيق الدول ومنظمات المجتمع المدني بتعزيز فرص الحوار والتواصل بين الشعوب في مجالات مثل الثقافة والعلوم والرياضة والحكم الرشيد والتنمية الاقتصادية التي توفر لمواطني جمهورية كوريا الشعبية الديمقراطية فرص لتبادل المعلومات والتعرض للتجارب خارج وطنهم."	1
"80 - أعرب موظفو عملية الأمم المتحدة في كوت ديفوار بانتظام عن إحباطهم لعدم توفر معلومات استخباراتية جيدة للمتابعة، ولنقص المهارات التقنية اللازمة لإنجاز ولايتهم."	0
"وتقترح هذه التوصيات على اللجنة: (أ) تشجيع الدول، قبل اقتراح الإدراج، ودون المساس بحقها في مواصلة تقديمها، على النظر في الاتصال بدولة الإقامة و/أو جنسية الشخص المقترح الإدراج؛ (ب) توضيح الإجراء الواجب اتباعه في الحالات التي تقوم فيها الدولة عن طريق الخطأ بتجميد أصول الأشخاص الأبرياء الذين لديهم اسم مماثل لأحد الأطراف المدرجة في القائمة؛ (ج) مطالبة الدول بإحالة طلبات رفع الأسماء من القائمة إلى اللجنة، حتى لو كانت تعترض على الالتماسات المحددة، حتى تتمكن اللجنة من اتخاذ القرار النهائي؛ (د) زيادة عدد الدول التي يجوز لها تقديم طلبات رفع الأسماء من القائمة؛ (هـ) السعي للتوصل إلى قرار بشأن طلبات رفع الأسماء من القائمة خلال فترة محددة، حيثما أمكن ذلك، وإخطار الدولة صاحبة الطلب بالنتيجة؛ (و) توضيح أن الشطب من القائمة متاح، في ظل ظروف معينة، لكل من الطرف الذي تم تحديده خطأً وأولئك الذين ينبذون الإرهاب، وأن يثبتوا بما يرضي اللجنة أنهم لم يعودوا مرتبطين بتنظيم القاعدة أو حركة الطالبان؛ (ز) السماح، في الظروف المناسبة، برفع أسماء الأشخاص المتوفين من القائمة (S/2005/572، الفقرات 28 و31 و55-57 والحاشية 26)."	1
"وفي المستقبل سوف يكون لزاماً على هذه المنظمات الإقليمية ـ وعلى وجه الخصوص الاتحاد الأوروبي ـ أن تلعب الدور الأبرز في كوسوفو."	1
"وفي هذا الصدد، حدد رؤساء الدول والحكومات ثلاث أولويات رئيسية:"	0
"\"ويؤكد مجلس الأمن من جديد الدور الحيوي الذي تؤديه المرأة في منع نشوب الصراعات وحلها، وفي مفاوضات السلام، وبناء السلام، وحفظ السلام، والاستجابة الإنسانية، وإعادة الإعمار بعد انتهاء الصراع، ويؤكد من جديد كذلك أهمية منع العنف الجنسي والحماية منه في الصراعات المسلحة و في حالات ما بعد الصراع، ويشدد على ضرورة أن تعمل الأمم المتحدة والمنظمات الإقليمية ودون الإقليمية على ضمان إدماج المرأة والمنظورات الجنسانية إدماجا كاملا في جميع جهود السلام والأمن التي تبذلها الأمم المتحدة والمنظمات الإقليمية ودون الإقليمية، بما في ذلك عن طريق بناء القدرة اللازمة."	1
"12 - يهيب بحكومة بوروندي أن تواصل جهودها الرامية إلى ضمان تعزيز حقوق الإنسان وحمايتها وأن تقوم، بالتعاون مع شركائها الدوليين، بدعم وتعزيز قدرات اللجنة الوطنية المستقلة لحقوق الإنسان ومكتب أمين المظالم وفقا لما يلي: مع قرار الجمعية العامة A/RES/48/134 بشأن المؤسسات الوطنية لتعزيز وحماية حقوق الإنسان، ويدعو الحكومة كذلك إلى مواصلة كفاحها ضد الإفلات من العقاب واتخاذ التدابير اللازمة لضمان التمتع الكامل بالحقوق المدنية والسياسية والحقوق الاجتماعية والاقتصادية والثقافية على النحو المنصوص عليه في دستور بوروندي ووفقا لالتزاماتها بموجب القانون الدولي؛"	1
"ويؤكد مجلس الأمن مبدأ عدم الإعادة القسرية للاجئين، على النحو المنصوص عليه في الصكوك ذات الصلة من القانون الدولي، ويرحب بالجهود التي بذلتها البلدان المجاورة [للدولة المتضررة] في الآونة الأخيرة لدعم العودة الطوعية للاجئين إلى أوطانهم بأمان وكرامة، ويحث تلك الدول المضيفة على مواصلة توفير الحماية الدولية [لأولئك] اللاجئين المحتاجين إليها."	1
"وأكدوا مجددا دعوتهم لجميع الأطراف الأفغانية للعمل معا من أجل السلام وإقامة حكومة ذات قاعدة عريضة ومتعددة الأعراق وتمثل الجميع."	1
"13 - يشجع الدول الأعضاء في الأمم المتحدة على التعاون من أجل حل كافة القضايا العالقة بهدف التوصل، بتوافق الآراء، إلى اعتماد مشروع الاتفاقية الشاملة بشأن الإرهاب الدولي ومشروع الاتفاقية الدولية لقمع أعمال الإرهاب النووي؛"	1
"وعلى المستوى دون الإقليمي، سيزيد المكتب تعاونه، لا سيما مع الجماعة الاقتصادية والنقدية لوسط أفريقيا، والجماعة الاقتصادية لدول وسط أفريقيا، والقوة المتعددة الجنسيات التابعة للجماعة الاقتصادية والنقدية لوسط أفريقيا، في المجالات الأمن والإنذار المبكر والوقاية."	0
"وفي هذا الصدد، وعملاً ببيان مجلس السلام والأمن الصادر في 25 تشرين الثاني/نوفمبر 2014، نطلب من المفوضية وبلدان المنطقة مضاعفة جهودها المشتركة لحشد الدعم الدولي اللازم، بما في ذلك اعتماد مجلس الأمن التابع للأمم المتحدة لقرار مجلس الأمن التابع للأمم المتحدة. قرار يدعم إنشاء ونشر قوة العمل المشتركة المتعددة الجنسيات، فضلاً عن إنشاء صندوق استئماني."	1
"1 - تؤكد سورية مرة أخرى على المبادرة التي أطلقتها منذ أكثر من عشرين عاماً لعقد مؤتمر دولي برعاية الأمم المتحدة لتعريف الإرهاب والتمييز بينه وبين نضال الشعوب ضد الاحتلال الأجنبي."	1
"وأشار أعضاء المجلس إلى أنه ينبغي لجميع المرشحين بذل كل جهد من أجل الحفاظ على بيئة هادئة وسلمية، وممارسة ضبط النفس، وانتظار النتائج التي سيتم إعلانها وفقا للإجراءات الدستورية الوطنية، وحل خلافاتهم سلميا، من خلال الآليات القانونية وآليات الوساطة القائمة، بما في ذلك لجنة الوساطة الوطنية"	1
"(ي) الاحتجاز غير المشروع والمعاملة التعسفية في السجون الإريترية والمعاملة اللاإنسانية وسوء مستويات الغذاء والإقامة في معسكرات الاحتجاز؛"	0
"وأحث الجانب الأبخازي بشكل خاص على الوفاء بالتزاماته السابقة والسماح بفتح مكتب فرعي لحقوق الإنسان في غالي، والسماح بتدريس الشباب المحليين بلغتهم الجورجية الأصلية، وقبول نشر ضباط شرطة بعثة مراقبي الأمم المتحدة في جورجيا في منطقة غالي."	1
"غينيا بيساو هي إحدى الدول الرائدة."	0
"\"ويشدد مجلس الأمن على أهمية إحراز أطراف اتفاق السلام الشامل تقدما سريعا بشأن سبل المضي قدما في استفتاء أبيي، والقضايا المعلقة في اتفاق السلام الشامل، وبشأن حل القضايا الحاسمة بعد الاستفتاء بطريقة سلمية تعود بالنفع على الطرفين، بما في ذلك قضايا الحدود والأمن والمواطنة والمساواة بين الجنسين. الديون والأصول والعملة والموارد الطبيعية."	1
"وإذ يؤكد الالتزام الواقع على عاتق جميع الدول الأعضاء بتنفيذ القرار 1373 (2001) بالكامل، بما في ذلك ما يتعلق بأي عضو في حركة طالبان وتنظيم القاعدة، وأي أفراد وجماعات ومؤسسات وكيانات مرتبطة بحركة طالبان والقاعدة. تنظيم القاعدة، الذين شاركوا في تمويل وتخطيط وتسهيل وإعداد أو ارتكاب أعمال إرهابية أو في دعم الأعمال الإرهابية، وكذلك في تسهيل تنفيذ التزامات مكافحة الإرهاب وفقا لقرارات مجلس الأمن ذات الصلة،"	0
"ويبلغ العدد الإجمالي للقضايا التي تلقاها الفريق حتى الآن 378 قضية، منها 23 قضية مغلقة."	0
"قرار مجلس الأمن 2046 (2012)، مرجع سابق. 4"	0
"وفي القرار 1820 (2008)، يشجع المجلس الأمين العام على أن يقوم، بالتشاور مع النساء والمنظمات التي تقودها النساء، بوضع آليات فعالة لحماية النساء والفتيات في مخيمات اللاجئين والنازحين داخلياً وفي المناطق المحيطة بها، وخاصة من العنف الجنسي وغيره من أشكال العنف القائم على النوع الاجتماعي."	1
"على أساس يومي، الوصول الكامل إلى نظام مراقبة العملاء؛"	0
"أجرى أعضاء المجلس تبادلا عاما للآراء بشأن عدد من القضايا، وهي الحالة في الضفة الغربية وقطاع غزة، بما في ذلك الحاجة الملحة إلى إعادة بناء وإصلاح البنية التحتية للسلطة الفلسطينية من خلال الدعم القوي من المانحين، والحالة عبر الخط الأزرق والجهود الدبلوماسية المختلفة الجارية، بما في ذلك الاستعدادات لعقد مؤتمر دولي حول الشرق الأوسط."	1
"وإنني أشعر بالامتنان العميق لممثلي الخاص بالنيابة، ديفيد غريسلي، ولنائب ممثلي الخاص، أرنولد أكودجينو، وكذلك لجميع موظفي الأمم المتحدة المدنيين والعسكريين في مالي، على عملهم الشاق المستمر في ظروف صعبة للغاية لاستعادة السلام الدائم. والاستقرار في البلاد."	1
"وفي هذا الصدد، شددت اللجنة أيضاً على أهمية الأحكام التي تقضي باحتجاز المحتجزين في أماكن معترف بها علناً، وضرورة التسجيل الصحيح لأسماء المحتجزين وأماكن الاحتجاز."	0
"ولا تتأكد العديد من الدول من البديل لشهادة الوفاة الذي قد يرضي اللجنة، ويوصي الفريق بأن تقدم اللجنة المزيد من التوجيهات بشأن ما تتطلبه من أجل النظر في إزالة فرد من القائمة بسبب وفاته."	1
"وضربت إحدى الدول مثال الأفراد الذين مُنعوا من الدخول خلال العقد الماضي للاشتباه في تورطهم في نشاط إرهابي دولي."	0
"قانون النقل البري عبر الحدود لعام 1998 (القانون رقم 4 لسنة 1998)."	0
"يقرر اعتماد الإعلان المرفق بشأن الجهد العالمي لمكافحة الإرهاب."	1
"\"ويجدد مجلس الأمن دعوته الدول إلى أن تصبح أطرافا في أقرب وقت ممكن في جميع الاتفاقيات والبروتوكولات الدولية ذات الصلة المتعلقة بالإرهاب وتنفيذ ما هي أطراف فيها."	1
"بدوره، رأى الممثل الخاص بانغورا أنه من أجل توفير حماية حقيقية للمدنيين، لا بد من إرساء المساءلة والوصول إلى العدالة، وكسر ثقافة الإنكار."	1
"يمكن توقع المواقف الصعبة في جميع أنحاء البلاد."	0
"وإذ يدعو المجتمع الدولي، ولا سيما بلدان المنطقة وجيران العراق، إلى دعم الشعب العراقي في سعيه لتحقيق السلام والاستقرار والأمن والديمقراطية والرخاء، ويرحب بمؤتمرات الجيران الموسعة التي عقدت في شرم الشيخ واسطنبول والكويت ودورهم في دعم جهود حكومة العراق لتحقيق الأمن والاستقرار في العراق، وما يترتب على ذلك من نتائج إيجابية على السلام والأمن الإقليميين والدوليين، وإذ يرحبون أيضا بمؤتمر الجيران الموسع الذي عقد في الكويت في 22 نيسان/أبريل وافق عام 2008 على اختصاصات آلية الدعم، وإذ يلاحظ أن التنفيذ الناجح لهذا القرار سيسهم في الاستقرار الإقليمي،"	1
"ودعا بعض الأعضاء المجلس إلى تقديم مساهمة أقوى في الجهود الرامية إلى إعادة الطرفين إلى المفاوضات الرامية إلى التوصل إلى حل الدولتين، وقالوا إن المستوطنات الإسرائيلية تقوض احتمالات السلام."	1
"وفي هذا المناخ الذي يتسم بانعدام الأمن على نطاق واسع، تتعرض حرية الرأي للأحزاب السياسية للتهديد أو التقييد."	0
"وإذ يؤكد من جديد بيان رئيسه المعتمد في اجتماع المجلس على مستوى رؤساء الدول والحكومات في 31 كانون الثاني/يناير 1992 (S/23500)، بما في ذلك ضرورة وفاء جميع الدول الأعضاء بالتزاماتها فيما يتعلق بتحديد الأسلحة ونزع السلاح و منع الانتشار بجميع جوانبه لجميع أسلحة الدمار الشامل،"	1
"وبالإضافة إلى الأمل المتجدد لشعب الجمهورية، أتاحت هذه التغييرات لبعثة الأمم المتحدة للإدارة المؤقتة في كوسوفو فرصة جديدة لتحسين مشاوراتها مع السلطات الاتحادية، والدخول في حوار بناء بشأن القضايا ذات الاهتمام المشترك."	1
"ويدعو مجلس الأمن الدول الأعضاء إلى التعاون على نحو سريع لحل جميع القضايا العالقة بهدف اعتماد مشروع الاتفاقية الشاملة بشأن الإرهاب الدولي."	0
"ورحب الزعماء بالبيان الذي أدلى به رئيس مجلس الأمن في 14 تموز/يوليه 2005، وأعربوا عن دعمهم لمبادرة ممثلي الخاص. ومع ذلك، فقد استغلوا هذه المناسبة أيضًا للتعبير عن مخاوفهم من احتمال لجوء الرئيس يوسف ورئيس الوزراء جيدي إلى مواجهة مسلحة معهم."	1
"لقد رأينا أن العملية يجب أن تتم بطريقة تسمح لجميع الأفغان بالمشاركة على قدم المساواة في الانتخابات، مع الأخذ في الاعتبار الصعوبات التي نواجهها فيما يتعلق بالأمن."	0
"ويشير تقرير بعثة التقييم إلى القلق المتزايد بشأن الآثار الإنسانية والاقتصادية للأزمة على منطقة الساحل."	0
"وفي قرار مجلس الأمن 1624 (2005)، الذي يركز على التهديد الذي يشكله التحريض على ارتكاب أعمال إرهابية، يؤكد المجلس أنه يجب على الدول أن تكفل امتثال أي تدابير تتخذ لتنفيذ القرار لجميع التزاماتها بموجب القانون الدولي، بما في ذلك القانون الدولي الإنساني. قانون الحقوق."	1
"وبما أن فئات الجرائم الدولية قد وردت في مكان آخر من التقرير، فقد يكفي هنا التذكير بإيجاز بمختلف أشكال المشاركة في الجرائم الدولية التي تؤدي إلى المسؤولية الجنائية الفردية."	1
"مرفق طيه برامج عمل اللجنة المنشأة عملا بالفقرة 6 من قرار مجلس الأمن 1373 (2001) ومديريتها التنفيذية، التي تغطي الفترة من 1 تموز/يوليه 2010 إلى 31 كانون الأول/ديسمبر 2010 (انظر المرفقات)."	0
"ويتعلق هذا الشطب بمستحقات مستحقة الدفع منذ أكثر من عامين بسبب دفع مبالغ زائدة لأحد الموظفين."	0
"أعربت الفصائل الفلسطينية الكبرى في لبنان عن قلقها إزاء الأحداث وأعلنت نأيها بنفسها عن فتح الإسلام."	0
"إن أعمال الإرهاب والترهيب هذه، التي تشكل نمطاً من الهجوم ليس فقط ضد المواطنين اللبنانيين، بل أيضاً ضد مبادئ المجتمع الديمقراطي المنفتح الذي يشمل حرية الصحافة، يجب أن تتوقف."	0
"يشجع البلدان المساهمة بقوات عسكرية وقوات شرطة، بالتشاور مع الأمين العام، على النظر في الخطوات التي يمكن اتخاذها لزيادة الوعي واستجابة أفرادها المشاركين في عمليات الأمم المتحدة لحفظ السلام لحماية المدنيين، بما في ذلك النساء والأطفال، ومنع العنف الجنسي ضد المرأة. والفتيات في حالات النزاع وما بعد النزاع، بما في ذلك، حيثما أمكن، نشر نسبة أعلى من قوات حفظ السلام أو الشرطة."	1
"وذكر الممثل الخاص أن القتال لا يبشر بالخير بالنسبة للتوصل إلى اتفاق بين الأطراف المتحاربة خلال محادثات السلام التي تقودها الهيئة الحكومية الدولية المعنية بالتنمية، والمقرر عقدها في 6 تشرين الثاني/نوفمبر."	1
"ثلاثة نماذج لمستقبل المكتب تتمتع بالمصداقية:"	0
"ومن المقرر إنشاء نظام يتم بموجبه إحالة ضحايا الاستغلال والاعتداء الجنسيين، على أساس كل حالة على حدة، إلى منظمة غير حكومية تقدم الدعم اللازم."	0
"56 - يشجع الدول الأعضاء، عند إلغاء تجميد أصول أي فرد أو كيان متوفى أُبلغ عن أو تأكد أنه لم يعد له وجود نتيجة لرفع اسمه من القائمة، على التذكير بالالتزامات المنصوص عليها في القرار 1373 (2001)، ولا سيما: لمنع استخدام الأصول غير المجمدة لأغراض إرهابية؛"	1
"نواب الرئيس: أذربيجان والبرتغال والمملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية"	0
"وينبغي للدول أن تتبنى نهجا شاملا في رفض الملاذ الآمن، حيث يلزم اتخاذ العديد من التدابير المترابطة لضمان الفعالية. وتشمل هذه التدابير التشريعية وإنفاذ القانون ومراقبة الحدود والتدابير المتعلقة باللاجئين واللجوء."	0
"وسيحتاج تنفيذ التغييرات في هيكل الشرطة في البوسنة والهرسك إلى دعم خبراء الشرطة الدوليين."	1
"من المحتمل أن تؤدي الارتباطات الأوثق أو الأفضل تنظيمًا بين الشركات التابعة إلى زيادة التهديد الذي تشكله."	1
"\"ويعرب مجلس الأمن عن بالغ قلقه إزاء العواقب المترتبة على أزمة اللاجئين الناجمة عن الصراع في سوريا، والتي لها أثر مزعزع للاستقرار في المنطقة برمتها."	0
"ونحن نعلم أن حالات الصراع تتسم عادة بانهيار القانون والنظام."	0
"4 - تقترح المذكرة أن يبدأ مجلس الأمن عملية \"مراجعة استراتيجية\" رسمية للنظر في كيفية تأثير التقاطع بين الجريمة عبر الحدود والإرهاب على جهوده لمنع نشوب الصراعات وحل الصراعات، ولا سيما في أفريقيا، والنظر في الأدوات المتاحة واستخدامها لتقليص الحيز الاستراتيجي الذي توفره الجريمة عبر الحدود للجماعات الإرهابية."	1
"وفي الواقع، فإن العديد من القوانين المعمول بها في السودان اليوم تتعارض مع المعايير الأساسية لحقوق الإنسان."	0
"\"ويؤكد مجلس الأمن من جديد أهمية عمل اللجان المنشأة عملا بالقرارات 1267 (1999) و 1373 (2001) و 1540 (2004)، ويواصل دعمه وتوجيهه لهذه اللجان."	1
"كما دعوا القوات الجديدة إلى أن تبدأ، في أقرب وقت ممكن، قبل 15 تشرين الأول/أكتوبر، ودون شروط مسبقة، عملية التسريح ونزع السلاح وإعادة الإدماج، التي وافقوا عليها في أكرا. وشددوا على ضرورة نزع سلاح جميع الجماعات شبه العسكرية والميليشيات."	1
"وكما ورد سابقًا، من المتوقع أن يتم الانتهاء من تدمير جميع مرافق إنتاج الأسلحة الكيميائية البالغ عددها 12 مرافق بحلول نهاية يونيو/حزيران 2015، مع احتمال حدوث تأخير طفيف."	0
":: الاستفادة من حلقة العمل المشتركة بين المديرية التنفيذية ومنظمة الأمن والتعاون في أوروبا في آسيا الوسطى المقرر عقدها في تشرين الثاني/نوفمبر 2010 بشأن القرار 1624 (2005) ومكافحة التحريض بدافع التطرف، من خلال مبادرات مماثلة في مناطق أخرى"	1
"الحالة في تشاد وجمهورية أفريقيا الوسطى والمنطقة دون الإقليمية (S/PRST/2010/29)"	0
