"en_es_TRANSFORMERS"	"VerCoop"
"a) Garantice la protección de los civiles, incluido el personal humanitario, que se encuentren en peligro inminente de sufrir violencia física;"	0
"Esto también serviría para promover la cooperación regional en la lucha contra el terrorismo."	1
"b) Mejoramiento del sistema de agua dulce potable y transporte al emplazamiento."	0
"59. La misión examinará con las autoridades ugandesas los medios y arbitrios para resolver este conflicto, incluida la aplicación de la ley de amnistía para los miembros del Ejército de Resistencia del Señor que no sean responsables de las violaciones más graves de los derechos humanos y del derecho internacional humanitario, en el contexto de los recientes intentos de negociación y de las actuaciones iniciadas por la Corte Penal Internacional para enjuiciar a los responsables de violaciones graves de los derechos humanos y del derecho internacional humanitario."	1
"b) Elaborar el presupuesto anual del Fondo;"	0
"Las disposiciones de la Ley No 656/2002 para prevenir y combatir el blanqueo de capitales coinciden con las de la Directiva No 2001/97/CE del Parlamento Europeo y del Consejo Europeo, de 4 de diciembre de 2001, por la que se modifica la Directiva No 91/308/CEE del Consejo Europeo relativa a la prevención de la utilización del sistema financiero para el blanqueo de capitales."	1
"Donaciones de la OPAQ a la República del Paraguay"	0
"Teniendo en cuenta que muchas dependencias de inteligencia financiera del Asia meridional se establecieron recientemente, el desarrollo de las capacidades es una preocupación prioritaria."	0
"3. Exhorta a todos los Estados a que prosigan los esfuerzos internacionales por mejorar el diálogo y ampliar el entendimiento entre las civilizaciones, en un esfuerzo por impedir que se ataque indiscriminadamente a diferentes religiones y culturas, y a que adopten todas las medidas que sean necesarias y apropiadas y de conformidad con las obligaciones que les incumben en virtud del derecho internacional para combatir la incitación a la comisión de actos terroristas motivados por el extremismo y la intolerancia e impedir la subversión de las instituciones educativas, culturales y religiosas por parte de los terroristas y sus partidarios;"	1
"En las secciones siguientes se describen las conclusiones fácticas de la Comisión en relación con las pautas de los ataques contra civiles en los tres estados de Darfur."	0
"Varias cifras locales se han relacionado con las operaciones de Shabaab en Puntlandia, en particular Mohamed Ismail Kinkin y Mohamed Sa'id \"Atom\" (véase la sección D infra)."	0
"En la actualidad no está claro cuándo se podría llegar a un acuerdo sobre la reestructuración de la policía que permita el inicio de las negociaciones, pero la Unión Europea está dispuesta a ayudar en nuevas negociaciones una vez que se alcance un acuerdo que satisfaga las condiciones de la Comisión Europea."	1
"El Presidente, junto con los Presidentes del Comité del Consejo de Seguridad establecido en virtud de la resolución 1373 (2001) relativa a la lucha contra el terrorismo y el Comité del Consejo de Seguridad establecido en virtud de la resolución 1540 (2004), celebró dos reuniones informativas conjuntas con el Consejo en 2013."	1
"El Consejo de Seguridad reitera su llamamiento a todas las partes en los conflictos armados, incluidas las partes no estatales, para que cumplan plenamente las disposiciones de la Carta de las Naciones Unidas y las normas y principios del derecho internacional, en particular el derecho internacional humanitario y, en su caso, el derecho de los derechos humanos y el derecho de los refugiados, y apliquen plenamente las decisiones pertinentes del Consejo de Seguridad."	1
"En consultas privadas, el Enviado Especial informó al Consejo sobre sus prioridades, consultas preliminares e ideas sobre el camino a seguir y dijo que el comunicado de Ginebra de 30 de junio de 2014 seguía siendo válido y que había establecido los parámetros generales para una futura solución negociada."	1
"Reiterando la obligación de los Estados Miembros de prevenir y reprimir la financiación de actos terroristas y de tipificar como delito el suministro o la recaudación intencionales, por cualquier medio, directa o indirectamente, de fondos por sus nacionales o en sus territorios con la intención de que esos fondos se utilicen, o a sabiendas de que se utilizarán, para perpetrar actos terroristas,"	1
"23. Alcance del embargo de armas El Comité pide al Equipo de Vigilancia que elabore un documento en el que se recopilen las experiencias de los Estados en relación con la amenaza de los explosivos civiles e improvisados."	0
"464. El Comité formuló recomendaciones en las esferas de la seguridad, la ayuda humanitaria, el mejoramiento de la estructura social, los servicios y el desarrollo, la apertura de puestos de policía con logística adecuada para responder rápidamente a las crisis y la incautación de armas en las manos equivocadas."	1
"Al mismo tiempo, la asociación con otros Estados Miembros también es crucial para el éxito."	0
"La mayoría de los Estados tienen capacidad limitada para congelar fondos y activos sin demora, y ningún Estado aplica medidas adecuadas para proteger a las organizaciones sin fines de lucro de la financiación del terrorismo."	0
"12. Dada la profunda desconfianza que ha prevalecido entre el pueblo libanés hacia sus autoridades judiciales y de seguridad, la Comisión se ha convertido en una fuente de grandes expectativas y esperanzas de cambio, así como en una \"interfaz\" entre el pueblo libanés y sus autoridades."	1
"Se reunió con dirigentes del Movimiento Patriótico de la Côte d'Ivoire (MPCI) en Bouaké, así como con importantes organizaciones de derechos humanos, la sociedad civil y organizaciones de paz, altos funcionarios eclesiásticos, cristianos e islámicos, el equipo de las Naciones Unidas en el país, miembros del cuerpo diplomático y personal militar."	1
"o El 9 de noviembre de 2014, helicópteros del régimen arrojaron múltiples bombas de barril sobre la ciudad de Dael, matando a 6 personas, incluidos 2 niños, además de dañar edificios residenciales."	0
"El UNICEF, la OMS y el UNFPA están prestando apoyo al Ministerio de Salud en la finalización de la estrategia nacional sobre salud reproductiva e maternoinfantil."	0
"c) Alentar a los Estados a que adopten medidas para prevenir el uso indebido de redes informales de remesas de trabajadores con fines de financiación del terrorismo."	1
"i) Intensifique su cooperación con las organizaciones internacionales, regionales y subregionales y elabore formas de trabajar con esas organizaciones caso por caso, lo que refleja la variación de la capacidad y el mandato de cada organización, incluidos los intercambios a nivel de trabajo, las reuniones informativas con el Comité y con el Comité, y la mejora de los arreglos de intercambio de información;"	1
"El Comité seguirá centrándose en la supervisión y promoción de la aplicación por los Estados Miembros de la resolución 1373 (2001) y en la adopción de medidas prácticas para aumentar la capacidad de los Estados en la lucha contra el terrorismo, incluidas medidas encaminadas a facilitar la asistencia técnica."	1
"El 10 de mayo, el Representante Especial del Secretario General para Timor-Leste, Sr. Kamalesh Sharma, informó al Consejo en una sesión pública."	1
"29. Un nuevo gobierno de la República Srpska, dirigido por la Alianza de Socialdemócratas Independientes (SNSD) de Milorad Dodik, asumió sus funciones a principios de marzo."	0
"188. Los testimonios de numerosos incidentes publicados en esos informes indican que las fuerzas asaltantes llevan uniforme, pero distinguen entre los uniformes que llevan los militares regulares y los Janjaweed."	0
"Además de renovar la esperanza para el pueblo de la República, estos cambios han brindado a la UNMIK una nueva oportunidad de mejorar sus consultas con las autoridades federales y de entablar un diálogo constructivo sobre cuestiones de interés mutuo."	1
"Producción de petróleo (barril/día): 2,36 millones (2001)"	0
"5. Exhorta a todos los Estados a que sigan adoptando medidas urgentes para hacer cumplir y reforzar mediante leyes o medidas administrativas, cuando proceda, las medidas impuestas en virtud de leyes o reglamentos nacionales contra sus nacionales y otras personas o entidades que operan en su territorio, prevenir y castigar las violaciones de las medidas a que se hace referencia en el párrafo 1 de la presente resolución, e informen al Comité de la adopción de esas medidas, e invita a los Estados a que informen al Comité de los resultados de todas las investigaciones o medidas coercitivas conexas, a menos que ello comprometa la investigación o las medidas coercitivas;"	1
"El Consejo de Seguridad insta a los Estados Miembros a que mejoren la cooperación bilateral, internacional, regional y subregional para impedir los viajes de combatientes terroristas extranjeros desde sus territorios o a través de ellos, incluso mediante un mayor intercambio de información con el fin de identificar a los combatientes terroristas extranjeros, comprender las pautas de viaje de los combatientes terroristas extranjeros y compartir prácticas en la evaluación de los riesgos de los viajeros basada en pruebas y la detección de fronteras, señalando la necesidad de abordar los problemas que plantean las rutas evasivas de viaje de los combatientes terroristas extranjeros."	1
"Somalia está viviendo un momento de cambio y optimismo sin precedentes, y es importante aprovechar la oportunidad."	0
"Que se celebrará el jueves 10 de julio de 2014, a las 10.00 horas"	0
"En este contexto, el Consejo de Seguridad acoge con beneplácito la decisión de la Cumbre de la Unión Africana celebrada en Sirte el 3 de julio de aumentar la dotación de efectivos de la AMISOM a los niveles de efectivos que se le han encomendado y su llamamiento a los Estados miembros de la Unión Africana para que proporcionen el personal militar y de policía necesario."	1
"Exhorta a las partes en los conflictos armados a que asuman y cumplan compromisos concretos y con plazos determinados para combatir la violencia sexual, que deberían incluir, entre otras cosas, la emisión de órdenes claras por medio de cadenas de mando que prohíban la violencia sexual y la prohibición de la violencia sexual en los códigos de conducta, manuales militares sobre el terreno o equivalentes; y exhorta además a esas partes a que asuman y cumplan compromisos concretos sobre la investigación oportuna de los presuntos abusos a fin de que los autores rindan cuentas de sus actos;"	1
"35. Las Fuerzas Nacionales de Liberación (Palipehutu-FNL), que representan una amenaza para la seguridad de Burundi y de la región en su conjunto, deben unirse al campamento de paz sin demora."	1
"El respeto de los derechos de los demás, incluidos los opositores políticos, tiene que convertirse en la prueba clave para todos aquellos que aspiran a conducir al país hacia la estabilidad, la unidad y la prosperidad."	1
"Además, el Consejo de Seguridad exhorta a todos los agentes a que adopten las medidas adecuadas y necesarias para garantizar el respeto de los principios de la protección de los refugiados y las obligaciones contraídas en virtud del derecho de los refugiados, incluido el carácter civil y humanitario de los campamentos de refugiados."	1
"El Consejo de Seguridad insta a los Estados y a las organizaciones internacionales, así como al sector privado, a que compartan pruebas, información e inteligencia, según proceda, con fines de represión de la piratería, incluso para asegurar el enjuiciamiento efectivo de los sospechosos y el encarcelamiento de los piratas condenados, y alienta las iniciativas actuales y futuras a este respecto."	1
"En mayo de 2004 se reunieron todos los aspectos de la educación de la policía en el marco de un programa separado y se ha llegado a un acuerdo sobre la creación de un sistema de capacitación para toda Bosnia y Herzegovina."	1
"La comisión, que estaría presidida por un miembro internacional, debería estar integrada por personas con una reputación internacional reconocida, algunas especializadas en derecho (en particular en derecho internacional, responsabilidad civil o derecho mercantil), otras en contabilidad, ajuste de pérdidas y daños ambientales."	1
"En muchos Estados, las deficiencias en la capacidad institucional y la escasez de recursos dificultan el establecimiento de prioridades en la lucha contra el terrorismo."	0
"Las partes informaron a la misión de que estaban convencidas de que el Acuerdo de Uagadugú había puesto fin al conflicto armado y de que la persistente crisis política sólo podía resolverse mediante la celebración de las elecciones."	1
"10. Invita al Secretario General a que presente un informe al Consejo de Seguridad sobre las oportunidades y los problemas con que tropieza la cooperación entre las Naciones Unidas y las organizaciones regionales y subregionales en el mantenimiento de la paz y la seguridad internacionales, y alienta al Secretario General a que estudie con las organizaciones regionales la posibilidad de concertar acuerdos que establezcan un marco para la cooperación de las organizaciones regionales con las operaciones de mantenimiento de la paz dirigidas por las Naciones Unidas y sus contribuciones a ellas, teniendo debidamente en cuenta las directrices de cooperación ya establecidas entre las Naciones Unidas y algunas organizaciones regionales;"	1
"El Comité contra el Terrorismo, establecido en virtud de la resolución 1373 (2001) del Consejo, había desempeñado un papel fundamental a este respecto."	1
"Este fue otro ejemplo de un ataque conjunto planificado y organizado por las fuerzas gubernamentales y los Janjaweed, durante el cual se cometieron matanzas en masa y ejecuciones sumarias."	0
"El Consejo de Seguridad reafirma que el terrorismo en todas sus formas y manifestaciones constituye una de las amenazas más graves a la paz y la seguridad internacionales, y que todo acto de terrorismo es criminal e injustificable, independientemente de su motivación, dondequiera, cuandoquiera y por quienquiera que sea cometido."	1
"13. La situación en Sierra Leona (27 de noviembre de 1995; 30 de noviembre de 2012)."	0
"46. La Ley de registro financiero no regula el movimiento de metales preciosos."	0
"Sugiero también al Consejo de Seguridad que autorice al Secretario General a prestar toda la asistencia que considere necesaria a la comisión trilateral establecida por los Gobiernos fraternales de Honduras, El Salvador y Nicaragua, a fin de permitir la negociación y el funcionamiento del régimen de cosoberanía en el Golfo de Fonseca para reanudar, con miras al desarrollo social, económico y ambiental integral del Golfo."	1
"En octubre y noviembre se realizaron rondas de vacunación."	0
":: Estudiar la forma en que los objetivos de consolidación de la paz y las necesidades específicas de los países que salen de un conflicto pueden reflejarse en el marco posterior a 2015."	1
"En primer lugar, la SAT calcula el flujo de caja proyectado que habría recibido hasta 2009, pero para la invasión, el flujo de efectivo \"sin invasión\"."	0
"En el informe también se deberían determinar las contribuciones que podría hacer el Consejo a la aplicación efectiva del derecho humanitario vigente y se debería examinar si existen lagunas importantes en las normas jurídicas existentes, mediante el examen de los informes recientes a este respecto."	1
"Las reuniones cuatripartitas semanales permitieron a las dos partes, junto con la UNOMIG y la fuerza de mantenimiento de la paz de la CEI, examinar periódicamente cuestiones relacionadas con la seguridad en la zona de conflicto."	1
"Destacando en este contexto la importancia de que el Gobierno [del país afectado] siga avanzando para poner fin a la impunidad y fortalecer las instituciones judiciales, el estado de derecho y el respeto de los derechos humanos en [el país afectado], en particular para las mujeres y las niñas, y en la reconstrucción y reforma del sector penitenciario en [el país afectado]."	1
"Expresó la esperanza de que el debate del Consejo aumentara la conciencia acerca de las necesidades futuras, ayudara a generar un nivel suficiente de apoyo político, financiero, humano y logístico y, de ese modo, promoviera el objetivo común de utilizar el instrumento del mantenimiento de la paz para promover la paz y la seguridad internacionales."	1
":: Reglamento General a que se refiere el artículo 140 de la Ley General de Instituciones y Empresas Mutuas de Seguros;"	0
"Subraya la necesidad de una estrategia general [nacional] de reforma del sector de la seguridad centrada en la profesionalización de las instituciones del sector de la seguridad, incluidos los órganos de supervisión, que contribuya a asegurar la coherencia y la eficiencia y a evitar duplicaciones o lagunas, alienta al mismo tiempo al Gobierno de [el país afectado] a que establezca una nueva asociación estratégica con [la misión] en la esfera de la reforma del sector de la seguridad a fin de determinar las prioridades de cada componente del sector de la seguridad y los posibles nuevos enfoques para [la misión] de prestar apoyo a las autoridades [nacionales] en la esfera de la reforma del sector de la seguridad a fin de fomentar la capacidad de las instituciones militares, de policía, de justicia y otras instituciones de seguridad para consolidar la autoridad [nacional] del Estado, y pide al Secretario General que informe sobre esas prioridades y enfoques en un anexo de su informe en [la fecha del informe];"	1
"En esa reunión, las partes acordaron una mayor cooperación en las cuestiones del estudio ferroviario y el regreso de los refugiados y los desplazados internos."	1
"2. Pagos efectuados o socorro prestado a terceros"	0
"Iranian Offshore Oil Company 253 - 267 63"	0
"o) Nkosazana Dlamini-Zuma, Presidenta de la Comisión de la Unión Africana."	0
"Existe una aceptación casi universal de que los problemas del Afganistán no pueden resolverse únicamente por medios militares."	1
"Nuestros padres fundadores no dejaron piedra sin mover para consagrar estos principios antiguos en nuestra Constitución."	0
"Se lograron progresos notables en el marco legislativo y normativo general para el sector de la seguridad, en particular con la promulgación por el Presidente de las leyes de seguridad nacional, defensa nacional y seguridad interna el 21 de abril."	1
"La situación en Sierra Leona (véanse S/2001/15/Add.7; véanse también S/2000/40/Add.50; S/2001/15/Add.4, 10, 13, 20, 26, 38, 45 y 51; S/2002/30/Add.2, 8, 12, 18, 20, 27, 38, 48 y 49; S/2003/40/Add.4, 12, 18, 28, 30, 34, 37 y 51; y S/2004/20/Add.10, 13, 22, 24, 37 y 51)."	0
"El Consejo de Seguridad acoge con beneplácito los importantes esfuerzos que siguen realizando la Unión Africana y las organizaciones subregionales, de conformidad con las resoluciones y decisiones del Consejo de Seguridad, para resolver conflictos, promover los derechos humanos, la democracia, el estado de derecho y el orden constitucional en África,"	1
"La resolución 1373 (2001) del Consejo de Seguridad mantiene plenamente su actualidad y sigue siendo un documento clave de las Naciones Unidas en la esfera de la lucha contra el terrorismo."	1
"La composición actual del grupo de expertos figura en el anexo I."	0
"2. Ley de 2005 sobre las armas de destrucción en masa (artículos 14 y 15)."	0
"El Consejo de Seguridad recuerda sus resoluciones 1265 (1999), de 17 de septiembre de 1999, y 1296 (2000), de 19 de abril de 2000, relativas a la protección de los civiles en los conflictos armados, así como las declaraciones de su Presidente de 12 de febrero de 1999 (S/PRST/1999/6), de 15 de marzo de 2002 (S/PRST/2002/6) y de 20 de diciembre de 2002 (S/PRST/2002/41), y reafirma la necesidad de mantener la protección de los civiles en los conflictos armados como tema importante del programa del Consejo."	1
"Se adjunta a la presente el programa de trabajo del Comité establecido en virtud del párrafo 6 de la resolución 1373 (2001) del Consejo de Seguridad para el período comprendido entre el 1° de julio y el 31 de diciembre de 2009 (véase el anexo)."	0
"Se cree que estas milicias operan principalmente bajo una estructura de gestión tribal."	0
"Durante la campaña se realizaron pruebas de detección del VIH a 9.814 personas, 7.295 mujeres y 2.519 hombres."	0
"En septiembre de 2004, China y la Organización para la Prohibición de las Armas Químicas celebraron conjuntamente, en Beijing, la Segunda Reunión Regional de Autoridades Nacionales de los Estados Partes en Asia."	0
"c) Alentar a los Estados a mejorar la seguridad fronteriza en los puntos de entrada a fin de impedir el movimiento transfronterizo ilícito de personas, carga y armas/explosivos, así como el transporte físico transfronterizo de divisas y otros instrumentos al portador."	1
"2. La situación en el Oriente Medio"	0
"A lo largo de 2007 se registraron más de 8.000 muertes en el Afganistán en incidentes en los que participaron insurgentes (A/62/722-S/2008/159, párr. 17), en comparación con 6.000 muertos en todo tipo de violencia en 2006."	0
"Es evidente que la Comisión tal vez no esté en condiciones de cumplir esas tareas si no ha establecido previamente: a) si las violaciones equivalen a crímenes internacionales y, en caso afirmativo, b) en qué categorías de crímenes caen (crímenes de guerra, crímenes de lesa humanidad, genocidio u otros crímenes)."	0
"Los progresos realizados -- y que no haya ninguna duda de que se han logrado -- deben considerarse en el contexto de los desafíos a los que se ha enfrentado Kosovo."	0
"El Consejo de Seguridad reitera su pleno apoyo a la fuerza multinacional de la CEMAC y pide que continúe la reestructuración de las fuerzas de defensa y seguridad de la República Centroafricana."	1
"La primera es la mejor manera en que el Comité puede garantizar que las medidas de sanciones promuevan la paz y la estabilidad en el Afganistán, y la segunda se refiere a las continuas impugnaciones judiciales a la aplicación de las medidas por parte de los Estados Miembros."	0
"El Viceministro de Relaciones Exteriores del Afganistán dijo que había sido un año de hitos importantes, pero que los logros habían tenido un precio y subrayó que el terrorismo seguía siendo una amenaza grave."	0
"También reconozco a los países que aportan contingentes y fuerzas de policía a la MONUSCO."	1
"En esa resolución, el Consejo pidió al Secretario General que estableciera, dentro de la Secretaría (Subdivisión de Órganos Subsidiarios del Consejo de Seguridad), un coordinador administrativo para recibir peticiones de personas y entidades incluidas en la Lista."	1
"El Equipo considera que una gran fuerza de la Comisión es que trabaja por consenso y que el recurso a los procedimientos de votación del Consejo de Seguridad a nivel de la Comisión socavaría una práctica de trabajo importante."	1
"Que se celebrará el miércoles 19 de diciembre de 2012, a las 15.20 horas"	0
"d) El enfrentamiento armado entre soldados de las F-FDTL y oficiales de la PNTL en el cuartel general de la PNTL el 25 de mayo, que causó numerosas heridas y la muerte de un soldado de las F-FDTL, Bure."	0
"Se ha difundido ampliamente entre las oficinas sobre el terreno."	0
"Esto quedó claro en el caso de la República Unida de Tanzanía, donde el valor de los diamantes no se controla en la exportación y se declara que es cinco veces inferior, sino que se declara correctamente en la importación a Amberes."	0
"En consecuencia, se espera que las cosechas en Darfur occidental y meridional hayan sido mejores en 2008 que en 2007."	0
"Recuerda que la protección de los civiles requiere una respuesta coordinada de todos los componentes pertinentes de la misión y alienta a [la misión] a que mejore la interacción, bajo la autoridad del Representante Especial del Secretario General, entre sus componentes civil y militar a todos los niveles y los agentes humanitarios, a fin de consolidar los conocimientos especializados sobre la protección de los civiles."	1
"Los alienta a redoblar sus esfuerzos para garantizar la seguridad de la población civil en su territorio, incluidos los extranjeros a los que dan refugio."	1
"El Consejo pide al Secretario General que siga proporcionando y desplegando orientación sobre cómo hacer frente a la violencia sexual para el despliegue previo y la capacitación inductiva del personal militar y de policía, y que ayude a las misiones a elaborar procedimientos específicos para hacer frente a la violencia sexual sobre el terreno y vele por que se preste apoyo técnico a los países que aportan contingentes y fuerzas de policía a fin de incluir orientación para el personal militar y de policía sobre cómo hacer frente a la violencia sexual en la capacitación previa al despliegue y la orientación inicial."	1
"El propósito de esas visitas era supervisar la aplicación, incluso reuniendo ejemplos de prácticas óptimas, difundir la labor del Comité, crear un consenso internacional vital para el éxito del régimen de sanciones, y vigilar la difusión y el alcance de Al-Qaida y los talibanes a fin de poder ofrecer sugerencias al Comité para su labor futura."	1
"Sin embargo, nos preocupan los acontecimientos recientes, que han sido testigos del aumento de las tensiones entre los miembros de las comunidades locales y las fuerzas de la Fuerza Internacional de Asistencia para la Seguridad."	0
"II. COMITÉ DEL CONSEJO DE SEGURIDAD ESTABLECIDO EN VIRTUD DE LA RESOLUCIÓN 1160 (1998)"	0
"La enmienda de la Ley No 61/1996 (Ley No 284/2004, de 8 de abril de 2004, con efecto a partir del 1o de septiembre de 2004 - nueva Ley contra el blanqueo de dinero) dispone que la UAF puede intercambiar información con autoridades extranjeras que tengan la misma competencia, ya sea en el ámbito determinado por un tratado internacional o sobre la base de la reciprocidad."	1
":: El artículo 85 de la Ley V de 2006 relativa a la información sobre las empresas públicas y los procedimientos de registro judicial y disolución voluntaria;"	0
"Tengo el honor de transmitir adjunto el informe del Comité del Consejo de Seguridad establecido en virtud de la resolución 2048 (2012) relativa a Guinea-Bissau, en el que figura una relación de las actividades del Comité entre el 1 de enero y el 31 de diciembre de 2014."	1
"No obstante, cada vez era más evidente una actitud más constructiva hacia la UNMIK."	1
"Hubo un amplio apoyo a los esfuerzos por neutralizar la amenaza planteada por las ADF y otros grupos armados en la parte oriental de la República Democrática del Congo, incluidas las FDLR, de conformidad con lo dispuesto en la resolución 2147 (2014)."	1
"Entre ellos figuran, entre otros, el ejército, el Servicio Nacional de Seguridad e Inteligencia, los servicios de inteligencia militar y los comités de seguridad de los tres estados de Darfur."	0
"El Comité alienta a su Dirección Ejecutiva a que siga centrándose en la aplicación de la resolución 1624 (2005), en particular prestando la debida atención a las cuestiones pertinentes, como la función de las nuevas tecnologías de la información y las comunicaciones, la promoción del diálogo, incluso a nivel nacional, a fin de promover la tolerancia, la diversidad y la inclusión, la creación de asociaciones estratégicas entre los gobiernos y los agentes no gubernamentales, la determinación de las funciones de las víctimas del terrorismo y la prevención de la subversión de las instituciones por los terroristas y sus partidarios."	1
"A fin de preservar la soberanía y la independencia de los Estados y de mantener la seguridad, la paz y la estabilidad internacionales, Siria exhorta a las Naciones Unidas y a sus órganos encargados de luchar contra el terrorismo y su financiación, incluidos el Consejo de Seguridad y su comité subsidiario especializado, así como el Consejo de Derechos Humanos, a que nieguen a los terroristas y a quienes los apoyan toda encubrimiento de sus prácticas destructivas."	1
"Sin embargo, cualquier cambio en los acuerdos tendría que ser mutuamente aceptable y mantenerse en consonancia con el principio de que las fuerzas militares deben mantener el statu quo durante la cesación del fuego y que se debe permitir que los observadores militares de la MINURSO ejerzan plena libertad de circulación, de conformidad con los principios básicos de mantenimiento de la paz."	1
"Las Naciones Unidas están examinando la mejor manera de fortalecer la capacidad de lucha contra el terrorismo de las misiones políticas especiales de las Naciones Unidas, las operaciones de mantenimiento de la paz y los equipos de las Naciones Unidas en los países."	1
"Por consiguiente, con el apoyo de la comunidad internacional y de las partes en el conflicto, la aplicación del acuerdo de cesación del fuego se llevará a cabo con seriedad."	1
"Cambiar la culpa, encontrar chivos expiatorios para los fracasos en Afganistán y pedir a aquellos que ya están haciendo más que hacer aún más es injusto e inaceptable y en última instancia será contraproducente."	0
"El 17 de octubre, el Jefe del Estado Mayor de Defensa de Nigeria anunció que se había llegado a una cesación de las hostilidades con Boko Haram, tras las conversaciones facilitadas por el Gobierno del Chad en Nyamena, y el 19 de octubre, el Gobierno del Chad declaró que se estaban celebrando negociaciones sobre un acuerdo de cesación del fuego y la liberación de las niñas secuestradas en Chibok, y el 4 de noviembre, el Gobierno Federal de Nigeria anunció que no se había llegado a ningún acuerdo, aunque continuaran las conversaciones."	1
"206. Los Estados de la subregión son muy conscientes de la amenaza de la financiación del terrorismo y alertan a los riesgos asociados."	0
"Establecimiento de mecanismos de vigilancia de los medios de comunicación para garantizar la vigilancia, la presentación de informes y la documentación eficaces de cualquier incidente, origen o contenido que incite a los \"medios de odio\"."	1
"Se transfirieron a las fiscalías de Bosnia y Herzegovina, Croacia y Serbia 17 expedientes con material de investigación sobre 43 sospechosos."	0
"La primera es que las demandas de derechos humanos y libertad son universales y se propagarán por sí mismas a lo largo del tiempo, porque son aspiraciones humanas fundamentales."	0
"Visitó 30 lugares donde se produjeron incidentes y se reunió con las autoridades locales, en particular las fuerzas armadas."	1
"En las consultas privadas que siguieron, los miembros del Consejo expresaron su apoyo a la UNSMIL y tomaron nota de los esfuerzos de estabilización del Gobierno provisional."	1
"13. En el comunicado conjunto el Gobierno se comprometió a adoptar medidas para poner fin a la impunidad, investigar los casos denunciados de violaciones y velar por que todas las personas y grupos acusados de violaciones de los derechos humanos comparecieran ante la justicia sin demora."	1
"Los miembros expresaron su disposición a examinar, a su debido tiempo, informes actualizados sobre la planificación de una transición sin tropiezos hacia un marco de asistencia para el desarrollo sostenible para el final del mandato de la UNOTIL en mayo de 2006."	1
"81. El Equipo también está a cargo de un proyecto de equipo de tareas para producir documentales que ilustran la verdadera naturaleza del terrorismo que se ve a través de los ojos de los autores y las víctimas."	1
"El Consejo aprobó por unanimidad la resolución 2185 (2014), su primera resolución dedicada a las cuestiones policiales, que incluía una serie de medidas prácticas para aumentar la eficacia de la labor de las Naciones Unidas en materia de policía."	1
"En todo Kosovo, la responsabilidad de sus operaciones se ha transferido al Servicio de Policía de Kosovo, y la policía internacional desempeña una función de supervisión."	0
"Todas estas maniobras coinciden con declaraciones oficiales de línea dura encaminadas a impedir la reanudación del proceso de búsqueda de una solución política, aunque el Consejo de Seguridad, en su resolución 1598 (2005), de 28 de abril de 2005, reiteró su llamamiento a las partes y a los Estados de la región para que siguieran cooperando con las Naciones Unidas a fin de poner fin al estancamiento actual y avanzar hacia una solución política."	0
"El 31 de diciembre de 2011 expirará el mandato de la UNIOGBIS."	0
"Los programas de reforma de la administración local no deben esperar las negociaciones sobre el estatuto definitivo."	0
"Los grupos extremistas también atacaron a contratistas civiles que operaban para la MINUSMA; el 12 de octubre, elementos armados detuvieron un camión contratado y destruyeron la carga claramente marcada, dejando al conductor ileso; el 6 de noviembre, un camión de un contratista civil golpeó un artefacto explosivo a 40 kilómetros al sur de Almoustarat (región de Gao), hiriendo a tres; el 8 de noviembre, dos camiones civiles contratados por la MINUSMA fueron detenidos por elementos armados, que robaron a los conductores y amenazaron con quemar sus camiones si continuaban trabajando para la MINUSMA."	0
"En situaciones de conflicto armado, con arreglo al derecho internacional humanitario, la responsabilidad primordial de proteger y satisfacer las necesidades de los civiles recae en la parte bajo cuyo control se encuentran."	0
"Los resultados preliminares del censo de la administración pública indican una posible reducción del 8,3% en el número de empleados del sector público."	0
"d) Adopte un enfoque de la trata de personas centrado en las víctimas y basado en los derechos humanos, en particular proporcionando a las víctimas el derecho a permanecer en el país y el acceso a la protección jurídica y a servicios básicos, como tratamiento médico, educación y oportunidades de empleo equivalentes a las que se ofrecen a sus propios ciudadanos;"	1
"Sri Lanka dispone de medios para buscar datos por medios electrónicos."	0
"El Consejo de Seguridad expresa su disposición a examinar las recomendaciones concretas de su Grupo de Trabajo sobre los niños y los conflictos armados sobre las violaciones y los abusos cometidos contra los niños por las partes enumeradas en los anexos de los informes del Secretario General, siempre que ocurran, con miras a considerar la posibilidad de adoptar medidas al respecto, sin prejuzgar ni implicar una decisión del Consejo de Seguridad sobre la inclusión o no de una situación en su programa."	1
"3. Bangladesh 45 - 47 13 4."	0
"En consecuencia, no hay nombres que presentar."	0
"Informe del Secretario General sobre la situación en Malí (S/2014/403)."	0
"El orador ha mantenido numerosos intercambios con el Gobierno de Marruecos, que, antes de aceptar la reanudación de la diplomacia itinerante, ha solicitado una reunión para aclarar sus preocupaciones con respecto al último informe del Secretario General (S/2014/258), especificando que Marruecos considera que ello permitirá que el proceso avance de la mejor manera posible."	1
"En primer lugar, GPIC calculó un nivel de producción \"esperado\" de metanol de 26.774 toneladas métricas utilizando una tasa media de producción de 1.217 toneladas métricas de metanol por día, multiplicada por 22 días de escasez de dióxido de carbono."	0
"17. Consideramos que, en conjunto, las medidas mencionadas constituyen la base de un enfoque estratégico para el fortalecimiento de las fuerzas en pro de la paz en Somalia, que complementaría las medidas ya adoptadas por el Consejo para contener el conflicto."	0
"Al 13 de octubre de 2014, 37 marinos seguían siendo rehenes de piratas somalíes."	0
