"es_en_TRANSOFMERS"	"VerCoop"
"In particular, it recommends that the Committee amend paragraph 6 (i) of its guidelines so that the retention of the names of persons deemed to have died, together with entries selected by the Committee from all entries that have not been updated for four years or longer, is automatically considered annually, unless a member of the Committee expressly requests that the case of a person whose death has been reported not be considered."	1
"Recognizing that international cooperation and measures taken by Member States to prevent and combat terrorism must be in full conformity with the Charter of the United Nations,"	1
"In this regard, flexibility will be required during implementation to ensure that the framework is adjusted, as necessary, to respond to developments and changes in the context."	1
"Drinking water to renovate freshwater lentils would be obtained from other sources."	0
"Most States still have to incorporate into their national legislation the offences provided for in international counter-terrorism instruments."	0
"The last regrouping area and the Gitega demobilization centre officially closed on 10 and 15 August, respectively."	0
"Thematic meeting of the Security Council on the fight against terrorism"	1
"All States appear to be verifying passenger data upon arrival and departure, although for nine States the nature of the data used is unclear."	0
":: Another member reiterated his call for an international conference to make the Middle East a zone free of weapons of mass destruction."	1
"Noting with concern that terrorism continues to constitute a serious threat to international peace and security, the enjoyment of human rights and the social and economic development of all Member States, in addition to undermining global stability and prosperity, and that this threat has become more widespread, with an increase in terrorist acts in various regions of the world, including those motivated by intolerance or extremism, expressing its determination to combat this threat, and stressing the need for the fight against terrorism to remain a priority on the international agenda,"	1
"Secondly, he expressed concern about the quality of democracy in a place where the minority -- the Kosovo Serbs -- runs the risk of being overcome in a vote, I would say that I believe that the most important aspect of democracy is indeed the possibility of participation, of exercising the rights of a democracy and voting."	0
"The basis for this perspective is as follows:"	0
"III. LEGAL FRAMEWORK AND METHODS OF VERIFICATION AND ASSESSMENT 30 - 32 8"	0
"To be held on Thursday, 11 May 2000, at 8 p.m."	0
"The Council emphasized that reform of the defence and security sectors, the fight against impunity and the fight against illicit drug trafficking remained priority areas for peacebuilding in Guinea-Bissau and urged the country's armed forces to respect civilian authority and oversight."	1
"II. Subparagraphs 1 (c) and (d)"	0
"Following the consultations, the President of the Council issued a statement to the press in which Council members called on the authorities of that country and all parties concerned to overcome the obstacles to the freedom of movement of the impartial forces, and urged all parties to show responsibility and restraint in order to ensure that the next election campaign was conducted in peace according to the timetable envisaged."	1
"9. Convention on Laundering, Investigation, Seizure and Confiscation of the Proceeds from Crime, 1990."	0
"The situation in Somalia (17 March 1992; 26 May 2009)"	0
"The team engaged in bilateral discussions with the Government and the Coordinator of the National Movement for the Liberation of Azawad (MNLA), the High Council for the Unity of Azawad (HCUA) and the Arab Movement of Azawad (MAA), who are joined by the Coordinator of the Movements and Patriotic Fronts of Resistance (CMFPR-II) and a faction of the Azawad People's Coalition (CPA), on the one hand, and with the Government and the Platform of armed groups, composed of CMFPR-I, CPA and the other faction of the MAA, as well as with members of the Tuareg Imghad and Allied Self-Defence Group (GATIA) invited by the Platform, on the other."	1
"The Council stresses the importance and urgency of the restoration of justice and the rule of law in post-conflict societies, not only to recognize past abuses, but also to promote national reconciliation and help prevent the resurgence of conflicts in the future."	1
"1 x 600 000 francs = 600 000 CFA francs"	0
"Urges all parties concerned to fulfil their international obligations with regard to the protection of children affected by armed conflict, as well as the specific pledges they have made to the Special Representative of the Secretary-General for Children and Armed Conflict, UNICEF and other United Nations agencies, and to cooperate fully with United Nations peacekeeping missions and United Nations country teams... in the follow-up and implementation of those pledges."	1
"A combination of binomials, trinomials or polynomials is expected."	0
"In addition, it will continue to focus on promoting the implementation of resolution 1373 (2001) by States and on taking practical steps to enhance the capacity of States to combat terrorism."	0
"The head of the exploitation is Mr. Paulo Kalufele, the brother of Sandra, the widow of Savimbi."	0
"At the same time, it is imperative that all Somali parties, especially the transitional federal institutions, honour their promises to resolve the enormous political, economic and security challenges before them."	0
"It is clearly essential that States ensure that their control regimes, both military and civilian explosives, are as strict as possible."	1
"In addition, on 25 June, the Council of Eminent Persons presented to the Transitional Government a plan outlining priorities for the successful continuation of the transition: public security, justice, elections, political governance and economic measures."	1
"Reiterating further the obligation of Member States to prevent the movement of terrorist groups, including by imposing effective border controls and, in this context, their obligation to exchange information without delay and to enhance cooperation between the competent authorities to prevent the entry and exit of terrorists and terrorist groups from their territories, as well as the supply of weapons to terrorists and funds that could finance their activities,"	1
"The UNOCI military component will continue to implement its new concept of operations, work with the Licorne force to assist the parties in the implementation of the Facilitator's proposals on the reintegration of Forces nouvelles personnel into the national police and army and prepare emergency plans if necessary for stabilization interventions to prevent acts of violence aimed at thwarting the peace process."	0
"A third speaker indicated that, in the absence of a spirit of collaboration between the permanent and elected members, the Council would be constantly unable to move forward, as resolutions had to be adopted by nine votes."	1
"The benchmarks established jointly by the Malian authorities, MINUSMA and the United Nations country team focus on three priority tasks identified in Security Council resolution 2164 (2014), namely, security, stabilization and protection of civilians; support for national policy dialogue and national reconciliation; and support for the restoration of State authority throughout the country, the reconstruction of the Malian security sector, the promotion and protection of human rights and support for humanitarian assistance."	0
":: Several members stressed the need for the international community to engage collectively in promoting harmony and dialogue at the cultural and religious levels, noting that terrorism had no creed, culture or religion."	1
"The police responded to the fire before returning, at high speed, to headquarters."	0
"On 4 April, there was a tragic accident in which a MONUSCO-contracted aircraft crashed as it landed in Kinshasa."	0
"In addition, many United Nations entities identified these areas as priorities in the 2005-2007 action plan."	0
"The concept of operations will also assist donors in deciding on their further support to the Mission at the pledging conference to be held in Brussels on 7 July 2006."	0
"In addition, in accordance with the policy guidance adopted by the Committee on 25 May 2006, the Executive Directorate should also continue to advise the Committee on issues relating to international human rights law, refugee law and humanitarian law with regard to the identification and implementation of effective measures to implement resolution 1373 (2001), as well as on ways to ensure that the measures taken by Member States to implement the provisions of resolution 1624 (2005) comply with their obligations under international law, in particular international human rights, refugee and humanitarian law."	1
"220. The Commission recommends that special measures be taken to ensure the dignity and prevent the retraumatization of victims in judicial and non-judicial proceedings. VI. Conclusions and results A. Conclusions"	1
"Reduction of commercial activity (Turkey): Loss of profits"	0
"Across the border, in the Syrian Arab Republic, Jabhat al-Nusra, an AQI-affiliated entity, has seen its influence and number of combatants increase because of its involvement in the increasingly brutal civil war in the country."	0
"On 25 July, I informed the Security Council of my decision to appoint Peter van Walsum (Netherlands) as my Personal Envoy for Western Sahara to assist me in assessing the situation and exploring with the parties and neighbouring States and other stakeholders the best way out of the political impasse in which we find ourselves."	0
"Transparency is one of the essential principles governing the work and activities of the Committee, contributing to confidence-building, promoting greater cooperation, and raising awareness among States, relevant international, regional and subregional organizations, civil society and the private sector about issues related to resolution 1540 (2004), which facilitates their implementation by States. Transparency and media outreach are closely interrelated."	1
"Business losses or conventional use (United Arab Emirates): increased costs (transport costs)"	0
"The Group of Experts itself often saw trucks with obvious UFDD labels entering and leaving government buildings in El Geneina."	0
"In this regard, the Council commends the efforts made so far by the Central African Republic, the Democratic Republic of the Congo, the Republic of South Sudan and Uganda to put an end to the threat posed by LRA, and urges those countries, as well as other countries in the region, to continue their efforts."	1
"9. Expressed their sincere appreciation to the Islamic Republic of Iran for the excellent organization and generous hospitality that ensured the success of its first conference."	0
"The task of dealing with the Lord's Resistance Army appears to be largely left to the Governments of the region."	0
"\" The Security Council underlines the need for Member States in post-conflict situations, in consultation, inter alia, with civil society, including women's organizations, to address the specific needs and priorities of women and girls in their national strategies to improve their socio-economic conditions, their participation in income-generating activities and their access to education and basic services."	0
"I should be grateful if you would have the text of this letter and its annex circulated as a document of the Security Council."	0
"13. Expresses its intention to monitor closely the implementation of the above, and requests the Secretary-General to provide updated information thereon;"	0
"Council members expressed concern at reports that the Congolese armed forces were carrying out an offensive in Equateur province, called for the cessation of fighting without delay and called on all parties to exercise restraint."	0
"âThe Security Council reaffirms the obligation of all Member States to settle disputes and resolve conflicts in accordance with the Charter of the United Nations, and calls upon the international community to support, as appropriate, the efforts of regional and subregional organizations aimed at the peaceful settlement of disputes and the prevention and resolution of conflicts in accordance with the Charter of the United Nations and relevant Security Council resolutions."	1
"In particular, consideration should be given to expanding the dissemination of job announcements by referring them to professional associations and changing the language requirements of posts."	1
"âThe Security Council renews its call upon all States to become parties to all relevant international conventions and protocols related to terrorism as soon as possible and to implement those instruments to which they are already a party."	1
"Acronym of \"geographical information system\", a computerized database for managing and analysing site data."	0
"Noting with concern the continuing threat to international peace and security posed by Al-Qaida and other individuals, groups, undertakings and entities associated with it, reaffirming its determination to address all aspects of that threat, and taking into consideration the deliberations of the 1267 Committee on the recommendation of the 1267 Monitoring Team contained in its eleventh report to the 1267 Committee that Member States treat the Taliban and Al-Qaida individuals and entities and their affiliates in a different manner,"	1
"53. Confirms that no matter should be left pending before the Committee for more than six months, unless the Committee determines in any particular case, in accordance with its guidelines, that extraordinary circumstances require more time for consideration;"	0
"Finally, participants in the group stressed the need to be open to innovative mechanisms and to work to create comprehensive and mutually reinforcing systems in order to create linkages between the International Criminal Court, potential future hybrid courts and national agencies, as well as between criminal trials and reparations programmes."	1
"Many villages were reportedly attacked more than once, until they were completely destroyed."	0
"âThe Security Council stresses the need to address in a sustainable manner the root causes of the conflict in the eastern part of the Democratic Republic of the Congo and reiterates its support for the implementation of the commitments made under the Framework for Peace, Security and Cooperation for the Democratic Republic of the Congo and the Region, which is essential for achieving lasting peace and security in the Great Lakes region."	1
"The terms and conditions of these Conventions are applied under different royal decrees."	0
"Donations of the Organization for the Prohibition of Chemical Weapons to the Republic of Paraguay"	0
"(3) The offender shall be punished by imprisonment for a term of 5 to 15 years and, if the court deems it appropriate, by confiscation of property, or by an exceptional sentence:"	0
"Officials of organizations and States belonging to those other areas have assured the Team that their systems currently do not affect the ability of member States to prevent the entry of listed individuals, even if they are already within the area."	0
"While this is a good starting point, its long-term sustainability will only be achieved if the Government makes complementary efforts to address other socio-economic problems."	0
"In this regard, an understanding has been reached with the parties on the possibility of reviewing military agreements, in order to better respond to realities on the ground."	1
"(a) Gas masks for adults and their families (SAR 6,522,200);"	0
"In the statement, President Abbas also expressed his full support for the measures taken by the Government of Lebanon in recent weeks to prohibit the carrying of weapons outside Palestinian refugee camps, to put an end to illicit transfers of arms and persons and to exercise its monopoly over the use of force and its control over its entire territory."	1
"Losses falling outside this classification were grouped separately and discussed in a final subsection."	0
"Although attacks were also committed in 2001 and 2002, their magnitude, intensity and regularity increased significantly in early 2003."	0
"(iii) Enhancing the capacity of national authorities in [the affected area], including national police agencies, the judiciary and the prison system, to provide the necessary security for refugees, internally displaced persons, civilians and humanitarian workers, in accordance with international human rights standards."	0
"4. Decides to remain actively seized of the matter."	0
"It is important that the police have visibility and acceptance in the community as the main law enforcement agency."	0
"The Security Council has confirmed that financial sanctions also apply to the provision of hosting services for content and related services on the Internet, but terrorists and terrorist groups can make extensive use of Internet services."	0
"Council members further emphasized that national reconciliation, the preservation of a climate of security and stability, the administration of justice and the reconstruction of the country ultimately depended on the people and Government of Haiti."	1
"This would not affect the Commission's conclusion that the Government of the Sudan has not implemented a policy of genocide in Darfur."	1
"The International Monetary Fund (IMF) estimates gross domestic product growth of 8 per cent by 2013."	0
"2. The situation in the Middle East (18 July 1960; 22 December 2010)."	0
"This would entail stronger measures with regard to the eviction of those who, with the threat of violence, are using Serbian property illegally."	0
"There is a need to improve the exchange of information and also to encourage cooperation with States in other regions."	1
"âThe Security Council stresses the importance of a coordinated international response to the causes of conflict, recognizes the need to develop effective long-term strategies, and emphasizes the need for all United Nations bodies and agencies to adopt preventive strategies and take action within their respective areas of competence to assist Member States and regional and subregional organizations in eradicating poverty, strengthening development cooperation and assistance and promoting respect for human rights and fundamental freedoms."	1
"States should be able to apply the required legal measures, such as seizure of funds, whenever there is suspicion of money-laundering or financing of terrorist acts."	0
"On 16 August, the Secretary of State for Youth and Sports opened the Youth Parliament (see S/2010/85, para. 105), a forum consisting of 130 young people (including 66 girls) aged 12 to 17 who will receive two years of leadership and representational skills training and will have the opportunity to participate in a dialogue on policy issues affecting young people."	1
"This is the result of the political negotiation at the Somali National Reconciliation Conference, which is largely based on the power of militia leaders and their clan associations."	1
"49. Confirms that no matter should be left pending before the Committee for more than six months, unless the Committee determines, in any particular case, that extraordinary circumstances require more time for consideration, in accordance with the Committee's guidelines;"	1
"Member States should be requested to use, as necessary, INTERPOL's global police communications system âI-24/7â and INTERPOL's electronic weapons tracking system in their tracing activities."	1
"âThe Security Council recognizes the importance of helping to prevent future conflicts by addressing their root causes in a legitimate and just manner."	1
"7. Decides to remain seized of the matter."	0
"Mine-clearing project in the three northern provinces"	0
"By the end of the fourth round of negotiations, at the end of November, the positions of the parties on key issues had not changed."	1
"Emphasizes the importance of ensuring access by relevant organizations, as appropriate, to all prisons and places of detention of the [affected country], and calls for full respect for relevant international law, including humanitarian law and human rights law..."	1
"V. Claim No. 5000347 (Iran) 130"	0
"Many of these bodies include representatives of government offices responsible for areas other than criminal law enforcement, such as ministries of labour and social affairs."	0
"11. Encourages efforts to ensure the development of nuclear energy for peaceful purposes by countries wishing to maintain or develop their capabilities in this area within a framework that reduces the risk of proliferation and respects the highest international safeguards and safety standards;"	1
"Their departure must be gradual and progressive in order to preserve the gains made and the investments made and to prevent the country from falling into instability or conflict."	0
"Several delegations urged the Government of Mali to investigate human rights violations and expressed concern about the release of perpetrators of serious human rights crimes."	1
"Delegations agreed that the Consolidated List was useful and considered it an important part of national and international efforts to combat Al-Qaida and its partners."	1
"In some cases where the Committee considered that the information available was not sufficient to make a decision on the appropriateness of maintaining an entry on the List, it requested the Team to seek further information; this was especially true in cases where an individual was believed to have died but his death certificate or equivalent official documentation was lacking."	1
"(e) The Committee will attach great importance to coordination with experts from other subsidiary bodies of the Security Council relevant to counter-terrorism in preparing visits and streamlining reporting;"	1
"According to the claimant, it was not able to resume its activities until after 30 June 1991."	0
"Meanwhile, the uncooperative attitude of the local authorities, the absence of a comprehensive plan for the reform of the Ivorian Defence and Security Forces and the lack of agreement between the Ivorian parties on the deployment of Ivorian police and gendarmerie officers in the northern regions hampered the advice of the UNOCI police component to the Government of National Reconciliation on the restructuring of the Ivorian Defence and Security Forces and assistance in the re-establishment of a civilian police presence throughout the country."	0
"A more intensive public campaign would have prevented, among other things, misperceptions among the public regarding the determination of a special area around the monastery of Deçan/Dečani."	0
"The Council encourages the establishment or strengthening, as appropriate, of subregional or regional mechanisms for cooperation, coordination and exchange of information, including cross-border customs cooperation and information exchange networks, with a view to preventing, combating and eradicating the illicit trade in small arms and light weapons across borders."	1
"The Public Order Act 1972 contains a number of articles relating to incitement."	0
"In most cases, it may be provided in the form of a subsidy to be used to travel in regular commercial means of transport."	0
"Following this exchange of views, the Team has discussed this issue with the Committee and has contacted other States with similar programmes to expand its investigation."	1
"V. Humanitarian situation The number of victims of the conflict has stabilized: as at 1 September, some 3.3 million people in Darfur needed humanitarian assistance and the resident population constituted 45 per cent of all victims in the region, including 1.8 million internally displaced persons."	0
"Today I will emphasize only the following four aspects."	0
"However, the Deputy Prime Minister's Social Democratic Party has publicly stated that it will not withdraw from the MPA coalition in order not to jeopardize the stability of the Government."	1
"The forces of the Multinational Force will remain committed to acting in accordance with their obligations under international law, including the law of armed conflict."	1
"The participant added that the role of the political coordinators had changed greatly over the past 10 years and had become a more formalized and institutionalized part of each delegation."	1
"United Nations inspectors obtained data from the following sources:"	0
"(bb) Any other functions determined by the Committee."	0
"I have the honour to transmit herewith the report of the Security Council Committee established pursuant to resolution 2140 (2014), which reports on the activities of the Committee between 26 February and 31 December 2014."	0
"Preference was given to OTC foreign staff."	0
"The impunity of these high-ranking officials is unacceptable and prevents communities emerging from conflict from recovering sustainably."	0
"3. Stresses the need for closer coordination and enhanced exchange of information between the 1267 Committee (hereinafter referred to as âthe Committeeâ) and the 1373 Committee;"	1
"The competent authorities have requested that the deadline until 31 October 2005 for submitting the official request for amendment by the Government of Iraq be extended until 31 December 2005 in order to take full account of the communication problems between the competent authorities and suppliers regarding the extension of the shipping times and the validity periods of the letters of credit."	1
"In addition, it visited 30 locations where incidents had occurred and met with local authorities, in particular with representatives of the armed forces."	1
"âThe Security Council underlines that stability and security remain central to the political and economic reconstruction efforts of the Transitional Government and the international community."	1
":: The need for more consistent follow-up to the recommendations of the fact-finding mechanisms to ensure their effectiveness and credibility and to meet the expectations raised by their establishment, especially among victims;"	1
"The Mission continued to conduct awareness-raising activities within the framework of the âUN Caresâ strategy."	0
"Approximately 2 kilometres after passing the checkpoint, some 20 camouflaged soldiers approached the group of women with their vehicles and ordered them to stand up, firing several shots."	0
"Noting the work of the Global Counter-Terrorism Forum, in particular the publication of several framework documents and good practices, in areas including combating violent extremism, criminal justice, ransom kidnapping, support for victims of terrorism and community-oriented policing, to complement the work of United Nations counter-terrorism entities in these areas, and encouraging the Counter-Terrorism Committee Executive Directorate to continue its interaction with the Global Forum in its work with Member States to promote the full implementation of resolutions 1373 (2001) and 1624 (2005),"	1
"In May 2004, all aspects of police training were grouped into a separate programme and agreement has been reached on the establishment of a training system throughout Bosnia and Herzegovina."	1
"He stressed the need to foster dialogue in the transitional federal institutions and encouraged their interlocutors to exert their influence to that end."	1
"16. Reiterates to all States the importance of submitting to the Committee the names of members of the Al-Qaida organization and the Taliban or associated with Usama bin Laden and other individuals, groups, undertakings and entities associated with them, for inclusion in the list of the Committee, unless that would compromise investigations or enforcement;"	1
"15. Organization and management of lotteries and betting games;"	0
"Many of the killings did not occur on the street, but in the homes of potential demonstrators and even innocent civilians in the focus of the security forces."	0
"Many counter-terrorism experts and international organizations and agencies also believe that it is important to control commercially available dual-use systems and components that could be used in terrorist attacks."	1
"Paras. 27-31, 112-120, 127-132; 132"	0
"President dos Santos outlined the priorities of Angola's two-year presidency."	0
"Discussions and negotiations on how to ensure accountability for crimes under international law have continued for years in Burundi, including with the United Nations."	1
"Criticism of the work of the Council and the Committee in this area risks extending to the entire Al-Qaida and Taliban sanctions regime and should not undermine the universal support it has enjoyed so far."	0
"The Council calls upon combatants who continue to integrate LRA to leave the ranks of the group and participate in the disarmament, demobilization, reintegration, repatriation and resettlement process."	1
"56. Encourages Member States, when defreezing the assets of a deceased person or an entity that has been reported or confirmed to have ceased to exist as a result of the delisting, to recall the obligations imposed by resolution 1373 (2001) and, in particular, to prevent the thawed assets from being used for terrorist purposes;"	1
"Security sector reform remains a major challenge for long-term peace and stability."	0
"On several occasions, our country has expressed its concern about the civilian population in that area and the importance of MONUC deploying there to protect it."	0
"In addition to the possibility of having incurred responsibility under the doctrine of unlawful association for crimes committed by others during the attacks, such persons are suspected of indiscriminate attacks against civilians, which constitutes a war crime."	0
"âThe Security Council expresses its readiness to consider the specific recommendations of its Working Group on Children and Armed Conflict concerning violations and abuses committed against children by the parties listed in the annexes to the reports of the Secretary-General, when they occur, with a view to considering action on them, without prejudging or involving the adoption of a decision of the Security Council on the inclusion or otherwise of a particular situation among the items under its consideration."	1
"Pursuant to resolution 1373 (2001), States must prevent the movement of terrorists or terrorist groups across borders by imposing controls on the issuance of valid and secure identity and travel documents."	1
"The European Union Police Mission has decentralized its liaison functions to improve coordination at the local level, while the preparatory work for the arrival of EUFOR facilitated the transition process."	0
"The two parties agreed to continue their dialogue with a view to strengthening their bilateral relations in such a way as to enable them to establish mutual diplomatic representations."	1
"The Committee continued its consideration of three requests for exemption: the first concerned a proposal for technical assistance to the Islamic Republic of Iran submitted by a United Nations specialized agency; the second concerned a request from the Mine Action Centre of the Islamic Republic of Iran received by a State proposing cooperation with that State on mines; and the third concerned a request for technical training for the Iranian armed forces sent by the Islamic Republic of Iran to a State."	0
"2. Decides also that all States, in accordance with their national procedures, shall adopt and implement appropriate and effective laws prohibiting all non-State actors from manufacturing, acquiring, possessing, developing, transporting, transferring or using nuclear, chemical or biological weapons and their means of delivery, in particular for terrorist purposes, as well as attempts to engage in any of the above-mentioned activities, participate in them as accomplices, assist or finance them;"	1
"13. Urges the international community to provide support and assistance to enable States to fulfil their responsibilities with regard to the protection of refugees and other persons covered by international humanitarian law;"	1
"The stench was suffocating, smelled like rotten egg."	0
"The Council also expressed its intention, in establishing, amending or revising the mandate of the relevant sanctions regimes, to consider including provisions concerning parties to armed conflict involved in activities that violate applicable international law with regard to the rights and protection of children in armed conflict."	1
"34. The situation in Côte d'Ivoire (20 December 2002; 17 March 2010)"	0
"The end result should be stable and sustainable, therefore artificial deadlines should not be established."	1
"It welcomed the efforts of the Government of the Democratic Republic of the Congo to protect children, in particular the signing on 4 October 2012 of the action plan to end and prevent the recruitment and use of children, sexual violence and other serious violations against children committed by the national armed and security forces, the Government's participation in the campaign âChildren, not soldiersâ, and the appointment on 14 July 2014 of a Presidential Adviser on Sexual Violence and Child Recruitment."	1
"\" The Security Council also reiterates its support for the Special Representative of the Secretary-General, Ahmedou OuldAbdallah, for his efforts to advance the political process in Somalia."	1
"One of the detainees had marks on his back and arm as a result of the beatings against him."	0
"The Committee encourages its Executive Directorate to continue to explore, with other United Nations entities, the best approaches and means for coordinating United Nations activities, in particular with regard to the harmonization of working methodologies and the programming of counter-terrorism projects."	1
"The authorities stressed that there were no refugees or camps in CÃ´te d'Ivoire in Ghana."	1
"But, as has been demonstrated more than once in the past four years, and unfortunately again this month, periods of calm along the Blue Line are often followed by episodes of hostilities."	0
"A closer or better organized partnership between affiliated entities could exacerbate the threat they pose."	1
"It is clear that all law and order institutions face serious challenges."	0
"As an expression of the international community's determination to limit Al-Qaida activity, the 1267 regime has played a prominent role in focusing attention on the need to prevent terrorist groups from receiving financial resources and limiting the travel of their members."	1
"S/RES/2116 (2013), preambular paragraph 11"	0
"However, the study also notes that many States continue to face serious difficulties in prosecuting cases of terrorism, creating effective regional platforms for international cooperation in criminal matters, fulfilling the obligation to freeze the assets of terrorists, preventing the financing of terrorism through new methods of payment, money carriers and the misuse of non-profit organizations, and ensuring that counter-terrorism measures are consistent with obligations under international law, including human rights law."	0
"The Committee notes with concern the lack of systematic control over PNTL weapons and ammunition."	0
"At the conclusion of the debate, a presidential statement (S/PRST/2004/16) was adopted, calling on Member States to provide political support and to provide and facilitate civilian and military personnel so that the multiple operations can begin as best as possible and carry out their respective mandates effectively."	0
"The Syrian National Coalition is working to alleviate the suffering of the Syrian people and, likewise, we are working to end the conflict that causes that suffering."	0
"\" The Security Council emphasizes that the Government of the Democratic Republic of the Congo has the primary responsibility to strengthen State authority and governance in the east of the Democratic Republic of the Congo through such means as effective security sector reform, including army and police, and to end impunity for those who commit human rights abuses and violations of international humanitarian law, and urges the Government of the Democratic Republic of the Congo to address the issues of illegal exploitation and smuggling of natural resources."	1
"The first was a white van carrying three men in uniform and armed with M16 rifles. The second was a red truck carrying between 15 and 20 armed men, some of them in uniform and others in civilian clothes."	0
"S/PRST/2013/15 (2013), para. 11"	0
"The Panel obtained from Belgrade a copy of Mr. Dragaš's passport and found that his number coincided with that of the hotel's register in Monrovia."	0
"Since they had already served part of the sentence, the police officers were released in the first week of March. On 8 March 2008, Mr. Abdelaziz wrote to me to protest the early release of the police, which amounted to âan offer of impunityâ by the Moroccan authorities for the actions of the police."	0
"(ii) Reviewing an indictment under article 19 of the Statute;"	0
"The Arab Movement of Azawad (MAA), the Coordinator of Movements and Patriotic Forces of Resistance (CM-FPR) and the People's Coalition for Azawad (CPA), as parties to the Preliminary Agreement for Presidential Elections and Inclusive Peace Talks in Mali, signed on 18 June 2013 in Ouagadougou;"	1
"With regard to the role of the Security Council in reparations, it was noted that on several occasions the Council was encouraged to take action on this aspect of accountability, for example, in addition to recommending the referral of the situation to the International Criminal Court, the International Commission of Inquiry for Darfur also recommended that the Council establish an international compensation commission, a proposal that received little attention and was not followed by the Council."	1
"Uganda reiterates its commitment to the Lusaka Peace Agreement and subsequent agreements, as the Agreement adequately addresses the two aspects of the conflict, namely, the internal issue and the security concerns of neighbours."	1
"The note proposes that the Security Council initiate a formal âstrategic reviewâ process to explore how the intersection of cross-border crime and terrorism can affect its conflict prevention and resolution efforts, particularly in Africa, and to review the tools at its disposal to reduce the strategic space that cross-border crime provides to terrorist groups."	1
"The signatories also pledged to conduct a transparent and honest electoral campaign and to establish a parliamentary commission on corruption in the next legislature."	1
"Expressing its determination to facilitate the implementation of counter-terrorism obligations under United Nations resolutions,"	1
"In particular during the post-election period, unrealistic expectations could lead to instability."	0
"Several participants referred to the dynamics among Council members, in particular the influence of elected members on the work and decisions of the Council."	0
"The main aspects of the statements made by the Permanent Representatives, as well as the exchange of views among the members of the Working Group, are reflected in the summary contained in the relevant conclusions (S/AC.51/2014/3)."	1
"35. Decides, in order to cooperate with the Committee in the fulfilment of its mandate, that the 1267 Monitoring Team established pursuant to paragraph 7 of resolution 1526 (2004) shall also provide support to the Committee for a period of 30 months, with the mandate set out in annex A to the present resolution, and requests the Secretary-General to take all necessary steps to that end;"	1
"Annexes* I. Organization chart of the Central Reserve Bank of Fiji."	0
"S/RES/827 (1993), op. 2"	0
"The Council also invites the Working Group to fully implement its modalities of work (S/2006/724), including by conducting a one-year country visit to consider one of the situations listed in the annexes to the report of the Secretary-General in order to better fulfil its mandate and strengthen its capacity to protect children affected by armed conflict."	1
"No. 61/1996 (Act No. 284/2004 of 8 April 2004 in force since 1 September 2004 - new Anti-Money Laundering Act) provides that the Financial Analysis Unit may exchange information with foreign authorities having the same competence, either within the scope determined by an international treaty or on the basis of reciprocity."	1
"(b) To update the information contained in the list of individuals, entities and articles prepared by the Committee (S/2009/205 and INFCIRC/254/Rev.9/Part.1), and to continue to update it annually thereafter;"	0
"3. Calls upon all States to continue international efforts aimed at promoting dialogue and enhancing understanding among civilizations, in an effort to prevent the indiscriminate targeting of different religions and cultures, and to take all necessary and appropriate measures consistent with their obligations under international law to combat incitement to commit terrorist acts motivated by extremism and intolerance and to prevent the subversion of educational, cultural and religious institutions by terrorists and their supporters;"	1
"According to witnesses, the attackers shot at the civilian population, including the elderly, women and children."	0
"III. Financial and economic assets freeze"	0
"40. Welcomes the regular submission by the Government of Afghanistan of information on the content of the List and the impact of targeted sanctions in countering threats to the peace, stability and security of Afghanistan and in supporting the Afghan-led reconciliation initiative;"	1
"The project will be implemented by the United Nations Office for Project Services (UNOPS) and implemented by municipalities in the Pristina and Gnjilane regions."	0
"While local cells are known to be involved in small-scale criminal operations, such as credit card fraud or drug trafficking, and the United Nations Office on Drugs and Crime has reported that groups operating on both sides of the Afghanistan-Pakistan border, the Islamic Republic of Iran and Uzbekistan levy transit taxes on those transporting drugs for the benefit of the Taliban, there is still little convincing evidence of large-scale involvement of terrorist groups in drug trafficking or other organized crime."	0
"(e) Persons operating in the Democratic Republic of the Congo who commit serious violations of international law against children or women in situations of armed conflict, such as killing and maiming, sexual violence, abduction and forced displacement;"	0
"Venue and date of the 21st ordinary session of the Council of the League of Arab States at summit level"	0
"Children in these areas are now provided with the health and education services available to children in other parts of the country."	0
"Participants in the national dialogue recommended that the Government explore with its partners appropriate ways and means of ensuring a regular payment in scholarships, pensions and arrears."	0
"âThe Security Council requests the Secretary-General to support efforts to mobilize the necessary resources for the implementation of the outcome of the YaoundÃ© Summit, as well as for strengthening national and regional capacities, in close consultation with the Gulf of Guinea States, relevant regional organizations and other United Nations entities."	1
"A. Trial proceedings as at 16 May 2013"	0
"(b) The accounts of the Organization are maintained on a fund accounting basis."	0
"(n) Land Forces (artillery): USD 117,587,631."	0
"The Council underlines the need to strengthen the transnational cooperation of law enforcement agencies, in particular by including maritime security in security sector reforms and by adopting bilateral and regional agreements to facilitate measures, in accordance with international law, against drug trafficking by sea and to prosecute persons suspected of such trafficking, following interdictions on the high seas. It requests the United Nations Office on Drugs and Crime (UNODC) and other relevant international and regional organizations to continue to provide support."	0
"They also suggested creating new networks or connecting existing networks, stressed the importance of face-to-face meetings and peer dialogue, and recommended that the \"Wiesbaden process\" be considered in this regard."	1
"To be held on Wednesday, 27 June 2012, at 10.30 a.m."	0
"Measures relating to border control, internal security and law enforcement are fully implemented in most States, although some States have not provided sufficient information to assess the situation on some specific points. (a) Encourage measures to improve the ability to freeze funds and assets linked to terrorism without delay in most States, and protect the non-profit sector from misuse for the financing of terrorism;"	1
