"","en","VerConf"
"224","We particularly condemn any attempts to force UNMIK into any kind of so-called co-governance, as well as any interference with the reserved powers of the Special Representative.",1
"225","1.2 Incorporate the provisions set forth in Article 1, General Principles, of this Settlement.",0
"226","2. Implementation of resolution 1624 (2005)",0
"227","7. The situation in Liberia (22 January 1991; 19 December 2008).",0
"228","9.A. EQUIPMENT, ASSEMBLIES AND COMPONENTS",0
"229","They were asked to review, on a technical basis, the appropriateness, applicability and logic of the existing provisions and annex.",0
"230","27. F-FDTL suffered a broad public backlash, particularly from the veterans' organizations which came into existence in 2001.",1
"231","Shifting the blame, finding scapegoats for failures in Afghanistan and asking those who are already doing more to do even more is unfair and unacceptable and will be ultimately self-defeating.",1
"232","However, we are concerned by recent developments, which have witnessed increased tensions between members of local communities and ISAF forces.",1
"233","Three in the education sector, for the importation of basic teaching equipment and supplies;",0
"234","However, in 2007, after the issuance of the arrest warrant against Harun and Kushayb, President AlBashir publicly refused to implement them, challenged the Security Council's authority and stated that Harun had done what he had been ordered to do.",1
"235","50. The situation in Libya (22 February 2011; 16 December 2013).",0
"236","It is estimated that there will be 300 dust storms every year in the next 10 years.",0
"237","Terrorism must be understood first as a crime, unjustifiable under any circumstances. However, it is also a manifestation of grievances, articulated in an inhuman, abhorrent and unacceptable manner.",0
