"","es_en_DEEPL","VerConf"
"1373","The situation on the ground is also worrying from a humanitarian point of view. The Secretary-General confirms that Iraq is experiencing a huge crisis and says that the situation continues to deteriorate.",1
"1374","2.3.2 Access to Burundi's radio spectrum;",0
"1375","We could go on mentioning widespread poverty, natural resource management problems, thousands of refugees and internally displaced persons, to which must be added thousands of ex-combatants waiting to be reintegrated, weak and unreformed security sectors, massive human rights violations and many other threats that could instigate a new conflict.",1
"1376","Specific operations are carried out in order to collect weapons or ammunition voluntarily surrendered under amnesty conditions or, if necessary, in more targeted interventions.",0
"1377","After the coup, many Sudanese ended up in jail or in exile.",0
"1378","These actions have been undertaken despite the position clearly taken against them by the Special Representative of the Secretary General and in defiance of the provisions of the United Nations and the Security Council.",1
"1379","The Security Council expresses its deep concern about the consequences of the refugee crisis caused by the Syrian conflict, which has destabilizing effects throughout the region.",1
"1380","Several States have criminalized recruitment for the purpose of perpetrating terrorist acts.",1
"1381","44. The situation in the Central African Republic (see S/1997/40/Add.31 and 44; S/1998/44/Add.5, 11, 12, 28 and 41; S/1999/25/Add.6, 7 and 41; S/2000/40/Add.5; S/2001/15/Add.4, 29, 38 and 39; S/2002/30/Add.27, 41 and 49; S/2004/20/Add.43; and S/2005/15/Add.28).",0
"1382","These abuses occurred between August 2002 and January 2003.",1
"1383","This is an international obligation that States must comply with in order to help bring justice to the victims of these painful events.",1
"1384","The Security Council therefore determined in its resolution 1556 (2004) that the situation in the Sudan constituted a threat to international peace and security and to the stability of the region and, acting under Chapter VII of the Charter of the United Nations, urged the Government of the Sudan to comply immediately with all the pledges made in the joint communiquÃ©.",1
"1385","The Cuban delegation strongly condemns the attacks against Palestinian civilians and the widespread destruction caused by the Israeli occupying forces in the northern Gaza Strip, and we demand an immediate end to those attacks and the urgent withdrawal of those occupying forces.",1
"1386","In addition, the record-keeping requirement in Article 12 could assist the Committee and the Monitoring Team in determining who is supplying the weapons used by Al-Qaida and its associated entities.",0
"1387","It is important to give women, who are the first victims of violence in all its manifestations, a leading role in peacekeeping and peacebuilding, and it is even more important and urgent to do so in the process of conflict prevention.",1
"1388","The Security Council reaffirms its full support for the efforts of the United Nations, in particular the activities of the United Nations Special Mission to Afghanistan (UNSMA) and those of the Secretary-General's Special Envoy for Afghanistan, to facilitate the political process to achieve the goals of national reconciliation and a lasting political settlement with the participation of all parties to the conflict and all sectors of Afghan society, and reiterates its position that the United Nations should continue to play a central and impartial role in international efforts to achieve a peaceful settlement of the Afghan conflict.",0
"1389","The United States must desist from this deliberate disregard, a practice it has maintained for almost seven years and which has led to the deterioration of the situation in the region.",1
"1390","On October 3 and 7, the Council issued press releases condemning the recent attacks against MINUSMA (SC/11587 and SC/11591).",1
"1391","One State noted that the criteria for incorporating terrorist organizations into its criminal code had been broadened to include organizations that advocate terrorism.",0
"1392","These issues must be addressed within the framework of security sector reform.",0
"1393","Only in one State have measures to prevent the misuse of asylum procedures been put in place and fully implemented.",0
"1394","The Secretary General unequivocally warns that none of the eight standards have been fully met to date.",1
"1395","In addition, it has been demonstrated that natural regeneration of vegetation has begun in these areas.",0
"1396","The preparation of the preliminary drafts, in particular that of the convention establishing the G-5 Sahel.",0
"1397",":: Donation of equipment worth 40 thousand euros",0
"1398","III. LEGAL FRAMEWORK 15 - 41 9",0
"1399","In response to these objectives, MINUSTAH documented widespread cases of illegal arrest, ill-treatment and prolonged pretrial detention.",1
"1400","2. Equipment for vapor deposition of elements or compounds on heated filamentous substrates.",0
"1401","Giuseppe Bonavolontà, from the Italian television channel RAI, on December 16.",0
"1402","The Prime Minister of Spain, José María Aznar, addressed the Council.",0
"1403","Third, the Taliban have suffered the death or arrest of many mid-level and some senior leaders and, while there are many people who could take their place, the new commanders are younger and have less close ties to the Quetta Shura, which is therefore less able to control their conduct and has more difficulty asserting its authority over the movement as a whole.",0
"1404","Nevertheless, the situation inside Kosovo is still worrisome.",1
"1405","Given that smugglers make profits in excess of 100%, these smuggling networks have a vested interest in prolonging the conflict.",0
"1406","The Security Council formally warns neighboring states of the Democratic Republic of Congo of the consequences of supporting armed rebel groups.",1
"1407","Attempts to destabilize the internal situation in Lebanon through the perpetration of political assassinations are unacceptable.",1
"1408","French authorities are extremely concerned about the ongoing deterioration of the situation in the northern Gaza Strip over the past week.",1
"1409","Special Representative Kobler briefed the Council on the series of attacks by the Allied Democratic Forces between October 5 and 18, which resulted in the deaths of more than 40 civilians and hundreds of internally displaced persons near the town of Beni in eastern Democratic Republic of Congo.",0
"1410","One speaker attributed this to the sense of frustration and distance that many Member States felt about the work of the Council.",1
"1411","Terrorist threats to this region are somewhat different in origin and nature, but their effects are similar.",1
"1412","The active presence of ethnic and community-based militias continues to be a major source of instability, especially in the western part of the country, where violent inter-ethnic clashes have occurred in recent months.",0
"1413","Concerned about armed activities and banditry in [the countries concerned], which pose a threat to the security of the civilian population, the conduct of humanitarian operations in those areas and the stability of those countries, and which result in serious violations of human rights and international humanitarian law.",1
"1414","This is reportedly aimed at projecting an image of an alleged Serbian threat to Kosovo and Metohija.",1
"1415","The multi-ethnic concept for Kosovo and Metohija advocated in the report has been practically abandoned, which is particularly evident following the establishment of the judicial system in Kosovo and Metohija (paragraph 57).",1
"1416","While Hezbollah's actions are deplorable and, as I have said, Israel has the right of self-defense, the excessive use of force must be condemned.",1
"1417","The United Nations stands ready to support national initiatives in this area.",0
"1418","Acting under Chapter VII of the Charter of the United Nations,",0
"1419","B. Facilities, logistics and support The Mission has initiated the planned transition from MNFOR-managed facilities to Mission-managed premises.",0
"1420","UNFICYP is studying the issue.",0
"1421","S/RES/1906 (2009), para. 12.",0
"1422","However, concern remains for the 2.3 million people who continue to be in a crisis situation.",1
"1423","20. Condemns in equally strong terms any acts of sexual exploitation and abuse and trafficking in women and children by military, police and civilian personnel involved in United Nations operations, welcomes the efforts made by United Nations agencies and peacekeeping operations to implement a policy of zero tolerance in this regard, and requests the Secretary-General and the troop-contributing countries to continue to take all appropriate measures necessary to combat such abuses by United Nations peacekeeping personnel, including the full and prompt implementation of the measures adopted in the relevant General Assembly resolutions on the basis of the recommendations of the Special Committee on Peacekeeping Operations (A/59/19/Rev.1);",1
"1424","In this regard, the Security Council encourages the continued mainstreaming of child protection in the advocacy, policies, programmes and mission planning of these organizations and arrangements, as well as in the training of personnel, and the inclusion of child protection personnel in their peacekeeping and field operations, and the establishment, within their secretariats, of child protection mechanisms, including through the appointment of child protection focal points.",0
"1425","While the Commission rules out that at the May 8 meeting the former Prime Minister instructed Rai Los to ""eliminate"" his political opponents, it is satisfied, based on all the information before it, that there is reasonable suspicion that the former Prime Minister at least had knowledge of the distribution of PNTL weapons to civilians.",1
"1426","However, it should be noted that without a strong justice and security sector, the country's flourishing peace and stability could be threatened.",1
"1427","Currently, the outstanding debt is approximately US$2 million.",0
"1428","Jean-Marc de la Sablière (France)",0
"1429","In addition, while the overall security situation has remained calm and peaceful since Timor-Leste officially assumed full security responsibility on May 20, smuggling, illegal trade and border crossings, as well as tensions following demonstrations in Dili in July, should be considered a cause for concern.",1
"1430","In such circumstances, UNOTIL cannot be held responsible for firing on the PNTL officers.",0
"1431","10. Decides to remain seized of the matter.",0
"1432","The leaders of the Provisional Institutions of Self-Government often shirk their responsibilities under Resolution 1244 (1999) and the Constitutional Framework.",1
"1433","a) Continue to remind Member States of their obligation to extradite or prosecute, in accordance with the international counter-terrorism instruments to which they are a party, to ensure that political motivations are not a basis for refusing requests for extradition of alleged terrorists;",1
"1434","The Commission repeatedly requested from the Government information on the judicial measures taken to prosecute the perpetrators of the alleged crimes committed in Darfur.",1
"1435","This means that its mandate is to establish facts related to possible transgressions of international human rights and humanitarian law committed in Darfur.",0
"1436","It also signed 51 agreements with the financial intelligence units of other states to exchange information on transactions linked to the financing of terrorism.",0
"1437","The current composition of the group of experts is shown in Annex I.",0
"1438","Chile further understands that operative paragraph 2 of the failed draft resolution includes a condemnation of the suicide bombings that have often targeted innocent civilians in Israel.",1
"1439","By its very essence, terrorism is opposed to the fundamental values of humanity as enshrined in the United Nations Charter and basic human rights documents.",1
"1440","Since October 2013, it has thwarted two pirate attacks and transferred five suspected pirates to Seychelles for prosecution.",0
"1441","The High Representative/Special Representative made it clear that since the Republika Srpska authorities, in particular the Ministry of the Interior, had not arrested persons indicted for war crimes, and since Bosnia and Herzegovina had not joined the North Atlantic Treaty Organization's Partnership for Peace, the Commission would be tasked with making recommendations with a view to establishing a single, effective police structure throughout Bosnia and Herzegovina.",1
"1442","The Special Coordinator reported that there was general calm in southern Lebanon, although there had been some security incidents during the reporting period, including the firing of rockets into Israel from southern Lebanon during the Gaza-related conflict in July and August and two serious security incidents in the Shab'a Farms area (Sector East).",0
"1443","Anthony Ohemeng-Bouamah, Country Program Advisor, West Africa Division, New York",0
"1444","It requires all armed groups, in particular members of [specific armed group], to prevent the recruitment and use of children, also requires all parties to protect and consider as victims children who have been released or otherwise separated from armed forces and armed groups, and emphasizes the need to pay particular attention to the protection, release and reintegration of all children associated with armed groups;",1
"1445","Unless addressed by the Government, these problems could pose serious threats to the security and stability of Timor-Leste.",1
"1446","(c) The person is prohibited from transferring, pledging or disposing of the assets and other property seized, except as specified in the order.",0
"1447","It was therefore suggested that international standards should be established and that the Committee might be given a higher profile.",0
"1448","The Security Council condemns all violations of international law, including international humanitarian law, human rights law and refugee law, committed against civilians in situations of armed conflict.",1
"1449","In 2011, under the cooperative threat reduction program, secure reference laboratories for preserving pathogens were built in Azerbaijan, Ukraine and Kazakhstan.",0
"1450","Miners can sell diamonds to authorized dealers or traders.",0
"1451","c) Continuity of government institutions and qualified personnel.",0
"1452","The Commission recommends that the following persons be prosecuted for the illegal possession, use and circulation of PNTL weapons on May 8 or 21, or both dates: Rogerio Lobato, Eusebio Salsinha, Antonio da Cruz, Vicente da ConceiÃ§Ã£o, alias Rai Los, Mateus dos Santos Pereira, alias Maurakat, Leandro Lobato, alias Grey Harana, Antonio Lurdes, alias 55, Marcos da Silva Piedade, alias Labadae, Francisco and Santa Cruz.",1
"1453","Unfortunately, the current Palestinian leadership has shown that it is as incapable of being a peace partner as it is of offering its people reform and democratic government.",1
"1454","Restrictions on freedom of expression continue to be of considerable concern.",0
"1455",":: Haza has 1,700 families and a total of 7,310 inhabitants.",0
"1456","We are particularly concerned about the uncontrolled proliferation of weapons in Libya and beyond as a result of the conflict.",1
"1457","Since the end of the last mandate in mid-March 2005, relations between the TFG and the opposition have seriously deteriorated, which has greatly increased the likelihood of a major military confrontation between the two.",0
"1458","A group of 10 inspectors left the Canal Hotel at 0840 hours. At 0940 hours, they arrived at the Veterinary Faculty of Baghdad University in Abu Ghraib, about 15 kilometers west of Baghdad.",0
"1459","The Committee reaffirms its responsibility to include the implementation of Council resolution 1624 (2005) in its dialogue with Member States and to contribute to building capacity in this regard, in particular by disseminating best legal practices and promoting information exchange.",0
"1460","b) Foreigners who do not belong to either group.",0
"1461","Attachment, paragraph 3, subparagraphs (b) and (c)",0
"1462","This is obviously because the States in question rejected their measures.",1
"1463",":: Gathering and analysis of telephone calls",0
"1464","Signed in Luanda, February 14, 2003",0
"1465","We have noted with concern that the Secretary General believes that many of the factors that fueled the 2006 crisis are still present in society, making it vulnerable to instability.",1
"1466","Political pressures on UNMIK have increased significantly, and attempts have been made to challenge the role conferred on it by resolution 1244 (1999) and the Constitutional Framework.",1
"1467","The European Union is deeply concerned by the cycle of fierce violence currently taking place in Israel and the occupied territories.",1
"1468","The Security Council expresses grave concern over reports of an unusual and sudden influx of thousands of Misseriya into the city of Abyei and its environs, a phenomenon that could force major changes in the ethnic composition of the area.",1
"1469","In addition, many victims informed the Commission that they had little confidence in the impartiality of the justice system and its ability to bring to justice the perpetrators of the serious crimes committed in Darfur.",1
"1470","To prevent a new wave of violence, both sides and the international community must act promptly.",1
"1471","Unfortunately, the Sudanese judicial system has shown that it is unable and unwilling to investigate and prosecute the alleged perpetrators of war crimes and crimes against humanity committed in Darfur.",1
"1472","Deeply concerned that terrorist groups that profit from transnational organized crime can contribute to weakening the affected States, specifically their security, stability, governance and social and economic development,",1
"1473","There he met with representatives of the Ogaden Liberation Front and the Oromo Liberation Front. Some of them were militia leaders who had flown to Dhusamareeb from that regional state in April 2005.",0
"1474","The groups' frequent requests for donations, as well as their claim that they are unable to launch attacks due to lack of money, have led to increased emphasis on listing financiers.",1
"1475","Calls for full respect for human rights, fundamental freedoms and international humanitarian law throughout [the affected country], notes with concern the restrictions on freedom of the media and attacks against journalists....",0
"1476","Interest income is available for credit allotment purposes every six months;",0
"1477","If States are unable to implement the decisions taken by the Council under Chapter VII of the UN Charter without contravening their own laws, the world community will be powerless to implement coordinated measures against threats to international peace and security.",1
"1478","I must say that the topic you have set for our discussion today, while exciting, is a great challenge.",1
"1479","The prosecution began presenting its case on January 17 and concluded on February 25, 2011.",0
"1480","329. The IPG presented a comparative table of these same expenditure categories from 1987 to 1990.",0
"1481","Prosecuting those suspected of acts of piracy and punishing convicted pirates in accordance with the relevant Security Council resolutions is essential to deter future pirates and demonstrates to them that they cannot act with impunity.",1
"1482","We are also concerned about the situation faced by those who are currently collaborating in the reconstruction of the country.",1
"1483","We are deeply concerned that unless both sides demonstrate a strong will to end terrorism and violence, the peace process will not succeed.",1
"1484","There will be a risk that tension will focus on the statute to the detriment of the rules.",1
"1485","Fusas stated that ""the structures and equipment manufactured for the Mamoon plant were stored outdoors outside Fusas' manufacturing workshop in Turkey.""",0
"1486","The Team also considers the growing international concern about the use of the Internet by terrorists and presents perspectives in this regard, as well as in relation to all of their surveillance activities.",1
"1487","The Office generally functions well, although its officials issued a certificate to an unauthorized exporter.",0
"1488","In this context, I will now refer to the resolution on Yemen recently adopted rather belatedly by the Council, which constitutes a condemnation of the abuses committed by the Yemeni government.",1
"1489","Depending on the circumstances of each case, such persons may be suspected, under the doctrine of conspiracy, of having committed the crimes against humanity of murder of civilians, forcible confinement of civilians and forcible transfer, and the war crime of destruction of civilian objects.",0
"1490","The Council stresses the need for any military action against the LRA to be carried out in accordance with applicable international law, in particular international humanitarian law, international human rights law and international refugee law, and to minimize the risk of harm to the civilian population in these areas.",0
"1491","The committees rejected too few cases because they inferred from questioning the victims that the crime reported did not constitute rape because there was no penetration, or that the complainants had confused the Arabic words for ""oppression"" and ""rape"" and had mistakenly filed complaints of other forms of abuse or violence, such as beatings.",1
"1492","The Team also actively participates in the Global Counterterrorism Forum.",0
"1493","I also urge the Hizbullah leadership to cease all efforts to acquire weapons and build a paramilitary capability outside the control of the state.",1
"1494","Following the recommendation of the International Commission of Inquiry for CÃ´te d'Ivoire, this year the Human Rights Council established the mandate of an independent expert on the situation in CÃ´te d'Ivoire with the responsibility to assist the Government and other relevant actors in implementing the Commission's recommendations.",0
"1495","Below are some examples of indicators related to this field:",0
"1496","I have the honor to refer to my letter dated December 2, 2003 (S/2003/1151).",0
"1497","76. No exit without a strategy (see S/2000/40/Add.45).",0
"1498","The Counter-Terrorism Committee, established by Council resolution 1373 (2001), had been playing a key role in that regard.",0
"1499","One State noted that, while global counter-terrorism efforts had substantially weakened the leadership of the Al-Qaida organization, the threat now came from groups affiliated with it but independent of the core organization, as well as from individuals affected by the ideology of those groups and their incitement to violence. Several States stressed that terrorism should not be associated with any religion, nationality, civilization or group and that the terrorist threat derives from multiple sources, including extremist groups with right-wing and xenophobic tendencies.",1
"1500","The Security Council expresses its growing concern about the serious threats that drug trafficking and related transnational organized crime pose to international peace and stability in West Africa and the Sahel region, as noted in the United Nations Integrated Strategy for the Sahel.",1
"1501","The Council regularly reaffirms, recalls or reiterates its demand that States implement existing arms embargoes, because implementation continues to pose considerable problems.",1
"1502","4.4 Central Criminal Investigation Division",0
"1503","At 1725 hours, an Iranian helicopter was detected flying over the area off Ras al-Bisha.",0
"1504","b) Continue to improve border security at points of entry and along porous borders to prevent and suppress the cross-border movement of terrorists, cargo, arms and explosives, as well as currency and bearer negotiable instruments, and implement the best international codes and standards established by specialized agencies such as ICAO, IMO and WCO;",0
"1505","At the same time, Germany and the European Union have previously repeatedly condemned the terrorist atrocities that have resulted in the deaths of hundreds of Israelis.",1
"1506","(f) Welcomed and stressed the importance of CTED's readiness to participate intensively in and support all activities undertaken under the United Nations Global Counter-Terrorism Strategy, including in the framework of the Counter-Terrorism Implementation Task Force, established to ensure overall coordination and coherence of counter-terrorism activities within the United Nations system.",0
"1507","In the following section, references to ""John Brown"" also include Davy McKee.",0
"1508","It is difficult to find ways to measure success, and the resilience shown by those subjected to sanctions raises doubts about the effect and highlights shortcomings.",1
"1509","Also demands that the parties to the conflict put an immediate end to all violations and abuses committed against children, and requests the Secretary-General to ensure that: (a) continued monitoring and reporting on the situation of children, including in the reports referred to in [relevant paragraph] of the present resolution, including through enhanced cooperation with those responsible for their protection; and (b) continued dialogue with parties to the conflict to develop and implement time-bound action plans to end the recruitment and use of children and other violations of international human rights and humanitarian law committed against children;",1
"1510","The expenses of the Committee Office, which amounted to US$364,000 in 2008, were charged to the ""administrative and operational expenses"" account.",0
"1511","c) Description of the beginning of the mercantile activity, which will contain the following data:",0
"1512","Such meetings and activities help to raise international awareness of counter-terrorism issues and provide a useful forum for States and organizations to discuss emerging threats and capacity-building initiatives to address terrorism-related problems.",0
"1513","Demanding all parties to the armed conflict to put an immediate and complete end to all acts of sexual violence against civilians, as provided for in resolutions 1325 (2000), 1820 (2008), 1888 (2009) and 1889 (2009), to the recruitment and use of children, as provided for in resolutions 1612 (2005) and 1882 (2009), and to indiscriminate attacks against civilians, as provided for in resolution 1894 (2009),",1
"1514","Commending the progress made thus far by the Counter-Terrorism Committee, established by the Security Council pursuant to paragraph 6 of resolution 1373 (2001), acting under Chapter VII of the Charter in carrying out its important role in monitoring the implementation of that resolution,",1
"1515","However, the criminal justice system in at least five states could be improved to bring terrorists to justice more effectively.",1
"1516","Notwithstanding our assessment that a full ceasefire is difficult to achieve at this time, I remain of the view that the international community must make clear its position on the need for an immediate cessation of hostilities and for Israel to make a much greater and more reliable effort to protect civilians and civilian infrastructure while the conditions for such a cessation are established as a matter of urgency.",1
"1517","The Commission noted with particular alarm that attacks on villages, the killing of civilians, rape, looting and forced displacement have continued during the course of its mandate and considers that urgent action must be taken to put an end to them.",0
"1518","It is part of a mantra constantly repeated before this Council, which, however repeated, proves to be true, that ignores both Palestinian responsibilities and Israeli rights and fails to recognize the enormous difficulties Israeli forces face in trying to protect their citizens and minimize harm to Palestinian lives when the terrorists they face show as little concern for Palestinian lives as for those of Israelis.",1
"1519","Last Sunday, on the occasion of the twenty-first anniversary of the establishment of Hamas, Hamas leader Haniyeh made President Abbas' tenure in office conditional on the resolution of the internal division.",1
"1520","While it is essential to prevent terrorists from launching attacks, it is clear that terrorism cannot be defeated by security arrangements alone and that many in the international community want the Security Council to take steps to reduce the means by which Al-Qaida spreads its message and to promote counter-terrorism programs.",1
"1521","i) losses, damages and claims from subcontractors and suppliers;",0
"1522","But we are also against extrajudicial killings and condemn them.",1
"1523","a) The ""old debt"" analysis",0
"1524","On the one hand, there were those who considered it natural for a country to establish requirements for citizenship or nationality, while others denounced the exploitation of this concept as one of the origins of the Ivorian crisis.",1
"1525","66. Saad Murshid Jasir Al-Barazi",0
"1526","The central database of sites has been built and data is being entered.",0
"1527","72% of the planned police personnel have been deployed (5% of these personnel are women).",0
"1528","The Council stresses that any attempt to destabilize Lebanon must not prevent the holding without delay of a free and fair presidential election in accordance with Lebanon's constitutional rules, without foreign interference or influence and with full respect for democratic institutions.",0
"1529","The Security Council encourages the African Union Regional Task Force to continue its operations against all LRA groups, while working with the United Nations and non-governmental organizations to establish safe houses and provide information to assist LRA elements who demonstrate a genuine desire to demobilize and lay down their arms.",1
"1530","The Security Council notes with concern that terrorism continues to constitute a serious threat to international peace and security, the enjoyment of human rights and the social and economic development of States, and undermines global stability and prosperity, and that this threat has become more diffuse, with an increase in terrorist acts in various regions of the world, including acts motivated by intolerance and extremism, and reaffirms its determination to combat by all means, in accordance with the Charter of the United Nations and international law, including applicable human rights, refugee and humanitarian law, threats to international peace and security caused by terrorist acts.",1
"1531","We are deeply concerned that violence in the Middle East continues to be perpetrated by one side against the other, despite the fact that the international community and the Security Council have made it clear that they abhor this situation.",1
"1532","a) Ensure that customs officials have the necessary practical measures and resources to detect and prevent cross-border movements of cash and bearer negotiable instruments, as well as to detect and prevent arms smuggling;",0
"1533","19. Condemns in the strongest terms all sexual and other violence against civilians in armed conflict, in particular against women and children, and commits to ensure that in all peace support operations all feasible measures are implemented to prevent such violence and to address its effects when it occurs;",1
"1534","While outside the mandate of UNMISET, the recent decision of an Indonesian Court of Appeals overturning four convictions by the Indonesian Special Court for Human Rights directly affects the broader issue of adjudicating responsibility.",1
"1535","Convinced that it is unacceptable in principle for anyone anywhere to evade responsibility for a terrorist act for any reason, including obstructing the investigation or failing to cooperate in good faith,",1
"1536","Most states have limited capacity to freeze funds and assets without delay and none of them have put in place adequate measures to protect non-profit organizations from being used for terrorist financing.",1
"1537","At the conclusion of the meeting, the parties agreed to the communiquÃ© of my Personal Envoy, which is contained in annex I to this report, and reiterated their commitment to continue the negotiations in Manhasset at a date to be mutually agreed upon.",0
"1538","In the light of the above, I recommend that the mandate of MONUSCO be extended for a further period of 12 months and that the Mission's military and police contingent strength be maintained at current authorized levels.",0
"1539","In addition, we have scheduled two thematic debates on conflict prevention and children in armed conflict for July 20 and 26 respectively.",0
"1540","6) Convention for the Suppression of Unlawful Seizure of Aircraft, signed at The Hague on December 16, 1970; ratified on April 6, 1972 and entered into force in the Czechoslovak Socialist Republic on May 6, 1972.",0
"1541","He also understood that in Serbia the Karadžić trial and the interest it would generate would cause information centers to help the news media disseminate and cover the event.",0
"1542","Disarming militias is a priority, especially in the period leading up to an election campaign, given the potential for politically motivated violence.",1
"1543","Deploring the fact that the Taliban continues to provide a safe haven for Usama bin Laden and to allow him and his associates to run a network of terrorist training camps in Taliban-controlled territory and to use Afghanistan as a base for sponsoring international terrorist operations,",0
"1544","Building on the comprehensive review of all listed individuals and entities conducted in 2010 pursuant to paragraph 25 of resolution 1822 (2008), the Committee has instituted numerous mechanisms to ensure that the List reflects the danger posed by Al-Qaida and to periodically review each entry to determine whether it should be retained.",0
"1545","The Panel investigated this claim and discovered that it related to Samuel Wlue, former Minister of Commerce and Industry of the National Transitional Government of Liberia.",0
"1546","20. Church of the Holy Trinity in Velika Reka, near Vucitrn",0
"1547","Affirming its support for the Secretary-General's Personal Envoy for Western Sahara, Ambassador Christopher Ross, and his work to facilitate negotiations between the parties, welcoming his ongoing consultations with the parties and neighboring States, and looking forward to his visit to the region, including Western Sahara, in the near future, in accordance with the communiquÃ© of the Informal Meeting on Western Sahara held from 11 to 13 March 2012,",0
"1548","22. Recalls the request in resolution 2178 (2014) for the Analytical Support and Sanctions Monitoring Team, in close cooperation with all relevant United Nations counter-terrorism bodies, to submit a report to the 1267 (1999) and 1989 (2011) Committee within 180 days on the threat posed by foreign terrorist fighters recruited by or joining ISIL, the ANF and all groups, businesses and entities associated with Al-Qaida, and reiterates that this report should also address trends regarding foreign terrorist fighters joining and collaborating with all terrorist groups on the Al-Qaida 1267 Sanctions List, and should include oral briefings to the Committee, which in turn will report orally to the Security Council at its next regular counter-terrorism briefing on those operating in Africa.",0
"1549","UNOCI staff constantly complain about the lack of reliable intelligence to carry out their mandate as well as the lack of technical expertise.",1
"1550","In these conditions, where profound inequalities and political, economic and social exclusion converge, a process of transformation of the prevailing order is emerging in search of economic and political changes and alternatives for participation and openness to new spaces and mechanisms of expression that imply, in short, the vindication of fundamental rights.",1
"1551","Conduct a comprehensive evaluation of the work of charitable associations and institutions.",0
"1552","In the face of this clear situation of threat to international peace and security, we hope that the Security Council will act without the double standards that characterize it in this matter and adopt, urgently and decisively, the draft resolution submitted by Algeria on behalf of the countries that make up the Arab Group.",1
"1553","Significantly, some states have recently begun to review or have ended their states of emergency.",0
"1554","The Permanent Representative of the Democratic Republic of the Congo should be aware of the action taken by Uganda to declare six leaders of the Congolese Revolutionary Movement personae non gratae, as reported in Security Council document S/2005/603.",0
"1555","Some Central Asian States have established declaration regimes for the cross-border transportation of currency and bearer negotiable instruments.",0
"1556","Al-Qaida in Iraq (AQI) (QE.J.115.04) recently changed its name to the Islamic State of Iraq and the Levant (ISIL) in order to legitimize its operations in the Syrian Arab Republic and distance itself from the Al-Qaida brand.",1
"1557","Although rebel forces have also organized attacks, the Commission has found no evidence that they were widespread or regularly targeted civilians.",0
"1558","In view of the foregoing observations, and on the basis of the above-mentioned body of human rights law, it is justified to postulate that, at the present time, whenever a serious transgression of human rights is committed that can also be characterized as an international crime, customary international law not only establishes the criminal responsibility of those who committed it, but also imposes on the States of the nationality of the perpetrators, or on whose behalf they acted as de jure or de facto organs, the criminal responsibility of those who committed it, customary international law not only establishes the criminal responsibility of those who committed it, but also imposes on the States of nationality of the perpetrators, or on whose behalf they acted as de jure or de facto organs, the obligation to compensate (including compensation) for the damage caused.",0
"1559","Vigorous measures shall be taken to prevent and combat gender-based violence, in particular sexual exploitation and abuse.",0
"1560","Today we have no doubt that the real intention was to prevent the details of his vandalism from being made public while acting under the orders of the Central Intelligence Agency.",1
"1561","Together, these challenges exert political pressure on governments and have a direct and dangerous impact on peace, security and stability in the countries concerned.",1
"1562","Another participant responded that what mattered was the threat of the veto, not its use.",0
"1563","Rogerio Lobato was proposed for the position of Secretary of State for Defense, but declined the position after General Taur Matan Ruak threatened to leave the defense force. Roque Rodrigues was appointed.",1
"1564","1. Commends the continuing efforts of the African Union, in particular President Olusegun Obasanjo of Nigeria, Chairperson of the African Union, and President Thabo Mbeki of the Republic of South Africa, Mediator of the African Union, the Economic Community of West African States (ECOWAS) and regional leaders to promote peace and stability in CÃ´te d'Ivoire, and reiterates its full support for them;",0
"1565","The Assistant Secretary General also considered that inflammatory statements by armed groups threatening to sabotage the elections in areas of eastern Ukraine and to hold their own elections on November 2, in violation of the Constitution and national law, should be condemned by all.",1
"1566","Encouragingly, further progress has been made in all four priority areas assigned to UNMIT, including dialogue initiatives on the country's key challenges, further progress in the resumption of primary policing responsibility by the national police, the enactment of a national security legislative package, the National Strategic Development Plan and the Justice Sector Strategic Plan for Timor-Leste.",1
"1567","The threat to security and stability in Afghanistan posed by terrorists, criminals and those involved in the illicit drug trade is real and must be addressed on an ongoing basis.",1
"1568","Financial inspection of charities by the Finance Inspection Board has been particularly intense during the period from 1997 to 2002, and has been reduced since then.",0
"1569","All this occurred despite repeated condemnations of such inhumane acts in Council Resolutions 1820 (2008), 1888 (2009) and 1960 (2010), resolutions that became beacons of hope for millions of abused women and girls around the world.",1
"1570","The Security Council is particularly concerned about the revocation of refugee status of many refugees from [neighbouring State] and the consequent decision to terminate the assistance provided to these refugees ... The decisions of the [affected State] in this regard could lead to the involuntary return of tens of thousands of persons to an area that is neither safe nor ready to receive them.",1
"1571","Condemning also in the strongest terms the incitement to commit acts of terrorism and repudiating attempts to justify or glorify (apology) acts of terrorism that may incite the commission of new acts of terrorism,",1
"1572","The Council strongly condemns the Taliban for launching a new offensive in July 1999, only a week after the 'Six Plus Two' meeting in Tashkent, despite the Council's repeated demands for a cessation of fighting.",1
"1573","These measures sometimes fall within the context of preventive action, when terrorist acts are supposedly in their preparatory phase.",1
"1574","This issue is now one of the priority items on the agenda of the 1267 Committee.",0
"1575","It is essential that cases of domestic violence and sexual assault be formally prosecuted in accordance with the criminal code.",1
"1576","Despite these shortcomings, government schools were able to start the 2004/2005 school year on time in October for the first time in three years, thanks to the supply of teaching materials financed by the Emergency Economic Management Fund.",0
"1577","Pertaining or relating to the high seas, or living or occurring there. Photogrammetry",0
"1578","3. The situation in Cyprus (December 27, 1963; July 30, 2013).",0
"1579","We call on all armed groups signatories to the Ouagadougou Agreement to disassociate themselves from terrorist groups.",1
