"es_en_GOOGLE"	"MatConf"
"The alarming situation regarding drug trafficking requires the adoption of other measures."	0
"Algeria, Angola, Benin, Brazil, Chile, China, France, Pakistan, Philippines, Russian Federation, Spain."	0
"The Deputy Special Representative of the Secretary-General indicated that since the outbreak of the conflict in December 2013, information had been received through the monitoring and reporting mechanism indicating that both parties to the conflict were responsible for violations and abuses against children. , which included murder and mutilation, recruitment and use, and sexual violence."	1
"In general terms, the policy of attacking, killing or forcibly displacing members of some tribes does not necessarily imply the specific intention of annihilating all or part of a group for racial, ethnic, national or religious reasons."	0
"2. Payments made or repair provided to third parties: US$8,655,689"	0
"It was not parked completely in a line considering the way the force of the explosion affected a red Ford vehicle, which was probably parked directly in front of the Mitsubishi."	1
"The case began on September 18, 2006 and is scheduled to conclude in early 2008. S. Nchamihigo"	0
"Al-Qaida and its affiliates use military components when they can obtain them and civilian components otherwise to build IEDs."	1
"During the period under review, information was received regarding alleged activities of the Indonesian military in the disputed border area of Oecussi."	1
"Most States have little capacity to freeze funds and assets linked to terrorism without delay."	1
"The Security Council notes the harmful effect of the proliferation of weapons, particularly small arms, on the security of civilians, including refugees and other vulnerable groups of the population."	1
"Eminent journalists have been arbitrarily detained for expressing their opinions on issues relating to human rights, constitutional matters and the rule of law."	1
":: On November 3, 2014, regime warplanes attacked the mosque of the Al Waer Islamic Orphanage in Homs, causing extensive damage."	1
"Which will be held on Wednesday, September 29, 2010, at 10:00 a.m."	0
"More than 60% of school-age children do not have access to school."	0
"Member States should be requested to use, as necessary, the INTERPOL global police communications system &quot;I-24/7&quot; and the INTERPOL electronic weapons tracking system in their tracing activities."	0
"Clashes also occurred between armed groups affiliated with the Government of Mali and armed groups represented at the Algiers talks, despite the commitment that the various parties had made to respect a ceasefire. On October 9, French and Nigerian forces intercepted and destroyed a convoy carrying weapons, mortars and anti-aircraft weapons, advancing through northern Niger towards Mali. The recipient of the weapons was allegedly Ansar Dine. On October 12, Mauritanian security forces arrested four people suspected of establishing contact with jihadists and recruiting for the Islamic State of Iraq and the Levant (ISIL) in the mining town of ZouÃ©rat, in the north of the country."	1
"Both parties would have to show flexibility and responsibility."	0
"Technopromexport&#39;s argument is that the equipment and material were sent &quot;cf&quot; (cost and freight)."	0
"Transfers (to)/from the United Nations and other agencies"	0
"Noting with deep concern the increasing number of victims, including children, as a result of acts of terrorism motivated by intolerance or extremism in various regions of the world,"	1
"Japan Fourth report submitted to the Counter-Terrorism Committee established pursuant to paragraph 6 of Security Council resolution 1373 (2001) of 28 September 2001"	0
":: On November 2, 2014, Syrian regime warplanes attacked Um Twyena, killing five people."	1
"Minister María Angélica Arce de Jeannet (Mexico)"	0
"In general, the petitioners wore the F-FDTL uniform and were unarmed."	0
"During the meeting, the parties had a broad exchange of views on the implementation of Security Council resolutions and the exercise of the principle of self-determination."	0
"During the Janjaweed attack on Mengarassa village in Western Darfur in November 2003, 20 girls were kidnapped and taken to Ammar camp."	1
"Among the different possibilities is carrying out a suicide attack with explosives; an explosion carried out by remote control using frequencies different from those interfered with by the devices or the frequencies used by those same devices; an explosion carried out by remote control using the jamming devices themselves; an explosion carried out by remote control from a satellite telephone of Thuraya, the only telephone company that has a satellite telephone network in Lebanese territory; an explosion carried out using a TNT cable circuit; or an explosion carried out by circuit with another type of cable, such as a telephone line."	1
"Said Arif is associated with Al-Qaida or a cell, affiliated entity, splinter group or derivative thereof for &quot;engaging in the financing, planning, facilitation, preparation or commission of acts or activities carried out&quot; by Jabhet al-Nusra, alias of the Front Al-Nusra for the Peoples of the Levant (QE.A.137.14), &quot;or carried out in or under its name, together with it or in its support&quot; and &quot;recruit for it.&quot;"	1
"Calls upon all Member States, in particular States of the region, acting in their national capacity or through national organizations or agreements, and in order to ensure the strict implementation of the arms embargo established in [the provisions of the relevant resolution], inspect in its territory, including ports and airports, and on the high seas, ships and aircraft originating in or destined for [the affected State], if the State concerned has information that gives reasonable grounds to believe that the cargo contains items the supply, sale, transfer or export of which is prohibited under [the relevant paragraph of the resolution] ..., including the supply of armed mercenary personnel, calls upon all flag States of such ships and aircraft to cooperate with such inspections, and authorizes Member States to apply any measures appropriate to the specific circumstances to carry out such inspections"	1
"In addition, four States have enacted laws that make it a crime for individuals or organizations to harbor terrorists and their supporters."	0
"New concerted efforts will be needed to end the continued flagrant violations of human rights by armed groups and FARDC against the civilian population in Ituri, the Kivus and the central and northern region of Katanga, which are seriously undermining the efforts to stabilize these areas and affecting the organization of the elections."	0
"Children have been seen wearing uniforms and carrying weapons in and around rebel camps."	1
"These treaties contain certain provisions that are especially relevant to the current armed conflict in Darfur, including: a) the right to life and not to be arbitrarily deprived of life; b) the right not to be subjected to torture or cruel, inhuman or degrading treatment or punishment; c) the right not to be subjected to arbitrary arrest or detention; d) the right of every person deprived of liberty to be treated humanely with the respect due to the inherent dignity of the human being; e) the right to move freely, choose one&#39;s own residence and not be arbitrarily displaced: f) the right to property; adequate housing and not be subject to forced removal; g) the right to health; h) the right to adequate food and water; i) the right to a fair trial; j) right to file an effective remedy for any serious violation of human rights; k) the right to reparation for human rights violations; and l) the obligation to bring to justice those responsible for human rights violations."	0
"In the opinion of that State, such activity, in its most radical form, usually leads to violent extremism and causes fatalities."	1
"The Internet has also helped Al-Qaida increase the public impact of the relatively few operations it has been able to carry out, thereby counteracting some of the intended effects of the embargo."	1
"The Group saw at Abidjan airport in August 2005 three Mitsubishi L-200 four-wheel drive vehicles, with FANCI registration, touring the military base with personnel and equipment."	1
"Homemade firearms. Molotov &quot;Cocktails.&quot; Improvised rockets manufactured in metalworking workshops."	1
"Which will be held on Wednesday, December 12, 2012, at 3:00 p.m."	0
"This also explains the determination of Ugandan business circles to continue equipping armed groups in the Ituri district, in order to continue illegally exploiting the district&#39;s natural resources and other forms of wealth."	1
"However, international human rights bodies and others have also raised concerns that certain measures to address incitement may have been excessive or overreached and may have violated human rights, including the rights to freedom of expression. expression and non-discrimination. This could be counterproductive, as it creates the risk of certain communities being excluded from national and international counter-terrorism efforts."	1
"The Commission received reliable information that these people had been tortured and subjected to cruel, inhuman and degrading treatment."	1
"A. Establishment of the integrated command center"	0
"d) Other support for acts or activities of designated persons, groups, companies or entities or other persons, groups, companies or entities associated with the Taliban that constitute a threat to the peace, stability and security of the Afghanistan;"	1
"2. The situation in Côte d&#39;Ivoire."	0
"This case is an example not only of mass killings of civilians, but also of unlawful confinement, accompanied by summary executions, rape and other abuses."	1
"The number of incidents involving beam munitions dropped by the North Atlantic Treaty Organization (NATO) has decreased significantly thanks to a change in strategy, which has significantly increased the speed of disposal of easily accessible beam bombs."	1
"Recalling its resolutions on the recruitment and use of children and armed conflict,"	1
"Among the dead were four teachers, a doctor, a nurse, three university students, an engineer, an athlete, a lawyer, a media activist, a woman and two members of the same family."	1
"Very often civilians find themselves caught in circumstances of dire need when a peacekeeping operation has not been established. Such situations may require the urgent attention of the Council."	1
"Some even admitted that the Government followed the rebels to the villages because that was where they were hiding, and that the destruction was a result of the fighting that followed."	1
"The commission also noted that the Democratic People&#39;s Republic of Korea had abducted or forcibly disappeared more than 200,000 people from China, Japan, the Republic of Korea and other countries, even after the end of the Korean War."	1
"The attack launched by the Ethiopian regime today is a malicious response to Eritrea&#39;s requests."	1
"They also detained 15 FACI pilots and technicians, all from the Russian Federation, Ukraine and Belarus."	1
"The victim became pregnant as a result of the rape and had given birth."	1
"n) Land Forces (artillery): US$117,587,631."	0
"They killed six men, who were buried in individual graves."	1
"The &quot;high seas&quot; are defined as &quot;the sea beyond the territorial sea of Australia and any other country&quot; (article 51)."	0
"I also condemn Hezbollah&#39;s reckless disregard for the wishes of the elected Government of Lebanon and for the interests of the Lebanese people and the region at large."	0
"Furthermore, the Commission found sufficient evidence that the women continued to be victims of rape and sexual violence during their displacement, such that their fear of leaving the displacement camps had been perpetuated."	1
"It is not assessed that there will be any significant change in the overall security situation, although a slow but systematic increase in crime-related incidents is projected."	1
"19. Reiterates the need to further enhance cooperation between the 1540 Committee, the Security Council Committee established pursuant to resolution 1267 (1999) concerning Al-Qaida and the Taliban, and the Security Council Committee established in pursuant to resolution 1373 (2001) on countering terrorism, inter alia, as appropriate, by increasing the exchange of information, coordination on visits to States, within the framework of their respective mandates, technical assistance and other issues relevant to the three committees, and expressing its intention to provide guidance to the committees on areas of common interest in order to better coordinate their activities;"	0
"Every month, the Ministry of Lands, Mines and Energy receives hundreds of requests for mediation in disputes over concession rights."	0
"The explosion that killed Mr. Hariri and 22 other people occurred above the road."	1
"The experts began their mission on July 23, 2007."	0
"Humanitarian aid workers have brought water purification products to Bangui and are distributing critical medicines, obstetric and surgical supplies, as well as food to the city&#39;s hospitals."	0
"Under the first stage, $20.2 million has been allocated to the water and sanitation sector in the three northern governorates."	0
"This contract contains a clause prohibiting the buyer from using the vehicles for military purposes and a declaration that the vehicles are intended for the national economy. The 22 vehicles were sold for a sum of $90,200."	0
"A member of the parallel forces wearing a white T-shirt and accompanied by three police officers reportedly shot at the fleeing protesters."	1
"Together, the three offices currently employ a total of 131 local staff."	0
"East Africa has been a victim of terrorism in the past and the threat of terrorism in the region is high, due to persistent political instability."	1
"The most serious and bloody incident was the unprovoked attack by tribal militias on the Aro Sharow IDP camp and the villages of Gosmino and Ardja in the Kulbus area of Western Darfur, near the border with Chad. , on September 28."	1
"- Convention relating to offenses and certain other acts committed on board aircraft, since November 13, 1978;"	0
"(i) Facilitating research in the areas of the three resolutions that require further consideration, including the analysis of global and regional terrorism-related trends and methodologies and the analysis of counter-terrorism measures;"	0
"In a note, Theo Van Boven called this provision more complex and specific on the right of victims to obtain reparation than any other preceding international human rights treaty."	0
"Although the incidents had been reported to the police, the culprits had apparently gone unpunished and attacks against women continued."	1
"This date can also be used for the calculation of interest (see paragraph 40 of this report)."	0
"The Government was thus in the final stage of approving military guidelines to prevent military use of schools; and in the process of developing a comprehensive strategy on children and armed conflict for its armed forces."	1
"The lack of participation in these institutions prevents progress on specific issues of public administration, and does not contribute to improving the international image of Kosovo."	0
"During the attacks, the Janjaweed were reported to have destroyed household items, utensils used to prepare food, water containers and other items essential to the subsistence of the inhabitants."	1
":: On November 8, 2014, regime forces attacked the town of Sheikh Miskeen, killing five people, including two children and two women."	1
"Furthermore, the forced assignment of employment and a state-designated place of residence is largely driven by discrimination based on the songbun system."	1
"As occurred with the issue of links between drug trafficking and terrorism, the issue of piracy came to appear on the Council&#39;s agenda through the conflict situations that were included in it, among which African situations stand out, particularly Somalia and the Gulf of Guinea."	1
"Interaction with civil society revealed that the population did not fully understand MONUSCO&#39;s mandate and its capabilities. The local population believed that only the Mission Intervention Brigade could take strong measures to protect civilians, which is not accurate."	1
"A. Recruitment and use of children by armed forces and armed groups The Task Force on Children and Armed Conflict in Nepal, established pursuant to Security Council resolution 1612 (2005), monitored the recruitment of children by the Maoist army and CPN-Maoist affiliated organizations during the post-ceasefire recruitment campaign that reached its peak in November 2006."	1
"A confrontation ensued, in which the police had to intervene and where they resorted to the use of tear gas."	1
"And something else. We, Abkhazian brothers, are not alone."	0
"The reassignment of personnel from the justice and prison sectors has not proceeded at the same pace as the renewal of infrastructure due to continuing concerns for their safety in areas of northern Mali controlled by armed groups, as well as a lack of equipment."	1
"In West Africa, UNOWA has played a leading role in supporting efforts to implement the Regional Plan of Action of the Economic Community of West African States to Address the Growing Problem of Illicit Drug Trafficking, Organized Crime and Drug Abuse in West Africa."	0
"The secessionist group of parliamentarians rejected Garowe&#39;s process and approved a motion to advance the presidential elections from July to April 30 of this year."	0
"It also held consultations with members of the diplomatic community and with national and international civil society organizations and non-governmental organizations."	0
"It has also been indicated that they use other types of weapons, such as swords, although less frequently."	1
"Two civilians are killed, four people are shot and two people suffer other serious injuries."	1
"Many States are not sure what other element, instead of the death certificate, would be sufficient for the Committee and the Team recommends that the Committee provide further guidance on what it needs to consider de-listing a person&#39;s name by death. ."	0
"The involvement of Government forces in some of the attacks is an extremely negative development."	1
"Is genocide more serious than other international crimes? It is widely held that genocide is the most serious of international crimes."	1
"The Government has not adopted the necessary legislative and administrative measures to combat and prevent corruption in provisional institutions."	1
"It has been argued that, taking into account the aforementioned obstacles to the direct application by national courts of an individual right to compensation that would be enshrined in international humanitarian law, such special mechanisms could represent the most appropriate way to provide justice to victims. ."	0
"i) With respect to travel restrictions, when the Committee determines that travel is justified on humanitarian grounds, including religious obligations, or concludes that an exemption would otherwise further the objectives of this resolution;"	1
"The ability of the Palestinian Authority to create reliable institutions and a security infrastructure capable and willing to fight terrorism and other threats is a fundamental element of the creation of a Palestinian state and a legitimate expectation on the part of Israel."	0
"No administration has been formed and the city and the rest of the Bay and Bakool regions do not have any form of government."	0
"VIII. Travel ban The Monitoring Team continues to view the travel ban as an important sanctions measure against Al-Qaida and the Taliban, but notes the ingenuity demonstrated by terrorists who attempt to cross national borders undetected."	1
"Mr. Churkin (Russian Federation) (spoke in Russian): We are pleased to welcome you, Mr. President, to the Security Council Chamber."	0
"The force has also identified military assets that are underutilized and could be repatriated without harming the Mission&#39;s ability to conduct operations."	1
"Furthermore, the restriction of Eritrea dramatically affects the security of the United Nations peacekeeping forces and their operations, to the point that it has become unsustainable to continue occupying the small posts in isolated locations -- which constitute 18 locations out of a total of 40 -- and is no longer operationally viable."	1
"c) Cooperate closely to fully implement sanctions against terrorists and their associates, in particular Al-Qaida and the Taliban and their associates, as outlined in resolutions 1267 (1999), 1390 (2002) and 1455 (2003), adopt urgently take measures to prevent them from accessing the financial resources they need to carry out their activities and cooperate fully with the Monitoring Group established pursuant to resolution 1363 (2001);"	1
"The fruit terminal is located next to the military terminal in an isolated part of the port, which is why military-type equipment is unloaded there."	1
"Strongly condemns the recruitment and use of child soldiers by parties to armed conflicts in contravention of international obligations applicable to them, the killing and mutilation of children, rape and other acts of sexual violence committed primarily against girls, kidnapping and forced displacement, denial of children access to humanitarian aid, attacks on schools and hospitals, as well as trafficking, forced labor and all forms of slavery and all other violations and abuses committed against children affected by armed conflicts."	0
"Financing The Security Council expresses deep concern that oil fields and related infrastructure controlled by ISIL, AAF and possibly other individuals, groups, companies and entities associated with Al-Qaida are generating a significant portion of the income from these groups, which serve to support their recruitment activities and strengthen their operational capacity to organize and carry out terrorist attacks."	1
"It is also planned to replace the non-rigid wall kitchens at all nine team sites with hard wall kitchens over the next two years."	0
"The military component continues to serve in extremely difficult conditions in the north."	1
"The Security Council also recalls the horrific terrorist attacks that took place on September 11, 2001 in New York, Washington, DC and Pennsylvania, and the numerous attacks carried out by the network around the world."	1
"My 8 year old sister was also with me and they also raped her, but they did not beat her."	1
"The stench was suffocating, it smelled like rotten eggs."	0
"Indeed, a UNPOL officer reported the presence of machine guns on the roof of the former United Nations Peacekeeping Force building during the afternoon of 24 May."	1
"17. The situation in the Great Lakes region (November 1, 1996; July 21, 2011)."	0
"The Committee was also briefed on progress regarding the possible appointment of regional facilitators for other regional organizations, namely the Commonwealth of Independent States and the Association of Southeast Asian Nations (ASEAN)."	0
"S/RES/2100 (2013), para. 9 of the preamble"	0
"The members of the armed forces and the people of the Democratic People&#39;s Republic of Korea will put an end to the reckless deception of the hostile forces on the issue of human rights by taking measures of unprecedented severity against them and will firmly defend the socialist system, by the one they live and breathe."	1
"What happened on March 25 and 26 was an indiscriminate killing of innocent civilians and massive violations of human rights."	1
"Exact figures are not available, but information before the Commission indicates that nine people may have died and that three others suffered gunshot wounds as a result of the violence."	1
"As Al-Qaida and its associates will use any type of explosive available to carry out their attacks, the Team recommends that the Committee encourage Member States to implement the term &quot;weapons and related materials of all types&quot; in the arms embargo against Al-Qaida to all types of explosives, whether military, civilian or improvised, and also to raw materials and components that can be used to manufacture IEDs or non-conventional weapons, including but not limited to chemical components, cords triggers, fertilizers and poisons."	1
"The September 2013 attack on the Westgate shopping center in Nairobi demonstrates Al-Shabaab&#39;s capabilities, even after losing ground in Somalia."	1
"Although joint operations against the Alliance of Patriots for a Free and Sovereign Congo (APCLS) and the Nduma Defense for Congo/Cheka (CND/Cheka) continue in North Kivu, MONUSCO continues to play a role in areas affected by the activities of the Lord&#39;s Resistance Army (LRA) in the Eastern Province."	1
"Where possible, governments work with their territories to encourage them to create appropriate domestic rules in this area, but in many cases legislative frameworks need to be improved."	0
"One victim also identified him as a leader of the Janjaweed who had carried out attacks that killed civilians."	1
"2. Question of India-Pakistan (see document S/7382)."	0
"Three days later, the Jaleele purchased 25 AK-47 assault rifles, 2 anti-aircraft machine guns, 6 PKM machine guns, 4 RPG-2 rocket launchers and ammunition."	1
"13. You decide to continue addressing the issue."	0
"However, this crucial aspect of military capacity is not expressly contemplated in the sanctions regime, although it is widely covered by current arms export and control provisions adopted by Member States and multilateral institutions."	1
"Other listed groups, such as Lashkar-e-Tayyiba (LeT) (QE.L.118.05), train and recruit their own operatives in areas controlled by the Pakistani Taliban."	1
"The purpose of these visits was to monitor implementation, including the collection of examples of best practices, to disseminate the work of the Security Council Committee, to affirm the international consensus that is essential for the success of the sanctions regime, and to monitor the spread and the reach of Al-Qaida and the Taliban to be in a better position to make suggestions to the Committee for its future work."	0
"Calls upon States that have not yet done so to consider ratifying the main instruments of international humanitarian law and human rights and refugee law and to adopt the necessary legislative, judicial and administrative measures for the implementation of these instruments at the national level, requesting technical assistance, where appropriate, from relevant international organizations, including the International Committee of the Red Cross and United Nations bodies."	0
"According to a witness, Internal Security Forces personnel were ordered to monitor Mr. Hariri in late January and early February 2005."	1
"One of the planes circled the village while the other bombed it."	1
":: We receive the results of the DNA tests and the maps of the crime scene"	0
"Forest products other than wood: 20,500 23 million"	0
"The Committee recognizes that it has only taken its first steps towards achieving this objective, especially due to the delay in the provision of Executive Directorate positions."	0
"C. Expenses for preparing claims 31 - 32 10"	0
"In the short term, the focus would be on border and natural resource control in Ituri, restriction of movements of the Alliance of Democratic Forces/National Army for the Liberation of Uganda in North Kivu, control of abandoned areas by the FDLR following joint MONUC and FARDC operations, and assistance to the Congolese national police to ensure the safety of the population in South Kivu."	1
"The commission is concerned that structures, laws and policies continue to exist that violate the right to sufficient food and freedom from hunger, which may lead to the recurrence of mass starvation."	1
"The degree to which state institutions, the police and the national army are present and functioning in these areas varies considerably."	1
"The provisions contained in these texts differ depending on the case, as specified below:"	0
"Which will be held on Tuesday, October 25, 2005, at 10:00 a.m."	0
"43. Nonproliferation (March 29, 2006; September 7, 2011)."	0
"International terrorism remains one of the most serious threats to international peace and security."	0
"89. The National Security and Intelligence Service forces are regular forces whose mission is to supervise the internal and external security of the Sudan, monitor relevant events, analyze their significance and dangers, and recommend protective measures."	1
"The Act applies to the export from Australia of products related to weapons of mass destruction and the provision of services related to such weapons, both within and outside Australia."	0
"Between October 20 and December 10, 2014, regime helicopters dropped 1,125 barrel bombs, killing 603 civilians, including 129 children and 112 women."	1
"Red Cross vehicles and personnel were reported to have been seen at the scene and in some cases provided aid to the injured."	0
"Without these baseline assessments and agreed objectives, it is difficult to determine the scope and dimensions of the problem, develop effective projects and monitor progress."	0
"The aforementioned procedures apply in all cases, whether or not they affect a non-profit association."	0
"Finally, participants in the group highlighted the need to be open to the establishment of innovative mechanisms and to work to create comprehensive and mutually reinforcing systems to create links between the International Criminal Court, possible future hybrid courts and the national bodies, as well as between criminal trials and reparation programs."	0
"Although the number of political prisoner camps and inmates has decreased as a result of deaths and the release of some inmates, it is estimated that between 80,000 and 120,000 political prisoners are currently detained in four large camps."	1
"Figure I compares income and expenses for the financial years 2004/05, 2006/07 and 2008/09."	0
"Acting under Article 41 of Chapter VII of the Charter of the United Nations,"	0
"It also noted that acts of terrorism were classified as ordinary crimes and were dealt with under standard criminal procedures and not under special rules or by special courts."	0
"During the march, the Royal Moroccan Army informed the Force Commander that it had ordered its troops to observe the situation."	1
"These resources will consist mainly of:"	0
"In addition, there are several Palestinian armed groups operating in the country, inside and outside the refugee camps."	1
"The ombudsman would be empowered to review such requests, as well as other cases raised on his own initiative, and to recommend measures for approval by the Committee."	0
"10. Existence of accounts that are not proportional to commercial activities and making transfers between these accounts; carrying out transactions without a clear commercial purpose, making payments to people who do not have an open relationship with the interested party."	0
":: Regional and subregional organizations must be part of an integrated counterterrorism approach."	0
"During the reporting period, UNIFIL once again found its freedom of movement in its area of operations impeded, in some cases jeopardizing the safety of United Nations peacekeepers. ."	1
"At the same time, I can understand the need for the international community to direct its attention and resources to other flashpoints around the world."	0
"- Proof of permanent residence in Australia; and"	0
"The role of the police in the current conflict is far from clear."	1
"Sometimes they were killed when they left the camps, either to return to their villages or for any other reason."	1
"At that point, recruits are subordinate to the regular army command and generally wear the same uniform as the unit to which they belong."	1
"Second, there has been large-scale destruction of villages in all three states of Darfur."	1
"- Contribute, as appropriate, to the development by the authorities ... of the capacity of the police and gendarmerie, in particular through anti-riot training, and to the re-establishment of their presence throughout the territory [of the affected country]."	0
"Which will be held on Wednesday, February 20, 2008, at 3:00 p.m."	0
"In paragraph 3 of that resolution, the Council requested me, in consultation with the Committee established pursuant to resolution 751 (1992) concerning Somalia, to re-establish, within 30 days of the date of adoption the resolution and for a period of six months, the Monitoring Group referred to in paragraph 3 of resolution 1558 (2004), with the mandate established in paragraph 3 (a) to (i) of resolution 1630 ( 2005)."	0
"56. The police and security forces of the Democratic People&#39;s Republic of Korea systematically resort to violence and punishments that constitute serious violations of human rights in order to create a climate of terror that prevents any possible questioning of the current system of government. and the ideology on which it is based."	1
"- On September 19, following a vehicle explosion caused by a mine in Aguelhok, six wounded troops from the Chadian battalion were evacuated by helicopter to the Chinese Level II medical center in Gao."	1
"The lists can be consulted on the Committee&#39;s website."	0
"Aiman Muhammad Rabi al-Zawahiri&#39;s failed attempts to mediate the internal conflicts between Al-Qaida and Jabhat al Nusra (an entity affiliated with Al-Qaida in Iraq), as well as the ongoing fighting within Al-Shabaab, put revealed the limits of Al-Zawahiri&#39;s authority."	1
"Four States have established specialized counter-terrorism units and three have adopted measures to that end."	1
"6823rd session (private), held on August 21, 2012."	0
"Of the members of the Janjaweed militias identified as perpetrators by the Commission, all are suspected of carrying out indiscriminate attacks against the civilian population, which constitutes a war crime."	1
"Which will be held on Wednesday, March 7, 2007, at 11:50 a.m."	0
"The &quot;election campaign&quot; took place during the reopening of the railway line between Moscow and Sokhumi, after 12 years of being out of service."	0
"The attackers forced the victim to separate from the group, blindfolded her, pushed her back to the ground, and raped her."	1
"On this same prepaid card, a phone call was received one minute after the explosion, at 12:57 p.m., from a telephone booth located in Tripoli, near a building belonging to the Syrian intelligence services. On January 30, a call was made to the landline of Mr. Abu Adass&#39;s home, from the same telephone booth in Tripoli."	1
"112. Mohammad Mutlaq Rumeih Al-Bathali"	0
"A similar obligation falls on rebels for all crimes they have committed, whether or not the perpetrators have been identified and punished."	1
"f) On January 9, 2007, the Central Bank presented the new currency, giving priority to South Sudan in the replacement process;"	0
"As a result of the use of tear gas, shouting and shooting by security forces, people panicked and scattered."	1
"Some witnesses living in Anka reported that at approximately 5:00 p.m. on the same day, between 300 and 400 Janjaweed militiamen traveling on foot and another 100 on camels and horses advanced towards Anka from Barey."	1
"As expected, the arrival of summer has caused an increase in the level of activity of opposition militant forces."	1
"There were several positive developments in the anti-corruption structure, including the establishment of the Anti-Corruption Commission and the drafting of a law on the establishment of the High Administrative, Tax and Audit Court provided for in the Constitution."	0
"The Council expresses serious concern at situations in which armed forces and groups persist in committing violations and abuses against children exposed to and affected by armed conflict and post-conflict situations, in blatant disregard of applicable international law and Council resolutions on This question."	1
"Vakit, Turkish newspaper, January 4, 2012"	0
"The implementation of self-protection measures, including the deployment of private armed protection personnel on board ships and ship protection detachments, together with increased situational awareness, training and evasive maneuvers and the use of sea routes Secured by commercial ships may also have discouraged pirate attacks on ships."	0
"The multi-ethnic concept regarding Kosovo and Metohija advocated in the report has been practically abandoned, which is particularly evident following the establishment of the judicial system in Kosovo and Metohija (paragraph 57)."	0
"Which will be held on Tuesday, August 29, 2006, at 10:00 a.m."	0
"The prosecution of those accused of piracy and the prison sentences imposed on those convicted send a clear message to perpetrators and their sponsors that impunity will not be tolerated."	1
"Total loss (Kuwait): office equipment and cars"	0
"During the Ivorian armed conflict of 2002-2003, the number of Liberians who fought on behalf of the Government of CÃ´te d&#39;Ivoire was estimated to range between 1,500 and 2,500, with around 1,000 believed to have fought alongside the rebels. of CÃ´te d&#39;Ivoire (see S/2004/972)."	1
"Even in Afghanistan, where Afghan officials and members of coalition forces have conveyed to the Team their belief that the Taliban benefits from the huge revenues generated by the drug trade, it is difficult to point to concrete examples."	1
"Recalling the conclusions of the final report (S/1994/1405) of the Committee of Experts established pursuant to its resolution 935 (1994), one of which is that &quot;there is overwhelming evidence to demonstrate that... acts [were] perpetrated of genocide against the Tutsi ethnic group&quot;, and noting that Hutus and other people who opposed it were also killed during the genocide,"	1
"Women and children, especially girls, have been affected by new situations of violence and conflict related to the proliferation of militias and armed groups, in some cases linked to violent extremism, while many protracted conflicts remain unresolved."	1
"Serious concern was also expressed about reports of threatening statements and slogans against the United Nations and international staff during the recent demonstrations in Abidjan."	0
"However, for many others the situation remains precarious and ethnically motivated attacks have become more serious, if not more frequent."	1
"Two suspects in this attack are detained in the prison built by the UNODC Maritime Crime Programme."	1
"The question of proportionality obviously does not arise in cases where there were no armed groups present in the village, since the attack was directed exclusively against the civilian population."	1
"Trial Chamber II held three trials simultaneously during the second term."	0
"Name of the person examined: Hassan Surname of the person examined: Ezhaq Hawilla"	0
"LETTER DATED DECEMBER 17, 1998 ADDRESSED TO THE PRESIDENT"	0
"As a result, 1,045 soldiers were killed and 1,452 soldiers and 692 civilians were injured."	1
"S/RES/2093 (2013), para. 29"	0
"Towards the end of 2013, the number of politically motivated public executions seemed to increase."	1
"Ambassador Jean-Marc de la Sabliere (France)"	0
"The trial against Karemera et al. (para. 12) is particularly complex."	0
"Due to the end of the &quot;oil for food&quot; program (the program), tariffs are no longer paid for the use of pipelines;"	0
"The members of the Council once again expressed their deep indignation at all the killings, abductions, rapes or torture of all Iraqi citizens and nationals of other States carried out by ISIL, as well as the recruitment and use of children."	1
"2. Analysis and assessment 376 - 379 80"	0
"The visit to BouakÃ© took place a day after the clash between the rebels and the French ceasefire monitoring force in DuÃ©kouÃ©."	1
"Bosnia and Herzegovina expresses concern about the current political stalemate in establishing a new government and defining a clear constitutional reform process."	0
"As of September 30, 2014, there were still 37 sailors held hostage by Somali pirates."	1
"The Commission considers that the Minister of the Interior and the Commander General ignored institutional procedures by transferring weapons irregularly within the institution;"	1
"The results of the review, including issues that were considered important, were recorded in the complaints database."	0
"The team subsequently verified business records and accounts."	0
"Internal instability would make defining and implementing a viable future status even more difficult."	1
"No State in our region, whatever its internal resources, can alone confront the challenges of terrorism, secession and development, nor guarantee democracy and the spirit of openness."	0
"Here we also perceived reactions that seemed to justify our concerns."	0
"Security sector reform remains one of the main challenges for long-term peace and stability."	0
"Fight against violent extremism and incitement to commit terrorist acts"	1
"The Law on Mutual Assistance in Criminal Matters:"	0
"Thus, taking into account the possible threat that the demonstration posed for the regime and public order, the highest authorities of the State indicated that even if the decree prohibiting the demonstrations had not been promulgated, they would not have allowed or tolerated the march. ."	1
"b) Riyadh City (1,425,000 riyals)"	0
"Non-resident individuals and entities may hold funds (e.g. current accounts) in Estonian financial institutions."	0
"The Security Council encourages UNAMI to continue its work, in coordination with the Government of Iraq, to help create conditions conducive to the voluntary, safe, dignified and sustainable return of Iraqi refugees and internally displaced persons, and hopes that all stakeholders will pay more attention to this matter."	0
"It has also become clear that many of the murders committed in those two days did not take place in the street but in the homes of people who intended to attend the demonstration or even of innocent civilians identified by the security forces simply by their name, their origin or by belonging to a certain group in the community."	1
"They also found the bodies of between 20 and 30 civilians killed during the attack, including women and children. All of the victims were reportedly from Adwa and belonged to the Fur tribe."	1
