"ar_en_DEEPL"	"VerConf"
"Ivorian security forces arrested several national and international journalists (who were soon released due to external pressure) and threatened them in the course of their work."	0
"âThe Security Council strongly condemns the ongoing violence and human rights violations committed by all armed groups, including summary executions, sexual and gender-based violence and the widespread recruitment and use of children, demands that all armed groups immediately cease all forms of violence and destabilizing activities and immediately and permanently demobilize, lay down their arms and release children from their ranks, and reiterates that those responsible for human rights abuses and violations of international humanitarian law will be held accountable for their actions and must not be eligible for integration into the forces"	1
"Law No. 535/2004 on preventing and combating terrorism was promulgated by Presidential Decree No. 994/2004 of November 24, 2004, and entered into force three days later."	0
"She also referred to important precedents set by the Council, notably the establishment of commissions of inquiry for Bosnia and Herzegovina, Rwanda and Darfur, which paved the way for the establishment of the International Tribunal for the Former Yugoslavia and the International Criminal Tribunal for Rwanda, and the Council's referral of the situation in Darfur to the International Criminal Court (ICC)."	0
"564. Taking into account the comment made above regarding the structure of the rebel groups, the Commission has collected sufficiently reliable documents indicating that four individuals holding important positions within the various rebel groups may be suspected of being responsible for knowingly failing to prevent or suppress crimes committed by the rebels."	0
"Prominent journalists have been detained for expressing their views on issues of human rights, the constitution and the rule of law."	0
"9. Requests the CTC, in addition to the report requested in paragraph 8, to report orally, through its Chairman, at least once every 180 days to the Council on the overall work of the Committee and CTED and, as appropriate, in conjunction with the reports by the Chairs of the Committee established pursuant to resolution 1267 (1999) and the Committee established pursuant to resolution 1540 (2004), to encourage informal briefings to all interested Member States."	0
"Bin Laden needs to counterbalance Zarqawi's actions and demonstrate his continued global influence by organizing horrific attacks elsewhere, allowing him to return to the strategic path he outlined before losing his Afghan base in 2001."	0
"However, despite increased attention and recent positive developments in this area, many challenges remain on the ground in terms of implementation, particularly those related to the continued lack of clarity regarding the concept and operationalization of protection of civilians, internal and external coordination mechanisms, early warning and rapid response, support to host government security forces, force capabilities, and resourcing."	1
"However, in at least five countries, the criminal justice system can be improved and made more efficient to ensure that terrorists are brought to justice."	1
"Mr. Musayev (Azerbaijan): First of all, I would like to apologize for asking for the floor again, as we felt that it would be inappropriate and unproductive to ignore the comments made by the representative of Armenia and his attempt to mislead the Security Council into silence."	1
"The impunity of these high-ranking officers is unacceptable and prevents post-conflict societies from recovering sustainably."	1
"âThe Security Council strongly condemns the continued use of Afghan territory, in particular areas controlled by the Taliban, for harbouring and training terrorists and planning terrorist acts, reaffirms its conviction that the suppression of international terrorism is essential for the maintenance of international peace and security, and insists that the Taliban must cease providing shelter and training to international terrorists and their organizations and take effective measures to ensure that the territory under its control is not used for the establishment of terrorist installations and camps, or the preparation or organization of terrorist acts against Afghanistan international terrorists and their organizations, take effective measures to ensure that the territory under their control is not used for the establishment of terrorist installations and camps, or for the preparation or organization of terrorist acts against other States or their citizens, and cooperate with efforts to bring indicted terrorists to justice."	1
"We are deeply concerned that the ad hoc process created for this purpose has failed."	1
"The government did not accept recruits from all tribes."	1
"Also of concern is the presence of extremist elements and their alleged activities."	0
"61. As called for in the Committee's current program of work, efforts to have all States submit their reports have continued, both bilaterally in New York with the missions of States that have not yet submitted a report to the Committee, and as opportunities arise or other activities take place at the regional level."	0
"They have their own country, their own institutions and their own constitution, and they are capable of doing it themselves."	0
"In the case of Darfur, the conditions for such a mechanism are clearly not in place."	1
"2. Recalls in this regard that journalists, media professionals and associated personnel on dangerous professional missions in areas of armed conflict should be considered as civilians who must be respected and protected as such, provided that they do not take any action that jeopardizes their civilian status. This is without prejudice to the right of war correspondents accredited to the armed forces to be treated as prisoners of war in accordance with Article 4.A.4 of the Third Geneva Convention."	0
"In Samara camp, pre-registration is scheduled to begin in the third week of May 1998."	0
"Recent developments in the region underscore concerns frequently expressed to the mission by its interlocutors."	1
"Viet Nam is deeply concerned about the alarming deterioration of the security and humanitarian situation in the eastern part of the Democratic Republic of the Congo."	1
"As explained below, the Commission has collected substantial background material that it believes provides support for the use of the term âJanjaweedâ within the limited framework of the Commission's mandate, as a generic term to describe Arab militias operating under the command, support, complicity or acquiescence of the Sudanese governmental authorities, and benefiting from impunity for their actions."	0
"28. In view of the prevailing situation, I believe that UNMEE continues to play an important stabilization and ceasefire monitoring role on the ground, and I would like to recommend that its mandate be extended for an additional six months, until 30 April 2006."	0
"In his recent report on the protection of civilians in armed conflict (S/2012/376), the Secretary-General noted that âlittle has changed in the deplorable state of civilian protectionâ and that there is a clear need to translate normative commitments into tangible improvements in the protection of civilians on the ground."	1
"However, the crucial element of genocidal intent appears to be lacking, at least as far as the central government authorities are concerned."	1
"In addition, the recruitment of 19 civilian experts for positions within the Mission's police component to further strengthen the focus on skills building and institutional development is well advanced."	0
"Pakistan's new democratic government has inherited a daunting legacy of political, economic and security challenges."	1
"This affects the Mission's ability to rapidly mobilize uniformed personnel to protect civilians at risk in the west, should the situation require it, as well as to support the activities of the country team more broadly."	0
"Condemning also in the strongest terms incitement to terrorist acts and deploring attempts to justify or glorify (excuse) terrorist acts that may incite further terrorist acts."	1
"04. Once this categorization process is completed, each item that duplicates another is identified and eliminated."	0
"The parties committed to the Preliminary Agreement on Presidential Elections and Inclusive Peace Talks in Mali, signed on June 18, 2013 in Ouagadougou, namely the Arab Movement of Azawad, the Coordination of National Resistance Movements and Forces and the Coalition of People for Azawad."	0
"âThe Security Council recognizes the important role of the Secretary-General's good offices, and encourages the Secretary-General to continue to use mediation wherever possible to help resolve disputes peacefully, and to work closely and coordinate with relevant regional and subregional organizations in this regard, as appropriate."	0
"Chad, the Central African Republic and the subregion"	0
"Long-distance, largely open and inaccessible borders make effective border management extremely difficult and facilitate the activities of transnational criminal and terrorist groups."	1
"The commission also established that government armed forces, the State Security Service, and military intelligence are responsible for the unlawful arrest and detention of civilians."	1
"The situation along Lebanon's border with Syria remains alarming."	1
"38. The proliferation of weapons outside the authority of the State, coupled with the continued existence of militias possessing large quantities of weapons, is a major concern for me with regard to the stability of Lebanon."	1
"Unresolved ethnic and border disputes have resulted in conflicts that undermine efforts to develop a coherent regional approach to counterterrorism."	1
"Commissions have been established in response to allegations of violations of international human rights and humanitarian law in the context of conflict, as well as in situations of high levels of violence, often, but not exclusively, associated with electoral or political processes and involving serious violations of human rights law."	1
"Although the commission did not accept the information that the former prime minister instructed Ray Luce to âeliminateâ his political opponents during a meeting on May 8, on the basis of all the information available to it, it is satisfied that there is a reasonable suspicion that the former prime minister was at least aware of the distribution of police weapons to civilians."	1
"\"The Council notes with concern the challenges in the area of social and economic development, with a marked deterioration in the living standards of the vast majority of Haitians."	1
"The socio-economic challenges facing Afghanistan are significant."	1
"20 - وزارة الطاقة والموارد المعدنية"	0
"For the purposes of the above, residence in a Nordic country for an aggregate period of at least seven years is equivalent to residence in Denmark."	0
"Community policing plays an important role (for example, in one of the countries visited by the Committee, the government uses âsmartâ cell phones to inform the public about important events and posts information about police activities on the Internet social network)."	0
"To be held on Wednesday, January 31, 2001, at 1.30 p.m."	0
"One delegation expressed concern that, despite the Council's listing of MOMC, its vessels continued to operate, including docking in foreign ports, and suggested that the Committee remind Member States of their obligation to enforce the listing, including by detaining MOMC vessels and freezing the company's assets."	1
"Reiterating the obligation of Member States to prevent and suppress the financing of terrorist acts, and criminalizing the wilful provision or collection of funds by their nationals or in their territory, by any means whatsoever, directly or indirectly, with the intention that the funds should be used, or in the knowledge that they are to be used, to carry out terrorist acts."	0
"The Prosecutor regretted that the security situation in Libya has worsened, political instability has increased, and the current climate is not conducive to closing the impunity gap in Libya."	1
"We are concerned about the lack of political freedoms there."	1
"There is no doubt today that the real intent was to prevent details of his senseless acts of destruction committed at the behest of the CIA from being made public."	1
"The shelling damaged the mosque and nearby homes."	0
"The security challenges coming from the Sahel-Saharan region are not new."	0
"Most people in the region rightly reject a mere return to the status quo ante, as any truce based on such limited results cannot be expected to last."	1
":: Full operation of the Integrated Command Center: Full operation of the Integrated Command Center"	0
"He expressed some concerns - shortly before several presidential candidates - about the integrity of the registration."	1
"Although a senior official of the Provisional Institutions of Kosovo and Metohija recently tried to explain this failure by citing high unemployment rates, the facts point in another direction."	0
"âThe Security Council notes with concern that terrorism continues to pose a serious threat to international peace and security, the enjoyment of human rights and the social and economic development of all Member States, and undermines global stability and prosperity, and that this threat has become more widespread, with an increase in terrorist acts in different regions of the world, including those motivated by intolerance or extremism, and expresses its determination to address this threat."	1
"1. If the offender has destroyed, damaged, removed, rendered irreparable or depleted any assets subject to confiscation under article 70, paragraphs 1 and 2, or in any way prevented the confiscation of those assets, the Court may confiscate property of a value equal to the value of those assets, and the Court shall assess the value of the assets that may be confiscated."	1
"At Abidjan airport in August 2005, the Group saw three new Mitsubishi L-200 4x4 vehicles with FANCI license plates driving near the military base and carrying personnel and equipment."	0
"The situation on the ground is also alarming from a humanitarian point of view. The Secretary-General emphasizes that Iraq is in a major crisis and states that the situation is deteriorating."	1
"The overall power supply at the grid level has not improved, and the overall reliability of the grid has decreased due to continued deterioration and increased peak demand during the summer months."	0
"First, while Sierra Leone is the most advanced member of the West Africa Coast Initiative, the slow pace of progress elsewhere hinders intelligence sharing and early warning."	1
"Reiterating the need to ensure that the current sanctions regime contributes effectively to ongoing counter-insurgency efforts and supports the work of the Government of Afghanistan to advance reconciliation in order to bring peace, stability and security to Afghanistan."	1
"Empowering the Arab family to become:"	0
"82. Although Al-Qaida, the Taliban and their associates may not have complex structures and systems to control the operations of their affiliates, they nevertheless have a ready military capability to operate as indicated, for example, the insurgents in Afghanistan. At the tactical and operational levels, Al-Qaida, the Taliban and their associates use both military and civilian equipment such as short-range radios, cellular and satellite phones."	1
"The Commission reaffirmed its unwavering commitment to solidarity and the sacred principles of democracy, peace, stability and good governance to achieve stability and maximum integration in the region."	0
"These actions are being taken despite the SRSG's clearly negative stance and are in defiance of the UN and the Security Council."	1
"112. Closely related to the concept of counter-narrative is the growing recognition of the importance of the voices of victims of terrorism in effective counter-incitement strategies."	0
"They see the Kosovo Serbs as tools of the Belgrade authorities and thus as part of the threat that continues to threaten their future."	1
"In conclusion, the challenges facing Afghanistan are enormous, but we are making progress."	1
"Meanwhile, President al-Bashir is threatening the international community with retaliation, and thus more crimes."	1
"The situation between Ethiopia and Eritrea (see S/1998/44/Add.25; S/1999/25/Add.3, 5 and 7; S/2000/40/Add.18, 19, 30, 32, 36, 45 and 46; S/2001/15/Add.6, 11, 16, 20, 37 and 46; S/2002/30/Add.2, 9, 10, 19, 32 and 35; and S/2003/40/Add.10; see also S/2001/15/Add.37; S/2002/30/Add.10 and 32; and S/2003/40/Add.10)."	0
"(5) Decision of the Supreme Soviet of May 5, 1993 on Ukraine's participation in the Convention on the Physical Protection of Nuclear Material."	0
"38. Given the urgency of the current situation, the efforts of the international community must be immediate, coordinated and decisive."	1
"118. The information provided to this survey shows that, in the view of many States, incitement to commit acts of terrorism continues to pose a serious danger and threat in many parts of the world, albeit to varying degrees."	1
"Security Council resolution 2090 (2013), preambular paragraph 8"	0
"The company claims that the vessel, Sea Music II, was at the docks of the Shuaiba refinery on August 2, 1990 and was partially loaded with a cargo of sulfur."	0
"After the women were raped, some women's clothes were not returned to them and they were forced to remain naked."	0
"The Bakata Katanga movement has destabilized large areas of the region since 2012, when Kyungu Mutanga Gideon, after escaping from prison, began forcing local people, including children, to join his ranks or flee."	0
"5. The situation in Timor-Leste (December 15, 1975; December 19, 2012)."	0
"This is why Saudi Automotive was unable to refer to past performance in calculating its losses."	0
"More efforts must be made by the Haitian government and international humanitarian organizations in preventive activities, such as the provision of sanitation and clean water."	1
"::: Swiss Federal Law on War Materiel of December 13, 1996 (War Materiel Act; SR 514.51)"	0
"10. Decides to remain seized of the matter."	0
"Protecting civilians is a long-neglected duty in Somalia."	1
"Headquarters: Next to Niro Battery Manufacturing Company, Shahid Babaei Highway, Nobunyad Square, Tehran, Iran; Pasdaran Street, P.O. Box. P.O. Box. 16765, Tehran 1835, Iran; Babaei Highway, next to Niro Battery Manufacturing Company, Tehran, Iran"	0
"Despite improvements in health and education, the vast majority of the population still lives below the poverty line."	0
"The Council condemns all attacks by local and foreign armed groups that threaten the population, peace and stability of the Central African Republic and the subregion, including the attacks on Birao by CPJP on 19 July and 24 November."	1
"The assessment mission report notes growing concern about the humanitarian and economic impacts of the crisis on the Sahel region."	1
"Vice-President: United Kingdom of Great Britain and Northern Ireland"	0
"64. The issue of small arms cannot be addressed solely through arms control measures. It is an integral part of a broader spectrum in which issues of conflict, security, armed violence, crime, trade, human rights, health and development intersect."	0
"âThe Security Council expresses its deep concern about the implications of the refugee crisis resulting from the conflict in Syria, which threatens the stability of the entire region."	1
"The Cuban delegation strongly condemns the attacks against Palestinian civilians and the general destruction caused by the Israeli occupying forces in the northern Gaza Strip. We also demand an immediate end to those attacks and the urgent withdrawal of the occupying forces."	1
"But we are concerned that the key factor in decision-making is being undermined by the lack of political consensus."	1
"58. The stage in which Darfur currently finds itself is extremely dangerous."	0
"âThe Security Council strongly supports efforts to promote national dialogue, reconciliation, and broad-based political participation to ensure unity, peace, security and stability in Iraq."	0
"At the same time, it is imperative that all Somali stakeholders, especially the Transitional Federal Institutions, act on their promises to address the enormous political, economic and security challenges they face."	1
"A report was submitted to the Committee in March 2014."	0
"While piracy off the coast of Somalia remains a critical challenge, we call on the international community not to lose sight of the fact that the solution to that issue must be achieved on land, not at sea. A comprehensive solution to the Somali conflict must address all the root causes of piracy and other challenges, including the exploitation of marine resources and the dumping of toxic waste."	1
"He reiterated his personal condemnation of the incident, which he described as sending the wrong and unwanted messages ahead of the 2012 elections, which could undermine and hinder the gains made in reshaping the image of the country and in building and consolidating peace, achieved with painstaking efforts, with the help of our development partners and the international community."	1
"The recent rulings by an Indonesian appellate court, overturning four criminalization rulings by the Ad Hoc Human Rights Court, while falling outside the Mission's mandate, have a direct impact on the larger issue of accountability for crimes."	1
"The challenges facing the country demand that Haiti's leaders have a common, unified will."	1
"The meeting was called to order at 10.15 a.m."	0
"In that regard, we are deeply concerned about the security situation in Afghanistan, which has deteriorated since last year as a result of the repressive activities of the remaining elements of the Taliban and Al-Qaida, conflicts among warlords and the narcotics trade."	1
"In all those discussions, I was heartened to discover a convergence of views: We all marvel at how much Liberia has accomplished since the end of the fighting in 2003, but we are all fully aware of the enormity of the challenges still facing Liberia, and that we do not take anything for granted in the end."	1
"(f) Host country(s), as observers, as appropriate."	0
"3. The high level of interaction between the Committee and Member States during the review suggests that a wide range of States continue to share the Security Council's concern about the need for a coordinated international response to the threats posed by Al-Qaida and the Taliban."	0
"Accordingly, the Secretary-General described the recent events in Zimbabwe as a âgross injusticeâ."	1
"Rebel movements have also engaged in looting, targeting police stations primarily to obtain weapons; in some cases, rebels have also targeted private property."	0
") To become the 186th State Party on February 12, 2009."	0
"Preventing illegal border crossings is vital in countering terrorism, drug trafficking, and commercial smuggling."	1
"The Government had made all the necessary arrangements to that end."	0
"Saudi Arabia multiplied the alleged loss of production per hectare by the total hectares to obtain a total loss of approximately 6,124 tons."	0
"12. The situation in Burundi (October 25, 1993; May 10, 2010)."	0
"Earlier this month, Prime Minister Fayyad circulated a summary of the Palestinian Reform and Development Plan 2008-2010."	0
"\"Report of the Secretary-General on Eritrea (S/2010/327)"	0
"Decides to authorize [the regional organization's force] to take, within the means and capabilities available to it, all necessary measures to perform the following tasks in accordance with the agreement to be reached between [the regional organization] and the United Nations: ..."	0
"CÃ´te d'Ivoire's diamond exports could infiltrate the Kimberley Process import chain, posing a threat to the Kimberley Process Certification Scheme."	1
"Otherwise, there have been only minor security incidents that had a direct impact on the election process since voter registration began on April 25. These included incidents related to long lines at registration centers, minor assaults on election guards, and theft and destruction of equipment."	0
"of the United Kingdom of Great Britain and Northern Ireland addressed to the Secretary-General"	0
"This is unacceptable and must be fully condemned, especially by the Security Council, using the means at its disposal."	1
"We believe that the issue of supporting the legitimacy of the government is important because there is a causal relationship between legitimacy and the removal of resistance by informal actors and informal networks that characterize the nature of power in Afghanistan."	1
"The Security Council's current attempts to blame Eritrea are neither legally nor politically justified."	1
"Sadly, these warnings were not heeded."	1
"Council members expressed their deep concern at the horrific human rights violations and crimes against humanity noted in the report."	1
"Emphasizes the importance of safe and unhindered access of humanitarian personnel to civilians in armed conflict, calls upon relevant parties, including neighbouring States, to cooperate fully with the United Nations Humanitarian Coordinator and United Nations agencies in providing such access, invites States and the Secretary-General to bring to its attention information regarding the deliberate denial of such access in violation of international law and where such denial may constitute a threat to international peace and security, and in this regard expresses its readiness to consider such information and take appropriate steps when necessary."	0
"UN human rights mechanisms have expressed concern, for example, about measures taken by some states to restrict or, in some cases, criminalize the activities of certain religious groups or their members."	1
"40. Over the past month and a half, the Haitian authorities have made some initial attempts to address administration of justice and detention issues."	1
"On November 16, 2014, regime forces fired mortar shells at a mosque in the Madera area of Rif Dimashq, wounding four civilians and severely damaging the mosque."	0
"15. There is a serious risk that terrorist groups and individuals are increasingly using modern information and communications technology to recruit, incite and raise funds, often across international borders."	1
"Some states, for example, have either extended the permissible periods of detention before investigation or trial or imposed restrictions on access to a lawyer."	0
"30. Given the suspension of multilateral funding, the Government of CÃ´te d'Ivoire is dependent on the cocoa crop to maintain its financial capacity to meet its debts and to be able to pay its civil servants, including the military. Cocoa plays an important role in financing the Government's efforts for unbudgeted or extrabudgetary military procurement, and although the volume of revenue from cocoa has declined, the percentage taken from what is available remains high."	0
"In this regard, the Security Council encourages all States in the region to sign and implement the Code of Conduct as soon as possible, and calls upon them to take further effective measures at the national level to combat piracy and armed robbery at sea in the Gulf of Guinea."	0
"Unfortunately, there are also many examples where truth-seeking mechanisms could have contributed to uncovering the truth, ensuring accountability and preventing further human rights violations, but where the Council failed to take effective action due to political considerations."	1
"More witnesses came forward as the committee's work progressed."	0
"74. European Union member States are also obliged to criminalize âpublic incitementâ pursuant to the 2008 amendments to the 2002 European Union Council Framework Decision on Combating Terrorism."	1
"Recalling its resolution 2133 (2014) and the publication by the Global Counterterrorism Forum of the âAlgiers Memorandum on Best Practices on Preventing Terrorist Kidnappings for Ransom and Denial of Ransom Proceedsâ, strongly condemning incidents of kidnapping and hostage-taking by terrorist groups for any purpose, including for the purpose of raising funds or extracting political concessions, and expressing its determination to prevent kidnappings and hostage-taking by terrorist groups and to secure the safe release of hostages without the payment of ransom or political concessions, in accordance with applicable international law, and by terrorist groups and to ensure the safe release of hostages without ransom payments or political concessions, in accordance with applicable international law, calling upon all States to act to prevent terrorists from benefiting directly or indirectly from ransom payments or political concessions and to ensure the safe release of hostages, and reaffirming the need for all States to cooperate closely during incidents of kidnapping and hostage-taking by terrorist groups, and reaffirming the need for all States to cooperate closely during incidents of kidnapping and hostage-taking by terrorist groups."	1
"During the closed consultations that followed, Council members emphasized the importance of the resumption of Israeli-Palestinian negotiations and condemned unilateral actions, in particular the construction of settlements in the occupied territories, which undermined the Quartet's efforts to find a negotiated solution to the conflict."	0
"Beyond the UN Mission in Eastern Chad (MINURCAT) area of responsibility, other developments are also of concern."	1
"Many international leaders, including heads of state, UN representatives, and a majority of Security Council members, have denounced the flotillas that have traveled to Gaza over the past year and emphasized the need to move humanitarian supplies to the region only through existing channels."	0
"Please refer to the explanation above."	0
"They attacked and killed 54 people and wounded 24 others, burned houses before retreating, and looted cattle and household property."	0
"Demands that all parties to the conflict immediately take appropriate measures to protect civilians, including women and children, from all forms of sexual violence, in line with resolution 1820 (2008)."	1
"Expressing concern at continuing reports, including those contained in [the relevant report of the Secretary-General], of human rights abuses and violations of international humanitarian law, including against women and children, as well as reports of increased incidents of sexual violence, particularly by armed men, emphasizing the importance of investigating these alleged violations and abuses by all parties, regardless of their political status or affiliation [. Reiterating that those responsible for such violations must be held accountable and brought to justice regardless of their political affiliation, while respecting the rights of persons in detention, and [...] urging the Government to increase and accelerate its efforts to combat impunity"	1
"As terrorism remains a serious and global threat, France, during its presidency of the Security Council last January, took the initiative to organize a ministerial-level meeting on counter-terrorism."	1
"Insufficiently defined names may result in sanctions being applied to people other than those targeted."	1
"While both the government and CPN (Maoist) have made efforts to address the payment of allowances to disqualified party members, no commitment has been made to provide funds or programs for the recovery and reintegration of children affected by armed conflict, including those who have been informally released in large numbers, and the UN's offer of assistance has been met with little enthusiasm."	1
"In some cases, IDPs were prevented from accessing their livestock and crops located nearby, due to the threat of Janjaweed attacks outside the camps."	1
"13. Encourages the International Criminal Police Organization (INTERPOL) to intensify its efforts regarding the threat posed by foreign terrorist fighters and to recommend or provide additional resources to support and encourage national, regional and international measures to monitor and prevent the transit of foreign terrorist fighters, such as expanding the use of INTERPOL Special Notices to include foreign terrorist fighters."	0
"During the reporting period, the government did not take any measures against these unaccredited PNP officers."	1
"Determining that the situation in the region continues to constitute a threat to international peace and security."	1
"Coordination between the Mission and the United Nations Country Team"	0
"Commending the progress made so far by the Counter-Terrorism Committee, established by the Security Council under paragraph 6 of resolution 1373 (2001) and acting under Chapter VII of the Charter, in carrying out its important responsibility to monitor the implementation of that resolution."	1
"(b) Criminalize the wilful provision or collection, by any means, directly or indirectly, of funds by their nationals or in their territories with the intention that the funds should be used, or in the knowledge that they are to be used, in order to carry out terrorist acts."	1
"We have called on the Council on several occasions to take action to compel Israel to cease its military attacks, ensure the protection of the civilian population and stop all illegal punitive measures through which it is causing a humanitarian catastrophe in the Gaza Strip."	1
":: Prohibit slavery and the slave trade in all its forms: The prohibition of slavery and the slave trade in all its forms, as well as the non-payment or mistreatment of the labor force."	1
"The Afghan government urged the Committee to respond more flexibly to its proposals for de-listing, expressing concerns that its inability to achieve de-listing robs it of a key system for rewarding Taliban members who join the reconciliation process, risking their return to the fight."	1
"1.2 will include the provisions set forth in Article 1, \"General Principles\" of this Settlement."	0
"In other words, the fight against terrorism should be a joint, comprehensive and long-term effort."	0
"The Malian government quickly placed the hospital under quarantine, and MINUSMA formed police units assisted Malian authorities in providing security around the hospital."	0
"As I explained, I am confident that your esteemed council will not pay attention to these false accusations, which are not true and do not meet the minimum standards of professionalism."	1
"The Organization of Islamic Cooperation calls for an end to the Israeli military occupation of the Palestinian Territory, including East Jerusalem, and to the illegal actions of the occupying Power, which have claimed thousands of civilian lives, caused widespread destruction and exacerbated the social, economic and humanitarian suffering of the Palestinian people in violation of international law, including international humanitarian and human rights law."	1
"15. Implementation and management of lotteries and gambling activities."	0
"(h) Provide a briefing to the Council, through the Committee, at mid-term, within 90 days of its establishment."	0
"It is therefore largely concerned with socially contextualized aspects that may lead to the spread of terrorism."	1
"In each case, the young women were forced to undress at gunpoint, raped by the Janjaweed and then left naked on the road."	0
"It also believes that the Karadzic trial taking place in Serbia, and the attention it will generate, will allow information centers to provide the media and outreach activities with better material to cover the event."	0
"(o) Nkosazana Dlamini-Zuma, Chairperson of the African Union Commission."	0
":: March 14, 2005: March 14, 2005, a counter-demonstration led by Christians and Sunnis demanding the withdrawal of Syrian troops and the arrest of the heads of the security and intelligence services."	1
"We call on all armed groups that are signatories to the Ouagadougou Agreement to disassociate themselves from terrorist groups."	1
"The Prosecutor expressed concern about unresolved issues regarding individuals detained in Libya and the mass displacement of Tawerghans."	1
"The cargo was seized aboard the container ship MV San Francisco Bridge."	0
"Recognizing that the work of the Council had changed dramatically over the past 15 years, one speaker noted that the trend was towards greater openness."	0
"The terrorist threats to the region are somewhat different in terms of their origin and nature, but similar in terms of their effects."	1
"This support includes fundraising and financing; the provision of fake, forged or stolen identity cards and travel documents; and safe houses."	0
"In West Africa, UNOWA played a prominent role in supporting efforts to implement the ECOWAS Regional Action Plan to address the growing problem of illicit drug trafficking, organized crime and drug abuse in West Africa."	1
"10. A team of four OPCW inspectors was permanently present on board the MV Cape Ray during the neutralization of HD and DF on board."	0
"The Trial Chamber's push for an arrest warrant for a head of state on March 4, 2009 triggered a major public backlash and set back hopes for peace and stability."	1
"Notes: Based on data provided by management"	0
"3. Terrorism is fundamentally opposed to the fundamental values of humankind enshrined in the Charter of the United Nations and basic human rights documents."	1
"12. An applicant for a Myanmar passport must complete the passport form with correct personal information and support it with relevant supporting documents."	0
"Despite all efforts to restore peace and security, we remain concerned about the recent significant setbacks to stabilization efforts in the eastern region of the Democratic Republic of the Congo (DRC)."	1
"30. On March 18, the commanders of the Presidential Guard and the Presidential Security Division sent a letter to the Minister of Internal Security declaring that the areas around the Presidential Palace were a âred zoneâ and that anyone caught there would be considered an enemy combatant and would be treated as such, i.e., shot without warning."	1
"To be held on Thursday, February 26, 2009, at 10 a.m."	0
"âThe Security Council expresses its deep concern that the continued instability and security vacuum in the Central African Republic continues to negatively affect operations against the LRA and contributes to the strengthening of the LRA's position in the country."	1
"Equally worrying is the information on increased tension between the government and opposition parties on issues critical to the future of Kosovo, as well as the continued emergence of elements prepared to resort to violence."	1
"The two-year conflict has exacerbated political differences and deepened the already harsh socio-economic conditions in which the vast majority of the population lives."	0
"Deeply concerned about the threat posed by terrorism and the risk that non-State actors**, such as those designated on the United Nations list established and monitored by the Committee established by Security Council resolution 1267 (1999) and those to whom resolution 1373 (2001) applies, may acquire, develop, traffic in or use nuclear, chemical and biological weapons and their means of delivery."	1
"In his report, the Secretary-General notes some measures of improvement in all of those areas except for the central issue of local government reform, in particular, decentralization, where there is a lack of progress."	1
"While no cases have in fact occurred since the Team's last report, there is still a risk that listed groups and individuals may still harbor hopes of launching such an attack, in addition to a number of reports of the continued existence of illegal stockpiles of radioactive material, including in areas where Al-Qaida and the Taliban are active."	1
"12. The situation in Burundi (October 25, 1993; July 5, 2012)."	0
"The amount of interest is USD 430,912 (JOD 283,540)."	0
"It is impossible in a democracy to reconcile the carrying of arms outside the regular armed forces with participation in power and government."	0
"To be held on Thursday, July 30, 1998, at 1.35 p.m."	0
"While neither side appears ready to return to war, there is a worrying pattern of escalation and destabilization that could lead to a full-scale confrontation that would put more civilian lives at risk."	1
"Despite the remarkable progress we have made, the complex political, security and economic environment continues to pose significant challenges for the elected leaders tasked with normalizing the situation in our country."	1
"(p) To cooperate with other relevant Security Council sanctions committees, in particular the Committee established pursuant to resolution 1267 (1999)."	0
"Disqualification under the \"arising before\" clause"	0
"The situation of minorities remains of concern, particularly with regard to freedom of movement and access to justice."	1
"Money paid for the release of detained vessels, cargo and crew is believed to have been used to finance terrorist groups or activities."	1
":: Reports of the Secretary-General Reports of the Secretary-General: On the safety and security of humanitarian personnel and protection of United Nations personnel (A/68/489), protection of civilians in armed conflict (e.g., S/2013/689), and relevant reports on Security Council mandates (e.g., S/2014/140)."	0
"This raised serious tensions with local communities, as well as threats to the UN mission by some former CNDP military commanders now integrated into the Congolese army."	1
"Crude oil is usually stored, processed and exported from Al Kharj Island."	0
"The delegation of Togo believes that all these issues require urgent action to prevent the Sahel region from falling into total insecurity, which would be very detrimental to its development."	1
"The FARDC also succeeded in driving the FDLR out of some mining areas in Walikale, Lubero and Shabunda."	0
"In addition, interest income of $3.1 million was used to fund projects."	0
"It should be noted that some countries have recently begun to review or terminate states of emergency."	0
"18. These trends are evident in many of the contemporary conflict situations on the Council's agenda."	1
"Furthermore, several financial institutions complain that they have been given little or no information as to what they should be looking for as indicators that could point to terrorism-related financial transactions."	1
"Recognizing the need for civilian and military leaders, in accordance with the principle of command responsibility, to demonstrate commitment and political will to prevent sexual violence, combat impunity and enforce accountability, and that failure to do so could suggest that sexual violence during conflict is tolerated."	0
"11. The Parties emphasized the importance of conducting this new phase with the accompaniment of regional and international partners and called on these partners to support and endorse these efforts in pursuit of the objectives set by the international community aimed at preserving the territorial integrity and sovereignty of Mali and consolidating its national unity."	0
"To be held on Tuesday, August 26, 2003, at 6 p.m."	0
"In most current conflicts, small arms and light weapons are the primary weapons used."	0
"The former Yugoslav Republic of Macedonia (March 2, 2001)"	0
"It also illustrated how differently the threat is perceived, even by neighboring countries."	1
"46. The majority of Eastern European states have criminalized incitement to commit terrorist acts."	0
