id,ar_en_DEEP_to_ar_difference_general_rarity,ar_en_DEEP_to_ar_difference_genre_rarity,ar_en_DEEPL_to_ar_difference_general_rarity,ar_en_DEEPL_to_ar_difference_genre_rarity,ar_en_GOOGLE_to_ar_difference_general_rarity,ar_en_GOOGLE_to_ar_difference_genre_rarity,ar_en_TRANSFORMERS_to_ar_difference_general_rarity,ar_en_TRANSFORMERS_to_ar_difference_genre_rarity
2008/s/res/1805_2008_/10:1,-0.2982456140350877,-0.0192147034252298,-0.2982456140350877,-0.0192147034252298,-0.2982456140350877,-0.0199362041467305,-0.2982456140350877,-0.0192147034252298
2010/s/prst/2010/19/4:1,-0.3400000000000001,-0.12000000000000001,-0.36666666666666664,-0.1333333333333333,-0.3400000000000001,-0.12000000000000001,-0.36396396396396397,-0.1333333333333333
2006/s/2006/154/262:1,-0.2081765309613411,-0.17960998973657202,-0.1768820786142572,-0.1575616255829447,-0.2081765309613411,-0.17960998973657202,-0.20319786808794138,-0.197035309793471
2005/s/2005/60/375:2,-0.15952380952380957,-0.1523809523809524,-0.15952380952380957,-0.1523809523809524,-0.15952380952380957,-0.1523809523809524,-0.16818181818181818,-0.1545454545454546
2005/s/2005/60/850:1,-0.1777777777777778,-0.22972582972582978,-0.18688524590163944,-0.2435171385991059,-0.21818181818181823,-0.2333333333333334,-0.23050847457627122,-0.2751926040061634
2009/s/2009/676/45:1,-0.4283222881060343,-0.24380885943494948,-0.4019756838905776,-0.24088145896656538,-0.430300807043287,-0.24211298606016146,-0.3715524034672972,-0.23955870764381407
2014/s/2014/935/111:1,-0.34259259259259256,-0.1481481481481481,-0.34259259259259256,-0.1481481481481481,-0.34259259259259256,-0.1481481481481481,-0.37037037037037035,-0.1481481481481481
2005/s/2005/699/314:1,-0.32222222222222235,-0.2277777777777778,-0.29403794037940384,-0.225609756097561,-0.32222222222222235,-0.2277777777777778,-0.30000000000000004,-0.2055555555555556
2014/s/2014/9/138:2,-0.1527777777777778,-0.1,-0.1325757575757576,-0.1,-0.1527777777777778,-0.1,-0.1491935483870968,-0.1
2005/s/2005/662/76:2,-0.5151515151515151,-0.1298701298701298,-0.5632183908045978,-0.1904761904761904,-0.5151515151515151,-0.1298701298701298,-0.5104166666666666,-0.1904761904761904
2004/s/2004/614/63:2,-0.21969696969696978,-0.25,-0.21969696969696978,-0.25,-0.21969696969696978,-0.25,-0.33333333333333337,-0.25
2010/s/2010/522/80:2,-0.3260869565217392,-0.15652173913043482,-0.3260869565217392,-0.15652173913043482,-0.2727272727272728,-0.1545454545454546,-0.2222222222222222,-0.0888888888888889
2006/s/2006/822/148:1,-0.19281045751633985,-0.1601307189542484,-0.2222222222222222,-0.16666666666666669,-0.19281045751633985,-0.1601307189542484,-0.2485380116959065,-0.172514619883041
2010/s/prst/2010/25/677:1,-0.41142857142857137,-0.1266666666666666,-0.40121580547112456,-0.1241134751773049,-0.41142857142857137,-0.1266666666666666,-0.37577639751552794,-0.144927536231884
2008/s/2008/250/31:1,-0.06693711967545635,-0.0973630831643002,-0.054621848739495826,-0.092436974789916,-0.10141987829614602,-0.0973630831643002,-0.051764705882352935,-0.1152941176470588
2011/s/2013/467/106:1,-0.3076923076923077,-0.2272727272727272,-0.31818181818181823,-0.2272727272727272,-0.3076923076923077,-0.2272727272727272,-0.3461538461538462,-0.2272727272727272
2005/s/2005/60/257:3,-0.2930746068919371,-0.2365339578454333,-0.2822487485560262,-0.2668463611859839,-0.2930746068919371,-0.2365339578454333,-0.33190118152524173,-0.2681704260651629
2008/s/2008/800/42:1,-0.4482029598308668,-0.16331923890063418,-0.4809302325581395,-0.1860465116279069,-0.4482029598308668,-0.16331923890063418,-0.475647213690215,-0.1671785870996051
2006/s/res/1735_2006_/45:1,-0.24446267432321578,-0.1739130434782608,-0.2575250836120401,-0.15468227424749162,-0.24446267432321578,-0.1739130434782608,-0.23188405797101447,-0.15430520034100592
2007/s/prst/2007/40/9:1,-0.326896551724138,-0.21103448275862075,-0.3392982456140351,-0.24491228070175441,-0.326896551724138,-0.21103448275862075,-0.3488135593220339,-0.22915254237288143
2014/s/2014/929/119:1,-0.2702702702702703,-0.1081081081081081,-0.23123123123123124,-0.1051051051051051,-0.2702702702702703,-0.1081081081081081,-0.2947232947232948,-0.1447876447876448
2008/s/2008/251/36:3,-0.4535266974291365,-0.1351351351351351,-0.4581724581724583,-0.11132561132561128,-0.4535266974291365,-0.1351351351351351,-0.4535266974291365,-0.1351351351351351
2012/s/2012/373/640:2,-0.326241134751773,-0.21443471005423442,-0.33957446808510633,-0.21404255319148932,-0.326241134751773,-0.21443471005423442,-0.3458489778890279,-0.21443471005423442
2006/s/2006/822/203:5,-0.2609523809523809,-0.198095238095238,-0.26984126984126977,-0.201058201058201,-0.2609523809523809,-0.198095238095238,-0.2609523809523809,-0.198095238095238
2004/s/prst/2004/46/5:1,-0.33780687397708675,-0.0697217675941081,-0.3118121790168745,-0.0851063829787234,-0.33780687397708675,-0.0697217675941081,-0.3328525063108547,-0.0851063829787234
2014/s/2014/924/11:2,-0.21212121212121215,-0.1212121212121212,-0.19786096256684493,-0.1212121212121212,-0.21212121212121215,-0.1212121212121212,-0.18181818181818188,-0.1212121212121212
2008/s/2008/258/99:1,-0.13703703703703699,-0.11481481481481481,-0.10370370370370369,-0.11481481481481481,-0.13703703703703699,-0.11481481481481481,-0.13703703703703699,-0.11481481481481481
2007/s/2007/677/13:1,-0.15353535353535358,-0.1555555555555555,-0.15387840670859548,-0.1555555555555555,-0.15353535353535358,-0.1555555555555555,-0.15353535353535358,-0.1555555555555555
2011/s/2011/223/55:1,-0.2198142414860681,-0.0175438596491228,-0.22578184591914563,-0.0175438596491228,-0.2198142414860681,-0.0175438596491228,-0.2372127501853225,-0.0175438596491228
2011/s/2011/463/310:1,-0.29761904761904767,-0.2142857142857143,-0.2870370370370371,-0.212962962962963,-0.29761904761904767,-0.2142857142857143,-0.21296296296296308,-0.17592592592592599
2007/s/2007/677/89:6,-0.40613026819923376,-0.041187739463601596,-0.37835249042145597,-0.013409961685823799,-0.40613026819923376,-0.041187739463601596,-0.40295566502463065,-0.0689655172413793
2014/s/2014/869/40:1,-0.6306818181818182,-0.4545454545454545,-0.6306818181818182,-0.4545454545454545,-0.6306818181818182,-0.4545454545454545,-0.6306818181818182,-0.4545454545454545
2014/s/2014/957/9:4,-0.5065359477124183,-0.2718954248366013,-0.4956958393113343,-0.2697274031563845,-0.48128342245989314,-0.2713903743315508,-0.48128342245989314,-0.2713903743315508
2005/s/2005/60/734:4,-0.3354231974921631,-0.1462904911180773,-0.3458128078817735,-0.1497536945812808,-0.3354231974921631,-0.1462904911180773,-0.35057471264367823,-0.1402298850574713
2014/s/2014/902/160:6,-0.253968253968254,-0.126984126984127,-0.22705314009661842,-0.09178743961352662,-0.253968253968254,-0.126984126984127,-0.2705314009661836,-0.2222222222222222
2014/s/2014/935/154:7,-0.3737373737373738,-0.1868686868686869,-0.39555555555555555,-0.19777777777777777,-0.3737373737373738,-0.1868686868686869,-0.39555555555555555,-0.19777777777777777
2005/s/2005/60/479:6,-0.5625,-0.2125,-0.5625,-0.2125,-0.5625,-0.2125,-0.549342105263158,-0.20723684210526322
2009/s/prst/2009/1/492:1,-0.3571428571428572,-0.0714285714285714,-0.2991071428571429,-0.0714285714285714,-0.3650793650793651,-0.0714285714285714,-0.3202764976958526,-0.0714285714285714
2005/s/2005/60/502:2,-0.26000000000000006,-0.1866666666666667,-0.26909090909090916,-0.1654545454545455,-0.26000000000000006,-0.1866666666666667,-0.27698113207547176,-0.1822641509433963
2005/s/2005/572/85:2,-0.3582608695652174,-0.351304347826087,-0.3982608695652174,-0.351304347826087,-0.3115942028985508,-0.30797101449275366,-0.3628762541806021,-0.3528428093645486
2012/s/2012/373/688:1,-0.28125,-0.2307692307692307,-0.2741935483870968,-0.2307692307692307,-0.3125,-0.2307692307692307,-0.25,-0.2307692307692307
2013/s/prst/2013/2/18:3,-0.4275466284074606,-0.1470588235294117,-0.4220588235294118,-0.1470588235294117,-0.4275466284074606,-0.1470588235294117,-0.4470588235294118,-0.1470588235294117
2005/s/2005/66/15:1,-0.3052109181141439,-0.2754342431761787,-0.3052109181141439,-0.2754342431761787,-0.258974358974359,-0.2743589743589744,-0.3867521367521367,-0.3076923076923077
2014/s/2014/931/12:1,-0.39075630252100846,-0.2148859543817527,-0.36397058823529416,-0.2144607843137255,-0.39075630252100846,-0.2148859543817527,-0.40196078431372556,-0.21568627450980388
2014/s/2014/74/8:1,-0.3071428571428572,-0.05476190476190479,-0.30000000000000004,-0.04999999999999999,-0.25,-0.04999999999999999,-0.29000000000000004,-0.03
2009/s/2009/71/75:2,-0.35190217391304346,-0.2296195652173913,-0.3813664596273292,-0.2322981366459628,-0.32065217391304346,-0.1983695652173913,-0.3813664596273292,-0.2322981366459628
2002/s/2002/685/101:3,-0.3214285714285714,-0.2857142857142857,-0.3485714285714285,-0.3885714285714285,-0.3214285714285714,-0.2857142857142857,-0.3251231527093596,-0.4285714285714285
2009/s/prst/2009/1/274:1,-0.21841397849462363,-0.155241935483871,-0.2345430107526882,-0.155241935483871,-0.22123015873015872,-0.1557539682539683,-0.22395833333333331,-0.109375
2005/s/2005/572/160:1,-0.05731225296442688,-0.0454545454545454,-0.06818181818181818,-0.0454545454545454,-0.05731225296442688,-0.0454545454545454,-0.10765550239234459,-0.0454545454545454
2007/s/2007/254/34:1,-0.3398268398268399,-0.1428571428571428,-0.3095238095238096,-0.1428571428571428,-0.3398268398268399,-0.1428571428571428,-0.3095238095238096,-0.1428571428571428
2005/s/2005/684/40:1,-0.3660377358490566,-0.1991291727140784,-0.35292298175069603,-0.1961026909990721,-0.3842195540308748,-0.1846769582618639,-0.3629127358490566,-0.1984080188679245
2005/s/2005/60/831:3,-0.4240317775571003,-0.2631578947368421,-0.42227662178702574,-0.2399020807833538,-0.4240317775571003,-0.2631578947368421,-0.4982456140350877,-0.2631578947368421
2005/s/2005/60/566:3,-0.10555555555555562,-0.1944444444444445,-0.12894736842105275,-0.1973684210526316,-0.23181818181818187,-0.15909090909090912,-0.21666666666666673,-0.20238095238095238
2014/s/2014/929/158:5,-0.3606642449403218,-0.1525687597301505,-0.3819408406850026,-0.1312921639854697,-0.3606642449403218,-0.1525687597301505,-0.40363462458154,-0.1559062649450024
2005/s/2005/60/837:2,-0.3381642512077296,-0.19082125603864739,-0.22222222222222227,-0.0694444444444445,-0.3381642512077296,-0.19082125603864739,-0.32478632478632485,-0.2008547008547009
2005/s/2005/60/646:1,-0.39212897107633954,-0.0730203888098625,-0.37148913619501855,-0.0688924218335983,-0.39212897107633954,-0.0730203888098625,-0.3638638638638638,-0.0895895895895896
2014/s/prst/2014/23/11:1,-0.3334907888521493,-0.11399779562273661,-0.3185344116190791,-0.1128899158276944,-0.3334907888521493,-0.11399779562273661,-0.3305826043901634,-0.1128899158276944
2014/s/2014/929/82:2,-0.44166666666666665,-0.25,-0.30833333333333335,-0.1833333333333334,-0.375,-0.1833333333333334,-0.3935185185185185,-0.25
2014/s/res/2161__2014_/92:1,-0.2953431372549021,-0.1256127450980392,-0.27840909090909094,-0.11521464646464641,-0.2953431372549021,-0.1256127450980392,-0.2808333333333334,-0.1254166666666666
2007/s/2007/471/25:3,-0.3,-0.2666666666666666,-0.3606060606060606,-0.2363636363636363,-0.3,-0.2666666666666666,-0.3277777777777777,-0.2666666666666666
2008/s/2008/806/22:1,-0.24281503316138536,-0.12306558585114222,-0.22616323417238754,-0.12128146453089242,-0.25837491090520315,-0.1247327156094084,-0.22616323417238754,-0.12128146453089242
2014/s/prst/2014/3/187:1,-0.2795031055900622,-0.09937888198757759,-0.255952380952381,-0.10119047619047619,-0.2795031055900622,-0.09937888198757759,-0.2380952380952382,-0.09523809523809519
2014/s/prst/2014/3/227:1,-0.47753396029258105,-0.1724137931034483,-0.5021551724137931,-0.1724137931034483,-0.47753396029258105,-0.1724137931034483,-0.46384872080088996,-0.1724137931034483
2005/s/2005/60/84:1,-0.5892857142857143,-0.1428571428571428,-0.5714285714285715,-0.1428571428571428,-0.5892857142857143,-0.1428571428571428,-0.7142857142857143,-0.1428571428571428
2006/s/2006/822/98:1,-0.31413043478260866,-0.1282608695652174,-0.31918604651162785,-0.1267441860465117,-0.31413043478260866,-0.1282608695652174,-0.33690476190476193,-0.15
2011/s/2011/525/72:3,-0.5113636363636364,-0.1401515151515152,-0.5113636363636364,-0.1401515151515152,-0.5113636363636364,-0.1401515151515152,-0.5113636363636364,-0.1401515151515152
2003/s/2003/90/233:6,-0.2447735191637631,-0.0696864111498258,-0.2335164835164836,-0.0659340659340659,-0.2447735191637631,-0.0696864111498258,-0.20238095238095238,-0.0714285714285714
2014/s/2014/933/26:2,-0.3890931372549019,-0.180453431372549,-0.3875041542040545,-0.17912927883017618,-0.4078431372549019,-0.18179271708683478,-0.3759590792838874,-0.196078431372549
2005/s/2005/648/31:3,-0.24358974358974356,-0.1256410256410257,-0.24358974358974356,-0.1256410256410257,-0.24358974358974356,-0.1256410256410257,-0.23317307692307687,-0.1610576923076923
2010/s/prst/2010/21/10:2,-0.4005695301376364,-0.1162790697674418,-0.4005695301376364,-0.1162790697674418,-0.4005695301376364,-0.1162790697674418,-0.3963178294573644,-0.1162790697674418
2014/s/2014/943/52:4,-0.23826086956521741,-0.1339130434782608,-0.2173913043478261,-0.13043478260869562,-0.23826086956521741,-0.1339130434782608,-0.2173913043478261,-0.13043478260869562
2014/s/prst/2014/3/439:1,-0.26155462184873957,-0.09978991596638659,-0.2837977296181632,-0.1001031991744066,-0.26155462184873957,-0.09978991596638659,-0.25163398692810457,-0.09912854030501089
2012/s/2012/373/474:1,-0.3862778730703259,-0.3234991423670669,-0.37264150943396224,-0.338534107402032,-0.39850357839947953,-0.3272608978529603,-0.4095267553356017,-0.3306526446025364
2014/s/2014/905/58:1,-0.36458333333333337,-0.1666666666666666,-0.3575268817204302,-0.1666666666666666,-0.36458333333333337,-0.1666666666666666,-0.3897849462365592,-0.1666666666666666
2005/s/2005/650/8:5,-0.2910344827586207,-0.2855172413793104,-0.32,-0.28,-0.2910344827586207,-0.2855172413793104,-0.2910344827586207,-0.2855172413793104
2011/s/res/1989_2011_/8:1,-0.19021134593993333,-0.0367074527252503,-0.19827586206896552,-0.037715517241379296,-0.19021134593993333,-0.0367074527252503,-0.20585161964472312,-0.03866248693834899
2014/s/2014/9/60:1,-0.32164634146341464,-0.24745934959349597,-0.30805938494167556,-0.2248144220572641,-0.32164634146341464,-0.24745934959349597,-0.32164634146341464,-0.24745934959349597
2014/s/prst/2014/3/689:1,-0.1676767676767677,-0.09242424242424249,-0.15909090909090912,-0.06818181818181819,-0.1501057082452431,-0.06606765327695568,-0.1676767676767677,-0.09242424242424249
2005/s/2005/572/245:2,-0.3825286212045794,-0.2021735523477684,-0.39412002424732273,-0.1950899171549808,-0.3825286212045794,-0.2021735523477684,-0.39036198420974233,-0.19819752718605688
2011/s/2011/463/96:4,-0.19826086956521738,-0.217391304347826,-0.287784679089027,-0.217391304347826,-0.19826086956521738,-0.217391304347826,-0.29644268774703564,-0.217391304347826
2014/s/2014/902/100:1,-0.26708074534161497,-0.24068322981366458,-0.25120772946859904,-0.27375201288244766,-0.26708074534161497,-0.24068322981366458,-0.25565217391304346,-0.26782608695652166
2012/s/res/2082__2012_/4:1,0.04976404976404969,-0.08751608751608748,0.0726628267611874,-0.08595480726628268,0.04976404976404969,-0.08751608751608748,0.0726628267611874,-0.08595480726628268
2013/s/res/2129__2013_/21:1,-0.36405797101449283,-0.0892753623188406,-0.3138825324180016,-0.03699466056445461,-0.3773913043478261,-0.10260869565217391,-0.32405797101449285,-0.02260869565217391
2014/s/2014/869/13:1,-0.31538461538461543,-0.18076923076923068,-0.3653846153846154,-0.1641025641025641,-0.31538461538461543,-0.18076923076923068,-0.3966346153846154,-0.2307692307692307
2005/s/2005/61/124:1,-0.3333333333333333,-0.1666666666666666,-0.2619047619047619,-0.0952380952380952,-0.3333333333333333,-0.1666666666666666,-0.3333333333333333,-0.1666666666666666
2014/s/2014/932/13:2,-0.265,-0.1075,-0.24038461538461542,-0.1105769230769231,-0.265,-0.1075,-0.22499999999999998,-0.1475
2008/s/2008/259/67:1,-0.3592342342342343,-0.1351351351351351,-0.37525987525987525,-0.1351351351351351,-0.3592342342342343,-0.1351351351351351,-0.37525987525987525,-0.1351351351351351
2005/s/2005/60/346:2,-0.36553398058252434,-0.36395631067961165,-0.36730769230769245,-0.3548076923076924,-0.3637254901960786,-0.3732843137254902,-0.361881188118812,-0.3629950495049505
2012/s/2012/373/550:8,-0.405103668261563,-0.2382775119617225,-0.3973063973063973,-0.2353535353535354,-0.3815201192250373,-0.2253353204172877,-0.386034255599473,-0.2474308300395257
2005/s/2005/682/94:1,-0.451442968392121,-0.135593220338983,-0.4242200933431589,-0.135593220338983,-0.4353378221499884,-0.135593220338983,-0.4396186440677966,-0.135593220338983
2007/s/2007/677/203:1,-0.12063282794990121,-0.1048121292023731,-0.11148648648648651,-0.049324324324324265,-0.12063282794990121,-0.1048121292023731,-0.16830466830466834,-0.11977886977886978
2014/s/2014/957/84:1,-0.3066666666666667,-0.16,-0.3066666666666667,-0.16,-0.3066666666666667,-0.16,-0.2696296296296297,-0.16
2003/s/2003/90/101:1,-0.30562770562770575,-0.2073593073593074,-0.26455026455026465,-0.1878306878306879,-0.30562770562770575,-0.2073593073593074,-0.3197278911564626,-0.2210884353741497
2002/s/res/1452_2002_/9:1,-0.3211702559934985,-0.2942706216984965,-0.3027728431296825,-0.2724955588167143,-0.3217404626934273,-0.29776313773555996,-0.3262241393082514,-0.30385813563383657
2011/s/2011/29/14:2,-0.424031007751938,-0.18682170542635662,-0.4190476190476191,-0.2095238095238095,-0.424031007751938,-0.18682170542635662,-0.4060606060606061,-0.18787878787878792
2014/s/2014/935/152:3,-0.2517482517482518,-0.2727272727272727,-0.30303030303030304,-0.1893939393939394,-0.2517482517482518,-0.2727272727272727,-0.21969696969696967,-0.2727272727272727
2005/s/res/1624_2005_/15:1,-0.4519725557461407,-0.32204116638078906,-0.4535783365570599,-0.31963249516441006,-0.4519725557461407,-0.32204116638078906,-0.4727272727272727,-0.32090909090909087
2012/s/2012/16/48:2,-0.23697725605282471,-0.1702127659574468,-0.1804255319148936,-0.15021276595744681,-0.21761851437103402,-0.1702127659574468,-0.19459219858156032,-0.1702127659574468
2008/s/2008/259/39:1,-0.375,-0.25,-0.3092105263157895,-0.25,-0.375,-0.25,-0.325,-0.25
2012/s/prst/2012/28/3:1,-0.3777412280701754,-0.1266447368421052,-0.3023735810113519,-0.1382868937048503,-0.3583959899749374,-0.1261487050960735,-0.3333333333333333,-0.1228070175438596
2008/s/2008/800/7:1,-0.32213608957795015,-0.1675279931093884,-0.34735279564572,-0.14349332013854518,-0.32213608957795015,-0.1675279931093884,-0.28509905254091306,-0.09345391903531439
2005/s/2005/679/27:1,-0.2821659215101838,-0.13238946845504218,-0.27459016393442626,-0.0939695550351288,-0.2821659215101838,-0.13238946845504218,-0.28321085358959863,-0.11305822498586769
2006/s/prst/2006/47/7:4,-0.34628378378378377,-0.097972972972973,-0.3402777777777778,-0.125,-0.34628378378378377,-0.097972972972973,-0.35737179487179493,-0.0993589743589744
2007/s/2007/677/204:1,-0.33904761904761904,-0.2457142857142857,-0.4107142857142858,-0.2440476190476191,-0.3597883597883599,-0.2486772486772487,-0.4107142857142858,-0.2440476190476191
2005/s/2005/60/710:1,-0.2997711670480549,-0.17620137299771169,-0.2464114832535885,-0.1722488038277512,-0.2997711670480549,-0.17620137299771169,-0.2736842105263157,-0.1431578947368421
2005/s/2005/636/124:1,-0.5066666666666666,-0.19777777777777777,-0.5066666666666666,-0.19777777777777777,-0.5066666666666666,-0.19777777777777777,-0.3866666666666666,-0.23777777777777778
2013/s/prst/2013/21/10:1,-0.3737373737373738,-0.1111111111111111,-0.2923976608187135,-0.1111111111111111,-0.3282828282828284,-0.0656565656565657,-0.35555555555555557,-0.1111111111111111
2005/s/2005/635/45:2,-0.3420689655172414,-0.2,-0.3420689655172414,-0.2,-0.3420689655172414,-0.2,-0.35878787878787877,-0.1696969696969697
2001/s/res/1363_2001_/5:1,-0.5158371040723981,0.0,-0.5158371040723981,0.0,-0.5158371040723981,0.0,-0.5158371040723981,0.0
2014/s/2014/41/84:5,-0.3303571428571429,-0.0714285714285714,-0.3487394957983194,-0.0714285714285714,-0.3303571428571429,-0.0714285714285714,-0.2857142857142858,-0.0714285714285714
2014/s/2014/731/29:3,-0.4051490514905149,-0.3089430894308943,-0.3801169590643275,-0.2807017543859649,-0.4051490514905149,-0.3089430894308943,-0.41269841269841273,-0.30952380952380953
2011/s/2011/463/53:4,-0.34210526315789486,-0.131578947368421,-0.30867709815078237,-0.0768136557610242,-0.35943517329910146,-0.1335044929396662,-0.27591706539074967,-0.09728867623604459
2011/s/2011/463/462:1,-0.3871951219512195,-0.1463414634146341,-0.283623693379791,-0.1463414634146341,-0.3871951219512195,-0.1463414634146341,-0.35310421286031046,-0.1463414634146341
2011/s/2011/298/104:4,-0.22584033613445387,-0.13900560224089642,-0.24680306905370847,-0.13512361466325662,-0.22584033613445387,-0.13900560224089642,-0.23311546840958608,-0.13834422657952072
2014/s/2014/233/4:2,-0.3190789473684211,-0.0625,-0.2757352941176471,-0.0625,-0.2550675675675676,-0.035472972972973,-0.328525641025641,-0.0625
2014/s/2014/869/26:8,-0.3131868131868132,-0.3076923076923077,-0.3131868131868132,-0.3076923076923077,-0.3131868131868132,-0.3076923076923077,-0.2512820512820513,-0.2410256410256411
2014/s/2014/416/11:1,-0.40106434446057093,-0.4146105466860185,-0.39825422804146215,-0.3431533006001092,-0.40106434446057093,-0.4146105466860185,-0.4620840152755047,-0.40698308783415177
2005/s/2005/698/15:3,-0.25490196078431376,-0.17366946778711492,-0.25490196078431376,-0.16176470588235292,-0.25490196078431376,-0.17366946778711492,-0.2700534759358289,-0.1844919786096257
2000/s/2000/1196/77:2,-0.40476190476190477,-0.2047619047619048,-0.5083333333333333,-0.2020833333333333,-0.40476190476190477,-0.2047619047619048,-0.4397849462365591,-0.2010752688172043
2004/s/2004/384/88:3,-0.4104859335038364,-0.217391304347826,-0.374190564292322,-0.217391304347826,-0.4104859335038364,-0.217391304347826,-0.4104859335038364,-0.217391304347826
2005/s/2005/61/92:1,-0.3787878787878788,-0.3636363636363636,-0.2954545454545454,-0.3636363636363636,-0.3787878787878788,-0.3636363636363636,-0.3454545454545454,-0.3636363636363636
2005/s/2005/761/12:5,-0.3035714285714286,-0.2083333333333333,-0.3035714285714286,-0.2083333333333333,-0.3035714285714286,-0.2083333333333333,-0.2678571428571429,-0.1726190476190476
2005/s/2005/68/56:3,-0.10407239819004521,-0.022624434389140302,-0.04812834224598933,0.005347593582887694,-0.10407239819004521,-0.022624434389140302,-0.0117647058823529,0.02352941176470591
2005/s/2005/60/14:2,-0.29629629629629634,-0.1851851851851852,-0.28703703703703703,-0.1805555555555556,-0.29629629629629634,-0.1851851851851852,-0.28062678062678065,-0.1837606837606838
2011/s/2011/463/451:5,-0.41666666666666663,-0.2619047619047619,-0.40579710144927533,-0.20289855072463772,-0.4242424242424242,-0.30303030303030304,-0.47916666666666663,-0.3020833333333333
2005/s/2005/761/138:2,-0.3892339544513457,-0.09937888198757759,-0.43772893772893773,-0.10439560439560439,-0.43915343915343913,-0.10582010582010579,-0.2943722943722943,-0.1428571428571428
2014/s/prst/2014/3/1042:1,-0.521407624633431,-0.2202346041055718,-0.5388167388167389,-0.2363636363636363,-0.5229437229437229,-0.22049062049062051,-0.5584803256445048,-0.2363636363636363
2006/s/2006/822/147:2,-0.4727272727272727,-0.33333333333333337,-0.3798701298701299,-0.2142857142857143,-0.4824046920821114,-0.3709677419354839,-0.4155844155844156,-0.3214285714285715
2005/s/2005/662/286:4,-0.3776618861364624,-0.3428943937418514,-0.3525641025641026,-0.3076923076923077,-0.3776618861364624,-0.3428943937418514,-0.37542331881954527,-0.3294629898403483
2000/s/2000/1196/10:1,-0.30967741935483867,-0.10322580645161292,-0.2538461538461539,-0.1615384615384616,-0.30967741935483867,-0.10322580645161292,-0.32727272727272727,-0.1696969696969697
2014/s/2014/902/161:1,-0.4181818181818182,-0.2,-0.3368421052631579,-0.2,-0.43333333333333335,-0.2,-0.3142857142857143,-0.2
2005/s/2005/60/456:1,-0.2597402597402597,-0.1341991341991342,-0.2727272727272727,-0.1363636363636364,-0.2597402597402597,-0.1341991341991342,-0.2845849802371541,-0.13833992094861658
2013/s/2013/769/68:1,-0.16233766233766245,-0.0454545454545454,-0.16233766233766245,-0.0454545454545454,-0.09090909090909094,-0.0454545454545454,-0.18181818181818182,-0.0454545454545454
2005/s/2005/634/17:4,-0.09999999999999998,-0.13,-0.0916666666666667,-0.16666666666666669,-0.09999999999999998,-0.13,-0.0916666666666667,-0.2083333333333334
2006/s/2006/822/304:5,-0.2717391304347826,-0.09057971014492751,-0.2608695652173913,-0.0869565217391304,-0.3043478260869566,-0.0869565217391304,-0.2490118577075099,-0.08300395256916991
2013/s/2013/722/56:1,-0.31190121354055783,-0.1707472855013839,-0.3285245901639344,-0.17005464480874322,-0.31190121354055783,-0.1707472855013839,-0.3285245901639344,-0.17005464480874322
2005/s/2005/625/205:4,-0.4821428571428572,-0.3392857142857143,-0.5178571428571429,-0.3392857142857143,-0.4821428571428572,-0.3392857142857143,-0.5,-0.2916666666666667
2006/s/2006/154/306:2,-0.37402597402597404,-0.2571428571428571,-0.35773809523809524,-0.2571428571428571,-0.37402597402597404,-0.2571428571428571,-0.30357142857142855,-0.2571428571428571
2005/s/2005/60/445:18,-0.3780487804878049,-0.176829268292683,-0.3108108108108108,-0.168918918918919,-0.3780487804878049,-0.176829268292683,-0.3108108108108108,-0.168918918918919
2005/s/2005/60/954:2,-0.31304347826086965,-0.1333333333333333,-0.3047619047619048,-0.1333333333333333,-0.31304347826086965,-0.1333333333333333,-0.35652173913043483,-0.1333333333333333
2008/s/2008/259/40:1,-0.3345588235294118,-0.1727941176470588,-0.3970588235294118,-0.1727941176470588,-0.3345588235294118,-0.1727941176470588,-0.369281045751634,-0.1797385620915033
2005/s/2005/61/11:1,-0.41197691197691194,-0.231962481962482,-0.41063174114021567,-0.210708782742681,-0.40056818181818177,-0.21732954545454541,-0.43181818181818177,-0.24545454545454543
2012/s/2012/373/673:1,-0.3851744186046512,-0.0867248062015504,-0.4210786739238001,-0.14745175655616027,-0.3976744186046512,-0.09255813953488368,-0.4893410852713179,-0.14922480620155038
2011/s/2011/463/222:6,-0.2727272727272727,-0.1363636363636363,-0.21645021645021648,-0.0887445887445887,-0.2727272727272727,-0.1363636363636363,-0.2727272727272727,-0.1363636363636363
2005/s/2005/60/885:4,-0.21250000000000002,-0.004166666666666596,-0.2,0.0,-0.21250000000000002,-0.004166666666666596,-0.23333333333333342,-0.0666666666666666
2006/s/2006/154/241:1,-0.0950080515297907,-0.1304347826086956,-0.12207357859531776,-0.1304347826086956,-0.14130434782608697,-0.1304347826086956,-0.0950080515297907,-0.09339774557165859
2012/s/2012/16/163:1,-0.2852852852852853,-0.2222222222222222,-0.26608187134502925,-0.2222222222222222,-0.2852852852852853,-0.2222222222222222,-0.2412698412698413,-0.2222222222222222
2005/s/2005/642/49:3,-0.1783625730994153,-0.1666666666666666,-0.1783625730994153,-0.1666666666666666,-0.1783625730994153,-0.1666666666666666,-0.1388888888888889,-0.1666666666666666
2005/s/2005/657/21:9,-0.4,-0.2857142857142857,-0.33333333333333337,-0.2857142857142857,-0.4,-0.2857142857142857,-0.4,-0.2857142857142857
